,HES US Equity
2022-07-11,23.1939
2022-07-12,23.1939
2022-07-13,23.1939
2022-07-14,23.1939
2022-07-15,23.1939
2022-07-16,23.1939
2022-07-17,23.1939
2022-07-18,23.1939
2022-07-19,23.1939
2022-07-20,23.1939
2022-07-21,23.1939
2022-07-22,23.1939
2022-07-23,23.1939
2022-07-24,23.1939
2022-07-25,23.1939
2022-07-26,23.1939
2022-07-27,23.1939
2022-07-28,23.1939
2022-07-29,23.1939
2022-07-30,23.1939
2022-07-31,23.1939
2022-08-01,23.1939
2022-08-02,23.1939
2022-08-03,23.1939
2022-08-04,23.1939
2022-08-05,23.1939
2022-08-06,23.1939
2022-08-07,23.1939
2022-08-08,23.1939
2022-08-09,23.1939
2022-08-10,23.1939
2022-08-11,23.1939
2022-08-12,23.1939
2022-08-13,23.1939
2022-08-14,23.1939
2022-08-15,23.1939
2022-08-16,23.1939
2022-08-17,23.1939
2022-08-18,23.1939
2022-08-19,23.1939
2022-08-20,23.1939
2022-08-21,23.1939
2022-08-22,23.1939
2022-08-23,23.1939
2022-08-24,23.1939
2022-08-25,23.1939
2022-08-26,23.1939
2022-08-27,23.1939
2022-08-28,23.1939
2022-08-29,23.1939
2022-08-30,23.1939
2022-08-31,23.1939
2022-09-01,23.1939
2022-09-02,23.1939
2022-09-03,23.1939
2022-09-04,23.1939
2022-09-05,23.1939
2022-09-06,23.1939
2022-09-07,23.1939
2022-09-08,23.1939
2022-09-09,23.1939
2022-09-10,23.1939
2022-09-11,23.1939
2022-09-12,23.1939
2022-09-13,23.1939
2022-09-14,23.1939
2022-09-15,23.1939
2022-09-16,23.1939
2022-09-17,23.1939
2022-09-18,23.1939
2022-09-19,23.1939
2022-09-20,23.1939
2022-09-21,23.1939
2022-09-22,23.1939
2022-09-23,23.1939
2022-09-24,23.1939
2022-09-25,23.1939
2022-09-26,23.1939
2022-09-27,23.1939
2022-09-28,23.1939
2022-09-29,23.1939
2022-09-30,28.3111
2022-10-01,28.3111
2022-10-02,28.3111
2022-10-03,28.3111
2022-10-04,28.3111
2022-10-05,28.3111
2022-10-06,28.3111
2022-10-07,28.3111
2022-10-08,28.3111
2022-10-09,28.3111
2022-10-10,28.3111
2022-10-11,28.3111
2022-10-12,28.3111
2022-10-13,28.3111
2022-10-14,28.3111
2022-10-15,28.3111
2022-10-16,28.3111
2022-10-17,28.3111
2022-10-18,28.3111
2022-10-19,28.3111
2022-10-20,28.3111
2022-10-21,28.3111
2022-10-22,28.3111
2022-10-23,28.3111
2022-10-24,28.3111
2022-10-25,28.3111
2022-10-26,28.3111
2022-10-27,28.3111
2022-10-28,28.3111
2022-10-29,28.3111
2022-10-30,28.3111
2022-10-31,28.3111
2022-11-01,28.3111
2022-11-02,28.3111
2022-11-03,28.3111
2022-11-04,28.3111
2022-11-05,28.3111
2022-11-06,28.3111
2022-11-07,28.3111
2022-11-08,28.3111
2022-11-09,28.3111
2022-11-10,28.3111
2022-11-11,28.3111
2022-11-12,28.3111
2022-11-13,28.3111
2022-11-14,28.3111
2022-11-15,28.3111
2022-11-16,28.3111
2022-11-17,28.3111
2022-11-18,28.3111
2022-11-19,28.3111
2022-11-20,28.3111
2022-11-21,28.3111
2022-11-22,28.3111
2022-11-23,28.3111
2022-11-24,28.3111
2022-11-25,28.3111
2022-11-26,28.3111
2022-11-27,28.3111
2022-11-28,28.3111
2022-11-29,28.3111
2022-11-30,28.3111
2022-12-01,28.3111
2022-12-02,28.3111
2022-12-03,28.3111
2022-12-04,28.3111
2022-12-05,28.3111
2022-12-06,28.3111
2022-12-07,28.3111
2022-12-08,28.3111
2022-12-09,28.3111
2022-12-10,28.3111
2022-12-11,28.3111
2022-12-12,28.3111
2022-12-13,28.3111
2022-12-14,28.3111
2022-12-15,28.3111
2022-12-16,28.3111
2022-12-17,28.3111
2022-12-18,28.3111
2022-12-19,28.3111
2022-12-20,28.3111
2022-12-21,28.3111
2022-12-22,28.3111
2022-12-23,28.3111
2022-12-24,28.3111
2022-12-25,28.3111
2022-12-26,28.3111
2022-12-27,28.3111
2022-12-28,28.3111
2022-12-29,28.3111
2022-12-30,28.3111
2022-12-31,29.615
2023-01-01,29.615
2023-01-02,29.615
2023-01-03,29.615
2023-01-04,29.615
2023-01-05,29.615
2023-01-06,29.615
2023-01-07,29.615
2023-01-08,29.615
2023-01-09,29.615
2023-01-10,29.615
2023-01-11,29.615
2023-01-12,29.615
2023-01-13,29.615
2023-01-14,29.615
2023-01-15,29.615
2023-01-16,29.615
