,MTD US Equity
2020-05-04,126.1121
2020-05-05,126.1121
2020-05-06,126.1121
2020-05-07,126.1121
2020-05-08,126.1121
2020-05-09,126.1121
2020-05-10,126.1121
2020-05-11,126.1121
2020-05-12,126.1121
2020-05-13,126.1121
2020-05-14,126.1121
2020-05-15,126.1121
2020-05-16,126.1121
2020-05-17,126.1121
2020-05-18,126.1121
2020-05-19,126.1121
2020-05-20,126.1121
2020-05-21,126.1121
2020-05-22,126.1121
2020-05-23,126.1121
2020-05-24,126.1121
2020-05-25,126.1121
2020-05-26,126.1121
2020-05-27,126.1121
2020-05-28,126.1121
2020-05-29,126.1121
2020-05-30,126.1121
2020-05-31,126.1121
2020-06-01,126.1121
2020-06-02,126.1121
2020-06-03,126.1121
2020-06-04,126.1121
2020-06-05,126.1121
2020-06-06,126.1121
2020-06-07,126.1121
2020-06-08,126.1121
2020-06-09,126.1121
2020-06-10,126.1121
2020-06-11,126.1121
2020-06-12,126.1121
2020-06-13,126.1121
2020-06-14,126.1121
2020-06-15,126.1121
2020-06-16,126.1121
2020-06-17,126.1121
2020-06-18,126.1121
2020-06-19,126.1121
2020-06-20,126.1121
2020-06-21,126.1121
2020-06-22,126.1121
2020-06-23,126.1121
2020-06-24,126.1121
2020-06-25,126.1121
2020-06-26,126.1121
2020-06-27,126.1121
2020-06-28,126.1121
2020-06-29,126.1121
2020-06-30,114.616
2020-07-01,114.616
2020-07-02,114.616
2020-07-03,114.616
2020-07-04,114.616
2020-07-05,114.616
2020-07-06,114.616
2020-07-07,114.616
2020-07-08,114.616
2020-07-09,114.616
2020-07-10,114.616
2020-07-11,114.616
2020-07-12,114.616
2020-07-13,114.616
2020-07-14,114.616
2020-07-15,114.616
2020-07-16,114.616
2020-07-17,114.616
2020-07-18,114.616
2020-07-19,114.616
2020-07-20,114.616
2020-07-21,114.616
2020-07-22,114.616
2020-07-23,114.616
2020-07-24,114.616
2020-07-25,114.616
2020-07-26,114.616
2020-07-27,114.616
2020-07-28,114.616
2020-07-29,114.616
2020-07-30,114.616
2020-07-31,114.616
2020-08-01,114.616
2020-08-02,114.616
2020-08-03,114.616
2020-08-04,114.616
2020-08-05,114.616
2020-08-06,114.616
2020-08-07,114.616
2020-08-08,114.616
2020-08-09,114.616
2020-08-10,114.616
2020-08-11,114.616
2020-08-12,114.616
2020-08-13,114.616
2020-08-14,114.616
2020-08-15,114.616
2020-08-16,114.616
2020-08-17,114.616
2020-08-18,114.616
2020-08-19,114.616
2020-08-20,114.616
2020-08-21,114.616
2020-08-22,114.616
2020-08-23,114.616
2020-08-24,114.616
2020-08-25,114.616
2020-08-26,114.616
2020-08-27,114.616
2020-08-28,114.616
2020-08-29,114.616
2020-08-30,114.616
2020-08-31,114.616
2020-09-01,114.616
2020-09-02,114.616
2020-09-03,114.616
2020-09-04,114.616
2020-09-05,114.616
2020-09-06,114.616
2020-09-07,114.616
2020-09-08,114.616
2020-09-09,114.616
2020-09-10,114.616
2020-09-11,114.616
2020-09-12,114.616
2020-09-13,114.616
2020-09-14,114.616
2020-09-15,114.616
2020-09-16,114.616
2020-09-17,114.616
2020-09-18,114.616
2020-09-19,114.616
2020-09-20,114.616
2020-09-21,114.616
2020-09-22,114.616
2020-09-23,114.616
2020-09-24,114.616
2020-09-25,114.616
2020-09-26,114.616
2020-09-27,114.616
2020-09-28,114.616
2020-09-29,114.616
2020-09-30,131.4305
2020-10-01,131.4305
2020-10-02,131.4305
2020-10-03,131.4305
2020-10-04,131.4305
2020-10-05,131.4305
2020-10-06,131.4305
2020-10-07,131.4305
2020-10-08,131.4305
2020-10-09,131.4305
2020-10-10,131.4305
2020-10-11,131.4305
2020-10-12,131.4305
2020-10-13,131.4305
2020-10-14,131.4305
2020-10-15,131.4305
2020-10-16,131.4305
2020-10-17,131.4305
2020-10-18,131.4305
2020-10-19,131.4305
2020-10-20,131.4305
2020-10-21,131.4305
2020-10-22,131.4305
2020-10-23,131.4305
2020-10-24,131.4305
2020-10-25,131.4305
2020-10-26,131.4305
2020-10-27,131.4305
2020-10-28,131.4305
2020-10-29,131.4305
2020-10-30,131.4305
2020-10-31,131.4305
2020-11-01,131.4305
2020-11-02,131.4305
2020-11-03,131.4305
2020-11-04,131.4305
2020-11-05,131.4305
2020-11-06,131.4305
2020-11-07,131.4305
2020-11-08,131.4305
2020-11-09,131.4305
2020-11-10,131.4305
2020-11-11,131.4305
2020-11-12,131.4305
2020-11-13,131.4305
2020-11-14,131.4305
2020-11-15,131.4305
2020-11-16,131.4305
2020-11-17,131.4305
2020-11-18,131.4305
2020-11-19,131.4305
2020-11-20,131.4305
2020-11-21,131.4305
2020-11-22,131.4305
2020-11-23,131.4305
2020-11-24,131.4305
2020-11-25,131.4305
2020-11-26,131.4305
2020-11-27,131.4305
2020-11-28,131.4305
2020-11-29,131.4305
2020-11-30,131.4305
2020-12-01,131.4305
2020-12-02,131.4305
2020-12-03,131.4305
2020-12-04,131.4305
2020-12-05,131.4305
2020-12-06,131.4305
2020-12-07,131.4305
2020-12-08,131.4305
2020-12-09,131.4305
2020-12-10,131.4305
2020-12-11,131.4305
2020-12-12,131.4305
2020-12-13,131.4305
2020-12-14,131.4305
2020-12-15,131.4305
2020-12-16,131.4305
2020-12-17,131.4305
2020-12-18,131.4305
2020-12-19,131.4305
2020-12-20,131.4305
2020-12-21,131.4305
2020-12-22,131.4305
2020-12-23,131.4305
2020-12-24,131.4305
2020-12-25,131.4305
2020-12-26,131.4305
2020-12-27,131.4305
2020-12-28,131.4305
2020-12-29,131.4305
2020-12-30,131.4305
2020-12-31,171.3653
2021-01-01,171.3653
2021-01-02,171.3653
2021-01-03,171.3653
2021-01-04,171.3653
2021-01-05,171.3653
2021-01-06,171.3653
2021-01-07,171.3653
2021-01-08,171.3653
2021-01-09,171.3653
2021-01-10,171.3653
2021-01-11,171.3653
2021-01-12,171.3653
2021-01-13,171.3653
2021-01-14,171.3653
2021-01-15,171.3653
2021-01-16,171.3653
2021-01-17,171.3653
2021-01-18,171.3653
2021-01-19,171.3653
2021-01-20,171.3653
2021-01-21,171.3653
2021-01-22,171.3653
2021-01-23,171.3653
2021-01-24,171.3653
2021-01-25,171.3653
2021-01-26,171.3653
2021-01-27,171.3653
2021-01-28,171.3653
2021-01-29,171.3653
2021-01-30,171.3653
2021-01-31,171.3653
2021-02-01,171.3653
2021-02-02,171.3653
2021-02-03,171.3653
2021-02-04,171.3653
2021-02-05,171.3653
2021-02-06,171.3653
2021-02-07,171.3653
2021-02-08,171.3653
2021-02-09,171.3653
2021-02-10,171.3653
2021-02-11,171.3653
2021-02-12,171.3653
2021-02-13,171.3653
2021-02-14,171.3653
2021-02-15,171.3653
2021-02-16,171.3653
2021-02-17,171.3653
2021-02-18,171.3653
2021-02-19,171.3653
2021-02-20,171.3653
2021-02-21,171.3653
2021-02-22,171.3653
2021-02-23,171.3653
2021-02-24,171.3653
2021-02-25,171.3653
2021-02-26,171.3653
2021-02-27,171.3653
2021-02-28,171.3653
2021-03-01,171.3653
2021-03-02,171.3653
2021-03-03,171.3653
2021-03-04,171.3653
2021-03-05,171.3653
2021-03-06,171.3653
2021-03-07,171.3653
2021-03-08,171.3653
2021-03-09,171.3653
2021-03-10,171.3653
2021-03-11,171.3653
2021-03-12,171.3653
2021-03-13,171.3653
2021-03-14,171.3653
2021-03-15,171.3653
2021-03-16,171.3653
2021-03-17,171.3653
2021-03-18,171.3653
2021-03-19,171.3653
2021-03-20,171.3653
2021-03-21,171.3653
2021-03-22,171.3653
2021-03-23,171.3653
2021-03-24,171.3653
2021-03-25,171.3653
2021-03-26,171.3653
2021-03-27,171.3653
2021-03-28,171.3653
2021-03-29,171.3653
2021-03-30,171.3653
2021-03-31,257.067
2021-04-01,257.067
2021-04-02,257.067
2021-04-03,257.067
2021-04-04,257.067
2021-04-05,257.067
2021-04-06,257.067
2021-04-07,257.067
2021-04-08,257.067
2021-04-09,257.067
2021-04-10,257.067
2021-04-11,257.067
2021-04-12,257.067
2021-04-13,257.067
2021-04-14,257.067
2021-04-15,257.067
2021-04-16,257.067
2021-04-17,257.067
2021-04-18,257.067
2021-04-19,257.067
2021-04-20,257.067
2021-04-21,257.067
2021-04-22,257.067
2021-04-23,257.067
2021-04-24,257.067
2021-04-25,257.067
2021-04-26,257.067
2021-04-27,257.067
2021-04-28,257.067
2021-04-29,257.067
2021-04-30,257.067
2021-05-01,257.067
2021-05-02,257.067
2021-05-03,257.067
2021-05-04,257.067
2021-05-05,257.067
2021-05-06,257.067
2021-05-07,257.067
2021-05-08,257.067
2021-05-09,257.067
2021-05-10,257.067
2021-05-11,257.067
2021-05-12,257.067
2021-05-13,257.067
2021-05-14,257.067
2021-05-15,257.067
2021-05-16,257.067
2021-05-17,257.067
2021-05-18,257.067
2021-05-19,257.067
2021-05-20,257.067
2021-05-21,257.067
2021-05-22,257.067
2021-05-23,257.067
2021-05-24,257.067
2021-05-25,257.067
2021-05-26,257.067
2021-05-27,257.067
2021-05-28,257.067
2021-05-29,257.067
2021-05-30,257.067
2021-05-31,257.067
2021-06-01,257.067
2021-06-02,257.067
2021-06-03,257.067
2021-06-04,257.067
2021-06-05,257.067
2021-06-06,257.067
2021-06-07,257.067
2021-06-08,257.067
2021-06-09,257.067
2021-06-10,257.067
2021-06-11,257.067
2021-06-12,257.067
2021-06-13,257.067
2021-06-14,257.067
2021-06-15,257.067
2021-06-16,257.067
2021-06-17,257.067
2021-06-18,257.067
2021-06-19,257.067
2021-06-20,257.067
2021-06-21,257.067
2021-06-22,257.067
2021-06-23,257.067
2021-06-24,257.067
2021-06-25,257.067
2021-06-26,257.067
2021-06-27,257.067
2021-06-28,257.067
2021-06-29,257.067
2021-06-30,222.126
2021-07-01,222.126
2021-07-02,222.126
2021-07-03,222.126
2021-07-04,222.126
2021-07-05,222.126
2021-07-06,222.126
2021-07-07,222.126
2021-07-08,222.126
2021-07-09,222.126
2021-07-10,222.126
2021-07-11,222.126
2021-07-12,222.126
2021-07-13,222.126
2021-07-14,222.126
2021-07-15,222.126
2021-07-16,222.126
2021-07-17,222.126
2021-07-18,222.126
2021-07-19,222.126
2021-07-20,222.126
2021-07-21,222.126
2021-07-22,222.126
2021-07-23,222.126
2021-07-24,222.126
2021-07-25,222.126
2021-07-26,222.126
2021-07-27,222.126
2021-07-28,222.126
2021-07-29,222.126
2021-07-30,222.126
2021-07-31,222.126
2021-08-01,222.126
2021-08-02,222.126
2021-08-03,222.126
2021-08-04,222.126
2021-08-05,222.126
2021-08-06,222.126
2021-08-07,222.126
2021-08-08,222.126
2021-08-09,222.126
2021-08-10,222.126
2021-08-11,222.126
2021-08-12,222.126
2021-08-13,222.126
2021-08-14,222.126
2021-08-15,222.126
2021-08-16,222.126
2021-08-17,222.126
2021-08-18,222.126
2021-08-19,222.126
2021-08-20,222.126
2021-08-21,222.126
2021-08-22,222.126
2021-08-23,222.126
2021-08-24,222.126
2021-08-25,222.126
2021-08-26,222.126
2021-08-27,222.126
2021-08-28,222.126
2021-08-29,222.126
2021-08-30,222.126
2021-08-31,222.126
2021-09-01,222.126
2021-09-02,222.126
2021-09-03,222.126
2021-09-04,222.126
2021-09-05,222.126
2021-09-06,222.126
2021-09-07,222.126
2021-09-08,222.126
2021-09-09,222.126
2021-09-10,222.126
2021-09-11,222.126
2021-09-12,222.126
2021-09-13,222.126
2021-09-14,222.126
2021-09-15,222.126
2021-09-16,222.126
2021-09-17,222.126
2021-09-18,222.126
2021-09-19,222.126
2021-09-20,222.126
2021-09-21,222.126
2021-09-22,222.126
2021-09-23,222.126
2021-09-24,222.126
2021-09-25,222.126
2021-09-26,222.126
2021-09-27,222.126
2021-09-28,222.126
2021-09-29,222.126
2021-09-30,250.5352
2021-10-01,250.5352
2021-10-02,250.5352
2021-10-03,250.5352
2021-10-04,250.5352
2021-10-05,250.5352
2021-10-06,250.5352
2021-10-07,250.5352
2021-10-08,250.5352
2021-10-09,250.5352
2021-10-10,250.5352
2021-10-11,250.5352
2021-10-12,250.5352
2021-10-13,250.5352
2021-10-14,250.5352
2021-10-15,250.5352
2021-10-16,250.5352
2021-10-17,250.5352
2021-10-18,250.5352
2021-10-19,250.5352
2021-10-20,250.5352
2021-10-21,250.5352
2021-10-22,250.5352
2021-10-23,250.5352
2021-10-24,250.5352
2021-10-25,250.5352
2021-10-26,250.5352
2021-10-27,250.5352
2021-10-28,250.5352
2021-10-29,250.5352
2021-10-30,250.5352
2021-10-31,250.5352
2021-11-01,250.5352
2021-11-02,250.5352
2021-11-03,250.5352
2021-11-04,250.5352
2021-11-05,250.5352
2021-11-06,250.5352
2021-11-07,250.5352
2021-11-08,250.5352
2021-11-09,250.5352
2021-11-10,250.5352
2021-11-11,250.5352
2021-11-12,250.5352
2021-11-13,250.5352
2021-11-14,250.5352
2021-11-15,250.5352
2021-11-16,250.5352
2021-11-17,250.5352
2021-11-18,250.5352
2021-11-19,250.5352
2021-11-20,250.5352
2021-11-21,250.5352
2021-11-22,250.5352
2021-11-23,250.5352
2021-11-24,250.5352
2021-11-25,250.5352
2021-11-26,250.5352
2021-11-27,250.5352
2021-11-28,250.5352
2021-11-29,250.5352
2021-11-30,250.5352
2021-12-01,250.5352
2021-12-02,250.5352
2021-12-03,250.5352
2021-12-04,250.5352
2021-12-05,250.5352
2021-12-06,250.5352
2021-12-07,250.5352
2021-12-08,250.5352
2021-12-09,250.5352
2021-12-10,250.5352
2021-12-11,250.5352
2021-12-12,250.5352
2021-12-13,250.5352
2021-12-14,250.5352
2021-12-15,250.5352
2021-12-16,250.5352
2021-12-17,250.5352
2021-12-18,250.5352
2021-12-19,250.5352
2021-12-20,250.5352
2021-12-21,250.5352
2021-12-22,250.5352
2021-12-23,250.5352
2021-12-24,250.5352
2021-12-25,250.5352
2021-12-26,250.5352
2021-12-27,250.5352
2021-12-28,250.5352
2021-12-29,250.5352
2021-12-30,250.5352
2021-12-31,338.6883
2022-01-01,338.6883
2022-01-02,338.6883
2022-01-03,338.6883
2022-01-04,338.6883
2022-01-05,338.6883
2022-01-06,338.6883
2022-01-07,338.6883
2022-01-08,338.6883
2022-01-09,338.6883
2022-01-10,338.6883
2022-01-11,338.6883
2022-01-12,338.6883
2022-01-13,338.6883
2022-01-14,338.6883
2022-01-15,338.6883
2022-01-16,338.6883
2022-01-17,338.6883
2022-01-18,338.6883
2022-01-19,338.6883
2022-01-20,338.6883
2022-01-21,338.6883
2022-01-22,338.6883
2022-01-23,338.6883
2022-01-24,338.6883
2022-01-25,338.6883
2022-01-26,338.6883
2022-01-27,338.6883
2022-01-28,338.6883
2022-01-29,338.6883
2022-01-30,338.6883
2022-01-31,338.6883
2022-02-01,338.6883
2022-02-02,338.6883
2022-02-03,338.6883
2022-02-04,338.6883
2022-02-05,338.6883
2022-02-06,338.6883
2022-02-07,338.6883
2022-02-08,338.6883
2022-02-09,338.6883
2022-02-10,338.6883
2022-02-11,338.6883
2022-02-12,338.6883
2022-02-13,338.6883
2022-02-14,338.6883
2022-02-15,338.6883
2022-02-16,338.6883
2022-02-17,338.6883
2022-02-18,338.6883
2022-02-19,338.6883
2022-02-20,338.6883
2022-02-21,338.6883
2022-02-22,338.6883
2022-02-23,338.6883
2022-02-24,338.6883
2022-02-25,338.6883
2022-02-26,338.6883
2022-02-27,338.6883
2022-02-28,338.6883
2022-03-01,338.6883
2022-03-02,338.6883
2022-03-03,338.6883
2022-03-04,338.6883
2022-03-05,338.6883
2022-03-06,338.6883
2022-03-07,338.6883
2022-03-08,338.6883
2022-03-09,338.6883
2022-03-10,338.6883
2022-03-11,338.6883
2022-03-12,338.6883
2022-03-13,338.6883
2022-03-14,338.6883
2022-03-15,338.6883
2022-03-16,338.6883
2022-03-17,338.6883
2022-03-18,338.6883
2022-03-19,338.6883
2022-03-20,338.6883
2022-03-21,338.6883
2022-03-22,338.6883
2022-03-23,338.6883
2022-03-24,338.6883
2022-03-25,338.6883
2022-03-26,338.6883
2022-03-27,338.6883
2022-03-28,338.6883
2022-03-29,338.6883
2022-03-30,338.6883
2022-03-31,552.4283
2022-04-01,552.4283
2022-04-02,552.4283
2022-04-03,552.4283
2022-04-04,552.4283
2022-04-05,552.4283
2022-04-06,552.4283
2022-04-07,552.4283
2022-04-08,552.4283
2022-04-09,552.4283
2022-04-10,552.4283
2022-04-11,552.4283
2022-04-12,552.4283
2022-04-13,552.4283
2022-04-14,552.4283
2022-04-15,552.4283
2022-04-16,552.4283
2022-04-17,552.4283
2022-04-18,552.4283
2022-04-19,552.4283
2022-04-20,552.4283
2022-04-21,552.4283
2022-04-22,552.4283
2022-04-23,552.4283
2022-04-24,552.4283
2022-04-25,552.4283
2022-04-26,552.4283
2022-04-27,552.4283
2022-04-28,552.4283
2022-04-29,552.4283
2022-04-30,552.4283
2022-05-01,552.4283
2022-05-02,552.4283
2022-05-03,552.4283
2022-05-04,552.4283
2022-05-05,552.4283
2022-05-06,552.4283
2022-05-07,552.4283
2022-05-08,552.4283
2022-05-09,552.4283
2022-05-10,552.4283
2022-05-11,552.4283
2022-05-12,552.4283
2022-05-13,552.4283
2022-05-14,552.4283
2022-05-15,552.4283
2022-05-16,552.4283
2022-05-17,552.4283
2022-05-18,552.4283
2022-05-19,552.4283
2022-05-20,552.4283
2022-05-21,552.4283
2022-05-22,552.4283
2022-05-23,552.4283
2022-05-24,552.4283
2022-05-25,552.4283
2022-05-26,552.4283
2022-05-27,552.4283
2022-05-28,552.4283
2022-05-29,552.4283
2022-05-30,552.4283
2022-05-31,552.4283
2022-06-01,552.4283
2022-06-02,552.4283
2022-06-03,552.4283
2022-06-04,552.4283
2022-06-05,552.4283
2022-06-06,552.4283
2022-06-07,552.4283
2022-06-08,552.4283
2022-06-09,552.4283
2022-06-10,552.4283
2022-06-11,552.4283
2022-06-12,552.4283
2022-06-13,552.4283
2022-06-14,552.4283
2022-06-15,552.4283
2022-06-16,552.4283
2022-06-17,552.4283
2022-06-18,552.4283
2022-06-19,552.4283
2022-06-20,552.4283
2022-06-21,552.4283
2022-06-22,552.4283
2022-06-23,552.4283
2022-06-24,552.4283
2022-06-25,552.4283
2022-06-26,552.4283
2022-06-27,552.4283
2022-06-28,552.4283
2022-06-29,552.4283
2022-06-30,826.0572
2022-07-01,826.0572
2022-07-02,826.0572
2022-07-03,826.0572
2022-07-04,826.0572
2022-07-05,826.0572
2022-07-06,826.0572
2022-07-07,826.0572
2022-07-08,826.0572
2022-07-09,826.0572
2022-07-10,826.0572
2022-07-11,826.0572
2022-07-12,826.0572
2022-07-13,826.0572
2022-07-14,826.0572
2022-07-15,826.0572
2022-07-16,826.0572
2022-07-17,826.0572
2022-07-18,826.0572
2022-07-19,826.0572
2022-07-20,826.0572
2022-07-21,826.0572
2022-07-22,826.0572
2022-07-23,826.0572
2022-07-24,826.0572
2022-07-25,826.0572
2022-07-26,826.0572
2022-07-27,826.0572
2022-07-28,826.0572
2022-07-29,826.0572
2022-07-30,826.0572
2022-07-31,826.0572
2022-08-01,826.0572
2022-08-02,826.0572
2022-08-03,826.0572
2022-08-04,826.0572
2022-08-05,826.0572
2022-08-06,826.0572
2022-08-07,826.0572
2022-08-08,826.0572
2022-08-09,826.0572
2022-08-10,826.0572
2022-08-11,826.0572
2022-08-12,826.0572
2022-08-13,826.0572
2022-08-14,826.0572
2022-08-15,826.0572
2022-08-16,826.0572
2022-08-17,826.0572
2022-08-18,826.0572
2022-08-19,826.0572
2022-08-20,826.0572
2022-08-21,826.0572
2022-08-22,826.0572
2022-08-23,826.0572
2022-08-24,826.0572
2022-08-25,826.0572
2022-08-26,826.0572
2022-08-27,826.0572
2022-08-28,826.0572
2022-08-29,826.0572
2022-08-30,826.0572
2022-08-31,826.0572
2022-09-01,826.0572
2022-09-02,826.0572
2022-09-03,826.0572
2022-09-04,826.0572
2022-09-05,826.0572
2022-09-06,826.0572
2022-09-07,826.0572
2022-09-08,826.0572
2022-09-09,826.0572
2022-09-10,826.0572
2022-09-11,826.0572
2022-09-12,826.0572
2022-09-13,826.0572
2022-09-14,826.0572
2022-09-15,826.0572
2022-09-16,826.0572
2022-09-17,826.0572
2022-09-18,826.0572
2022-09-19,826.0572
2022-09-20,826.0572
2022-09-21,826.0572
2022-09-22,826.0572
2022-09-23,826.0572
2022-09-24,826.0572
2022-09-25,826.0572
2022-09-26,826.0572
2022-09-27,826.0572
2022-09-28,826.0572
2022-09-29,826.0572
2022-09-30,826.0572
2022-10-01,826.0572
2022-10-02,826.0572
2022-10-03,826.0572
2022-10-04,826.0572
2022-10-05,826.0572
2022-10-06,826.0572
2022-10-07,826.0572
2022-10-08,826.0572
2022-10-09,826.0572
2022-10-10,826.0572
2022-10-11,826.0572
2022-10-12,826.0572
2022-10-13,826.0572
2022-10-14,826.0572
2022-10-15,826.0572
2022-10-16,826.0572
2022-10-17,826.0572
2022-10-18,826.0572
2022-10-19,826.0572
2022-10-20,826.0572
2022-10-21,826.0572
2022-10-22,826.0572
2022-10-23,826.0572
2022-10-24,826.0572
2022-10-25,826.0572
2022-10-26,826.0572
2022-10-27,826.0572
2022-10-28,826.0572
2022-10-29,826.0572
2022-10-30,826.0572
2022-10-31,826.0572
2022-11-01,826.0572
2022-11-02,826.0572
2022-11-03,826.0572
2022-11-04,826.0572
2022-11-05,826.0572
2022-11-06,826.0572
2022-11-07,826.0572
2022-11-08,826.0572
2022-11-09,826.0572
2022-11-10,826.0572
2022-11-11,826.0572
2022-11-12,826.0572
2022-11-13,826.0572
2022-11-14,826.0572
2022-11-15,826.0572
2022-11-16,826.0572
2022-11-17,826.0572
2022-11-18,826.0572
2022-11-19,826.0572
2022-11-20,826.0572
2022-11-21,826.0572
2022-11-22,826.0572
2022-11-23,826.0572
2022-11-24,826.0572
2022-11-25,826.0572
2022-11-26,826.0572
2022-11-27,826.0572
2022-11-28,826.0572
2022-11-29,826.0572
2022-11-30,826.0572
2022-12-01,826.0572
2022-12-02,826.0572
2022-12-03,826.0572
2022-12-04,826.0572
2022-12-05,826.0572
2022-12-06,826.0572
2022-12-07,826.0572
2022-12-08,826.0572
2022-12-09,826.0572
2022-12-10,826.0572
2022-12-11,826.0572
2022-12-12,826.0572
2022-12-13,826.0572
2022-12-14,826.0572
2022-12-15,826.0572
2022-12-16,826.0572
2022-12-17,826.0572
2022-12-18,826.0572
2022-12-19,826.0572
2022-12-20,826.0572
2022-12-21,826.0572
2022-12-22,826.0572
2022-12-23,826.0572
2022-12-24,826.0572
2022-12-25,826.0572
2022-12-26,826.0572
2022-12-27,826.0572
2022-12-28,826.0572
2022-12-29,826.0572
2022-12-30,826.0572
2022-12-31,889.3372
2023-01-01,889.3372
2023-01-02,889.3372
2023-01-03,889.3372
2023-01-04,889.3372
2023-01-05,889.3372
2023-01-06,889.3372
2023-01-07,889.3372
2023-01-08,889.3372
2023-01-09,889.3372
2023-01-10,889.3372
2023-01-11,889.3372
2023-01-12,889.3372
2023-01-13,889.3372
2023-01-14,889.3372
2023-01-15,889.3372
2023-01-16,889.3372
2023-01-17,889.3372
2023-01-18,889.3372
2023-01-19,889.3372
2023-01-20,889.3372
2023-01-21,889.3372
2023-01-22,889.3372
2023-01-23,889.3372
2023-01-24,889.3372
2023-01-25,889.3372
2023-01-26,889.3372
2023-01-27,889.3372
2023-01-28,889.3372
2023-01-29,889.3372
2023-01-30,889.3372
2023-01-31,889.3372
2023-02-01,889.3372
2023-02-02,889.3372
2023-02-03,889.3372
2023-02-04,889.3372
2023-02-05,889.3372
2023-02-06,889.3372
2023-02-07,889.3372
2023-02-08,889.3372
2023-02-09,889.3372
2023-02-10,889.3372
2023-02-11,889.3372
2023-02-12,889.3372
2023-02-13,889.3372
2023-02-14,889.3372
2023-02-15,889.3372
2023-02-16,889.3372
2023-02-17,889.3372
2023-02-18,889.3372
2023-02-19,889.3372
2023-02-20,889.3372
2023-02-21,889.3372
2023-02-22,889.3372
2023-02-23,889.3372
2023-02-24,889.3372
2023-02-25,889.3372
2023-02-26,889.3372
2023-02-27,889.3372
2023-02-28,889.3372
2023-03-01,889.3372
2023-03-02,889.3372
2023-03-03,889.3372
2023-03-04,889.3372
2023-03-05,889.3372
2023-03-06,889.3372
2023-03-07,889.3372
2023-03-08,889.3372
2023-03-09,889.3372
2023-03-10,889.3372
2023-03-11,889.3372
2023-03-12,889.3372
2023-03-13,889.3372
2023-03-14,889.3372
2023-03-15,889.3372
2023-03-16,889.3372
2023-03-17,889.3372
2023-03-18,889.3372
2023-03-19,889.3372
2023-03-20,889.3372
2023-03-21,889.3372
2023-03-22,889.3372
2023-03-23,889.3372
2023-03-24,889.3372
2023-03-25,889.3372
2023-03-26,889.3372
2023-03-27,889.3372
2023-03-28,889.3372
2023-03-29,889.3372
2023-03-30,889.3372
2023-03-31,889.3372
2023-04-01,889.3372
2023-04-02,889.3372
2023-04-03,889.3372
2023-04-04,889.3372
2023-04-05,889.3372
2023-04-06,889.3372
2023-04-07,889.3372
2023-04-08,889.3372
