,VSH US Equity
2021-03-21,8.0297
2021-03-22,8.0297
2021-03-23,8.0297
2021-03-24,8.0297
2021-03-25,8.0297
2021-03-26,8.0297
2021-03-27,8.0297
2021-03-28,8.0297
2021-03-29,8.0297
2021-03-30,8.0297
2021-03-31,8.0297
2021-04-01,8.0297
2021-04-02,8.0297
2021-04-03,11.0229
2021-04-04,11.0229
2021-04-05,11.0229
2021-04-06,11.0229
2021-04-07,11.0229
2021-04-08,11.0229
2021-04-09,11.0229
2021-04-10,11.0229
2021-04-11,11.0229
2021-04-12,11.0229
2021-04-13,11.0229
2021-04-14,11.0229
2021-04-15,11.0229
2021-04-16,11.0229
2021-04-17,11.0229
2021-04-18,11.0229
2021-04-19,11.0229
2021-04-20,11.0229
2021-04-21,11.0229
2021-04-22,11.0229
2021-04-23,11.0229
2021-04-24,11.0229
2021-04-25,11.0229
2021-04-26,11.0229
2021-04-27,11.0229
2021-04-28,11.0229
2021-04-29,11.0229
2021-04-30,11.0229
2021-05-01,11.0229
2021-05-02,11.0229
2021-05-03,11.0229
2021-05-04,11.0229
2021-05-05,11.0229
2021-05-06,11.0229
2021-05-07,11.0229
2021-05-08,11.0229
2021-05-09,11.0229
2021-05-10,11.0229
2021-05-11,11.0229
2021-05-12,11.0229
2021-05-13,11.0229
2021-05-14,11.0229
2021-05-15,11.0229
2021-05-16,11.0229
2021-05-17,11.0229
2021-05-18,11.0229
2021-05-19,11.0229
2021-05-20,11.0229
2021-05-21,11.0229
2021-05-22,11.0229
2021-05-23,11.0229
2021-05-24,11.0229
2021-05-25,11.0229
2021-05-26,11.0229
2021-05-27,11.0229
2021-05-28,11.0229
2021-05-29,11.0229
2021-05-30,11.0229
2021-05-31,11.0229
2021-06-01,11.0229
2021-06-02,11.0229
2021-06-03,11.0229
2021-06-04,11.0229
2021-06-05,11.0229
2021-06-06,11.0229
2021-06-07,11.0229
2021-06-08,11.0229
2021-06-09,11.0229
2021-06-10,11.0229
2021-06-11,11.0229
2021-06-12,11.0229
2021-06-13,11.0229
2021-06-14,11.0229
2021-06-15,11.0229
2021-06-16,11.0229
2021-06-17,11.0229
2021-06-18,11.0229
2021-06-19,11.0229
2021-06-20,11.0229
2021-06-21,11.0229
2021-06-22,11.0229
2021-06-23,11.0229
2021-06-24,11.0229
2021-06-25,11.0229
2021-06-26,11.0229
2021-06-27,11.0229
2021-06-28,11.0229
2021-06-29,11.0229
2021-06-30,11.0229
2021-07-01,11.0229
2021-07-02,11.0229
2021-07-03,14.9476
2021-07-04,14.9476
2021-07-05,14.9476
2021-07-06,14.9476
2021-07-07,14.9476
2021-07-08,14.9476
2021-07-09,14.9476
2021-07-10,14.9476
2021-07-11,14.9476
2021-07-12,14.9476
2021-07-13,14.9476
2021-07-14,14.9476
2021-07-15,14.9476
2021-07-16,14.9476
2021-07-17,14.9476
2021-07-18,14.9476
2021-07-19,14.9476
2021-07-20,14.9476
2021-07-21,14.9476
2021-07-22,14.9476
2021-07-23,14.9476
2021-07-24,14.9476
2021-07-25,14.9476
2021-07-26,14.9476
2021-07-27,14.9476
2021-07-28,14.9476
2021-07-29,14.9476
2021-07-30,14.9476
2021-07-31,14.9476
2021-08-01,14.9476
2021-08-02,14.9476
2021-08-03,14.9476
2021-08-04,14.9476
2021-08-05,14.9476
2021-08-06,14.9476
2021-08-07,14.9476
2021-08-08,14.9476
2021-08-09,14.9476
2021-08-10,14.9476
2021-08-11,14.9476
2021-08-12,14.9476
2021-08-13,14.9476
2021-08-14,14.9476
2021-08-15,14.9476
2021-08-16,14.9476
2021-08-17,14.9476
2021-08-18,14.9476
2021-08-19,14.9476
2021-08-20,14.9476
2021-08-21,14.9476
2021-08-22,14.9476
2021-08-23,14.9476
2021-08-24,14.9476
2021-08-25,14.9476
2021-08-26,14.9476
2021-08-27,14.9476
2021-08-28,14.9476
2021-08-29,14.9476
2021-08-30,14.9476
2021-08-31,14.9476
2021-09-01,14.9476
2021-09-02,14.9476
2021-09-03,14.9476
2021-09-04,14.9476
2021-09-05,14.9476
2021-09-06,14.9476
2021-09-07,14.9476
2021-09-08,14.9476
2021-09-09,14.9476
2021-09-10,14.9476
2021-09-11,14.9476
2021-09-12,14.9476
2021-09-13,14.9476
2021-09-14,14.9476
2021-09-15,14.9476
2021-09-16,14.9476
2021-09-17,14.9476
2021-09-18,14.9476
2021-09-19,14.9476
2021-09-20,14.9476
2021-09-21,14.9476
2021-09-22,14.9476
2021-09-23,14.9476
2021-09-24,14.9476
2021-09-25,14.9476
2021-09-26,14.9476
2021-09-27,14.9476
2021-09-28,14.9476
2021-09-29,14.9476
2021-09-30,14.9476
2021-10-01,14.9476
2021-10-02,18.3322
2021-10-03,18.3322
2021-10-04,18.3322
2021-10-05,18.3322
2021-10-06,18.3322
2021-10-07,18.3322
2021-10-08,18.3322
2021-10-09,18.3322
2021-10-10,18.3322
2021-10-11,18.3322
2021-10-12,18.3322
2021-10-13,18.3322
2021-10-14,18.3322
2021-10-15,18.3322
2021-10-16,18.3322
2021-10-17,18.3322
2021-10-18,18.3322
2021-10-19,18.3322
2021-10-20,18.3322
2021-10-21,18.3322
2021-10-22,18.3322
2021-10-23,18.3322
2021-10-24,18.3322
2021-10-25,18.3322
2021-10-26,18.3322
2021-10-27,18.3322
2021-10-28,18.3322
2021-10-29,18.3322
2021-10-30,18.3322
2021-10-31,18.3322
2021-11-01,18.3322
2021-11-02,18.3322
2021-11-03,18.3322
2021-11-04,18.3322
2021-11-05,18.3322
2021-11-06,18.3322
2021-11-07,18.3322
2021-11-08,18.3322
2021-11-09,18.3322
2021-11-10,18.3322
2021-11-11,18.3322
2021-11-12,18.3322
2021-11-13,18.3322
2021-11-14,18.3322
2021-11-15,18.3322
2021-11-16,18.3322
2021-11-17,18.3322
2021-11-18,18.3322
2021-11-19,18.3322
2021-11-20,18.3322
2021-11-21,18.3322
2021-11-22,18.3322
2021-11-23,18.3322
2021-11-24,18.3322
2021-11-25,18.3322
2021-11-26,18.3322
2021-11-27,18.3322
2021-11-28,18.3322
2021-11-29,18.3322
2021-11-30,18.3322
2021-12-01,18.3322
2021-12-02,18.3322
2021-12-03,18.3322
2021-12-04,18.3322
2021-12-05,18.3322
2021-12-06,18.3322
2021-12-07,18.3322
2021-12-08,18.3322
2021-12-09,18.3322
2021-12-10,18.3322
2021-12-11,18.3322
2021-12-12,18.3322
2021-12-13,18.3322
2021-12-14,18.3322
2021-12-15,18.3322
2021-12-16,18.3322
2021-12-17,18.3322
2021-12-18,18.3322
2021-12-19,18.3322
2021-12-20,18.3322
2021-12-21,18.3322
2021-12-22,18.3322
2021-12-23,18.3322
2021-12-24,18.3322
2021-12-25,18.3322
2021-12-26,18.3322
2021-12-27,18.3322
2021-12-28,18.3322
2021-12-29,18.3322
2021-12-30,18.3322
2021-12-31,17.9493
2022-01-01,17.9493
2022-01-02,17.9493
2022-01-03,17.9493
2022-01-04,17.9493
2022-01-05,17.9493
2022-01-06,17.9493
2022-01-07,17.9493
2022-01-08,17.9493
2022-01-09,17.9493
2022-01-10,17.9493
2022-01-11,17.9493
2022-01-12,17.9493
2022-01-13,17.9493
2022-01-14,17.9493
2022-01-15,17.9493
2022-01-16,17.9493
2022-01-17,17.9493
2022-01-18,17.9493
2022-01-19,17.9493
2022-01-20,17.9493
2022-01-21,17.9493
2022-01-22,17.9493
2022-01-23,17.9493
2022-01-24,17.9493
2022-01-25,17.9493
2022-01-26,17.9493
2022-01-27,17.9493
2022-01-28,17.9493
2022-01-29,17.9493
2022-01-30,17.9493
2022-01-31,17.9493
2022-02-01,17.9493
2022-02-02,17.9493
2022-02-03,17.9493
2022-02-04,17.9493
2022-02-05,17.9493
2022-02-06,17.9493
2022-02-07,17.9493
2022-02-08,17.9493
2022-02-09,17.9493
2022-02-10,17.9493
2022-02-11,17.9493
2022-02-12,17.9493
2022-02-13,17.9493
2022-02-14,17.9493
2022-02-15,17.9493
2022-02-16,17.9493
2022-02-17,17.9493
2022-02-18,17.9493
2022-02-19,17.9493
2022-02-20,17.9493
2022-02-21,17.9493
2022-02-22,17.9493
2022-02-23,17.9493
2022-02-24,17.9493
2022-02-25,17.9493
2022-02-26,17.9493
2022-02-27,17.9493
2022-02-28,17.9493
2022-03-01,17.9493
2022-03-02,17.9493
2022-03-03,17.9493
2022-03-04,17.9493
2022-03-05,17.9493
2022-03-06,17.9493
2022-03-07,17.9493
2022-03-08,17.9493
2022-03-09,17.9493
2022-03-10,17.9493
2022-03-11,17.9493
2022-03-12,17.9493
2022-03-13,17.9493
2022-03-14,17.9493
2022-03-15,17.9493
2022-03-16,17.9493
2022-03-17,17.9493
2022-03-18,17.9493
2022-03-19,17.9493
2022-03-20,17.9493
2022-03-21,17.9493
2022-03-22,17.9493
2022-03-23,17.9493
2022-03-24,17.9493
2022-03-25,17.9493
2022-03-26,17.9493
2022-03-27,17.9493
2022-03-28,17.9493
2022-03-29,17.9493
2022-03-30,17.9493
2022-03-31,17.9493
2022-04-01,17.9493
2022-04-02,19.5432
2022-04-03,19.5432
2022-04-04,19.5432
2022-04-05,19.5432
2022-04-06,19.5432
2022-04-07,19.5432
2022-04-08,19.5432
2022-04-09,19.5432
2022-04-10,19.5432
2022-04-11,19.5432
2022-04-12,19.5432
2022-04-13,19.5432
2022-04-14,19.5432
2022-04-15,19.5432
2022-04-16,19.5432
2022-04-17,19.5432
2022-04-18,19.5432
2022-04-19,19.5432
2022-04-20,19.5432
2022-04-21,19.5432
2022-04-22,19.5432
2022-04-23,19.5432
2022-04-24,19.5432
2022-04-25,19.5432
2022-04-26,19.5432
2022-04-27,19.5432
2022-04-28,19.5432
2022-04-29,19.5432
2022-04-30,19.5432
2022-05-01,19.5432
2022-05-02,19.5432
2022-05-03,19.5432
2022-05-04,19.5432
2022-05-05,19.5432
2022-05-06,19.5432
2022-05-07,19.5432
2022-05-08,19.5432
2022-05-09,19.5432
2022-05-10,19.5432
2022-05-11,19.5432
2022-05-12,19.5432
2022-05-13,19.5432
2022-05-14,19.5432
2022-05-15,19.5432
2022-05-16,19.5432
2022-05-17,19.5432
2022-05-18,19.5432
2022-05-19,19.5432
2022-05-20,19.5432
2022-05-21,19.5432
2022-05-22,19.5432
2022-05-23,19.5432
2022-05-24,19.5432
2022-05-25,19.5432
2022-05-26,19.5432
2022-05-27,19.5432
2022-05-28,19.5432
2022-05-29,19.5432
2022-05-30,19.5432
2022-05-31,19.5432
2022-06-01,19.5432
2022-06-02,19.5432
2022-06-03,19.5432
2022-06-04,19.5432
2022-06-05,19.5432
2022-06-06,19.5432
2022-06-07,19.5432
2022-06-08,19.5432
2022-06-09,19.5432
2022-06-10,19.5432
2022-06-11,19.5432
2022-06-12,19.5432
2022-06-13,19.5432
2022-06-14,19.5432
2022-06-15,19.5432
2022-06-16,19.5432
2022-06-17,19.5432
2022-06-18,19.5432
2022-06-19,19.5432
2022-06-20,19.5432
2022-06-21,19.5432
2022-06-22,19.5432
2022-06-23,19.5432
2022-06-24,19.5432
2022-06-25,19.5432
2022-06-26,19.5432
2022-06-27,19.5432
2022-06-28,19.5432
2022-06-29,19.5432
2022-06-30,19.5432
2022-07-01,19.5432
2022-07-02,19.992
2022-07-03,19.992
2022-07-04,19.992
2022-07-05,19.992
2022-07-06,19.992
2022-07-07,19.992
2022-07-08,19.992
2022-07-09,19.992
2022-07-10,19.992
2022-07-11,19.992
2022-07-12,19.992
2022-07-13,19.992
2022-07-14,19.992
2022-07-15,19.992
2022-07-16,19.992
2022-07-17,19.992
2022-07-18,19.992
2022-07-19,19.992
2022-07-20,19.992
2022-07-21,19.992
2022-07-22,19.992
2022-07-23,19.992
2022-07-24,19.992
2022-07-25,19.992
2022-07-26,19.992
2022-07-27,19.992
2022-07-28,19.992
2022-07-29,19.992
2022-07-30,19.992
2022-07-31,19.992
2022-08-01,19.992
2022-08-02,19.992
2022-08-03,19.992
2022-08-04,19.992
2022-08-05,19.992
2022-08-06,19.992
2022-08-07,19.992
2022-08-08,19.992
2022-08-09,19.992
2022-08-10,19.992
2022-08-11,19.992
2022-08-12,19.992
2022-08-13,19.992
2022-08-14,19.992
2022-08-15,19.992
2022-08-16,19.992
2022-08-17,19.992
2022-08-18,19.992
2022-08-19,19.992
2022-08-20,19.992
2022-08-21,19.992
2022-08-22,19.992
2022-08-23,19.992
2022-08-24,19.992
2022-08-25,19.992
2022-08-26,19.992
2022-08-27,19.992
2022-08-28,19.992
2022-08-29,19.992
2022-08-30,19.992
2022-08-31,19.992
2022-09-01,19.992
2022-09-02,19.992
2022-09-03,19.992
2022-09-04,19.992
2022-09-05,19.992
2022-09-06,19.992
2022-09-07,19.992
2022-09-08,19.992
2022-09-09,19.992
2022-09-10,19.992
2022-09-11,19.992
2022-09-12,19.992
2022-09-13,19.992
2022-09-14,19.992
2022-09-15,19.992
2022-09-16,19.992
2022-09-17,19.992
2022-09-18,19.992
2022-09-19,19.992
2022-09-20,19.992
2022-09-21,19.992
2022-09-22,19.992
2022-09-23,19.992
2022-09-24,19.992
2022-09-25,19.992
2022-09-26,19.992
2022-09-27,19.992
2022-09-28,19.992
2022-09-29,19.992
2022-09-30,19.992
2022-10-01,21.6737
2022-10-02,21.6737
2022-10-03,21.6737
2022-10-04,21.6737
2022-10-05,21.6737
2022-10-06,21.6737
2022-10-07,21.6737
2022-10-08,21.6737
2022-10-09,21.6737
2022-10-10,21.6737
2022-10-11,21.6737
2022-10-12,21.6737
2022-10-13,21.6737
2022-10-14,21.6737
2022-10-15,21.6737
2022-10-16,21.6737
2022-10-17,21.6737
2022-10-18,21.6737
2022-10-19,21.6737
2022-10-20,21.6737
2022-10-21,21.6737
2022-10-22,21.6737
2022-10-23,21.6737
2022-10-24,21.6737
2022-10-25,21.6737
2022-10-26,21.6737
2022-10-27,21.6737
2022-10-28,21.6737
2022-10-29,21.6737
2022-10-30,21.6737
2022-10-31,21.6737
2022-11-01,21.6737
2022-11-02,21.6737
2022-11-03,21.6737
2022-11-04,21.6737
2022-11-05,21.6737
2022-11-06,21.6737
2022-11-07,21.6737
2022-11-08,21.6737
2022-11-09,21.6737
2022-11-10,21.6737
2022-11-11,21.6737
2022-11-12,21.6737
2022-11-13,21.6737
2022-11-14,21.6737
2022-11-15,21.6737
2022-11-16,21.6737
2022-11-17,21.6737
2022-11-18,21.6737
2022-11-19,21.6737
2022-11-20,21.6737
2022-11-21,21.6737
2022-11-22,21.6737
2022-11-23,21.6737
2022-11-24,21.6737
2022-11-25,21.6737
2022-11-26,21.6737
2022-11-27,21.6737
2022-11-28,21.6737
2022-11-29,21.6737
2022-11-30,21.6737
2022-12-01,21.6737
2022-12-02,21.6737
2022-12-03,21.6737
2022-12-04,21.6737
2022-12-05,21.6737
2022-12-06,21.6737
2022-12-07,21.6737
2022-12-08,21.6737
2022-12-09,21.6737
2022-12-10,21.6737
2022-12-11,21.6737
2022-12-12,21.6737
2022-12-13,21.6737
2022-12-14,21.6737
2022-12-15,21.6737
2022-12-16,21.6737
2022-12-17,21.6737
2022-12-18,21.6737
2022-12-19,21.6737
2022-12-20,21.6737
2022-12-21,21.6737
2022-12-22,21.6737
2022-12-23,21.6737
2022-12-24,21.6737
2022-12-25,21.6737
2022-12-26,21.6737
2022-12-27,21.6737
2022-12-28,21.6737
2022-12-29,21.6737
2022-12-30,21.6737
2022-12-31,22.6285
2023-01-01,22.6285
2023-01-02,22.6285
2023-01-03,22.6285
2023-01-04,22.6285
2023-01-05,22.6285
2023-01-06,22.6285
2023-01-07,22.6285
2023-01-08,22.6285
2023-01-09,22.6285
2023-01-10,22.6285
2023-01-11,22.6285
2023-01-12,22.6285
2023-01-13,22.6285
2023-01-14,22.6285
2023-01-15,22.6285
2023-01-16,22.6285
2023-01-17,22.6285
2023-01-18,22.6285
2023-01-19,22.6285
2023-01-20,22.6285
2023-01-21,22.6285
2023-01-22,22.6285
2023-01-23,22.6285
2023-01-24,22.6285
2023-01-25,22.6285
2023-01-26,22.6285
2023-01-27,22.6285
2023-01-28,22.6285
2023-01-29,22.6285
2023-01-30,22.6285
2023-01-31,22.6285
2023-02-01,22.6285
2023-02-02,22.6285
2023-02-03,22.6285
2023-02-04,22.6285
2023-02-05,22.6285
2023-02-06,22.6285
2023-02-07,22.6285
2023-02-08,22.6285
2023-02-09,22.6285
2023-02-10,22.6285
2023-02-11,22.6285
2023-02-12,22.6285
2023-02-13,22.6285
2023-02-14,22.6285
2023-02-15,22.6285
2023-02-16,22.6285
2023-02-17,22.6285
2023-02-18,22.6285
2023-02-19,22.6285
2023-02-20,22.6285
2023-02-21,22.6285
2023-02-22,22.6285
2023-02-23,22.6285
2023-02-24,22.6285
2023-02-25,22.6285
2023-02-26,22.6285
2023-02-27,22.6285
2023-02-28,22.6285
2023-03-01,22.6285
2023-03-02,22.6285
2023-03-03,22.6285
2023-03-04,22.6285
2023-03-05,22.6285
2023-03-06,22.6285
2023-03-07,22.6285
2023-03-08,22.6285
2023-03-09,22.6285
2023-03-10,22.6285
2023-03-11,22.6285
2023-03-12,22.6285
2023-03-13,22.6285
2023-03-14,22.6285
2023-03-15,22.6285
2023-03-16,22.6285
