,NTAP US Equity
2023-03-18,129.8387
2023-03-19,129.8387
2023-03-20,129.8387
2023-03-21,129.8387
2023-03-22,129.8387
2023-03-23,129.8387
2023-03-24,129.8387
2023-03-25,129.8387
2023-03-26,129.8387
2023-03-27,129.8387
2023-03-28,129.8387
2023-03-29,129.8387
2023-03-30,129.8387
2023-03-31,129.8387
2023-04-01,129.8387
2023-04-02,129.8387
2023-04-03,129.8387
2023-04-04,129.8387
2023-04-05,129.8387
2023-04-06,129.8387
2023-04-07,129.8387
2023-04-08,129.8387
2023-04-09,129.8387
2023-04-10,129.8387
2023-04-11,129.8387
2023-04-12,129.8387
2023-04-13,129.8387
2023-04-14,129.8387
2023-04-15,129.8387
2023-04-16,129.8387
2023-04-17,129.8387
2023-04-18,129.8387
2023-04-19,129.8387
2023-04-20,129.8387
2023-04-21,129.8387
2023-04-22,129.8387
2023-04-23,129.8387
2023-04-24,129.8387
2023-04-25,129.8387
2023-04-26,129.8387
2023-04-27,129.8387
2023-04-28,127.5914
2023-04-29,127.5914
2023-04-30,127.5914
2023-05-01,127.5914
2023-05-02,127.5914
2023-05-03,127.5914
2023-05-04,127.5914
2023-05-05,127.5914
2023-05-06,127.5914
2023-05-07,127.5914
2023-05-08,127.5914
2023-05-09,127.5914
2023-05-10,127.5914
2023-05-11,127.5914
2023-05-12,127.5914
2023-05-13,127.5914
2023-05-14,127.5914
2023-05-15,127.5914
2023-05-16,127.5914
2023-05-17,127.5914
2023-05-18,127.5914
2023-05-19,127.5914
2023-05-20,127.5914
2023-05-21,127.5914
2023-05-22,127.5914
2023-05-23,127.5914
2023-05-24,127.5914
2023-05-25,127.5914
2023-05-26,127.5914
2023-05-27,127.5914
2023-05-28,127.5914
2023-05-29,127.5914
2023-05-30,127.5914
2023-05-31,127.5914
2023-06-01,127.5914
2023-06-02,127.5914
2023-06-03,127.5914
2023-06-04,127.5914
2023-06-05,127.5914
2023-06-06,127.5914
2023-06-07,127.5914
2023-06-08,127.5914
2023-06-09,127.5914
2023-06-10,127.5914
2023-06-11,127.5914
2023-06-12,127.5914
2023-06-13,127.5914
2023-06-14,127.5914
2023-06-15,127.5914
2023-06-16,127.5914
2023-06-17,127.5914
2023-06-18,127.5914
2023-06-19,127.5914
2023-06-20,127.5914
2023-06-21,127.5914
2023-06-22,127.5914
2023-06-23,127.5914
2023-06-24,127.5914
2023-06-25,127.5914
2023-06-26,127.5914
2023-06-27,127.5914
2023-06-28,127.5914
2023-06-29,127.5914
2023-06-30,127.5914
2023-07-01,127.5914
2023-07-02,127.5914
2023-07-03,127.5914
2023-07-04,127.5914
2023-07-05,127.5914
2023-07-06,127.5914
2023-07-07,127.5914
2023-07-08,127.5914
2023-07-09,127.5914
2023-07-10,127.5914
2023-07-11,127.5914
2023-07-12,127.5914
2023-07-13,127.5914
2023-07-14,127.5914
2023-07-15,127.5914
2023-07-16,127.5914
2023-07-17,127.5914
2023-07-18,127.5914
2023-07-19,127.5914
2023-07-20,127.5914
2023-07-21,127.5914
2023-07-22,127.5914
2023-07-23,127.5914
2023-07-24,127.5914
2023-07-25,127.5914
2023-07-26,127.5914
2023-07-27,127.5914
2023-07-28,158.0392
2023-07-29,158.0392
2023-07-30,158.0392
2023-07-31,158.0392
2023-08-01,158.0392
2023-08-02,158.0392
2023-08-03,158.0392
2023-08-04,158.0392
2023-08-05,158.0392
2023-08-06,158.0392
2023-08-07,158.0392
2023-08-08,158.0392
2023-08-09,158.0392
2023-08-10,158.0392
2023-08-11,158.0392
2023-08-12,158.0392
2023-08-13,158.0392
2023-08-14,158.0392
2023-08-15,158.0392
2023-08-16,158.0392
2023-08-17,158.0392
2023-08-18,158.0392
2023-08-19,158.0392
2023-08-20,158.0392
2023-08-21,158.0392
2023-08-22,158.0392
2023-08-23,158.0392
2023-08-24,158.0392
2023-08-25,158.0392
2023-08-26,158.0392
2023-08-27,158.0392
2023-08-28,158.0392
2023-08-29,158.0392
2023-08-30,158.0392
2023-08-31,158.0392
2023-09-01,158.0392
2023-09-02,158.0392
2023-09-03,158.0392
2023-09-04,158.0392
2023-09-05,158.0392
2023-09-06,158.0392
2023-09-07,158.0392
2023-09-08,158.0392
2023-09-09,158.0392
2023-09-10,158.0392
2023-09-11,158.0392
2023-09-12,158.0392
2023-09-13,158.0392
2023-09-14,158.0392
2023-09-15,158.0392
2023-09-16,158.0392
2023-09-17,158.0392
2023-09-18,158.0392
2023-09-19,158.0392
2023-09-20,158.0392
2023-09-21,158.0392
2023-09-22,158.0392
2023-09-23,158.0392
2023-09-24,158.0392
2023-09-25,158.0392
2023-09-26,158.0392
2023-09-27,158.0392
2023-09-28,158.0392
2023-09-29,158.0392
2023-09-30,158.0392
2023-10-01,158.0392
2023-10-02,158.0392
2023-10-03,158.0392
2023-10-04,158.0392
2023-10-05,158.0392
2023-10-06,158.0392
2023-10-07,158.0392
2023-10-08,158.0392
2023-10-09,158.0392
2023-10-10,158.0392
2023-10-11,158.0392
2023-10-12,158.0392
2023-10-13,158.0392
2023-10-14,158.0392
2023-10-15,158.0392
2023-10-16,158.0392
2023-10-17,158.0392
2023-10-18,158.0392
2023-10-19,158.0392
2023-10-20,158.0392
2023-10-21,158.0392
2023-10-22,158.0392
2023-10-23,158.0392
2023-10-24,158.0392
2023-10-25,158.0392
2023-10-26,158.0392
2023-10-27,70.1826
2023-10-28,70.1826
2023-10-29,70.1826
2023-10-30,70.1826
2023-10-31,70.1826
2023-11-01,70.1826
2023-11-02,70.1826
2023-11-03,70.1826
2023-11-04,70.1826
2023-11-05,70.1826
2023-11-06,70.1826
2023-11-07,70.1826
2023-11-08,70.1826
2023-11-09,70.1826
2023-11-10,70.1826
2023-11-11,70.1826
2023-11-12,70.1826
2023-11-13,70.1826
2023-11-14,70.1826
2023-11-15,70.1826
2023-11-16,70.1826
2023-11-17,70.1826
2023-11-18,70.1826
2023-11-19,70.1826
2023-11-20,70.1826
2023-11-21,70.1826
2023-11-22,70.1826
2023-11-23,70.1826
2023-11-24,70.1826
2023-11-25,70.1826
2023-11-26,70.1826
2023-11-27,70.1826
2023-11-28,70.1826
2023-11-29,70.1826
2023-11-30,70.1826
2023-12-01,70.1826
2023-12-02,70.1826
2023-12-03,70.1826
2023-12-04,70.1826
2023-12-05,70.1826
2023-12-06,70.1826
2023-12-07,70.1826
2023-12-08,70.1826
2023-12-09,70.1826
2023-12-10,70.1826
2023-12-11,70.1826
2023-12-12,70.1826
2023-12-13,70.1826
2023-12-14,70.1826
2023-12-15,70.1826
2023-12-16,70.1826
2023-12-17,70.1826
2023-12-18,70.1826
2023-12-19,70.1826
2023-12-20,70.1826
2023-12-21,70.1826
2023-12-22,70.1826
2023-12-23,70.1826
2023-12-24,70.1826
2023-12-25,70.1826
2023-12-26,70.1826
2023-12-27,70.1826
2023-12-28,70.1826
2023-12-29,70.1826
2023-12-30,70.1826
2023-12-31,70.1826
2024-01-01,70.1826
2024-01-02,70.1826
2024-01-03,70.1826
2024-01-04,70.1826
2024-01-05,70.1826
2024-01-06,70.1826
2024-01-07,70.1826
2024-01-08,70.1826
2024-01-09,70.1826
2024-01-10,70.1826
2024-01-11,70.1826
2024-01-12,70.1826
2024-01-13,70.1826
2024-01-14,70.1826
2024-01-15,70.1826
2024-01-16,70.1826
2024-01-17,70.1826
2024-01-18,70.1826
2024-01-19,70.1826
2024-01-20,70.1826
2024-01-21,70.1826
2024-01-22,70.1826
2024-01-23,70.1826
2024-01-24,70.1826
2024-01-25,70.1826
2024-01-26,89.6947
2024-01-27,89.6947
2024-01-28,89.6947
2024-01-29,89.6947
2024-01-30,89.6947
2024-01-31,89.6947
2024-02-01,89.6947
2024-02-02,89.6947
2024-02-03,89.6947
2024-02-04,89.6947
2024-02-05,89.6947
2024-02-06,89.6947
2024-02-07,89.6947
2024-02-08,89.6947
2024-02-09,89.6947
2024-02-10,89.6947
2024-02-11,89.6947
2024-02-12,89.6947
2024-02-13,89.6947
2024-02-14,89.6947
2024-02-15,89.6947
2024-02-16,89.6947
2024-02-17,89.6947
2024-02-18,89.6947
2024-02-19,89.6947
2024-02-20,89.6947
2024-02-21,89.6947
2024-02-22,89.6947
2024-02-23,89.6947
2024-02-24,89.6947
2024-02-25,89.6947
2024-02-26,89.6947
2024-02-27,89.6947
2024-02-28,89.6947
2024-02-29,89.6947
2024-03-01,89.6947
2024-03-02,89.6947
2024-03-03,89.6947
2024-03-04,89.6947
2024-03-05,89.6947
2024-03-06,89.6947
2024-03-07,89.6947
2024-03-08,89.6947
2024-03-09,89.6947
2024-03-10,89.6947
2024-03-11,89.6947
2024-03-12,89.6947
2024-03-13,89.6947
2024-03-14,89.6947
2024-03-15,89.6947
2024-03-16,89.6947
2024-03-17,89.6947
2024-03-18,89.6947
2024-03-19,89.6947
2024-03-20,89.6947
2024-03-21,89.6947
2024-03-22,89.6947
2024-03-23,89.6947
2024-03-24,89.6947
2024-03-25,89.6947
2024-03-26,89.6947
2024-03-27,89.6947
2024-03-28,89.6947
2024-03-29,89.6947
2024-03-30,89.6947
2024-03-31,89.6947
2024-04-01,89.6947
2024-04-02,89.6947
2024-04-03,89.6947
2024-04-04,89.6947
2024-04-05,89.6947
2024-04-06,89.6947
2024-04-07,89.6947
2024-04-08,89.6947
