,IR US Equity
2020-09-24,-2.8436
2020-09-25,-2.8436
2020-09-26,-2.8436
2020-09-27,-2.8436
2020-09-28,-2.8436
2020-09-29,-2.8436
2020-09-30,-3.0126
2020-10-01,-3.0126
2020-10-02,-3.0126
2020-10-03,-3.0126
2020-10-04,-3.0126
2020-10-05,-3.0126
2020-10-06,-3.0126
2020-10-07,-3.0126
2020-10-08,-3.0126
2020-10-09,-3.0126
2020-10-10,-3.0126
2020-10-11,-3.0126
2020-10-12,-3.0126
2020-10-13,-3.0126
2020-10-14,-3.0126
2020-10-15,-3.0126
2020-10-16,-3.0126
2020-10-17,-3.0126
2020-10-18,-3.0126
2020-10-19,-3.0126
2020-10-20,-3.0126
2020-10-21,-3.0126
2020-10-22,-3.0126
2020-10-23,-3.0126
2020-10-24,-3.0126
2020-10-25,-3.0126
2020-10-26,-3.0126
2020-10-27,-3.0126
2020-10-28,-3.0126
2020-10-29,-3.0126
2020-10-30,-3.0126
2020-10-31,-3.0126
2020-11-01,-3.0126
2020-11-02,-3.0126
2020-11-03,-3.0126
2020-11-04,-3.0126
2020-11-05,-3.0126
2020-11-06,-3.0126
2020-11-07,-3.0126
2020-11-08,-3.0126
2020-11-09,-3.0126
2020-11-10,-3.0126
2020-11-11,-3.0126
2020-11-12,-3.0126
2020-11-13,-3.0126
2020-11-14,-3.0126
2020-11-15,-3.0126
2020-11-16,-3.0126
2020-11-17,-3.0126
2020-11-18,-3.0126
2020-11-19,-3.0126
2020-11-20,-3.0126
2020-11-21,-3.0126
2020-11-22,-3.0126
2020-11-23,-3.0126
2020-11-24,-3.0126
2020-11-25,-3.0126
2020-11-26,-3.0126
2020-11-27,-3.0126
2020-11-28,-3.0126
2020-11-29,-3.0126
2020-11-30,-3.0126
2020-12-01,-3.0126
2020-12-02,-3.0126
2020-12-03,-3.0126
2020-12-04,-3.0126
2020-12-05,-3.0126
2020-12-06,-3.0126
2020-12-07,-3.0126
2020-12-08,-3.0126
2020-12-09,-3.0126
2020-12-10,-3.0126
2020-12-11,-3.0126
2020-12-12,-3.0126
2020-12-13,-3.0126
2020-12-14,-3.0126
2020-12-15,-3.0126
2020-12-16,-3.0126
2020-12-17,-3.0126
2020-12-18,-3.0126
2020-12-19,-3.0126
2020-12-20,-3.0126
2020-12-21,-3.0126
2020-12-22,-3.0126
2020-12-23,-3.0126
2020-12-24,-3.0126
2020-12-25,-3.0126
2020-12-26,-3.0126
2020-12-27,-3.0126
2020-12-28,-3.0126
2020-12-29,-3.0126
2020-12-30,-3.0126
2020-12-31,-0.606
2021-01-01,-0.606
2021-01-02,-0.606
2021-01-03,-0.606
2021-01-04,-0.606
2021-01-05,-0.606
2021-01-06,-0.606
2021-01-07,-0.606
2021-01-08,-0.606
2021-01-09,-0.606
2021-01-10,-0.606
2021-01-11,-0.606
2021-01-12,-0.606
2021-01-13,-0.606
2021-01-14,-0.606
2021-01-15,-0.606
2021-01-16,-0.606
2021-01-17,-0.606
2021-01-18,-0.606
2021-01-19,-0.606
2021-01-20,-0.606
2021-01-21,-0.606
2021-01-22,-0.606
2021-01-23,-0.606
2021-01-24,-0.606
2021-01-25,-0.606
2021-01-26,-0.606
2021-01-27,-0.606
2021-01-28,-0.606
2021-01-29,-0.606
2021-01-30,-0.606
2021-01-31,-0.606
2021-02-01,-0.606
2021-02-02,-0.606
2021-02-03,-0.606
2021-02-04,-0.606
2021-02-05,-0.606
2021-02-06,-0.606
2021-02-07,-0.606
2021-02-08,-0.606
2021-02-09,-0.606
2021-02-10,-0.606
2021-02-11,-0.606
2021-02-12,-0.606
2021-02-13,-0.606
2021-02-14,-0.606
2021-02-15,-0.606
2021-02-16,-0.606
2021-02-17,-0.606
2021-02-18,-0.606
2021-02-19,-0.606
2021-02-20,-0.606
2021-02-21,-0.606
2021-02-22,-0.606
2021-02-23,-0.606
2021-02-24,-0.606
2021-02-25,-0.606
2021-02-26,-0.606
2021-02-27,-0.606
2021-02-28,-0.606
2021-03-01,-0.606
2021-03-02,-0.606
2021-03-03,-0.606
2021-03-04,-0.606
2021-03-05,-0.606
2021-03-06,-0.606
2021-03-07,-0.606
2021-03-08,-0.606
2021-03-09,-0.606
2021-03-10,-0.606
2021-03-11,-0.606
2021-03-12,-0.606
2021-03-13,-0.606
2021-03-14,-0.606
2021-03-15,-0.606
2021-03-16,-0.606
2021-03-17,-0.606
2021-03-18,-0.606
2021-03-19,-0.606
2021-03-20,-0.606
2021-03-21,-0.606
2021-03-22,-0.606
2021-03-23,-0.606
2021-03-24,-0.606
2021-03-25,-0.606
2021-03-26,-0.606
2021-03-27,-0.606
2021-03-28,-0.606
2021-03-29,-0.606
2021-03-30,-0.606
2021-03-31,-0.9851
2021-04-01,-0.9851
2021-04-02,-0.9851
2021-04-03,-0.9851
2021-04-04,-0.9851
2021-04-05,-0.9851
2021-04-06,-0.9851
2021-04-07,-0.9851
2021-04-08,-0.9851
2021-04-09,-0.9851
2021-04-10,-0.9851
2021-04-11,-0.9851
2021-04-12,-0.9851
2021-04-13,-0.9851
2021-04-14,-0.9851
2021-04-15,-0.9851
2021-04-16,-0.9851
2021-04-17,-0.9851
2021-04-18,-0.9851
2021-04-19,-0.9851
2021-04-20,-0.9851
2021-04-21,-0.9851
2021-04-22,-0.9851
2021-04-23,-0.9851
2021-04-24,-0.9851
2021-04-25,-0.9851
2021-04-26,-0.9851
2021-04-27,-0.9851
2021-04-28,-0.9851
2021-04-29,-0.9851
2021-04-30,-0.9851
2021-05-01,-0.9851
2021-05-02,-0.9851
2021-05-03,-0.9851
2021-05-04,-0.9851
2021-05-05,-0.9851
2021-05-06,-0.9851
2021-05-07,-0.9851
2021-05-08,-0.9851
2021-05-09,-0.9851
2021-05-10,-0.9851
2021-05-11,-0.9851
2021-05-12,-0.9851
2021-05-13,-0.9851
2021-05-14,-0.9851
2021-05-15,-0.9851
2021-05-16,-0.9851
2021-05-17,-0.9851
2021-05-18,-0.9851
2021-05-19,-0.9851
2021-05-20,-0.9851
2021-05-21,-0.9851
2021-05-22,-0.9851
2021-05-23,-0.9851
2021-05-24,-0.9851
2021-05-25,-0.9851
2021-05-26,-0.9851
2021-05-27,-0.9851
2021-05-28,-0.9851
2021-05-29,-0.9851
2021-05-30,-0.9851
2021-05-31,-0.9851
2021-06-01,-0.9851
2021-06-02,-0.9851
2021-06-03,-0.9851
2021-06-04,-0.9851
2021-06-05,-0.9851
2021-06-06,-0.9851
2021-06-07,-0.9851
2021-06-08,-0.9851
2021-06-09,-0.9851
2021-06-10,-0.9851
2021-06-11,-0.9851
2021-06-12,-0.9851
2021-06-13,-0.9851
2021-06-14,-0.9851
2021-06-15,-0.9851
2021-06-16,-0.9851
2021-06-17,-0.9851
2021-06-18,-0.9851
2021-06-19,-0.9851
2021-06-20,-0.9851
2021-06-21,-0.9851
2021-06-22,-0.9851
2021-06-23,-0.9851
2021-06-24,-0.9851
2021-06-25,-0.9851
2021-06-26,-0.9851
2021-06-27,-0.9851
2021-06-28,-0.9851
2021-06-29,-0.9851
2021-06-30,3.6364
2021-07-01,3.6364
2021-07-02,3.6364
2021-07-03,3.6364
2021-07-04,3.6364
2021-07-05,3.6364
2021-07-06,3.6364
2021-07-07,3.6364
2021-07-08,3.6364
2021-07-09,3.6364
2021-07-10,3.6364
2021-07-11,3.6364
2021-07-12,3.6364
2021-07-13,3.6364
2021-07-14,3.6364
2021-07-15,3.6364
2021-07-16,3.6364
2021-07-17,3.6364
2021-07-18,3.6364
2021-07-19,3.6364
2021-07-20,3.6364
2021-07-21,3.6364
2021-07-22,3.6364
2021-07-23,3.6364
2021-07-24,3.6364
2021-07-25,3.6364
2021-07-26,3.6364
2021-07-27,3.6364
2021-07-28,3.6364
2021-07-29,3.6364
2021-07-30,3.6364
2021-07-31,3.6364
2021-08-01,3.6364
2021-08-02,3.6364
2021-08-03,3.6364
2021-08-04,3.6364
2021-08-05,3.6364
2021-08-06,3.6364
2021-08-07,3.6364
2021-08-08,3.6364
2021-08-09,3.6364
2021-08-10,3.6364
2021-08-11,3.6364
2021-08-12,3.6364
2021-08-13,3.6364
2021-08-14,3.6364
2021-08-15,3.6364
2021-08-16,3.6364
2021-08-17,3.6364
2021-08-18,3.6364
2021-08-19,3.6364
2021-08-20,3.6364
2021-08-21,3.6364
2021-08-22,3.6364
2021-08-23,3.6364
2021-08-24,3.6364
2021-08-25,3.6364
2021-08-26,3.6364
2021-08-27,3.6364
2021-08-28,3.6364
2021-08-29,3.6364
2021-08-30,3.6364
2021-08-31,3.6364
2021-09-01,3.6364
2021-09-02,3.6364
2021-09-03,3.6364
2021-09-04,3.6364
2021-09-05,3.6364
2021-09-06,3.6364
2021-09-07,3.6364
2021-09-08,3.6364
2021-09-09,3.6364
2021-09-10,3.6364
2021-09-11,3.6364
2021-09-12,3.6364
2021-09-13,3.6364
2021-09-14,3.6364
2021-09-15,3.6364
2021-09-16,3.6364
2021-09-17,3.6364
2021-09-18,3.6364
2021-09-19,3.6364
2021-09-20,3.6364
2021-09-21,3.6364
2021-09-22,3.6364
2021-09-23,3.6364
2021-09-24,3.6364
2021-09-25,3.6364
2021-09-26,3.6364
2021-09-27,3.6364
2021-09-28,3.6364
2021-09-29,3.6364
2021-09-30,4.8332
2021-10-01,4.8332
2021-10-02,4.8332
2021-10-03,4.8332
2021-10-04,4.8332
2021-10-05,4.8332
2021-10-06,4.8332
2021-10-07,4.8332
2021-10-08,4.8332
2021-10-09,4.8332
2021-10-10,4.8332
2021-10-11,4.8332
2021-10-12,4.8332
2021-10-13,4.8332
2021-10-14,4.8332
2021-10-15,4.8332
2021-10-16,4.8332
2021-10-17,4.8332
2021-10-18,4.8332
2021-10-19,4.8332
2021-10-20,4.8332
2021-10-21,4.8332
2021-10-22,4.8332
2021-10-23,4.8332
2021-10-24,4.8332
2021-10-25,4.8332
2021-10-26,4.8332
2021-10-27,4.8332
2021-10-28,4.8332
2021-10-29,4.8332
2021-10-30,4.8332
2021-10-31,4.8332
2021-11-01,4.8332
2021-11-02,4.8332
2021-11-03,4.8332
2021-11-04,4.8332
2021-11-05,4.8332
2021-11-06,4.8332
2021-11-07,4.8332
2021-11-08,4.8332
2021-11-09,4.8332
2021-11-10,4.8332
2021-11-11,4.8332
2021-11-12,4.8332
2021-11-13,4.8332
2021-11-14,4.8332
2021-11-15,4.8332
2021-11-16,4.8332
2021-11-17,4.8332
2021-11-18,4.8332
2021-11-19,4.8332
2021-11-20,4.8332
2021-11-21,4.8332
2021-11-22,4.8332
2021-11-23,4.8332
2021-11-24,4.8332
2021-11-25,4.8332
2021-11-26,4.8332
2021-11-27,4.8332
2021-11-28,4.8332
2021-11-29,4.8332
2021-11-30,4.8332
2021-12-01,4.8332
2021-12-02,4.8332
2021-12-03,4.8332
2021-12-04,4.8332
2021-12-05,4.8332
2021-12-06,4.8332
2021-12-07,4.8332
2021-12-08,4.8332
2021-12-09,4.8332
2021-12-10,4.8332
2021-12-11,4.8332
2021-12-12,4.8332
2021-12-13,4.8332
2021-12-14,4.8332
2021-12-15,4.8332
2021-12-16,4.8332
2021-12-17,4.8332
2021-12-18,4.8332
2021-12-19,4.8332
2021-12-20,4.8332
2021-12-21,4.8332
2021-12-22,4.8332
2021-12-23,4.8332
2021-12-24,4.8332
2021-12-25,4.8332
2021-12-26,4.8332
2021-12-27,4.8332
2021-12-28,4.8332
2021-12-29,4.8332
2021-12-30,4.8332
2021-12-31,6.2082
2022-01-01,6.2082
2022-01-02,6.2082
2022-01-03,6.2082
2022-01-04,6.2082
2022-01-05,6.2082
2022-01-06,6.2082
2022-01-07,6.2082
2022-01-08,6.2082
2022-01-09,6.2082
2022-01-10,6.2082
2022-01-11,6.2082
2022-01-12,6.2082
2022-01-13,6.2082
2022-01-14,6.2082
2022-01-15,6.2082
2022-01-16,6.2082
2022-01-17,6.2082
2022-01-18,6.2082
2022-01-19,6.2082
2022-01-20,6.2082
2022-01-21,6.2082
2022-01-22,6.2082
2022-01-23,6.2082
2022-01-24,6.2082
2022-01-25,6.2082
2022-01-26,6.2082
2022-01-27,6.2082
2022-01-28,6.2082
2022-01-29,6.2082
2022-01-30,6.2082
2022-01-31,6.2082
2022-02-01,6.2082
2022-02-02,6.2082
2022-02-03,6.2082
2022-02-04,6.2082
2022-02-05,6.2082
2022-02-06,6.2082
2022-02-07,6.2082
2022-02-08,6.2082
2022-02-09,6.2082
2022-02-10,6.2082
2022-02-11,6.2082
2022-02-12,6.2082
2022-02-13,6.2082
2022-02-14,6.2082
2022-02-15,6.2082
2022-02-16,6.2082
2022-02-17,6.2082
2022-02-18,6.2082
2022-02-19,6.2082
2022-02-20,6.2082
2022-02-21,6.2082
2022-02-22,6.2082
2022-02-23,6.2082
2022-02-24,6.2082
2022-02-25,6.2082
2022-02-26,6.2082
2022-02-27,6.2082
2022-02-28,6.2082
2022-03-01,6.2082
2022-03-02,6.2082
2022-03-03,6.2082
2022-03-04,6.2082
2022-03-05,6.2082
2022-03-06,6.2082
2022-03-07,6.2082
2022-03-08,6.2082
2022-03-09,6.2082
2022-03-10,6.2082
2022-03-11,6.2082
2022-03-12,6.2082
2022-03-13,6.2082
2022-03-14,6.2082
2022-03-15,6.2082
2022-03-16,6.2082
2022-03-17,6.2082
2022-03-18,6.2082
2022-03-19,6.2082
2022-03-20,6.2082
2022-03-21,6.2082
2022-03-22,6.2082
2022-03-23,6.2082
2022-03-24,6.2082
2022-03-25,6.2082
2022-03-26,6.2082
2022-03-27,6.2082
2022-03-28,6.2082
2022-03-29,6.2082
2022-03-30,6.2082
2022-03-31,8.4306
2022-04-01,8.4306
2022-04-02,8.4306
2022-04-03,8.4306
2022-04-04,8.4306
2022-04-05,8.4306
2022-04-06,8.4306
2022-04-07,8.4306
2022-04-08,8.4306
2022-04-09,8.4306
2022-04-10,8.4306
2022-04-11,8.4306
2022-04-12,8.4306
2022-04-13,8.4306
2022-04-14,8.4306
2022-04-15,8.4306
2022-04-16,8.4306
2022-04-17,8.4306
2022-04-18,8.4306
2022-04-19,8.4306
2022-04-20,8.4306
2022-04-21,8.4306
2022-04-22,8.4306
2022-04-23,8.4306
2022-04-24,8.4306
2022-04-25,8.4306
2022-04-26,8.4306
2022-04-27,8.4306
2022-04-28,8.4306
2022-04-29,8.4306
2022-04-30,8.4306
2022-05-01,8.4306
2022-05-02,8.4306
2022-05-03,8.4306
2022-05-04,8.4306
2022-05-05,8.4306
2022-05-06,8.4306
2022-05-07,8.4306
2022-05-08,8.4306
2022-05-09,8.4306
2022-05-10,8.4306
2022-05-11,8.4306
2022-05-12,8.4306
2022-05-13,8.4306
2022-05-14,8.4306
2022-05-15,8.4306
2022-05-16,8.4306
2022-05-17,8.4306
2022-05-18,8.4306
2022-05-19,8.4306
2022-05-20,8.4306
2022-05-21,8.4306
2022-05-22,8.4306
2022-05-23,8.4306
2022-05-24,8.4306
2022-05-25,8.4306
2022-05-26,8.4306
2022-05-27,8.4306
2022-05-28,8.4306
2022-05-29,8.4306
2022-05-30,8.4306
2022-05-31,8.4306
2022-06-01,8.4306
2022-06-02,8.4306
2022-06-03,8.4306
2022-06-04,8.4306
2022-06-05,8.4306
2022-06-06,8.4306
2022-06-07,8.4306
2022-06-08,8.4306
2022-06-09,8.4306
2022-06-10,8.4306
2022-06-11,8.4306
2022-06-12,8.4306
2022-06-13,8.4306
2022-06-14,8.4306
2022-06-15,8.4306
2022-06-16,8.4306
2022-06-17,8.4306
2022-06-18,8.4306
2022-06-19,8.4306
2022-06-20,8.4306
2022-06-21,8.4306
2022-06-22,8.4306
2022-06-23,8.4306
2022-06-24,8.4306
2022-06-25,8.4306
2022-06-26,8.4306
2022-06-27,8.4306
2022-06-28,8.4306
2022-06-29,8.4306
2022-06-30,7.3244
2022-07-01,7.3244
2022-07-02,7.3244
2022-07-03,7.3244
2022-07-04,7.3244
2022-07-05,7.3244
2022-07-06,7.3244
2022-07-07,7.3244
2022-07-08,7.3244
2022-07-09,7.3244
2022-07-10,7.3244
2022-07-11,7.3244
2022-07-12,7.3244
2022-07-13,7.3244
2022-07-14,7.3244
2022-07-15,7.3244
2022-07-16,7.3244
2022-07-17,7.3244
2022-07-18,7.3244
2022-07-19,7.3244
2022-07-20,7.3244
2022-07-21,7.3244
2022-07-22,7.3244
2022-07-23,7.3244
2022-07-24,7.3244
2022-07-25,7.3244
2022-07-26,7.3244
2022-07-27,7.3244
2022-07-28,7.3244
2022-07-29,7.3244
2022-07-30,7.3244
2022-07-31,7.3244
2022-08-01,7.3244
2022-08-02,7.3244
2022-08-03,7.3244
2022-08-04,7.3244
2022-08-05,7.3244
2022-08-06,7.3244
2022-08-07,7.3244
2022-08-08,7.3244
2022-08-09,7.3244
2022-08-10,7.3244
2022-08-11,7.3244
2022-08-12,7.3244
2022-08-13,7.3244
2022-08-14,7.3244
2022-08-15,7.3244
2022-08-16,7.3244
2022-08-17,7.3244
2022-08-18,7.3244
2022-08-19,7.3244
2022-08-20,7.3244
2022-08-21,7.3244
2022-08-22,7.3244
2022-08-23,7.3244
2022-08-24,7.3244
2022-08-25,7.3244
2022-08-26,7.3244
2022-08-27,7.3244
2022-08-28,7.3244
2022-08-29,7.3244
2022-08-30,7.3244
2022-08-31,7.3244
2022-09-01,7.3244
2022-09-02,7.3244
2022-09-03,7.3244
2022-09-04,7.3244
2022-09-05,7.3244
2022-09-06,7.3244
2022-09-07,7.3244
2022-09-08,7.3244
2022-09-09,7.3244
2022-09-10,7.3244
2022-09-11,7.3244
2022-09-12,7.3244
2022-09-13,7.3244
2022-09-14,7.3244
2022-09-15,7.3244
2022-09-16,7.3244
2022-09-17,7.3244
2022-09-18,7.3244
2022-09-19,7.3244
2022-09-20,7.3244
2022-09-21,7.3244
2022-09-22,7.3244
2022-09-23,7.3244
2022-09-24,7.3244
2022-09-25,7.3244
2022-09-26,7.3244
2022-09-27,7.3244
2022-09-28,7.3244
2022-09-29,7.3244
2022-09-30,7.8175
2022-10-01,7.8175
2022-10-02,7.8175
2022-10-03,7.8175
2022-10-04,7.8175
2022-10-05,7.8175
2022-10-06,7.8175
2022-10-07,7.8175
2022-10-08,7.8175
2022-10-09,7.8175
2022-10-10,7.8175
2022-10-11,7.8175
2022-10-12,7.8175
2022-10-13,7.8175
2022-10-14,7.8175
2022-10-15,7.8175
2022-10-16,7.8175
2022-10-17,7.8175
2022-10-18,7.8175
2022-10-19,7.8175
2022-10-20,7.8175
2022-10-21,7.8175
2022-10-22,7.8175
2022-10-23,7.8175
2022-10-24,7.8175
2022-10-25,7.8175
2022-10-26,7.8175
2022-10-27,7.8175
2022-10-28,7.8175
2022-10-29,7.8175
2022-10-30,7.8175
2022-10-31,7.8175
2022-11-01,7.8175
2022-11-02,7.8175
2022-11-03,7.8175
2022-11-04,7.8175
2022-11-05,7.8175
2022-11-06,7.8175
2022-11-07,7.8175
2022-11-08,7.8175
2022-11-09,7.8175
2022-11-10,7.8175
2022-11-11,7.8175
2022-11-12,7.8175
2022-11-13,7.8175
2022-11-14,7.8175
2022-11-15,7.8175
2022-11-16,7.8175
2022-11-17,7.8175
2022-11-18,7.8175
2022-11-19,7.8175
2022-11-20,7.8175
2022-11-21,7.8175
2022-11-22,7.8175
2022-11-23,7.8175
2022-11-24,7.8175
2022-11-25,7.8175
2022-11-26,7.8175
2022-11-27,7.8175
2022-11-28,7.8175
2022-11-29,7.8175
2022-11-30,7.8175
2022-12-01,7.8175
2022-12-02,7.8175
2022-12-03,7.8175
2022-12-04,7.8175
2022-12-05,7.8175
2022-12-06,7.8175
2022-12-07,7.8175
2022-12-08,7.8175
2022-12-09,7.8175
2022-12-10,7.8175
2022-12-11,7.8175
2022-12-12,7.8175
2022-12-13,7.8175
2022-12-14,7.8175
2022-12-15,7.8175
2022-12-16,7.8175
2022-12-17,7.8175
2022-12-18,7.8175
2022-12-19,7.8175
2022-12-20,7.8175
2022-12-21,7.8175
2022-12-22,7.8175
2022-12-23,7.8175
2022-12-24,7.8175
2022-12-25,7.8175
2022-12-26,7.8175
2022-12-27,7.8175
2022-12-28,7.8175
2022-12-29,7.8175
2022-12-30,7.8175
2022-12-31,6.646
2023-01-01,6.646
2023-01-02,6.646
2023-01-03,6.646
2023-01-04,6.646
2023-01-05,6.646
2023-01-06,6.646
2023-01-07,6.646
2023-01-08,6.646
2023-01-09,6.646
2023-01-10,6.646
2023-01-11,6.646
2023-01-12,6.646
2023-01-13,6.646
2023-01-14,6.646
2023-01-15,6.646
2023-01-16,6.646
2023-01-17,6.646
2023-01-18,6.646
2023-01-19,6.646
2023-01-20,6.646
2023-01-21,6.646
2023-01-22,6.646
2023-01-23,6.646
2023-01-24,6.646
2023-01-25,6.646
2023-01-26,6.646
2023-01-27,6.646
2023-01-28,6.646
2023-01-29,6.646
2023-01-30,6.646
2023-01-31,6.646
2023-02-01,6.646
2023-02-02,6.646
2023-02-03,6.646
2023-02-04,6.646
2023-02-05,6.646
2023-02-06,6.646
2023-02-07,6.646
2023-02-08,6.646
2023-02-09,6.646
2023-02-10,6.646
2023-02-11,6.646
2023-02-12,6.646
2023-02-13,6.646
2023-02-14,6.646
2023-02-15,6.646
2023-02-16,6.646
2023-02-17,6.646
2023-02-18,6.646
