,BALY US Equity
2020-05-17,9.9882
2020-05-18,9.9882
2020-05-19,9.9882
2020-05-20,9.9882
2020-05-21,9.9882
2020-05-22,9.9882
2020-05-23,9.9882
2020-05-24,9.9882
2020-05-25,9.9882
2020-05-26,9.9882
2020-05-27,9.9882
2020-05-28,9.9882
2020-05-29,9.9882
2020-05-30,9.9882
2020-05-31,9.9882
2020-06-01,9.9882
2020-06-02,9.9882
2020-06-03,9.9882
2020-06-04,9.9882
2020-06-05,9.9882
2020-06-06,9.9882
2020-06-07,9.9882
2020-06-08,9.9882
2020-06-09,9.9882
2020-06-10,9.9882
2020-06-11,9.9882
2020-06-12,9.9882
2020-06-13,9.9882
2020-06-14,9.9882
2020-06-15,9.9882
2020-06-16,9.9882
2020-06-17,9.9882
2020-06-18,9.9882
2020-06-19,9.9882
2020-06-20,9.9882
2020-06-21,9.9882
2020-06-22,9.9882
2020-06-23,9.9882
2020-06-24,9.9882
2020-06-25,9.9882
2020-06-26,9.9882
2020-06-27,9.9882
2020-06-28,9.9882
2020-06-29,9.9882
2020-06-30,-4.2757
2020-07-01,-4.2757
2020-07-02,-4.2757
2020-07-03,-4.2757
2020-07-04,-4.2757
2020-07-05,-4.2757
2020-07-06,-4.2757
2020-07-07,-4.2757
2020-07-08,-4.2757
2020-07-09,-4.2757
2020-07-10,-4.2757
2020-07-11,-4.2757
2020-07-12,-4.2757
2020-07-13,-4.2757
2020-07-14,-4.2757
2020-07-15,-4.2757
2020-07-16,-4.2757
2020-07-17,-4.2757
2020-07-18,-4.2757
2020-07-19,-4.2757
2020-07-20,-4.2757
2020-07-21,-4.2757
2020-07-22,-4.2757
2020-07-23,-4.2757
2020-07-24,-4.2757
2020-07-25,-4.2757
2020-07-26,-4.2757
2020-07-27,-4.2757
2020-07-28,-4.2757
2020-07-29,-4.2757
2020-07-30,-4.2757
2020-07-31,-4.2757
2020-08-01,-4.2757
2020-08-02,-4.2757
2020-08-03,-4.2757
2020-08-04,-4.2757
2020-08-05,-4.2757
2020-08-06,-4.2757
2020-08-07,-4.2757
2020-08-08,-4.2757
2020-08-09,-4.2757
2020-08-10,-4.2757
2020-08-11,-4.2757
2020-08-12,-4.2757
2020-08-13,-4.2757
2020-08-14,-4.2757
2020-08-15,-4.2757
2020-08-16,-4.2757
2020-08-17,-4.2757
2020-08-18,-4.2757
2020-08-19,-4.2757
2020-08-20,-4.2757
2020-08-21,-4.2757
2020-08-22,-4.2757
2020-08-23,-4.2757
2020-08-24,-4.2757
2020-08-25,-4.2757
2020-08-26,-4.2757
2020-08-27,-4.2757
2020-08-28,-4.2757
2020-08-29,-4.2757
2020-08-30,-4.2757
2020-08-31,-4.2757
2020-09-01,-4.2757
2020-09-02,-4.2757
2020-09-03,-4.2757
2020-09-04,-4.2757
2020-09-05,-4.2757
2020-09-06,-4.2757
2020-09-07,-4.2757
2020-09-08,-4.2757
2020-09-09,-4.2757
2020-09-10,-4.2757
2020-09-11,-4.2757
2020-09-12,-4.2757
2020-09-13,-4.2757
2020-09-14,-4.2757
2020-09-15,-4.2757
2020-09-16,-4.2757
2020-09-17,-4.2757
2020-09-18,-4.2757
2020-09-19,-4.2757
2020-09-20,-4.2757
2020-09-21,-4.2757
2020-09-22,-4.2757
2020-09-23,-4.2757
2020-09-24,-4.2757
2020-09-25,-4.2757
2020-09-26,-4.2757
2020-09-27,-4.2757
2020-09-28,-4.2757
2020-09-29,-4.2757
2020-09-30,-5.8984
2020-10-01,-5.8984
2020-10-02,-5.8984
2020-10-03,-5.8984
2020-10-04,-5.8984
2020-10-05,-5.8984
2020-10-06,-5.8984
2020-10-07,-5.8984
2020-10-08,-5.8984
2020-10-09,-5.8984
2020-10-10,-5.8984
2020-10-11,-5.8984
2020-10-12,-5.8984
2020-10-13,-5.8984
2020-10-14,-5.8984
2020-10-15,-5.8984
2020-10-16,-5.8984
2020-10-17,-5.8984
2020-10-18,-5.8984
2020-10-19,-5.8984
2020-10-20,-5.8984
2020-10-21,-5.8984
2020-10-22,-5.8984
2020-10-23,-5.8984
2020-10-24,-5.8984
2020-10-25,-5.8984
2020-10-26,-5.8984
2020-10-27,-5.8984
2020-10-28,-5.8984
2020-10-29,-5.8984
2020-10-30,-5.8984
2020-10-31,-5.8984
2020-11-01,-5.8984
2020-11-02,-5.8984
2020-11-03,-5.8984
2020-11-04,-5.8984
2020-11-05,-5.8984
2020-11-06,-5.8984
2020-11-07,-5.8984
2020-11-08,-5.8984
2020-11-09,-5.8984
2020-11-10,-5.8984
2020-11-11,-5.8984
2020-11-12,-5.8984
2020-11-13,-5.8984
2020-11-14,-5.8984
2020-11-15,-5.8984
2020-11-16,-5.8984
2020-11-17,-5.8984
2020-11-18,-5.8984
2020-11-19,-5.8984
2020-11-20,-5.8984
2020-11-21,-5.8984
2020-11-22,-5.8984
2020-11-23,-5.8984
2020-11-24,-5.8984
2020-11-25,-5.8984
2020-11-26,-5.8984
2020-11-27,-5.8984
2020-11-28,-5.8984
2020-11-29,-5.8984
2020-11-30,-5.8984
2020-12-01,-5.8984
2020-12-02,-5.8984
2020-12-03,-5.8984
2020-12-04,-5.8984
2020-12-05,-5.8984
2020-12-06,-5.8984
2020-12-07,-5.8984
2020-12-08,-5.8984
2020-12-09,-5.8984
2020-12-10,-5.8984
2020-12-11,-5.8984
2020-12-12,-5.8984
2020-12-13,-5.8984
2020-12-14,-5.8984
2020-12-15,-5.8984
2020-12-16,-5.8984
2020-12-17,-5.8984
2020-12-18,-5.8984
2020-12-19,-5.8984
2020-12-20,-5.8984
2020-12-21,-5.8984
2020-12-22,-5.8984
2020-12-23,-5.8984
2020-12-24,-5.8984
2020-12-25,-5.8984
2020-12-26,-5.8984
2020-12-27,-5.8984
2020-12-28,-5.8984
2020-12-29,-5.8984
2020-12-30,-5.8984
2020-12-31,-2.0397
2021-01-01,-2.0397
2021-01-02,-2.0397
2021-01-03,-2.0397
2021-01-04,-2.0397
2021-01-05,-2.0397
2021-01-06,-2.0397
2021-01-07,-2.0397
2021-01-08,-2.0397
2021-01-09,-2.0397
2021-01-10,-2.0397
2021-01-11,-2.0397
2021-01-12,-2.0397
2021-01-13,-2.0397
2021-01-14,-2.0397
2021-01-15,-2.0397
2021-01-16,-2.0397
2021-01-17,-2.0397
2021-01-18,-2.0397
2021-01-19,-2.0397
2021-01-20,-2.0397
2021-01-21,-2.0397
2021-01-22,-2.0397
2021-01-23,-2.0397
2021-01-24,-2.0397
2021-01-25,-2.0397
2021-01-26,-2.0397
2021-01-27,-2.0397
2021-01-28,-2.0397
2021-01-29,-2.0397
2021-01-30,-2.0397
2021-01-31,-2.0397
2021-02-01,-2.0397
2021-02-02,-2.0397
2021-02-03,-2.0397
2021-02-04,-2.0397
2021-02-05,-2.0397
2021-02-06,-2.0397
2021-02-07,-2.0397
2021-02-08,-2.0397
2021-02-09,-2.0397
2021-02-10,-2.0397
2021-02-11,-2.0397
2021-02-12,-2.0397
2021-02-13,-2.0397
2021-02-14,-2.0397
2021-02-15,-2.0397
2021-02-16,-2.0397
2021-02-17,-2.0397
2021-02-18,-2.0397
2021-02-19,-2.0397
2021-02-20,-2.0397
2021-02-21,-2.0397
2021-02-22,-2.0397
2021-02-23,-2.0397
2021-02-24,-2.0397
2021-02-25,-2.0397
2021-02-26,-2.0397
2021-02-27,-2.0397
2021-02-28,-2.0397
2021-03-01,-2.0397
2021-03-02,-2.0397
2021-03-03,-2.0397
2021-03-04,-2.0397
2021-03-05,-2.0397
2021-03-06,-2.0397
2021-03-07,-2.0397
2021-03-08,-2.0397
2021-03-09,-2.0397
2021-03-10,-2.0397
2021-03-11,-2.0397
2021-03-12,-2.0397
2021-03-13,-2.0397
2021-03-14,-2.0397
2021-03-15,-2.0397
2021-03-16,-2.0397
2021-03-17,-2.0397
2021-03-18,-2.0397
2021-03-19,-2.0397
2021-03-20,-2.0397
2021-03-21,-2.0397
2021-03-22,-2.0397
2021-03-23,-2.0397
2021-03-24,-2.0397
2021-03-25,-2.0397
2021-03-26,-2.0397
2021-03-27,-2.0397
2021-03-28,-2.0397
2021-03-29,-2.0397
2021-03-30,-2.0397
2021-03-31,-2.3378
2021-04-01,-2.3378
2021-04-02,-2.3378
2021-04-03,-2.3378
2021-04-04,-2.3378
2021-04-05,-2.3378
2021-04-06,-2.3378
2021-04-07,-2.3378
2021-04-08,-2.3378
2021-04-09,-2.3378
2021-04-10,-2.3378
2021-04-11,-2.3378
2021-04-12,-2.3378
2021-04-13,-2.3378
2021-04-14,-2.3378
2021-04-15,-2.3378
2021-04-16,-2.3378
2021-04-17,-2.3378
2021-04-18,-2.3378
2021-04-19,-2.3378
2021-04-20,-2.3378
2021-04-21,-2.3378
2021-04-22,-2.3378
2021-04-23,-2.3378
2021-04-24,-2.3378
2021-04-25,-2.3378
2021-04-26,-2.3378
2021-04-27,-2.3378
2021-04-28,-2.3378
2021-04-29,-2.3378
2021-04-30,-2.3378
2021-05-01,-2.3378
2021-05-02,-2.3378
2021-05-03,-2.3378
2021-05-04,-2.3378
2021-05-05,-2.3378
2021-05-06,-2.3378
2021-05-07,-2.3378
2021-05-08,-2.3378
2021-05-09,-2.3378
2021-05-10,-2.3378
2021-05-11,-2.3378
2021-05-12,-2.3378
2021-05-13,-2.3378
2021-05-14,-2.3378
2021-05-15,-2.3378
2021-05-16,-2.3378
2021-05-17,-2.3378
2021-05-18,-2.3378
2021-05-19,-2.3378
2021-05-20,-2.3378
2021-05-21,-2.3378
2021-05-22,-2.3378
2021-05-23,-2.3378
2021-05-24,-2.3378
2021-05-25,-2.3378
2021-05-26,-2.3378
2021-05-27,-2.3378
2021-05-28,-2.3378
2021-05-29,-2.3378
2021-05-30,-2.3378
2021-05-31,-2.3378
2021-06-01,-2.3378
2021-06-02,-2.3378
2021-06-03,-2.3378
2021-06-04,-2.3378
2021-06-05,-2.3378
2021-06-06,-2.3378
2021-06-07,-2.3378
2021-06-08,-2.3378
2021-06-09,-2.3378
2021-06-10,-2.3378
2021-06-11,-2.3378
2021-06-12,-2.3378
2021-06-13,-2.3378
2021-06-14,-2.3378
2021-06-15,-2.3378
2021-06-16,-2.3378
2021-06-17,-2.3378
2021-06-18,-2.3378
2021-06-19,-2.3378
2021-06-20,-2.3378
2021-06-21,-2.3378
2021-06-22,-2.3378
2021-06-23,-2.3378
2021-06-24,-2.3378
2021-06-25,-2.3378
2021-06-26,-2.3378
2021-06-27,-2.3378
2021-06-28,-2.3378
2021-06-29,-2.3378
2021-06-30,11.2469
2021-07-01,11.2469
2021-07-02,11.2469
2021-07-03,11.2469
2021-07-04,11.2469
2021-07-05,11.2469
2021-07-06,11.2469
2021-07-07,11.2469
2021-07-08,11.2469
2021-07-09,11.2469
2021-07-10,11.2469
2021-07-11,11.2469
2021-07-12,11.2469
2021-07-13,11.2469
2021-07-14,11.2469
2021-07-15,11.2469
2021-07-16,11.2469
2021-07-17,11.2469
2021-07-18,11.2469
2021-07-19,11.2469
2021-07-20,11.2469
2021-07-21,11.2469
2021-07-22,11.2469
2021-07-23,11.2469
2021-07-24,11.2469
2021-07-25,11.2469
2021-07-26,11.2469
2021-07-27,11.2469
2021-07-28,11.2469
2021-07-29,11.2469
2021-07-30,11.2469
2021-07-31,11.2469
2021-08-01,11.2469
2021-08-02,11.2469
2021-08-03,11.2469
2021-08-04,11.2469
2021-08-05,11.2469
2021-08-06,11.2469
2021-08-07,11.2469
2021-08-08,11.2469
2021-08-09,11.2469
2021-08-10,11.2469
2021-08-11,11.2469
2021-08-12,11.2469
2021-08-13,11.2469
2021-08-14,11.2469
2021-08-15,11.2469
2021-08-16,11.2469
2021-08-17,11.2469
2021-08-18,11.2469
2021-08-19,11.2469
2021-08-20,11.2469
2021-08-21,11.2469
2021-08-22,11.2469
2021-08-23,11.2469
2021-08-24,11.2469
2021-08-25,11.2469
2021-08-26,11.2469
2021-08-27,11.2469
2021-08-28,11.2469
2021-08-29,11.2469
2021-08-30,11.2469
2021-08-31,11.2469
2021-09-01,11.2469
2021-09-02,11.2469
2021-09-03,11.2469
2021-09-04,11.2469
2021-09-05,11.2469
2021-09-06,11.2469
2021-09-07,11.2469
2021-09-08,11.2469
2021-09-09,11.2469
2021-09-10,11.2469
2021-09-11,11.2469
2021-09-12,11.2469
2021-09-13,11.2469
2021-09-14,11.2469
2021-09-15,11.2469
2021-09-16,11.2469
2021-09-17,11.2469
2021-09-18,11.2469
2021-09-19,11.2469
2021-09-20,11.2469
2021-09-21,11.2469
2021-09-22,11.2469
2021-09-23,11.2469
2021-09-24,11.2469
2021-09-25,11.2469
2021-09-26,11.2469
2021-09-27,11.2469
2021-09-28,11.2469
2021-09-29,11.2469
2021-09-30,2.8323
2021-10-01,2.8323
2021-10-02,2.8323
2021-10-03,2.8323
2021-10-04,2.8323
2021-10-05,2.8323
2021-10-06,2.8323
2021-10-07,2.8323
2021-10-08,2.8323
2021-10-09,2.8323
2021-10-10,2.8323
2021-10-11,2.8323
2021-10-12,2.8323
2021-10-13,2.8323
2021-10-14,2.8323
2021-10-15,2.8323
2021-10-16,2.8323
2021-10-17,2.8323
2021-10-18,2.8323
2021-10-19,2.8323
2021-10-20,2.8323
2021-10-21,2.8323
2021-10-22,2.8323
2021-10-23,2.8323
2021-10-24,2.8323
2021-10-25,2.8323
2021-10-26,2.8323
2021-10-27,2.8323
2021-10-28,2.8323
2021-10-29,2.8323
2021-10-30,2.8323
2021-10-31,2.8323
2021-11-01,2.8323
2021-11-02,2.8323
2021-11-03,2.8323
2021-11-04,2.8323
2021-11-05,2.8323
2021-11-06,2.8323
2021-11-07,2.8323
2021-11-08,2.8323
2021-11-09,2.8323
2021-11-10,2.8323
2021-11-11,2.8323
2021-11-12,2.8323
2021-11-13,2.8323
2021-11-14,2.8323
2021-11-15,2.8323
2021-11-16,2.8323
2021-11-17,2.8323
2021-11-18,2.8323
2021-11-19,2.8323
2021-11-20,2.8323
2021-11-21,2.8323
2021-11-22,2.8323
2021-11-23,2.8323
2021-11-24,2.8323
2021-11-25,2.8323
2021-11-26,2.8323
2021-11-27,2.8323
2021-11-28,2.8323
2021-11-29,2.8323
2021-11-30,2.8323
2021-12-01,2.8323
2021-12-02,2.8323
2021-12-03,2.8323
2021-12-04,2.8323
2021-12-05,2.8323
2021-12-06,2.8323
2021-12-07,2.8323
2021-12-08,2.8323
2021-12-09,2.8323
2021-12-10,2.8323
2021-12-11,2.8323
2021-12-12,2.8323
2021-12-13,2.8323
2021-12-14,2.8323
2021-12-15,2.8323
2021-12-16,2.8323
2021-12-17,2.8323
2021-12-18,2.8323
2021-12-19,2.8323
2021-12-20,2.8323
2021-12-21,2.8323
2021-12-22,2.8323
2021-12-23,2.8323
2021-12-24,2.8323
2021-12-25,2.8323
2021-12-26,2.8323
2021-12-27,2.8323
2021-12-28,2.8323
2021-12-29,2.8323
2021-12-30,2.8323
2021-12-31,-11.8327
2022-01-01,-11.8327
2022-01-02,-11.8327
2022-01-03,-11.8327
2022-01-04,-11.8327
2022-01-05,-11.8327
2022-01-06,-11.8327
2022-01-07,-11.8327
2022-01-08,-11.8327
2022-01-09,-11.8327
2022-01-10,-11.8327
2022-01-11,-11.8327
2022-01-12,-11.8327
2022-01-13,-11.8327
2022-01-14,-11.8327
2022-01-15,-11.8327
2022-01-16,-11.8327
2022-01-17,-11.8327
2022-01-18,-11.8327
2022-01-19,-11.8327
2022-01-20,-11.8327
2022-01-21,-11.8327
2022-01-22,-11.8327
2022-01-23,-11.8327
2022-01-24,-11.8327
2022-01-25,-11.8327
2022-01-26,-11.8327
2022-01-27,-11.8327
2022-01-28,-11.8327
2022-01-29,-11.8327
2022-01-30,-11.8327
2022-01-31,-11.8327
2022-02-01,-11.8327
2022-02-02,-11.8327
2022-02-03,-11.8327
2022-02-04,-11.8327
2022-02-05,-11.8327
2022-02-06,-11.8327
2022-02-07,-11.8327
2022-02-08,-11.8327
2022-02-09,-11.8327
2022-02-10,-11.8327
2022-02-11,-11.8327
2022-02-12,-11.8327
2022-02-13,-11.8327
2022-02-14,-11.8327
2022-02-15,-11.8327
2022-02-16,-11.8327
2022-02-17,-11.8327
2022-02-18,-11.8327
2022-02-19,-11.8327
2022-02-20,-11.8327
2022-02-21,-11.8327
2022-02-22,-11.8327
2022-02-23,-11.8327
2022-02-24,-11.8327
2022-02-25,-11.8327
2022-02-26,-11.8327
2022-02-27,-11.8327
2022-02-28,-11.8327
2022-03-01,-11.8327
2022-03-02,-11.8327
2022-03-03,-11.8327
2022-03-04,-11.8327
2022-03-05,-11.8327
2022-03-06,-11.8327
2022-03-07,-11.8327
2022-03-08,-11.8327
2022-03-09,-11.8327
2022-03-10,-11.8327
2022-03-11,-11.8327
2022-03-12,-11.8327
2022-03-13,-11.8327
2022-03-14,-11.8327
2022-03-15,-11.8327
2022-03-16,-11.8327
2022-03-17,-11.8327
2022-03-18,-11.8327
2022-03-19,-11.8327
2022-03-20,-11.8327
2022-03-21,-11.8327
2022-03-22,-11.8327
2022-03-23,-11.8327
2022-03-24,-11.8327
2022-03-25,-11.8327
2022-03-26,-11.8327
2022-03-27,-11.8327
2022-03-28,-11.8327
2022-03-29,-11.8327
2022-03-30,-11.8327
2022-03-31,-10.1993
2022-04-01,-10.1993
2022-04-02,-10.1993
2022-04-03,-10.1993
2022-04-04,-10.1993
2022-04-05,-10.1993
2022-04-06,-10.1993
2022-04-07,-10.1993
2022-04-08,-10.1993
2022-04-09,-10.1993
2022-04-10,-10.1993
2022-04-11,-10.1993
2022-04-12,-10.1993
2022-04-13,-10.1993
2022-04-14,-10.1993
2022-04-15,-10.1993
2022-04-16,-10.1993
2022-04-17,-10.1993
2022-04-18,-10.1993
2022-04-19,-10.1993
2022-04-20,-10.1993
2022-04-21,-10.1993
2022-04-22,-10.1993
2022-04-23,-10.1993
2022-04-24,-10.1993
2022-04-25,-10.1993
2022-04-26,-10.1993
2022-04-27,-10.1993
2022-04-28,-10.1993
2022-04-29,-10.1993
2022-04-30,-10.1993
2022-05-01,-10.1993
2022-05-02,-10.1993
2022-05-03,-10.1993
2022-05-04,-10.1993
2022-05-05,-10.1993
2022-05-06,-10.1993
2022-05-07,-10.1993
2022-05-08,-10.1993
2022-05-09,-10.1993
2022-05-10,-10.1993
2022-05-11,-10.1993
2022-05-12,-10.1993
2022-05-13,-10.1993
2022-05-14,-10.1993
2022-05-15,-10.1993
2022-05-16,-10.1993
2022-05-17,-10.1993
2022-05-18,-10.1993
2022-05-19,-10.1993
2022-05-20,-10.1993
2022-05-21,-10.1993
2022-05-22,-10.1993
2022-05-23,-10.1993
2022-05-24,-10.1993
2022-05-25,-10.1993
2022-05-26,-10.1993
2022-05-27,-10.1993
2022-05-28,-10.1993
2022-05-29,-10.1993
2022-05-30,-10.1993
2022-05-31,-10.1993
2022-06-01,-10.1993
2022-06-02,-10.1993
2022-06-03,-10.1993
2022-06-04,-10.1993
2022-06-05,-10.1993
2022-06-06,-10.1993
2022-06-07,-10.1993
2022-06-08,-10.1993
2022-06-09,-10.1993
2022-06-10,-10.1993
2022-06-11,-10.1993
2022-06-12,-10.1993
2022-06-13,-10.1993
2022-06-14,-10.1993
2022-06-15,-10.1993
2022-06-16,-10.1993
2022-06-17,-10.1993
2022-06-18,-10.1993
2022-06-19,-10.1993
2022-06-20,-10.1993
2022-06-21,-10.1993
2022-06-22,-10.1993
2022-06-23,-10.1993
2022-06-24,-10.1993
2022-06-25,-10.1993
2022-06-26,-10.1993
2022-06-27,-10.1993
2022-06-28,-10.1993
2022-06-29,-10.1993
2022-06-30,-8.0207
2022-07-01,-8.0207
2022-07-02,-8.0207
2022-07-03,-8.0207
2022-07-04,-8.0207
2022-07-05,-8.0207
2022-07-06,-8.0207
2022-07-07,-8.0207
2022-07-08,-8.0207
2022-07-09,-8.0207
2022-07-10,-8.0207
2022-07-11,-8.0207
2022-07-12,-8.0207
2022-07-13,-8.0207
2022-07-14,-8.0207
2022-07-15,-8.0207
2022-07-16,-8.0207
2022-07-17,-8.0207
2022-07-18,-8.0207
2022-07-19,-8.0207
2022-07-20,-8.0207
2022-07-21,-8.0207
2022-07-22,-8.0207
2022-07-23,-8.0207
2022-07-24,-8.0207
2022-07-25,-8.0207
2022-07-26,-8.0207
2022-07-27,-8.0207
2022-07-28,-8.0207
2022-07-29,-8.0207
2022-07-30,-8.0207
2022-07-31,-8.0207
2022-08-01,-8.0207
2022-08-02,-8.0207
2022-08-03,-8.0207
2022-08-04,-8.0207
2022-08-05,-8.0207
2022-08-06,-8.0207
2022-08-07,-8.0207
2022-08-08,-8.0207
2022-08-09,-8.0207
2022-08-10,-8.0207
2022-08-11,-8.0207
2022-08-12,-8.0207
2022-08-13,-8.0207
2022-08-14,-8.0207
2022-08-15,-8.0207
2022-08-16,-8.0207
2022-08-17,-8.0207
2022-08-18,-8.0207
2022-08-19,-8.0207
2022-08-20,-8.0207
2022-08-21,-8.0207
2022-08-22,-8.0207
2022-08-23,-8.0207
2022-08-24,-8.0207
2022-08-25,-8.0207
2022-08-26,-8.0207
2022-08-27,-8.0207
2022-08-28,-8.0207
2022-08-29,-8.0207
2022-08-30,-8.0207
2022-08-31,-8.0207
2022-09-01,-8.0207
2022-09-02,-8.0207
2022-09-03,-8.0207
2022-09-04,-8.0207
2022-09-05,-8.0207
2022-09-06,-8.0207
2022-09-07,-8.0207
2022-09-08,-8.0207
2022-09-09,-8.0207
2022-09-10,-8.0207
2022-09-11,-8.0207
2022-09-12,-8.0207
2022-09-13,-8.0207
2022-09-14,-8.0207
2022-09-15,-8.0207
2022-09-16,-8.0207
2022-09-17,-8.0207
2022-09-18,-8.0207
2022-09-19,-8.0207
2022-09-20,-8.0207
2022-09-21,-8.0207
2022-09-22,-8.0207
2022-09-23,-8.0207
2022-09-24,-8.0207
2022-09-25,-8.0207
2022-09-26,-8.0207
2022-09-27,-8.0207
2022-09-28,-8.0207
2022-09-29,-8.0207
2022-09-30,-4.4313
2022-10-01,-4.4313
2022-10-02,-4.4313
2022-10-03,-4.4313
2022-10-04,-4.4313
2022-10-05,-4.4313
2022-10-06,-4.4313
2022-10-07,-4.4313
2022-10-08,-4.4313
2022-10-09,-4.4313
2022-10-10,-4.4313
2022-10-11,-4.4313
2022-10-12,-4.4313
2022-10-13,-4.4313
2022-10-14,-4.4313
2022-10-15,-4.4313
2022-10-16,-4.4313
2022-10-17,-4.4313
2022-10-18,-4.4313
2022-10-19,-4.4313
2022-10-20,-4.4313
2022-10-21,-4.4313
2022-10-22,-4.4313
2022-10-23,-4.4313
2022-10-24,-4.4313
2022-10-25,-4.4313
2022-10-26,-4.4313
2022-10-27,-4.4313
2022-10-28,-4.4313
2022-10-29,-4.4313
2022-10-30,-4.4313
2022-10-31,-4.4313
2022-11-01,-4.4313
2022-11-02,-4.4313
2022-11-03,-4.4313
2022-11-04,-4.4313
2022-11-05,-4.4313
2022-11-06,-4.4313
2022-11-07,-4.4313
2022-11-08,-4.4313
2022-11-09,-4.4313
2022-11-10,-4.4313
2022-11-11,-4.4313
2022-11-12,-4.4313
2022-11-13,-4.4313
2022-11-14,-4.4313
2022-11-15,-4.4313
2022-11-16,-4.4313
2022-11-17,-4.4313
2022-11-18,-4.4313
2022-11-19,-4.4313
2022-11-20,-4.4313
2022-11-21,-4.4313
2022-11-22,-4.4313
2022-11-23,-4.4313
2022-11-24,-4.4313
2022-11-25,-4.4313
2022-11-26,-4.4313
2022-11-27,-4.4313
2022-11-28,-4.4313
2022-11-29,-4.4313
2022-11-30,-4.4313
2022-12-01,-4.4313
2022-12-02,-4.4313
2022-12-03,-4.4313
2022-12-04,-4.4313
2022-12-05,-4.4313
2022-12-06,-4.4313
2022-12-07,-4.4313
2022-12-08,-4.4313
2022-12-09,-4.4313
2022-12-10,-4.4313
2022-12-11,-4.4313
2022-12-12,-4.4313
2022-12-13,-4.4313
2022-12-14,-4.4313
2022-12-15,-4.4313
2022-12-16,-4.4313
2022-12-17,-4.4313
2022-12-18,-4.4313
2022-12-19,-4.4313
2022-12-20,-4.4313
2022-12-21,-4.4313
2022-12-22,-4.4313
2022-12-23,-4.4313
2022-12-24,-4.4313
2022-12-25,-4.4313
2022-12-26,-4.4313
2022-12-27,-4.4313
2022-12-28,-4.4313
2022-12-29,-4.4313
2022-12-30,-4.4313
2022-12-31,-35.2002
2023-01-01,-35.2002
2023-01-02,-35.2002
2023-01-03,-35.2002
2023-01-04,-35.2002
2023-01-05,-35.2002
2023-01-06,-35.2002
