,ULH US Equity
2020-10-14,19.1031
2020-10-15,19.1031
2020-10-16,19.1031
2020-10-17,19.1031
2020-10-18,19.1031
2020-10-19,19.1031
2020-10-20,19.1031
2020-10-21,19.1031
2020-10-22,19.1031
2020-10-23,19.1031
2020-10-24,19.1031
2020-10-25,19.1031
2020-10-26,19.1031
2020-10-27,19.1031
2020-10-28,19.1031
2020-10-29,19.1031
2020-10-30,19.1031
2020-10-31,19.1031
2020-11-01,19.1031
2020-11-02,19.1031
2020-11-03,19.1031
2020-11-04,19.1031
2020-11-05,19.1031
2020-11-06,19.1031
2020-11-07,19.1031
2020-11-08,19.1031
2020-11-09,19.1031
2020-11-10,19.1031
2020-11-11,19.1031
2020-11-12,19.1031
2020-11-13,19.1031
2020-11-14,19.1031
2020-11-15,19.1031
2020-11-16,19.1031
2020-11-17,19.1031
2020-11-18,19.1031
2020-11-19,19.1031
2020-11-20,19.1031
2020-11-21,19.1031
2020-11-22,19.1031
2020-11-23,19.1031
2020-11-24,19.1031
2020-11-25,19.1031
2020-11-26,19.1031
2020-11-27,19.1031
2020-11-28,19.1031
2020-11-29,19.1031
2020-11-30,19.1031
2020-12-01,19.1031
2020-12-02,19.1031
2020-12-03,19.1031
2020-12-04,19.1031
2020-12-05,19.1031
2020-12-06,19.1031
2020-12-07,19.1031
2020-12-08,19.1031
2020-12-09,19.1031
2020-12-10,19.1031
2020-12-11,19.1031
2020-12-12,19.1031
2020-12-13,19.1031
2020-12-14,19.1031
2020-12-15,19.1031
2020-12-16,19.1031
2020-12-17,19.1031
2020-12-18,19.1031
2020-12-19,19.1031
2020-12-20,19.1031
2020-12-21,19.1031
2020-12-22,19.1031
2020-12-23,19.1031
2020-12-24,19.1031
2020-12-25,19.1031
2020-12-26,19.1031
2020-12-27,19.1031
2020-12-28,19.1031
2020-12-29,19.1031
2020-12-30,19.1031
2020-12-31,21.6426
2021-01-01,21.6426
2021-01-02,21.6426
2021-01-03,21.6426
2021-01-04,21.6426
2021-01-05,21.6426
2021-01-06,21.6426
2021-01-07,21.6426
2021-01-08,21.6426
2021-01-09,21.6426
2021-01-10,21.6426
2021-01-11,21.6426
2021-01-12,21.6426
2021-01-13,21.6426
2021-01-14,21.6426
2021-01-15,21.6426
2021-01-16,21.6426
2021-01-17,21.6426
2021-01-18,21.6426
2021-01-19,21.6426
2021-01-20,21.6426
2021-01-21,21.6426
2021-01-22,21.6426
2021-01-23,21.6426
2021-01-24,21.6426
2021-01-25,21.6426
2021-01-26,21.6426
2021-01-27,21.6426
2021-01-28,21.6426
2021-01-29,21.6426
2021-01-30,21.6426
2021-01-31,21.6426
2021-02-01,21.6426
2021-02-02,21.6426
2021-02-03,21.6426
2021-02-04,21.6426
2021-02-05,21.6426
2021-02-06,21.6426
2021-02-07,21.6426
2021-02-08,21.6426
2021-02-09,21.6426
2021-02-10,21.6426
2021-02-11,21.6426
2021-02-12,21.6426
2021-02-13,21.6426
2021-02-14,21.6426
2021-02-15,21.6426
2021-02-16,21.6426
2021-02-17,21.6426
2021-02-18,21.6426
2021-02-19,21.6426
2021-02-20,21.6426
2021-02-21,21.6426
2021-02-22,21.6426
2021-02-23,21.6426
2021-02-24,21.6426
2021-02-25,21.6426
2021-02-26,21.6426
2021-02-27,21.6426
2021-02-28,21.6426
2021-03-01,21.6426
2021-03-02,21.6426
2021-03-03,21.6426
2021-03-04,21.6426
2021-03-05,21.6426
2021-03-06,21.6426
2021-03-07,21.6426
2021-03-08,21.6426
2021-03-09,21.6426
2021-03-10,21.6426
2021-03-11,21.6426
2021-03-12,21.6426
2021-03-13,21.6426
2021-03-14,21.6426
2021-03-15,21.6426
2021-03-16,21.6426
2021-03-17,21.6426
2021-03-18,21.6426
2021-03-19,21.6426
2021-03-20,21.6426
2021-03-21,21.6426
2021-03-22,21.6426
2021-03-23,21.6426
2021-03-24,21.6426
2021-03-25,21.6426
2021-03-26,21.6426
2021-03-27,21.6426
2021-03-28,21.6426
2021-03-29,21.6426
2021-03-30,21.6426
2021-03-31,21.6426
2021-04-01,21.6426
2021-04-02,21.6426
2021-04-03,24.6031
2021-04-04,24.6031
2021-04-05,24.6031
2021-04-06,24.6031
2021-04-07,24.6031
2021-04-08,24.6031
2021-04-09,24.6031
2021-04-10,24.6031
2021-04-11,24.6031
2021-04-12,24.6031
2021-04-13,24.6031
2021-04-14,24.6031
2021-04-15,24.6031
2021-04-16,24.6031
2021-04-17,24.6031
2021-04-18,24.6031
2021-04-19,24.6031
2021-04-20,24.6031
2021-04-21,24.6031
2021-04-22,24.6031
2021-04-23,24.6031
2021-04-24,24.6031
2021-04-25,24.6031
2021-04-26,24.6031
2021-04-27,24.6031
2021-04-28,24.6031
2021-04-29,24.6031
2021-04-30,24.6031
2021-05-01,24.6031
2021-05-02,24.6031
2021-05-03,24.6031
2021-05-04,24.6031
2021-05-05,24.6031
2021-05-06,24.6031
2021-05-07,24.6031
2021-05-08,24.6031
2021-05-09,24.6031
2021-05-10,24.6031
2021-05-11,24.6031
2021-05-12,24.6031
2021-05-13,24.6031
2021-05-14,24.6031
2021-05-15,24.6031
2021-05-16,24.6031
2021-05-17,24.6031
2021-05-18,24.6031
2021-05-19,24.6031
2021-05-20,24.6031
2021-05-21,24.6031
2021-05-22,24.6031
2021-05-23,24.6031
2021-05-24,24.6031
2021-05-25,24.6031
2021-05-26,24.6031
2021-05-27,24.6031
2021-05-28,24.6031
2021-05-29,24.6031
2021-05-30,24.6031
2021-05-31,24.6031
2021-06-01,24.6031
2021-06-02,24.6031
2021-06-03,24.6031
2021-06-04,24.6031
2021-06-05,24.6031
2021-06-06,24.6031
2021-06-07,24.6031
2021-06-08,24.6031
2021-06-09,24.6031
2021-06-10,24.6031
2021-06-11,24.6031
2021-06-12,24.6031
2021-06-13,24.6031
2021-06-14,24.6031
2021-06-15,24.6031
2021-06-16,24.6031
2021-06-17,24.6031
2021-06-18,24.6031
2021-06-19,24.6031
2021-06-20,24.6031
2021-06-21,24.6031
2021-06-22,24.6031
2021-06-23,24.6031
2021-06-24,24.6031
2021-06-25,24.6031
2021-06-26,24.6031
2021-06-27,24.6031
2021-06-28,24.6031
2021-06-29,24.6031
2021-06-30,24.6031
2021-07-01,24.6031
2021-07-02,24.6031
2021-07-03,30.9194
2021-07-04,30.9194
2021-07-05,30.9194
2021-07-06,30.9194
2021-07-07,30.9194
2021-07-08,30.9194
2021-07-09,30.9194
2021-07-10,30.9194
2021-07-11,30.9194
2021-07-12,30.9194
2021-07-13,30.9194
2021-07-14,30.9194
2021-07-15,30.9194
2021-07-16,30.9194
2021-07-17,30.9194
2021-07-18,30.9194
2021-07-19,30.9194
2021-07-20,30.9194
2021-07-21,30.9194
2021-07-22,30.9194
2021-07-23,30.9194
2021-07-24,30.9194
2021-07-25,30.9194
2021-07-26,30.9194
2021-07-27,30.9194
2021-07-28,30.9194
2021-07-29,30.9194
2021-07-30,30.9194
2021-07-31,30.9194
2021-08-01,30.9194
2021-08-02,30.9194
2021-08-03,30.9194
2021-08-04,30.9194
2021-08-05,30.9194
2021-08-06,30.9194
2021-08-07,30.9194
2021-08-08,30.9194
2021-08-09,30.9194
2021-08-10,30.9194
2021-08-11,30.9194
2021-08-12,30.9194
2021-08-13,30.9194
2021-08-14,30.9194
2021-08-15,30.9194
2021-08-16,30.9194
2021-08-17,30.9194
2021-08-18,30.9194
2021-08-19,30.9194
2021-08-20,30.9194
2021-08-21,30.9194
2021-08-22,30.9194
2021-08-23,30.9194
2021-08-24,30.9194
2021-08-25,30.9194
2021-08-26,30.9194
2021-08-27,30.9194
2021-08-28,30.9194
2021-08-29,30.9194
2021-08-30,30.9194
2021-08-31,30.9194
2021-09-01,30.9194
2021-09-02,30.9194
2021-09-03,30.9194
2021-09-04,30.9194
2021-09-05,30.9194
2021-09-06,30.9194
2021-09-07,30.9194
2021-09-08,30.9194
2021-09-09,30.9194
2021-09-10,30.9194
2021-09-11,30.9194
2021-09-12,30.9194
2021-09-13,30.9194
2021-09-14,30.9194
2021-09-15,30.9194
2021-09-16,30.9194
2021-09-17,30.9194
2021-09-18,30.9194
2021-09-19,30.9194
2021-09-20,30.9194
2021-09-21,30.9194
2021-09-22,30.9194
2021-09-23,30.9194
2021-09-24,30.9194
2021-09-25,30.9194
2021-09-26,30.9194
2021-09-27,30.9194
2021-09-28,30.9194
2021-09-29,30.9194
2021-09-30,30.9194
2021-10-01,30.9194
2021-10-02,28.6179
2021-10-03,28.6179
2021-10-04,28.6179
2021-10-05,28.6179
2021-10-06,28.6179
2021-10-07,28.6179
2021-10-08,28.6179
2021-10-09,28.6179
2021-10-10,28.6179
2021-10-11,28.6179
2021-10-12,28.6179
2021-10-13,28.6179
2021-10-14,28.6179
2021-10-15,28.6179
2021-10-16,28.6179
2021-10-17,28.6179
2021-10-18,28.6179
2021-10-19,28.6179
2021-10-20,28.6179
2021-10-21,28.6179
2021-10-22,28.6179
2021-10-23,28.6179
2021-10-24,28.6179
2021-10-25,28.6179
2021-10-26,28.6179
2021-10-27,28.6179
2021-10-28,28.6179
2021-10-29,28.6179
2021-10-30,28.6179
2021-10-31,28.6179
2021-11-01,28.6179
2021-11-02,28.6179
2021-11-03,28.6179
2021-11-04,28.6179
2021-11-05,28.6179
2021-11-06,28.6179
2021-11-07,28.6179
2021-11-08,28.6179
2021-11-09,28.6179
2021-11-10,28.6179
2021-11-11,28.6179
2021-11-12,28.6179
2021-11-13,28.6179
2021-11-14,28.6179
2021-11-15,28.6179
2021-11-16,28.6179
2021-11-17,28.6179
2021-11-18,28.6179
2021-11-19,28.6179
2021-11-20,28.6179
2021-11-21,28.6179
2021-11-22,28.6179
2021-11-23,28.6179
2021-11-24,28.6179
2021-11-25,28.6179
2021-11-26,28.6179
2021-11-27,28.6179
2021-11-28,28.6179
2021-11-29,28.6179
2021-11-30,28.6179
2021-12-01,28.6179
2021-12-02,28.6179
2021-12-03,28.6179
2021-12-04,28.6179
2021-12-05,28.6179
2021-12-06,28.6179
2021-12-07,28.6179
2021-12-08,28.6179
2021-12-09,28.6179
2021-12-10,28.6179
2021-12-11,28.6179
2021-12-12,28.6179
2021-12-13,28.6179
2021-12-14,28.6179
2021-12-15,28.6179
2021-12-16,28.6179
2021-12-17,28.6179
2021-12-18,28.6179
2021-12-19,28.6179
2021-12-20,28.6179
2021-12-21,28.6179
2021-12-22,28.6179
2021-12-23,28.6179
2021-12-24,28.6179
2021-12-25,28.6179
2021-12-26,28.6179
2021-12-27,28.6179
2021-12-28,28.6179
2021-12-29,28.6179
2021-12-30,28.6179
2021-12-31,27.2179
2022-01-01,27.2179
2022-01-02,27.2179
2022-01-03,27.2179
2022-01-04,27.2179
2022-01-05,27.2179
2022-01-06,27.2179
2022-01-07,27.2179
2022-01-08,27.2179
2022-01-09,27.2179
2022-01-10,27.2179
2022-01-11,27.2179
2022-01-12,27.2179
2022-01-13,27.2179
2022-01-14,27.2179
2022-01-15,27.2179
2022-01-16,27.2179
2022-01-17,27.2179
2022-01-18,27.2179
2022-01-19,27.2179
2022-01-20,27.2179
2022-01-21,27.2179
2022-01-22,27.2179
2022-01-23,27.2179
2022-01-24,27.2179
2022-01-25,27.2179
2022-01-26,27.2179
2022-01-27,27.2179
2022-01-28,27.2179
2022-01-29,27.2179
2022-01-30,27.2179
2022-01-31,27.2179
2022-02-01,27.2179
2022-02-02,27.2179
2022-02-03,27.2179
2022-02-04,27.2179
2022-02-05,27.2179
2022-02-06,27.2179
2022-02-07,27.2179
2022-02-08,27.2179
2022-02-09,27.2179
2022-02-10,27.2179
2022-02-11,27.2179
2022-02-12,27.2179
2022-02-13,27.2179
2022-02-14,27.2179
2022-02-15,27.2179
2022-02-16,27.2179
2022-02-17,27.2179
2022-02-18,27.2179
2022-02-19,27.2179
2022-02-20,27.2179
2022-02-21,27.2179
2022-02-22,27.2179
2022-02-23,27.2179
2022-02-24,27.2179
2022-02-25,27.2179
2022-02-26,27.2179
2022-02-27,27.2179
2022-02-28,27.2179
2022-03-01,27.2179
2022-03-02,27.2179
2022-03-03,27.2179
2022-03-04,27.2179
2022-03-05,27.2179
2022-03-06,27.2179
2022-03-07,27.2179
2022-03-08,27.2179
2022-03-09,27.2179
2022-03-10,27.2179
2022-03-11,27.2179
2022-03-12,27.2179
2022-03-13,27.2179
2022-03-14,27.2179
2022-03-15,27.2179
2022-03-16,27.2179
2022-03-17,27.2179
2022-03-18,27.2179
2022-03-19,27.2179
2022-03-20,27.2179
2022-03-21,27.2179
2022-03-22,27.2179
2022-03-23,27.2179
2022-03-24,27.2179
2022-03-25,27.2179
2022-03-26,27.2179
2022-03-27,27.2179
2022-03-28,27.2179
2022-03-29,27.2179
2022-03-30,27.2179
2022-03-31,27.2179
2022-04-01,27.2179
2022-04-02,31.7059
2022-04-03,31.7059
2022-04-04,31.7059
2022-04-05,31.7059
2022-04-06,31.7059
2022-04-07,31.7059
2022-04-08,31.7059
2022-04-09,31.7059
2022-04-10,31.7059
2022-04-11,31.7059
2022-04-12,31.7059
2022-04-13,31.7059
2022-04-14,31.7059
2022-04-15,31.7059
2022-04-16,31.7059
2022-04-17,31.7059
2022-04-18,31.7059
2022-04-19,31.7059
2022-04-20,31.7059
2022-04-21,31.7059
2022-04-22,31.7059
2022-04-23,31.7059
2022-04-24,31.7059
2022-04-25,31.7059
2022-04-26,31.7059
2022-04-27,31.7059
2022-04-28,31.7059
2022-04-29,31.7059
2022-04-30,31.7059
2022-05-01,31.7059
2022-05-02,31.7059
2022-05-03,31.7059
2022-05-04,31.7059
2022-05-05,31.7059
2022-05-06,31.7059
2022-05-07,31.7059
2022-05-08,31.7059
2022-05-09,31.7059
2022-05-10,31.7059
2022-05-11,31.7059
2022-05-12,31.7059
2022-05-13,31.7059
2022-05-14,31.7059
2022-05-15,31.7059
2022-05-16,31.7059
2022-05-17,31.7059
2022-05-18,31.7059
2022-05-19,31.7059
2022-05-20,31.7059
2022-05-21,31.7059
2022-05-22,31.7059
2022-05-23,31.7059
2022-05-24,31.7059
2022-05-25,31.7059
2022-05-26,31.7059
2022-05-27,31.7059
2022-05-28,31.7059
2022-05-29,31.7059
2022-05-30,31.7059
2022-05-31,31.7059
2022-06-01,31.7059
2022-06-02,31.7059
2022-06-03,31.7059
2022-06-04,31.7059
2022-06-05,31.7059
2022-06-06,31.7059
2022-06-07,31.7059
2022-06-08,31.7059
2022-06-09,31.7059
2022-06-10,31.7059
2022-06-11,31.7059
2022-06-12,31.7059
2022-06-13,31.7059
2022-06-14,31.7059
2022-06-15,31.7059
2022-06-16,31.7059
2022-06-17,31.7059
2022-06-18,31.7059
2022-06-19,31.7059
2022-06-20,31.7059
2022-06-21,31.7059
2022-06-22,31.7059
2022-06-23,31.7059
2022-06-24,31.7059
2022-06-25,31.7059
2022-06-26,31.7059
2022-06-27,31.7059
2022-06-28,31.7059
2022-06-29,31.7059
2022-06-30,31.7059
2022-07-01,31.7059
2022-07-02,34.8847
2022-07-03,34.8847
2022-07-04,34.8847
2022-07-05,34.8847
2022-07-06,34.8847
2022-07-07,34.8847
2022-07-08,34.8847
2022-07-09,34.8847
2022-07-10,34.8847
2022-07-11,34.8847
2022-07-12,34.8847
2022-07-13,34.8847
2022-07-14,34.8847
2022-07-15,34.8847
2022-07-16,34.8847
2022-07-17,34.8847
2022-07-18,34.8847
2022-07-19,34.8847
2022-07-20,34.8847
2022-07-21,34.8847
2022-07-22,34.8847
2022-07-23,34.8847
2022-07-24,34.8847
2022-07-25,34.8847
2022-07-26,34.8847
2022-07-27,34.8847
2022-07-28,34.8847
2022-07-29,34.8847
2022-07-30,34.8847
2022-07-31,34.8847
2022-08-01,34.8847
2022-08-02,34.8847
2022-08-03,34.8847
2022-08-04,34.8847
2022-08-05,34.8847
2022-08-06,34.8847
2022-08-07,34.8847
2022-08-08,34.8847
2022-08-09,34.8847
2022-08-10,34.8847
2022-08-11,34.8847
2022-08-12,34.8847
2022-08-13,34.8847
2022-08-14,34.8847
2022-08-15,34.8847
2022-08-16,34.8847
2022-08-17,34.8847
2022-08-18,34.8847
2022-08-19,34.8847
2022-08-20,34.8847
2022-08-21,34.8847
2022-08-22,34.8847
2022-08-23,34.8847
2022-08-24,34.8847
2022-08-25,34.8847
2022-08-26,34.8847
2022-08-27,34.8847
2022-08-28,34.8847
2022-08-29,34.8847
2022-08-30,34.8847
2022-08-31,34.8847
2022-09-01,34.8847
2022-09-02,34.8847
2022-09-03,34.8847
2022-09-04,34.8847
2022-09-05,34.8847
2022-09-06,34.8847
2022-09-07,34.8847
2022-09-08,34.8847
2022-09-09,34.8847
2022-09-10,34.8847
2022-09-11,34.8847
2022-09-12,34.8847
2022-09-13,34.8847
2022-09-14,34.8847
2022-09-15,34.8847
2022-09-16,34.8847
2022-09-17,34.8847
2022-09-18,34.8847
2022-09-19,34.8847
2022-09-20,34.8847
2022-09-21,34.8847
2022-09-22,34.8847
2022-09-23,34.8847
2022-09-24,34.8847
2022-09-25,34.8847
2022-09-26,34.8847
2022-09-27,34.8847
2022-09-28,34.8847
2022-09-29,34.8847
2022-09-30,34.8847
2022-10-01,43.0791
2022-10-02,43.0791
2022-10-03,43.0791
2022-10-04,43.0791
2022-10-05,43.0791
2022-10-06,43.0791
2022-10-07,43.0791
2022-10-08,43.0791
2022-10-09,43.0791
2022-10-10,43.0791
2022-10-11,43.0791
2022-10-12,43.0791
2022-10-13,43.0791
2022-10-14,43.0791
2022-10-15,43.0791
2022-10-16,43.0791
2022-10-17,43.0791
2022-10-18,43.0791
2022-10-19,43.0791
2022-10-20,43.0791
2022-10-21,43.0791
2022-10-22,43.0791
2022-10-23,43.0791
2022-10-24,43.0791
2022-10-25,43.0791
2022-10-26,43.0791
2022-10-27,43.0791
2022-10-28,43.0791
2022-10-29,43.0791
2022-10-30,43.0791
2022-10-31,43.0791
2022-11-01,43.0791
2022-11-02,43.0791
2022-11-03,43.0791
2022-11-04,43.0791
2022-11-05,43.0791
2022-11-06,43.0791
2022-11-07,43.0791
2022-11-08,43.0791
2022-11-09,43.0791
2022-11-10,43.0791
2022-11-11,43.0791
2022-11-12,43.0791
2022-11-13,43.0791
2022-11-14,43.0791
2022-11-15,43.0791
2022-11-16,43.0791
2022-11-17,43.0791
2022-11-18,43.0791
2022-11-19,43.0791
2022-11-20,43.0791
2022-11-21,43.0791
2022-11-22,43.0791
2022-11-23,43.0791
2022-11-24,43.0791
2022-11-25,43.0791
2022-11-26,43.0791
2022-11-27,43.0791
2022-11-28,43.0791
2022-11-29,43.0791
2022-11-30,43.0791
2022-12-01,43.0791
2022-12-02,43.0791
2022-12-03,43.0791
2022-12-04,43.0791
2022-12-05,43.0791
2022-12-06,43.0791
2022-12-07,43.0791
2022-12-08,43.0791
2022-12-09,43.0791
2022-12-10,43.0791
2022-12-11,43.0791
2022-12-12,43.0791
2022-12-13,43.0791
2022-12-14,43.0791
2022-12-15,43.0791
2022-12-16,43.0791
2022-12-17,43.0791
2022-12-18,43.0791
2022-12-19,43.0791
2022-12-20,43.0791
2022-12-21,43.0791
2022-12-22,43.0791
2022-12-23,43.0791
2022-12-24,43.0791
2022-12-25,43.0791
2022-12-26,43.0791
2022-12-27,43.0791
2022-12-28,43.0791
2022-12-29,43.0791
2022-12-30,43.0791
2022-12-31,45.0204
2023-01-01,45.0204
2023-01-02,45.0204
2023-01-03,45.0204
2023-01-04,45.0204
2023-01-05,45.0204
2023-01-06,45.0204
2023-01-07,45.0204
2023-01-08,45.0204
2023-01-09,45.0204
2023-01-10,45.0204
2023-01-11,45.0204
2023-01-12,45.0204
2023-01-13,45.0204
2023-01-14,45.0204
2023-01-15,45.0204
2023-01-16,45.0204
2023-01-17,45.0204
2023-01-18,45.0204
2023-01-19,45.0204
2023-01-20,45.0204
2023-01-21,45.0204
2023-01-22,45.0204
2023-01-23,45.0204
2023-01-24,45.0204
2023-01-25,45.0204
2023-01-26,45.0204
2023-01-27,45.0204
2023-01-28,45.0204
2023-01-29,45.0204
2023-01-30,45.0204
2023-01-31,45.0204
2023-02-01,45.0204
2023-02-02,45.0204
2023-02-03,45.0204
2023-02-04,45.0204
2023-02-05,45.0204
2023-02-06,45.0204
2023-02-07,45.0204
2023-02-08,45.0204
2023-02-09,45.0204
2023-02-10,45.0204
2023-02-11,45.0204
2023-02-12,45.0204
2023-02-13,45.0204
2023-02-14,45.0204
2023-02-15,45.0204
2023-02-16,45.0204
2023-02-17,45.0204
2023-02-18,45.0204
2023-02-19,45.0204
2023-02-20,45.0204
2023-02-21,45.0204
2023-02-22,45.0204
2023-02-23,45.0204
2023-02-24,45.0204
2023-02-25,45.0204
2023-02-26,45.0204
2023-02-27,45.0204
2023-02-28,45.0204
2023-03-01,45.0204
2023-03-02,45.0204
2023-03-03,45.0204
2023-03-04,45.0204
2023-03-05,45.0204
2023-03-06,45.0204
2023-03-07,45.0204
2023-03-08,45.0204
2023-03-09,45.0204
2023-03-10,45.0204
2023-03-11,45.0204
2023-03-12,45.0204
2023-03-13,45.0204
2023-03-14,45.0204
2023-03-15,45.0204
2023-03-16,45.0204
