,ECPG US Equity
2021-11-14,68.2924
2021-11-15,68.5062
2021-11-16,68.624
2021-11-17,68.2467
2021-11-18,68.8317
2021-11-19,67.0503
2021-11-20,67.0503
2021-11-21,67.0503
2021-11-22,67.4294
2021-11-23,67.5645
2021-11-24,66.3043
2021-11-25,66.3043
2021-11-26,66.7799
2021-11-27,66.7799
2021-11-28,66.7799
2021-11-29,66.1916
2021-11-30,63.584
2021-12-01,64.747
2021-12-02,65.3089
2021-12-03,63.7944
2021-12-04,63.7944
2021-12-05,63.7944
2021-12-06,51.7295
2021-12-07,56.2312
2021-12-08,57.3057
2021-12-09,57.0943
2021-12-10,61.484
2021-12-11,61.484
2021-12-12,61.484
2021-12-13,58.5769
2021-12-14,57.9694
2021-12-15,58.6663
2021-12-16,58.9013
2021-12-17,57.6378
2021-12-18,57.6378
2021-12-19,57.6378
2021-12-20,59.0775
2021-12-21,60.2597
2021-12-22,61.7359
2021-12-23,61.4036
2021-12-24,61.4036
2021-12-25,61.4036
2021-12-26,61.4036
2021-12-27,62.4694
2021-12-28,61.7773
2021-12-29,60.8017
2021-12-30,60.1351
2021-12-31,64.4628
2022-01-01,64.4628
2022-01-02,64.4628
2022-01-03,62.0709
2022-01-04,60.7386
2022-01-05,59.6786
2022-01-06,59.8597
2022-01-07,57.0741
2022-01-08,57.0741
2022-01-09,57.0741
2022-01-10,59.1796
2022-01-11,60.1018
2022-01-12,61.5062
2022-01-13,65.5971
2022-01-14,70.8815
2022-01-15,70.8815
2022-01-16,70.8815
2022-01-17,70.8815
2022-01-18,68.637
2022-01-19,65.6679
2022-01-20,60.3746
2022-01-21,61.1342
2022-01-22,61.1342
2022-01-23,61.1342
2022-01-24,62.853
2022-01-25,61.2517
2022-01-26,59.8069
2022-01-27,60.4388
2022-01-28,61.9348
2022-01-29,61.9348
2022-01-30,61.9348
2022-01-31,59.5516
2022-02-01,60.1399
2022-02-02,63.7287
2022-02-03,61.2572
2022-02-04,61.4055
2022-02-05,61.4055
2022-02-06,61.4055
2022-02-07,63.0002
2022-02-08,65.9554
2022-02-09,66.7424
2022-02-10,65.8582
2022-02-11,65.4378
2022-02-12,65.4378
2022-02-13,65.4378
2022-02-14,67.2678
2022-02-15,66.043
2022-02-16,67.7254
2022-02-17,68.0828
2022-02-18,68.2785
2022-02-19,68.2785
2022-02-20,68.2785
2022-02-21,68.2785
2022-02-22,66.8254
2022-02-23,64.8908
2022-02-24,54.0772
2022-02-25,55.2504
2022-02-26,55.2504
2022-02-27,55.2504
2022-02-28,53.4318
2022-03-01,51.6324
2022-03-02,53.6019
2022-03-03,54.8925
2022-03-04,53.9439
2022-03-05,53.9439
2022-03-06,53.9439
2022-03-07,52.4107
2022-03-08,49.4047
2022-03-09,53.206
2022-03-10,50.2935
2022-03-11,45.6506
2022-03-12,45.6506
2022-03-13,45.6506
2022-03-14,44.8042
2022-03-15,43.9764
2022-03-16,48.2156
2022-03-17,47.3663
2022-03-18,50.5546
2022-03-19,50.5546
2022-03-20,50.5546
2022-03-21,49.4268
2022-03-22,48.8214
2022-03-23,47.6966
2022-03-24,47.2096
2022-03-25,49.4555
2022-03-26,49.4555
2022-03-27,49.4555
2022-03-28,49.6553
2022-03-29,48.572
2022-03-30,47.7812
2022-03-31,47.5447
2022-04-01,48.3786
2022-04-02,48.3786
2022-04-03,48.3786
2022-04-04,46.2808
2022-04-05,45.1691
2022-04-06,44.7033
2022-04-07,44.5388
2022-04-08,45.7098
2022-04-09,45.7098
2022-04-10,45.7098
2022-04-11,46.0563
2022-04-12,43.5996
2022-04-13,39.9014
2022-04-14,42.5509
2022-04-15,42.5509
2022-04-16,42.5509
2022-04-17,42.5509
2022-04-18,41.8582
2022-04-19,43.4831
2022-04-20,43.6924
2022-04-21,42.9429
2022-04-22,40.5062
2022-04-23,40.5062
2022-04-24,40.5062
2022-04-25,41.7846
2022-04-26,40.5033
2022-04-27,39.307
2022-04-28,42.9642
2022-04-29,41.691
2022-04-30,41.691
2022-05-01,41.691
2022-05-02,42.3687
2022-05-03,42.713
2022-05-04,45.2282
2022-05-05,51.0053
2022-05-06,50.2939
2022-05-07,50.2939
2022-05-08,50.2939
2022-05-09,51.3174
2022-05-10,48.292
2022-05-11,47.6144
2022-05-12,45.1609
2022-05-13,44.5984
2022-05-14,44.5984
2022-05-15,44.5984
2022-05-16,44.6903
2022-05-17,44.6711
2022-05-18,41.3658
2022-05-19,40.4372
2022-05-20,42.5615
2022-05-21,42.5615
2022-05-22,42.5615
2022-05-23,43.3153
2022-05-24,44.2192
2022-05-25,46.2329
2022-05-26,48.4996
2022-05-27,49.3035
2022-05-28,49.3035
2022-05-29,49.3035
2022-05-30,49.3035
2022-05-31,51.5425
2022-06-01,50.7546
2022-06-02,50.663
2022-06-03,49.8261
2022-06-04,49.8261
2022-06-05,49.8261
2022-06-06,50.2979
2022-06-07,50.9658
2022-06-08,50.0709
2022-06-09,49.8947
2022-06-10,43.5322
2022-06-11,43.5322
2022-06-12,43.5322
2022-06-13,42.7102
2022-06-14,43.2241
2022-06-15,42.9097
2022-06-16,39.6663
2022-06-17,43.5901
2022-06-18,43.5901
2022-06-19,43.5901
2022-06-20,43.5901
2022-06-21,45.9476
2022-06-22,47.4931
2022-06-23,46.9721
2022-06-24,48.2924
2022-06-25,48.2924
2022-06-26,48.2924
2022-06-27,47.1017
2022-06-28,46.8312
2022-06-29,45.2412
2022-06-30,45.7776
2022-07-01,48.5417
2022-07-02,48.5417
2022-07-03,48.5417
2022-07-04,48.5417
2022-07-05,51.8476
2022-07-06,50.4623
2022-07-07,50.3647
2022-07-08,51.4582
2022-07-09,51.4582
2022-07-10,51.4582
2022-07-11,51.8968
2022-07-12,57.4429
2022-07-13,62.8917
2022-07-14,58.3636
2022-07-15,59.9459
2022-07-16,59.9459
2022-07-17,59.9459
2022-07-18,59.1705
2022-07-19,60.6355
2022-07-20,62.6599
2022-07-21,63.0081
2022-07-22,64.6819
2022-07-23,64.6819
2022-07-24,64.6819
2022-07-25,64.7257
2022-07-26,68.9163
2022-07-27,66.3036
2022-07-28,66.3559
2022-07-29,68.8657
2022-07-30,68.8657
2022-07-31,68.8657
2022-08-01,66.1726
2022-08-02,60.6625
2022-08-03,61.7829
2022-08-04,41.4658
2022-08-05,41.1024
2022-08-06,41.1024
2022-08-07,41.1024
2022-08-08,40.3706
2022-08-09,39.8982
2022-08-10,40.4429
2022-08-11,39.763
2022-08-12,41.7561
2022-08-13,41.7561
2022-08-14,41.7561
2022-08-15,42.7203
2022-08-16,42.262
2022-08-17,41.7377
2022-08-18,43.2451
2022-08-19,44.497
2022-08-20,44.497
2022-08-21,44.497
2022-08-22,43.1704
2022-08-23,43.7203
2022-08-24,43.435
2022-08-25,44.8879
2022-08-26,43.6022
2022-08-27,43.6022
2022-08-28,43.6022
2022-08-29,41.7012
2022-08-30,42.589
2022-08-31,41.7531
2022-09-01,40.7362
2022-09-02,40.1163
2022-09-03,40.1163
2022-09-04,40.1163
2022-09-05,40.1163
2022-09-06,39.3092
2022-09-07,38.811
2022-09-08,38.349
2022-09-09,38.9898
2022-09-10,38.9898
2022-09-11,38.9898
2022-09-12,38.2662
2022-09-13,37.7266
2022-09-14,36.9881
2022-09-15,36.4488
2022-09-16,35.4224
2022-09-17,35.4224
2022-09-18,35.4224
2022-09-19,35.7812
2022-09-20,34.8233
2022-09-21,35.3047
2022-09-22,34.7153
2022-09-23,34.1115
2022-09-24,34.1115
2022-09-25,34.1115
2022-09-26,31.9521
2022-09-27,31.5894
2022-09-28,31.2497
2022-09-29,30.7704
2022-09-30,29.5899
2022-10-01,29.5899
2022-10-02,29.5899
2022-10-03,33.7433
2022-10-04,36.0998
2022-10-05,35.8486
2022-10-06,33.8244
2022-10-07,33.5591
2022-10-08,33.5591
2022-10-09,33.5591
2022-10-10,33.9462
2022-10-11,35.6758
2022-10-12,37.0286
2022-10-13,38.6534
2022-10-14,37.2336
2022-10-15,37.2336
2022-10-16,37.2336
2022-10-17,36.5565
2022-10-18,36.2418
2022-10-19,35.8691
2022-10-20,33.9271
2022-10-21,36.958
2022-10-22,36.958
2022-10-23,36.958
2022-10-24,39.9543
2022-10-25,44.3783
2022-10-26,44.0123
2022-10-27,47.1671
2022-10-28,49.5701
2022-10-29,49.5701
2022-10-30,49.5701
2022-10-31,49.8223
2022-11-01,49.9634
2022-11-02,46.0954
2022-11-03,40.1642
2022-11-04,39.3595
2022-11-05,39.3595
2022-11-06,39.3595
2022-11-07,45.2219
2022-11-08,44.7444
2022-11-09,43.7877
2022-11-10,47.9454
2022-11-11,49.1037
2022-11-12,49.1037
2022-11-13,49.1037
2022-11-14,47.0676
2022-11-15,48.8977
2022-11-16,47.7895
2022-11-17,48.3234
2022-11-18,48.6576
2022-11-19,48.6576
2022-11-20,48.6576
2022-11-21,49.5231
2022-11-22,47.329
2022-11-23,47.7682
2022-11-24,47.7682
2022-11-25,49.2354
2022-11-26,49.2354
2022-11-27,49.2354
2022-11-28,48.0069
2022-11-29,49.6373
2022-11-30,50.907
2022-12-01,52.0308
2022-12-02,50.7828
2022-12-03,50.7828
2022-12-04,50.7828
2022-12-05,51.0259
2022-12-06,50.7665
2022-12-07,49.6976
2022-12-08,48.6613
2022-12-09,48.1187
2022-12-10,48.1187
2022-12-11,48.1187
2022-12-12,47.8547
2022-12-13,47.0296
2022-12-14,44.354
2022-12-15,46.9081
2022-12-16,43.1584
2022-12-17,43.1584
2022-12-18,43.1584
2022-12-19,43.4574
2022-12-20,42.2452
2022-12-21,45.1644
2022-12-22,44.4476
2022-12-23,44.5028
2022-12-24,44.5028
2022-12-25,44.5028
2022-12-26,44.5028
2022-12-27,44.5028
2022-12-28,43.1711
2022-12-29,46.1597
2022-12-30,47.0189
2022-12-31,47.0189
2023-01-01,47.0189
2023-01-02,47.0189
2023-01-03,50.6702
2023-01-04,51.9036
2023-01-05,50.8772
2023-01-06,54.6809
2023-01-07,54.6809
2023-01-08,54.6809
2023-01-09,54.5716
2023-01-10,57.9009
2023-01-11,56.2021
2023-01-12,57.0359
2023-01-13,57.5079
2023-01-14,57.5079
2023-01-15,57.5079
2023-01-16,57.5079
2023-01-17,57.9639
2023-01-18,57.7806
2023-01-19,59.8595
2023-01-20,60.9076
2023-01-21,60.9076
2023-01-22,60.9076
2023-01-23,61.8957
2023-01-24,61.6271
2023-01-25,62.2415
2023-01-26,62.5197
2023-01-27,61.7234
2023-01-28,61.7234
2023-01-29,61.7234
2023-01-30,62.2658
2023-01-31,63.9187
2023-02-01,62.3001
2023-02-02,65.9509
2023-02-03,66.6345
2023-02-04,66.6345
2023-02-05,66.6345
2023-02-06,66.2903
2023-02-07,66.6272
2023-02-08,65.7476
2023-02-09,65.8958
2023-02-10,65.9828
2023-02-11,65.9828
2023-02-12,65.9828
2023-02-13,66.3381
2023-02-14,58.6879
2023-02-15,61.2507
2023-02-16,61.7327
2023-02-17,63.155
2023-02-18,63.155
2023-02-19,63.155
2023-02-20,63.155
2023-02-21,62.9246
2023-02-22,61.5312
2023-02-23,50.6928
2023-02-24,50.6928
2023-02-25,50.6928
2023-02-26,50.6928
2023-02-27,50.2697
2023-02-28,45.2911
2023-03-01,48.5738
2023-03-02,50.485
2023-03-03,50.3542
2023-03-04,50.3542
2023-03-05,50.3542
2023-03-06,46.6066
2023-03-07,43.6702
2023-03-08,43.1974
2023-03-09,42.188
2023-03-10,39.8512
2023-03-11,39.8512
2023-03-12,39.8512
2023-03-13,36.5113
2023-03-14,36.6321
2023-03-15,35.582
2023-03-16,36.8614
2023-03-17,34.3003
2023-03-18,34.3003
