,GBDC US Equity
2023-03-18,40.2222
2023-03-19,40.2222
2023-03-20,43.5196
2023-03-21,48.0866
2023-03-22,45.6118
2023-03-23,45.1114
2023-03-24,48.6105
2023-03-25,48.6105
2023-03-26,48.6105
2023-03-27,49.4986
2023-03-28,49.0601
2023-03-29,51.2922
2023-03-30,52.0529
2023-03-31,54.6685
2023-04-01,54.6685
2023-04-02,54.6685
2023-04-03,53.58
2023-04-04,52.3811
2023-04-05,51.4288
2023-04-06,52.2152
2023-04-07,52.2152
2023-04-08,52.2152
2023-04-09,52.2152
2023-04-10,50.5229
2023-04-11,49.925
2023-04-12,51.0046
2023-04-13,53.2076
2023-04-14,52.5642
2023-04-15,52.5642
2023-04-16,52.5642
2023-04-17,52.5642
2023-04-18,47.9703
2023-04-19,50.7388
2023-04-20,48.8676
2023-04-21,49.9419
2023-04-22,49.9419
2023-04-23,49.9419
2023-04-24,51.804
2023-04-25,50.0001
2023-04-26,49.2899
2023-04-27,52.2155
2023-04-28,53.2206
2023-04-29,53.2206
2023-04-30,53.2206
2023-05-01,52.8374
2023-05-02,48.3916
2023-05-03,49.1099
2023-05-04,48.1848
2023-05-05,50.5917
2023-05-06,50.5917
2023-05-07,50.5917
2023-05-08,52.3105
2023-05-09,49.0178
2023-05-10,48.566
2023-05-11,47.994
2023-05-12,47.994
2023-05-13,47.994
2023-05-14,47.994
2023-05-15,48.6413
2023-05-16,47.78
2023-05-17,50.2534
2023-05-18,49.9956
2023-05-19,50.1279
2023-05-20,50.1279
2023-05-21,50.1279
2023-05-22,49.5848
2023-05-23,50.1436
2023-05-24,49.4351
2023-05-25,48.8636
2023-05-26,50.4916
2023-05-27,50.4916
2023-05-28,50.4916
2023-05-29,50.4916
2023-05-30,50.9324
2023-05-31,51.0825
2023-06-01,53.4982
2023-06-02,55.6234
2023-06-03,55.6234
2023-06-04,55.6234
2023-06-05,56.5814
2023-06-06,56.5814
2023-06-07,57.2862
2023-06-08,58.4038
2023-06-09,58.5441
2023-06-10,58.5441
2023-06-11,58.5441
2023-06-12,59.1146
2023-06-13,59.9694
2023-06-14,59.9694
2023-06-15,59.306
2023-06-16,56.9174
2023-06-17,56.9174
2023-06-18,56.9174
2023-06-19,56.9174
2023-06-20,57.08
2023-06-21,55.9873
2023-06-22,54.0603
2023-06-23,51.6101
2023-06-24,51.6101
2023-06-25,51.6101
2023-06-26,52.7185
2023-06-27,53.2721
2023-06-28,54.7343
2023-06-29,57.6475
2023-06-30,57.6475
2023-07-01,57.6475
2023-07-02,57.6475
2023-07-03,57.4149
2023-07-04,57.4149
2023-07-05,55.3361
2023-07-06,54.8793
2023-07-07,56.3696
2023-07-08,56.3696
2023-07-09,56.3696
2023-07-10,54.283
2023-07-11,55.048
2023-07-12,56.1857
2023-07-13,56.1857
2023-07-14,54.9456
2023-07-15,54.9456
2023-07-16,54.9456
2023-07-17,56.1472
2023-07-18,58.075
2023-07-19,58.2648
2023-07-20,58.4594
2023-07-21,61.0864
2023-07-22,61.0864
2023-07-23,61.0864
2023-07-24,63.1527
2023-07-25,61.192
2023-07-26,64.8964
2023-07-27,62.2249
2023-07-28,63.0125
2023-07-29,63.0125
2023-07-30,63.0125
2023-07-31,61.9437
2023-08-01,62.1099
2023-08-02,61.2793
2023-08-03,61.457
2023-08-04,63.5349
2023-08-05,63.5349
2023-08-06,63.5349
2023-08-07,64.5241
2023-08-08,68.6321
2023-08-09,75.3747
2023-08-10,69.7971
2023-08-11,69.3356
2023-08-12,69.3356
2023-08-13,69.3356
2023-08-14,69.0992
2023-08-15,69.7394
2023-08-16,69.7394
2023-08-17,67.7317
2023-08-18,68.5512
2023-08-19,68.5512
2023-08-20,68.5512
2023-08-21,68.6688
2023-08-22,64.6665
2023-08-23,65.1912
2023-08-24,65.7178
2023-08-25,64.9553
2023-08-26,64.9553
2023-08-27,64.9553
2023-08-28,66.1733
2023-08-29,67.0935
2023-08-30,66.8249
2023-08-31,64.8949
2023-09-01,65.7714
2023-09-02,65.7714
2023-09-03,65.7714
2023-09-04,65.7714
2023-09-05,61.0416
2023-09-06,58.8525
2023-09-07,60.4815
2023-09-08,60.6427
2023-09-09,60.6427
2023-09-10,60.6427
2023-09-11,61.7718
2023-09-12,58.0783
2023-09-13,57.6032
2023-09-14,57.6032
2023-09-15,60.6994
2023-09-16,60.6994
2023-09-17,60.6994
2023-09-18,60.8637
2023-09-19,62.3296
2023-09-20,62.0624
2023-09-21,57.2395
2023-09-22,58.2982
2023-09-23,58.2982
2023-09-24,58.2982
2023-09-25,59.1696
2023-09-26,54.2446
2023-09-27,55.3432
2023-09-28,58.4401
2023-09-29,62.4779
2023-09-30,62.4779
2023-10-01,62.4779
2023-10-02,54.7354
2023-10-03,52.099
2023-10-04,50.7504
2023-10-05,51.72
2023-10-06,53.1513
2023-10-07,53.1513
2023-10-08,53.1513
2023-10-09,54.844
2023-10-10,54.6582
2023-10-11,54.278
2023-10-12,53.5078
2023-10-13,54.6722
2023-10-14,54.6722
2023-10-15,54.6722
2023-10-16,60.39
2023-10-17,60.7836
2023-10-18,59.9617
2023-10-19,54.6138
2023-10-20,51.8787
2023-10-21,51.8787
2023-10-22,51.8787
2023-10-23,50.4097
2023-10-24,51.821
2023-10-25,50.8235
2023-10-26,51.94
2023-10-27,49.9296
2023-10-28,49.9296
2023-10-29,49.9296
2023-10-30,52.4673
2023-10-31,53.8289
2023-11-01,56.002
2023-11-02,58.6842
2023-11-03,59.0714
2023-11-04,59.0714
2023-11-05,59.0714
2023-11-06,58.5042
2023-11-07,57.9289
2023-11-08,57.1536
2023-11-09,57.5939
2023-11-10,58.1866
2023-11-11,58.1866
2023-11-12,58.1866
2023-11-13,59.0742
2023-11-14,60.3793
2023-11-15,60.524
2023-11-16,58.9647
2023-11-17,59.8812
2023-11-18,59.8812
2023-11-19,59.8812
2023-11-20,61.5115
2023-11-21,64.1171
2023-11-22,62.9568
2023-11-23,62.9568
2023-11-24,63.5034
2023-11-25,63.5034
2023-11-26,63.5034
2023-11-27,61.1692
2023-11-28,58.7134
2023-11-29,56.7839
2023-11-30,57.746
2023-12-01,58.5418
2023-12-02,58.5418
2023-12-03,58.5418
2023-12-04,59.0208
2023-12-05,59.5048
2023-12-06,57.4008
2023-12-07,57.7529
2023-12-08,59.1502
2023-12-09,59.1502
2023-12-10,59.1502
2023-12-11,60.0055
2023-12-12,62.5978
2023-12-13,63.9572
2023-12-14,64.9813
2023-12-15,65.5598
2023-12-16,65.5598
2023-12-17,65.5598
2023-12-18,64.4583
2023-12-19,66.0796
2023-12-20,62.5891
2023-12-21,63.3592
2023-12-22,63.9729
2023-12-23,63.9729
2023-12-24,63.9729
2023-12-25,63.9729
2023-12-26,64.5865
2023-12-27,65.3497
2023-12-28,67.5218
2023-12-29,61.9019
2023-12-30,61.9019
2023-12-31,61.9019
2024-01-01,61.9019
2024-01-02,61.3984
2024-01-03,60.8861
2024-01-04,64.2778
2024-01-05,64.4228
2024-01-06,64.4228
2024-01-07,64.4228
2024-01-08,65.9942
2024-01-09,63.8717
2024-01-10,64.8937
2024-01-11,62.2897
2024-01-12,61.0231
2024-01-13,61.0231
2024-01-14,61.0231
2024-01-15,61.0231
2024-01-16,57.1746
2024-01-17,59.3305
2024-01-18,61.4901
2024-01-19,62.2312
2024-01-20,62.2312
2024-01-21,62.2312
2024-01-22,64.0897
2024-01-23,65.7013
2024-01-24,59.9069
2024-01-25,61.7228
2024-01-26,62.7956
2024-01-27,62.7956
2024-01-28,62.7956
2024-01-29,60.5995
2024-01-30,60.7415
2024-01-31,55.3727
2024-02-01,54.7946
2024-02-02,55.5939
2024-02-03,55.5939
2024-02-04,55.5939
2024-02-05,56.5477
2024-02-06,52.4674
2024-02-07,56.7699
2024-02-08,55.1112
2024-02-09,55.559
2024-02-10,55.559
2024-02-11,55.559
2024-02-12,58.2851
2024-02-13,56.5842
2024-02-14,58.2716
2024-02-15,61.4965
2024-02-16,62.457
2024-02-17,62.457
2024-02-18,62.457
2024-02-19,62.457
2024-02-20,63.7434
2024-02-21,63.5387
2024-02-22,64.5974
2024-02-23,62.511
2024-02-24,62.511
2024-02-25,62.511
2024-02-26,61.4838
2024-02-27,62.6273
2024-02-28,60.963
2024-02-29,62.033
2024-03-01,60.5311
2024-03-02,60.5311
2024-03-03,60.5311
2024-03-04,62.0257
2024-03-05,62.4271
2024-03-06,64.3749
2024-03-07,62.3681
2024-03-08,62.5025
2024-03-09,62.5025
2024-03-10,62.5025
2024-03-11,62.9134
2024-03-12,66.2314
2024-03-13,66.8219
2024-03-14,62.3129
2024-03-15,63.8279
2024-03-16,63.8279
2024-03-17,63.8279
2024-03-18,60.8746
2024-03-19,60.4611
2024-03-20,60.8735
2024-03-21,62.1001
2024-03-22,61.6557
2024-03-23,61.6557
2024-03-24,61.6557
2024-03-25,65.3724
2024-03-26,66.3044
2024-03-27,67.1059
2024-03-28,70.0532
2024-03-29,70.0532
2024-03-30,70.0532
2024-03-31,70.0532
2024-04-01,68.0264
2024-04-02,68.7538
2024-04-03,68.7538
2024-04-04,63.8673
2024-04-05,66.4464
2024-04-06,66.4464
2024-04-07,66.4464
2024-04-08,65.1906
