,RUSHA US Equity
2021-06-29,40.4447
2021-06-30,43.1332
2021-07-01,43.2644
2021-07-02,42.5536
2021-07-03,42.5536
2021-07-04,42.5536
2021-07-05,42.5536
2021-07-06,40.583
2021-07-07,41.6728
2021-07-08,41.4309
2021-07-09,46.3191
2021-07-10,46.3191
2021-07-11,46.3191
2021-07-12,47.2451
2021-07-13,47.8239
2021-07-14,47.7062
2021-07-15,47.0592
2021-07-16,48.1899
2021-07-17,48.1899
2021-07-18,48.1899
2021-07-19,45.9884
2021-07-20,50.0842
2021-07-21,53.5869
2021-07-22,52.3127
2021-07-23,53.2153
2021-07-24,53.2153
2021-07-25,53.2153
2021-07-26,52.1433
2021-07-27,52.0143
2021-07-28,51.6178
2021-07-29,53.5936
2021-07-30,53.5657
2021-07-31,53.5657
2021-08-01,53.5657
2021-08-02,51.7787
2021-08-03,51.5286
2021-08-04,48.0354
2021-08-05,47.7288
2021-08-06,49.1828
2021-08-07,49.1828
2021-08-08,49.1828
2021-08-09,47.931
2021-08-10,49.2669
2021-08-11,51.6427
2021-08-12,50.6831
2021-08-13,49.4258
2021-08-14,49.4258
2021-08-15,49.4258
2021-08-16,49.3133
2021-08-17,46.6757
2021-08-18,45.0402
2021-08-19,44.7058
2021-08-20,46.0135
2021-08-21,46.0135
2021-08-22,46.0135
2021-08-23,48.0888
2021-08-24,47.5525
2021-08-25,47.7429
2021-08-26,45.9874
2021-08-27,50.1526
2021-08-28,50.1526
2021-08-29,50.1526
2021-08-30,47.9816
2021-08-31,47.1482
2021-09-01,46.9234
2021-09-02,46.8656
2021-09-03,45.5312
2021-09-04,45.5312
2021-09-05,45.5312
2021-09-06,45.5312
2021-09-07,43.3389
2021-09-08,41.532
2021-09-09,41.2228
2021-09-10,39.966
2021-09-11,39.966
2021-09-12,39.966
2021-09-13,41.6925
2021-09-14,40.6411
2021-09-15,43.6194
2021-09-16,44.6132
2021-09-17,46.461
2021-09-18,46.461
2021-09-19,46.461
2021-09-20,45.0528
2021-09-21,45.3739
2021-09-22,48.7805
2021-09-23,51.4386
2021-09-24,52.5011
2021-09-25,52.5011
2021-09-26,52.5011
2021-09-27,56.1323
2021-09-28,53.8371
2021-09-29,55.7885
2021-09-30,52.3843
2021-10-01,54.5046
2021-10-02,54.5046
2021-10-03,54.5046
2021-10-04,56.2152
2021-10-05,56.3167
2021-10-06,56.834
2021-10-07,56.992
2021-10-08,56.5635
2021-10-09,56.5635
2021-10-10,56.5635
2021-10-11,57.0094
2021-10-12,59.9093
2021-10-13,59.04
2021-10-14,63.0221
2021-10-15,57.1049
2021-10-16,57.1049
2021-10-17,57.1049
2021-10-18,55.4881
2021-10-19,55.6663
2021-10-20,57.3083
2021-10-21,62.8298
2021-10-22,66.7173
2021-10-23,66.7173
2021-10-24,66.7173
2021-10-25,68.2626
2021-10-26,68.2779
2021-10-27,62.6524
2021-10-28,62.5928
2021-10-29,62.9393
2021-10-30,62.9393
2021-10-31,62.9393
2021-11-01,64.4284
2021-11-02,64.8161
2021-11-03,66.1349
2021-11-04,64.7151
2021-11-05,67.1182
2021-11-06,67.1182
2021-11-07,67.1182
2021-11-08,64.7249
2021-11-09,63.3667
2021-11-10,60.8478
2021-11-11,61.561
2021-11-12,62.1775
2021-11-13,62.1775
2021-11-14,62.1775
2021-11-15,62.0809
2021-11-16,64.2445
2021-11-17,65.5752
2021-11-18,65.9121
2021-11-19,66.7278
2021-11-20,66.7278
2021-11-21,66.7278
2021-11-22,68.9499
2021-11-23,67.6842
2021-11-24,63.6546
2021-11-25,63.6546
2021-11-26,57.8636
2021-11-27,57.8636
2021-11-28,57.8636
2021-11-29,55.3524
2021-11-30,50.993
2021-12-01,53.8498
2021-12-02,55.2391
2021-12-03,55.8674
2021-12-04,55.8674
2021-12-05,55.8674
2021-12-06,58.0561
2021-12-07,58.3165
2021-12-08,59.0121
2021-12-09,59.615
2021-12-10,58.7214
2021-12-11,58.7214
2021-12-12,58.7214
2021-12-13,55.0159
2021-12-14,54.9127
2021-12-15,55.4954
2021-12-16,54.55
2021-12-17,52.0848
2021-12-18,52.0848
2021-12-19,52.0848
2021-12-20,49.7823
2021-12-21,52.6464
2021-12-22,53.5379
2021-12-23,54.4907
2021-12-24,54.4907
2021-12-25,54.4907
2021-12-26,54.4907
2021-12-27,56.6914
2021-12-28,57.9574
2021-12-29,59.4601
2021-12-30,57.9105
2021-12-31,58.1158
2022-01-01,58.1158
2022-01-02,58.1158
2022-01-03,60.051
2022-01-04,64.4101
2022-01-05,61.4226
2022-01-06,64.9885
2022-01-07,59.3165
2022-01-08,59.3165
2022-01-09,59.3165
2022-01-10,56.4187
2022-01-11,55.2409
2022-01-12,55.3659
2022-01-13,56.5664
2022-01-14,56.0082
2022-01-15,56.0082
2022-01-16,56.0082
2022-01-17,56.0082
2022-01-18,52.9665
2022-01-19,51.2393
2022-01-20,48.3783
2022-01-21,49.9263
2022-01-22,49.9263
2022-01-23,49.9263
2022-01-24,53.0141
2022-01-25,51.2475
2022-01-26,49.7877
2022-01-27,46.8231
2022-01-28,46.6605
2022-01-29,46.6605
2022-01-30,46.6605
2022-01-31,47.9898
2022-02-01,48.8146
2022-02-02,47.0769
2022-02-03,45.0846
2022-02-04,42.2742
2022-02-05,42.2742
2022-02-06,42.2742
2022-02-07,41.4112
2022-02-08,42.69
2022-02-09,43.4426
2022-02-10,41.7911
2022-02-11,41.7911
2022-02-12,41.7911
2022-02-13,41.7911
2022-02-14,42.9752
2022-02-15,45.7921
2022-02-16,47.5637
2022-02-17,44.7995
2022-02-18,44.7259
2022-02-19,44.7259
2022-02-20,44.7259
2022-02-21,44.7259
2022-02-22,43.5048
2022-02-23,42.9171
2022-02-24,44.7508
2022-02-25,47.3395
2022-02-26,47.3395
2022-02-27,47.3395
2022-02-28,50.0011
2022-03-01,46.2827
2022-03-02,49.1396
2022-03-03,50.6735
2022-03-04,49.8559
2022-03-05,49.8559
2022-03-06,49.8559
2022-03-07,48.7059
2022-03-08,48.7059
2022-03-09,48.3969
2022-03-10,48.6887
2022-03-11,49.9281
2022-03-12,49.9281
2022-03-13,49.9281
2022-03-14,52.2905
2022-03-15,52.714
2022-03-16,54.0843
2022-03-17,53.9847
2022-03-18,52.2914
2022-03-19,52.2914
2022-03-20,52.2914
2022-03-21,52.5179
2022-03-22,52.0829
2022-03-23,51.1042
2022-03-24,50.9738
2022-03-25,50.7594
2022-03-26,50.7594
2022-03-27,50.7594
2022-03-28,48.2659
2022-03-29,52.2269
2022-03-30,50.9512
2022-03-31,47.0899
2022-04-01,46.1123
2022-04-02,46.1123
2022-04-03,46.1123
2022-04-04,43.8353
2022-04-05,43.7065
2022-04-06,42.7534
2022-04-07,40.1593
2022-04-08,39.2788
2022-04-09,39.2788
2022-04-10,39.2788
2022-04-11,38.6937
2022-04-12,40.0788
2022-04-13,42.0647
2022-04-14,42.6604
2022-04-15,42.6604
2022-04-16,42.6604
2022-04-17,42.6604
2022-04-18,42.1006
2022-04-19,48.0015
2022-04-20,47.7845
2022-04-21,47.2446
2022-04-22,45.5738
2022-04-23,45.5738
2022-04-24,45.5738
2022-04-25,45.8608
2022-04-26,43.0427
2022-04-27,50.4225
2022-04-28,55.5151
2022-04-29,50.364
2022-04-30,50.364
2022-05-01,50.364
2022-05-02,51.7475
2022-05-03,54.3423
2022-05-04,56.597
2022-05-05,53.1145
2022-05-06,50.5107
2022-05-07,50.5107
2022-05-08,50.5107
2022-05-09,51.644
2022-05-10,48.8731
2022-05-11,48.595
2022-05-12,49.2523
2022-05-13,50.3664
2022-05-14,50.3664
2022-05-15,50.3664
2022-05-16,50.6068
2022-05-17,53.5362
2022-05-18,47.7369
2022-05-19,47.0665
2022-05-20,45.4172
2022-05-21,45.4172
2022-05-22,45.4172
2022-05-23,47.1905
2022-05-24,48.8321
2022-05-25,49.9247
2022-05-26,50.4813
2022-05-27,52.1873
2022-05-28,52.1873
2022-05-29,52.1873
2022-05-30,52.1873
2022-05-31,50.6626
2022-06-01,51.378
2022-06-02,53.8124
2022-06-03,52.7614
2022-06-04,52.7614
2022-06-05,52.7614
2022-06-06,54.2586
2022-06-07,53.8661
2022-06-08,54.5464
2022-06-09,54.3851
2022-06-10,50.2357
2022-06-11,50.2357
2022-06-12,50.2357
2022-06-13,46.7235
2022-06-14,48.0998
2022-06-15,49.2104
2022-06-16,44.1437
2022-06-17,44.1269
2022-06-18,44.1269
2022-06-19,44.1269
2022-06-20,44.1269
2022-06-21,46.8252
2022-06-22,47.0099
2022-06-23,44.7244
2022-06-24,46.6326
2022-06-25,46.6326
2022-06-26,46.6326
2022-06-27,48.5312
2022-06-28,46.2669
2022-06-29,45.9828
2022-06-30,45.7829
2022-07-01,47.1023
2022-07-02,47.1023
2022-07-03,47.1023
2022-07-04,47.1023
2022-07-05,47.0634
2022-07-06,45.9462
2022-07-07,49.2889
2022-07-08,48.063
2022-07-09,48.063
2022-07-10,48.063
2022-07-11,47.4822
2022-07-12,48.1306
2022-07-13,47.1139
2022-07-14,46.026
2022-07-15,47.8817
2022-07-16,47.8817
2022-07-17,47.8817
2022-07-18,47.118
2022-07-19,50.1992
2022-07-20,51.5196
2022-07-21,51.6067
2022-07-22,50.7351
2022-07-23,50.7351
2022-07-24,50.7351
2022-07-25,50.7816
2022-07-26,51.9768
2022-07-27,45.2459
2022-07-28,46.5268
2022-07-29,46.4436
2022-07-30,46.4436
2022-07-31,46.4436
2022-08-01,48.5164
2022-08-02,47.0232
2022-08-03,48.5197
2022-08-04,46.8255
2022-08-05,47.84
2022-08-06,47.84
2022-08-07,47.84
2022-08-08,47.9867
2022-08-09,46.5427
2022-08-10,49.421
2022-08-11,50.0656
2022-08-12,53.2179
2022-08-13,53.2179
2022-08-14,53.2179
2022-08-15,54.023
2022-08-16,57.5746
2022-08-17,55.2893
2022-08-18,55.9327
2022-08-19,54.4632
2022-08-20,54.4632
2022-08-21,54.4632
2022-08-22,51.8629
2022-08-23,51.0151
2022-08-24,50.5403
2022-08-25,53.1561
2022-08-26,49.3181
2022-08-27,49.3181
2022-08-28,49.3181
2022-08-29,49.1623
2022-08-30,45.6861
2022-08-31,44.2176
2022-09-01,43.6876
2022-09-02,43.4879
2022-09-03,43.4879
2022-09-04,43.4879
2022-09-05,43.4879
2022-09-06,43.2425
2022-09-07,45.6232
2022-09-08,45.4916
2022-09-09,48.3674
2022-09-10,48.3674
2022-09-11,48.3674
2022-09-12,49.1114
2022-09-13,44.4114
2022-09-14,44.3084
2022-09-15,42.9686
2022-09-16,40.1658
2022-09-17,40.1658
2022-09-18,40.1658
2022-09-19,44.3845
2022-09-20,43.6616
2022-09-21,42.5193
2022-09-22,41.4173
2022-09-23,40.1911
2022-09-24,40.1911
2022-09-25,40.1911
2022-09-26,38.9617
2022-09-27,39.6081
2022-09-28,42.7184
2022-09-29,41.3464
2022-09-30,41.1539
2022-10-01,41.1539
2022-10-02,41.1539
2022-10-03,45.2432
2022-10-04,46.8217
2022-10-05,47.3127
2022-10-06,46.6664
2022-10-07,45.5781
2022-10-08,45.5781
2022-10-09,45.5781
2022-10-10,46.7321
2022-10-11,48.2791
2022-10-12,47.4009
2022-10-13,50.4975
2022-10-14,48.5504
2022-10-15,48.5504
2022-10-16,48.5504
2022-10-17,50.3594
2022-10-18,53.8947
2022-10-19,52.0273
2022-10-20,48.7401
2022-10-21,52.0495
2022-10-22,52.0495
2022-10-23,52.0495
2022-10-24,53.6684
2022-10-25,54.7096
2022-10-26,51.9902
2022-10-27,54.0694
2022-10-28,55.6139
2022-10-29,55.6139
2022-10-30,55.6139
2022-10-31,54.9922
2022-11-01,55.4087
2022-11-02,52.4667
2022-11-03,51.6366
2022-11-04,52.8165
2022-11-05,52.8165
2022-11-06,52.8165
2022-11-07,52.9245
2022-11-08,52.4771
2022-11-09,50.6486
2022-11-10,56.7202
2022-11-11,57.3051
2022-11-12,57.3051
2022-11-13,57.3051
2022-11-14,54.3631
2022-11-15,54.9414
2022-11-16,53.4671
2022-11-17,54.724
2022-11-18,56.2083
2022-11-19,56.2083
2022-11-20,56.2083
2022-11-21,56.3683
2022-11-22,57.8227
2022-11-23,58.1979
2022-11-24,58.1979
2022-11-25,57.8616
2022-11-26,57.8616
2022-11-27,57.8616
2022-11-28,55.4582
2022-11-29,54.2001
2022-11-30,56.3575
2022-12-01,57.3443
2022-12-02,57.7647
2022-12-03,57.7647
2022-12-04,57.7647
2022-12-05,60.6531
2022-12-06,60.998
2022-12-07,59.5578
2022-12-08,56.1843
2022-12-09,50.2238
2022-12-10,50.2238
2022-12-11,50.2238
2022-12-12,50.0171
2022-12-13,51.0363
2022-12-14,52.91
2022-12-15,50.5243
2022-12-16,50.4293
2022-12-17,50.4293
2022-12-18,50.4293
2022-12-19,51.9487
2022-12-20,51.2487
2022-12-21,54.319
2022-12-22,53.1142
2022-12-23,55.1084
2022-12-24,55.1084
2022-12-25,55.1084
2022-12-26,55.1084
2022-12-27,55.1084
2022-12-28,52.3835
2022-12-29,55.1622
2022-12-30,55.1094
2022-12-31,55.1094
2023-01-01,55.1094
2023-01-02,55.1094
2023-01-03,53.6225
2023-01-04,53.6917
2023-01-05,52.5289
2023-01-06,56.224
2023-01-07,56.224
2023-01-08,56.224
2023-01-09,54.3858
2023-01-10,55.2101
2023-01-11,54.0896
2023-01-12,54.2536
2023-01-13,52.8314
2023-01-14,52.8314
2023-01-15,52.8314
2023-01-16,52.8314
2023-01-17,51.119
2023-01-18,51.6593
2023-01-19,50.025
2023-01-20,50.0523
2023-01-21,50.0523
2023-01-22,50.0523
2023-01-23,49.7437
2023-01-24,52.4718
2023-01-25,52.7665
2023-01-26,55.6623
2023-01-27,54.6412
2023-01-28,54.6412
2023-01-29,54.6412
2023-01-30,53.5632
2023-01-31,57.5488
2023-02-01,61.6324
2023-02-02,64.4888
2023-02-03,63.5167
2023-02-04,63.5167
2023-02-05,63.5167
2023-02-06,60.6491
2023-02-07,59.7291
2023-02-08,55.988
2023-02-09,57.3082
2023-02-10,57.8685
2023-02-11,57.8685
2023-02-12,57.8685
2023-02-13,60.8784
2023-02-14,61.2156
2023-02-15,62.3532
2023-02-16,68.2183
2023-02-17,64.8651
2023-02-18,64.8651
2023-02-19,64.8651
2023-02-20,64.8651
2023-02-21,57.2996
2023-02-22,57.0323
2023-02-23,57.3921
2023-02-24,56.8508
2023-02-25,56.8508
2023-02-26,56.8508
2023-02-27,57.9044
2023-02-28,56.3836
2023-03-01,57.8206
2023-03-02,58.1277
2023-03-03,58.4224
2023-03-04,58.4224
2023-03-05,58.4224
2023-03-06,55.4689
2023-03-07,55.173
2023-03-08,53.2386
2023-03-09,51.6268
2023-03-10,50.4647
2023-03-11,50.4647
2023-03-12,50.4647
2023-03-13,46.0471
2023-03-14,47.7913
2023-03-15,46.4028
2023-03-16,47.5844
2023-03-17,44.6681
