,GVA US Equity
2023-03-20,52.3623
2023-03-21,52.9073
2023-03-22,50.2322
2023-03-23,48.3886
2023-03-24,49.3661
2023-03-25,49.3661
2023-03-26,49.3661
2023-03-27,50.8429
2023-03-28,50.8095
2023-03-29,51.0419
2023-03-30,51.7515
2023-03-31,53.6703
2023-04-01,53.6703
2023-04-02,53.6703
2023-04-03,54.0936
2023-04-04,48.1432
2023-04-05,46.9183
2023-04-06,45.1804
2023-04-07,45.1804
2023-04-08,45.1804
2023-04-09,45.1804
2023-04-10,45.7998
2023-04-11,44.9347
2023-04-12,47.6735
2023-04-13,46.9964
2023-04-14,45.7794
2023-04-15,45.7794
2023-04-16,45.7794
2023-04-17,46.3093
2023-04-18,44.9146
2023-04-19,45.3501
2023-04-20,45.2157
2023-04-21,43.1948
2023-04-22,43.1948
2023-04-23,43.1948
2023-04-24,44.7851
2023-04-25,43.0148
2023-04-26,41.2649
2023-04-27,43.9602
2023-04-28,45.7313
2023-04-29,45.7313
2023-04-30,45.7313
2023-05-01,46.2901
2023-05-02,41.4073
2023-05-03,38.009
2023-05-04,37.2129
2023-05-05,40.0541
2023-05-06,40.0541
2023-05-07,40.0541
2023-05-08,39.138
2023-05-09,47.6944
2023-05-10,45.7162
2023-05-11,46.7942
2023-05-12,45.3954
2023-05-13,45.3954
2023-05-14,45.3954
2023-05-15,46.0819
2023-05-16,44.1146
2023-05-17,46.5725
2023-05-18,47.1813
2023-05-19,46.2066
2023-05-20,46.2066
2023-05-21,46.2066
2023-05-22,45.4918
2023-05-23,46.753
2023-05-24,44.8664
2023-05-25,43.6881
2023-05-26,45.6906
2023-05-27,45.6906
2023-05-28,45.6906
2023-05-29,45.6906
2023-05-30,45.3976
2023-05-31,44.1385
2023-06-01,45.163
2023-06-02,51.4466
2023-06-03,51.4466
2023-06-04,51.4466
2023-06-05,52.2759
2023-06-06,54.1841
2023-06-07,57.4384
2023-06-08,56.721
2023-06-09,54.5076
2023-06-10,54.5076
2023-06-11,54.5076
2023-06-12,53.7839
2023-06-13,54.2692
2023-06-14,54.0964
2023-06-15,55.7301
2023-06-16,54.4765
2023-06-17,54.4765
2023-06-18,54.4765
2023-06-19,54.4765
2023-06-20,52.8599
2023-06-21,55.9743
2023-06-22,55.6871
2023-06-23,52.1569
2023-06-24,52.1569
2023-06-25,52.1569
2023-06-26,51.6587
2023-06-27,53.3192
2023-06-28,53.5333
2023-06-29,54.9423
2023-06-30,53.8768
2023-07-01,53.8768
2023-07-02,53.8768
2023-07-03,54.7225
2023-07-04,54.7225
2023-07-05,52.368
2023-07-06,50.4386
2023-07-07,52.034
2023-07-08,52.034
2023-07-09,52.034
2023-07-10,54.8825
2023-07-11,56.526
2023-07-12,58.4015
2023-07-13,58.4845
2023-07-14,55.0401
2023-07-15,55.0401
2023-07-16,55.0401
2023-07-17,56.4964
2023-07-18,59.0745
2023-07-19,62.2277
2023-07-20,62.943
2023-07-21,59.4136
2023-07-22,59.4136
2023-07-23,59.4136
2023-07-24,60.1513
2023-07-25,58.9324
2023-07-26,60.9657
2023-07-27,54.2858
2023-07-28,50.1856
2023-07-29,50.1856
2023-07-30,50.1856
2023-07-31,52.3864
2023-08-01,54.1812
2023-08-02,54.7207
2023-08-03,55.069
2023-08-04,55.1201
2023-08-05,55.1201
2023-08-06,55.1201
2023-08-07,55.5379
2023-08-08,55.8831
2023-08-09,57.2819
2023-08-10,54.0695
2023-08-11,55.0475
2023-08-12,55.0475
2023-08-13,55.0475
2023-08-14,55.8046
2023-08-15,55.2885
2023-08-16,52.382
2023-08-17,48.9547
2023-08-18,49.1085
2023-08-19,49.1085
2023-08-20,49.1085
2023-08-21,49.2035
2023-08-22,47.8785
2023-08-23,49.6403
2023-08-24,48.5709
2023-08-25,50.1396
2023-08-26,50.1396
2023-08-27,50.1396
2023-08-28,50.6585
2023-08-29,51.8572
2023-08-30,51.2653
2023-08-31,51.9659
2023-09-01,55.3497
2023-09-02,55.3497
2023-09-03,55.3497
2023-09-04,55.3497
2023-09-05,50.8159
2023-09-06,48.9174
2023-09-07,47.5394
2023-09-08,46.6928
2023-09-09,46.6928
2023-09-10,46.6928
2023-09-11,46.0564
2023-09-12,44.9695
2023-09-13,43.956
2023-09-14,46.3474
2023-09-15,45.2714
2023-09-16,45.2714
2023-09-17,45.2714
2023-09-18,45.3089
2023-09-19,45.2768
2023-09-20,44.2704
2023-09-21,42.5351
2023-09-22,39.6145
2023-09-23,39.6145
2023-09-24,39.6145
2023-09-25,39.1969
2023-09-26,38.0892
2023-09-27,42.0295
2023-09-28,44.5506
2023-09-29,44.1779
2023-09-30,44.1779
2023-10-01,44.1779
2023-10-02,42.3751
2023-10-03,39.2572
2023-10-04,43.3732
2023-10-05,44.2216
2023-10-06,46.2848
2023-10-07,46.2848
2023-10-08,46.2848
2023-10-09,47.2759
2023-10-10,47.95
2023-10-11,47.9167
2023-10-12,44.4611
2023-10-13,41.2154
2023-10-14,41.2154
2023-10-15,41.2154
2023-10-16,42.473
2023-10-17,43.8291
2023-10-18,40.764
2023-10-19,38.4109
2023-10-20,39.3358
2023-10-21,39.3358
2023-10-22,39.3358
2023-10-23,38.3188
2023-10-24,37.923
2023-10-25,36.0911
2023-10-26,36.6328
2023-10-27,37.351
2023-10-28,37.351
2023-10-29,37.351
2023-10-30,37.5234
2023-10-31,56.5849
2023-11-01,61.9049
2023-11-02,64.7072
2023-11-03,66.2252
2023-11-04,66.2252
2023-11-05,66.2252
2023-11-06,66.3438
2023-11-07,64.0179
2023-11-08,62.9338
2023-11-09,61.2948
2023-11-10,62.2932
2023-11-11,62.2932
2023-11-12,62.2932
2023-11-13,62.4163
2023-11-14,65.2354
2023-11-15,64.3146
2023-11-16,63.6252
2023-11-17,64.3134
2023-11-18,64.3134
2023-11-19,64.3134
2023-11-20,64.1877
2023-11-21,61.0719
2023-11-22,61.5875
2023-11-23,61.5875
2023-11-24,62.2203
2023-11-25,62.2203
2023-11-26,62.2203
2023-11-27,62.2787
2023-11-28,60.223
2023-11-29,60.5179
2023-11-30,61.4472
2023-12-01,63.3343
2023-12-02,63.3343
2023-12-03,63.3343
2023-12-04,64.4191
2023-12-05,63.0409
2023-12-06,64.324
2023-12-07,65.0008
2023-12-08,65.6178
2023-12-09,65.6178
2023-12-10,65.6178
2023-12-11,64.8418
2023-12-12,64.0951
2023-12-13,65.9797
2023-12-14,67.8919
2023-12-15,66.5267
2023-12-16,66.5267
2023-12-17,66.5267
2023-12-18,65.4674
2023-12-19,67.4583
2023-12-20,66.7312
2023-12-21,68.488
2023-12-22,68.7218
2023-12-23,68.7218
2023-12-24,68.7218
2023-12-25,68.7218
2023-12-26,70.1157
2023-12-27,70.2891
2023-12-28,67.9583
2023-12-29,65.8962
2023-12-30,65.8962
2023-12-31,65.8962
2024-01-01,65.8962
2024-01-02,64.003
2024-01-03,61.2182
2024-01-04,59.5735
2024-01-05,56.3076
2024-01-06,56.3076
2024-01-07,56.3076
2024-01-08,57.9711
2024-01-09,56.3159
2024-01-10,55.1431
2024-01-11,53.6972
2024-01-12,51.9135
2024-01-13,51.9135
2024-01-14,51.9135
2024-01-15,51.9135
2024-01-16,49.9269
2024-01-17,48.109
2024-01-18,47.6814
2024-01-19,46.9901
2024-01-20,46.9901
2024-01-21,46.9901
2024-01-22,48.9981
2024-01-23,47.1504
2024-01-24,45.4615
2024-01-25,46.6477
2024-01-26,46.3868
2024-01-27,46.3868
2024-01-28,46.3868
2024-01-29,49.0406
2024-01-30,49.7083
2024-01-31,47.008
2024-02-01,48.5983
2024-02-02,46.9907
2024-02-03,46.9907
2024-02-04,46.9907
2024-02-05,44.8585
2024-02-06,50.1046
2024-02-07,52.5772
2024-02-08,54.1102
2024-02-09,55.1195
2024-02-10,55.1195
2024-02-11,55.1195
2024-02-12,56.9527
2024-02-13,52.9101
2024-02-14,56.2673
2024-02-15,58.507
2024-02-16,60.79
2024-02-17,60.79
2024-02-18,60.79
2024-02-19,60.79
2024-02-20,58.6546
2024-02-21,58.907
2024-02-22,61.3478
2024-02-23,56.013
2024-02-24,56.013
2024-02-25,56.013
2024-02-26,54.7163
2024-02-27,56.7861
2024-02-28,58.5845
2024-02-29,59.7961
2024-03-01,60.7943
2024-03-02,60.7943
2024-03-03,60.7943
2024-03-04,60.6767
2024-03-05,58.6518
2024-03-06,61.2134
2024-03-07,61.9885
2024-03-08,62.5052
2024-03-09,62.5052
2024-03-10,62.5052
2024-03-11,64.2642
2024-03-12,63.2617
2024-03-13,63.8272
2024-03-14,64.0488
2024-03-15,64.0488
2024-03-16,64.0488
2024-03-17,64.0488
2024-03-18,62.9822
2024-03-19,62.5995
2024-03-20,63.3123
2024-03-21,65.2468
2024-03-22,64.1891
2024-03-23,64.1891
2024-03-24,64.1891
2024-03-25,65.0777
2024-03-26,67.5571
2024-03-27,68.8018
2024-03-28,67.9284
2024-03-29,67.9284
2024-03-30,67.9284
2024-03-31,67.9284
2024-04-01,66.2637
2024-04-02,64.8075
2024-04-03,64.9097
2024-04-04,64.253
2024-04-05,65.5878
2024-04-06,65.5878
2024-04-07,65.5878
2024-04-08,65.5075
