,EXC US Equity
2020-10-20,65.4723
2020-10-21,64.3489
2020-10-22,64.5666
2020-10-23,64.431
2020-10-24,64.431
2020-10-25,64.431
2020-10-26,62.1784
2020-10-27,59.7993
2020-10-28,53.694
2020-10-29,55.451
2020-10-30,54.4726
2020-10-31,54.4726
2020-11-01,54.4726
2020-11-02,57.5438
2020-11-03,61.3502
2020-11-04,60.4224
2020-11-05,62.4212
2020-11-06,61.5511
2020-11-07,61.5511
2020-11-08,61.5511
2020-11-09,62.6744
2020-11-10,61.3986
2020-11-11,63.3735
2020-11-12,59.1673
2020-11-13,60.5461
2020-11-14,60.5461
2020-11-15,60.5461
2020-11-16,61.6004
2020-11-17,60.5953
2020-11-18,59.2255
2020-11-19,57.9436
2020-11-20,56.2175
2020-11-21,56.2175
2020-11-22,56.2175
2020-11-23,55.1551
2020-11-24,58.3571
2020-11-25,56.4832
2020-11-26,56.4832
2020-11-27,54.8336
2020-11-28,54.8336
2020-11-29,54.8336
2020-11-30,52.6147
2020-12-01,53.1417
2020-12-02,54.0808
2020-12-03,52.3181
2020-12-04,51.9142
2020-12-05,51.9142
2020-12-06,51.9142
2020-12-07,52.7476
2020-12-08,53.1439
2020-12-09,52.3089
2020-12-10,52.6768
2020-12-11,52.6386
2020-12-12,52.6386
2020-12-13,52.6386
2020-12-14,52.1303
2020-12-15,57.5451
2020-12-16,56.4313
2020-12-17,57.0759
2020-12-18,56.745
2020-12-19,56.745
2020-12-20,56.745
2020-12-21,52.5682
2020-12-22,53.405
2020-12-23,53.2108
2020-12-24,53.6295
2020-12-25,53.6295
2020-12-26,53.6295
2020-12-27,53.6295
2020-12-28,54.95
2020-12-29,53.3775
2020-12-30,53.7379
2020-12-31,54.7865
2021-01-01,54.7865
2021-01-02,54.7865
2021-01-03,54.7865
2021-01-04,50.4993
2021-01-05,50.2668
2021-01-06,55.0486
2021-01-07,53.3843
2021-01-08,54.0009
2021-01-09,54.0009
2021-01-10,54.0009
2021-01-11,52.6014
2021-01-12,53.3869
2021-01-13,55.8633
2021-01-14,54.9407
2021-01-15,57.5142
2021-01-16,57.5142
2021-01-17,57.5142
2021-01-18,57.5142
2021-01-19,55.2541
2021-01-20,56.0157
2021-01-21,55.8873
2021-01-22,53.8453
2021-01-23,53.8453
2021-01-24,53.8453
2021-01-25,56.6128
2021-01-26,54.525
2021-01-27,47.8447
2021-01-28,51.2861
2021-01-29,49.6899
2021-01-30,49.6899
2021-01-31,49.6899
2021-02-01,51.3855
2021-02-02,53.7721
2021-02-03,52.4911
2021-02-04,55.98
2021-02-05,56.0081
2021-02-06,56.0081
2021-02-07,56.0081
2021-02-08,56.1816
2021-02-09,55.5396
2021-02-10,54.5904
2021-02-11,52.4396
2021-02-12,50.5567
2021-02-13,50.5567
2021-02-14,50.5567
2021-02-15,50.5567
2021-02-16,49.7547
2021-02-17,50.4267
2021-02-18,52.269
2021-02-19,47.7017
2021-02-20,47.7017
2021-02-21,47.7017
2021-02-22,45.2829
2021-02-23,46.0091
2021-02-24,44.16
2021-02-25,40.642
2021-02-26,39.8152
2021-02-27,39.8152
2021-02-28,39.8152
2021-03-01,42.5
2021-03-02,42.5
2021-03-03,43.3381
2021-03-04,44.2551
2021-03-05,45.2293
2021-03-06,45.2293
2021-03-07,45.2293
2021-03-08,49.0586
2021-03-09,51.8449
2021-03-10,52.892
2021-03-11,53.4317
2021-03-12,55.1813
2021-03-13,55.1813
2021-03-14,55.1813
2021-03-15,57.455
2021-03-16,57.455
2021-03-17,55.9174
2021-03-18,54.8658
2021-03-19,55.7271
2021-03-20,55.7271
2021-03-21,55.7271
2021-03-22,55.0032
2021-03-23,55.0368
2021-03-24,55.4834
2021-03-25,56.9795
2021-03-26,57.5166
2021-03-27,57.5166
2021-03-28,57.5166
2021-03-29,58.2579
2021-03-30,57.0869
2021-03-31,57.9267
2021-04-01,58.5215
2021-04-02,58.5215
2021-04-03,58.5215
2021-04-04,58.5215
2021-04-05,60.4604
2021-04-06,60.7269
2021-04-07,62.0181
2021-04-08,61.7489
2021-04-09,61.3631
2021-04-10,61.3631
2021-04-11,61.3631
2021-04-12,60.8573
2021-04-13,62.3894
2021-04-14,63.3557
2021-04-15,64.4358
2021-04-16,65.7102
2021-04-17,65.7102
2021-04-18,65.7102
2021-04-19,61.8315
2021-04-20,62.8623
2021-04-21,62.1675
2021-04-22,58.806
2021-04-23,57.8885
2021-04-24,57.8885
2021-04-25,57.8885
2021-04-26,56.4941
2021-04-27,55.9046
2021-04-28,56.2054
2021-04-29,57.4076
2021-04-30,57.6225
2021-05-01,57.6225
2021-05-02,57.6225
2021-05-03,57.3234
2021-05-04,56.6539
2021-05-05,49.8147
2021-05-06,54.1649
2021-05-07,55.0141
2021-05-08,55.0141
2021-05-09,55.0141
2021-05-10,54.1833
2021-05-11,53.7633
2021-05-12,47.4185
2021-05-13,54.5025
2021-05-14,56.9219
2021-05-15,56.9219
2021-05-16,56.9219
2021-05-17,56.9219
2021-05-18,58.8503
2021-05-19,58.3198
2021-05-20,59.0147
2021-05-21,59.3651
2021-05-22,59.3651
2021-05-23,59.3651
2021-05-24,60.0367
2021-05-25,54.54
2021-05-26,55.518
2021-05-27,52.9352
2021-05-28,54.9147
2021-05-29,54.9147
2021-05-30,54.9147
2021-05-31,54.9147
2021-06-01,54.99
2021-06-02,55.2221
2021-06-03,57.3824
2021-06-04,56.5408
2021-06-05,56.5408
2021-06-06,56.5408
2021-06-07,57.5264
2021-06-08,56.961
2021-06-09,59.258
2021-06-10,60.509
2021-06-11,61.213
2021-06-12,61.213
2021-06-13,61.213
2021-06-14,61.9154
2021-06-15,61.9154
2021-06-16,56.8985
2021-06-17,55.8692
2021-06-18,49.195
2021-06-19,49.195
2021-06-20,49.195
2021-06-21,49.8785
2021-06-22,48.2826
2021-06-23,47.5373
2021-06-24,47.9529
2021-06-25,49.7376
2021-06-26,49.7376
2021-06-27,49.7376
2021-06-28,50.8113
2021-06-29,49.4012
2021-06-30,48.2832
2021-07-01,51.3363
2021-07-02,51.9927
2021-07-03,51.9927
2021-07-04,51.9927
2021-07-05,51.9927
2021-07-06,50.8111
2021-07-07,51.941
2021-07-08,50.972
2021-07-09,50.8738
2021-07-10,50.8738
2021-07-11,50.8738
2021-07-12,52.6203
2021-07-13,50.1765
2021-07-14,51.8296
2021-07-15,54.4643
2021-07-16,55.572
2021-07-17,55.572
2021-07-18,55.572
2021-07-19,52.1876
2021-07-20,55.2981
2021-07-21,54.2134
2021-07-22,54.9203
2021-07-23,56.9814
2021-07-24,56.9814
2021-07-25,56.9814
2021-07-26,56.406
2021-07-27,59.5912
2021-07-28,58.2129
2021-07-29,59.4807
2021-07-30,56.7562
2021-07-31,56.7562
2021-08-01,56.7562
2021-08-02,57.6439
2021-08-03,58.9698
2021-08-04,55.8194
2021-08-05,59.1503
2021-08-06,58.7937
2021-08-07,58.7937
2021-08-08,58.7937
2021-08-09,57.9164
2021-08-10,58.4446
2021-08-11,60.7389
2021-08-12,61.4868
2021-08-13,62.5967
2021-08-14,62.5967
2021-08-15,62.5967
2021-08-16,63.3814
2021-08-17,62.0924
2021-08-18,61.2722
2021-08-19,63.3134
2021-08-20,65.2103
2021-08-21,65.2103
2021-08-22,65.2103
2021-08-23,63.4248
2021-08-24,62.5391
2021-08-25,62.4188
2021-08-26,61.7435
2021-08-27,62.9133
2021-08-28,62.9133
2021-08-29,62.9133
2021-08-30,63.5091
2021-08-31,62.0273
2021-09-01,64.206
2021-09-02,65.9483
2021-09-03,64.1397
2021-09-04,64.1397
2021-09-05,64.1397
2021-09-06,64.1397
2021-09-07,62.1864
2021-09-08,65.193
2021-09-09,64.3831
2021-09-10,62.4087
2021-09-11,62.4087
2021-09-12,62.4087
2021-09-13,64.6844
2021-09-14,63.5817
2021-09-15,65.1848
2021-09-16,61.2113
2021-09-17,59.4217
2021-09-18,59.4217
2021-09-19,59.4217
2021-09-20,58.591
2021-09-21,54.9365
2021-09-22,56.4041
2021-09-23,57.4786
2021-09-24,55.3362
2021-09-25,55.3362
2021-09-26,55.3362
2021-09-27,53.5729
2021-09-28,50.3037
2021-09-29,52.1847
2021-09-30,50.8421
2021-10-01,48.3991
2021-10-02,48.3991
2021-10-03,48.3991
2021-10-04,50.8849
2021-10-05,50.8397
2021-10-06,54.0911
2021-10-07,52.2345
2021-10-08,50.617
2021-10-09,50.617
2021-10-10,50.617
2021-10-11,47.3318
2021-10-12,50.4055
2021-10-13,53.4866
2021-10-14,57.1471
2021-10-15,55.7635
2021-10-16,55.7635
2021-10-17,55.7635
2021-10-18,56.0388
2021-10-19,57.5089
2021-10-20,60.3481
2021-10-21,59.699
2021-10-22,60.4533
2021-10-23,60.4533
2021-10-24,60.4533
2021-10-25,61.327
2021-10-26,62.6382
2021-10-27,62.4345
2021-10-28,64.7194
2021-10-29,65.9439
2021-10-30,65.9439
2021-10-31,65.9439
2021-11-01,67.7841
2021-11-02,66.9818
2021-11-03,67.7967
2021-11-04,67.9551
2021-11-05,68.0364
2021-11-06,68.0364
2021-11-07,68.0364
2021-11-08,62.4627
2021-11-09,65.2623
2021-11-10,66.2293
2021-11-11,66.8914
2021-11-12,67.1131
2021-11-13,67.1131
2021-11-14,67.1131
2021-11-15,68.1039
2021-11-16,65.2461
2021-11-17,61.7902
2021-11-18,61.5888
2021-11-19,61.8142
2021-11-20,61.8142
2021-11-21,61.8142
2021-11-22,62.9391
2021-11-23,64.2465
2021-11-24,64.6459
2021-11-25,64.6459
2021-11-26,58.9836
2021-11-27,58.9836
2021-11-28,58.9836
2021-11-29,61.3812
2021-11-30,54.9188
2021-12-01,53.15
2021-12-02,55.2832
2021-12-03,54.5491
2021-12-04,54.5491
2021-12-05,54.5491
2021-12-06,57.1336
2021-12-07,58.3433
2021-12-08,56.279
2021-12-09,55.0858
2021-12-10,57.5575
2021-12-11,57.5575
2021-12-12,57.5575
2021-12-13,58.2672
2021-12-14,57.0235
2021-12-15,59.6069
2021-12-16,58.1855
2021-12-17,54.7476
2021-12-18,54.7476
2021-12-19,54.7476
2021-12-20,54.2737
2021-12-21,56.0449
2021-12-22,57.4041
2021-12-23,57.781
2021-12-24,57.781
2021-12-25,57.781
2021-12-26,57.781
2021-12-27,58.7869
2021-12-28,61.179
2021-12-29,63.9899
2021-12-30,65.7182
2021-12-31,66.687
2022-01-01,66.687
2022-01-02,66.687
2022-01-03,63.56
2022-01-04,63.293
2022-01-05,63.1102
2022-01-06,61.9986
2022-01-07,61.5779
2022-01-08,61.5779
2022-01-09,61.5779
2022-01-10,62.1099
2022-01-11,56.6961
2022-01-12,57.8675
2022-01-13,59.4027
2022-01-14,58.3038
2022-01-15,58.3038
2022-01-16,58.3038
2022-01-17,58.3038
2022-01-18,57.4247
2022-01-19,58.8683
2022-01-20,60.3814
2022-01-21,59.4124
2022-01-22,59.4124
2022-01-23,59.4124
2022-01-24,56.4238
2022-01-25,53.752
2022-01-26,54.5862
2022-01-27,56.0554
2022-01-28,59.8091
2022-01-29,59.8091
2022-01-30,59.8091
2022-01-31,61.5639
2022-02-01,61.0304
2022-02-02,66.6949
2022-02-03,69.3364
2022-02-04,67.7232
2022-02-05,67.7232
2022-02-06,67.7232
2022-02-07,68.0648
2022-02-08,64.4206
2022-02-09,62.091
2022-02-10,59.141
2022-02-11,59.4612
2022-02-12,59.4612
2022-02-13,59.4612
2022-02-14,59.7152
2022-02-15,57.2755
2022-02-16,58.2723
2022-02-17,56.9506
2022-02-18,56.3163
2022-02-19,56.3163
2022-02-20,56.3163
2022-02-21,56.3163
2022-02-22,56.4
2022-02-23,52.8383
2022-02-24,55.7026
2022-02-25,60.532
2022-02-26,60.532
2022-02-27,60.532
2022-02-28,60.3227
2022-03-01,58.5934
2022-03-02,60.4759
2022-03-03,61.7324
2022-03-04,65.2811
2022-03-05,65.2811
2022-03-06,65.2811
2022-03-07,62.9192
2022-03-08,61.1888
2022-03-09,61.3827
2022-03-10,61.5483
2022-03-11,61.6504
2022-03-12,61.6504
2022-03-13,61.6504
2022-03-14,61.3695
2022-03-15,62.014
2022-03-16,60.1679
2022-03-17,60.2062
2022-03-18,59.032
2022-03-19,59.032
2022-03-20,59.032
2022-03-21,60.6592
2022-03-22,60.4774
2022-03-23,60.7612
2022-03-24,63.7262
2022-03-25,67.1902
2022-03-26,67.1902
2022-03-27,67.1902
2022-03-28,68.7062
2022-03-29,71.3141
2022-03-30,71.9132
2022-03-31,72.8894
2022-04-01,72.9624
2022-04-02,72.9624
2022-04-03,72.9624
2022-04-04,70.8595
2022-04-05,72.0571
2022-04-06,76.2497
2022-04-07,76.8333
2022-04-08,77.0404
2022-04-09,77.0404
2022-04-10,77.0404
2022-04-11,66.4776
2022-04-12,65.5431
2022-04-13,67.0319
2022-04-14,67.978
2022-04-15,67.978
2022-04-16,67.978
2022-04-17,67.978
2022-04-18,68.4582
2022-04-19,69.1053
2022-04-20,70.825
2022-04-21,68.1562
2022-04-22,62.9146
2022-04-23,62.9146
2022-04-24,62.9146
2022-04-25,63.2366
2022-04-26,61.6222
2022-04-27,58.8259
2022-04-28,60.4469
2022-04-29,54.1873
2022-04-30,54.1873
2022-05-01,54.1873
2022-05-02,53.7079
2022-05-03,53.8379
2022-05-04,57.6237
2022-05-05,53.8361
2022-05-06,54.3233
2022-05-07,54.3233
2022-05-08,54.3233
2022-05-09,53.127
2022-05-10,53.2239
2022-05-11,55.9252
2022-05-12,50.8309
2022-05-13,53.5214
2022-05-14,53.5214
2022-05-15,53.5214
2022-05-16,53.9362
2022-05-17,55.8855
2022-05-18,54.4275
2022-05-19,55.078
2022-05-20,54.3484
2022-05-21,54.3484
2022-05-22,54.3484
2022-05-23,56.5514
2022-05-24,59.1424
2022-05-25,59.6456
2022-05-26,60.0209
2022-05-27,61.8307
2022-05-28,61.8307
2022-05-29,61.8307
2022-05-30,61.8307
2022-05-31,59.0264
2022-06-01,59.1359
2022-06-02,58.3292
2022-06-03,57.2784
2022-06-04,57.2784
2022-06-05,57.2784
2022-06-06,56.5487
2022-06-07,58.0831
2022-06-08,54.5744
2022-06-09,49.2893
2022-06-10,47.2516
2022-06-11,47.2516
2022-06-12,47.2516
2022-06-13,40.9706
2022-06-14,37.9057
2022-06-15,37.799
2022-06-16,35.6393
2022-06-17,35.0222
2022-06-18,35.0222
2022-06-19,35.0222
2022-06-20,35.0222
2022-06-21,37.5133
2022-06-22,37.8348
2022-06-23,39.7591
2022-06-24,43.3217
2022-06-25,43.3217
2022-06-26,43.3217
2022-06-27,45.2187
2022-06-28,45.1926
2022-06-29,46.6566
2022-06-30,49.6223
2022-07-01,51.7463
2022-07-02,51.7463
2022-07-03,51.7463
2022-07-04,51.7463
2022-07-05,45.2932
2022-07-06,47.0767
2022-07-07,47.4368
2022-07-08,47.1814
2022-07-09,47.1814
2022-07-10,47.1814
2022-07-11,47.5901
2022-07-12,47.052
2022-07-13,45.38
2022-07-14,47.0784
2022-07-15,47.3248
2022-07-16,47.3248
2022-07-17,47.3248
2022-07-18,46.0222
2022-07-19,45.8555
2022-07-20,44.1995
2022-07-21,44.7499
2022-07-22,47.3041
2022-07-23,47.3041
2022-07-24,47.3041
2022-07-25,48.598
2022-07-26,49.4959
2022-07-27,48.7409
2022-07-28,54.1922
2022-07-29,54.7966
2022-07-30,54.7966
2022-07-31,54.7966
2022-08-01,53.5344
2022-08-02,52.6106
2022-08-03,47.9629
2022-08-04,50.2082
2022-08-05,49.3563
2022-08-06,49.3563
2022-08-07,49.3563
2022-08-08,49.9919
2022-08-09,51.2575
2022-08-10,51.6493
2022-08-11,52.1695
2022-08-12,54.5878
2022-08-13,54.5878
2022-08-14,54.5878
2022-08-15,56.095
2022-08-16,56.0587
2022-08-17,54.454
2022-08-18,54.6372
2022-08-19,54.0007
2022-08-20,54.0007
2022-08-21,54.0007
2022-08-22,51.1367
2022-08-23,50.1612
2022-08-24,51.594
2022-08-25,52.6993
2022-08-26,48.8204
2022-08-27,48.8204
2022-08-28,48.8204
2022-08-29,49.8187
2022-08-30,46.7604
2022-08-31,46.2913
2022-09-01,48.2257
2022-09-02,47.0252
2022-09-03,47.0252
2022-09-04,47.0252
2022-09-05,47.0252
2022-09-06,46.4115
2022-09-07,50.6865
2022-09-08,51.5388
2022-09-09,53.056
2022-09-10,53.056
2022-09-11,53.056
2022-09-12,53.9135
2022-09-13,47.0339
2022-09-14,48.1153
2022-09-15,44.9238
2022-09-16,44.8406
2022-09-17,44.8406
2022-09-18,44.8406
2022-09-19,45.4672
2022-09-20,43.7259
2022-09-21,41.8765
2022-09-22,40.7745
2022-09-23,40.7481
2022-09-24,40.7481
2022-09-25,40.7481
2022-09-26,37.9747
2022-09-27,36.9484
2022-09-28,35.8527
2022-09-29,31.8418
2022-09-30,31.2976
2022-10-01,31.2976
2022-10-02,31.2976
2022-10-03,35.3201
2022-10-04,40.7069
2022-10-05,37.9103
2022-10-06,36.0709
2022-10-07,34.5931
2022-10-08,34.5931
2022-10-09,34.5931
2022-10-10,37.4115
2022-10-11,36.7561
2022-10-12,34.0182
2022-10-13,38.0342
2022-10-14,36.8645
2022-10-15,36.8645
2022-10-16,36.8645
2022-10-17,38.4255
2022-10-18,39.814
2022-10-19,38.4303
2022-10-20,36.0396
2022-10-21,39.5441
2022-10-22,39.5441
2022-10-23,39.5441
2022-10-24,39.9766
2022-10-25,42.5013
2022-10-26,42.1919
2022-10-27,42.4519
2022-10-28,45.4421
2022-10-29,45.4421
2022-10-30,45.4421
2022-10-31,45.0537
2022-11-01,45.5353
2022-11-02,43.8514
2022-11-03,41.4718
2022-11-04,42.1335
2022-11-05,42.1335
2022-11-06,42.1335
2022-11-07,41.0425
2022-11-08,44.1257
2022-11-09,44.0794
2022-11-10,47.7915
2022-11-11,48.0908
2022-11-12,48.0908
2022-11-13,48.0908
2022-11-14,46.2968
2022-11-15,46.8153
2022-11-16,46.3523
2022-11-17,44.8731
2022-11-18,48.1213
2022-11-19,48.1213
2022-11-20,48.1213
2022-11-21,48.4639
2022-11-22,50.5748
2022-11-23,51.7204
2022-11-24,51.7204
2022-11-25,52.2654
2022-11-26,52.2654
2022-11-27,52.2654
2022-11-28,52.7073
2022-11-29,51.9916
2022-11-30,55.6981
2022-12-01,56.1075
2022-12-02,55.8406
2022-12-03,55.8406
2022-12-04,55.8406
2022-12-05,56.6408
2022-12-06,59.4767
2022-12-07,57.5304
2022-12-08,55.7118
2022-12-09,54.5555
2022-12-10,54.5555
2022-12-11,54.5555
2022-12-12,57.3793
2022-12-13,57.4805
2022-12-14,58.1994
2022-12-15,56.6426
2022-12-16,55.0836
2022-12-17,55.0836
2022-12-18,55.0836
2022-12-19,54.5316
2022-12-20,55.3702
2022-12-21,56.9834
2022-12-22,56.5752
2022-12-23,58.0451
2022-12-24,58.0451
2022-12-25,58.0451
2022-12-26,58.0451
2022-12-27,58.3536
2022-12-28,57.5184
2022-12-29,58.08
2022-12-30,58.3796
2022-12-31,58.3796
2023-01-01,58.3796
2023-01-02,58.3796
2023-01-03,58.079
2023-01-04,59.8215
2023-01-05,55.821
2023-01-06,58.51
2023-01-07,58.51
2023-01-08,58.51
2023-01-09,59.8727
2023-01-10,57.9847
2023-01-11,59.284
2023-01-12,56.2451
2023-01-13,56.2451
2023-01-14,56.2451
2023-01-15,56.2451
2023-01-16,56.2451
2023-01-17,55.366
2023-01-18,51.8236
2023-01-19,51.1321
2023-01-20,52.1744
2023-01-21,52.1744
2023-01-22,52.1744
2023-01-23,50.2526
2023-01-24,49.1364
2023-01-25,48.8108
2023-01-26,49.5031
2023-01-27,49.8539
2023-01-28,49.8539
2023-01-29,49.8539
2023-01-30,50.093
2023-01-31,51.8353
2023-02-01,52.2662
2023-02-02,50.5232
2023-02-03,46.638
2023-02-04,46.638
2023-02-05,46.638
2023-02-06,46.8941
2023-02-07,46.3572
2023-02-08,44.189
2023-02-09,43.2862
2023-02-10,46.5401
2023-02-11,46.5401
2023-02-12,46.5401
2023-02-13,48.5749
2023-02-14,51.8899
2023-02-15,54.2161
2023-02-16,53.464
2023-02-17,55.4529
2023-02-18,55.4529
2023-02-19,55.4529
2023-02-20,55.4529
2023-02-21,52.0811
2023-02-22,50.5683
2023-02-23,50.5683
2023-02-24,49.926
2023-02-25,49.926
2023-02-26,49.926
2023-02-27,50.3743
2023-02-28,46.319
2023-03-01,44.0609
2023-03-02,46.7066
2023-03-03,50.5472
2023-03-04,50.5472
2023-03-05,50.5472
2023-03-06,50.9494
2023-03-07,49.1087
2023-03-08,50.061
2023-03-09,47.6272
2023-03-10,46.1842
2023-03-11,46.1842
2023-03-12,46.1842
2023-03-13,50.7404
2023-03-14,50.5575
2023-03-15,52.3355
2023-03-16,53.4102
2023-03-17,53.37
2023-03-18,53.37
2023-03-19,53.37
2023-03-20,52.074
2023-03-21,47.7968
