,SKYW US Equity
2023-03-20,47.0049
2023-03-21,48.0929
2023-03-22,46.7838
2023-03-23,47.3554
2023-03-24,48.8126
2023-03-25,48.8126
2023-03-26,48.8126
2023-03-27,52.3099
2023-03-28,53.9527
2023-03-29,55.3341
2023-03-30,57.1275
2023-03-31,59.0741
2023-04-01,59.0741
2023-04-02,59.0741
2023-04-03,58.8018
2023-04-04,59.0251
2023-04-05,58.9013
2023-04-06,59.8313
2023-04-07,59.8313
2023-04-08,59.8313
2023-04-09,59.8313
2023-04-10,60.8061
2023-04-11,62.4423
2023-04-12,61.6749
2023-04-13,62.9496
2023-04-14,62.7618
2023-04-15,62.7618
2023-04-16,62.7618
2023-04-17,63.3832
2023-04-18,62.6945
2023-04-19,64.0233
2023-04-20,64.0521
2023-04-21,64.0819
2023-04-22,64.0819
2023-04-23,64.0819
2023-04-24,63.3231
2023-04-25,60.6183
2023-04-26,60.9566
2023-04-27,62.329
2023-04-28,72.6063
2023-04-29,72.6063
2023-04-30,72.6063
2023-05-01,69.4551
2023-05-02,68.5053
2023-05-03,70.5674
2023-05-04,65.1765
2023-05-05,66.9844
2023-05-06,66.9844
2023-05-07,66.9844
2023-05-08,64.24
2023-05-09,62.6469
2023-05-10,60.7903
2023-05-11,58.6332
2023-05-12,59.2809
2023-05-13,59.2809
2023-05-14,59.2809
2023-05-15,60.4871
2023-05-16,60.5857
2023-05-17,64.3162
2023-05-18,65.0554
2023-05-19,64.7778
2023-05-20,64.7778
2023-05-21,64.7778
2023-05-22,64.7369
2023-05-23,64.988
2023-05-24,64.9445
2023-05-25,66.1627
2023-05-26,68.8344
2023-05-27,68.8344
2023-05-28,68.8344
2023-05-29,68.8344
2023-05-30,68.6084
2023-05-31,66.7056
2023-06-01,69.6118
2023-06-02,71.5393
2023-06-03,71.5393
2023-06-04,71.5393
2023-06-05,73.0068
2023-06-06,74.3139
2023-06-07,74.2691
2023-06-08,74.2691
2023-06-09,73.8875
2023-06-10,73.8875
2023-06-11,73.8875
2023-06-12,75.9927
2023-06-13,78.7219
2023-06-14,76.852
2023-06-15,78.9067
2023-06-16,79.0511
2023-06-17,79.0511
2023-06-18,79.0511
2023-06-19,79.0511
2023-06-20,79.8283
2023-06-21,80.1311
2023-06-22,79.9472
2023-06-23,79.8051
2023-06-24,79.8051
2023-06-25,79.8051
2023-06-26,76.7022
2023-06-27,77.0656
2023-06-28,77.729
2023-06-29,78.6984
2023-06-30,79.136
2023-07-01,79.136
2023-07-02,79.136
2023-07-03,79.3426
2023-07-04,79.3426
2023-07-05,75.8466
2023-07-06,73.5195
2023-07-07,75.3939
2023-07-08,75.3939
2023-07-09,75.3939
2023-07-10,77.241
2023-07-11,75.3064
2023-07-12,72.6125
2023-07-13,73.1642
2023-07-14,68.8979
2023-07-15,68.8979
2023-07-16,68.8979
2023-07-17,68.934
2023-07-18,71.3704
2023-07-19,72.1656
2023-07-20,68.7672
2023-07-21,67.0948
2023-07-22,67.0948
2023-07-23,67.0948
2023-07-24,66.1866
2023-07-25,64.274
2023-07-26,63.8623
2023-07-27,61.778
2023-07-28,70.4808
2023-07-29,70.4808
2023-07-30,70.4808
2023-07-31,68.6618
2023-08-01,69.2294
2023-08-02,69.4553
2023-08-03,64.5829
2023-08-04,61.7269
2023-08-05,61.7269
2023-08-06,61.7269
2023-08-07,63.5355
2023-08-08,63.7591
2023-08-09,61.7697
2023-08-10,59.9519
2023-08-11,60.05
2023-08-12,60.05
2023-08-13,60.05
2023-08-14,60.4111
2023-08-15,57.3713
2023-08-16,55.175
2023-08-17,54.3472
2023-08-18,54.0119
2023-08-19,54.0119
2023-08-20,54.0119
2023-08-21,55.1335
2023-08-22,54.8099
2023-08-23,57.0167
2023-08-24,54.1349
2023-08-25,53.819
2023-08-26,53.819
2023-08-27,53.819
2023-08-28,57.7168
2023-08-29,60.8314
2023-08-30,55.3712
2023-08-31,61.97
2023-09-01,60.1788
2023-09-02,60.1788
2023-09-03,60.1788
2023-09-04,60.1788
2023-09-05,58.3375
2023-09-06,57.7602
2023-09-07,58.0109
2023-09-08,55.5731
2023-09-09,55.5731
2023-09-10,55.5731
2023-09-11,57.9322
2023-09-12,56.6301
2023-09-13,54.5172
2023-09-14,56.1531
2023-09-15,55.2784
2023-09-16,55.2784
2023-09-17,55.2784
2023-09-18,52.7951
2023-09-19,52.7951
2023-09-20,52.1681
2023-09-21,53.5422
2023-09-22,52.961
2023-09-23,52.961
2023-09-24,52.961
2023-09-25,53.0708
2023-09-26,51.7954
2023-09-27,53.2979
2023-09-28,54.9487
2023-09-29,52.5408
2023-09-30,52.5408
2023-10-01,52.5408
2023-10-02,50.8251
2023-10-03,48.4406
2023-10-04,51.2694
2023-10-05,50.9848
2023-10-06,51.5872
2023-10-07,51.5872
2023-10-08,51.5872
2023-10-09,50.1644
2023-10-10,49.4588
2023-10-11,50.7198
2023-10-12,50.262
2023-10-13,46.9266
2023-10-14,46.9266
2023-10-15,46.9266
2023-10-16,47.79
2023-10-17,48.6282
2023-10-18,43.1223
2023-10-19,42.6351
2023-10-20,41.8604
2023-10-21,41.8604
2023-10-22,41.8604
2023-10-23,42.4017
2023-10-24,44.4027
2023-10-25,44.1347
2023-10-26,43.7928
2023-10-27,54.4907
2023-10-28,54.4907
2023-10-29,54.4907
2023-10-30,56.2149
2023-10-31,53.8639
2023-11-01,53.9046
2023-11-02,56.986
2023-11-03,58.3615
2023-11-04,58.3615
2023-11-05,58.3615
2023-11-06,57.1515
2023-11-07,56.6202
2023-11-08,55.5268
2023-11-09,54.3402
2023-11-10,53.8841
2023-11-11,53.8841
2023-11-12,53.8841
2023-11-13,54.6283
2023-11-14,59.2147
2023-11-15,61.3167
2023-11-16,60.5838
2023-11-17,61.0476
2023-11-18,61.0476
2023-11-19,61.0476
2023-11-20,62.4708
2023-11-21,60.0606
2023-11-22,59.5357
2023-11-23,59.5357
2023-11-24,59.7845
2023-11-25,59.7845
2023-11-26,59.7845
2023-11-27,59.8041
2023-11-28,58.7929
2023-11-29,58.6119
2023-11-30,61.1476
2023-12-01,62.906
2023-12-02,62.906
2023-12-03,62.906
2023-12-04,65.3071
2023-12-05,64.1386
2023-12-06,61.641
2023-12-07,61.66
2023-12-08,62.8446
2023-12-09,62.8446
2023-12-10,62.8446
2023-12-11,61.7934
2023-12-12,62.3851
2023-12-13,64.1102
2023-12-14,61.2989
2023-12-15,62.012
2023-12-16,62.012
2023-12-17,62.012
2023-12-18,63.8676
2023-12-19,65.2959
2023-12-20,62.7619
2023-12-21,63.6597
2023-12-22,65.2314
2023-12-23,65.2314
2023-12-24,65.2314
2023-12-25,65.2314
2023-12-26,65.6902
2023-12-27,66.8223
2023-12-28,67.2692
2023-12-29,64.9374
2023-12-30,64.9374
2023-12-31,64.9374
2024-01-01,64.9374
2024-01-02,63.212
2024-01-03,57.9637
2024-01-04,60.902
2024-01-05,60.1038
2024-01-06,60.1038
2024-01-07,60.1038
2024-01-08,60.9471
2024-01-09,57.195
2024-01-10,56.97
2024-01-11,56.9919
2024-01-12,55.3613
2024-01-13,55.3613
2024-01-14,55.3613
2024-01-15,55.3613
2024-01-16,53.9359
2024-01-17,52.8106
2024-01-18,55.0654
2024-01-19,55.0361
2024-01-20,55.0361
2024-01-21,55.0361
2024-01-22,57.5332
2024-01-23,58.0735
2024-01-24,59.4305
2024-01-25,61.6015
2024-01-26,64.2707
2024-01-27,64.2707
2024-01-28,64.2707
2024-01-29,65.1188
2024-01-30,65.4795
2024-01-31,60.646
2024-02-01,62.2518
2024-02-02,69.1794
2024-02-03,69.1794
2024-02-04,69.1794
2024-02-05,70.582
2024-02-06,70.4326
2024-02-07,69.7003
2024-02-08,70.1814
2024-02-09,69.0162
2024-02-10,69.0162
2024-02-11,69.0162
2024-02-12,69.6502
2024-02-13,67.8937
2024-02-14,67.9697
2024-02-15,66.8248
2024-02-16,67.0707
2024-02-17,67.0707
2024-02-18,67.0707
2024-02-19,67.0707
2024-02-20,69.6894
2024-02-21,67.0772
2024-02-22,68.7149
2024-02-23,66.9601
2024-02-24,66.9601
2024-02-25,66.9601
2024-02-26,67.8856
2024-02-27,68.5984
2024-02-28,68.5984
2024-02-29,72.3195
2024-03-01,72.9185
2024-03-02,72.9185
2024-03-03,72.9185
2024-03-04,73.6916
2024-03-05,75.0593
2024-03-06,76.2909
2024-03-07,76.9271
2024-03-08,74.7169
2024-03-09,74.7169
2024-03-10,74.7169
2024-03-11,71.7007
2024-03-12,72.6444
2024-03-13,72.9027
2024-03-14,68.1183
2024-03-15,68.4165
2024-03-16,68.4165
2024-03-17,68.4165
2024-03-18,65.8965
2024-03-19,65.0897
2024-03-20,68.1659
2024-03-21,69.6692
2024-03-22,65.9853
2024-03-23,65.9853
2024-03-24,65.9853
2024-03-25,67.5787
2024-03-26,67.5502
2024-03-27,69.1626
2024-03-28,67.9975
2024-03-29,67.9975
2024-03-30,67.9975
2024-03-31,67.9975
2024-04-01,67.005
2024-04-02,65.9795
2024-04-03,66.9803
2024-04-04,63.8206
2024-04-05,65.738
2024-04-06,65.738
2024-04-07,65.738
2024-04-08,67.8794
