,GLW US Equity
2021-08-20,45.8767
2021-08-21,45.8767
2021-08-22,45.8767
2021-08-23,46.9679
2021-08-24,47.3341
2021-08-25,48.8413
2021-08-26,46.2285
2021-08-27,48.7496
2021-08-28,48.7496
2021-08-29,48.7496
2021-08-30,46.9105
2021-08-31,46.6274
2021-09-01,43.4139
2021-09-02,45.4747
2021-09-03,45.0504
2021-09-04,45.0504
2021-09-05,45.0504
2021-09-06,45.0504
2021-09-07,45.3382
2021-09-08,43.1188
2021-09-09,41.7466
2021-09-10,42.865
2021-09-11,42.865
2021-09-12,42.865
2021-09-13,43.4774
2021-09-14,40.8718
2021-09-15,42.8239
2021-09-16,43.8336
2021-09-17,42.1031
2021-09-18,42.1031
2021-09-19,42.1031
2021-09-20,40.6282
2021-09-21,38.2705
2021-09-22,38.3249
2021-09-23,40.8611
2021-09-24,43.9073
2021-09-25,43.9073
2021-09-26,43.9073
2021-09-27,44.3521
2021-09-28,41.0936
2021-09-29,39.4398
2021-09-30,37.3657
2021-10-01,39.8703
2021-10-02,39.8703
2021-10-03,39.8703
2021-10-04,38.505
2021-10-05,40.2193
2021-10-06,38.4891
2021-10-07,41.2986
2021-10-08,42.35
2021-10-09,42.35
2021-10-10,42.35
2021-10-11,41.5109
2021-10-12,39.8111
2021-10-13,41.9267
2021-10-14,45.7783
2021-10-15,46.9058
2021-10-16,46.9058
2021-10-17,46.9058
2021-10-18,46.4067
2021-10-19,46.8121
2021-10-20,48.6857
2021-10-21,49.2581
2021-10-22,48.2726
2021-10-23,48.2726
2021-10-24,48.2726
2021-10-25,49.9829
2021-10-26,42.2612
2021-10-27,38.6411
2021-10-28,39.7625
2021-10-29,39.5531
2021-10-30,39.5531
2021-10-31,39.5531
2021-11-01,43.3861
2021-11-02,45.522
2021-11-03,45.9279
2021-11-04,44.5878
2021-11-05,50.9302
2021-11-06,50.9302
2021-11-07,50.9302
2021-11-08,51.3784
2021-11-09,50.4615
2021-11-10,50.0523
2021-11-11,51.4947
2021-11-12,54.4925
2021-11-13,54.4925
2021-11-14,54.4925
2021-11-15,52.8425
2021-11-16,52.6462
2021-11-17,50.8862
2021-11-18,51.372
2021-11-19,48.7619
2021-11-20,48.7619
2021-11-21,48.7619
2021-11-22,52.642
2021-11-23,55.0347
2021-11-24,53.5196
2021-11-25,53.5196
2021-11-26,49.6071
2021-11-27,49.6071
2021-11-28,49.6071
2021-11-29,51.3117
2021-11-30,46.8223
2021-12-01,46.0915
2021-12-02,48.4499
2021-12-03,47.1935
2021-12-04,47.1935
2021-12-05,47.1935
2021-12-06,49.006
2021-12-07,50.8816
2021-12-08,51.175
2021-12-09,48.6059
2021-12-10,48.813
2021-12-11,48.813
2021-12-12,48.813
2021-12-13,46.6105
2021-12-14,46.1355
2021-12-15,47.68
2021-12-16,47.3456
2021-12-17,45.978
2021-12-18,45.978
2021-12-19,45.978
2021-12-20,44.0824
2021-12-21,44.7218
2021-12-22,45.2078
2021-12-23,46.7026
2021-12-24,46.7026
2021-12-25,46.7026
2021-12-26,46.7026
2021-12-27,49.1093
2021-12-28,49.0354
2021-12-29,49.6622
2021-12-30,48.5051
2021-12-31,48.5877
2022-01-01,48.5877
2022-01-02,48.5877
2022-01-03,48.427
2022-01-04,51.808
2022-01-05,52.4761
2022-01-06,53.0701
2022-01-07,51.473
2022-01-08,51.473
2022-01-09,51.473
2022-01-10,49.8771
2022-01-11,51.7186
2022-01-12,52.2548
2022-01-13,51.8879
2022-01-14,47.5699
2022-01-15,47.5699
2022-01-16,47.5699
2022-01-17,47.5699
2022-01-18,45.8338
2022-01-19,43.2718
2022-01-20,40.4577
2022-01-21,40.2295
2022-01-22,40.2295
2022-01-23,40.2295
2022-01-24,41.5454
2022-01-25,41.4405
2022-01-26,56.3947
2022-01-27,59.9402
2022-01-28,63.5623
2022-01-29,63.5623
2022-01-30,63.5623
2022-01-31,63.2589
2022-02-01,63.5514
2022-02-02,64.8216
2022-02-03,64.293
2022-02-04,62.587
2022-02-05,62.587
2022-02-06,62.587
2022-02-07,62.6115
2022-02-08,63.9276
2022-02-09,64.4312
2022-02-10,62.4551
2022-02-11,59.8938
2022-02-12,59.8938
2022-02-13,59.8938
2022-02-14,57.6075
2022-02-15,59.7972
2022-02-16,60.587
2022-02-17,56.6354
2022-02-18,57.5802
2022-02-19,57.5802
2022-02-20,57.5802
2022-02-21,57.5802
2022-02-22,55.4484
2022-02-23,52.3706
2022-02-24,53.2157
2022-02-25,55.7286
2022-02-26,55.7286
2022-02-27,55.7286
2022-02-28,53.3172
2022-03-01,47.7317
2022-03-02,51.361
2022-03-03,50.8107
2022-03-04,48.572
2022-03-05,48.572
2022-03-06,48.572
2022-03-07,44.5613
2022-03-08,43.794
2022-03-09,45.7859
2022-03-10,44.2615
2022-03-11,42.9031
2022-03-12,42.9031
2022-03-13,42.9031
2022-03-14,42.3604
2022-03-15,43.5801
2022-03-16,45.8272
2022-03-17,47.0097
2022-03-18,47.9738
2022-03-19,47.9738
2022-03-20,47.9738
2022-03-21,47.361
2022-03-22,49.0146
2022-03-23,46.7901
2022-03-24,49.2051
2022-03-25,49.2646
2022-03-26,49.2646
2022-03-27,49.2646
2022-03-28,48.041
2022-03-29,49.1911
2022-03-30,47.0371
2022-03-31,45.1839
2022-04-01,43.7212
2022-04-02,43.7212
2022-04-03,43.7212
2022-04-04,44.4985
2022-04-05,42.0928
2022-04-06,40.2574
2022-04-07,39.0594
2022-04-08,38.3192
2022-04-09,38.3192
2022-04-10,38.3192
2022-04-11,37.3579
2022-04-12,37.083
2022-04-13,38.335
2022-04-14,37.8962
2022-04-15,37.8962
2022-04-16,37.8962
2022-04-17,37.8962
2022-04-18,38.6229
2022-04-19,41.905
2022-04-20,41.7949
2022-04-21,41.7099
2022-04-22,39.389
2022-04-23,39.389
2022-04-24,39.389
2022-04-25,41.8592
2022-04-26,45.837
2022-04-27,47.7874
2022-04-28,48.8896
2022-04-29,45.265
2022-04-30,45.265
2022-05-01,45.265
2022-05-02,47.8121
2022-05-03,48.3609
2022-05-04,51.8721
2022-05-05,49.6071
2022-05-06,50.6021
2022-05-07,50.6021
2022-05-08,50.6021
2022-05-09,47.3763
2022-05-10,48.1228
2022-05-11,45.0387
2022-05-12,46.0918
2022-05-13,47.1395
2022-05-14,47.1395
2022-05-15,47.1395
2022-05-16,46.1828
2022-05-17,49.5765
2022-05-18,43.7391
2022-05-19,42.4859
2022-05-20,41.5955
2022-05-21,41.5955
2022-05-22,41.5955
2022-05-23,43.5717
2022-05-24,42.4169
2022-05-25,43.7698
2022-05-26,48.2186
2022-05-27,50.1134
2022-05-28,50.1134
2022-05-29,50.1134
2022-05-30,50.1134
2022-05-31,50.5678
2022-06-01,49.5246
2022-06-02,52.3859
2022-06-03,50.5305
2022-06-04,50.5305
2022-06-05,50.5305
2022-06-06,50.6654
2022-06-07,50.5228
2022-06-08,50.4641
2022-06-09,46.1359
2022-06-10,43.7002
2022-06-11,43.7002
2022-06-12,43.7002
2022-06-13,40.6635
2022-06-14,41.1685
2022-06-15,43.1698
2022-06-16,40.1457
2022-06-17,41.7179
2022-06-18,41.7179
2022-06-19,41.7179
2022-06-20,41.7179
2022-06-21,42.4538
2022-06-22,41.1765
2022-06-23,41.3686
2022-06-24,44.9341
2022-06-25,44.9341
2022-06-26,44.9341
2022-06-27,46.4856
2022-06-28,44.5501
2022-06-29,44.2605
2022-06-30,42.203
2022-07-01,43.4532
2022-07-02,43.4532
2022-07-03,43.4532
2022-07-04,43.4532
2022-07-05,42.8303
2022-07-06,43.6658
2022-07-07,46.0199
2022-07-08,45.8876
2022-07-09,45.8876
2022-07-10,45.8876
2022-07-11,45.4552
2022-07-12,45.2073
2022-07-13,44.8698
2022-07-14,44.1593
2022-07-15,48.2614
2022-07-16,48.2614
2022-07-17,48.2614
2022-07-18,46.9923
2022-07-19,51.3617
2022-07-20,52.0243
2022-07-21,53.2559
2022-07-22,51.7226
2022-07-23,51.7226
2022-07-24,51.7226
2022-07-25,52.0794
2022-07-26,53.4151
2022-07-27,56.2466
2022-07-28,57.1535
2022-07-29,58.387
2022-07-30,58.387
2022-07-31,58.387
2022-08-01,57.0495
2022-08-02,56.0444
2022-08-03,57.1326
2022-08-04,57.0951
2022-08-05,54.5404
2022-08-06,54.5404
2022-08-07,54.5404
2022-08-08,54.8433
2022-08-09,52.9454
2022-08-10,57.1358
2022-08-11,58.0609
2022-08-12,59.1343
2022-08-13,59.1343
2022-08-14,59.1343
2022-08-15,57.758
2022-08-16,58.3155
2022-08-17,54.5886
2022-08-18,55.9854
2022-08-19,53.6046
2022-08-20,53.6046
2022-08-21,53.6046
2022-08-22,50.1474
2022-08-23,49.8307
2022-08-24,49.6362
2022-08-25,52.4222
2022-08-26,48.5576
2022-08-27,48.5576
2022-08-28,48.5576
2022-08-29,47.7155
2022-08-30,49.1281
2022-08-31,48.4977
2022-09-01,47.091
2022-09-02,44.9339
2022-09-03,44.9339
2022-09-04,44.9339
2022-09-05,44.9339
2022-09-06,43.8939
2022-09-07,44.6304
2022-09-08,45.0779
2022-09-09,47.0338
2022-09-10,47.0338
2022-09-11,47.0338
2022-09-12,49.4243
2022-09-13,45.0901
2022-09-14,45.0901
2022-09-15,44.1721
2022-09-16,42.5812
2022-09-17,42.5812
2022-09-18,42.5812
2022-09-19,43.7622
2022-09-20,41.8381
2022-09-21,40.0961
2022-09-22,39.1992
2022-09-23,38.135
2022-09-24,38.135
2022-09-25,38.135
2022-09-26,37.0685
2022-09-27,36.0988
2022-09-28,37.9502
2022-09-29,37.1475
2022-09-30,35.6383
2022-10-01,35.6383
2022-10-02,35.6383
2022-10-03,39.2552
2022-10-04,45.4485
2022-10-05,44.8501
2022-10-06,45.4516
2022-10-07,42.5434
2022-10-08,42.5434
2022-10-09,42.5434
2022-10-10,41.6599
2022-10-11,41.0453
2022-10-12,41.7411
2022-10-13,43.6521
2022-10-14,42.5547
2022-10-15,42.5547
2022-10-16,42.5547
2022-10-17,46.4403
2022-10-18,47.2756
2022-10-19,47.0227
2022-10-20,45.3901
2022-10-21,49.8578
2022-10-22,49.8578
2022-10-23,49.8578
2022-10-24,50.3142
2022-10-25,48.3627
2022-10-26,50.5454
2022-10-27,49.6248
2022-10-28,50.8808
2022-10-29,50.8808
2022-10-30,50.8808
2022-10-31,49.7992
2022-11-01,51.1095
2022-11-02,48.3954
2022-11-03,48.8464
2022-11-04,52.2037
2022-11-05,52.2037
2022-11-06,52.2037
2022-11-07,52.8065
2022-11-08,52.4463
2022-11-09,49.2499
2022-11-10,54.9328
2022-11-11,56.4675
2022-11-12,56.4675
2022-11-13,56.4675
2022-11-14,54.8459
2022-11-15,55.8778
2022-11-16,52.9032
2022-11-17,53.1396
2022-11-18,54.8969
2022-11-19,54.8969
2022-11-20,54.8969
2022-11-21,54.0925
2022-11-22,55.0407
2022-11-23,54.8211
2022-11-24,54.8211
2022-11-25,55.4343
2022-11-26,55.4343
2022-11-27,55.4343
2022-11-28,51.7639
2022-11-29,52.7257
2022-11-30,54.9556
2022-12-01,55.2889
2022-12-02,54.3807
2022-12-03,54.3807
2022-12-04,54.3807
2022-12-05,52.5212
2022-12-06,51.7164
2022-12-07,51.1269
2022-12-08,51.8368
2022-12-09,50.6942
2022-12-10,50.6942
2022-12-11,50.6942
2022-12-12,52.3948
2022-12-13,54.1357
2022-12-14,53.0913
2022-12-15,49.5183
2022-12-16,47.7841
2022-12-17,47.7841
2022-12-18,47.7841
2022-12-19,45.917
2022-12-20,45.2518
2022-12-21,47.1525
2022-12-22,45.5836
2022-12-23,46.3068
2022-12-24,46.3068
2022-12-25,46.3068
2022-12-26,46.3068
2022-12-27,46.915
2022-12-28,45.2194
2022-12-29,47.509
2022-12-30,47.3627
2022-12-31,47.3627
2023-01-01,47.3627
2023-01-02,47.3627
2023-01-03,49.7628
2023-01-04,55.282
2023-01-05,56.1704
2023-01-06,59.1395
2023-01-07,59.1395
2023-01-08,59.1395
2023-01-09,59.2549
2023-01-10,60.4673
2023-01-11,62.0526
2023-01-12,62.4082
2023-01-13,60.2947
2023-01-14,60.2947
2023-01-15,60.2947
2023-01-16,60.2947
2023-01-17,59.7602
2023-01-18,59.7145
2023-01-19,58.8315
2023-01-20,59.1276
2023-01-21,59.1276
2023-01-22,59.1276
2023-01-23,60.0203
2023-01-24,58.5505
2023-01-25,57.34
2023-01-26,60.2951
2023-01-27,61.4694
2023-01-28,61.4694
2023-01-29,61.4694
2023-01-30,59.4538
2023-01-31,51.822
2023-02-01,54.1155
2023-02-02,57.2863
2023-02-03,55.1398
2023-02-04,55.1398
2023-02-05,55.1398
2023-02-06,52.4769
2023-02-07,53.0309
2023-02-08,52.8435
2023-02-09,52.3079
2023-02-10,53.1844
2023-02-11,53.1844
2023-02-12,53.1844
2023-02-13,54.6333
2023-02-14,53.4916
2023-02-15,54.3377
2023-02-16,53.1702
2023-02-17,54.0099
2023-02-18,54.0099
2023-02-19,54.0099
2023-02-20,54.0099
2023-02-21,50.0914
2023-02-22,49.3656
2023-02-23,50.4599
2023-02-24,48.9361
2023-02-25,48.9361
2023-02-26,48.9361
2023-02-27,50.0653
2023-02-28,48.6349
2023-03-01,50.1889
2023-03-02,50.9165
2023-03-03,53.8605
2023-03-04,53.8605
2023-03-05,53.8605
2023-03-06,54.6017
2023-03-07,50.2967
2023-03-08,50.0589
2023-03-09,48.3634
2023-03-10,45.7889
2023-03-11,45.7889
2023-03-12,45.7889
2023-03-13,45.105
2023-03-14,47.2087
2023-03-15,44.508
2023-03-16,46.6952
2023-03-17,44.8996
2023-03-18,44.8996
2023-03-19,44.8996
