,FIBK US Equity
2023-03-20,35.0292
2023-03-21,39.0916
2023-03-22,35.4585
2023-03-23,33.7715
2023-03-24,37.1318
2023-03-25,37.1318
2023-03-26,37.1318
2023-03-27,38.724
2023-03-28,38.422
2023-03-29,39.2712
2023-03-30,37.6793
2023-03-31,37.5769
2023-04-01,37.5769
2023-04-02,37.5769
2023-04-03,36.8522
2023-04-04,35.0349
2023-04-05,36.39
2023-04-06,39.1209
2023-04-07,39.1209
2023-04-08,39.1209
2023-04-09,39.1209
2023-04-10,39.099
2023-04-11,38.561
2023-04-12,37.6894
2023-04-13,39.22
2023-04-14,37.4093
2023-04-15,37.4093
2023-04-16,37.4093
2023-04-17,40.4659
2023-04-18,38.6063
2023-04-19,41.2299
2023-04-20,39.7246
2023-04-21,37.5135
2023-04-22,37.5135
2023-04-23,37.5135
2023-04-24,36.9354
2023-04-25,34.777
2023-04-26,34.9933
2023-04-27,34.6172
2023-04-28,33.1061
2023-04-29,33.1061
2023-04-30,33.1061
2023-05-01,32.9156
2023-05-02,31.4189
2023-05-03,30.4347
2023-05-04,28.6615
2023-05-05,33.4572
2023-05-06,33.4572
2023-05-07,33.4572
2023-05-08,31.0683
2023-05-09,30.44
2023-05-10,31.7917
2023-05-11,30.6782
2023-05-12,30.61
2023-05-13,30.61
2023-05-14,30.61
2023-05-15,32.437
2023-05-16,31.7021
2023-05-17,37.2875
2023-05-18,37.9095
2023-05-19,36.4548
2023-05-20,36.4548
2023-05-21,36.4548
2023-05-22,38.7808
2023-05-23,40.5286
2023-05-24,39.4312
2023-05-25,38.9855
2023-05-26,39.8645
2023-05-27,39.8645
2023-05-28,39.8645
2023-05-29,39.8645
2023-05-30,38.6436
2023-05-31,36.4228
2023-06-01,38.915
2023-06-02,43.7688
2023-06-03,43.7688
2023-06-04,43.7688
2023-06-05,42.119
2023-06-06,45.5293
2023-06-07,47.6024
2023-06-08,47.0269
2023-06-09,46.3714
2023-06-10,46.3714
2023-06-11,46.3714
2023-06-12,46.0902
2023-06-13,49.3268
2023-06-14,47.4836
2023-06-15,48.9495
2023-06-16,48.3322
2023-06-17,48.3322
2023-06-18,48.3322
2023-06-19,48.3322
2023-06-20,45.2761
2023-06-21,44.7109
2023-06-22,43.9216
2023-06-23,42.9894
2023-06-24,42.9894
2023-06-25,42.9894
2023-06-26,43.7371
2023-06-27,44.1979
2023-06-28,45.3878
2023-06-29,46.3413
2023-06-30,44.7257
2023-07-01,44.7257
2023-07-02,44.7257
2023-07-03,45.903
2023-07-04,45.903
2023-07-05,44.6658
2023-07-06,43.2674
2023-07-07,44.2933
2023-07-08,44.2933
2023-07-09,44.2933
2023-07-10,44.2933
2023-07-11,45.027
2023-07-12,47.2891
2023-07-13,49.7346
2023-07-14,49.0158
2023-07-15,49.0158
2023-07-16,49.0158
2023-07-17,50.5613
2023-07-18,53.2692
2023-07-19,54.7181
2023-07-20,54.0321
2023-07-21,53.4845
2023-07-22,53.4845
2023-07-23,53.4845
2023-07-24,56.3236
2023-07-25,57.4502
2023-07-26,61.5063
2023-07-27,59.2672
2023-07-28,59.806
2023-07-29,59.806
2023-07-30,59.806
2023-07-31,59.5731
2023-08-01,57.9014
2023-08-02,58.9273
2023-08-03,60.2543
2023-08-04,61.9932
2023-08-05,61.9932
2023-08-06,61.9932
2023-08-07,62.5328
2023-08-08,60.914
2023-08-09,59.2439
2023-08-10,59.0346
2023-08-11,59.1838
2023-08-12,59.1838
2023-08-13,59.1838
2023-08-14,56.6651
2023-08-15,52.5118
2023-08-16,51.3366
2023-08-17,50.8948
2023-08-18,51.2923
2023-08-19,51.2923
2023-08-20,51.2923
2023-08-21,49.7398
2023-08-22,45.7239
2023-08-23,46.4243
2023-08-24,46.701
2023-08-25,45.9298
2023-08-26,45.9298
2023-08-27,45.9298
2023-08-28,47.4795
2023-08-29,47.7648
2023-08-30,47.3844
2023-08-31,48.6122
2023-09-01,51.7828
2023-09-02,51.7828
2023-09-03,51.7828
2023-09-04,51.7828
2023-09-05,48.6021
2023-09-06,45.5304
2023-09-07,44.5815
2023-09-08,45.7511
2023-09-09,45.7511
2023-09-10,45.7511
2023-09-11,45.362
2023-09-12,46.3068
2023-09-13,45.7856
2023-09-14,48.3624
2023-09-15,48.5731
2023-09-16,48.5731
2023-09-17,48.5731
2023-09-18,45.8627
2023-09-19,46.0407
2023-09-20,45.3467
2023-09-21,44.1607
2023-09-22,42.9244
2023-09-23,42.9244
2023-09-24,42.9244
2023-09-25,45.2775
2023-09-26,45.5147
2023-09-27,43.977
2023-09-28,45.2526
2023-09-29,46.9816
2023-09-30,46.9816
2023-10-01,46.9816
2023-10-02,45.2962
2023-10-03,42.8893
2023-10-04,43.5895
2023-10-05,46.4056
2023-10-06,46.5008
2023-10-07,46.5008
2023-10-08,46.5008
2023-10-09,45.7438
2023-10-10,45.3197
2023-10-11,45.8905
2023-10-12,44.4505
2023-10-13,39.8627
2023-10-14,39.8627
2023-10-15,39.8627
2023-10-16,43.083
2023-10-17,47.8369
2023-10-18,44.0667
2023-10-19,43.4356
2023-10-20,39.5014
2023-10-21,39.5014
2023-10-22,39.5014
2023-10-23,39.6882
2023-10-24,37.9313
2023-10-25,38.1754
2023-10-26,46.3771
2023-10-27,43.8182
2023-10-28,43.8182
2023-10-29,43.8182
2023-10-30,45.7534
2023-10-31,44.984
2023-11-01,45.3012
2023-11-02,50.9015
2023-11-03,52.8002
2023-11-04,52.8002
2023-11-05,52.8002
2023-11-06,52.3228
2023-11-07,51.4347
2023-11-08,49.5846
2023-11-09,47.5715
2023-11-10,47.537
2023-11-11,47.537
2023-11-12,47.537
2023-11-13,48.0811
2023-11-14,55.3667
2023-11-15,55.8481
2023-11-16,55.1557
2023-11-17,55.5359
2023-11-18,55.5359
2023-11-19,55.5359
2023-11-20,55.6978
2023-11-21,52.6068
2023-11-22,53.664
2023-11-23,53.664
2023-11-24,54.2431
2023-11-25,54.2431
2023-11-26,54.2431
2023-11-27,53.8337
2023-11-28,54.2976
2023-11-29,56.7527
2023-11-30,55.5356
2023-12-01,60.9772
2023-12-02,60.9772
2023-12-03,60.9772
2023-12-04,60.9334
2023-12-05,57.7553
2023-12-06,58.9815
2023-12-07,61.3053
2023-12-08,61.7698
2023-12-09,61.7698
2023-12-10,61.7698
2023-12-11,61.545
2023-12-12,61.0851
2023-12-13,66.5203
2023-12-14,70.3728
2023-12-15,68.3495
2023-12-16,68.3495
2023-12-17,68.3495
2023-12-18,66.7033
2023-12-19,67.4519
2023-12-20,63.9798
2023-12-21,64.3638
2023-12-22,64.8203
2023-12-23,64.8203
2023-12-24,64.8203
2023-12-25,64.8203
2023-12-26,66.3796
2023-12-27,64.9335
2023-12-28,64.5484
2023-12-29,61.6488
2023-12-30,61.6488
2023-12-31,61.6488
2024-01-01,61.6488
2024-01-02,62.8982
2024-01-03,59.2257
2024-01-04,58.9933
2024-01-05,58.6757
2024-01-06,58.6757
2024-01-07,58.6757
2024-01-08,59.0463
2024-01-09,57.8491
2024-01-10,57.9404
2024-01-11,56.0571
2024-01-12,53.8829
2024-01-13,53.8829
2024-01-14,53.8829
2024-01-15,53.8829
2024-01-16,51.6936
2024-01-17,51.3152
2024-01-18,51.934
2024-01-19,53.9293
2024-01-20,53.9293
2024-01-21,53.9293
2024-01-22,55.4
2024-01-23,53.7489
2024-01-24,53.5425
2024-01-25,50.9909
2024-01-26,52.0417
2024-01-27,52.0417
2024-01-28,52.0417
2024-01-29,54.3558
2024-01-30,53.4799
2024-01-31,47.22
2024-02-01,43.7614
2024-02-02,43.7007
2024-02-03,43.7007
2024-02-04,43.7007
2024-02-05,42.719
2024-02-06,43.3362
2024-02-07,41.8737
2024-02-08,42.3967
2024-02-09,42.9279
2024-02-10,42.9279
2024-02-11,42.9279
2024-02-12,47.053
2024-02-13,41.7918
2024-02-14,44.0661
2024-02-15,48.8105
2024-02-16,47.3122
2024-02-17,47.3122
2024-02-18,47.3122
2024-02-19,47.3122
2024-02-20,46.9088
2024-02-21,46.7502
2024-02-22,48.6885
2024-02-23,48.76
2024-02-24,48.76
2024-02-25,48.76
2024-02-26,47.7959
2024-02-27,47.7959
2024-02-28,46.4276
2024-02-29,47.6597
2024-03-01,46.833
2024-03-02,46.833
2024-03-03,46.833
2024-03-04,48.5975
2024-03-05,52.5584
2024-03-06,48.8805
2024-03-07,49.1357
2024-03-08,48.9191
2024-03-09,48.9191
2024-03-10,48.9191
2024-03-11,49.3043
2024-03-12,47.8124
2024-03-13,46.967
2024-03-14,43.3474
2024-03-15,44.1531
2024-03-16,44.1531
2024-03-17,44.1531
2024-03-18,43.2817
2024-03-19,44.6719
2024-03-20,47.97
2024-03-21,49.8264
2024-03-22,48.8497
2024-03-23,48.8497
2024-03-24,48.8497
2024-03-25,49.088
2024-03-26,48.8136
2024-03-27,53.949
2024-03-28,52.2615
2024-03-29,52.2615
2024-03-30,52.2615
2024-03-31,52.2615
2024-04-01,48.7673
2024-04-02,46.3541
2024-04-03,47.0511
2024-04-04,47.1695
2024-04-05,47.3723
2024-04-06,47.3723
2024-04-07,47.3723
2024-04-08,49.3436
