,HGV US Equity
2023-03-20,46.2929
2023-03-21,48.5303
2023-03-22,46.2654
2023-03-23,44.8048
2023-03-24,43.65
2023-03-25,43.65
2023-03-26,43.65
2023-03-27,44.7548
2023-03-28,44.6228
2023-03-29,46.556
2023-03-30,47.8273
2023-03-31,49.9391
2023-04-01,49.9391
2023-04-02,49.9391
2023-04-03,48.7484
2023-04-04,48.1336
2023-04-05,47.918
2023-04-06,49.0972
2023-04-07,49.0972
2023-04-08,49.0972
2023-04-09,49.0972
2023-04-10,48.9139
2023-04-11,51.9744
2023-04-12,51.9257
2023-04-13,53.9801
2023-04-14,55.4363
2023-04-15,55.4363
2023-04-16,55.4363
2023-04-17,53.1589
2023-04-18,54.2512
2023-04-19,54.1989
2023-04-20,53.4526
2023-04-21,52.861
2023-04-22,52.861
2023-04-23,52.861
2023-04-24,53.7279
2023-04-25,50.9033
2023-04-26,47.9714
2023-04-27,45.5998
2023-04-28,45.1736
2023-04-29,45.1736
2023-04-30,45.1736
2023-05-01,47.4211
2023-05-02,48.2055
2023-05-03,45.0967
2023-05-04,41.4635
2023-05-05,43.2376
2023-05-06,43.2376
2023-05-07,43.2376
2023-05-08,45.5399
2023-05-09,46.6221
2023-05-10,44.0728
2023-05-11,43.6444
2023-05-12,42.6237
2023-05-13,42.6237
2023-05-14,42.6237
2023-05-15,44.2947
2023-05-16,46.604
2023-05-17,50.6907
2023-05-18,53.231
2023-05-19,52.24
2023-05-20,52.24
2023-05-21,52.24
2023-05-22,53.1424
2023-05-23,51.6989
2023-05-24,51.4099
2023-05-25,52.6865
2023-05-26,52.5844
2023-05-27,52.5844
2023-05-28,52.5844
2023-05-29,52.5844
2023-05-30,50.171
2023-05-31,46.9222
2023-06-01,50.0754
2023-06-02,55.3922
2023-06-03,55.3922
2023-06-04,55.3922
2023-06-05,53.8623
2023-06-06,55.7767
2023-06-07,55.6334
2023-06-08,55.9068
2023-06-09,53.3558
2023-06-10,53.3558
2023-06-11,53.3558
2023-06-12,55.5728
2023-06-13,55.9048
2023-06-14,53.6362
2023-06-15,53.803
2023-06-16,51.8955
2023-06-17,51.8955
2023-06-18,51.8955
2023-06-19,51.8955
2023-06-20,50.9494
2023-06-21,51.6335
2023-06-22,50.875
2023-06-23,49.0708
2023-06-24,49.0708
2023-06-25,49.0708
2023-06-26,47.2451
2023-06-27,50.2734
2023-06-28,49.7067
2023-06-29,51.4295
2023-06-30,51.4531
2023-07-01,51.4531
2023-07-02,51.4531
2023-07-03,52.9412
2023-07-04,52.9412
2023-07-05,50.1399
2023-07-06,48.9805
2023-07-07,52.1518
2023-07-08,52.1518
2023-07-09,52.1518
2023-07-10,53.5226
2023-07-11,55.3032
2023-07-12,55.7099
2023-07-13,55.0553
2023-07-14,52.1998
2023-07-15,52.1998
2023-07-16,52.1998
2023-07-17,52.4361
2023-07-18,55.6351
2023-07-19,55.2534
2023-07-20,54.48
2023-07-21,54.3676
2023-07-22,54.3676
2023-07-23,54.3676
2023-07-24,52.7895
2023-07-25,52.48
2023-07-26,50.0775
2023-07-27,49.1413
2023-07-28,50.8785
2023-07-29,50.8785
2023-07-30,50.8785
2023-07-31,52.4281
2023-08-01,52.5593
2023-08-02,50.1552
2023-08-03,46.1039
2023-08-04,46.9003
2023-08-05,46.9003
2023-08-06,46.9003
2023-08-07,50.1651
2023-08-08,52.0704
2023-08-09,53.4214
2023-08-10,52.1766
2023-08-11,50.0583
2023-08-12,50.0583
2023-08-13,50.0583
2023-08-14,49.0159
2023-08-15,47.1375
2023-08-16,44.9923
2023-08-17,43.5635
2023-08-18,44.5044
2023-08-19,44.5044
2023-08-20,44.5044
2023-08-21,42.8864
2023-08-22,44.2054
2023-08-23,44.7455
2023-08-24,43.9629
2023-08-25,43.6912
2023-08-26,43.6912
2023-08-27,43.6912
2023-08-28,46.0134
2023-08-29,49.3427
2023-08-30,49.2325
2023-08-31,46.6204
2023-09-01,49.3434
2023-09-02,49.3434
2023-09-03,49.3434
2023-09-04,49.3434
2023-09-05,42.7428
2023-09-06,44.5641
2023-09-07,42.6097
2023-09-08,43.1146
2023-09-09,43.1146
2023-09-10,43.1146
2023-09-11,42.1346
2023-09-12,43.2657
2023-09-13,42.0237
2023-09-14,45.9123
2023-09-15,44.8083
2023-09-16,44.8083
2023-09-17,44.8083
2023-09-18,44.4697
2023-09-19,42.6899
2023-09-20,42.5139
2023-09-21,40.5672
2023-09-22,39.8334
2023-09-23,39.8334
2023-09-24,39.8334
2023-09-25,39.5375
2023-09-26,38.5637
2023-09-27,38.6317
2023-09-28,42.7291
2023-09-29,43.5094
2023-09-30,43.5094
2023-10-01,43.5094
2023-10-02,42.7857
2023-10-03,39.0049
2023-10-04,40.2967
2023-10-05,37.6182
2023-10-06,37.717
2023-10-07,37.717
2023-10-08,37.717
2023-10-09,37.0491
2023-10-10,41.3774
2023-10-11,40.3418
2023-10-12,38.6131
2023-10-13,37.3562
2023-10-14,37.3562
2023-10-15,37.3562
2023-10-16,40.7152
2023-10-17,42.6943
2023-10-18,40.5714
2023-10-19,39.9144
2023-10-20,38.9758
2023-10-21,38.9758
2023-10-22,38.9758
2023-10-23,38.1684
2023-10-24,39.2745
2023-10-25,37.094
2023-10-26,36.9564
2023-10-27,37.3342
2023-10-28,37.3342
2023-10-29,37.3342
2023-10-30,38.5804
2023-10-31,38.2525
2023-11-01,37.0579
2023-11-02,38.1835
2023-11-03,43.3866
2023-11-04,43.3866
2023-11-05,43.3866
2023-11-06,37.0946
2023-11-07,38.3886
2023-11-08,37.4032
2023-11-09,36.0766
2023-11-10,36.7215
2023-11-11,36.7215
2023-11-12,36.7215
2023-11-13,36.4741
2023-11-14,43.502
2023-11-15,45.9037
2023-11-16,42.9647
2023-11-17,43.9459
2023-11-18,43.9459
2023-11-19,43.9459
2023-11-20,45.004
2023-11-21,42.6709
2023-11-22,44.7605
2023-11-23,44.7605
2023-11-24,44.3163
2023-11-25,44.3163
2023-11-26,44.3163
2023-11-27,43.6337
2023-11-28,42.6567
2023-11-29,42.6138
2023-11-30,41.5542
2023-12-01,47.8995
2023-12-02,47.8995
2023-12-03,47.8995
2023-12-04,50.1672
2023-12-05,47.2051
2023-12-06,48.943
2023-12-07,52.918
2023-12-08,54.9046
2023-12-09,54.9046
2023-12-10,54.9046
2023-12-11,56.1985
2023-12-12,55.0522
2023-12-13,56.9279
2023-12-14,60.7053
2023-12-15,58.0944
2023-12-16,58.0944
2023-12-17,58.0944
2023-12-18,57.5916
2023-12-19,57.6277
2023-12-20,55.2649
2023-12-21,57.2822
2023-12-22,57.3191
2023-12-23,57.3191
2023-12-24,57.3191
2023-12-25,57.3191
2023-12-26,56.4869
2023-12-27,54.767
2023-12-28,53.8573
2023-12-29,52.9475
2023-12-30,52.9475
2023-12-31,52.9475
2024-01-01,52.9475
2024-01-02,55.6496
2024-01-03,52.2113
2024-01-04,52.9887
2024-01-05,53.0954
2024-01-06,53.0954
2024-01-07,53.0954
2024-01-08,55.0778
2024-01-09,53.5825
2024-01-10,54.8506
2024-01-11,53.3186
2024-01-12,52.3759
2024-01-13,52.3759
2024-01-14,52.3759
2024-01-15,52.3759
2024-01-16,53.7991
2024-01-17,54.1973
2024-01-18,54.7798
2024-01-19,55.2328
2024-01-20,55.2328
2024-01-21,55.2328
2024-01-22,55.963
2024-01-23,55.8746
2024-01-24,55.5719
2024-01-25,58.2615
2024-01-26,57.9146
2024-01-27,57.9146
2024-01-28,57.9146
2024-01-29,58.8816
2024-01-30,56.6069
2024-01-31,53.791
2024-02-01,54.8161
2024-02-02,54.511
2024-02-03,54.511
2024-02-04,54.511
2024-02-05,52.2544
2024-02-06,54.4148
2024-02-07,54.3229
2024-02-08,54.7446
2024-02-09,56.1071
2024-02-10,56.1071
2024-02-11,56.1071
2024-02-12,59.5027
2024-02-13,52.3241
2024-02-14,55.624
2024-02-15,57.9006
2024-02-16,57.5893
2024-02-17,57.5893
2024-02-18,57.5893
2024-02-19,57.5893
2024-02-20,56.7288
2024-02-21,58.5648
2024-02-22,61.5297
2024-02-23,62.6644
2024-02-24,62.6644
2024-02-25,62.6644
2024-02-26,64.1805
2024-02-27,65.1176
2024-02-28,65.7909
2024-02-29,55.3933
2024-03-01,55.873
2024-03-02,55.873
2024-03-03,55.873
2024-03-04,53.9293
2024-03-05,53.9293
2024-03-06,57.3045
2024-03-07,54.6324
2024-03-08,54.1384
2024-03-09,54.1384
2024-03-10,54.1384
2024-03-11,56.3734
2024-03-12,55.8834
2024-03-13,56.701
2024-03-14,52.8194
2024-03-15,54.4038
2024-03-16,54.4038
2024-03-17,54.4038
2024-03-18,53.8825
2024-03-19,53.1876
2024-03-20,55.6562
2024-03-21,55.6562
2024-03-22,55.2439
2024-03-23,55.2439
2024-03-24,55.2439
2024-03-25,55.1911
2024-03-26,58.4982
2024-03-27,59.1758
2024-03-28,57.6729
2024-03-29,57.6729
2024-03-30,57.6729
2024-03-31,57.6729
2024-04-01,56.4104
2024-04-02,54.6092
2024-04-03,54.8983
2024-04-04,52.2001
2024-04-05,52.2477
2024-04-06,52.2477
2024-04-07,52.2477
2024-04-08,54.0468
