,TRN US Equity
2023-03-19,35.3082
2023-03-20,38.9883
2023-03-21,41.8125
2023-03-22,41.1717
2023-03-23,39.4865
2023-03-24,40.7762
2023-03-25,40.7762
2023-03-26,40.7762
2023-03-27,41.9145
2023-03-28,42.5923
2023-03-29,43.2414
2023-03-30,43.1852
2023-03-31,44.8872
2023-04-01,44.8872
2023-04-02,44.8872
2023-04-03,44.9983
2023-04-04,43.167
2023-04-05,42.406
2023-04-06,41.9354
2023-04-07,41.9354
2023-04-08,41.9354
2023-04-09,41.9354
2023-04-10,44.9755
2023-04-11,46.1868
2023-04-12,46.5293
2023-04-13,45.8179
2023-04-14,44.6084
2023-04-15,44.6084
2023-04-16,44.6084
2023-04-17,46.5544
2023-04-18,45.3191
2023-04-19,45.8967
2023-04-20,45.7894
2023-04-21,45.7894
2023-04-22,45.7894
2023-04-23,45.7894
2023-04-24,46.1929
2023-04-25,45.3015
2023-04-26,43.0947
2023-04-27,45.648
2023-04-28,46.5058
2023-04-29,46.5058
2023-04-30,46.5058
2023-05-01,46.0312
2023-05-02,38.6802
2023-05-03,39.0994
2023-05-04,36.0931
2023-05-05,39.84
2023-05-06,39.84
2023-05-07,39.84
2023-05-08,39.2378
2023-05-09,38.549
2023-05-10,38.145
2023-05-11,38.1154
2023-05-12,37.5147
2023-05-13,37.5147
2023-05-14,37.5147
2023-05-15,38.02
2023-05-16,37.3329
2023-05-17,40.5651
2023-05-18,41.1538
2023-05-19,41.3041
2023-05-20,41.3041
2023-05-21,41.3041
2023-05-22,41.5615
2023-05-23,42.1391
2023-05-24,40.0543
2023-05-25,40.9714
2023-05-26,42.7826
2023-05-27,42.7826
2023-05-28,42.7826
2023-05-29,42.7826
2023-05-30,42.8359
2023-05-31,41.3594
2023-06-01,43.0605
2023-06-02,49.5117
2023-06-03,49.5117
2023-06-04,49.5117
2023-06-05,46.0371
2023-06-06,47.6902
2023-06-07,52.8218
2023-06-08,50.8706
2023-06-09,50.3495
2023-06-10,50.3495
2023-06-11,50.3495
2023-06-12,50.7111
2023-06-13,52.5004
2023-06-14,52.4129
2023-06-15,54.0753
2023-06-16,54.0288
2023-06-17,54.0288
2023-06-18,54.0288
2023-06-19,54.0288
2023-06-20,52.7619
2023-06-21,54.0419
2023-06-22,52.5221
2023-06-23,51.9553
2023-06-24,51.9553
2023-06-25,51.9553
2023-06-26,52.9618
2023-06-27,54.1709
2023-06-28,54.602
2023-06-29,60.2836
2023-06-30,60.7674
2023-07-01,60.7674
2023-07-02,60.7674
2023-07-03,61.0826
2023-07-04,61.0826
2023-07-05,59.0643
2023-07-06,57.1632
2023-07-07,58.765
2023-07-08,58.765
2023-07-09,58.765
2023-07-10,59.5108
2023-07-11,59.9974
2023-07-12,59.4291
2023-07-13,60.4852
2023-07-14,59.8288
2023-07-15,59.8288
2023-07-16,59.8288
2023-07-17,59.105
2023-07-18,59.6105
2023-07-19,60.6993
2023-07-20,60.9089
2023-07-21,58.0882
2023-07-22,58.0882
2023-07-23,58.0882
2023-07-24,59.0251
2023-07-25,59.2048
2023-07-26,59.7074
2023-07-27,58.6206
2023-07-28,59.1019
2023-07-29,59.1019
2023-07-30,59.1019
2023-07-31,61.114
2023-08-01,56.8106
2023-08-02,62.3401
2023-08-03,58.1045
2023-08-04,55.6265
2023-08-05,55.6265
2023-08-06,55.6265
2023-08-07,57.8968
2023-08-08,57.2904
2023-08-09,56.6211
2023-08-10,57.5614
2023-08-11,57.4443
2023-08-12,57.4443
2023-08-13,57.4443
2023-08-14,56.1445
2023-08-15,53.1476
2023-08-16,51.7458
2023-08-17,52.2965
2023-08-18,51.6863
2023-08-19,51.6863
2023-08-20,51.6863
2023-08-21,49.8802
2023-08-22,48.9158
2023-08-23,51.0898
2023-08-24,50.2057
2023-08-25,49.7052
2023-08-26,49.7052
2023-08-27,49.7052
2023-08-28,50.1054
2023-08-29,51.4194
2023-08-30,50.5218
2023-08-31,50.8766
2023-09-01,53.629
2023-09-02,53.629
2023-09-03,53.629
2023-09-04,53.629
2023-09-05,45.685
2023-09-06,44.5473
2023-09-07,42.3213
2023-09-08,43.4547
2023-09-09,43.4547
2023-09-10,43.4547
2023-09-11,44.755
2023-09-12,44.755
2023-09-13,43.7278
2023-09-14,48.2344
2023-09-15,46.5805
2023-09-16,46.5805
2023-09-17,46.5805
2023-09-18,46.5805
2023-09-19,49.817
2023-09-20,51.1884
2023-09-21,53.6574
2023-09-22,53.3158
2023-09-23,53.3158
2023-09-24,53.3158
2023-09-25,53.6718
2023-09-26,49.3865
2023-09-27,50.5534
2023-09-28,51.6027
2023-09-29,48.1168
2023-09-30,48.1168
2023-10-01,48.1168
2023-10-02,44.4897
2023-10-03,43.434
2023-10-04,35.7543
2023-10-05,36.5828
2023-10-06,37.7456
2023-10-07,37.7456
2023-10-08,37.7456
2023-10-09,39.7588
2023-10-10,41.1424
2023-10-11,42.9666
2023-10-12,41.7291
2023-10-13,41.3824
2023-10-14,41.3824
2023-10-15,41.3824
2023-10-16,46.6328
2023-10-17,47.2027
2023-10-18,44.0023
2023-10-19,42.0961
2023-10-20,41.4407
2023-10-21,41.4407
2023-10-22,41.4407
2023-10-23,40.4278
2023-10-24,39.5003
2023-10-25,36.4403
2023-10-26,39.2452
2023-10-27,38.0648
2023-10-28,38.0648
2023-10-29,38.0648
2023-10-30,40.6795
2023-10-31,40.8315
2023-11-01,40.3678
2023-11-02,49.6882
2023-11-03,54.2033
2023-11-04,54.2033
2023-11-05,54.2033
2023-11-06,53.923
2023-11-07,52.3233
2023-11-08,50.6146
2023-11-09,50.5758
2023-11-10,51.6502
2023-11-11,51.6502
2023-11-12,51.6502
2023-11-13,51.4848
2023-11-14,55.058
2023-11-15,56.5411
2023-11-16,55.3115
2023-11-17,57.0042
2023-11-18,57.0042
2023-11-19,57.0042
2023-11-20,56.6869
2023-11-21,55.4106
2023-11-22,55.6687
2023-11-23,55.6687
2023-11-24,56.0447
2023-11-25,56.0447
2023-11-26,56.0447
2023-11-27,55.5572
2023-11-28,53.5803
2023-11-29,55.0728
2023-11-30,56.481
2023-12-01,58.923
2023-12-02,58.923
2023-12-03,58.923
2023-12-04,60.7855
2023-12-05,57.6793
2023-12-06,57.8231
2023-12-07,60.4644
2023-12-08,61.1921
2023-12-09,61.1921
2023-12-10,61.1921
2023-12-11,61.1921
2023-12-12,61.4681
2023-12-13,64.2009
2023-12-14,67.478
2023-12-15,65.9442
2023-12-16,65.9442
2023-12-17,65.9442
2023-12-18,60.1824
2023-12-19,60.7427
2023-12-20,54.1326
2023-12-21,55.7809
2023-12-22,55.7395
2023-12-23,55.7395
2023-12-24,55.7395
2023-12-25,55.7395
2023-12-26,56.2771
2023-12-27,56.0132
2023-12-28,57.1228
2023-12-29,56.2964
2023-12-30,56.2964
2023-12-31,56.2964
2024-01-01,56.2964
2024-01-02,56.2964
2024-01-03,54.0645
2024-01-04,53.3353
2024-01-05,54.4475
2024-01-06,54.4475
2024-01-07,54.4475
2024-01-08,55.5818
2024-01-09,51.0475
2024-01-10,50.4094
2024-01-11,49.7161
2024-01-12,49.3213
2024-01-13,49.3213
2024-01-14,49.3213
2024-01-15,49.3213
2024-01-16,47.5004
2024-01-17,45.1206
2024-01-18,45.1206
2024-01-19,49.1185
2024-01-20,49.1185
2024-01-21,49.1185
2024-01-22,52.5277
2024-01-23,52.8104
2024-01-24,52.3497
2024-01-25,53.9696
2024-01-26,54.0111
2024-01-27,54.0111
2024-01-28,54.0111
2024-01-29,54.2244
2024-01-30,54.6164
2024-01-31,50.3085
2024-02-01,51.4914
2024-02-02,52.26
2024-02-03,52.26
2024-02-04,52.26
2024-02-05,50.9819
2024-02-06,53.515
2024-02-07,51.8327
2024-02-08,53.9049
2024-02-09,55.2606
2024-02-10,55.2606
2024-02-11,55.2606
2024-02-12,56.9786
2024-02-13,52.1453
2024-02-14,54.9679
2024-02-15,58.0742
2024-02-16,54.5481
2024-02-17,54.5481
2024-02-18,54.5481
2024-02-19,54.5481
2024-02-20,53.5435
2024-02-21,54.3749
2024-02-22,49.7679
2024-02-23,46.6459
2024-02-24,46.6459
2024-02-25,46.6459
2024-02-26,45.452
2024-02-27,46.8187
2024-02-28,46.166
2024-02-29,50.0851
2024-03-01,48.8098
2024-03-02,48.8098
2024-03-03,48.8098
2024-03-04,47.4496
2024-03-05,49.1914
2024-03-06,50.69
2024-03-07,52.1136
2024-03-08,53.4668
2024-03-09,53.4668
2024-03-10,53.4668
2024-03-11,52.5534
2024-03-12,51.5999
2024-03-13,52.3771
2024-03-14,50.1687
2024-03-15,52.176
2024-03-16,52.176
2024-03-17,52.176
2024-03-18,51.5027
2024-03-19,52.4158
2024-03-20,53.5948
2024-03-21,55.054
2024-03-22,53.4969
2024-03-23,53.4969
2024-03-24,53.4969
2024-03-25,56.2808
2024-03-26,57.3864
2024-03-27,59.44
2024-03-28,58.5162
2024-03-29,58.5162
2024-03-30,58.5162
2024-03-31,58.5162
2024-04-01,55.5101
2024-04-02,54.7374
2024-04-03,56.6821
2024-04-04,54.9762
2024-04-05,57.5817
2024-04-06,57.5817
2024-04-07,57.5817
2024-04-08,57.2064
