,RNST US Equity
2021-11-01,56.5808
2021-11-02,54.7767
2021-11-03,58.1593
2021-11-04,54.8649
2021-11-05,56.6207
2021-11-06,56.6207
2021-11-07,56.6207
2021-11-08,57.1864
2021-11-09,55.8173
2021-11-10,56.4376
2021-11-11,57.406
2021-11-12,56.6819
2021-11-13,56.6819
2021-11-14,56.6819
2021-11-15,57.2674
2021-11-16,57.2958
2021-11-17,56.4029
2021-11-18,54.8645
2021-11-19,50.9806
2021-11-20,50.9806
2021-11-21,50.9806
2021-11-22,53.3829
2021-11-23,55.6041
2021-11-24,54.2145
2021-11-25,54.2145
2021-11-26,47.1782
2021-11-27,47.1782
2021-11-28,47.1782
2021-11-29,47.2411
2021-11-30,45.8558
2021-12-01,44.7476
2021-12-02,49.7133
2021-12-03,48.3201
2021-12-04,48.3201
2021-12-05,48.3201
2021-12-06,50.1772
2021-12-07,48.3238
2021-12-08,47.5688
2021-12-09,46.8673
2021-12-10,47.4762
2021-12-11,47.4762
2021-12-12,47.4762
2021-12-13,45.2459
2021-12-14,47.8752
2021-12-15,46.0883
2021-12-16,48.9984
2021-12-17,48.9402
2021-12-18,48.9402
2021-12-19,48.9402
2021-12-20,46.2706
2021-12-21,49.1695
2021-12-22,50.3935
2021-12-23,51.1469
2021-12-24,51.1469
2021-12-25,51.1469
2021-12-26,51.1469
2021-12-27,52.328
2021-12-28,52.7888
2021-12-29,52.5916
2021-12-30,52.0884
2021-12-31,52.2145
2022-01-01,52.2145
2022-01-02,52.2145
2022-01-03,53.0771
2022-01-04,56.084
2022-01-05,55.9342
2022-01-06,58.6214
2022-01-07,59.2773
2022-01-08,59.2773
2022-01-09,59.2773
2022-01-10,59.9073
2022-01-11,58.01
2022-01-12,57.6884
2022-01-13,57.0744
2022-01-14,59.1435
2022-01-15,59.1435
2022-01-16,59.1435
2022-01-17,59.1435
2022-01-18,58.4674
2022-01-19,54.1459
2022-01-20,50.4657
2022-01-21,47.6674
2022-01-22,47.6674
2022-01-23,47.6674
2022-01-24,51.4858
2022-01-25,51.9773
2022-01-26,48.4247
2022-01-27,45.227
2022-01-28,43.8626
2022-01-29,43.8626
2022-01-30,43.8626
2022-01-31,46.3259
2022-02-01,45.5268
2022-02-02,44.1943
2022-02-03,43.3112
2022-02-04,44.7645
2022-02-05,44.7645
2022-02-06,44.7645
2022-02-07,47.1025
2022-02-08,48.3308
2022-02-09,45.8389
2022-02-10,46.5025
2022-02-11,46.8394
2022-02-12,46.8394
2022-02-13,46.8394
2022-02-14,45.6209
2022-02-15,47.6483
2022-02-16,48.8192
2022-02-17,45.9629
2022-02-18,47.3197
2022-02-19,47.3197
2022-02-20,47.3197
2022-02-21,47.3197
2022-02-22,45.5452
2022-02-23,44.2297
2022-02-24,42.6774
2022-02-25,47.8813
2022-02-26,47.8813
2022-02-27,47.8813
2022-02-28,47.8521
2022-03-01,42.6611
2022-03-02,46.4882
2022-03-03,46.5182
2022-03-04,44.4541
2022-03-05,44.4541
2022-03-06,44.4541
2022-03-07,41.8602
2022-03-08,42.5981
2022-03-09,44.6823
2022-03-10,45.5194
2022-03-11,46.9946
2022-03-12,46.9946
2022-03-13,46.9946
2022-03-14,46.9946
2022-03-15,46.6846
2022-03-16,49.6693
2022-03-17,47.9166
2022-03-18,48.4188
2022-03-19,48.4188
2022-03-20,48.4188
2022-03-21,46.3668
2022-03-22,45.4684
2022-03-23,43.1186
2022-03-24,43.3969
2022-03-25,45.0649
2022-03-26,45.0649
2022-03-27,45.0649
2022-03-28,45.754
2022-03-29,47.3922
2022-03-30,44.3335
2022-03-31,42.7451
2022-04-01,42.8886
2022-04-02,42.8886
2022-04-03,42.8886
2022-04-04,42.5575
2022-04-05,41.0286
2022-04-06,39.8388
2022-04-07,38.4051
2022-04-08,38.5277
2022-04-09,38.5277
2022-04-10,38.5277
2022-04-11,39.8892
2022-04-12,39.8339
2022-04-13,41.4711
2022-04-14,40.1104
2022-04-15,40.1104
2022-04-16,40.1104
2022-04-17,40.1104
2022-04-18,40.0815
2022-04-19,43.8538
2022-04-20,44.8516
2022-04-21,43.6636
2022-04-22,41.7765
2022-04-23,41.7765
2022-04-24,41.7765
2022-04-25,41.7459
2022-04-26,38.3466
2022-04-27,37.5359
2022-04-28,37.8981
2022-04-29,35.181
2022-04-30,35.181
2022-05-01,35.181
2022-05-02,37.0837
2022-05-03,37.9806
2022-05-04,42.2392
2022-05-05,39.7542
2022-05-06,38.0188
2022-05-07,38.0188
2022-05-08,38.0188
2022-05-09,39.7101
2022-05-10,38.3121
2022-05-11,37.7671
2022-05-12,37.4002
2022-05-13,36.9492
2022-05-14,36.9492
2022-05-15,36.9492
2022-05-16,36.2576
2022-05-17,40.2201
2022-05-18,40.162
2022-05-19,39.6588
2022-05-20,40.9201
2022-05-21,40.9201
2022-05-22,40.9201
2022-05-23,42.9043
2022-05-24,43.8152
2022-05-25,43.8152
2022-05-26,45.8832
2022-05-27,46.8731
2022-05-28,46.8731
2022-05-29,46.8731
2022-05-30,46.8731
2022-05-31,45.4884
2022-06-01,44.532
2022-06-02,46.9292
2022-06-03,45.718
2022-06-04,45.718
2022-06-05,45.718
2022-06-06,47.1725
2022-06-07,47.3053
2022-06-08,46.1844
2022-06-09,41.7939
2022-06-10,39.6494
2022-06-11,39.6494
2022-06-12,39.6494
2022-06-13,37.622
2022-06-14,39.0652
2022-06-15,39.982
2022-06-16,36.8989
2022-06-17,39.4103
2022-06-18,39.4103
2022-06-19,39.4103
2022-06-20,39.4103
2022-06-21,42.7881
2022-06-22,43.4743
2022-06-23,41.6029
2022-06-24,44.1746
2022-06-25,44.1746
2022-06-26,44.1746
2022-06-27,46.7231
2022-06-28,45.297
2022-06-29,44.3305
2022-06-30,43.4055
2022-07-01,46.8475
2022-07-02,46.8475
2022-07-03,46.8475
2022-07-04,46.8475
2022-07-05,46.7076
2022-07-06,46.2078
2022-07-07,46.9626
2022-07-08,46.5125
2022-07-09,46.5125
2022-07-10,46.5125
2022-07-11,44.8452
2022-07-12,45.0715
2022-07-13,43.3421
2022-07-14,41.8233
2022-07-15,45.283
2022-07-16,45.283
2022-07-17,45.283
2022-07-18,46.0791
2022-07-19,49.1812
2022-07-20,51.6263
2022-07-21,53.4572
2022-07-22,52.9914
2022-07-23,52.9914
2022-07-24,52.9914
2022-07-25,54.0089
2022-07-26,55.4498
2022-07-27,60.2703
2022-07-28,58.827
2022-07-29,60.9721
2022-07-30,60.9721
2022-07-31,60.9721
2022-08-01,60.1953
2022-08-02,57.9923
2022-08-03,60.4377
2022-08-04,58.9728
2022-08-05,60.0652
2022-08-06,60.0652
2022-08-07,60.0652
2022-08-08,59.5639
2022-08-09,60.1272
2022-08-10,61.1838
2022-08-11,62.3083
2022-08-12,63.8877
2022-08-13,63.8877
2022-08-14,63.8877
2022-08-15,64.984
2022-08-16,65.6207
2022-08-17,65.6207
2022-08-18,65.0156
2022-08-19,62.9416
2022-08-20,62.9416
2022-08-21,62.9416
2022-08-22,58.5201
2022-08-23,57.4642
2022-08-24,57.7153
2022-08-25,59.5844
2022-08-26,57.4052
2022-08-27,57.4052
2022-08-28,57.4052
2022-08-29,53.3244
2022-08-30,53.5928
2022-08-31,53.8673
2022-09-01,51.8725
2022-09-02,52.1226
2022-09-03,52.1226
2022-09-04,52.1226
2022-09-05,52.1226
2022-09-06,50.1458
2022-09-07,50.1458
2022-09-08,53.2911
2022-09-09,54.2723
2022-09-10,54.2723
2022-09-11,54.2723
2022-09-12,55.4816
2022-09-13,51.5778
2022-09-14,52.5351
2022-09-15,53.6147
2022-09-16,55.0783
2022-09-17,55.0783
2022-09-18,55.0783
2022-09-19,57.7592
2022-09-20,57.2042
2022-09-21,55.7926
2022-09-22,53.1747
2022-09-23,51.1959
2022-09-24,51.1959
2022-09-25,51.1959
2022-09-26,50.6069
2022-09-27,47.8472
2022-09-28,49.1228
2022-09-29,46.358
2022-09-30,44.362
2022-10-01,44.362
2022-10-02,44.362
2022-10-03,47.8677
2022-10-04,53.1431
2022-10-05,53.0596
2022-10-06,52.4204
2022-10-07,49.23
2022-10-08,49.23
2022-10-09,49.23
2022-10-10,50.8947
2022-10-11,52.0185
2022-10-12,51.3065
2022-10-13,56.3918
2022-10-14,56.3049
2022-10-15,56.3049
2022-10-16,56.3049
2022-10-17,57.6223
2022-10-18,57.9251
2022-10-19,58.1998
2022-10-20,53.5027
2022-10-21,55.8423
2022-10-22,55.8423
2022-10-23,55.8423
2022-10-24,57.3882
2022-10-25,57.9837
2022-10-26,59.323
2022-10-27,64.1396
2022-10-28,68.8667
2022-10-29,68.8667
2022-10-30,68.8667
2022-10-31,70.8808
2022-11-01,69.1186
2022-11-02,67.133
2022-11-03,66.7878
2022-11-04,68.9744
2022-11-05,68.9744
2022-11-06,68.9744
2022-11-07,68.0562
2022-11-08,67.6127
2022-11-09,66.9807
2022-11-10,69.4106
2022-11-11,66.9294
2022-11-12,66.9294
2022-11-13,66.9294
2022-11-14,66.057
2022-11-15,66.5086
2022-11-16,63.3688
2022-11-17,61.8174
2022-11-18,62.3331
2022-11-19,62.3331
2022-11-20,62.3331
2022-11-21,63.5797
2022-11-22,65.0216
2022-11-23,64.3958
2022-11-24,64.3958
2022-11-25,65.2123
2022-11-26,65.2123
2022-11-27,65.2123
2022-11-28,62.0031
2022-11-29,61.3524
2022-11-30,63.0378
2022-12-01,62.9927
2022-12-02,62.8531
2022-12-03,62.8531
2022-12-04,62.8531
2022-12-05,58.2263
2022-12-06,58.4393
2022-12-07,58.3075
2022-12-08,59.4738
2022-12-09,58.5127
2022-12-10,58.5127
2022-12-11,58.5127
2022-12-12,58.8729
2022-12-13,54.9689
2022-12-14,48.7768
2022-12-15,47.0304
2022-12-16,47.3743
2022-12-17,47.3743
2022-12-18,47.3743
2022-12-19,47.3037
2022-12-20,47.8664
2022-12-21,49.6923
2022-12-22,50.8536
2022-12-23,52.6623
2022-12-24,52.6623
2022-12-25,52.6623
2022-12-26,52.6623
2022-12-27,50.9255
2022-12-28,49.5878
2022-12-29,51.0357
2022-12-30,50.0313
2022-12-31,50.0313
2023-01-01,50.0313
2023-01-02,50.0313
2023-01-03,49.3878
2023-01-04,46.855
2023-01-05,44.529
2023-01-06,47.9143
2023-01-07,47.9143
2023-01-08,47.9143
2023-01-09,46.6066
2023-01-10,48.1913
2023-01-11,48.8755
2023-01-12,51.9638
2023-01-13,52.0388
2023-01-14,52.0388
2023-01-15,52.0388
2023-01-16,52.0388
2023-01-17,50.1765
2023-01-18,44.1067
2023-01-19,43.0667
2023-01-20,45.3298
2023-01-21,45.3298
2023-01-22,45.3298
2023-01-23,45.4499
2023-01-24,45.901
2023-01-25,40.6254
2023-01-26,41.0452
2023-01-27,41.8111
2023-01-28,41.8111
2023-01-29,41.8111
2023-01-30,41.7488
2023-01-31,45.2137
2023-02-01,47.6494
2023-02-02,53.0165
2023-02-03,54.5503
2023-02-04,54.5503
2023-02-05,54.5503
2023-02-06,51.9714
2023-02-07,53.4572
2023-02-08,52.1435
2023-02-09,50.681
2023-02-10,50.783
2023-02-11,50.783
2023-02-12,50.783
2023-02-13,52.0483
2023-02-14,52.0828
2023-02-15,53.2974
2023-02-16,51.822
2023-02-17,51.0905
2023-02-18,51.0905
2023-02-19,51.0905
2023-02-20,51.0905
2023-02-21,48.2359
2023-02-22,47.0699
2023-02-23,49.335
2023-02-24,47.8975
2023-02-25,47.8975
2023-02-26,47.8975
2023-02-27,46.804
2023-02-28,46.1709
2023-03-01,44.8461
2023-03-02,43.7525
2023-03-03,45.6382
2023-03-04,45.6382
2023-03-05,45.6382
2023-03-06,41.3668
2023-03-07,39.0303
2023-03-08,38.6677
2023-03-09,34.0153
2023-03-10,35.8706
2023-03-11,35.8706
2023-03-12,35.8706
2023-03-13,33.6406
2023-03-14,35.4205
2023-03-15,34.9131
2023-03-16,40.5955
2023-03-17,37.2328
2023-03-18,37.2328
