,LGND US Equity
2020-06-21,57.0155
2020-06-22,57.3315
2020-06-23,56.4542
2020-06-24,53.1654
2020-06-25,54.533
2020-06-26,54.5729
2020-06-27,54.5729
2020-06-28,54.5729
2020-06-29,54.6655
2020-06-30,53.926
2020-07-01,53.9591
2020-07-02,53.7795
2020-07-03,53.7795
2020-07-04,53.7795
2020-07-05,53.7795
2020-07-06,55.0293
2020-07-07,52.3237
2020-07-08,53.6003
2020-07-09,53.7414
2020-07-10,55.4068
2020-07-11,55.4068
2020-07-12,55.4068
2020-07-13,54.3416
2020-07-14,57.6334
2020-07-15,57.1605
2020-07-16,58.2243
2020-07-17,59.3437
2020-07-18,59.3437
2020-07-19,59.3437
2020-07-20,60.7441
2020-07-21,58.1188
2020-07-22,58.7941
2020-07-23,57.7915
2020-07-24,56.0572
2020-07-25,56.0572
2020-07-26,56.0572
2020-07-27,58.5517
2020-07-28,57.1248
2020-07-29,58.4076
2020-07-30,59.5613
2020-07-31,52.7501
2020-08-01,52.7501
2020-08-02,52.7501
2020-08-03,53.8377
2020-08-04,53.0728
2020-08-05,52.0941
2020-08-06,51.4201
2020-08-07,52.8023
2020-08-08,52.8023
2020-08-09,52.8023
2020-08-10,53.4227
2020-08-11,48.9258
2020-08-12,48.8378
2020-08-13,49.7993
2020-08-14,49.8332
2020-08-15,49.8332
2020-08-16,49.8332
2020-08-17,52.0357
2020-08-18,51.5306
2020-08-19,50.7554
2020-08-20,50.9322
2020-08-21,48.7456
2020-08-22,48.7456
2020-08-23,48.7456
2020-08-24,45.6696
2020-08-25,46.4331
2020-08-26,44.4741
2020-08-27,43.2348
2020-08-28,43.1535
2020-08-29,43.1535
2020-08-30,43.1535
2020-08-31,42.3615
2020-09-01,42.2269
2020-09-02,43.4925
2020-09-03,40.6033
2020-09-04,40.9108
2020-09-05,40.9108
2020-09-06,40.9108
2020-09-07,40.9108
2020-09-08,40.9387
2020-09-09,42.7476
2020-09-10,42.0472
2020-09-11,43.6849
2020-09-12,43.6849
2020-09-13,43.6849
2020-09-14,41.2783
2020-09-15,39.7904
2020-09-16,39.2787
2020-09-17,38.611
2020-09-18,37.3052
2020-09-19,37.3052
2020-09-20,37.3052
2020-09-21,36.0207
2020-09-22,35.7731
2020-09-23,39.5673
2020-09-24,40.7084
2020-09-25,43.4782
2020-09-26,43.4782
2020-09-27,43.4782
2020-09-28,42.4524
2020-09-29,42.5015
2020-09-30,42.1446
2020-10-01,45.0105
2020-10-02,44.185
2020-10-03,44.185
2020-10-04,44.185
2020-10-05,47.1546
2020-10-06,48.0374
2020-10-07,50.607
2020-10-08,50.5444
2020-10-09,48.3937
2020-10-10,48.3937
2020-10-11,48.3937
2020-10-12,48.8936
2020-10-13,49.1765
2020-10-14,46.9877
2020-10-15,43.5828
2020-10-16,45.0164
2020-10-17,45.0164
2020-10-18,45.0164
2020-10-19,41.7187
2020-10-20,38.8242
2020-10-21,34.1265
2020-10-22,38.1001
2020-10-23,38.3572
2020-10-24,38.3572
2020-10-25,38.3572
2020-10-26,38.3101
2020-10-27,39.4994
2020-10-28,38.4121
2020-10-29,37.591
2020-10-30,37.2131
2020-10-31,37.2131
2020-11-01,37.2131
2020-11-02,37.6835
2020-11-03,41.1402
2020-11-04,42.3433
2020-11-05,42.8308
2020-11-06,41.6293
2020-11-07,41.6293
2020-11-08,41.6293
2020-11-09,38.4948
2020-11-10,38.9773
2020-11-11,40.4277
2020-11-12,41.6587
2020-11-13,40.8292
2020-11-14,40.8292
2020-11-15,40.8292
2020-11-16,39.6158
2020-11-17,40.8702
2020-11-18,39.6428
2020-11-19,39.7089
2020-11-20,41.5629
2020-11-21,41.5629
2020-11-22,41.5629
2020-11-23,44.7336
2020-11-24,44.9985
2020-11-25,45.9266
2020-11-26,45.9266
2020-11-27,44.6366
2020-11-28,44.6366
2020-11-29,44.6366
2020-11-30,43.3269
2020-12-01,42.9152
2020-12-02,42.5396
2020-12-03,44.7451
2020-12-04,46.0481
2020-12-05,46.0481
2020-12-06,46.0481
2020-12-07,46.1483
2020-12-08,47.1302
2020-12-09,50.0846
2020-12-10,51.9858
2020-12-11,52.7034
2020-12-12,52.7034
2020-12-13,52.7034
2020-12-14,60.3273
2020-12-15,55.6128
2020-12-16,54.1972
2020-12-17,57.9
2020-12-18,56.3827
2020-12-19,56.3827
2020-12-20,56.3827
2020-12-21,56.6356
2020-12-22,59.3204
2020-12-23,60.9841
2020-12-24,61.2344
2020-12-25,61.2344
2020-12-26,61.2344
2020-12-27,61.2344
2020-12-28,58.7711
2020-12-29,54.2294
2020-12-30,56.9445
2020-12-31,54.17
2021-01-01,54.17
2021-01-02,54.17
2021-01-03,54.17
2021-01-04,55.3173
2021-01-05,53.9798
2021-01-06,56.2798
2021-01-07,59.1559
2021-01-08,58.351
2021-01-09,58.351
2021-01-10,58.351
2021-01-11,60.3183
2021-01-12,60.8672
2021-01-13,61.3534
2021-01-14,67.1934
2021-01-15,67.6768
2021-01-16,67.6768
2021-01-17,67.6768
2021-01-18,67.6768
2021-01-19,70.7703
2021-01-20,72.3862
2021-01-21,72.2343
2021-01-22,74.8705
2021-01-23,74.8705
2021-01-24,74.8705
2021-01-25,78.5244
2021-01-26,78.7275
2021-01-27,80.1189
2021-01-28,84.9253
2021-01-29,80.5383
2021-01-30,80.5383
2021-01-31,80.5383
2021-02-01,77.0289
2021-02-02,75.1505
2021-02-03,75.2394
2021-02-04,75.7983
2021-02-05,79.9022
2021-02-06,79.9022
2021-02-07,79.9022
2021-02-08,80.6717
2021-02-09,81.7295
2021-02-10,78.8118
2021-02-11,64.126
2021-02-12,61.2234
2021-02-13,61.2234
2021-02-14,61.2234
2021-02-15,61.2234
2021-02-16,57.1923
2021-02-17,53.3039
2021-02-18,52.1219
2021-02-19,51.516
2021-02-20,51.516
2021-02-21,51.516
2021-02-22,50.6329
2021-02-23,51.0007
2021-02-24,52.5231
2021-02-25,53.6407
2021-02-26,52.9773
2021-02-27,52.9773
2021-02-28,52.9773
2021-03-01,55.3593
2021-03-02,54.1089
2021-03-03,52.4126
2021-03-04,50.4505
2021-03-05,51.2851
2021-03-06,51.2851
2021-03-07,51.2851
2021-03-08,49.6574
2021-03-09,53.5598
2021-03-10,51.8486
2021-03-11,54.6019
2021-03-12,56.7071
2021-03-13,56.7071
2021-03-14,56.7071
2021-03-15,56.1908
2021-03-16,55.9444
2021-03-17,56.8842
2021-03-18,53.1298
2021-03-19,54.5443
2021-03-20,54.5443
2021-03-21,54.5443
2021-03-22,55.8013
2021-03-23,51.1655
2021-03-24,49.1645
2021-03-25,52.147
2021-03-26,52.0786
2021-03-27,52.0786
2021-03-28,52.0786
2021-03-29,50.7174
2021-03-30,50.7701
2021-03-31,51.7595
2021-04-01,52.3966
2021-04-02,52.3966
2021-04-03,52.3966
2021-04-04,52.3966
2021-04-05,52.0395
2021-04-06,52.236
2021-04-07,51.9703
2021-04-08,52.707
2021-04-09,51.9017
2021-04-10,51.9017
2021-04-11,51.9017
2021-04-12,48.9017
2021-04-13,49.6422
2021-04-14,51.0503
2021-04-15,50.2744
2021-04-16,50.7605
2021-04-17,50.7605
2021-04-18,50.7605
2021-04-19,49.2015
2021-04-20,49.4899
2021-04-21,51.4912
2021-04-22,49.9127
2021-04-23,49.2456
2021-04-24,49.2456
2021-04-25,49.2456
2021-04-26,51.0863
2021-04-27,51.1131
2021-04-28,49.3584
2021-04-29,48.9938
2021-04-30,49.0446
2021-05-01,49.0446
2021-05-02,49.0446
2021-05-03,48.7683
2021-05-04,43.6737
2021-05-05,43.033
2021-05-06,41.7383
2021-05-07,43.6888
2021-05-08,43.6888
2021-05-09,43.6888
2021-05-10,42.2879
2021-05-11,44.1
2021-05-12,42.2626
2021-05-13,41.7519
2021-05-14,44.4177
2021-05-15,44.4177
2021-05-16,44.4177
2021-05-17,42.8529
2021-05-18,41.9256
2021-05-19,41.0417
2021-05-20,42.7905
2021-05-21,42.4031
2021-05-22,42.4031
2021-05-23,42.4031
2021-05-24,42.0759
2021-05-25,41.3079
2021-05-26,39.6077
2021-05-27,41.0038
2021-05-28,41.118
2021-05-29,41.118
2021-05-30,41.118
2021-05-31,41.118
2021-06-01,39.5604
2021-06-02,39.478
2021-06-03,39.3546
2021-06-04,40.7667
2021-06-05,40.7667
2021-06-06,40.7667
2021-06-07,43.1625
2021-06-08,42.7339
2021-06-09,43.2754
2021-06-10,44.0957
2021-06-11,45.7426
2021-06-12,45.7426
2021-06-13,45.7426
2021-06-14,45.4605
2021-06-15,45.9204
2021-06-16,46.7637
2021-06-17,48.3338
2021-06-18,47.6682
2021-06-19,47.6682
2021-06-20,47.6682
2021-06-21,49.1121
2021-06-22,49.4953
2021-06-23,48.6412
2021-06-24,52.7732
2021-06-25,55.0419
2021-06-26,55.0419
2021-06-27,55.0419
2021-06-28,53.8684
2021-06-29,52.3274
2021-06-30,50.0145
2021-07-01,52.6719
2021-07-02,51.0834
2021-07-03,51.0834
2021-07-04,51.0834
2021-07-05,51.0834
2021-07-06,48.5944
2021-07-07,48.6532
2021-07-08,48.0672
2021-07-09,48.9807
2021-07-10,48.9807
2021-07-11,48.9807
2021-07-12,47.2159
2021-07-13,44.8096
2021-07-14,42.8397
2021-07-15,41.6787
2021-07-16,40.4008
2021-07-17,40.4008
2021-07-18,40.4008
2021-07-19,45.734
2021-07-20,46.3832
2021-07-21,47.4291
2021-07-22,46.4056
2021-07-23,46.2573
2021-07-24,46.2573
2021-07-25,46.2573
2021-07-26,46.0486
2021-07-27,45.3566
2021-07-28,47.4042
2021-07-29,44.829
2021-07-30,41.9664
2021-07-31,41.9664
2021-08-01,41.9664
2021-08-02,40.7034
2021-08-03,40.7754
2021-08-04,39.7807
2021-08-05,39.7353
2021-08-06,40.5609
2021-08-07,40.5609
2021-08-08,40.5609
2021-08-09,40.5068
2021-08-10,40.6216
2021-08-11,40.3511
2021-08-12,40.0285
2021-08-13,38.7296
2021-08-14,38.7296
2021-08-15,38.7296
2021-08-16,39.1236
2021-08-17,39.1425
2021-08-18,37.9464
2021-08-19,36.2202
2021-08-20,37.9601
2021-08-21,37.9601
2021-08-22,37.9601
2021-08-23,47.9515
2021-08-24,47.5828
2021-08-25,46.0965
2021-08-26,44.7214
2021-08-27,47.1237
2021-08-28,47.1237
2021-08-29,47.1237
2021-08-30,51.7672
2021-08-31,58.0175
2021-09-01,61.4617
2021-09-02,61.5012
2021-09-03,60.3418
2021-09-04,60.3418
2021-09-05,60.3418
2021-09-06,60.3418
2021-09-07,56.0623
2021-09-08,58.347
2021-09-09,57.9484
2021-09-10,58.3585
2021-09-11,58.3585
2021-09-12,58.3585
2021-09-13,55.9544
2021-09-14,55.1941
2021-09-15,57.16
2021-09-16,56.5752
2021-09-17,61.1758
2021-09-18,61.1758
2021-09-19,61.1758
2021-09-20,56.1005
2021-09-21,57.8161
2021-09-22,58.529
2021-09-23,58.8883
2021-09-24,56.5418
2021-09-25,56.5418
2021-09-26,56.5418
2021-09-27,57.168
2021-09-28,55.6342
2021-09-29,56.5893
2021-09-30,56.1532
2021-10-01,53.3392
2021-10-02,53.3392
2021-10-03,53.3392
2021-10-04,49.2907
2021-10-05,49.9466
2021-10-06,49.3583
2021-10-07,50.4519
2021-10-08,49.3157
2021-10-09,49.3157
2021-10-10,49.3157
2021-10-11,49.5945
2021-10-12,49.5345
2021-10-13,49.9042
2021-10-14,50.5645
2021-10-15,50.8864
2021-10-16,50.8864
2021-10-17,50.8864
2021-10-18,49.7534
2021-10-19,51.1191
2021-10-20,51.6365
2021-10-21,52.2863
2021-10-22,54.8235
2021-10-23,54.8235
2021-10-24,54.8235
2021-10-25,55.2381
2021-10-26,57.2371
2021-10-27,56.4428
2021-10-28,60.6588
2021-10-29,60.1212
2021-10-30,60.1212
2021-10-31,60.1212
2021-11-01,62.9759
2021-11-02,65.9055
2021-11-03,66.7631
2021-11-04,64.7222
2021-11-05,61.3395
2021-11-06,61.3395
2021-11-07,61.3395
2021-11-08,61.6345
2021-11-09,60.1253
2021-11-10,66.2765
2021-11-11,63.5819
2021-11-12,63.06
2021-11-13,63.06
2021-11-14,63.06
2021-11-15,64.1848
2021-11-16,62.2671
2021-11-17,62.4998
2021-11-18,61.5587
2021-11-19,62.1117
2021-11-20,62.1117
2021-11-21,62.1117
2021-11-22,63.7699
2021-11-23,59.9856
2021-11-24,60.4097
2021-11-25,60.4097
2021-11-26,57.2231
2021-11-27,57.2231
2021-11-28,57.2231
2021-11-29,56.1321
2021-11-30,59.4505
2021-12-01,54.5316
2021-12-02,55.8565
2021-12-03,52.2405
2021-12-04,52.2405
2021-12-05,52.2405
2021-12-06,51.6547
2021-12-07,54.0074
2021-12-08,54.5119
2021-12-09,48.0682
2021-12-10,48.4293
2021-12-11,48.4293
2021-12-12,48.4293
2021-12-13,47.9444
2021-12-14,48.0498
2021-12-15,50.4111
2021-12-16,46.5036
2021-12-17,49.7647
2021-12-18,49.7647
2021-12-19,49.7647
2021-12-20,53.1582
2021-12-21,52.0488
2021-12-22,54.4937
2021-12-23,56.4776
2021-12-24,56.4776
2021-12-25,56.4776
2021-12-26,56.4776
2021-12-27,55.8572
2021-12-28,54.6159
2021-12-29,56.8236
2021-12-30,53.3384
2021-12-31,52.4933
2022-01-01,52.4933
2022-01-02,52.4933
2022-01-03,51.0655
2022-01-04,50.1173
2022-01-05,46.1403
2022-01-06,47.9189
2022-01-07,47.9823
2022-01-08,47.9823
2022-01-09,47.9823
2022-01-10,49.0785
2022-01-11,46.1169
2022-01-12,40.8147
2022-01-13,40.3318
2022-01-14,40.1811
2022-01-15,40.1811
2022-01-16,40.1811
2022-01-17,40.1811
2022-01-18,37.3893
2022-01-19,37.1163
2022-01-20,36.3585
2022-01-21,36.6506
2022-01-22,36.6506
2022-01-23,36.6506
2022-01-24,38.6942
2022-01-25,38.4312
2022-01-26,37.2345
2022-01-27,37.0278
2022-01-28,39.2549
2022-01-29,39.2549
2022-01-30,39.2549
2022-01-31,43.713
2022-02-01,42.8501
2022-02-02,42.1541
2022-02-03,41.5672
2022-02-04,41.3575
2022-02-05,41.3575
2022-02-06,41.3575
2022-02-07,44.3273
2022-02-08,44.0204
2022-02-09,45.0506
2022-02-10,42.4449
2022-02-11,43.1267
2022-02-12,43.1267
2022-02-13,43.1267
2022-02-14,42.9573
2022-02-15,45.0683
2022-02-16,44.5133
2022-02-17,39.9062
2022-02-18,36.2777
2022-02-19,36.2777
2022-02-20,36.2777
2022-02-21,36.2777
2022-02-22,34.8673
2022-02-23,33.7488
2022-02-24,38.8189
2022-02-25,37.9465
2022-02-26,37.9465
2022-02-27,37.9465
2022-02-28,38.0452
2022-03-01,36.8258
2022-03-02,39.5005
2022-03-03,38.9764
2022-03-04,37.4914
2022-03-05,37.4914
2022-03-06,37.4914
2022-03-07,38.0893
2022-03-08,39.0938
2022-03-09,42.5147
2022-03-10,44.0161
2022-03-11,41.8948
2022-03-12,41.8948
2022-03-13,41.8948
2022-03-14,41.2007
2022-03-15,43.0225
2022-03-16,45.2082
2022-03-17,45.6859
2022-03-18,47.0747
2022-03-19,47.0747
2022-03-20,47.0747
2022-03-21,47.5247
2022-03-22,47.9002
2022-03-23,46.0843
2022-03-24,49.0953
2022-03-25,48.622
2022-03-26,48.622
2022-03-27,48.622
2022-03-28,48.7664
2022-03-29,52.0732
2022-03-30,49.5886
2022-03-31,47.7166
2022-04-01,50.1349
2022-04-02,50.1349
2022-04-03,50.1349
2022-04-04,49.7133
2022-04-05,47.5188
2022-04-06,48.6317
2022-04-07,47.433
2022-04-08,45.6214
2022-04-09,45.6214
2022-04-10,45.6214
2022-04-11,44.6101
2022-04-12,44.2909
2022-04-13,47.041
2022-04-14,44.7742
2022-04-15,44.7742
2022-04-16,44.7742
2022-04-17,44.7742
2022-04-18,42.6615
2022-04-19,44.1443
2022-04-20,43.95
2022-04-21,41.5845
2022-04-22,41.4133
2022-04-23,41.4133
2022-04-24,41.4133
2022-04-25,42.6973
2022-04-26,40.3465
2022-04-27,39.7258
2022-04-28,40.1849
2022-04-29,39.935
2022-04-30,39.935
2022-05-01,39.935
2022-05-02,42.1472
2022-05-03,40.8573
2022-05-04,42.6259
2022-05-05,40.0791
2022-05-06,39.0802
2022-05-07,39.0802
2022-05-08,39.0802
2022-05-09,36.0237
2022-05-10,37.8233
2022-05-11,35.7545
2022-05-12,36.9597
2022-05-13,40.628
2022-05-14,40.628
2022-05-15,40.628
2022-05-16,41.1206
2022-05-17,43.7899
2022-05-18,40.2373
2022-05-19,40.1407
2022-05-20,40.2311
2022-05-21,40.2311
2022-05-22,40.2311
2022-05-23,40.6482
2022-05-24,39.7597
2022-05-25,40.8772
2022-05-26,43.1397
2022-05-27,45.6722
2022-05-28,45.6722
2022-05-29,45.6722
2022-05-30,45.6722
2022-05-31,44.8212
2022-06-01,43.3243
2022-06-02,43.477
2022-06-03,42.8126
2022-06-04,42.8126
2022-06-05,42.8126
2022-06-06,41.7303
2022-06-07,43.9231
2022-06-08,43.0269
2022-06-09,41.459
2022-06-10,40.4558
2022-06-11,40.4558
2022-06-12,40.4558
2022-06-13,38.155
2022-06-14,38.3603
2022-06-15,41.5492
2022-06-16,39.9542
2022-06-17,41.2305
2022-06-18,41.2305
2022-06-19,41.2305
2022-06-20,41.2305
2022-06-21,43.2072
2022-06-22,43.2642
2022-06-23,48.1936
2022-06-24,49.1232
2022-06-25,49.1232
2022-06-26,49.1232
2022-06-27,49.5069
2022-06-28,47.8544
2022-06-29,48.6878
2022-06-30,49.1774
2022-07-01,50.0829
2022-07-02,50.0829
2022-07-03,50.0829
2022-07-04,50.0829
2022-07-05,53.1617
2022-07-06,53.4069
2022-07-07,53.6079
2022-07-08,52.7618
2022-07-09,52.7618
2022-07-10,52.7618
2022-07-11,51.206
2022-07-12,52.6831
2022-07-13,51.9917
2022-07-14,51.2141
2022-07-15,52.2442
2022-07-16,52.2442
2022-07-17,52.2442
2022-07-18,49.5993
2022-07-19,51.2509
2022-07-20,52.2752
2022-07-21,52.5668
2022-07-22,49.6076
2022-07-23,49.6076
2022-07-24,49.6076
2022-07-25,50.5599
2022-07-26,50.5136
2022-07-27,52.9354
2022-07-28,51.5037
2022-07-29,49.9955
2022-07-30,49.9955
2022-07-31,49.9955
2022-08-01,48.2315
2022-08-02,50.22
2022-08-03,52.0793
2022-08-04,54.0679
2022-08-05,53.7372
2022-08-06,53.7372
2022-08-07,53.7372
2022-08-08,55.2384
2022-08-09,57.5506
2022-08-10,59.6801
2022-08-11,56.1491
2022-08-12,58.8338
2022-08-13,58.8338
2022-08-14,58.8338
2022-08-15,59.3904
2022-08-16,59.5393
2022-08-17,58.197
2022-08-18,56.5484
2022-08-19,55.3198
2022-08-20,55.3198
2022-08-21,55.3198
2022-08-22,53.8162
2022-08-23,54.3043
2022-08-24,55.5548
2022-08-25,56.5735
2022-08-26,51.473
2022-08-27,51.473
2022-08-28,51.473
2022-08-29,49.7947
2022-08-30,47.2547
2022-08-31,46.7878
2022-09-01,48.1371
2022-09-02,48.0022
2022-09-03,48.0022
2022-09-04,48.0022
2022-09-05,48.0022
2022-09-06,45.4127
2022-09-07,48.1742
2022-09-08,49.761
2022-09-09,50.0171
2022-09-10,50.0171
2022-09-11,50.0171
2022-09-12,49.0683
2022-09-13,46.1565
2022-09-14,45.0961
2022-09-15,45.6337
2022-09-16,43.9948
2022-09-17,43.9948
2022-09-18,43.9948
2022-09-19,43.1235
2022-09-20,42.1894
2022-09-21,40.7712
2022-09-22,39.651
2022-09-23,39.3991
2022-09-24,39.3991
2022-09-25,39.3991
2022-09-26,36.8567
2022-09-27,39.9415
2022-09-28,44.5005
2022-09-29,44.8304
2022-09-30,45.3084
2022-10-01,45.3084
2022-10-02,45.3084
2022-10-03,46.1309
2022-10-04,51.7083
2022-10-05,52.2918
2022-10-06,53.8452
2022-10-07,51.6737
2022-10-08,51.6737
2022-10-09,51.6737
2022-10-10,50.343
2022-10-11,50.5415
2022-10-12,49.3501
2022-10-13,50.7805
2022-10-14,47.962
2022-10-15,47.962
2022-10-16,47.962
2022-10-17,51.8338
2022-10-18,50.734
2022-10-19,48.1095
2022-10-20,45.4302
2022-10-21,46.3782
2022-10-22,46.3782
2022-10-23,46.3782
2022-10-24,46.2564
2022-10-25,46.6825
2022-10-26,46.4615
2022-10-27,45.6367
2022-10-28,47.5539
2022-10-29,47.5539
2022-10-30,47.5539
2022-10-31,47.2223
2022-11-01,44.8246
2022-11-02,61.2067
2022-11-03,55.4109
2022-11-04,54.5765
2022-11-05,54.5765
2022-11-06,54.5765
2022-11-07,55.2987
2022-11-08,60.7607
2022-11-09,64.1397
2022-11-10,67.813
2022-11-11,67.1631
2022-11-12,67.1631
2022-11-13,67.1631
2022-11-14,65.498
2022-11-15,64.6944
2022-11-16,65.0458
2022-11-17,63.628
2022-11-18,62.5593
2022-11-19,62.5593
2022-11-20,62.5593
2022-11-21,63.2928
2022-11-22,59.4875
2022-11-23,57.775
2022-11-24,57.775
2022-11-25,58.1139
2022-11-26,58.1139
2022-11-27,58.1139
2022-11-28,56.1692
2022-11-29,55.9912
2022-11-30,57.1083
2022-12-01,54.2114
2022-12-02,56.3148
2022-12-03,56.3148
2022-12-04,56.3148
2022-12-05,53.4965
2022-12-06,51.8022
2022-12-07,49.9555
2022-12-08,48.754
2022-12-09,48.0002
2022-12-10,48.0002
2022-12-11,48.0002
2022-12-12,49.2586
2022-12-13,48.2262
2022-12-14,48.6695
2022-12-15,46.9529
2022-12-16,47.4471
2022-12-17,47.4471
2022-12-18,47.4471
2022-12-19,49.7984
2022-12-20,47.927
2022-12-21,50.0489
2022-12-22,51.6502
2022-12-23,51.913
2022-12-24,51.913
2022-12-25,51.913
2022-12-26,51.913
2022-12-27,50.0968
2022-12-28,50.8951
2022-12-29,52.1213
2022-12-30,51.3158
2022-12-31,51.3158
2023-01-01,51.3158
2023-01-02,51.3158
2023-01-03,50.5283
2023-01-04,50.1561
2023-01-05,50.6988
2023-01-06,51.227
2023-01-07,51.227
2023-01-08,51.227
2023-01-09,51.5919
2023-01-10,52.4894
2023-01-11,53.5625
2023-01-12,55.4866
2023-01-13,56.0668
2023-01-14,56.0668
2023-01-15,56.0668
2023-01-16,56.0668
2023-01-17,55.6325
2023-01-18,55.5112
2023-01-19,55.5446
2023-01-20,54.8764
2023-01-21,54.8764
2023-01-22,54.8764
2023-01-23,55.6746
2023-01-24,57.4823
2023-01-25,61.5202
2023-01-26,52.4807
2023-01-27,53.0709
2023-01-28,53.0709
2023-01-29,53.0709
2023-01-30,50.6398
2023-01-31,52.2749
2023-02-01,53.2629
2023-02-02,52.5521
2023-02-03,54.0329
2023-02-04,54.0329
2023-02-05,54.0329
2023-02-06,54.2754
2023-02-07,55.3042
2023-02-08,52.8927
2023-02-09,51.8586
2023-02-10,52.0663
2023-02-11,52.0663
2023-02-12,52.0663
2023-02-13,53.4517
2023-02-14,53.3985
2023-02-15,55.3858
2023-02-16,53.3453
2023-02-17,55.8045
2023-02-18,55.8045
2023-02-19,55.8045
2023-02-20,55.8045
2023-02-21,52.1797
2023-02-22,53.5664
2023-02-23,56.6791
2023-02-24,56.8102
2023-02-25,56.8102
2023-02-26,56.8102
2023-02-27,53.9766
2023-02-28,52.8508
2023-03-01,54.7805
2023-03-02,55.9233
2023-03-03,58.0081
2023-03-04,58.0081
2023-03-05,58.0081
2023-03-06,51.2699
2023-03-07,52.3512
2023-03-08,53.3306
2023-03-09,51.671
2023-03-10,47.7683
2023-03-11,47.7683
2023-03-12,47.7683
2023-03-13,46.7169
2023-03-14,50.244
2023-03-15,51.2257
2023-03-16,53.3462
2023-03-17,51.6159
