,LNT US Equity
2023-03-17,50.2479
2023-03-18,50.2479
2023-03-19,50.2479
2023-03-20,51.8229
2023-03-21,47.2348
2023-03-22,44.0962
2023-03-23,42.7774
2023-03-24,47.5403
2023-03-25,47.5403
2023-03-26,47.5403
2023-03-27,46.4019
2023-03-28,48.0422
2023-03-29,50.1078
2023-03-30,50.3242
2023-03-31,51.5083
2023-04-01,51.5083
2023-04-02,51.5083
2023-04-03,49.804
2023-04-04,50.3538
2023-04-05,54.7364
2023-04-06,55.2365
2023-04-07,55.2365
2023-04-08,55.2365
2023-04-09,55.2365
2023-04-10,54.882
2023-04-11,55.2023
2023-04-12,54.2908
2023-04-13,54.4125
2023-04-14,53.1538
2023-04-15,53.1538
2023-04-16,53.1538
2023-04-17,54.0739
2023-04-18,52.9385
2023-04-19,55.3625
2023-04-20,54.5668
2023-04-21,55.2324
2023-04-22,55.2324
2023-04-23,55.2324
2023-04-24,55.8754
2023-04-25,56.4194
2023-04-26,53.0375
2023-04-27,55.3063
2023-04-28,55.4109
2023-04-29,55.4109
2023-04-30,55.4109
2023-05-01,55.8119
2023-05-02,53.3309
2023-05-03,52.9736
2023-05-04,54.0449
2023-05-05,54.9347
2023-05-06,54.9347
2023-05-07,54.9347
2023-05-08,53.7198
2023-05-09,52.4848
2023-05-10,54.7564
2023-05-11,52.8312
2023-05-12,54.1127
2023-05-13,54.1127
2023-05-14,54.1127
2023-05-15,50.6994
2023-05-16,48.4583
2023-05-17,46.9581
2023-05-18,46.6069
2023-05-19,46.517
2023-05-20,46.517
2023-05-21,46.517
2023-05-22,46.4551
2023-05-23,45.9808
2023-05-24,44.4471
2023-05-25,41.8259
2023-05-26,41.5694
2023-05-27,41.5694
2023-05-28,41.5694
2023-05-29,41.5694
2023-05-30,41.7337
2023-05-31,43.5796
2023-06-01,41.9012
2023-06-02,46.0804
2023-06-03,46.0804
2023-06-04,46.0804
2023-06-05,47.1823
2023-06-06,47.2938
2023-06-07,51.1661
2023-06-08,51.4033
2023-06-09,50.5327
2023-06-10,50.5327
2023-06-11,50.5327
2023-06-12,50.6408
2023-06-13,49.9632
2023-06-14,50.1548
2023-06-15,52.4894
2023-06-16,52.4484
2023-06-17,52.4484
2023-06-18,52.4484
2023-06-19,52.4484
2023-06-20,49.3396
2023-06-21,50.5448
2023-06-22,48.4671
2023-06-23,45.2594
2023-06-24,45.2594
2023-06-25,45.2594
2023-06-26,49.6278
2023-06-27,49.0945
2023-06-28,45.6443
2023-06-29,45.6118
2023-06-30,48.2431
2023-07-01,48.2431
2023-07-02,48.2431
2023-07-03,50.4016
2023-07-04,50.4016
2023-07-05,52.1229
2023-07-06,51.1316
2023-07-07,48.7177
2023-07-08,48.7177
2023-07-09,48.7177
2023-07-10,46.7372
2023-07-11,49.9815
2023-07-12,52.9158
2023-07-13,54.2425
2023-07-14,53.8048
2023-07-15,53.8048
2023-07-16,53.8048
2023-07-17,50.7678
2023-07-18,49.7709
2023-07-19,52.0964
2023-07-20,55.3426
2023-07-21,57.9852
2023-07-22,57.9852
2023-07-23,57.9852
2023-07-24,57.2911
2023-07-25,57.3189
2023-07-26,57.6046
2023-07-27,53.4249
2023-07-28,52.7622
2023-07-29,52.7622
2023-07-30,52.7622
2023-07-31,52.2261
2023-08-01,50.6641
2023-08-02,50.5929
2023-08-03,45.5621
2023-08-04,44.1866
2023-08-05,44.1866
2023-08-06,44.1866
2023-08-07,44.3
2023-08-08,45.0321
2023-08-09,44.8715
2023-08-10,45.3951
2023-08-11,46.4475
2023-08-12,46.4475
2023-08-13,46.4475
2023-08-14,43.9216
2023-08-15,41.4351
2023-08-16,42.2802
2023-08-17,41.5058
2023-08-18,43.0594
2023-08-19,43.0594
2023-08-20,43.0594
2023-08-21,41.9703
2023-08-22,42.5013
2023-08-23,43.1737
2023-08-24,42.2536
2023-08-25,44.5187
2023-08-26,44.5187
2023-08-27,44.5187
2023-08-28,44.1959
2023-08-29,44.9303
2023-08-30,44.854
2023-08-31,42.3953
2023-09-01,41.0549
2023-09-02,41.0549
2023-09-03,41.0549
2023-09-04,41.0549
2023-09-05,39.1671
2023-09-06,41.0208
2023-09-07,44.9159
2023-09-08,46.2865
2023-09-09,46.2865
2023-09-10,46.2865
2023-09-11,46.5085
2023-09-12,46.2317
2023-09-13,49.8491
2023-09-14,52.0857
2023-09-15,50.7656
2023-09-16,50.7656
2023-09-17,50.7656
2023-09-18,52.4157
2023-09-19,51.6729
2023-09-20,51.5395
2023-09-21,48.6806
2023-09-22,48.3443
2023-09-23,48.3443
2023-09-24,48.3443
2023-09-25,47.4959
2023-09-26,40.8568
2023-09-27,38.6406
2023-09-28,37.1999
2023-09-29,39.0703
2023-09-30,39.0703
2023-10-01,39.0703
2023-10-02,33.2628
2023-10-03,35.7226
2023-10-04,38.6974
2023-10-05,39.1965
2023-10-06,42.3137
2023-10-07,42.3137
2023-10-08,42.3137
2023-10-09,43.0588
2023-10-10,45.2905
2023-10-11,47.2806
2023-10-12,45.8741
2023-10-13,47.703
2023-10-14,47.703
2023-10-15,47.703
2023-10-16,49.4693
2023-10-17,48.6868
2023-10-18,48.0037
2023-10-19,46.7486
2023-10-20,44.6903
2023-10-21,44.6903
2023-10-22,44.6903
2023-10-23,43.6798
2023-10-24,47.3009
2023-10-25,47.6711
2023-10-26,48.605
2023-10-27,45.7025
2023-10-28,45.7025
2023-10-29,45.7025
2023-10-30,45.7124
2023-10-31,46.9457
2023-11-01,49.6555
2023-11-02,52.3505
2023-11-03,55.0988
2023-11-04,55.0988
2023-11-05,55.0988
2023-11-06,52.6314
2023-11-07,51.0547
2023-11-08,49.6898
2023-11-09,46.3994
2023-11-10,46.2726
2023-11-11,46.2726
2023-11-12,46.2726
2023-11-13,43.3327
2023-11-14,48.6421
2023-11-15,49.293
2023-11-16,49.8194
2023-11-17,48.9973
2023-11-18,48.9973
2023-11-19,48.9973
2023-11-20,48.599
2023-11-21,48.531
2023-11-22,50.1545
2023-11-23,50.1545
2023-11-24,50.9022
2023-11-25,50.9022
2023-11-26,50.9022
2023-11-27,51.6524
2023-11-28,52.2277
2023-11-29,51.5143
2023-11-30,53.7993
2023-12-01,56.8699
2023-12-02,56.8699
2023-12-03,56.8699
2023-12-04,56.4899
2023-12-05,55.8466
2023-12-06,58.6097
2023-12-07,57.3859
2023-12-08,55.5021
2023-12-09,55.5021
2023-12-10,55.5021
2023-12-11,55.9441
2023-12-12,55.4184
2023-12-13,61.6074
2023-12-14,56.7351
2023-12-15,51.2078
2023-12-16,51.2078
2023-12-17,51.2078
2023-12-18,51.9481
2023-12-19,53.1133
2023-12-20,49.8551
2023-12-21,50.863
2023-12-22,52.0166
2023-12-23,52.0166
2023-12-24,52.0166
2023-12-25,52.0166
2023-12-26,51.9825
2023-12-27,51.6669
2023-12-28,53.2332
2023-12-29,53.159
2023-12-30,53.159
2023-12-31,53.159
2024-01-01,53.159
2024-01-02,55.0403
2024-01-03,54.5712
2024-01-04,55.1642
2024-01-05,55.4649
2024-01-06,55.4649
2024-01-07,55.4649
2024-01-08,56.4715
2024-01-09,55.9915
2024-01-10,54.6374
2024-01-11,47.6404
2024-01-12,48.7228
2024-01-13,48.7228
2024-01-14,48.7228
2024-01-15,48.7228
2024-01-16,48.3661
2024-01-17,45.7996
2024-01-18,44.1932
2024-01-19,43.6119
2024-01-20,43.6119
2024-01-21,43.6119
2024-01-22,42.3008
2024-01-23,43.6263
2024-01-24,41.6164
2024-01-25,44.1918
2024-01-26,44.6062
2024-01-27,44.6062
2024-01-28,44.6062
2024-01-29,46.0161
2024-01-30,46.7244
2024-01-31,45.9179
2024-02-01,50.6449
2024-02-02,46.9068
2024-02-03,46.9068
2024-02-04,46.9068
2024-02-05,43.138
2024-02-06,43.7276
2024-02-07,43.8079
2024-02-08,42.8582
2024-02-09,44.7179
2024-02-10,44.7179
2024-02-11,44.7179
2024-02-12,46.8264
2024-02-13,43.9166
2024-02-14,44.1586
2024-02-15,47.1842
2024-02-16,47.0131
2024-02-17,47.0131
2024-02-18,47.0131
2024-02-19,47.0131
2024-02-20,46.663
2024-02-21,49.9047
2024-02-22,48.2436
2024-02-23,48.5134
2024-02-24,48.5134
2024-02-25,48.5134
2024-02-26,44.1903
2024-02-27,45.7267
2024-02-28,44.8747
2024-02-29,45.6404
2024-03-01,45.5714
2024-03-02,45.5714
2024-03-03,45.5714
2024-03-04,48.8103
2024-03-05,48.6993
2024-03-06,50.5234
2024-03-07,50.8312
2024-03-08,51.9144
2024-03-09,51.9144
2024-03-10,51.9144
2024-03-11,52.8734
2024-03-12,49.5223
2024-03-13,50.1599
2024-03-14,46.868
2024-03-15,48.1772
2024-03-16,48.1772
2024-03-17,48.1772
2024-03-18,49.0696
2024-03-19,50.4343
2024-03-20,49.825
2024-03-21,50.2396
2024-03-22,49.2709
2024-03-23,49.2709
2024-03-24,49.2709
2024-03-25,49.1006
2024-03-26,47.5284
2024-03-27,53.777
2024-03-28,56.0366
2024-03-29,56.0366
2024-03-30,56.0366
2024-03-31,56.0366
2024-04-01,52.9749
2024-04-02,54.0216
2024-04-03,51.8796
2024-04-04,50.6023
2024-04-05,49.4991
2024-04-06,49.4991
2024-04-07,49.4991
2024-04-08,51.8271
