,CBU US Equity
2020-04-25,48.6169
2020-04-26,48.6169
2020-04-27,50.8214
2020-04-28,52.1898
2020-04-29,54.9789
2020-04-30,50.8559
2020-05-01,48.7152
2020-05-02,48.7152
2020-05-03,48.7152
2020-05-04,48.6965
2020-05-05,49.0215
2020-05-06,46.9908
2020-05-07,46.129
2020-05-08,47.6827
2020-05-09,47.6827
2020-05-10,47.6827
2020-05-11,45.7763
2020-05-12,43.4346
2020-05-13,41.8538
2020-05-14,42.2953
2020-05-15,41.5313
2020-05-16,41.5313
2020-05-17,41.5313
2020-05-18,46.1656
2020-05-19,44.1355
2020-05-20,46.9377
2020-05-21,46.7017
2020-05-22,46.4971
2020-05-23,46.4971
2020-05-24,46.4971
2020-05-25,46.4971
2020-05-26,49.6896
2020-05-27,53.5699
2020-05-28,50.9477
2020-05-29,49.9509
2020-05-30,49.9509
2020-05-31,49.9509
2020-06-01,49.5067
2020-06-02,49.3618
2020-06-03,51.2894
2020-06-04,51.5038
2020-06-05,55.0651
2020-06-06,55.0651
2020-06-07,55.0651
2020-06-08,54.5458
2020-06-09,53.1838
2020-06-10,50.7294
2020-06-11,46.6871
2020-06-12,47.118
2020-06-13,47.118
2020-06-14,47.118
2020-06-15,48.0996
2020-06-16,49.0369
2020-06-17,47.5056
2020-06-18,47.6779
2020-06-19,47.1181
2020-06-20,47.1181
2020-06-21,47.1181
2020-06-22,46.9247
2020-06-23,46.0198
2020-06-24,44.0429
2020-06-25,46.2737
2020-06-26,43.7294
2020-06-27,43.7294
2020-06-28,43.7294
2020-06-29,47.4299
2020-06-30,48.7994
2020-07-01,46.7841
2020-07-02,47.0182
2020-07-03,47.0182
2020-07-04,47.0182
2020-07-05,47.0182
2020-07-06,47.4623
2020-07-07,46.1689
2020-07-08,45.1585
2020-07-09,44.1196
2020-07-10,47.3371
2020-07-11,47.3371
2020-07-12,47.3371
2020-07-13,48.1809
2020-07-14,47.3953
2020-07-15,49.9401
2020-07-16,50.0197
2020-07-17,49.2445
2020-07-18,49.2445
2020-07-19,49.2445
2020-07-20,48.824
2020-07-21,52.3225
2020-07-22,50.9019
2020-07-23,52.2212
2020-07-24,52.2669
2020-07-25,52.2669
2020-07-26,52.2669
2020-07-27,50.6853
2020-07-28,50.0266
2020-07-29,52.0692
2020-07-30,51.0919
2020-07-31,48.4786
2020-08-01,48.4786
2020-08-02,48.4786
2020-08-03,48.0568
2020-08-04,47.5433
2020-08-05,49.3431
2020-08-06,49.2913
2020-08-07,52.7331
2020-08-08,52.7331
2020-08-09,52.7331
2020-08-10,53.4766
2020-08-11,54.8146
2020-08-12,54.2188
2020-08-13,52.7574
2020-08-14,53.2606
2020-08-15,53.2606
2020-08-16,53.2606
2020-08-17,52.1699
2020-08-18,51.1592
2020-08-19,51.8996
2020-08-20,50.9351
2020-08-21,50.6611
2020-08-22,50.6611
2020-08-23,50.6611
2020-08-24,53.0692
2020-08-25,54.0885
2020-08-26,52.8204
2020-08-27,54.2018
2020-08-28,54.1679
2020-08-29,54.1679
2020-08-30,54.1679
2020-08-31,52.7876
2020-09-01,54.0002
2020-09-02,53.7183
2020-09-03,54.2282
2020-09-04,56.1513
2020-09-05,56.1513
2020-09-06,56.1513
2020-09-07,56.1513
2020-09-08,51.6117
2020-09-09,50.414
2020-09-10,49.6789
2020-09-11,49.1191
2020-09-12,49.1191
2020-09-13,49.1191
2020-09-14,50.1519
2020-09-15,49.3403
2020-09-16,49.3051
2020-09-17,48.519
2020-09-18,48.9401
2020-09-19,48.9401
2020-09-20,48.9401
2020-09-21,43.2215
2020-09-22,42.2999
2020-09-23,40.4164
2020-09-24,41.9871
2020-09-25,42.2123
2020-09-26,42.2123
2020-09-27,42.2123
2020-09-28,44.4816
2020-09-29,43.5961
2020-09-30,44.7939
2020-10-01,44.6112
2020-10-02,46.1603
2020-10-03,46.1603
2020-10-04,46.1603
2020-10-05,48.6748
2020-10-06,49.9876
2020-10-07,50.5564
2020-10-08,52.9022
2020-10-09,52.396
2020-10-10,52.396
2020-10-11,52.396
2020-10-12,53.5905
2020-10-13,49.9408
2020-10-14,47.965
2020-10-15,50.4118
2020-10-16,50.1847
2020-10-17,50.1847
2020-10-18,50.1847
2020-10-19,48.1468
2020-10-20,49.9969
2020-10-21,51.1794
2020-10-22,53.9679
2020-10-23,53.0832
2020-10-24,53.0832
2020-10-25,53.0832
2020-10-26,55.1901
2020-10-27,51.2482
2020-10-28,47.9179
2020-10-29,49.2117
2020-10-30,51.0463
2020-10-31,51.0463
2020-11-01,51.0463
2020-11-02,53.211
2020-11-03,55.6753
2020-11-04,48.2539
2020-11-05,51.0965
2020-11-06,49.4522
2020-11-07,49.4522
2020-11-08,49.4522
2020-11-09,58.6089
2020-11-10,59.8242
2020-11-11,56.7285
2020-11-12,55.7847
2020-11-13,56.6204
2020-11-14,56.6204
2020-11-15,56.6204
2020-11-16,59.483
2020-11-17,59.0664
2020-11-18,56.7041
2020-11-19,57.2425
2020-11-20,56.6035
2020-11-21,56.6035
2020-11-22,56.6035
2020-11-23,56.4822
2020-11-24,59.4812
2020-11-25,57.3969
2020-11-26,57.3969
2020-11-27,56.1254
2020-11-28,56.1254
2020-11-29,56.1254
2020-11-30,52.3827
2020-12-01,53.5554
2020-12-02,54.7441
2020-12-03,53.3734
2020-12-04,55.2151
2020-12-05,55.2151
2020-12-06,55.2151
2020-12-07,54.6783
2020-12-08,55.4294
2020-12-09,55.4141
2020-12-10,55.2246
2020-12-11,54.9473
2020-12-12,54.9473
2020-12-13,54.9473
2020-12-14,55.2209
2020-12-15,56.7556
2020-12-16,56.174
2020-12-17,54.904
2020-12-18,52.0791
2020-12-19,52.0791
2020-12-20,52.0791
2020-12-21,50.9108
2020-12-22,49.3982
2020-12-23,51.5608
2020-12-24,51.5608
2020-12-25,51.5608
2020-12-26,51.5608
2020-12-27,51.5608
2020-12-28,52.022
2020-12-29,50.8985
2020-12-30,50.4992
2020-12-31,50.9492
2021-01-01,50.9492
2021-01-02,50.9492
2021-01-03,50.9492
2021-01-04,50.4384
2021-01-05,52.5473
2021-01-06,59.3727
2021-01-07,59.9067
2021-01-08,57.0316
2021-01-09,57.0316
2021-01-10,57.0316
2021-01-11,57.898
2021-01-12,58.0508
2021-01-13,55.9504
2021-01-14,58.7045
2021-01-15,58.8403
2021-01-16,58.8403
2021-01-17,58.8403
2021-01-18,58.8403
2021-01-19,58.5415
2021-01-20,59.1847
2021-01-21,57.7431
2021-01-22,61.3339
2021-01-23,61.3339
2021-01-24,61.3339
2021-01-25,56.2722
2021-01-26,55.3416
2021-01-27,52.1019
2021-01-28,52.4825
2021-01-29,50.9251
2021-01-30,50.9251
2021-01-31,50.9251
2021-02-01,52.6898
2021-02-02,54.1098
2021-02-03,53.737
2021-02-04,55.9352
2021-02-05,56.0966
2021-02-06,56.0966
2021-02-07,56.0966
2021-02-08,57.9931
2021-02-09,59.8817
2021-02-10,58.4438
2021-02-11,58.2259
2021-02-12,58.0427
2021-02-13,58.0427
2021-02-14,58.0427
2021-02-15,58.0427
2021-02-16,58.4633
2021-02-17,57.673
2021-02-18,57.0477
2021-02-19,57.589
2021-02-20,57.589
2021-02-21,57.589
2021-02-22,60.3899
2021-02-23,61.1171
2021-02-24,63.0912
2021-02-25,60.4677
2021-02-26,57.578
2021-02-27,57.578
2021-02-28,57.578
2021-03-01,60.1689
2021-03-02,58.0117
2021-03-03,59.8202
2021-03-04,59.9345
2021-03-05,62.7174
2021-03-06,62.7174
2021-03-07,62.7174
2021-03-08,65.7373
2021-03-09,66.0684
2021-03-10,67.6094
2021-03-11,68.6758
2021-03-12,71.1
2021-03-13,71.1
2021-03-14,71.1
2021-03-15,65.14
2021-03-16,64.2839
2021-03-17,63.4811
2021-03-18,64.198
2021-03-19,64.4542
2021-03-20,64.4542
2021-03-21,64.4542
2021-03-22,59.6386
2021-03-23,56.1658
2021-03-24,56.3439
2021-03-25,58.5544
2021-03-26,61.4089
2021-03-27,61.4089
2021-03-28,61.4089
2021-03-29,58.4423
2021-03-30,58.949
2021-03-31,56.3654
2021-04-01,57.1221
2021-04-02,57.1221
2021-04-03,57.1221
2021-04-04,57.1221
2021-04-05,57.5424
2021-04-06,55.9642
2021-04-07,56.7366
2021-04-08,57.153
2021-04-09,58.2209
2021-04-10,58.2209
2021-04-11,58.2209
2021-04-12,57.9493
2021-04-13,54.7409
2021-04-14,56.1159
2021-04-15,56.3519
2021-04-16,56.728
2021-04-17,56.728
2021-04-18,56.728
2021-04-19,55.5979
2021-04-20,52.3608
2021-04-21,54.7818
2021-04-22,53.1102
2021-04-23,56.686
2021-04-24,56.686
2021-04-25,56.686
2021-04-26,55.1326
2021-04-27,55.8251
2021-04-28,55.2991
2021-04-29,56.73
2021-04-30,54.3978
2021-05-01,54.3978
2021-05-02,54.3978
2021-05-03,56.01
2021-05-04,57.8009
2021-05-05,58.4693
2021-05-06,59.5411
2021-05-07,59.0639
2021-05-08,59.0639
2021-05-09,59.0639
2021-05-10,57.4686
2021-05-11,55.2435
2021-05-12,52.1747
2021-05-13,56.3033
2021-05-14,57.7533
2021-05-15,57.7533
2021-05-16,57.7533
2021-05-17,58.1991
2021-05-18,54.2913
2021-05-19,55.1477
2021-05-20,55.4307
2021-05-21,57.0677
2021-05-22,57.0677
2021-05-23,57.0677
2021-05-24,56.2969
2021-05-25,52.7583
2021-05-26,54.3208
2021-05-27,55.774
2021-05-28,56.1459
2021-05-29,56.1459
2021-05-30,56.1459
2021-05-31,56.1459
2021-06-01,56.7481
2021-06-02,54.4474
2021-06-03,54.8452
2021-06-04,54.766
2021-06-05,54.766
2021-06-06,54.766
2021-06-07,55.1511
2021-06-08,56.0267
2021-06-09,53.3733
2021-06-10,51.2923
2021-06-11,51.0205
2021-06-12,51.0205
2021-06-13,51.0205
2021-06-14,51.0205
2021-06-15,53.6086
2021-06-16,55.9297
2021-06-17,50.2546
2021-06-18,45.5708
2021-06-19,45.5708
2021-06-20,45.5708
2021-06-21,49.8094
2021-06-22,49.5187
2021-06-23,48.7179
2021-06-24,50.5577
2021-06-25,50.8755
2021-06-26,50.8755
2021-06-27,50.8755
2021-06-28,46.9487
2021-06-29,46.5598
2021-06-30,46.2901
2021-07-01,47.1471
2021-07-02,45.2163
2021-07-03,45.2163
2021-07-04,45.2163
2021-07-05,45.2163
2021-07-06,42.8372
2021-07-07,42.9963
2021-07-08,40.7243
2021-07-09,44.9382
2021-07-10,44.9382
2021-07-11,44.9382
2021-07-12,45.3089
2021-07-13,43.2746
2021-07-14,42.9348
2021-07-15,44.8624
2021-07-16,42.5069
2021-07-17,42.5069
2021-07-18,42.5069
2021-07-19,40.5431
2021-07-20,42.0659
2021-07-21,43.1035
2021-07-22,41.2712
2021-07-23,43.2936
2021-07-24,43.2936
2021-07-25,43.2936
2021-07-26,44.5404
2021-07-27,43.7896
2021-07-28,44.8302
2021-07-29,44.7817
2021-07-30,43.5143
2021-07-31,43.5143
2021-08-01,43.5143
2021-08-02,43.0778
2021-08-03,45.5476
2021-08-04,43.7183
2021-08-05,45.8259
2021-08-06,49.7914
2021-08-07,49.7914
2021-08-08,49.7914
2021-08-09,49.4526
2021-08-10,51.3626
2021-08-11,52.3295
2021-08-12,51.4257
2021-08-13,50.6366
2021-08-14,50.6366
2021-08-15,50.6366
2021-08-16,50.4024
2021-08-17,49.4753
2021-08-18,47.6615
2021-08-19,46.6821
2021-08-20,48.9565
2021-08-21,48.9565
2021-08-22,48.9565
2021-08-23,49.8499
2021-08-24,48.9634
2021-08-25,48.297
2021-08-26,46.4729
2021-08-27,51.1415
2021-08-28,51.1415
2021-08-29,51.1415
2021-08-30,47.7164
2021-08-31,48.9609
2021-09-01,47.9673
2021-09-02,46.673
2021-09-03,45.2477
2021-09-04,45.2477
2021-09-05,45.2477
2021-09-06,45.2477
2021-09-07,43.5581
2021-09-08,41.7779
2021-09-09,40.5288
2021-09-10,38.455
2021-09-11,38.455
2021-09-12,38.455
2021-09-13,40.2909
2021-09-14,38.5193
2021-09-15,38.3702
2021-09-16,37.1642
2021-09-17,39.7055
2021-09-18,39.7055
2021-09-19,39.7055
2021-09-20,37.6076
2021-09-21,37.3162
2021-09-22,37.5664
2021-09-23,39.7314
2021-09-24,41.5394
2021-09-25,41.5394
2021-09-26,41.5394
2021-09-27,44.7403
2021-09-28,44.0629
2021-09-29,46.3623
2021-09-30,44.7344
2021-10-01,46.5241
2021-10-02,46.5241
2021-10-03,46.5241
2021-10-04,48.7035
2021-10-05,49.7027
2021-10-06,49.3174
2021-10-07,51.37
2021-10-08,52.0332
2021-10-09,52.0332
2021-10-10,52.0332
2021-10-11,49.7572
2021-10-12,50.2411
2021-10-13,48.5581
2021-10-14,51.0597
2021-10-15,49.7242
2021-10-16,49.7242
2021-10-17,49.7242
2021-10-18,49.2587
2021-10-19,50.1366
2021-10-20,52.5769
2021-10-21,53.6182
2021-10-22,55.425
2021-10-23,55.425
2021-10-24,55.425
2021-10-25,55.6996
2021-10-26,52.4295
2021-10-27,47.7126
2021-10-28,50.8317
2021-10-29,50.9114
2021-10-30,50.9114
2021-10-31,50.9114
2021-11-01,55.0572
2021-11-02,53.6095
2021-11-03,56.1196
2021-11-04,54.026
2021-11-05,56.0641
2021-11-06,56.0641
2021-11-07,56.0641
2021-11-08,55.4656
2021-11-09,54.753
2021-11-10,55.751
2021-11-11,56.2325
2021-11-12,54.286
2021-11-13,54.286
2021-11-14,54.286
2021-11-15,54.0834
2021-11-16,54.5321
2021-11-17,52.8366
2021-11-18,53.9327
2021-11-19,55.3442
2021-11-20,55.3442
2021-11-21,55.3442
2021-11-22,57.8471
2021-11-23,56.7099
2021-11-24,54.4934
2021-11-25,54.4934
2021-11-26,48.2204
2021-11-27,48.2204
2021-11-28,48.2204
2021-11-29,46.8447
2021-11-30,46.0259
2021-12-01,45.9315
2021-12-02,49.8662
2021-12-03,48.256
2021-12-04,48.256
2021-12-05,48.256
2021-12-06,52.4052
2021-12-07,50.5439
2021-12-08,51.5189
2021-12-09,50.9001
2021-12-10,52.8287
2021-12-11,52.8287
2021-12-12,52.8287
2021-12-13,51.5153
2021-12-14,52.1536
2021-12-15,49.0182
2021-12-16,51.8577
2021-12-17,50.2238
2021-12-18,50.2238
2021-12-19,50.2238
2021-12-20,49.1998
2021-12-21,52.7359
2021-12-22,52.8443
2021-12-23,53.4878
2021-12-24,53.4878
2021-12-25,53.4878
2021-12-26,53.4878
2021-12-27,54.8359
2021-12-28,54.7472
2021-12-29,54.7661
2021-12-30,53.8343
2021-12-31,53.8343
2022-01-01,53.8343
2022-01-02,53.8343
2022-01-03,55.1412
2022-01-04,56.9533
2022-01-05,55.516
2022-01-06,58.9563
2022-01-07,58.7508
2022-01-08,58.7508
2022-01-09,58.7508
2022-01-10,59.9598
2022-01-11,56.604
2022-01-12,56.3054
2022-01-13,57.1053
2022-01-14,58.7806
2022-01-15,58.7806
2022-01-16,58.7806
2022-01-17,58.7806
2022-01-18,55.3021
2022-01-19,50.6613
2022-01-20,45.8816
2022-01-21,44.573
2022-01-22,44.573
2022-01-23,44.573
2022-01-24,49.4505
2022-01-25,50.5298
2022-01-26,46.2176
2022-01-27,45.0804
2022-01-28,45.9839
2022-01-29,45.9839
2022-01-30,45.9839
2022-01-31,45.9499
2022-02-01,46.5023
2022-02-02,45.0727
2022-02-03,46.0263
2022-02-04,47.3911
2022-02-05,47.3911
2022-02-06,47.3911
2022-02-07,46.77
2022-02-08,50.5677
2022-02-09,47.9557
2022-02-10,47.4051
2022-02-11,47.1809
2022-02-12,47.1809
2022-02-13,47.1809
2022-02-14,47.9867
2022-02-15,50.4361
2022-02-16,50.7587
2022-02-17,47.878
2022-02-18,50.4417
2022-02-19,50.4417
2022-02-20,50.4417
2022-02-21,50.4417
2022-02-22,50.0375
2022-02-23,47.7614
2022-02-24,45.5082
2022-02-25,49.3299
2022-02-26,49.3299
2022-02-27,49.3299
2022-02-28,50.0087
2022-03-01,46.3559
2022-03-02,50.9216
2022-03-03,51.6514
2022-03-04,49.3557
2022-03-05,49.3557
2022-03-06,49.3557
2022-03-07,46.5101
2022-03-08,46.2977
2022-03-09,47.4624
2022-03-10,48.8361
2022-03-11,47.7394
2022-03-12,47.7394
2022-03-13,47.7394
2022-03-14,50.5187
2022-03-15,49.1927
2022-03-16,50.803
2022-03-17,49.3148
2022-03-18,48.9303
2022-03-19,48.9303
2022-03-20,48.9303
2022-03-21,48.5759
2022-03-22,48.9384
2022-03-23,45.0008
2022-03-24,46.0608
2022-03-25,48.2072
2022-03-26,48.2072
2022-03-27,48.2072
2022-03-28,47.762
2022-03-29,49.7808
2022-03-30,47.2201
2022-03-31,46.6942
2022-04-01,48.4158
2022-04-02,48.4158
2022-04-03,48.4158
2022-04-04,46.4926
2022-04-05,44.9818
2022-04-06,44.1953
2022-04-07,43.1206
2022-04-08,42.5851
2022-04-09,42.5851
2022-04-10,42.5851
2022-04-11,43.2437
2022-04-12,43.1523
2022-04-13,45.2139
2022-04-14,43.4329
2022-04-15,43.4329
2022-04-16,43.4329
2022-04-17,43.4329
2022-04-18,43.0411
2022-04-19,46.8222
2022-04-20,47.9175
2022-04-21,47.0379
2022-04-22,44.1524
2022-04-23,44.1524
2022-04-24,44.1524
2022-04-25,46.2497
2022-04-26,43.103
2022-04-27,42.0136
2022-04-28,42.1097
2022-04-29,38.7085
2022-04-30,38.7085
2022-05-01,38.7085
2022-05-02,36.7891
2022-05-03,39.5738
2022-05-04,45.4145
2022-05-05,42.889
2022-05-06,41.8149
2022-05-07,41.8149
2022-05-08,41.8149
2022-05-09,42.2783
2022-05-10,41.2134
2022-05-11,39.9608
2022-05-12,40.6577
2022-05-13,40.3762
2022-05-14,40.3762
2022-05-15,40.3762
2022-05-16,39.4808
2022-05-17,42.4898
2022-05-18,41.5527
2022-05-19,40.4359
2022-05-20,42.7209
2022-05-21,42.7209
2022-05-22,42.7209
2022-05-23,44.1535
2022-05-24,43.8874
2022-05-25,44.2812
2022-05-26,46.7376
2022-05-27,48.1178
2022-05-28,48.1178
2022-05-29,48.1178
2022-05-30,48.1178
2022-05-31,47.4515
2022-06-01,47.2464
2022-06-02,50.5622
2022-06-03,50.063
2022-06-04,50.063
2022-06-05,50.063
2022-06-06,50.1737
2022-06-07,50.4913
2022-06-08,47.7048
2022-06-09,43.979
2022-06-10,42.325
2022-06-11,42.325
2022-06-12,42.325
2022-06-13,41.0508
2022-06-14,40.8883
2022-06-15,42.1519
2022-06-16,39.9611
2022-06-17,40.8431
2022-06-18,40.8431
2022-06-19,40.8431
2022-06-20,40.8431
2022-06-21,42.6394
2022-06-22,42.9031
2022-06-23,42.1217
2022-06-24,46.178
2022-06-25,46.178
2022-06-26,46.178
2022-06-27,45.7528
2022-06-28,45.6875
2022-06-29,45.0666
2022-06-30,45.2316
2022-07-01,47.8511
2022-07-02,47.8511
2022-07-03,47.8511
2022-07-04,47.8511
2022-07-05,48.1421
2022-07-06,48.2778
2022-07-07,46.808
2022-07-08,47.1523
2022-07-09,47.1523
2022-07-10,47.1523
2022-07-11,46.9167
2022-07-12,45.7856
2022-07-13,43.2047
2022-07-14,41.9231
2022-07-15,45.8038
2022-07-16,45.8038
2022-07-17,45.8038
2022-07-18,45.8928
2022-07-19,50.723
2022-07-20,51.4742
2022-07-21,53.0569
2022-07-22,52.0374
2022-07-23,52.0374
2022-07-24,52.0374
2022-07-25,53.6744
2022-07-26,53.751
2022-07-27,54.6299
2022-07-28,55.5551
2022-07-29,56.8938
2022-07-30,56.8938
2022-07-31,56.8938
2022-08-01,58.6909
2022-08-02,57.8481
2022-08-03,60.0106
2022-08-04,56.61
2022-08-05,57.6935
2022-08-06,57.6935
2022-08-07,57.6935
2022-08-08,57.1684
2022-08-09,58.3211
2022-08-10,60.0714
2022-08-11,62.4727
2022-08-12,64.8219
2022-08-13,64.8219
2022-08-14,64.8219
2022-08-15,65.8061
2022-08-16,66.8037
2022-08-17,65.6299
2022-08-18,63.5714
2022-08-19,59.7935
2022-08-20,59.7935
2022-08-21,59.7935
2022-08-22,54.209
2022-08-23,52.2285
2022-08-24,50.8081
2022-08-25,52.6343
2022-08-26,51.122
2022-08-27,51.122
2022-08-28,51.122
2022-08-29,47.1853
2022-08-30,47.1384
2022-08-31,45.8182
2022-09-01,45.5355
2022-09-02,44.4479
2022-09-03,44.4479
2022-09-04,44.4479
2022-09-05,44.4479
2022-09-06,41.5887
2022-09-07,43.3271
2022-09-08,44.1432
2022-09-09,45.8711
2022-09-10,45.8711
2022-09-11,45.8711
2022-09-12,47.2771
2022-09-13,42.4621
2022-09-14,42.0812
2022-09-15,43.8469
2022-09-16,45.2067
2022-09-17,45.2067
2022-09-18,45.2067
2022-09-19,48.9375
2022-09-20,50.1415
2022-09-21,47.487
2022-09-22,46.0873
2022-09-23,45.858
2022-09-24,45.858
2022-09-25,45.858
2022-09-26,46.627
2022-09-27,41.8408
2022-09-28,41.7189
2022-09-29,39.7422
2022-09-30,38.0648
2022-10-01,38.0648
2022-10-02,38.0648
2022-10-03,40.795
2022-10-04,45.5497
2022-10-05,44.6229
2022-10-06,44.1275
2022-10-07,41.1173
2022-10-08,41.1173
2022-10-09,41.1173
2022-10-10,41.6555
2022-10-11,43.6535
2022-10-12,42.4504
2022-10-13,47.6266
2022-10-14,47.3302
2022-10-15,47.3302
2022-10-16,47.3302
2022-10-17,49.1992
2022-10-18,49.684
2022-10-19,47.97
2022-10-20,41.8915
2022-10-21,44.0056
2022-10-22,44.0056
2022-10-23,44.0056
2022-10-24,42.899
2022-10-25,42.4823
2022-10-26,42.4267
2022-10-27,44.2388
2022-10-28,47.0863
2022-10-29,47.0863
2022-10-30,47.0863
2022-10-31,48.1227
2022-11-01,48.7685
2022-11-02,49.1196
2022-11-03,46.7975
2022-11-04,51.0809
2022-11-05,51.0809
2022-11-06,51.0809
2022-11-07,49.9307
2022-11-08,48.539
2022-11-09,48.0841
2022-11-10,53.9517
2022-11-11,54.396
2022-11-12,54.396
2022-11-13,54.396
2022-11-14,52.2639
2022-11-15,54.2568
2022-11-16,51.883
2022-11-17,50.5362
2022-11-18,51.1196
2022-11-19,51.1196
2022-11-20,51.1196
2022-11-21,52.0391
2022-11-22,52.8318
2022-11-23,52.6423
2022-11-24,52.6423
2022-11-25,53.7157
2022-11-26,53.7157
2022-11-27,53.7157
2022-11-28,50.5176
2022-11-29,50.4027
2022-11-30,53.3464
2022-12-01,52.79
2022-12-02,53.4236
2022-12-03,53.4236
2022-12-04,53.4236
2022-12-05,47.2487
2022-12-06,47.0017
2022-12-07,46.3128
2022-12-08,46.5828
2022-12-09,45.9098
2022-12-10,45.9098
2022-12-11,45.9098
2022-12-12,46.2467
2022-12-13,45.5024
2022-12-14,42.4604
2022-12-15,40.7994
2022-12-16,43.499
2022-12-17,43.499
2022-12-18,43.499
2022-12-19,44.6448
2022-12-20,46.4222
2022-12-21,48.3401
2022-12-22,47.9661
2022-12-23,49.6045
2022-12-24,49.6045
2022-12-25,49.6045
2022-12-26,49.6045
2022-12-27,49.9555
2022-12-28,48.1941
2022-12-29,51.8087
2022-12-30,51.2513
2022-12-31,51.2513
2023-01-01,51.2513
2023-01-02,51.2513
2023-01-03,49.4742
2023-01-04,49.0529
2023-01-05,48.302
2023-01-06,53.35
2023-01-07,53.35
2023-01-08,53.35
2023-01-09,52.2431
2023-01-10,53.7885
2023-01-11,53.8346
2023-01-12,54.562
2023-01-13,54.1633
2023-01-14,54.1633
2023-01-15,54.1633
2023-01-16,54.1633
2023-01-17,50.4329
2023-01-18,44.9614
2023-01-19,43.8468
2023-01-20,46.2649
2023-01-21,46.2649
2023-01-22,46.2649
2023-01-23,46.1103
2023-01-24,44.3157
2023-01-25,35.6509
2023-01-26,35.7297
2023-01-27,37.6768
2023-01-28,37.6768
2023-01-29,37.6768
2023-01-30,37.2352
2023-01-31,42.5122
2023-02-01,44.0725
2023-02-02,51.6745
2023-02-03,52.256
2023-02-04,52.256
2023-02-05,52.256
2023-02-06,50.3749
2023-02-07,51.8598
2023-02-08,50.1558
2023-02-09,48.846
2023-02-10,49.8946
2023-02-11,49.8946
2023-02-12,49.8946
2023-02-13,49.249
2023-02-14,47.3298
2023-02-15,49.0449
2023-02-16,48.2325
2023-02-17,49.1644
2023-02-18,49.1644
2023-02-19,49.1644
2023-02-20,49.1644
2023-02-21,47.4918
2023-02-22,46.9787
2023-02-23,48.0328
2023-02-24,48.2067
2023-02-25,48.2067
2023-02-26,48.2067
2023-02-27,49.1528
2023-02-28,49.9664
2023-03-01,48.3653
2023-03-02,46.491
2023-03-03,47.0803
2023-03-04,47.0803
2023-03-05,47.0803
2023-03-06,44.1243
2023-03-07,41.245
2023-03-08,41.8167
2023-03-09,37.6775
2023-03-10,37.494
2023-03-11,37.494
2023-03-12,37.494
2023-03-13,34.2438
2023-03-14,40.3326
2023-03-15,40.1967
2023-03-16,45.6295
2023-03-17,41.53
2023-03-18,41.53
2023-03-19,41.53
2023-03-20,42.2626
