,CRD/B US Equity
2021-03-04,60.9998
2021-03-05,65.7493
2021-03-06,65.7493
2021-03-07,65.7493
2021-03-08,67.3457
2021-03-09,66.6046
2021-03-10,66.7309
2021-03-11,65.3258
2021-03-12,65.9329
2021-03-13,65.9329
2021-03-14,65.9329
2021-03-15,61.9436
2021-03-16,57.9747
2021-03-17,55.5548
2021-03-18,57.1632
2021-03-19,59.6553
2021-03-20,59.6553
2021-03-21,59.6553
2021-03-22,58.0668
2021-03-23,55.1309
2021-03-24,57.5792
2021-03-25,57.1758
2021-03-26,59.0317
2021-03-27,59.0317
2021-03-28,59.0317
2021-03-29,58.1968
2021-03-30,56.5423
2021-03-31,56.622
2021-04-01,55.671
2021-04-02,55.671
2021-04-03,55.671
2021-04-04,55.671
2021-04-05,57.477
2021-04-06,56.2908
2021-04-07,54.5954
2021-04-08,57.1803
2021-04-09,57.5032
2021-04-10,57.5032
2021-04-11,57.5032
2021-04-12,56.1881
2021-04-13,53.6495
2021-04-14,56.0981
2021-04-15,55.6058
2021-04-16,56.6242
2021-04-17,56.6242
2021-04-18,56.6242
2021-04-19,54.0584
2021-04-20,55.9512
2021-04-21,53.664
2021-04-22,52.4541
2021-04-23,53.5377
2021-04-24,53.5377
2021-04-25,53.5377
2021-04-26,50.9357
2021-04-27,49.8748
2021-04-28,50.932
2021-04-29,51.2223
2021-04-30,52.1017
2021-05-01,52.1017
2021-05-02,52.1017
2021-05-03,54.2797
2021-05-04,54.0046
2021-05-05,51.8743
2021-05-06,49.5912
2021-05-07,50.9119
2021-05-08,50.9119
2021-05-09,50.9119
2021-05-10,50.4387
2021-05-11,48.4212
2021-05-12,44.2007
2021-05-13,47.8575
2021-05-14,52.0381
2021-05-15,52.0381
2021-05-16,52.0381
2021-05-17,50.2774
2021-05-18,50.185
2021-05-19,47.5613
2021-05-20,48.8035
2021-05-21,50.2092
2021-05-22,50.2092
2021-05-23,50.2092
2021-05-24,51.4063
2021-05-25,51.5454
2021-05-26,48.8006
2021-05-27,51.1606
2021-05-28,50.6742
2021-05-29,50.6742
2021-05-30,50.6742
2021-05-31,50.6742
2021-06-01,53.4225
2021-06-02,55.2289
2021-06-03,56.5568
2021-06-04,57.6927
2021-06-05,57.6927
2021-06-06,57.6927
2021-06-07,49.797
2021-06-08,48.5467
2021-06-09,47.0726
2021-06-10,48.8576
2021-06-11,48.725
2021-06-12,48.725
2021-06-13,48.725
2021-06-14,48.7766
2021-06-15,49.0608
2021-06-16,47.0792
2021-06-17,46.2017
2021-06-18,44.7353
2021-06-19,44.7353
2021-06-20,44.7353
2021-06-21,46.4921
2021-06-22,47.8047
2021-06-23,45.1601
2021-06-24,43.4206
2021-06-25,46.6593
2021-06-26,46.6593
2021-06-27,46.6593
2021-06-28,45.0745
2021-06-29,46.557
2021-06-30,44.886
2021-07-01,45.8905
2021-07-02,50.4668
2021-07-03,50.4668
2021-07-04,50.4668
2021-07-05,50.4668
2021-07-06,50.0203
2021-07-07,50.9188
2021-07-08,49.9891
2021-07-09,50.9162
2021-07-10,50.9162
2021-07-11,50.9162
2021-07-12,47.3731
2021-07-13,50.075
2021-07-14,50.2265
2021-07-15,49.8539
2021-07-16,48.1007
2021-07-17,48.1007
2021-07-18,48.1007
2021-07-19,53.6872
2021-07-20,53.5925
2021-07-21,55.0687
2021-07-22,56.0332
2021-07-23,58.5636
2021-07-24,58.5636
2021-07-25,58.5636
2021-07-26,60.8253
2021-07-27,60.505
2021-07-28,60.719
2021-07-29,59.6055
2021-07-30,59.0454
2021-07-31,59.0454
2021-08-01,59.0454
2021-08-02,57.9193
2021-08-03,56.3626
2021-08-04,52.4075
2021-08-05,55.5494
2021-08-06,53.956
2021-08-07,53.956
2021-08-08,53.956
2021-08-09,47.5221
2021-08-10,52.6435
2021-08-11,54.0216
2021-08-12,52.1222
2021-08-13,53.5188
2021-08-14,53.5188
2021-08-15,53.5188
2021-08-16,53.5188
2021-08-17,53.5188
2021-08-18,53.6772
2021-08-19,53.84
2021-08-20,53.548
2021-08-21,53.548
2021-08-22,53.548
2021-08-23,50.2592
2021-08-24,51.1461
2021-08-25,47.6319
2021-08-26,47.8173
2021-08-27,49.5724
2021-08-28,49.5724
2021-08-29,49.5724
2021-08-30,49.4817
2021-08-31,49.0183
2021-09-01,49.6042
2021-09-02,50.5834
2021-09-03,49.2953
2021-09-04,49.2953
2021-09-05,49.2953
2021-09-06,49.2953
2021-09-07,49.3467
2021-09-08,49.0897
2021-09-09,48.0541
2021-09-10,46.2378
2021-09-11,46.2378
2021-09-12,46.2378
2021-09-13,47.3808
2021-09-14,44.9114
2021-09-15,46.6376
2021-09-16,46.1391
2021-09-17,41.9627
2021-09-18,41.9627
2021-09-19,41.9627
2021-09-20,39.9659
2021-09-21,40.5763
2021-09-22,41.6782
2021-09-23,45.4021
2021-09-24,47.4229
2021-09-25,47.4229
2021-09-26,47.4229
2021-09-27,46.3162
2021-09-28,45.1896
2021-09-29,45.4185
2021-09-30,46.4583
2021-10-01,45.8562
2021-10-02,45.8562
2021-10-03,45.8562
2021-10-04,44.4629
2021-10-05,46.5046
2021-10-06,44.0414
2021-10-07,44.1638
2021-10-08,47.4901
2021-10-09,47.4901
2021-10-10,47.4901
2021-10-11,47.7202
2021-10-12,45.0642
2021-10-13,42.8802
2021-10-14,45.0368
2021-10-15,44.8422
2021-10-16,44.8422
2021-10-17,44.8422
2021-10-18,44.3241
2021-10-19,44.2462
2021-10-20,45.0247
2021-10-21,45.2881
2021-10-22,45.5579
2021-10-23,45.5579
2021-10-24,45.5579
2021-10-25,44.5354
2021-10-26,44.3068
2021-10-27,41.9668
2021-10-28,41.7484
2021-10-29,40.6609
2021-10-30,40.6609
2021-10-31,40.6609
2021-11-01,40.8205
2021-11-02,40.3711
2021-11-03,43.8861
2021-11-04,43.3467
2021-11-05,43.0407
2021-11-06,43.0407
2021-11-07,43.0407
2021-11-08,43.2059
2021-11-09,37.6674
2021-11-10,38.1694
2021-11-11,39.6771
2021-11-12,42.0329
2021-11-13,42.0329
2021-11-14,42.0329
2021-11-15,38.9407
2021-11-16,40.683
2021-11-17,41.9297
2021-11-18,40.1824
2021-11-19,41.4539
2021-11-20,41.4539
2021-11-21,41.4539
2021-11-22,41.4539
2021-11-23,38.3968
2021-11-24,41.429
2021-11-25,41.429
2021-11-26,40.0342
2021-11-27,40.0342
2021-11-28,40.0342
2021-11-29,38.587
2021-11-30,37.0054
2021-12-01,36.8103
2021-12-02,37.2637
2021-12-03,36.482
2021-12-04,36.482
2021-12-05,36.482
2021-12-06,38.0632
2021-12-07,37.3158
2021-12-08,37.3158
2021-12-09,39.1427
2021-12-10,40.576
2021-12-11,40.576
2021-12-12,40.576
2021-12-13,39.729
2021-12-14,39.0071
2021-12-15,38.5243
2021-12-16,39.6827
2021-12-17,38.0746
2021-12-18,38.0746
2021-12-19,38.0746
2021-12-20,37.117
2021-12-21,39.4789
2021-12-22,38.361
2021-12-23,39.5416
2021-12-24,39.5416
2021-12-25,39.5416
2021-12-26,39.5416
2021-12-27,39.4115
2021-12-28,39.6171
2021-12-29,43.9462
2021-12-30,44.8754
2021-12-31,43.5317
2022-01-01,43.5317
2022-01-02,43.5317
2022-01-03,46.3038
2022-01-04,47.3728
2022-01-05,47.7317
2022-01-06,51.1755
2022-01-07,51.6696
2022-01-08,51.6696
2022-01-09,51.6696
2022-01-10,49.5928
2022-01-11,50.9524
2022-01-12,46.8659
2022-01-13,48.9009
2022-01-14,50.3755
2022-01-15,50.3755
2022-01-16,50.3755
2022-01-17,50.3755
2022-01-18,49.0749
2022-01-19,48.1084
2022-01-20,44.9112
2022-01-21,48.1372
2022-01-22,48.1372
2022-01-23,48.1372
2022-01-24,48.1372
2022-01-25,47.203
2022-01-26,46.8893
2022-01-27,46.0968
2022-01-28,42.8041
2022-01-29,42.8041
2022-01-30,42.8041
2022-01-31,46.5726
2022-02-01,47.0878
2022-02-02,51.447
2022-02-03,49.1212
2022-02-04,47.9258
2022-02-05,47.9258
2022-02-06,47.9258
2022-02-07,49.36
2022-02-08,49.051
2022-02-09,49.1965
2022-02-10,48.0844
2022-02-11,48.0844
2022-02-12,48.0844
2022-02-13,48.0844
2022-02-14,45.8315
2022-02-15,48.8423
2022-02-16,47.7127
2022-02-17,47.2284
2022-02-18,50.8416
2022-02-19,50.8416
2022-02-20,50.8416
2022-02-21,50.8416
2022-02-22,47.1815
2022-02-23,47.5213
2022-02-24,46.2889
2022-02-25,48.2146
2022-02-26,48.2146
2022-02-27,48.2146
2022-02-28,48.3886
2022-03-01,45.9905
2022-03-02,46.898
2022-03-03,46.898
2022-03-04,46.898
2022-03-05,46.898
2022-03-06,46.898
2022-03-07,42.7617
2022-03-08,39.0608
2022-03-09,41.3929
2022-03-10,41.3929
2022-03-11,41.5923
2022-03-12,41.5923
2022-03-13,41.5923
2022-03-14,39.5072
2022-03-15,37.0719
2022-03-16,41.0301
2022-03-17,42.526
2022-03-18,52.3692
2022-03-19,52.3692
2022-03-20,52.3692
2022-03-21,52.0763
2022-03-22,48.8275
2022-03-23,47.1729
2022-03-24,45.9488
2022-03-25,49.3816
2022-03-26,49.3816
2022-03-27,49.3816
2022-03-28,47.811
2022-03-29,48.0956
2022-03-30,47.692
2022-03-31,47.993
2022-04-01,51.1891
2022-04-02,51.1891
2022-04-03,51.1891
2022-04-04,52.56
2022-04-05,49.5375
2022-04-06,47.9089
2022-04-07,50.7032
2022-04-08,48.938
2022-04-09,48.938
2022-04-10,48.938
2022-04-11,49.2194
2022-04-12,53.2192
2022-04-13,51.6753
2022-04-14,53.6965
2022-04-15,53.6965
2022-04-16,53.6965
2022-04-17,53.6965
2022-04-18,53.9456
2022-04-19,52.915
2022-04-20,55.0715
2022-04-21,56.7587
2022-04-22,55.9055
2022-04-23,55.9055
2022-04-24,55.9055
2022-04-25,52.7018
2022-04-26,50.0783
2022-04-27,47.9969
2022-04-28,47.7403
2022-04-29,48.1702
2022-04-30,48.1702
2022-05-01,48.1702
2022-05-02,45.3404
2022-05-03,47.0942
2022-05-04,47.8869
2022-05-05,47.5519
2022-05-06,46.0842
2022-05-07,46.0842
2022-05-08,46.0842
2022-05-09,43.978
2022-05-10,46.9426
2022-05-11,45.6608
2022-05-12,45.8901
2022-05-13,44.4041
2022-05-14,44.4041
2022-05-15,44.4041
2022-05-16,43.7667
2022-05-17,47.2171
2022-05-18,46.0213
2022-05-19,44.2211
2022-05-20,44.2211
2022-05-21,44.2211
2022-05-22,44.2211
2022-05-23,45.2041
2022-05-24,45.6991
2022-05-25,49.0332
2022-05-26,51.9632
2022-05-27,53.883
2022-05-28,53.883
2022-05-29,53.883
2022-05-30,53.883
2022-05-31,53.4099
2022-06-01,53.5505
2022-06-02,53.9817
2022-06-03,53.8094
2022-06-04,53.8094
2022-06-05,53.8094
2022-06-06,50.7918
2022-06-07,51.107
2022-06-08,51.2684
2022-06-09,48.629
2022-06-10,47.6532
2022-06-11,47.6532
2022-06-12,47.6532
2022-06-13,45.0511
2022-06-14,43.0485
2022-06-15,47.2099
2022-06-16,46.0497
2022-06-17,45.3293
2022-06-18,45.3293
2022-06-19,45.3293
2022-06-20,45.3293
2022-06-21,48.4963
2022-06-22,48.4963
2022-06-23,48.4963
2022-06-24,50.8201
2022-06-25,50.8201
2022-06-26,50.8201
2022-06-27,49.9869
2022-06-28,49.65
2022-06-29,46.1137
2022-06-30,46.826
2022-07-01,44.5418
2022-07-02,44.5418
2022-07-03,44.5418
2022-07-04,44.5418
2022-07-05,43.517
2022-07-06,42.9331
2022-07-07,44.097
2022-07-08,43.7891
2022-07-09,43.7891
2022-07-10,43.7891
2022-07-11,42.1155
2022-07-12,41.2264
2022-07-13,42.2769
2022-07-14,41.8131
2022-07-15,44.3401
2022-07-16,44.3401
2022-07-17,44.3401
2022-07-18,44.7537
2022-07-19,46.2014
2022-07-20,44.9821
2022-07-21,44.4618
2022-07-22,43.5925
2022-07-23,43.5925
2022-07-24,43.5925
2022-07-25,44.0452
2022-07-26,43.6826
2022-07-27,45.3129
2022-07-28,44.1789
2022-07-29,44.8922
2022-07-30,44.8922
2022-07-31,44.8922
2022-08-01,51.5173
2022-08-02,51.3094
2022-08-03,48.6938
2022-08-04,49.3107
2022-08-05,45.7098
2022-08-06,45.7098
2022-08-07,45.7098
2022-08-08,44.4722
2022-08-09,42.4345
2022-08-10,42.8857
2022-08-11,42.7125
2022-08-12,41.8387
2022-08-13,41.8387
2022-08-14,41.8387
2022-08-15,41.4336
2022-08-16,41.7644
2022-08-17,44.512
2022-08-18,44.3153
2022-08-19,43.5198
2022-08-20,43.5198
2022-08-21,43.5198
2022-08-22,41.4054
2022-08-23,41.217
2022-08-24,40.2696
2022-08-25,40.2696
2022-08-26,39.3047
2022-08-27,39.3047
2022-08-28,39.3047
2022-08-29,34.6551
2022-08-30,33.153
2022-08-31,32.2845
2022-09-01,32.589
2022-09-02,32.4381
2022-09-03,32.4381
2022-09-04,32.4381
2022-09-05,32.4381
2022-09-06,30.3996
2022-09-07,30.3996
2022-09-08,30.2542
2022-09-09,31.2739
2022-09-10,31.2739
2022-09-11,31.2739
2022-09-12,32.2978
2022-09-13,30.5703
2022-09-14,29.8202
2022-09-15,31.8945
2022-09-16,30.6452
2022-09-17,30.6452
2022-09-18,30.6452
2022-09-19,29.3091
2022-09-20,29.6616
2022-09-21,29.6616
2022-09-22,28.3037
2022-09-23,26.2299
2022-09-24,26.2299
2022-09-25,26.2299
2022-09-26,25.4585
2022-09-27,25.4585
2022-09-28,25.4585
2022-09-29,25.4585
2022-09-30,25.4585
2022-10-01,25.4585
2022-10-02,25.4585
2022-10-03,25.4585
2022-10-04,43.2006
2022-10-05,47.2008
2022-10-06,43.0813
2022-10-07,40.8009
2022-10-08,40.8009
2022-10-09,40.8009
2022-10-10,37.9254
2022-10-11,37.7725
2022-10-12,38.5419
2022-10-13,42.4666
2022-10-14,43.1706
2022-10-15,43.1706
2022-10-16,43.1706
2022-10-17,43.8809
2022-10-18,42.0678
2022-10-19,41.1875
2022-10-20,39.8088
2022-10-21,38.801
2022-10-22,38.801
2022-10-23,38.801
2022-10-24,37.8109
2022-10-25,43.2993
2022-10-26,41.574
2022-10-27,43.8869
2022-10-28,47.7393
2022-10-29,47.7393
2022-10-30,47.7393
2022-10-31,42.5365
2022-11-01,41.4805
2022-11-02,40.4419
2022-11-03,45.4849
2022-11-04,52.6229
2022-11-05,52.6229
2022-11-06,52.6229
2022-11-07,51.1721
2022-11-08,50.5316
2022-11-09,52.5293
2022-11-10,57.5736
2022-11-11,55.5917
2022-11-12,55.5917
2022-11-13,55.5917
2022-11-14,50.6331
2022-11-15,49.2558
2022-11-16,48.8435
2022-11-17,49.9982
2022-11-18,50.2914
2022-11-19,50.2914
2022-11-20,50.2914
2022-11-21,51.1798
2022-11-22,50.8663
2022-11-23,53.6561
2022-11-24,53.6561
2022-11-25,51.4302
2022-11-26,51.4302
2022-11-27,51.4302
2022-11-28,51.4302
2022-11-29,50.6275
2022-11-30,51.5659
2022-12-01,50.7346
2022-12-02,52.8528
2022-12-03,52.8528
2022-12-04,52.8528
2022-12-05,46.7587
2022-12-06,49.7932
2022-12-07,49.3567
2022-12-08,48.6218
2022-12-09,46.8884
2022-12-10,46.8884
2022-12-11,46.8884
2022-12-12,44.6908
2022-12-13,40.5165
2022-12-14,42.9485
2022-12-15,42.5883
2022-12-16,45.5791
2022-12-17,45.5791
2022-12-18,45.5791
2022-12-19,43.0169
2022-12-20,42.5456
2022-12-21,43.0299
2022-12-22,44.7947
2022-12-23,45.8981
2022-12-24,45.8981
2022-12-25,45.8981
2022-12-26,45.8981
2022-12-27,46.6854
2022-12-28,42.5825
2022-12-29,45.8153
2022-12-30,46.5565
2022-12-31,46.5565
2023-01-01,46.5565
2023-01-02,46.5565
2023-01-03,45.5258
2023-01-04,48.3359
2023-01-05,47.0154
2023-01-06,47.4608
2023-01-07,47.4608
2023-01-08,47.4608
2023-01-09,47.0516
2023-01-10,47.2086
2023-01-11,49.8243
2023-01-12,56.5683
2023-01-13,56.1906
2023-01-14,56.1906
2023-01-15,56.1906
2023-01-16,56.1906
2023-01-17,56.6107
2023-01-18,54.9701
2023-01-19,55.0983
2023-01-20,56.6311
2023-01-21,56.6311
2023-01-22,56.6311
2023-01-23,57.0106
2023-01-24,54.6997
2023-01-25,54.5363
2023-01-26,55.7662
2023-01-27,56.3926
2023-01-28,56.3926
2023-01-29,56.3926
2023-01-30,56.855
2023-01-31,57.408
2023-02-01,56.2886
2023-02-02,56.1
2023-02-03,53.3274
2023-02-04,53.3274
2023-02-05,53.3274
2023-02-06,54.2627
2023-02-07,53.706
2023-02-08,53.7041
2023-02-09,53.8746
2023-02-10,54.22
2023-02-11,54.22
2023-02-12,54.22
2023-02-13,50.6848
2023-02-14,50.6848
2023-02-15,48.8569
2023-02-16,48.8569
2023-02-17,51.3026
2023-02-18,51.3026
2023-02-19,51.3026
2023-02-20,51.3026
2023-02-21,49.9715
2023-02-22,47.0829
2023-02-23,48.432
2023-02-24,48.2483
2023-02-25,48.2483
2023-02-26,48.2483
2023-02-27,48.4526
2023-02-28,46.7493
2023-03-01,46.5614
2023-03-02,45.428
2023-03-03,45.8822
2023-03-04,45.8822
2023-03-05,45.8822
2023-03-06,45.1054
2023-03-07,56.0699
2023-03-08,61.1409
2023-03-09,64.2262
2023-03-10,61.8804
2023-03-11,61.8804
2023-03-12,61.8804
2023-03-13,64.7649
2023-03-14,66.19
2023-03-15,61.5885
2023-03-16,63.6782
2023-03-17,64.7688
2023-03-18,64.7688
2023-03-19,64.7688
2023-03-20,63.8671
