,CHCO US Equity
2020-05-20,45.3377
2020-05-21,45.0462
2020-05-22,45.4851
2020-05-23,45.4851
2020-05-24,45.4851
2020-05-25,45.4851
2020-05-26,48.4305
2020-05-27,52.2801
2020-05-28,50.2429
2020-05-29,48.7903
2020-05-30,48.7903
2020-05-31,48.7903
2020-06-01,48.0237
2020-06-02,46.9788
2020-06-03,50.0246
2020-06-04,50.2514
2020-06-05,53.1586
2020-06-06,53.1586
2020-06-07,53.1586
2020-06-08,53.2457
2020-06-09,52.5791
2020-06-10,50.526
2020-06-11,47.2616
2020-06-12,48.1962
2020-06-13,48.1962
2020-06-14,48.1962
2020-06-15,48.7332
2020-06-16,50.5624
2020-06-17,49.0663
2020-06-18,49.6075
2020-06-19,50.0014
2020-06-20,50.0014
2020-06-21,50.0014
2020-06-22,48.4702
2020-06-23,48.3335
2020-06-24,46.9988
2020-06-25,48.7341
2020-06-26,47.2091
2020-06-27,47.2091
2020-06-28,47.2091
2020-06-29,49.6491
2020-06-30,51.1985
2020-07-01,48.2485
2020-07-02,48.5213
2020-07-03,48.5213
2020-07-04,48.5213
2020-07-05,48.5213
2020-07-06,49.5141
2020-07-07,48.2187
2020-07-08,47.1674
2020-07-09,45.544
2020-07-10,48.201
2020-07-11,48.201
2020-07-12,48.201
2020-07-13,49.2064
2020-07-14,49.0573
2020-07-15,51.7496
2020-07-16,51.8384
2020-07-17,50.3998
2020-07-18,50.3998
2020-07-19,50.3998
2020-07-20,49.0642
2020-07-21,52.8508
2020-07-22,50.4209
2020-07-23,51.1427
2020-07-24,50.6826
2020-07-25,50.6826
2020-07-26,50.6826
2020-07-27,49.0436
2020-07-28,49.9341
2020-07-29,51.7712
2020-07-30,50.6523
2020-07-31,49.3143
2020-08-01,49.3143
2020-08-02,49.3143
2020-08-03,49.4028
2020-08-04,49.0264
2020-08-05,51.478
2020-08-06,50.9432
2020-08-07,53.6403
2020-08-08,53.6403
2020-08-09,53.6403
2020-08-10,54.2361
2020-08-11,55.2792
2020-08-12,54.7116
2020-08-13,52.9105
2020-08-14,52.9786
2020-08-15,52.9786
2020-08-16,52.9786
2020-08-17,52.1716
2020-08-18,50.8785
2020-08-19,51.6227
2020-08-20,50.0537
2020-08-21,49.2028
2020-08-22,49.2028
2020-08-23,49.2028
2020-08-24,51.2674
2020-08-25,51.3317
2020-08-26,50.0999
2020-08-27,50.8323
2020-08-28,50.239
2020-08-29,50.239
2020-08-30,50.239
2020-08-31,49.9661
2020-09-01,49.3242
2020-09-02,48.9546
2020-09-03,49.2066
2020-09-04,50.671
2020-09-05,50.671
2020-09-06,50.671
2020-09-07,50.671
2020-09-08,47.3174
2020-09-09,46.8673
2020-09-10,45.1752
2020-09-11,44.9193
2020-09-12,44.9193
2020-09-13,44.9193
2020-09-14,46.3856
2020-09-15,46.1435
2020-09-16,45.9575
2020-09-17,45.2033
2020-09-18,45.3964
2020-09-19,45.3964
2020-09-20,45.3964
2020-09-21,39.1699
2020-09-22,38.8537
2020-09-23,37.9663
2020-09-24,40.0702
2020-09-25,40.3118
2020-09-26,40.3118
2020-09-27,40.3118
2020-09-28,42.9871
2020-09-29,42.2756
2020-09-30,42.716
2020-10-01,41.772
2020-10-02,43.033
2020-10-03,43.033
2020-10-04,43.033
2020-10-05,45.724
2020-10-06,45.8807
2020-10-07,47.1438
2020-10-08,49.6691
2020-10-09,49.0493
2020-10-10,49.0493
2020-10-11,49.0493
2020-10-12,50.0914
2020-10-13,47.0677
2020-10-14,45.3224
2020-10-15,47.2468
2020-10-16,47.444
2020-10-17,47.444
2020-10-18,47.444
2020-10-19,46.2803
2020-10-20,47.5897
2020-10-21,49.0549
2020-10-22,53.0022
2020-10-23,53.564
2020-10-24,53.564
2020-10-25,53.564
2020-10-26,52.3107
2020-10-27,50.1755
2020-10-28,47.3679
2020-10-29,49.3235
2020-10-30,50.2239
2020-10-31,50.2239
2020-11-01,50.2239
2020-11-02,52.1829
2020-11-03,53.7152
2020-11-04,46.1837
2020-11-05,49.1641
2020-11-06,47.6034
2020-11-07,47.6034
2020-11-08,47.6034
2020-11-09,58.1197
2020-11-10,59.6897
2020-11-11,56.5251
2020-11-12,54.2048
2020-11-13,56.1261
2020-11-14,56.1261
2020-11-15,56.1261
2020-11-16,59.5716
2020-11-17,59.6323
2020-11-18,57.7913
2020-11-19,57.955
2020-11-20,57.0093
2020-11-21,57.0093
2020-11-22,57.0093
2020-11-23,57.7795
2020-11-24,59.9718
2020-11-25,57.702
2020-11-26,57.702
2020-11-27,56.0228
2020-11-28,56.0228
2020-11-29,56.0228
2020-11-30,53.3876
2020-12-01,54.3039
2020-12-02,55.5689
2020-12-03,55.1627
2020-12-04,56.7261
2020-12-05,56.7261
2020-12-06,56.7261
2020-12-07,57.3228
2020-12-08,57.7447
2020-12-09,57.9046
2020-12-10,58.8828
2020-12-11,58.7577
2020-12-12,58.7577
2020-12-13,58.7577
2020-12-14,58.5004
2020-12-15,59.4194
2020-12-16,58.1631
2020-12-17,57.6852
2020-12-18,58.0277
2020-12-19,58.0277
2020-12-20,58.0277
2020-12-21,53.5963
2020-12-22,52.9607
2020-12-23,55.1171
2020-12-24,56.2071
2020-12-25,56.2071
2020-12-26,56.2071
2020-12-27,56.2071
2020-12-28,56.6194
2020-12-29,54.1516
2020-12-30,55.4697
2020-12-31,55.7756
2021-01-01,55.7756
2021-01-02,55.7756
2021-01-03,55.7756
2021-01-04,54.8212
2021-01-05,54.8538
2021-01-06,60.3345
2021-01-07,60.5221
2021-01-08,58.9362
2021-01-09,58.9362
2021-01-10,58.9362
2021-01-11,58.6266
2021-01-12,59.4924
2021-01-13,56.5463
2021-01-14,57.5649
2021-01-15,57.145
2021-01-16,57.145
2021-01-17,57.145
2021-01-18,57.145
2021-01-19,58.0008
2021-01-20,57.89
2021-01-21,56.1813
2021-01-22,57.3648
2021-01-23,57.3648
2021-01-24,57.3648
2021-01-25,59.864
2021-01-26,61.3947
2021-01-27,55.0304
2021-01-28,53.7768
2021-01-29,51.2497
2021-01-30,51.2497
2021-01-31,51.2497
2021-02-01,52.6215
2021-02-02,54.4861
2021-02-03,53.4365
2021-02-04,56.0631
2021-02-05,54.8412
2021-02-06,54.8412
2021-02-07,54.8412
2021-02-08,57.0106
2021-02-09,57.8863
2021-02-10,57.374
2021-02-11,57.2901
2021-02-12,56.9026
2021-02-13,56.9026
2021-02-14,56.9026
2021-02-15,56.9026
2021-02-16,57.0861
2021-02-17,57.9943
2021-02-18,57.551
2021-02-19,59.1982
2021-02-20,59.1982
2021-02-21,59.1982
2021-02-22,61.4176
2021-02-23,62.3177
2021-02-24,63.8977
2021-02-25,62.1835
2021-02-26,58.3944
2021-02-27,58.3944
2021-02-28,58.3944
2021-03-01,62.0504
2021-03-02,59.9425
2021-03-03,61.9753
2021-03-04,62.9545
2021-03-05,65.6253
2021-03-06,65.6253
2021-03-07,65.6253
2021-03-08,68.2212
2021-03-09,67.9902
2021-03-10,70.5004
2021-03-11,70.6572
2021-03-12,72.2492
2021-03-13,72.2492
2021-03-14,72.2492
2021-03-15,65.7121
2021-03-16,63.9527
2021-03-17,62.287
2021-03-18,63.1614
2021-03-19,63.8411
2021-03-20,63.8411
2021-03-21,63.8411
2021-03-22,59.4578
2021-03-23,57.0344
2021-03-24,57.196
2021-03-25,58.8891
2021-03-26,60.4317
2021-03-27,60.4317
2021-03-28,60.4317
2021-03-29,58.1915
2021-03-30,59.2718
2021-03-31,57.5483
2021-04-01,59.6496
2021-04-02,59.6496
2021-04-03,59.6496
2021-04-04,59.6496
2021-04-05,60.2314
2021-04-06,57.6873
2021-04-07,56.2594
2021-04-08,56.316
2021-04-09,56.316
2021-04-10,56.316
2021-04-11,56.316
2021-04-12,57.2346
2021-04-13,54.0848
2021-04-14,54.3528
2021-04-15,53.5163
2021-04-16,53.9165
2021-04-17,53.9165
2021-04-18,53.9165
2021-04-19,52.915
2021-04-20,48.8136
2021-04-21,51.2166
2021-04-22,48.861
2021-04-23,51.2162
2021-04-24,51.2162
2021-04-25,51.2162
2021-04-26,51.0928
2021-04-27,50.9475
2021-04-28,49.9381
2021-04-29,50.6371
2021-04-30,48.747
2021-05-01,48.747
2021-05-02,48.747
2021-05-03,51.3966
2021-05-04,52.3348
2021-05-05,51.5386
2021-05-06,53.8249
2021-05-07,53.6828
2021-05-08,53.6828
2021-05-09,53.6828
2021-05-10,51.9196
2021-05-11,50.2514
2021-05-12,47.0846
2021-05-13,52.9674
2021-05-14,53.454
2021-05-15,53.454
2021-05-16,53.454
2021-05-17,53.6853
2021-05-18,50.3912
2021-05-19,51.2089
2021-05-20,51.9756
2021-05-21,53.4878
2021-05-22,53.4878
2021-05-23,53.4878
2021-05-24,51.1949
2021-05-25,46.7723
2021-05-26,49.5839
2021-05-27,51.777
2021-05-28,52.6828
2021-05-29,52.6828
2021-05-30,52.6828
2021-05-31,52.6828
2021-06-01,53.382
2021-06-02,52.2741
2021-06-03,52.6739
2021-06-04,51.448
2021-06-05,51.448
2021-06-06,51.448
2021-06-07,52.7745
2021-06-08,52.5238
2021-06-09,50.2998
2021-06-10,48.7308
2021-06-11,48.1348
2021-06-12,48.1348
2021-06-13,48.1348
2021-06-14,47.2294
2021-06-15,49.0534
2021-06-16,50.0246
2021-06-17,46.384
2021-06-18,42.5231
2021-06-19,42.5231
2021-06-20,42.5231
2021-06-21,46.9749
2021-06-22,46.8786
2021-06-23,47.2144
2021-06-24,49.735
2021-06-25,48.1327
2021-06-26,48.1327
2021-06-27,48.1327
2021-06-28,45.3381
2021-06-29,44.9146
2021-06-30,44.7226
2021-07-01,46.4211
2021-07-02,44.7187
2021-07-03,44.7187
2021-07-04,44.7187
2021-07-05,44.7187
2021-07-06,42.274
2021-07-07,42.357
2021-07-08,41.3418
2021-07-09,45.8763
2021-07-10,45.8763
2021-07-11,45.8763
2021-07-12,46.2042
2021-07-13,43.7521
2021-07-14,44.017
2021-07-15,46.9595
2021-07-16,45.7657
2021-07-17,45.7657
2021-07-18,45.7657
2021-07-19,43.2506
2021-07-20,44.8677
2021-07-21,45.7171
2021-07-22,43.8636
2021-07-23,45.7594
2021-07-24,45.7594
2021-07-25,45.7594
2021-07-26,47.9601
2021-07-27,48.3373
2021-07-28,49.138
2021-07-29,50.4249
2021-07-30,49.7546
2021-07-31,49.7546
2021-08-01,49.7546
2021-08-02,48.5714
2021-08-03,50.9088
2021-08-04,49.4744
2021-08-05,51.6092
2021-08-06,54.6531
2021-08-07,54.6531
2021-08-08,54.6531
2021-08-09,54.2427
2021-08-10,55.2679
2021-08-11,57.3775
2021-08-12,56.6103
2021-08-13,55.5349
2021-08-14,55.5349
2021-08-15,55.5349
2021-08-16,55.9413
2021-08-17,55.0585
2021-08-18,52.7406
2021-08-19,51.7743
2021-08-20,54.1681
2021-08-21,54.1681
2021-08-22,54.1681
2021-08-23,54.1457
2021-08-24,53.0552
2021-08-25,52.4181
2021-08-26,50.0215
2021-08-27,53.7485
2021-08-28,53.7485
2021-08-29,53.7485
2021-08-30,50.9502
2021-08-31,51.9188
2021-09-01,51.9789
2021-09-02,50.2892
2021-09-03,50.2242
2021-09-04,50.2242
2021-09-05,50.2242
2021-09-06,50.2242
2021-09-07,49.7369
2021-09-08,47.1753
2021-09-09,46.6944
2021-09-10,43.8783
2021-09-11,43.8783
2021-09-12,43.8783
2021-09-13,44.7402
2021-09-14,42.0309
2021-09-15,41.7913
2021-09-16,40.7016
2021-09-17,48.4135
2021-09-18,48.4135
2021-09-19,48.4135
2021-09-20,43.2528
2021-09-21,43.0238
2021-09-22,45.3953
2021-09-23,48.7175
2021-09-24,49.7775
2021-09-25,49.7775
2021-09-26,49.7775
2021-09-27,53.8319
2021-09-28,52.5907
2021-09-29,54.3657
2021-09-30,53.0855
2021-10-01,54.5126
2021-10-02,54.5126
2021-10-03,54.5126
2021-10-04,54.1916
2021-10-05,53.7821
2021-10-06,52.8524
2021-10-07,55.5546
2021-10-08,54.6857
2021-10-09,54.6857
2021-10-10,54.6857
2021-10-11,52.6497
2021-10-12,52.4847
2021-10-13,50.3816
2021-10-14,52.993
2021-10-15,50.4851
2021-10-16,50.4851
2021-10-17,50.4851
2021-10-18,52.0622
2021-10-19,52.0622
2021-10-20,53.6242
2021-10-21,57.4911
2021-10-22,59.6213
2021-10-23,59.6213
2021-10-24,59.6213
2021-10-25,57.4685
2021-10-26,57.8817
2021-10-27,51.6347
2021-10-28,53.6041
2021-10-29,54.3316
2021-10-30,54.3316
2021-10-31,54.3316
2021-11-01,57.7996
2021-11-02,54.6726
2021-11-03,56.6039
2021-11-04,54.2143
2021-11-05,56.8281
2021-11-06,56.8281
2021-11-07,56.8281
2021-11-08,58.0598
2021-11-09,57.5743
2021-11-10,57.9104
2021-11-11,57.8511
2021-11-12,56.4372
2021-11-13,56.4372
2021-11-14,56.4372
2021-11-15,55.8603
2021-11-16,55.0178
2021-11-17,53.4298
2021-11-18,53.1916
2021-11-19,53.6371
2021-11-20,53.6371
2021-11-21,53.6371
2021-11-22,57.1007
2021-11-23,57.5646
2021-11-24,56.6683
2021-11-25,56.6683
2021-11-26,49.6982
2021-11-27,49.6982
2021-11-28,49.6982
2021-11-29,48.5222
2021-11-30,48.4873
2021-12-01,48.005
2021-12-02,52.0105
2021-12-03,49.9388
2021-12-04,49.9388
2021-12-05,49.9388
2021-12-06,52.4319
2021-12-07,51.1064
2021-12-08,51.5576
2021-12-09,50.7746
2021-12-10,52.0482
2021-12-11,52.0482
2021-12-12,52.0482
2021-12-13,50.2853
2021-12-14,50.509
2021-12-15,49.7371
2021-12-16,54.0254
2021-12-17,52.9366
2021-12-18,52.9366
2021-12-19,52.9366
2021-12-20,50.0705
2021-12-21,51.4919
2021-12-22,51.8865
2021-12-23,52.9131
2021-12-24,52.9131
2021-12-25,52.9131
2021-12-26,52.9131
2021-12-27,53.4539
2021-12-28,52.9714
2021-12-29,53.4252
2021-12-30,52.8319
2021-12-31,53.9488
2022-01-01,53.9488
2022-01-02,53.9488
2022-01-03,55.1626
2022-01-04,57.4814
2022-01-05,57.3353
2022-01-06,61.0394
2022-01-07,61.3593
2022-01-08,61.3593
2022-01-09,61.3593
2022-01-10,61.3072
2022-01-11,58.5326
2022-01-12,57.218
2022-01-13,57.685
2022-01-14,59.514
2022-01-15,59.514
2022-01-16,59.514
2022-01-17,59.514
2022-01-18,55.6567
2022-01-19,51.7193
2022-01-20,49.5161
2022-01-21,47.8224
2022-01-22,47.8224
2022-01-23,47.8224
2022-01-24,51.8995
2022-01-25,53.3457
2022-01-26,50.4271
2022-01-27,47.1419
2022-01-28,48.2405
2022-01-29,48.2405
2022-01-30,48.2405
2022-01-31,48.8196
2022-02-01,48.3163
2022-02-02,46.9081
2022-02-03,47.7986
2022-02-04,48.071
2022-02-05,48.071
2022-02-06,48.071
2022-02-07,48.7099
2022-02-08,51.5469
2022-02-09,47.7458
2022-02-10,47.8288
2022-02-11,47.7504
2022-02-12,47.7504
2022-02-13,47.7504
2022-02-14,47.9489
2022-02-15,49.0831
2022-02-16,49.0397
2022-02-17,46.4108
2022-02-18,48.3065
2022-02-19,48.3065
2022-02-20,48.3065
2022-02-21,48.3065
2022-02-22,46.3815
2022-02-23,45.1994
2022-02-24,42.6817
2022-02-25,47.6206
2022-02-26,47.6206
2022-02-27,47.6206
2022-02-28,49.0708
2022-03-01,44.8453
2022-03-02,49.5203
2022-03-03,51.1185
2022-03-04,49.2666
2022-03-05,49.2666
2022-03-06,49.2666
2022-03-07,45.3305
2022-03-08,46.502
2022-03-09,47.8991
2022-03-10,48.5844
2022-03-11,49.7847
2022-03-12,49.7847
2022-03-13,49.7847
2022-03-14,50.6465
2022-03-15,49.7815
2022-03-16,51.2059
2022-03-17,49.6345
2022-03-18,47.5895
2022-03-19,47.5895
2022-03-20,47.5895
2022-03-21,47.2268
2022-03-22,48.1266
2022-03-23,45.483
2022-03-24,48.0676
2022-03-25,50.386
2022-03-26,50.386
2022-03-27,50.386
2022-03-28,49.3132
2022-03-29,50.4991
2022-03-30,47.9887
2022-03-31,48.3849
2022-04-01,48.4864
2022-04-02,48.4864
2022-04-03,48.4864
2022-04-04,45.541
2022-04-05,45.7126
2022-04-06,43.8881
2022-04-07,41.678
2022-04-08,40.038
2022-04-09,40.038
2022-04-10,40.038
2022-04-11,41.7418
2022-04-12,41.3313
2022-04-13,45.7999
2022-04-14,46.903
2022-04-15,46.903
2022-04-16,46.903
2022-04-17,46.903
2022-04-18,46.4235
2022-04-19,51.0979
2022-04-20,52.4849
2022-04-21,53.8565
2022-04-22,51.5762
2022-04-23,51.5762
2022-04-24,51.5762
2022-04-25,50.8918
2022-04-26,48.6773
2022-04-27,48.9546
2022-04-28,50.6873
2022-04-29,48.8924
2022-04-30,48.8924
2022-05-01,48.8924
2022-05-02,51.3892
2022-05-03,51.5789
2022-05-04,57.4229
2022-05-05,53.6042
2022-05-06,53.5472
2022-05-07,53.5472
2022-05-08,53.5472
2022-05-09,55.0782
2022-05-10,51.7399
2022-05-11,51.5928
2022-05-12,50.7719
2022-05-13,50.0417
2022-05-14,50.0417
2022-05-15,50.0417
2022-05-16,49.1604
2022-05-17,52.8862
2022-05-18,51.8646
2022-05-19,49.7633
2022-05-20,52.4334
2022-05-21,52.4334
2022-05-22,52.4334
2022-05-23,53.4903
2022-05-24,54.17
2022-05-25,53.5427
2022-05-26,56.1362
2022-05-27,57.6546
2022-05-28,57.6546
2022-05-29,57.6546
2022-05-30,57.6546
2022-05-31,55.6007
2022-06-01,55.2681
2022-06-02,56.4634
2022-06-03,54.185
2022-06-04,54.185
2022-06-05,54.185
2022-06-06,55.2065
2022-06-07,55.3635
2022-06-08,53.0545
2022-06-09,49.6247
2022-06-10,48.5916
2022-06-11,48.5916
2022-06-12,48.5916
2022-06-13,48.5156
2022-06-14,48.3982
2022-06-15,49.1829
2022-06-16,47.2348
2022-06-17,48.3262
2022-06-18,48.3262
2022-06-19,48.3262
2022-06-20,48.3262
2022-06-21,51.1881
2022-06-22,51.2696
2022-06-23,48.5639
2022-06-24,51.4021
2022-06-25,51.4021
2022-06-26,51.4021
2022-06-27,51.0852
2022-06-28,50.9984
2022-06-29,49.967
2022-06-30,50.7562
2022-07-01,53.7928
2022-07-02,53.7928
2022-07-03,53.7928
2022-07-04,53.7928
2022-07-05,54.9038
2022-07-06,54.087
2022-07-07,53.1251
2022-07-08,52.4974
2022-07-09,52.4974
2022-07-10,52.4974
2022-07-11,54.1154
2022-07-12,53.2153
2022-07-13,49.8556
2022-07-14,47.9103
2022-07-15,51.6144
2022-07-16,51.6144
2022-07-17,51.6144
2022-07-18,51.8291
2022-07-19,55.9917
2022-07-20,55.7739
2022-07-21,54.6737
2022-07-22,55.8937
2022-07-23,55.8937
2022-07-24,55.8937
2022-07-25,60.6532
2022-07-26,59.231
2022-07-27,60.6057
2022-07-28,61.8394
2022-07-29,63.1738
2022-07-30,63.1738
2022-07-31,63.1738
2022-08-01,62.9061
2022-08-02,60.4929
2022-08-03,62.3796
2022-08-04,59.8843
2022-08-05,60.8203
2022-08-06,60.8203
2022-08-07,60.8203
2022-08-08,59.5875
2022-08-09,60.8861
2022-08-10,61.0225
2022-08-11,62.7202
2022-08-12,64.5696
2022-08-13,64.5696
2022-08-14,64.5696
2022-08-15,65.9869
2022-08-16,66.3243
2022-08-17,65.5348
2022-08-18,65.267
2022-08-19,65.2363
2022-08-20,65.2363
2022-08-21,65.2363
2022-08-22,60.1248
2022-08-23,56.6111
2022-08-24,56.4583
2022-08-25,58.5239
2022-08-26,55.0877
2022-08-27,55.0877
2022-08-28,55.0877
2022-08-29,52.4858
2022-08-30,52.3016
2022-08-31,51.7614
2022-09-01,51.2377
2022-09-02,49.885
2022-09-03,49.885
2022-09-04,49.885
2022-09-05,49.885
2022-09-06,48.0656
2022-09-07,50.2059
2022-09-08,53.3442
2022-09-09,54.8171
2022-09-10,54.8171
2022-09-11,54.8171
2022-09-12,55.5732
2022-09-13,52.2256
2022-09-14,52.3556
2022-09-15,52.7766
2022-09-16,57.0728
2022-09-17,57.0728
2022-09-18,57.0728
2022-09-19,57.6477
2022-09-20,58.4911
2022-09-21,57.9484
2022-09-22,54.5705
2022-09-23,54.6552
2022-09-24,54.6552
2022-09-25,54.6552
2022-09-26,55.3874
2022-09-27,54.0854
2022-09-28,56.5643
2022-09-29,57.6943
2022-09-30,57.8182
2022-10-01,57.8182
2022-10-02,57.8182
2022-10-03,60.378
2022-10-04,61.4739
2022-10-05,57.9571
2022-10-06,58.4173
2022-10-07,58.5601
2022-10-08,58.5601
2022-10-09,58.5601
2022-10-10,60.3124
2022-10-11,61.3615
2022-10-12,59.9944
2022-10-13,65.5561
2022-10-14,65.8853
2022-10-15,65.8853
2022-10-16,65.8853
2022-10-17,68.5094
2022-10-18,67.2398
2022-10-19,72.8529
2022-10-20,70.5347
2022-10-21,73.0291
2022-10-22,73.0291
2022-10-23,73.0291
2022-10-24,74.243
2022-10-25,73.9718
2022-10-26,69.1876
2022-10-27,67.4371
2022-10-28,70.1546
2022-10-29,70.1546
2022-10-30,70.1546
2022-10-31,67.969
2022-11-01,63.6019
2022-11-02,62.2509
2022-11-03,61.6791
2022-11-04,64.328
2022-11-05,64.328
2022-11-06,64.328
2022-11-07,60.4172
2022-11-08,60.1399
2022-11-09,59.2361
2022-11-10,60.9624
2022-11-11,56.6755
2022-11-12,56.6755
2022-11-13,56.6755
2022-11-14,58.1096
2022-11-15,59.5093
2022-11-16,57.2296
2022-11-17,58.0269
2022-11-18,57.8538
2022-11-19,57.8538
2022-11-20,57.8538
2022-11-21,58.7035
2022-11-22,59.0734
2022-11-23,59.5918
2022-11-24,59.5918
2022-11-25,61.431
2022-11-26,61.431
2022-11-27,61.431
2022-11-28,60.0497
2022-11-29,60.2806
2022-11-30,62.8367
2022-12-01,62.2958
2022-12-02,61.7232
2022-12-03,61.7232
2022-12-04,61.7232
2022-12-05,54.3809
2022-12-06,52.5942
2022-12-07,50.8313
2022-12-08,50.6032
2022-12-09,48.8585
2022-12-10,48.8585
2022-12-11,48.8585
2022-12-12,49.1306
2022-12-13,46.5347
2022-12-14,45.6322
2022-12-15,44.0727
2022-12-16,43.7696
2022-12-17,43.7696
2022-12-18,43.7696
2022-12-19,46.418
2022-12-20,46.8106
2022-12-21,47.8193
2022-12-22,46.7405
2022-12-23,47.4962
2022-12-24,47.4962
2022-12-25,47.4962
2022-12-26,47.4962
2022-12-27,48.9343
2022-12-28,47.9582
2022-12-29,49.6295
2022-12-30,46.9296
2022-12-31,46.9296
2023-01-01,46.9296
2023-01-02,46.9296
2023-01-03,45.9999
2023-01-04,45.8524
2023-01-05,43.5944
2023-01-06,45.8668
2023-01-07,45.8668
2023-01-08,45.8668
2023-01-09,44.5509
2023-01-10,45.6989
2023-01-11,46.0765
2023-01-12,48.6581
2023-01-13,50.9239
2023-01-14,50.9239
2023-01-15,50.9239
2023-01-16,50.9239
2023-01-17,49.5462
2023-01-18,44.0286
2023-01-19,42.3535
2023-01-20,43.1143
2023-01-21,43.1143
2023-01-22,43.1143
2023-01-23,42.8635
2023-01-24,51.0692
2023-01-25,47.4437
2023-01-26,46.9307
2023-01-27,48.4969
2023-01-28,48.4969
2023-01-29,48.4969
2023-01-30,50.2598
2023-01-31,53.2587
2023-02-01,55.5608
2023-02-02,58.4963
2023-02-03,60.3087
2023-02-04,60.3087
2023-02-05,60.3087
2023-02-06,57.2284
2023-02-07,58.5831
2023-02-08,59.9459
2023-02-09,58.1853
2023-02-10,58.5526
2023-02-11,58.5526
2023-02-12,58.5526
2023-02-13,59.0706
2023-02-14,56.6301
2023-02-15,57.6602
2023-02-16,56.663
2023-02-17,58.5384
2023-02-18,58.5384
2023-02-19,58.5384
2023-02-20,58.5384
2023-02-21,57.1821
2023-02-22,57.3261
2023-02-23,55.5849
2023-02-24,54.9329
2023-02-25,54.9329
2023-02-26,54.9329
2023-02-27,55.0292
2023-02-28,54.5468
2023-03-01,52.8497
2023-03-02,51.9642
2023-03-03,53.2954
2023-03-04,53.2954
2023-03-05,53.2954
2023-03-06,51.7127
2023-03-07,47.3827
2023-03-08,47.7869
2023-03-09,42.2409
2023-03-10,44.247
2023-03-11,44.247
2023-03-12,44.247
2023-03-13,42.7837
2023-03-14,46.1694
2023-03-15,45.286
2023-03-16,50.5208
2023-03-17,45.9842
2023-03-18,45.9842
2023-03-19,45.9842
