,USNA US Equity
2023-03-22,52.2558
2023-03-23,52.3772
2023-03-24,53.9904
2023-03-25,53.9904
2023-03-26,53.9904
2023-03-27,56.2335
2023-03-28,56.8106
2023-03-29,55.9005
2023-03-30,55.9202
2023-03-31,56.7613
2023-04-01,56.7613
2023-04-02,56.7613
2023-04-03,60.082
2023-04-04,58.6345
2023-04-05,58.3174
2023-04-06,57.1973
2023-04-07,57.1973
2023-04-08,57.1973
2023-04-09,57.1973
2023-04-10,57.5388
2023-04-11,58.5647
2023-04-12,57.301
2023-04-13,58.7536
2023-04-14,57.921
2023-04-15,57.921
2023-04-16,57.921
2023-04-17,57.6877
2023-04-18,57.152
2023-04-19,57.1748
2023-04-20,58.5253
2023-04-21,59.7061
2023-04-22,59.7061
2023-04-23,59.7061
2023-04-24,58.5032
2023-04-25,52.2623
2023-04-26,62.5694
2023-04-27,60.6489
2023-04-28,58.7101
2023-04-29,58.7101
2023-04-30,58.7101
2023-05-01,59.701
2023-05-02,60.1952
2023-05-03,60.5404
2023-05-04,59.5783
2023-05-05,59.6887
2023-05-06,59.6887
2023-05-07,59.6887
2023-05-08,57.6517
2023-05-09,55.0352
2023-05-10,54.428
2023-05-11,54.8999
2023-05-12,54.6339
2023-05-13,54.6339
2023-05-14,54.6339
2023-05-15,54.6065
2023-05-16,50.7653
2023-05-17,49.2674
2023-05-18,50.5781
2023-05-19,51.959
2023-05-20,51.959
2023-05-21,51.959
2023-05-22,49.2612
2023-05-23,48.0427
2023-05-24,46.5932
2023-05-25,46.1979
2023-05-26,48.5108
2023-05-27,48.5108
2023-05-28,48.5108
2023-05-29,48.5108
2023-05-30,47.515
2023-05-31,43.6906
2023-06-01,45.2812
2023-06-02,50.8332
2023-06-03,50.8332
2023-06-04,50.8332
2023-06-05,47.3661
2023-06-06,49.3443
2023-06-07,51.9148
2023-06-08,51.1165
2023-06-09,49.5402
2023-06-10,49.5402
2023-06-11,49.5402
2023-06-12,48.5086
2023-06-13,47.6322
2023-06-14,45.7349
2023-06-15,45.5493
2023-06-16,45.7517
2023-06-17,45.7517
2023-06-18,45.7517
2023-06-19,45.7517
2023-06-20,45.4893
2023-06-21,44.136
2023-06-22,44.5489
2023-06-23,45.8462
2023-06-24,45.8462
2023-06-25,45.8462
2023-06-26,46.2338
2023-06-27,47.8072
2023-06-28,48.4911
2023-06-29,50.114
2023-06-30,51.3044
2023-07-01,51.3044
2023-07-02,51.3044
2023-07-03,52.6297
2023-07-04,52.6297
2023-07-05,50.5105
2023-07-06,50.29
2023-07-07,48.2997
2023-07-08,48.2997
2023-07-09,48.2997
2023-07-10,45.7346
2023-07-11,45.213
2023-07-12,46.7682
2023-07-13,47.0374
2023-07-14,45.8644
2023-07-15,45.8644
2023-07-16,45.8644
2023-07-17,47.0746
2023-07-18,46.9632
2023-07-19,49.5268
2023-07-20,51.8752
2023-07-21,52.2722
2023-07-22,52.2722
2023-07-23,52.2722
2023-07-24,54.2791
2023-07-25,52.9984
2023-07-26,63.1774
2023-07-27,57.4909
2023-07-28,55.4514
2023-07-29,55.4514
2023-07-30,55.4514
2023-07-31,54.8904
2023-08-01,52.3979
2023-08-02,54.122
2023-08-03,57.8709
2023-08-04,57.0585
2023-08-05,57.0585
2023-08-06,57.0585
2023-08-07,55.867
2023-08-08,57.109
2023-08-09,56.2
2023-08-10,56.4663
2023-08-11,56.2757
2023-08-12,56.2757
2023-08-13,56.2757
2023-08-14,53.9357
2023-08-15,54.2524
2023-08-16,50.2454
2023-08-17,50.0991
2023-08-18,48.9924
2023-08-19,48.9924
2023-08-20,48.9924
2023-08-21,47.218
2023-08-22,46.6979
2023-08-23,49.4722
2023-08-24,49.8037
2023-08-25,50.5268
2023-08-26,50.5268
2023-08-27,50.5268
2023-08-28,50.8408
2023-08-29,51.2938
2023-08-30,52.5186
2023-08-31,51.5851
2023-09-01,52.7525
2023-09-02,52.7525
2023-09-03,52.7525
2023-09-04,52.7525
2023-09-05,46.0711
2023-09-06,42.3429
2023-09-07,41.1536
2023-09-08,38.2059
2023-09-09,38.2059
2023-09-10,38.2059
2023-09-11,38.6193
2023-09-12,37.4707
2023-09-13,40.7909
2023-09-14,45.1872
2023-09-15,42.7024
2023-09-16,42.7024
2023-09-17,42.7024
2023-09-18,42.5089
2023-09-19,43.2273
2023-09-20,42.8376
2023-09-21,45.3329
2023-09-22,44.0912
2023-09-23,44.0912
2023-09-24,44.0912
2023-09-25,44.0052
2023-09-26,41.2777
2023-09-27,40.8181
2023-09-28,42.3481
2023-09-29,42.051
2023-09-30,42.051
2023-10-01,42.051
2023-10-02,40.8855
2023-10-03,41.7958
2023-10-04,41.6851
2023-10-05,40.5305
2023-10-06,43.1314
2023-10-07,43.1314
2023-10-08,43.1314
2023-10-09,43.896
2023-10-10,42.9171
2023-10-11,39.5973
2023-10-12,36.7732
2023-10-13,35.9387
2023-10-14,35.9387
2023-10-15,35.9387
2023-10-16,39.5939
2023-10-17,41.2965
2023-10-18,42.8744
2023-10-19,41.5687
2023-10-20,39.7811
2023-10-21,39.7811
2023-10-22,39.7811
2023-10-23,37.2659
2023-10-24,39.8586
2023-10-25,26.743
2023-10-26,28.5465
2023-10-27,27.3421
2023-10-28,27.3421
2023-10-29,27.3421
2023-10-30,30.4035
2023-10-31,29.7501
2023-11-01,28.662
2023-11-02,30.1151
2023-11-03,33.0966
2023-11-04,33.0966
2023-11-05,33.0966
2023-11-06,33.302
2023-11-07,32.6116
2023-11-08,32.0053
2023-11-09,31.4686
2023-11-10,32.5638
2023-11-11,32.5638
2023-11-12,32.5638
2023-11-13,31.6597
2023-11-14,36.5511
2023-11-15,36.4848
2023-11-16,35.5521
2023-11-17,36.2506
2023-11-18,36.2506
2023-11-19,36.2506
2023-11-20,36.6181
2023-11-21,37.3652
2023-11-22,38.5639
2023-11-23,38.5639
2023-11-24,38.9166
2023-11-25,38.9166
2023-11-26,38.9166
2023-11-27,37.935
2023-11-28,37.5972
2023-11-29,38.5672
2023-11-30,40.0663
2023-12-01,42.1524
2023-12-02,42.1524
2023-12-03,42.1524
2023-12-04,42.1145
2023-12-05,40.7313
2023-12-06,41.7347
2023-12-07,45.9792
2023-12-08,46.6812
2023-12-09,46.6812
2023-12-10,46.6812
2023-12-11,46.1888
2023-12-12,47.0925
2023-12-13,51.6216
2023-12-14,55.3702
2023-12-15,52.4242
2023-12-16,52.4242
2023-12-17,52.4242
2023-12-18,50.7356
2023-12-19,51.3179
2023-12-20,51.4663
2023-12-21,53.4576
2023-12-22,53.644
2023-12-23,53.644
2023-12-24,53.644
2023-12-25,53.644
2023-12-26,54.7073
2023-12-27,55.9374
2023-12-28,56.1018
2023-12-29,54.9094
2023-12-30,54.9094
2023-12-31,54.9094
2024-01-01,54.9094
2024-01-02,56.7074
2024-01-03,50.8136
2024-01-04,49.5214
2024-01-05,47.6416
2024-01-06,47.6416
2024-01-07,47.6416
2024-01-08,48.6157
2024-01-09,47.4629
2024-01-10,48.7671
2024-01-11,48.0492
2024-01-12,47.5738
2024-01-13,47.5738
2024-01-14,47.5738
2024-01-15,47.5738
2024-01-16,44.0524
2024-01-17,41.9936
2024-01-18,41.4215
2024-01-19,41.3051
2024-01-20,41.3051
2024-01-21,41.3051
2024-01-22,43.8104
2024-01-23,43.1886
2024-01-24,42.3796
2024-01-25,45.417
2024-01-26,44.8277
2024-01-27,44.8277
2024-01-28,44.8277
2024-01-29,43.8681
2024-01-30,43.0236
2024-01-31,41.1333
2024-02-01,45.5597
2024-02-02,43.063
2024-02-03,43.063
2024-02-04,43.063
2024-02-05,41.4948
2024-02-06,45.0405
2024-02-07,49.4582
2024-02-08,51.848
2024-02-09,51.9305
2024-02-10,51.9305
2024-02-11,51.9305
2024-02-12,54.8701
2024-02-13,48.0648
2024-02-14,48.046
2024-02-15,49.2934
2024-02-16,48.7574
2024-02-17,48.7574
2024-02-18,48.7574
2024-02-19,48.7574
2024-02-20,47.9189
2024-02-21,48.6154
2024-02-22,46.7752
2024-02-23,47.6315
2024-02-24,47.6315
2024-02-25,47.6315
2024-02-26,47.0952
2024-02-27,46.3069
2024-02-28,46.1597
2024-02-29,46.661
2024-03-01,46.8146
2024-03-02,46.8146
2024-03-03,46.8146
2024-03-04,47.2859
2024-03-05,43.4367
2024-03-06,45.5957
2024-03-07,48.0475
2024-03-08,48.0969
2024-03-09,48.0969
2024-03-10,48.0969
2024-03-11,49.1469
2024-03-12,48.4707
2024-03-13,51.8031
2024-03-14,49.1898
2024-03-15,51.7763
2024-03-16,51.7763
2024-03-17,51.7763
2024-03-18,48.9654
2024-03-19,47.2971
2024-03-20,48.3745
2024-03-21,48.3745
2024-03-22,46.6508
2024-03-23,46.6508
2024-03-24,46.6508
2024-03-25,47.0871
2024-03-26,46.0109
2024-03-27,47.9485
2024-03-28,48.5423
2024-03-29,48.5423
2024-03-30,48.5423
2024-03-31,48.5423
2024-04-01,47.2336
2024-04-02,44.219
2024-04-03,41.7152
2024-04-04,42.7767
2024-04-05,43.1991
2024-04-06,43.1991
2024-04-07,43.1991
2024-04-08,45.288
