,WRB US Equity
2020-11-03,52.8112
2020-11-04,50.6415
2020-11-05,51.5832
2020-11-06,50.0822
2020-11-07,50.0822
2020-11-08,50.0822
2020-11-09,60.4487
2020-11-10,62.0145
2020-11-11,60.8503
2020-11-12,57.8153
2020-11-13,58.6175
2020-11-14,58.6175
2020-11-15,58.6175
2020-11-16,60.5404
2020-11-17,59.8789
2020-11-18,57.7616
2020-11-19,54.3643
2020-11-20,52.2253
2020-11-21,52.2253
2020-11-22,52.2253
2020-11-23,51.8278
2020-11-24,52.7155
2020-11-25,51.3267
2020-11-26,51.3267
2020-11-27,50.4671
2020-11-28,50.4671
2020-11-29,50.4671
2020-11-30,51.5656
2020-12-01,55.0198
2020-12-02,54.5853
2020-12-03,54.0252
2020-12-04,54.9526
2020-12-05,54.9526
2020-12-06,54.9526
2020-12-07,50.9953
2020-12-08,50.8362
2020-12-09,50.7706
2020-12-10,50.3842
2020-12-11,50.2981
2020-12-12,50.2981
2020-12-13,50.2981
2020-12-14,49.3197
2020-12-15,52.1724
2020-12-16,52.6211
2020-12-17,53.7841
2020-12-18,52.9014
2020-12-19,52.9014
2020-12-20,52.9014
2020-12-21,51.3289
2020-12-22,51.1962
2020-12-23,52.2904
2020-12-24,52.5107
2020-12-25,52.5107
2020-12-26,52.5107
2020-12-27,52.5107
2020-12-28,52.4898
2020-12-29,51.7234
2020-12-30,52.4614
2020-12-31,53.1028
2021-01-01,53.1028
2021-01-02,53.1028
2021-01-03,53.1028
2021-01-04,49.8826
2021-01-05,48.726
2021-01-06,53.1598
2021-01-07,51.9404
2021-01-08,52.6189
2021-01-09,52.6189
2021-01-10,52.6189
2021-01-11,52.6386
2021-01-12,54.3711
2021-01-13,52.8043
2021-01-14,51.5788
2021-01-15,51.852
2021-01-16,51.852
2021-01-17,51.852
2021-01-18,51.852
2021-01-19,50.6689
2021-01-20,52.8928
2021-01-21,52.7273
2021-01-22,51.0511
2021-01-23,51.0511
2021-01-24,51.0511
2021-01-25,51.4558
2021-01-26,48.8778
2021-01-27,42.3347
2021-01-28,45.995
2021-01-29,43.9976
2021-01-30,43.9976
2021-01-31,43.9976
2021-02-01,45.6543
2021-02-02,47.8587
2021-02-03,47.1985
2021-02-04,50.0305
2021-02-05,51.5017
2021-02-06,51.5017
2021-02-07,51.5017
2021-02-08,52.1915
2021-02-09,54.3198
2021-02-10,54.8667
2021-02-11,56.6735
2021-02-12,55.1362
2021-02-13,55.1362
2021-02-14,55.1362
2021-02-15,55.1362
2021-02-16,55.3756
2021-02-17,55.0716
2021-02-18,53.302
2021-02-19,54.8043
2021-02-20,54.8043
2021-02-21,54.8043
2021-02-22,55.4097
2021-02-23,57.2075
2021-02-24,60.9026
2021-02-25,57.3434
2021-02-26,56.3084
2021-02-27,56.3084
2021-02-28,56.3084
2021-03-01,57.7121
2021-03-02,58.3182
2021-03-03,60.0285
2021-03-04,58.0523
2021-03-05,61.7217
2021-03-06,61.7217
2021-03-07,61.7217
2021-03-08,64.1677
2021-03-09,63.1468
2021-03-10,65.6506
2021-03-11,65.6506
2021-03-12,66.4377
2021-03-13,66.4377
2021-03-14,66.4377
2021-03-15,67.0624
2021-03-16,64.801
2021-03-17,64.3367
2021-03-18,64.8291
2021-03-19,59.2301
2021-03-20,59.2301
2021-03-21,59.2301
2021-03-22,57.2962
2021-03-23,57.0469
2021-03-24,59.3432
2021-03-25,60.4988
2021-03-26,61.3549
2021-03-27,61.3549
2021-03-28,61.3549
2021-03-29,61.4649
2021-03-30,62.1493
2021-03-31,59.676
2021-04-01,61.537
2021-04-02,61.537
2021-04-03,61.537
2021-04-04,61.537
2021-04-05,62.6628
2021-04-06,63.7602
2021-04-07,64.7283
2021-04-08,65.0257
2021-04-09,66.2616
2021-04-10,66.2616
2021-04-11,66.2616
2021-04-12,66.0604
2021-04-13,63.6877
2021-04-14,64.8977
2021-04-15,64.6661
2021-04-16,65.4629
2021-04-17,65.4629
2021-04-18,65.4629
2021-04-19,66.7804
2021-04-20,66.5025
2021-04-21,66.1545
2021-04-22,65.8305
2021-04-23,67.3206
2021-04-24,67.3206
2021-04-25,67.3206
2021-04-26,64.3529
2021-04-27,64.5811
2021-04-28,59.4891
2021-04-29,60.8574
2021-04-30,61.0652
2021-05-01,61.0652
2021-05-02,61.0652
2021-05-03,62.5429
2021-05-04,62.9662
2021-05-05,61.8656
2021-05-06,62.7884
2021-05-07,63.8809
2021-05-08,63.8809
2021-05-09,63.8809
2021-05-10,62.0294
2021-05-11,56.6915
2021-05-12,53.2488
2021-05-13,56.6624
2021-05-14,58.7097
2021-05-15,58.7097
2021-05-16,58.7097
2021-05-17,55.9499
2021-05-18,54.0986
2021-05-19,54.3249
2021-05-20,53.6778
2021-05-21,53.324
2021-05-22,53.324
2021-05-23,53.324
2021-05-24,53.0142
2021-05-25,49.4709
2021-05-26,48.9268
2021-05-27,50.9178
2021-05-28,52.3018
2021-05-29,52.3018
2021-05-30,52.3018
2021-05-31,52.3018
2021-06-01,51.5625
2021-06-02,49.6836
2021-06-03,50.431
2021-06-04,50.5576
2021-06-05,50.5576
2021-06-06,50.5576
2021-06-07,46.593
2021-06-08,47.1258
2021-06-09,46.0795
2021-06-10,45.8402
2021-06-11,47.5313
2021-06-12,47.5313
2021-06-13,47.5313
2021-06-14,46.2612
2021-06-15,47.9812
2021-06-16,48.234
2021-06-17,45.038
2021-06-18,40.3941
2021-06-19,40.3941
2021-06-20,40.3941
2021-06-21,44.8413
2021-06-22,44.6061
2021-06-23,43.303
2021-06-24,45.8209
2021-06-25,47.7813
2021-06-26,47.7813
2021-06-27,47.7813
2021-06-28,46.5882
2021-06-29,46.6412
2021-06-30,47.2906
2021-07-01,51.2072
2021-07-02,51.2317
2021-07-03,51.2317
2021-07-04,51.2317
2021-07-05,51.2317
2021-07-06,50.8356
2021-07-07,52.2611
2021-07-08,46.5069
2021-07-09,50.305
2021-07-10,50.305
2021-07-11,50.305
2021-07-12,51.7899
2021-07-13,49.016
2021-07-14,49.8106
2021-07-15,52.1908
2021-07-16,52.7646
2021-07-17,52.7646
2021-07-18,52.7646
2021-07-19,47.0367
2021-07-20,50.665
2021-07-21,51.9894
2021-07-22,49.2738
2021-07-23,48.4619
2021-07-24,48.4619
2021-07-25,48.4619
2021-07-26,47.9308
2021-07-27,47.3527
2021-07-28,44.7032
2021-07-29,46.156
2021-07-30,45.3802
2021-07-31,45.3802
2021-08-01,45.3802
2021-08-02,44.7025
2021-08-03,44.1409
2021-08-04,42.945
2021-08-05,44.7765
2021-08-06,46.7923
2021-08-07,46.7923
2021-08-08,46.7923
2021-08-09,46.7705
2021-08-10,46.0163
2021-08-11,48.3235
2021-08-12,47.8815
2021-08-13,49.6855
2021-08-14,49.6855
2021-08-15,49.6855
2021-08-16,49.3176
2021-08-17,50.1075
2021-08-18,48.4934
2021-08-19,52.2015
2021-08-20,54.0614
2021-08-21,54.0614
2021-08-22,54.0614
2021-08-23,53.2152
2021-08-24,52.8408
2021-08-25,53.4935
2021-08-26,50.6212
2021-08-27,53.1044
2021-08-28,53.1044
2021-08-29,53.1044
2021-08-30,50.6011
2021-08-31,50.9463
2021-09-01,50.5806
2021-09-02,51.0994
2021-09-03,48.6684
2021-09-04,48.6684
2021-09-05,48.6684
2021-09-06,48.6684
2021-09-07,45.9174
2021-09-08,48.3188
2021-09-09,45.5672
2021-09-10,42.7274
2021-09-11,42.7274
2021-09-12,42.7274
2021-09-13,44.7512
2021-09-14,42.9076
2021-09-15,43.5095
2021-09-16,44.8224
2021-09-17,44.8776
2021-09-18,44.8776
2021-09-19,44.8776
2021-09-20,43.5914
2021-09-21,43.8833
2021-09-22,45.5449
2021-09-23,47.2732
2021-09-24,48.4117
2021-09-25,48.4117
2021-09-26,48.4117
2021-09-27,48.8851
2021-09-28,46.5211
2021-09-29,49.0156
2021-09-30,48.2826
2021-10-01,51.5984
2021-10-02,51.5984
2021-10-03,51.5984
2021-10-04,50.3857
2021-10-05,53.6419
2021-10-06,56.7163
2021-10-07,58.4557
2021-10-08,57.5619
2021-10-09,57.5619
2021-10-10,57.5619
2021-10-11,55.8798
2021-10-12,55.5949
2021-10-13,54.5874
2021-10-14,57.7132
2021-10-15,58.3366
2021-10-16,58.3366
2021-10-17,58.3366
2021-10-18,54.3893
2021-10-19,56.7373
2021-10-20,58.808
2021-10-21,59.6196
2021-10-22,65.414
2021-10-23,65.414
2021-10-24,65.414
2021-10-25,64.5047
2021-10-26,64.2449
2021-10-27,59.8401
2021-10-28,61.0055
2021-10-29,57.5744
2021-10-30,57.5744
2021-10-31,57.5744
2021-11-01,58.4113
2021-11-02,61.1031
2021-11-03,61.0507
2021-11-04,55.5996
2021-11-05,57.7033
2021-11-06,57.7033
2021-11-07,57.7033
2021-11-08,59.1177
2021-11-09,58.8753
2021-11-10,58.9101
2021-11-11,58.807
2021-11-12,58.6211
2021-11-13,58.6211
2021-11-14,58.6211
2021-11-15,57.5726
2021-11-16,58.1092
2021-11-17,59.1968
2021-11-18,59.6305
2021-11-19,55.2407
2021-11-20,55.2407
2021-11-21,55.2407
2021-11-22,59.5425
2021-11-23,62.8532
2021-11-24,60.2886
2021-11-25,60.2886
2021-11-26,53.4522
2021-11-27,53.4522
2021-11-28,53.4522
2021-11-29,51.46
2021-11-30,46.3974
2021-12-01,44.8958
2021-12-02,50.4919
2021-12-03,48.6525
2021-12-04,48.6525
2021-12-05,48.6525
2021-12-06,52.0899
2021-12-07,53.6933
2021-12-08,53.8891
2021-12-09,53.6724
2021-12-10,55.4633
2021-12-11,55.4633
2021-12-12,55.4633
2021-12-13,54.8581
2021-12-14,56.1872
2021-12-15,56.48
2021-12-16,57.1812
2021-12-17,53.7564
2021-12-18,53.7564
2021-12-19,53.7564
2021-12-20,50.7406
2021-12-21,52.0724
2021-12-22,52.2583
2021-12-23,53.1471
2021-12-24,53.1471
2021-12-25,53.1471
2021-12-26,53.1471
2021-12-27,55.1249
2021-12-28,56.1075
2021-12-29,56.9859
2021-12-30,54.9386
2021-12-31,56.3479
2022-01-01,56.3479
2022-01-02,56.3479
2022-01-03,54.0501
2022-01-04,56.036
2022-01-05,54.1938
2022-01-06,56.4325
2022-01-07,58.8851
2022-01-08,58.8851
2022-01-09,58.8851
2022-01-10,58.4905
2022-01-11,59.481
2022-01-12,60.1419
2022-01-13,61.2037
2022-01-14,59.7378
2022-01-15,59.7378
2022-01-16,59.7378
2022-01-17,59.7378
2022-01-18,57.8416
2022-01-19,53.3593
2022-01-20,54.6322
2022-01-21,53.1511
2022-01-22,53.1511
2022-01-23,53.1511
2022-01-24,54.5271
2022-01-25,52.7863
2022-01-26,52.5717
2022-01-27,50.5986
2022-01-28,56.1413
2022-01-29,56.1413
2022-01-30,56.1413
2022-01-31,55.829
2022-02-01,57.7874
2022-02-02,60.5505
2022-02-03,62.0882
2022-02-04,63.1216
2022-02-05,63.1216
2022-02-06,63.1216
2022-02-07,64.4067
2022-02-08,66.683
2022-02-09,66.2864
2022-02-10,64.7804
2022-02-11,60.6508
2022-02-12,60.6508
2022-02-13,60.6508
2022-02-14,59.6916
2022-02-15,60.5258
2022-02-16,61.6384
2022-02-17,59.1933
2022-02-18,60.1685
2022-02-19,60.1685
2022-02-20,60.1685
2022-02-21,60.1685
2022-02-22,60.1057
2022-02-23,57.8372
2022-02-24,54.5175
2022-02-25,59.5223
2022-02-26,59.5223
2022-02-27,59.5223
2022-02-28,57.8662
2022-03-01,54.1535
2022-03-02,57.3079
2022-03-03,57.0156
2022-03-04,56.5243
2022-03-05,56.5243
2022-03-06,56.5243
2022-03-07,54.4612
2022-03-08,55.1172
2022-03-09,58.4178
2022-03-10,59.8274
2022-03-11,61.7164
2022-03-12,61.7164
2022-03-13,61.7164
2022-03-14,60.3862
2022-03-15,61.9419
2022-03-16,60.1643
2022-03-17,61.5897
2022-03-18,62.4695
2022-03-19,62.4695
2022-03-20,62.4695
2022-03-21,64.6412
2022-03-22,65.5417
2022-03-23,63.8212
2022-03-24,63.8881
2022-03-25,64.9599
2022-03-26,64.9599
2022-03-27,64.9599
2022-03-28,65.4244
2022-03-29,66.2346
2022-03-30,66.777
2022-03-31,65.169
2022-04-01,66.3989
2022-04-02,66.3989
2022-04-03,66.3989
2022-04-04,62.1426
2022-04-05,62.9791
2022-04-06,63.6652
2022-04-07,64.5068
2022-04-08,65.2683
2022-04-09,65.2683
2022-04-10,65.2683
2022-04-11,64.4697
2022-04-12,66.3507
2022-04-13,65.7057
2022-04-14,65.3254
2022-04-15,65.3254
2022-04-16,65.3254
2022-04-17,65.3254
2022-04-18,67.4682
2022-04-19,66.6582
2022-04-20,69.6865
2022-04-21,64.6619
2022-04-22,60.119
2022-04-23,60.119
2022-04-24,60.119
2022-04-25,59.9224
2022-04-26,58.2058
2022-04-27,59.8819
2022-04-28,61.0105
2022-04-29,54.9836
2022-04-30,54.9836
2022-05-01,54.9836
2022-05-02,54.2477
2022-05-03,56.4007
2022-05-04,59.6159
2022-05-05,57.2452
2022-05-06,58.5379
2022-05-07,58.5379
2022-05-08,58.5379
2022-05-09,54.8449
2022-05-10,52.8854
2022-05-11,53.491
2022-05-12,52.7891
2022-05-13,54.7316
2022-05-14,54.7316
2022-05-15,54.7316
2022-05-16,55.3139
2022-05-17,58.0141
2022-05-18,55.2284
2022-05-19,51.6744
2022-05-20,52.0488
2022-05-21,52.0488
2022-05-22,52.0488
2022-05-23,54.6503
2022-05-24,56.3091
2022-05-25,56.7537
2022-05-26,58.6684
2022-05-27,59.8227
2022-05-28,59.8227
2022-05-29,59.8227
2022-05-30,59.8227
2022-05-31,60.3703
2022-06-01,59.2067
2022-06-02,59.6094
2022-06-03,58.8517
2022-06-04,58.8517
2022-06-05,58.8517
2022-06-06,60.551
2022-06-07,61.7716
2022-06-08,58.4763
2022-06-09,55.1412
2022-06-10,52.0267
2022-06-11,52.0267
2022-06-12,52.0267
2022-06-13,48.0666
2022-06-14,48.9687
2022-06-15,49.5252
2022-06-16,48.0983
2022-06-17,49.2071
2022-06-18,49.2071
2022-06-19,49.2071
2022-06-20,49.2071
2022-06-21,50.6949
2022-06-22,49.4291
2022-06-23,47.4283
2022-06-24,52.8745
2022-06-25,52.8745
2022-06-26,52.8745
2022-06-27,54.9636
2022-06-28,54.7471
2022-06-29,51.2015
2022-06-30,52.8192
2022-07-01,54.7799
2022-07-02,54.7799
2022-07-03,54.7799
2022-07-04,54.7799
2022-07-05,51.651
2022-07-06,51.9441
2022-07-07,51.1028
2022-07-08,50.6182
2022-07-09,50.6182
2022-07-10,50.6182
2022-07-11,50.5562
2022-07-12,47.925
2022-07-13,47.2209
2022-07-14,41.294
2022-07-15,43.0555
2022-07-16,43.0555
2022-07-17,43.0555
2022-07-18,41.7438
2022-07-19,45.3955
2022-07-20,44.9267
2022-07-21,46.3792
2022-07-22,43.4881
2022-07-23,43.4881
2022-07-24,43.4881
2022-07-25,45.6751
2022-07-26,45.3723
2022-07-27,45.5796
2022-07-28,42.4935
2022-07-29,44.0402
2022-07-30,44.0402
2022-07-31,44.0402
2022-08-01,42.2527
2022-08-02,41.7629
2022-08-03,43.9941
2022-08-04,42.4269
2022-08-05,43.8285
2022-08-06,43.8285
2022-08-07,43.8285
2022-08-08,44.3032
2022-08-09,46.2884
2022-08-10,48.5525
2022-08-11,50.7763
2022-08-12,52.0624
2022-08-13,52.0624
2022-08-14,52.0624
2022-08-15,52.7108
2022-08-16,53.3081
2022-08-17,55.918
2022-08-18,55.9882
2022-08-19,54.8584
2022-08-20,54.8584
2022-08-21,54.8584
2022-08-22,50.8267
2022-08-23,50.4232
2022-08-24,52.0383
2022-08-25,54.2386
2022-08-26,52.2465
2022-08-27,52.2465
2022-08-28,52.2465
2022-08-29,51.4356
2022-08-30,49.5783
2022-08-31,48.6988
2022-09-01,49.0811
2022-09-02,48.6436
2022-09-03,48.6436
2022-09-04,48.6436
2022-09-05,48.6436
2022-09-06,50.6585
2022-09-07,53.036
2022-09-08,55.2475
2022-09-09,54.3723
2022-09-10,54.3723
2022-09-11,54.3723
2022-09-12,55.1079
2022-09-13,52.1548
2022-09-14,53.3183
2022-09-15,54.212
2022-09-16,52.346
2022-09-17,52.346
2022-09-18,52.346
2022-09-19,53.6104
2022-09-20,50.9488
2022-09-21,48.0818
2022-09-22,46.9448
2022-09-23,45.9572
2022-09-24,45.9572
2022-09-25,45.9572
2022-09-26,41.8078
2022-09-27,44.1198
2022-09-28,46.0518
2022-09-29,49.5957
2022-09-30,48.4537
2022-10-01,48.4537
2022-10-02,48.4537
2022-10-03,51.9094
2022-10-04,54.9637
2022-10-05,54.5989
2022-10-06,54.2061
2022-10-07,52.4194
2022-10-08,52.4194
2022-10-09,52.4194
2022-10-10,53.6369
2022-10-11,54.482
2022-10-12,54.5913
2022-10-13,60.1518
2022-10-14,57.165
2022-10-15,57.165
2022-10-16,57.165
2022-10-17,58.9838
2022-10-18,59.7211
2022-10-19,58.9754
2022-10-20,56.4041
2022-10-21,58.1199
2022-10-22,58.1199
2022-10-23,58.1199
2022-10-24,59.9451
2022-10-25,53.0796
2022-10-26,54.5116
2022-10-27,56.2209
2022-10-28,59.1482
2022-10-29,59.1482
2022-10-30,59.1482
2022-10-31,60.5761
2022-11-01,61.711
2022-11-02,59.8313
2022-11-03,60.1841
2022-11-04,60.5559
2022-11-05,60.5559
2022-11-06,60.5559
2022-11-07,59.9561
2022-11-08,59.8926
2022-11-09,57.885
2022-11-10,57.2167
2022-11-11,50.5724
2022-11-12,50.5724
2022-11-13,50.5724
2022-11-14,48.6625
2022-11-15,49.5031
2022-11-16,53.7406
2022-11-17,54.0118
2022-11-18,56.069
2022-11-19,56.069
2022-11-20,56.069
2022-11-21,57.2641
2022-11-22,57.2449
2022-11-23,57.5684
2022-11-24,57.5684
2022-11-25,58.7567
2022-11-26,58.7567
2022-11-27,58.7567
2022-11-28,57.9279
2022-11-29,58.3081
2022-11-30,60.1557
2022-12-01,58.0731
2022-12-02,58.6231
2022-12-03,58.6231
2022-12-04,58.6231
2022-12-05,55.8045
2022-12-06,57.5079
2022-12-07,55.9384
2022-12-08,55.5054
2022-12-09,53.7033
2022-12-10,53.7033
2022-12-11,53.7033
2022-12-12,54.8408
2022-12-13,52.5344
2022-12-14,52.3545
2022-12-15,50.4873
2022-12-16,50.6811
2022-12-17,50.6811
2022-12-18,50.6811
2022-12-19,49.6358
2022-12-20,52.2607
2022-12-21,54.1073
2022-12-22,52.2467
2022-12-23,53.1272
2022-12-24,53.1272
2022-12-25,53.1272
2022-12-26,53.1272
2022-12-27,53.9863
2022-12-28,51.6245
2022-12-29,52.477
2022-12-30,51.0595
2022-12-31,51.0595
2023-01-01,51.0595
2023-01-02,51.0595
2023-01-03,51.0799
2023-01-04,50.5567
2023-01-05,49.5502
2023-01-06,54.4633
2023-01-07,54.4633
2023-01-08,54.4633
2023-01-09,51.6357
2023-01-10,52.3584
2023-01-11,51.5189
2023-01-12,52.674
2023-01-13,53.3399
2023-01-14,53.3399
2023-01-15,53.3399
2023-01-16,53.3399
2023-01-17,49.9269
2023-01-18,48.2576
2023-01-19,45.9054
2023-01-20,46.1768
2023-01-21,46.1768
2023-01-22,46.1768
2023-01-23,47.1146
2023-01-24,48.1405
2023-01-25,49.5796
2023-01-26,49.3582
2023-01-27,44.9936
2023-01-28,44.9936
2023-01-29,44.9936
2023-01-30,46.3035
2023-01-31,47.1406
2023-02-01,45.0036
2023-02-02,40.538
2023-02-03,41.2165
2023-02-04,41.2165
2023-02-05,41.2165
2023-02-06,44.581
2023-02-07,47.5159
2023-02-08,46.6699
2023-02-09,45.3881
2023-02-10,44.7614
2023-02-11,44.7614
2023-02-12,44.7614
2023-02-13,45.3809
2023-02-14,42.8057
2023-02-15,43.4694
2023-02-16,42.575
2023-02-17,43.2894
2023-02-18,43.2894
2023-02-19,43.2894
2023-02-20,43.2894
2023-02-21,42.6087
2023-02-22,42.2649
2023-02-23,41.628
2023-02-24,41.8478
2023-02-25,41.8478
2023-02-26,41.8478
2023-02-27,41.7259
2023-02-28,41.5174
2023-03-01,44.5554
2023-03-02,44.8072
2023-03-03,45.3776
2023-03-04,45.3776
2023-03-05,45.3776
2023-03-06,43.9675
2023-03-07,41.9237
2023-03-08,40.1799
2023-03-09,37.7997
2023-03-10,35.5316
2023-03-11,35.5316
2023-03-12,35.5316
2023-03-13,31.7057
2023-03-14,34.5556
2023-03-15,33.2269
2023-03-16,40.2731
2023-03-17,37.2939
