,TFSL US Equity
2020-04-06,34.5699
2020-04-07,34.3278
2020-04-08,35.1395
2020-04-09,36.4232
2020-04-10,36.4232
2020-04-11,36.4232
2020-04-12,36.4232
2020-04-13,35.6924
2020-04-14,37.9047
2020-04-15,36.7001
2020-04-16,37.8191
2020-04-17,39.5619
2020-04-18,39.5619
2020-04-19,39.5619
2020-04-20,39.229
2020-04-21,38.5302
2020-04-22,38.9353
2020-04-23,38.3829
2020-04-24,38.2942
2020-04-25,38.2942
2020-04-26,38.2942
2020-04-27,40.4313
2020-04-28,40.367
2020-04-29,40.3008
2020-04-30,39.7272
2020-05-01,42.7517
2020-05-02,42.7517
2020-05-03,42.7517
2020-05-04,45.1776
2020-05-05,43.2454
2020-05-06,43.1374
2020-05-07,43.4782
2020-05-08,47.7372
2020-05-09,47.7372
2020-05-10,47.7372
2020-05-11,45.7971
2020-05-12,44.2348
2020-05-13,42.7618
2020-05-14,42.2646
2020-05-15,43.9031
2020-05-16,43.9031
2020-05-17,43.9031
2020-05-18,47.6548
2020-05-19,45.2055
2020-05-20,47.4823
2020-05-21,46.874
2020-05-22,45.7007
2020-05-23,45.7007
2020-05-24,45.7007
2020-05-25,45.7007
2020-05-26,49.2609
2020-05-27,52.4479
2020-05-28,50.5104
2020-05-29,50.1583
2020-05-30,50.1583
2020-05-31,50.1583
2020-06-01,49.5234
2020-06-02,48.4917
2020-06-03,50.8156
2020-06-04,52.4884
2020-06-05,54.7648
2020-06-06,54.7648
2020-06-07,54.7648
2020-06-08,55.2598
2020-06-09,54.5281
2020-06-10,51.6536
2020-06-11,47.3986
2020-06-12,48.7456
2020-06-13,48.7456
2020-06-14,48.7456
2020-06-15,48.7065
2020-06-16,49.8712
2020-06-17,48.0959
2020-06-18,48.0155
2020-06-19,47.7268
2020-06-20,47.7268
2020-06-21,47.7268
2020-06-22,48.1873
2020-06-23,48.5623
2020-06-24,45.4565
2020-06-25,47.1335
2020-06-26,44.8511
2020-06-27,44.8511
2020-06-28,44.8511
2020-06-29,46.3391
2020-06-30,46.8654
2020-07-01,46.8654
2020-07-02,45.6884
2020-07-03,45.6884
2020-07-04,45.6884
2020-07-05,45.6884
2020-07-06,44.8681
2020-07-07,43.7977
2020-07-08,44.0188
2020-07-09,43.0553
2020-07-10,44.26
2020-07-11,44.26
2020-07-12,44.26
2020-07-13,44.6351
2020-07-14,44.2794
2020-07-15,46.3148
2020-07-16,45.9874
2020-07-17,45.1992
2020-07-18,45.1992
2020-07-19,45.1992
2020-07-20,45.3555
2020-07-21,47.9943
2020-07-22,46.5346
2020-07-23,47.3928
2020-07-24,46.9473
2020-07-25,46.9473
2020-07-26,46.9473
2020-07-27,45.9422
2020-07-28,46.2728
2020-07-29,47.1421
2020-07-30,47.4129
2020-07-31,50.3722
2020-08-01,50.3722
2020-08-02,50.3722
2020-08-03,47.543
2020-08-04,46.2576
2020-08-05,48.6096
2020-08-06,49.6233
2020-08-07,52.869
2020-08-08,52.869
2020-08-09,52.869
2020-08-10,54.225
2020-08-11,55.8141
2020-08-12,57.1924
2020-08-13,55.0735
2020-08-14,55.459
2020-08-15,55.459
2020-08-16,55.459
2020-08-17,55.7396
2020-08-18,55.307
2020-08-19,53.1728
2020-08-20,51.929
2020-08-21,52.1221
2020-08-22,52.1221
2020-08-23,52.1221
2020-08-24,54.0322
2020-08-25,55.6196
2020-08-26,53.6301
2020-08-27,54.257
2020-08-28,55.7426
2020-08-29,55.7426
2020-08-30,55.7426
2020-08-31,54.7463
2020-09-01,54.8746
2020-09-02,55.6554
2020-09-03,55.9183
2020-09-04,57.2938
2020-09-05,57.2938
2020-09-06,57.2938
2020-09-07,57.2938
2020-09-08,51.4925
2020-09-09,50.6815
2020-09-10,49.0117
2020-09-11,49.2374
2020-09-12,49.2374
2020-09-13,49.2374
2020-09-14,51.6011
2020-09-15,49.947
2020-09-16,50.6902
2020-09-17,50.3039
2020-09-18,49.5229
2020-09-19,49.5229
2020-09-20,49.5229
2020-09-21,47.4647
2020-09-22,47.5482
2020-09-23,46.034
2020-09-24,47.6717
2020-09-25,48.3544
2020-09-26,48.3544
2020-09-27,48.3544
2020-09-28,52.5194
2020-09-29,51.125
2020-09-30,50.7153
2020-10-01,52.2204
2020-10-02,57.2655
2020-10-03,57.2655
2020-10-04,57.2655
2020-10-05,57.4618
2020-10-06,56.9207
2020-10-07,59.4858
2020-10-08,61.7796
2020-10-09,61.9555
2020-10-10,61.9555
2020-10-11,61.9555
2020-10-12,57.4849
2020-10-13,54.1055
2020-10-14,53.4319
2020-10-15,56.8636
2020-10-16,54.9487
2020-10-17,54.9487
2020-10-18,54.9487
2020-10-19,55.783
2020-10-20,56.1706
2020-10-21,56.8873
2020-10-22,59.4443
2020-10-23,59.4443
2020-10-24,59.4443
2020-10-25,59.4443
2020-10-26,59.3524
2020-10-27,55.04
2020-10-28,53.8829
2020-10-29,55.7394
2020-10-30,53.353
2020-10-31,53.353
2020-11-01,53.353
2020-11-02,53.6362
2020-11-03,54.4937
2020-11-04,47.9227
2020-11-05,50.9131
2020-11-06,49.1743
2020-11-07,49.1743
2020-11-08,49.1743
2020-11-09,56.0121
2020-11-10,56.8849
2020-11-11,54.7767
2020-11-12,52.8193
2020-11-13,53.4717
2020-11-14,53.4717
2020-11-15,53.4717
2020-11-16,56.5247
2020-11-17,55.7538
2020-11-18,55.9234
2020-11-19,57.7656
2020-11-20,58.7915
2020-11-21,58.7915
2020-11-22,58.7915
2020-11-23,61.3473
2020-11-24,63.5459
2020-11-25,64.4364
2020-11-26,64.4364
2020-11-27,61.4103
2020-11-28,61.4103
2020-11-29,61.4103
2020-11-30,59.5999
2020-12-01,61.4608
2020-12-02,61.0779
2020-12-03,60.5316
2020-12-04,61.349
2020-12-05,61.349
2020-12-06,61.349
2020-12-07,60.3788
2020-12-08,59.647
2020-12-09,60.3649
2020-12-10,60.9725
2020-12-11,61.1685
2020-12-12,61.1685
2020-12-13,61.1685
2020-12-14,61.0326
2020-12-15,61.3875
2020-12-16,59.9749
2020-12-17,61.1465
2020-12-18,61.3926
2020-12-19,61.3926
2020-12-20,61.3926
2020-12-21,58.1535
2020-12-22,56.3445
2020-12-23,59.8937
2020-12-24,58.3762
2020-12-25,58.3762
2020-12-26,58.3762
2020-12-27,58.3762
2020-12-28,58.1074
2020-12-29,55.9746
2020-12-30,56.7277
2020-12-31,57.6807
2021-01-01,57.6807
2021-01-02,57.6807
2021-01-03,57.6807
2021-01-04,58.09
2021-01-05,58.7434
2021-01-06,65.847
2021-01-07,63.806
2021-01-08,61.6494
2021-01-09,61.6494
2021-01-10,61.6494
2021-01-11,61.9817
2021-01-12,64.9169
2021-01-13,64.0942
2021-01-14,66.0712
2021-01-15,63.5379
2021-01-16,63.5379
2021-01-17,63.5379
2021-01-18,63.5379
2021-01-19,61.7874
2021-01-20,61.7874
2021-01-21,60.7133
2021-01-22,61.6893
2021-01-23,61.6893
2021-01-24,61.6893
2021-01-25,62.5387
2021-01-26,60.236
2021-01-27,53.9849
2021-01-28,55.9749
2021-01-29,50.0921
2021-01-30,50.0921
2021-01-31,50.0921
2021-02-01,49.6424
2021-02-02,49.9082
2021-02-03,48.6462
2021-02-04,50.5524
2021-02-05,49.2029
2021-02-06,49.2029
2021-02-07,49.2029
2021-02-08,49.4124
2021-02-09,51.2835
2021-02-10,50.9227
2021-02-11,52.5126
2021-02-12,56.8509
2021-02-13,56.8509
2021-02-14,56.8509
2021-02-15,56.8509
2021-02-16,57.0275
2021-02-17,56.1558
2021-02-18,58.313
2021-02-19,61.3714
2021-02-20,61.3714
2021-02-21,61.3714
2021-02-22,64.6748
2021-02-23,65.254
2021-02-24,66.9772
2021-02-25,63.8644
2021-02-26,57.6632
2021-02-27,57.6632
2021-02-28,57.6632
2021-03-01,59.7105
2021-03-02,61.0693
2021-03-03,63.8052
2021-03-04,60.1076
2021-03-05,62.9731
2021-03-06,62.9731
2021-03-07,62.9731
2021-03-08,65.3955
2021-03-09,61.4863
2021-03-10,63.1759
2021-03-11,61.9535
2021-03-12,62.7001
2021-03-13,62.7001
2021-03-14,62.7001
2021-03-15,60.9674
2021-03-16,60.2295
2021-03-17,59.4847
2021-03-18,59.9964
2021-03-19,59.8011
2021-03-20,59.8011
2021-03-21,59.8011
2021-03-22,58.2319
2021-03-23,56.881
2021-03-24,56.881
2021-03-25,58.8744
2021-03-26,59.3017
2021-03-27,59.3017
2021-03-28,59.3017
2021-03-29,56.6628
2021-03-30,57.3673
2021-03-31,55.4361
2021-04-01,56.6339
2021-04-02,56.6339
2021-04-03,56.6339
2021-04-04,56.6339
2021-04-05,56.3613
2021-04-06,55.532
2021-04-07,55.3915
2021-04-08,56.0246
2021-04-09,55.4327
2021-04-10,55.4327
2021-04-11,55.4327
2021-04-12,55.7951
2021-04-13,51.5328
2021-04-14,52.1734
2021-04-15,52.6909
2021-04-16,53.5998
2021-04-17,53.5998
2021-04-18,53.5998
2021-04-19,51.6212
2021-04-20,49.8583
2021-04-21,51.5693
2021-04-22,49.3399
2021-04-23,52.772
2021-04-24,52.772
2021-04-25,52.772
2021-04-26,53.1509
2021-04-27,53.0775
2021-04-28,51.5313
2021-04-29,52.6192
2021-04-30,48.3401
2021-05-01,48.3401
2021-05-02,48.3401
2021-05-03,48.1409
2021-05-04,47.734
2021-05-05,48.3364
2021-05-06,49.3182
2021-05-07,51.6577
2021-05-08,51.6577
2021-05-09,51.6577
2021-05-10,50.8982
2021-05-11,58.9522
2021-05-12,56.7142
2021-05-13,62.3351
2021-05-14,62.1885
2021-05-15,62.1885
2021-05-16,62.1885
2021-05-17,62.7324
2021-05-18,60.5549
2021-05-19,58.4559
2021-05-20,59.9418
2021-05-21,60.5261
2021-05-22,60.5261
2021-05-23,60.5261
2021-05-24,61.0162
2021-05-25,53.8257
2021-05-26,57.048
2021-05-27,59.079
2021-05-28,59.3052
2021-05-29,59.3052
2021-05-30,59.3052
2021-05-31,59.3052
2021-06-01,60.1707
2021-06-02,58.2158
2021-06-03,59.116
2021-06-04,60.2809
2021-06-05,60.2809
2021-06-06,60.2809
2021-06-07,58.1965
2021-06-08,58.6403
2021-06-09,56.1726
2021-06-10,54.1429
2021-06-11,53.6256
2021-06-12,53.6256
2021-06-13,53.6256
2021-06-14,52.7779
2021-06-15,52.1871
2021-06-16,52.5534
2021-06-17,48.2808
2021-06-18,45.2691
2021-06-19,45.2691
2021-06-20,45.2691
2021-06-21,48.4689
2021-06-22,48.4115
2021-06-23,48.7256
2021-06-24,50.352
2021-06-25,50.6633
2021-06-26,50.6633
2021-06-27,50.6633
2021-06-28,48.5834
2021-06-29,47.6632
2021-06-30,47.7996
2021-07-01,47.5433
2021-07-02,46.7652
2021-07-03,46.7652
2021-07-04,46.7652
2021-07-05,46.7652
2021-07-06,44.9878
2021-07-07,44.7991
2021-07-08,42.465
2021-07-09,47.7962
2021-07-10,47.7962
2021-07-11,47.7962
2021-07-12,47.4175
2021-07-13,45.7908
2021-07-14,46.2311
2021-07-15,47.1926
2021-07-16,45.8867
2021-07-17,45.8867
2021-07-18,45.8867
2021-07-19,43.4019
2021-07-20,45.3164
2021-07-21,46.6604
2021-07-22,43.7557
2021-07-23,45.036
2021-07-24,45.036
2021-07-25,45.036
2021-07-26,45.112
2021-07-27,44.2881
2021-07-28,45.5541
2021-07-29,46.7281
2021-07-30,44.8602
2021-07-31,44.8602
2021-08-01,44.8602
2021-08-02,43.7615
2021-08-03,42.5564
2021-08-04,41.9898
2021-08-05,43.4607
2021-08-06,47.3595
2021-08-07,47.3595
2021-08-08,47.3595
2021-08-09,47.4376
2021-08-10,48.6207
2021-08-11,52.0449
2021-08-12,50.2378
2021-08-13,50.0879
2021-08-14,50.0879
2021-08-15,50.0879
2021-08-16,49.7043
2021-08-17,49.7043
2021-08-18,48.2797
2021-08-19,46.5174
2021-08-20,47.9696
2021-08-21,47.9696
2021-08-22,47.9696
2021-08-23,47.7329
2021-08-24,47.0133
2021-08-25,48.5296
2021-08-26,45.592
2021-08-27,49.4424
2021-08-28,49.4424
2021-08-29,49.4424
2021-08-30,48.6509
2021-08-31,50.3767
2021-09-01,48.3745
2021-09-02,49.5364
2021-09-03,48.7347
2021-09-04,48.7347
2021-09-05,48.7347
2021-09-06,48.7347
2021-09-07,45.7499
2021-09-08,44.4889
2021-09-09,44.2662
2021-09-10,41.6083
2021-09-11,41.6083
2021-09-12,41.6083
2021-09-13,47.9049
2021-09-14,44.7827
2021-09-15,44.3179
2021-09-16,43.1271
2021-09-17,44.3306
2021-09-18,44.3306
2021-09-19,44.3306
2021-09-20,43.381
2021-09-21,44.6084
2021-09-22,44.697
2021-09-23,47.0619
2021-09-24,47.0619
2021-09-25,47.0619
2021-09-26,47.0619
2021-09-27,50.5016
2021-09-28,48.8983
2021-09-29,49.5609
2021-09-30,47.7978
2021-10-01,51.5277
2021-10-02,51.5277
2021-10-03,51.5277
2021-10-04,52.0668
2021-10-05,51.3078
2021-10-06,52.189
2021-10-07,54.2152
2021-10-08,56.1381
2021-10-09,56.1381
2021-10-10,56.1381
2021-10-11,54.4106
2021-10-12,53.9585
2021-10-13,55.4887
2021-10-14,57.463
2021-10-15,55.2111
2021-10-16,55.2111
2021-10-17,55.2111
2021-10-18,53.0601
2021-10-19,52.4437
2021-10-20,53.9461
2021-10-21,52.5012
2021-10-22,52.8279
2021-10-23,52.8279
2021-10-24,52.8279
2021-10-25,53.5714
2021-10-26,50.9853
2021-10-27,47.1196
2021-10-28,50.0977
2021-10-29,49.1166
2021-10-30,49.1166
2021-10-31,49.1166
2021-11-01,51.4133
2021-11-02,49.5142
2021-11-03,50.9009
2021-11-04,50.7313
2021-11-05,54.9969
2021-11-06,54.9969
2021-11-07,54.9969
2021-11-08,54.3771
2021-11-09,53.574
2021-11-10,54.8762
2021-11-11,54.9531
2021-11-12,52.4565
2021-11-13,52.4565
2021-11-14,52.4565
2021-11-15,52.3654
2021-11-16,49.7709
2021-11-17,49.2486
2021-11-18,47.612
2021-11-19,46.9327
2021-11-20,46.9327
2021-11-21,46.9327
2021-11-22,48.3618
2021-11-23,48.7426
2021-11-24,48.1004
2021-11-25,48.1004
2021-11-26,42.7711
2021-11-27,42.7711
2021-11-28,42.7711
2021-11-29,41.7279
2021-11-30,38.9411
2021-12-01,38.4641
2021-12-02,41.5333
2021-12-03,40.1752
2021-12-04,40.1752
2021-12-05,40.1752
2021-12-06,42.0328
2021-12-07,41.8833
2021-12-08,43.036
2021-12-09,41.1186
2021-12-10,41.6564
2021-12-11,41.6564
2021-12-12,41.6564
2021-12-13,38.8655
2021-12-14,41.7348
2021-12-15,39.6663
2021-12-16,40.7144
2021-12-17,39.1659
2021-12-18,39.1659
2021-12-19,39.1659
2021-12-20,37.6831
2021-12-21,39.6179
2021-12-22,40.4677
2021-12-23,41.1108
2021-12-24,41.1108
2021-12-25,41.1108
2021-12-26,41.1108
2021-12-27,42.8147
2021-12-28,43.3447
2021-12-29,43.5611
2021-12-30,43.6724
2021-12-31,43.2314
2022-01-01,43.2314
2022-01-02,43.2314
2022-01-03,45.0675
2022-01-04,47.0602
2022-01-05,45.5411
2022-01-06,47.9319
2022-01-07,48.5689
2022-01-08,48.5689
2022-01-09,48.5689
2022-01-10,46.136
2022-01-11,45.8509
2022-01-12,47.4195
2022-01-13,47.2174
2022-01-14,47.1135
2022-01-15,47.1135
2022-01-16,47.1135
2022-01-17,47.1135
2022-01-18,46.271
2022-01-19,47.2469
2022-01-20,44.137
2022-01-21,41.6775
2022-01-22,41.6775
2022-01-23,41.6775
2022-01-24,42.6939
2022-01-25,43.0788
2022-01-26,40.4557
2022-01-27,37.8979
2022-01-28,39.6095
2022-01-29,39.6095
2022-01-30,39.6095
2022-01-31,41.1581
2022-02-01,41.8013
2022-02-02,38.8163
2022-02-03,38.2348
2022-02-04,39.8333
2022-02-05,39.8333
2022-02-06,39.8333
2022-02-07,39.6563
2022-02-08,42.1805
2022-02-09,40.081
2022-02-10,39.1176
2022-02-11,40.199
2022-02-12,40.199
2022-02-13,40.199
2022-02-14,38.9467
2022-02-15,40.9844
2022-02-16,40.7966
2022-02-17,40.0374
2022-02-18,41.8563
2022-02-19,41.8563
2022-02-20,41.8563
2022-02-21,41.8563
2022-02-22,41.3572
2022-02-23,43.0435
2022-02-24,39.1604
2022-02-25,46.4119
2022-02-26,46.4119
2022-02-27,46.4119
2022-02-28,44.7931
2022-03-01,41.1269
2022-03-02,45.4182
2022-03-03,47.6452
2022-03-04,46.399
2022-03-05,46.399
2022-03-06,46.399
2022-03-07,44.5812
2022-03-08,42.7445
2022-03-09,44.0453
2022-03-10,43.2823
2022-03-11,42.1904
2022-03-12,42.1904
2022-03-13,42.1904
2022-03-14,42.4215
2022-03-15,42.334
2022-03-16,44.5825
2022-03-17,42.8539
2022-03-18,43.4508
2022-03-19,43.4508
2022-03-20,43.4508
2022-03-21,44.0553
2022-03-22,46.3113
2022-03-23,43.7195
2022-03-24,43.4401
2022-03-25,49.1552
2022-03-26,49.1552
2022-03-27,49.1552
2022-03-28,48.9546
2022-03-29,50.6228
2022-03-30,48.1795
2022-03-31,46.0709
2022-04-01,46.8367
2022-04-02,46.8367
2022-04-03,46.8367
2022-04-04,45.0407
2022-04-05,44.0295
2022-04-06,42.6779
2022-04-07,39.5778
2022-04-08,37.3048
2022-04-09,37.3048
2022-04-10,37.3048
2022-04-11,36.4389
2022-04-12,35.3084
2022-04-13,36.4555
2022-04-14,36.3814
2022-04-15,36.3814
2022-04-16,36.3814
2022-04-17,36.3814
2022-04-18,36.9124
2022-04-19,41.5785
2022-04-20,42.2944
2022-04-21,41.5051
2022-04-22,39.1535
2022-04-23,39.1535
2022-04-24,39.1535
2022-04-25,38.9903
2022-04-26,36.9202
2022-04-27,36.0818
2022-04-28,37.2872
2022-04-29,36.0374
2022-04-30,36.0374
2022-05-01,36.0374
2022-05-02,34.2557
2022-05-03,37.0718
2022-05-04,42.529
2022-05-05,39.3881
2022-05-06,33.1778
2022-05-07,33.1778
2022-05-08,33.1778
2022-05-09,33.3995
2022-05-10,33.7406
2022-05-11,34.4354
2022-05-12,34.9061
2022-05-13,35.2667
2022-05-14,35.2667
2022-05-15,35.2667
2022-05-16,33.7825
2022-05-17,38.1165
2022-05-18,38.8992
2022-05-19,37.9073
2022-05-20,38.4868
2022-05-21,38.4868
2022-05-22,38.4868
2022-05-23,38.6054
2022-05-24,39.9229
2022-05-25,40.5231
2022-05-26,43.8867
2022-05-27,45.6413
2022-05-28,45.6413
2022-05-29,45.6413
2022-05-30,45.6413
2022-05-31,46.3998
2022-06-01,45.2793
2022-06-02,47.6758
2022-06-03,44.2158
2022-06-04,44.2158
2022-06-05,44.2158
2022-06-06,44.7994
2022-06-07,44.252
2022-06-08,44.252
2022-06-09,41.0323
2022-06-10,39.3855
2022-06-11,39.3855
2022-06-12,39.3855
2022-06-13,37.5906
2022-06-14,36.9097
2022-06-15,38.0701
2022-06-16,35.9424
2022-06-17,36.0744
2022-06-18,36.0744
2022-06-19,36.0744
2022-06-20,36.0744
2022-06-21,42.6733
2022-06-22,40.9718
2022-06-23,41.2028
2022-06-24,46.1108
2022-06-25,46.1108
2022-06-26,46.1108
2022-06-27,47.5207
2022-06-28,45.5821
2022-06-29,44.3072
2022-06-30,42.425
2022-07-01,42.2635
2022-07-02,42.2635
2022-07-03,42.2635
2022-07-04,42.2635
2022-07-05,41.5276
2022-07-06,41.1161
2022-07-07,41.2366
2022-07-08,41.1495
2022-07-09,41.1495
2022-07-10,41.1495
2022-07-11,39.4268
2022-07-12,38.5096
2022-07-13,37.2071
2022-07-14,35.8735
2022-07-15,39.4399
2022-07-16,39.4399
2022-07-17,39.4399
2022-07-18,40.7034
2022-07-19,44.3094
2022-07-20,46.6584
2022-07-21,47.2068
2022-07-22,48.414
2022-07-23,48.414
2022-07-24,48.414
2022-07-25,50.1298
2022-07-26,49.0745
2022-07-27,51.2001
2022-07-28,50.7617
2022-07-29,55.3133
2022-07-30,55.3133
2022-07-31,55.3133
2022-08-01,57.0971
2022-08-02,55.0511
2022-08-03,56.6577
2022-08-04,56.8351
2022-08-05,56.358
2022-08-06,56.358
2022-08-07,56.358
2022-08-08,57.2853
2022-08-09,58.5605
2022-08-10,59.0126
2022-08-11,59.8287
2022-08-12,61.8374
2022-08-13,61.8374
2022-08-14,61.8374
2022-08-15,62.8403
2022-08-16,63.2565
2022-08-17,60.7236
2022-08-18,60.0329
2022-08-19,57.593
2022-08-20,57.593
2022-08-21,57.593
2022-08-22,53.1258
2022-08-23,52.6564
2022-08-24,52.9788
2022-08-25,54.4753
2022-08-26,51.7955
2022-08-27,51.7955
2022-08-28,51.7955
2022-08-29,48.964
2022-08-30,49.4216
2022-08-31,46.8159
2022-09-01,47.295
2022-09-02,47.2109
2022-09-03,47.2109
2022-09-04,47.2109
2022-09-05,47.2109
2022-09-06,45.1075
2022-09-07,46.2803
2022-09-08,48.7952
2022-09-09,50.4741
2022-09-10,50.4741
2022-09-11,50.4741
2022-09-12,50.2307
2022-09-13,44.4637
2022-09-14,44.7162
2022-09-15,44.1964
2022-09-16,43.3622
2022-09-17,43.3622
2022-09-18,43.3622
2022-09-19,47.8199
2022-09-20,49.1219
2022-09-21,47.8859
2022-09-22,44.5151
2022-09-23,43.1407
2022-09-24,43.1407
2022-09-25,43.1407
2022-09-26,42.7506
2022-09-27,38.8443
2022-09-28,42.8635
2022-09-29,40.1748
2022-09-30,39.644
2022-10-01,39.644
2022-10-02,39.644
2022-10-03,40.7651
2022-10-04,47.2919
2022-10-05,45.5034
2022-10-06,42.9018
2022-10-07,39.4404
2022-10-08,39.4404
2022-10-09,39.4404
2022-10-10,38.7375
2022-10-11,40.1714
2022-10-12,39.2932
2022-10-13,43.8439
2022-10-14,43.608
2022-10-15,43.608
2022-10-16,43.608
2022-10-17,45.1351
2022-10-18,44.9672
2022-10-19,43.7872
2022-10-20,40.6356
2022-10-21,43.7754
2022-10-22,43.7754
2022-10-23,43.7754
2022-10-24,45.8493
2022-10-25,46.4333
2022-10-26,46.2612
2022-10-27,46.6701
2022-10-28,55.7286
2022-10-29,55.7286
2022-10-30,55.7286
2022-10-31,54.0838
2022-11-01,53.7193
2022-11-02,51.4763
2022-11-03,50.4308
2022-11-04,51.6168
2022-11-05,51.6168
2022-11-06,51.6168
2022-11-07,51.4349
2022-11-08,51.5233
2022-11-09,49.6543
2022-11-10,54.0511
2022-11-11,53.8603
2022-11-12,53.8603
2022-11-13,53.8603
2022-11-14,53.6643
2022-11-15,54.6042
2022-11-16,52.5011
2022-11-17,52.0077
2022-11-18,53.3677
2022-11-19,53.3677
2022-11-20,53.3677
2022-11-21,51.072
2022-11-22,52.8948
2022-11-23,52.0917
2022-11-24,52.0917
2022-11-25,52.465
2022-11-26,52.465
2022-11-27,52.465
2022-11-28,50.517
2022-11-29,50.9192
2022-11-30,52.0284
2022-12-01,55.9595
2022-12-02,54.2088
2022-12-03,54.2088
2022-12-04,54.2088
2022-12-05,53.3456
2022-12-06,52.9099
2022-12-07,52.0305
2022-12-08,53.8171
2022-12-09,54.9736
2022-12-10,54.9736
2022-12-11,54.9736
2022-12-12,53.8119
2022-12-13,55.3729
2022-12-14,56.3272
2022-12-15,50.9204
2022-12-16,52.1093
2022-12-17,52.1093
2022-12-18,52.1093
2022-12-19,51.6776
2022-12-20,52.7902
2022-12-21,54.8434
2022-12-22,53.4687
2022-12-23,55.3037
2022-12-24,55.3037
2022-12-25,55.3037
2022-12-26,55.3037
2022-12-27,57.2321
2022-12-28,56.041
2022-12-29,58.6242
2022-12-30,56.8371
2022-12-31,56.8371
2023-01-01,56.8371
2023-01-02,56.8371
2023-01-03,57.0178
2023-01-04,56.5281
2023-01-05,54.4712
2023-01-06,57.4837
2023-01-07,57.4837
2023-01-08,57.4837
2023-01-09,58.2867
2023-01-10,56.9273
2023-01-11,58.3877
2023-01-12,60.385
2023-01-13,61.3854
2023-01-14,61.3854
2023-01-15,61.3854
2023-01-16,61.3854
2023-01-17,61.2521
2023-01-18,57.9941
2023-01-19,57.3628
2023-01-20,59.7213
2023-01-21,59.7213
2023-01-22,59.7213
2023-01-23,59.0712
2023-01-24,57.1411
2023-01-25,55.8818
2023-01-26,53.7968
2023-01-27,52.9551
2023-01-28,52.9551
2023-01-29,52.9551
2023-01-30,49.0958
2023-01-31,50.7345
2023-02-01,50.3988
2023-02-02,53.8716
2023-02-03,53.1714
2023-02-04,53.1714
2023-02-05,53.1714
2023-02-06,50.6731
2023-02-07,52.0503
2023-02-08,51.2532
2023-02-09,49.7884
2023-02-10,51.2303
2023-02-11,51.2303
2023-02-12,51.2303
2023-02-13,52.3198
2023-02-14,51.2538
2023-02-15,52.4781
2023-02-16,51.7448
2023-02-17,52.3191
2023-02-18,52.3191
2023-02-19,52.3191
2023-02-20,52.3191
2023-02-21,49.9805
2023-02-22,50.4627
2023-02-23,52.5905
2023-02-24,52.461
2023-02-25,52.461
2023-02-26,52.461
2023-02-27,51.9318
2023-02-28,52.7939
2023-03-01,50.9051
2023-03-02,50.241
2023-03-03,50.6407
2023-03-04,50.6407
2023-03-05,50.6407
2023-03-06,47.331
2023-03-07,44.3052
2023-03-08,42.2914
2023-03-09,37.406
2023-03-10,35.6182
2023-03-11,35.6182
2023-03-12,35.6182
2023-03-13,33.9402
2023-03-14,38.5069
2023-03-15,40.113
2023-03-16,43.3042
2023-03-17,39.9563
2023-03-18,39.9563
