,LECO US Equity
2020-09-20,49.7807
2020-09-21,45.7291
2020-09-22,45.895
2020-09-23,44.4013
2020-09-24,46.1222
2020-09-25,46.4005
2020-09-26,46.4005
2020-09-27,46.4005
2020-09-28,50.09
2020-09-29,50.5873
2020-09-30,51.6689
2020-10-01,50.0436
2020-10-02,51.3931
2020-10-03,51.3931
2020-10-04,51.3931
2020-10-05,55.4371
2020-10-06,55.311
2020-10-07,56.3509
2020-10-08,57.1782
2020-10-09,56.6654
2020-10-10,56.6654
2020-10-11,56.6654
2020-10-12,59.1537
2020-10-13,59.2274
2020-10-14,59.9996
2020-10-15,62.1297
2020-10-16,62.6726
2020-10-17,62.6726
2020-10-18,62.6726
2020-10-19,62.4755
2020-10-20,63.8857
2020-10-21,63.2302
2020-10-22,65.7417
2020-10-23,67.4781
2020-10-24,67.4781
2020-10-25,67.4781
2020-10-26,61.9894
2020-10-27,59.9675
2020-10-28,57.2493
2020-10-29,58.8512
2020-10-30,59.4466
2020-10-31,59.4466
2020-11-01,59.4466
2020-11-02,62.9007
2020-11-03,65.7353
2020-11-04,57.8162
2020-11-05,60.7096
2020-11-06,59.7037
2020-11-07,59.7037
2020-11-08,59.7037
2020-11-09,62.5684
2020-11-10,64.9508
2020-11-11,65.8338
2020-11-12,64.2468
2020-11-13,66.7566
2020-11-14,66.7566
2020-11-15,66.7566
2020-11-16,68.9817
2020-11-17,66.6734
2020-11-18,64.522
2020-11-19,64.5522
2020-11-20,62.7057
2020-11-21,62.7057
2020-11-22,62.7057
2020-11-23,63.3053
2020-11-24,64.5792
2020-11-25,62.5573
2020-11-26,62.5573
2020-11-27,63.2354
2020-11-28,63.2354
2020-11-29,63.2354
2020-11-30,63.2209
2020-12-01,64.0699
2020-12-02,62.5028
2020-12-03,61.4368
2020-12-04,64.6345
2020-12-05,64.6345
2020-12-06,64.6345
2020-12-07,64.9119
2020-12-08,65.9281
2020-12-09,66.3952
2020-12-10,65.4509
2020-12-11,66.4629
2020-12-12,66.4629
2020-12-13,66.4629
2020-12-14,62.6504
2020-12-15,64.2898
2020-12-16,62.523
2020-12-17,62.6772
2020-12-18,61.9943
2020-12-19,61.9943
2020-12-20,61.9943
2020-12-21,62.0914
2020-12-22,61.3937
2020-12-23,61.8679
2020-12-24,61.7996
2020-12-25,61.7996
2020-12-26,61.7996
2020-12-27,61.7996
2020-12-28,60.3189
2020-12-29,57.1093
2020-12-30,58.418
2020-12-31,57.8424
2021-01-01,57.8424
2021-01-02,57.8424
2021-01-03,57.8424
2021-01-04,53.8872
2021-01-05,55.5347
2021-01-06,61.5713
2021-01-07,63.2898
2021-01-08,61.7172
2021-01-09,61.7172
2021-01-10,61.7172
2021-01-11,62.1423
2021-01-12,61.9053
2021-01-13,57.3766
2021-01-14,56.9029
2021-01-15,56.5807
2021-01-16,56.5807
2021-01-17,56.5807
2021-01-18,56.5807
2021-01-19,58.5029
2021-01-20,60.7254
2021-01-21,58.9628
2021-01-22,61.3819
2021-01-23,61.3819
2021-01-24,61.3819
2021-01-25,58.5351
2021-01-26,55.3434
2021-01-27,53.1716
2021-01-28,52.8523
2021-01-29,49.5064
2021-01-30,49.5064
2021-01-31,49.5064
2021-02-01,51.016
2021-02-02,52.2393
2021-02-03,51.0085
2021-02-04,49.1687
2021-02-05,50.2435
2021-02-06,50.2435
2021-02-07,50.2435
2021-02-08,51.415
2021-02-09,50.5644
2021-02-10,52.0109
2021-02-11,51.5743
2021-02-12,50.7595
2021-02-13,50.7595
2021-02-14,50.7595
2021-02-15,50.7595
2021-02-16,51.8181
2021-02-17,48.7756
2021-02-18,47.4474
2021-02-19,50.3502
2021-02-20,50.3502
2021-02-21,50.3502
2021-02-22,51.2616
2021-02-23,52.4408
2021-02-24,54.9136
2021-02-25,52.8439
2021-02-26,53.425
2021-02-27,53.425
2021-02-28,53.425
2021-03-01,56.0512
2021-03-02,54.801
2021-03-03,54.8602
2021-03-04,49.1008
2021-03-05,54.2424
2021-03-06,54.2424
2021-03-07,54.2424
2021-03-08,56.4275
2021-03-09,53.5017
2021-03-10,55.411
2021-03-11,56.4147
2021-03-12,57.5285
2021-03-13,57.5285
2021-03-14,57.5285
2021-03-15,60.331
2021-03-16,57.896
2021-03-17,58.9985
2021-03-18,58.4961
2021-03-19,56.4928
2021-03-20,56.4928
2021-03-21,56.4928
2021-03-22,56.1004
2021-03-23,52.5323
2021-03-24,53.5748
2021-03-25,54.8369
2021-03-26,56.4211
2021-03-27,56.4211
2021-03-28,56.4211
2021-03-29,55.3351
2021-03-30,56.3102
2021-03-31,54.7265
2021-04-01,55.5364
2021-04-02,55.5364
2021-04-03,55.5364
2021-04-04,55.5364
2021-04-05,56.3236
2021-04-06,55.5503
2021-04-07,52.5518
2021-04-08,51.0942
2021-04-09,53.0626
2021-04-10,53.0626
2021-04-11,53.0626
2021-04-12,53.5378
2021-04-13,50.5982
2021-04-14,53.275
2021-04-15,53.8039
2021-04-16,54.5795
2021-04-17,54.5795
2021-04-18,54.5795
2021-04-19,56.2407
2021-04-20,55.2032
2021-04-21,56.777
2021-04-22,55.6746
2021-04-23,57.0822
2021-04-24,57.0822
2021-04-25,57.0822
2021-04-26,57.4828
2021-04-27,60.3685
2021-04-28,60.9871
2021-04-29,62.7803
2021-04-30,56.8817
2021-05-01,56.8817
2021-05-02,56.8817
2021-05-03,58.3433
2021-05-04,60.4871
2021-05-05,60.6244
2021-05-06,62.1135
2021-05-07,62.3738
2021-05-08,62.3738
2021-05-09,62.3738
2021-05-10,63.2739
2021-05-11,59.2011
2021-05-12,52.9034
2021-05-13,56.9977
2021-05-14,57.7401
2021-05-15,57.7401
2021-05-16,57.7401
2021-05-17,56.362
2021-05-18,53.1981
2021-05-19,53.1981
2021-05-20,52.684
2021-05-21,52.935
2021-05-22,52.935
2021-05-23,52.935
2021-05-24,53.4248
2021-05-25,51.765
2021-05-26,52.9246
2021-05-27,53.7569
2021-05-28,53.143
2021-05-29,53.143
2021-05-30,53.143
2021-05-31,53.143
2021-06-01,55.7154
2021-06-02,53.6125
2021-06-03,54.2805
2021-06-04,55.2104
2021-06-05,55.2104
2021-06-06,55.2104
2021-06-07,52.7305
2021-06-08,54.4031
2021-06-09,52.5067
2021-06-10,52.0502
2021-06-11,52.4776
2021-06-12,52.4776
2021-06-13,52.4776
2021-06-14,49.5817
2021-06-15,51.2656
2021-06-16,48.7049
2021-06-17,45.9676
2021-06-18,46.1874
2021-06-19,46.1874
2021-06-20,46.1874
2021-06-21,51.0903
2021-06-22,52.3327
2021-06-23,53.5639
2021-06-24,55.7107
2021-06-25,55.8857
2021-06-26,55.8857
2021-06-27,55.8857
2021-06-28,55.6582
2021-06-29,56.31
2021-06-30,55.7869
2021-07-01,56.4207
2021-07-02,58.8714
2021-07-03,58.8714
2021-07-04,58.8714
2021-07-05,58.8714
2021-07-06,57.2146
2021-07-07,58.4355
2021-07-08,55.9647
2021-07-09,57.9872
2021-07-10,57.9872
2021-07-11,57.9872
2021-07-12,59.0846
2021-07-13,57.6891
2021-07-14,57.465
2021-07-15,58.0049
2021-07-16,56.6868
2021-07-17,56.6868
2021-07-18,56.6868
2021-07-19,52.2903
2021-07-20,56.6494
2021-07-21,57.3581
2021-07-22,55.7947
2021-07-23,57.1973
2021-07-24,57.1973
2021-07-25,57.1973
2021-07-26,58.5984
2021-07-27,56.5399
2021-07-28,57.5328
2021-07-29,59.3897
2021-07-30,60.3174
2021-07-31,60.3174
2021-08-01,60.3174
2021-08-02,57.37
2021-08-03,59.5769
2021-08-04,56.2309
2021-08-05,57.8826
2021-08-06,58.5813
2021-08-07,58.5813
2021-08-08,58.5813
2021-08-09,58.8236
2021-08-10,60.9874
2021-08-11,61.6041
2021-08-12,61.5267
2021-08-13,60.4272
2021-08-14,60.4272
2021-08-15,60.4272
2021-08-16,60.0152
2021-08-17,57.6831
2021-08-18,54.2578
2021-08-19,52.6142
2021-08-20,52.3111
2021-08-21,52.3111
2021-08-22,52.3111
2021-08-23,52.9231
2021-08-24,54.7985
2021-08-25,55.3142
2021-08-26,54.4573
2021-08-27,57.12
2021-08-28,57.12
2021-08-29,57.12
2021-08-30,58.3955
2021-08-31,55.522
2021-09-01,51.9753
2021-09-02,52.8177
2021-09-03,50.8617
2021-09-04,50.8617
2021-09-05,50.8617
2021-09-06,50.8617
2021-09-07,47.8659
2021-09-08,49.981
2021-09-09,48.1485
2021-09-10,47.0724
2021-09-11,47.0724
2021-09-12,47.0724
2021-09-13,48.1486
2021-09-14,44.8747
2021-09-15,48.9019
2021-09-16,47.7041
2021-09-17,46.6268
2021-09-18,46.6268
2021-09-19,46.6268
2021-09-20,45.1086
2021-09-21,44.3943
2021-09-22,46.4501
2021-09-23,48.5491
2021-09-24,47.9776
2021-09-25,47.9776
2021-09-26,47.9776
2021-09-27,48.6166
2021-09-28,46.2768
2021-09-29,47.5532
2021-09-30,43.6856
2021-10-01,46.186
2021-10-02,46.186
2021-10-03,46.186
2021-10-04,48.242
2021-10-05,50.6787
2021-10-06,50.8939
2021-10-07,52.7771
2021-10-08,52.411
2021-10-09,52.411
2021-10-10,52.411
2021-10-11,49.3379
2021-10-12,47.5917
2021-10-13,48.414
2021-10-14,53.0897
2021-10-15,55.6404
2021-10-16,55.6404
2021-10-17,55.6404
2021-10-18,56.3936
2021-10-19,56.9655
2021-10-20,61.1627
2021-10-21,62.1224
2021-10-22,60.4932
2021-10-23,60.4932
2021-10-24,60.4932
2021-10-25,61.4677
2021-10-26,61.368
2021-10-27,59.1024
2021-10-28,54.4975
2021-10-29,56.4793
2021-10-30,56.4793
2021-10-31,56.4793
2021-11-01,56.9736
2021-11-02,58.0654
2021-11-03,54.7462
2021-11-04,55.6111
2021-11-05,56.6282
2021-11-06,56.6282
2021-11-07,56.6282
2021-11-08,57.3126
2021-11-09,57.3227
2021-11-10,56.4661
2021-11-11,55.6884
2021-11-12,57.2544
2021-11-13,57.2544
2021-11-14,57.2544
2021-11-15,58.762
2021-11-16,58.304
2021-11-17,58.5198
2021-11-18,57.0986
2021-11-19,58.6297
2021-11-20,58.6297
2021-11-21,58.6297
2021-11-22,57.9581
2021-11-23,58.0851
2021-11-24,57.4645
2021-11-25,57.4645
2021-11-26,50.0029
2021-11-27,50.0029
2021-11-28,50.0029
2021-11-29,49.5488
2021-11-30,43.7895
2021-12-01,40.9648
2021-12-02,45.4592
2021-12-03,44.4701
2021-12-04,44.4701
2021-12-05,44.4701
2021-12-06,46.2001
2021-12-07,46.1682
2021-12-08,46.8512
2021-12-09,46.1335
2021-12-10,46.2267
2021-12-11,46.2267
2021-12-12,46.2267
2021-12-13,43.5751
2021-12-14,42.6604
2021-12-15,44.5506
2021-12-16,45.4056
2021-12-17,46.0579
2021-12-18,46.0579
2021-12-19,46.0579
2021-12-20,41.9035
2021-12-21,46.9459
2021-12-22,47.6074
2021-12-23,49.7327
2021-12-24,49.7327
2021-12-25,49.7327
2021-12-26,49.7327
2021-12-27,51.9865
2021-12-28,52.7829
2021-12-29,53.5359
2021-12-30,52.0155
2021-12-31,52.3537
2022-01-01,52.3537
2022-01-02,52.3537
2022-01-03,51.8453
2022-01-04,52.6263
2022-01-05,51.4001
2022-01-06,52.6175
2022-01-07,52.6175
2022-01-08,52.6175
2022-01-09,52.6175
2022-01-10,50.4026
2022-01-11,50.1827
2022-01-12,49.5952
2022-01-13,48.9319
2022-01-14,46.8101
2022-01-15,46.8101
2022-01-16,46.8101
2022-01-17,46.8101
2022-01-18,44.5273
2022-01-19,42.7269
2022-01-20,39.4493
2022-01-21,38.8475
2022-01-22,38.8475
2022-01-23,38.8475
2022-01-24,44.5017
2022-01-25,41.5936
2022-01-26,39.0979
2022-01-27,36.8468
2022-01-28,38.4024
2022-01-29,38.4024
2022-01-30,38.4024
2022-01-31,41.1606
2022-02-01,42.8441
2022-02-02,42.1697
2022-02-03,41.5935
2022-02-04,40.4012
2022-02-05,40.4012
2022-02-06,40.4012
2022-02-07,40.5197
2022-02-08,44.6494
2022-02-09,45.4066
2022-02-10,41.9115
2022-02-11,40.9916
2022-02-12,40.9916
2022-02-13,40.9916
2022-02-14,42.122
2022-02-15,43.067
2022-02-16,43.9152
2022-02-17,42.6445
2022-02-18,43.3895
2022-02-19,43.3895
2022-02-20,43.3895
2022-02-21,43.3895
2022-02-22,43.2755
2022-02-23,41.3102
2022-02-24,42.2558
2022-02-25,44.2807
2022-02-26,44.2807
2022-02-27,44.2807
2022-02-28,44.2686
2022-03-01,41.9157
2022-03-02,46.2382
2022-03-03,48.617
2022-03-04,46.5356
2022-03-05,46.5356
2022-03-06,46.5356
2022-03-07,43.791
2022-03-08,44.4907
2022-03-09,45.1826
2022-03-10,43.9228
2022-03-11,43.6801
2022-03-12,43.6801
2022-03-13,43.6801
2022-03-14,45.9744
2022-03-15,48.8617
2022-03-16,51.9383
2022-03-17,52.8478
2022-03-18,54.8173
2022-03-19,54.8173
2022-03-20,54.8173
2022-03-21,54.899
2022-03-22,55.912
2022-03-23,53.4015
2022-03-24,53.5132
2022-03-25,55.0727
2022-03-26,55.0727
2022-03-27,55.0727
2022-03-28,55.3066
2022-03-29,60.4122
2022-03-30,59.8502
2022-03-31,58.7049
2022-04-01,58.1217
2022-04-02,58.1217
2022-04-03,58.1217
2022-04-04,55.5454
2022-04-05,49.802
2022-04-06,49.1758
2022-04-07,48.4324
2022-04-08,47.6867
2022-04-09,47.6867
2022-04-10,47.6867
2022-04-11,44.5253
2022-04-12,44.9843
2022-04-13,47.7121
2022-04-14,47.6369
2022-04-15,47.6369
2022-04-16,47.6369
2022-04-17,47.6369
2022-04-18,47.5078
2022-04-19,51.8778
2022-04-20,52.6827
2022-04-21,52.5548
2022-04-22,48.371
2022-04-23,48.371
2022-04-24,48.371
2022-04-25,48.2045
2022-04-26,44.5447
2022-04-27,46.5324
2022-04-28,55.2888
2022-04-29,53.9245
2022-04-30,53.9245
2022-05-01,53.9245
2022-05-02,51.993
2022-05-03,54.1605
2022-05-04,58.1024
2022-05-05,53.9555
2022-05-06,54.3004
2022-05-07,54.3004
2022-05-08,54.3004
2022-05-09,54.8301
2022-05-10,51.9386
2022-05-11,51.7107
2022-05-12,50.9727
2022-05-13,51.0266
2022-05-14,51.0266
2022-05-15,51.0266
2022-05-16,51.665
2022-05-17,53.6583
2022-05-18,49.5981
2022-05-19,49.5216
2022-05-20,48.0976
2022-05-21,48.0976
2022-05-22,48.0976
2022-05-23,47.9768
2022-05-24,47.1748
2022-05-25,48.036
2022-05-26,51.3867
2022-05-27,54.0702
2022-05-28,54.0702
2022-05-29,54.0702
2022-05-30,54.0702
2022-05-31,53.9579
2022-06-01,53.8807
2022-06-02,56.8588
2022-06-03,55.6247
2022-06-04,55.6247
2022-06-05,55.6247
2022-06-06,57.3248
2022-06-07,58.3746
2022-06-08,55.766
2022-06-09,55.9349
2022-06-10,51.0346
2022-06-11,51.0346
2022-06-12,51.0346
2022-06-13,45.7576
2022-06-14,43.953
2022-06-15,43.8307
2022-06-16,40.5187
2022-06-17,39.1263
2022-06-18,39.1263
2022-06-19,39.1263
2022-06-20,39.1263
2022-06-21,41.156
2022-06-22,41.5763
2022-06-23,39.4174
2022-06-24,44.1881
2022-06-25,44.1881
2022-06-26,44.1881
2022-06-27,46.1358
2022-06-28,43.8417
2022-06-29,42.4393
2022-06-30,43.1124
2022-07-01,44.1207
2022-07-02,44.1207
2022-07-03,44.1207
2022-07-04,44.1207
2022-07-05,41.928
2022-07-06,42.3765
2022-07-07,45.6773
2022-07-08,44.2791
2022-07-09,44.2791
2022-07-10,44.2791
2022-07-11,43.7218
2022-07-12,43.124
2022-07-13,42.1308
2022-07-14,40.8222
2022-07-15,44.4973
2022-07-16,44.4973
2022-07-17,44.4973
2022-07-18,44.0061
2022-07-19,48.8253
2022-07-20,49.6561
2022-07-21,50.928
2022-07-22,49.9976
2022-07-23,49.9976
2022-07-24,49.9976
2022-07-25,51.5211
2022-07-26,52.6012
2022-07-27,55.9241
2022-07-28,58.3981
2022-07-29,62.1224
2022-07-30,62.1224
2022-07-31,62.1224
2022-08-01,61.2816
2022-08-02,58.9985
2022-08-03,59.6549
2022-08-04,61.0227
2022-08-05,61.9669
2022-08-06,61.9669
2022-08-07,61.9669
2022-08-08,61.104
2022-08-09,60.6488
2022-08-10,62.5744
2022-08-11,63.2078
2022-08-12,65.0022
2022-08-13,65.0022
2022-08-14,65.0022
2022-08-15,65.5463
2022-08-16,65.437
2022-08-17,64.5459
2022-08-18,64.8783
2022-08-19,64.0405
2022-08-20,64.0405
2022-08-21,64.0405
2022-08-22,59.6315
2022-08-23,59.146
2022-08-24,59.2295
2022-08-25,60.8754
2022-08-26,54.9753
2022-08-27,54.9753
2022-08-28,54.9753
2022-08-29,53.8601
2022-08-30,51.5593
2022-08-31,50.1977
2022-09-01,50.6974
2022-09-02,48.8883
2022-09-03,48.8883
2022-09-04,48.8883
2022-09-05,48.8883
2022-09-06,49.1401
2022-09-07,51.7982
2022-09-08,52.2967
2022-09-09,53.5919
2022-09-10,53.5919
2022-09-11,53.5919
2022-09-12,55.3577
2022-09-13,53.0354
2022-09-14,52.9865
2022-09-15,49.7799
2022-09-16,46.7349
2022-09-17,46.7349
2022-09-18,46.7349
2022-09-19,50.4194
2022-09-20,48.8721
2022-09-21,47.5789
2022-09-22,43.0877
2022-09-23,41.1382
2022-09-24,41.1382
2022-09-25,41.1382
2022-09-26,40.4658
2022-09-27,39.6243
2022-09-28,42.2766
2022-09-29,42.1019
2022-09-30,40.8617
2022-10-01,40.8617
2022-10-02,40.8617
2022-10-03,42.7773
2022-10-04,46.133
2022-10-05,46.0559
2022-10-06,43.3494
2022-10-07,40.6395
2022-10-08,40.6395
2022-10-09,40.6395
2022-10-10,39.3549
2022-10-11,40.486
2022-10-12,39.7197
2022-10-13,42.4348
2022-10-14,40.594
2022-10-15,40.594
2022-10-16,40.594
2022-10-17,44.9773
2022-10-18,48.4733
2022-10-19,48.6695
2022-10-20,45.6661
2022-10-21,50.1097
2022-10-22,50.1097
2022-10-23,50.1097
2022-10-24,51.5693
2022-10-25,54.8611
2022-10-26,55.8923
2022-10-27,57.1042
2022-10-28,57.7537
2022-10-29,57.7537
2022-10-30,57.7537
2022-10-31,58.6794
2022-11-01,59.3535
2022-11-02,55.0871
2022-11-03,56.6933
2022-11-04,58.0203
2022-11-05,58.0203
2022-11-06,58.0203
2022-11-07,58.7045
2022-11-08,60.1646
2022-11-09,58.694
2022-11-10,59.9219
2022-11-11,59.525
2022-11-12,59.525
2022-11-13,59.525
2022-11-14,59.8839
2022-11-15,61.7575
2022-11-16,61.7457
2022-11-17,58.729
2022-11-18,60.21
2022-11-19,60.21
2022-11-20,60.21
2022-11-21,61.1734
2022-11-22,61.6574
2022-11-23,60.0247
2022-11-24,60.0247
2022-11-25,60.553
2022-11-26,60.553
2022-11-27,60.553
2022-11-28,56.5582
2022-11-29,55.7218
2022-11-30,58.3471
2022-12-01,58.5855
2022-12-02,58.6362
2022-12-03,58.6362
2022-12-04,58.6362
2022-12-05,56.6754
2022-12-06,53.5468
2022-12-07,56.0905
2022-12-08,57.1192
2022-12-09,54.8194
2022-12-10,54.8194
2022-12-11,54.8194
2022-12-12,56.4993
2022-12-13,56.5518
2022-12-14,54.7517
2022-12-15,51.4392
2022-12-16,50.4481
2022-12-17,50.4481
2022-12-18,50.4481
2022-12-19,48.8519
2022-12-20,48.8519
2022-12-21,52.5314
2022-12-22,52.3281
2022-12-23,53.4079
2022-12-24,53.4079
2022-12-25,53.4079
2022-12-26,53.4079
2022-12-27,54.8505
2022-12-28,50.6438
2022-12-29,53.902
2022-12-30,52.8763
2022-12-31,52.8763
2023-01-01,52.8763
2023-01-02,52.8763
2023-01-03,54.4235
2023-01-04,56.7529
2023-01-05,56.1876
2023-01-06,60.4255
2023-01-07,60.4255
2023-01-08,60.4255
2023-01-09,60.8834
2023-01-10,61.6025
2023-01-11,63.0093
2023-01-12,63.0093
2023-01-13,63.6629
2023-01-14,63.6629
2023-01-15,63.6629
2023-01-16,63.6629
2023-01-17,64.3439
2023-01-18,61.2657
2023-01-19,58.5141
2023-01-20,60.4633
2023-01-21,60.4633
2023-01-22,60.4633
2023-01-23,61.4052
2023-01-24,61.6376
2023-01-25,61.2307
2023-01-26,63.4023
2023-01-27,65.1389
2023-01-28,65.1389
2023-01-29,65.1389
2023-01-30,64.7268
2023-01-31,67.5243
2023-02-01,69.1967
2023-02-02,70.6888
2023-02-03,71.9683
2023-02-04,71.9683
2023-02-05,71.9683
2023-02-06,69.3049
2023-02-07,69.9941
2023-02-08,68.173
2023-02-09,67.7239
2023-02-10,67.9551
2023-02-11,67.9551
2023-02-12,67.9551
2023-02-13,68.9522
2023-02-14,69.2126
2023-02-15,70.2577
2023-02-16,67.9716
2023-02-17,69.2163
2023-02-18,69.2163
2023-02-19,69.2163
2023-02-20,69.2163
2023-02-21,54.3903
2023-02-22,54.9378
2023-02-23,56.6511
2023-02-24,56.2594
2023-02-25,56.2594
2023-02-26,56.2594
2023-02-27,57.8496
2023-02-28,57.7569
2023-03-01,58.7219
2023-03-02,60.6966
2023-03-03,61.7756
2023-03-04,61.7756
2023-03-05,61.7756
2023-03-06,58.8457
2023-03-07,58.421
2023-03-08,59.4724
2023-03-09,59.0281
2023-03-10,54.0183
2023-03-11,54.0183
2023-03-12,54.0183
2023-03-13,52.9908
2023-03-14,56.187
2023-03-15,50.429
2023-03-16,50.237
2023-03-17,48.4131
2023-03-18,48.4131
