,EBIXQ US Equity
2023-03-20,38.4215
2023-03-21,40.9174
2023-03-22,39.2708
2023-03-23,38.9377
2023-03-24,37.3222
2023-03-25,37.3222
2023-03-26,37.3222
2023-03-27,37.7912
2023-03-28,38.2326
2023-03-29,39.1446
2023-03-30,37.9499
2023-03-31,39.2042
2023-04-01,39.2042
2023-04-02,39.2042
2023-04-03,38.2823
2023-04-04,37.1873
2023-04-05,36.3456
2023-04-06,40.4511
2023-04-07,40.4511
2023-04-08,40.4511
2023-04-09,40.4511
2023-04-10,47.2568
2023-04-11,55.7543
2023-04-12,53.5305
2023-04-13,54.5473
2023-04-14,54.0848
2023-04-15,54.0848
2023-04-16,54.0848
2023-04-17,55.0132
2023-04-18,53.151
2023-04-19,52.9849
2023-04-20,52.3082
2023-04-21,52.6471
2023-04-22,52.6471
2023-04-23,52.6471
2023-04-24,50.2873
2023-04-25,48.265
2023-04-26,48.1848
2023-04-27,49.6837
2023-04-28,49.4277
2023-04-29,49.4277
2023-04-30,49.4277
2023-05-01,48.792
2023-05-02,46.594
2023-05-03,48.1431
2023-05-04,48.6057
2023-05-05,48.427
2023-05-06,48.427
2023-05-07,48.427
2023-05-08,51.0647
2023-05-09,50.8117
2023-05-10,49.1733
2023-05-11,46.7445
2023-05-12,47.2107
2023-05-13,47.2107
2023-05-14,47.2107
2023-05-15,48.2156
2023-05-16,47.1025
2023-05-17,51.4504
2023-05-18,53.5846
2023-05-19,53.5846
2023-05-20,53.5846
2023-05-21,53.5846
2023-05-22,56.6047
2023-05-23,56.1845
2023-05-24,56.2405
2023-05-25,56.585
2023-05-26,60.0047
2023-05-27,60.0047
2023-05-28,60.0047
2023-05-29,60.0047
2023-05-30,60.3127
2023-05-31,60.2726
2023-06-01,58.6623
2023-06-02,61.1078
2023-06-03,61.1078
2023-06-04,61.1078
2023-06-05,59.2355
2023-06-06,60.6934
2023-06-07,64.2743
2023-06-08,64.3869
2023-06-09,64.7774
2023-06-10,64.7774
2023-06-11,64.7774
2023-06-12,65.7155
2023-06-13,67.1291
2023-06-14,64.7554
2023-06-15,64.6694
2023-06-16,64.448
2023-06-17,64.448
2023-06-18,64.448
2023-06-19,64.448
2023-06-20,65.5699
2023-06-21,63.0637
2023-06-22,63.9296
2023-06-23,63.7477
2023-06-24,63.7477
2023-06-25,63.7477
2023-06-26,67.9667
2023-06-27,68.2866
2023-06-28,73.506
2023-06-29,70.5252
2023-06-30,63.9506
2023-07-01,63.9506
2023-07-02,63.9506
2023-07-03,65.9509
2023-07-04,65.9509
2023-07-05,63.909
2023-07-06,55.7655
2023-07-07,59.0373
2023-07-08,59.0373
2023-07-09,59.0373
2023-07-10,60.9616
2023-07-11,59.2345
2023-07-12,60.0339
2023-07-13,59.8926
2023-07-14,58.0278
2023-07-15,58.0278
2023-07-16,58.0278
2023-07-17,63.2316
2023-07-18,63.6655
2023-07-19,63.2082
2023-07-20,60.11
2023-07-21,58.952
2023-07-22,58.952
2023-07-23,58.952
2023-07-24,60.7354
2023-07-25,62.4407
2023-07-26,62.6946
2023-07-27,59.5565
2023-07-28,61.4804
2023-07-29,61.4804
2023-07-30,61.4804
2023-07-31,65.6105
2023-08-01,61.8211
2023-08-02,57.8917
2023-08-03,56.2312
2023-08-04,57.6875
2023-08-05,57.6875
2023-08-06,57.6875
2023-08-07,56.8996
2023-08-08,53.9795
2023-08-09,45.7503
2023-08-10,36.8841
2023-08-11,40.4061
2023-08-12,40.4061
2023-08-13,40.4061
2023-08-14,37.7764
2023-08-15,38.5998
2023-08-16,38.4174
2023-08-17,39.1006
2023-08-18,37.8207
2023-08-19,37.8207
2023-08-20,37.8207
2023-08-21,38.5445
2023-08-22,38.6922
2023-08-23,39.556
2023-08-24,38.6139
2023-08-25,40.7011
2023-08-26,40.7011
2023-08-27,40.7011
2023-08-28,40.6491
2023-08-29,42.2888
2023-08-30,43.0085
2023-08-31,43.583
2023-09-01,43.0295
2023-09-02,43.0295
2023-09-03,43.0295
2023-09-04,43.0295
2023-09-05,41.7401
2023-09-06,41.4594
2023-09-07,41.1431
2023-09-08,41.691
2023-09-09,41.691
2023-09-10,41.691
2023-09-11,42.0482
2023-09-12,40.7412
2023-09-13,39.995
2023-09-14,40.3079
2023-09-15,40.3326
2023-09-16,40.3326
2023-09-17,40.3326
2023-09-18,38.3111
2023-09-19,36.0614
2023-09-20,36.1662
2023-09-21,36.3819
2023-09-22,36.1607
2023-09-23,36.1607
2023-09-24,36.1607
2023-09-25,36.9819
2023-09-26,35.0365
2023-09-27,34.7087
2023-09-28,34.2977
2023-09-29,33.7726
2023-09-30,33.7726
2023-10-01,33.7726
2023-10-02,31.9916
2023-10-03,31.2853
2023-10-04,29.463
2023-10-05,29.9823
2023-10-06,30.5443
2023-10-07,30.5443
2023-10-08,30.5443
2023-10-09,31.4152
2023-10-10,30.3112
2023-10-11,30.9985
2023-10-12,30.4548
2023-10-13,30.2042
2023-10-14,30.2042
2023-10-15,30.2042
2023-10-16,31.0115
2023-10-17,30.8605
2023-10-18,30.3173
2023-10-19,29.8586
2023-10-20,29.3817
2023-10-21,29.3817
2023-10-22,29.3817
2023-10-23,29.3384
2023-10-24,29.5745
2023-10-25,28.6037
2023-10-26,30.012
2023-10-27,29.9357
2023-10-28,29.9357
2023-10-29,29.9357
2023-10-30,31.6448
2023-10-31,32.4965
2023-11-01,30.8633
2023-11-02,33.7765
2023-11-03,34.7674
2023-11-04,34.7674
2023-11-05,34.7674
2023-11-06,34.2829
2023-11-07,33.501
2023-11-08,31.8121
2023-11-09,29.3325
2023-11-10,29.1618
2023-11-11,29.1618
2023-11-12,29.1618
2023-11-13,28.834
2023-11-14,29.8182
2023-11-15,38.6767
2023-11-16,36.2956
2023-11-17,38.2982
2023-11-18,38.2982
2023-11-19,38.2982
2023-11-20,37.972
2023-11-21,37.3376
2023-11-22,37.0059
2023-11-23,37.0059
2023-11-24,37.212
2023-11-25,37.212
2023-11-26,37.212
2023-11-27,36.3991
2023-11-28,36.6161
2023-11-29,37.1045
2023-11-30,35.7071
2023-12-01,37.4227
2023-12-02,37.4227
2023-12-03,37.4227
2023-12-04,37.7843
2023-12-05,36.8483
2023-12-06,36.6961
2023-12-07,39.7155
2023-12-08,41.1999
2023-12-09,41.1999
2023-12-10,41.1999
2023-12-11,40.1765
2023-12-12,39.4395
2023-12-13,40.3359
2023-12-14,43.6509
2023-12-15,42.3181
2023-12-16,42.3181
2023-12-17,42.3181
2023-12-18,33.5073
2023-12-19,35.4893
2023-12-20,35.0681
2023-12-21,35.6235
2023-12-22,35.5509
2023-12-23,35.5509
2023-12-24,35.5509
2023-12-25,35.5509
2023-12-26,34.865
2023-12-27,33.5497
2023-12-28,32.8276
2023-12-29,33.7319
2023-12-30,33.7319
2023-12-31,33.7319
2024-01-01,33.7319
2024-01-02,36.9662
2024-01-03,36.3372
2024-01-04,42.3806
2024-01-05,41.4693
2024-01-06,41.4693
2024-01-07,41.4693
2024-01-08,40.5393
2024-01-09,41.0778
2024-01-10,41.0778
2024-01-11,40.0624
2024-01-12,40.4654
2024-01-13,40.4654
2024-01-14,40.4654
2024-01-15,40.4654
2024-01-16,40.8312
2024-01-17,41.4821
2024-01-18,41.3142
2024-01-19,41.7533
2024-01-20,41.7533
2024-01-21,41.7533
2024-01-22,42.883
2024-01-23,42.4021
2024-01-24,42.2513
2024-01-25,41.3016
2024-01-26,42.2153
2024-01-27,42.2153
2024-01-28,42.2153
2024-01-29,41.7408
2024-01-30,41.4198
2024-01-31,41.0523
2024-02-01,41.2918
2024-02-02,42.4408
2024-02-03,42.4408
2024-02-04,42.4408
2024-02-05,43.7006
2024-02-06,43.0462
2024-02-07,43.3016
2024-02-08,42.9131
2024-02-09,43.8894
2024-02-10,43.8894
2024-02-11,43.8894
2024-02-12,39.805
2024-02-13,39.8715
2024-02-14,38.6989
2024-02-15,38.0652
2024-02-16,38.2815
2024-02-17,38.2815
2024-02-18,38.2815
2024-02-19,38.2815
2024-02-20,37.9615
2024-02-21,37.0015
2024-02-22,37.7766
2024-02-23,38.9424
2024-02-24,38.9424
2024-02-25,38.9424
2024-02-26,38.544
2024-02-27,38.4422
2024-02-28,38.0784
2024-02-29,37.3985
2024-03-01,37.3971
2024-03-02,37.3971
2024-03-03,37.3971
2024-03-04,37.3162
2024-03-05,37.1191
2024-03-06,36.9748
2024-03-07,36.7677
2024-03-08,36.5259
2024-03-09,36.5259
2024-03-10,36.5259
2024-03-11,36.4639
2024-03-12,37.1265
2024-03-13,38.0731
2024-03-14,37.6932
2024-03-15,38.1574
2024-03-16,38.1574
2024-03-17,38.1574
2024-03-18,38.4539
2024-03-19,38.7576
2024-03-20,38.3273
2024-03-21,39.0657
2024-03-22,38.3852
2024-03-23,38.3852
2024-03-24,38.3852
2024-03-25,39.8218
2024-03-26,39.8209
2024-03-27,39.2081
2024-03-28,40.162
2024-03-29,40.162
2024-03-30,40.162
2024-03-31,40.162
2024-04-01,39.5572
2024-04-02,39.1583
2024-04-03,39.2701
2024-04-04,38.8759
2024-04-05,39.6768
2024-04-06,39.6768
2024-04-07,39.6768
2024-04-08,38.661
