,EHC US Equity
2023-03-21,40.1945
2023-03-22,38.5352
2023-03-23,37.3842
2023-03-24,39.2315
2023-03-25,39.2315
2023-03-26,39.2315
2023-03-27,40.5405
2023-03-28,40.1743
2023-03-29,40.1326
2023-03-30,41.7575
2023-03-31,45.0876
2023-04-01,45.0876
2023-04-02,45.0876
2023-04-03,45.0876
2023-04-04,58.5928
2023-04-05,60.2853
2023-04-06,59.4805
2023-04-07,59.4805
2023-04-08,59.4805
2023-04-09,59.4805
2023-04-10,61.0117
2023-04-11,61.8636
2023-04-12,60.5734
2023-04-13,60.9176
2023-04-14,60.8352
2023-04-15,60.8352
2023-04-16,60.8352
2023-04-17,59.5301
2023-04-18,60.1139
2023-04-19,61.1063
2023-04-20,58.493
2023-04-21,62.7396
2023-04-22,62.7396
2023-04-23,62.7396
2023-04-24,62.4606
2023-04-25,61.7787
2023-04-26,62.3806
2023-04-27,61.6714
2023-04-28,62.9601
2023-04-29,62.9601
2023-04-30,62.9601
2023-05-01,63.1945
2023-05-02,60.2225
2023-05-03,59.0499
2023-05-04,59.0706
2023-05-05,57.7182
2023-05-06,57.7182
2023-05-07,57.7182
2023-05-08,57.0279
2023-05-09,54.8164
2023-05-10,54.7286
2023-05-11,55.7791
2023-05-12,54.0297
2023-05-13,54.0297
2023-05-14,54.0297
2023-05-15,52.9922
2023-05-16,51.1349
2023-05-17,52.6375
2023-05-18,54.349
2023-05-19,55.0367
2023-05-20,55.0367
2023-05-21,55.0367
2023-05-22,55.5497
2023-05-23,51.9903
2023-05-24,49.9632
2023-05-25,49.0164
2023-05-26,49.3667
2023-05-27,49.3667
2023-05-28,49.3667
2023-05-29,49.3667
2023-05-30,52.7791
2023-05-31,55.0645
2023-06-01,55.7613
2023-06-02,56.8491
2023-06-03,56.8491
2023-06-04,56.8491
2023-06-05,57.1464
2023-06-06,57.7239
2023-06-07,56.9643
2023-06-08,59.1866
2023-06-09,57.0732
2023-06-10,57.0732
2023-06-11,57.0732
2023-06-12,57.9392
2023-06-13,58.5247
2023-06-14,60.3376
2023-06-15,61.3199
2023-06-16,61.868
2023-06-17,61.868
2023-06-18,61.868
2023-06-19,61.868
2023-06-20,59.6994
2023-06-21,61.9733
2023-06-22,62.5775
2023-06-23,60.1076
2023-06-24,60.1076
2023-06-25,60.1076
2023-06-26,60.7001
2023-06-27,63.2415
2023-06-28,64.2813
2023-06-29,64.6555
2023-06-30,66.4554
2023-07-01,66.4554
2023-07-02,66.4554
2023-07-03,64.2006
2023-07-04,64.2006
2023-07-05,62.8996
2023-07-06,58.6173
2023-07-07,58.7688
2023-07-08,58.7688
2023-07-09,58.7688
2023-07-10,60.7979
2023-07-11,61.6083
2023-07-12,61.9434
2023-07-13,62.284
2023-07-14,62.5071
2023-07-15,62.5071
2023-07-16,62.5071
2023-07-17,63.2077
2023-07-18,62.7313
2023-07-19,65.0127
2023-07-20,65.4878
2023-07-21,57.4923
2023-07-22,57.4923
2023-07-23,57.4923
2023-07-24,57.9749
2023-07-25,60.33
2023-07-26,54.7494
2023-07-27,52.1008
2023-07-28,54.4092
2023-07-29,54.4092
2023-07-30,54.4092
2023-07-31,54.2833
2023-08-01,54.0569
2023-08-02,61.9392
2023-08-03,64.3143
2023-08-04,63.245
2023-08-05,63.245
2023-08-06,63.245
2023-08-07,65.7778
2023-08-08,64.7378
2023-08-09,62.3785
2023-08-10,62.22
2023-08-11,63.2253
2023-08-12,63.2253
2023-08-13,63.2253
2023-08-14,64.5935
2023-08-15,61.948
2023-08-16,60.8655
2023-08-17,56.4257
2023-08-18,57.1252
2023-08-19,57.1252
2023-08-20,57.1252
2023-08-21,58.1249
2023-08-22,56.7269
2023-08-23,58.1235
2023-08-24,54.5394
2023-08-25,55.2076
2023-08-26,55.2076
2023-08-27,55.2076
2023-08-28,57.0542
2023-08-29,59.1369
2023-08-30,59.8763
2023-08-31,58.9868
2023-09-01,58.8309
2023-09-02,58.8309
2023-09-03,58.8309
2023-09-04,58.8309
2023-09-05,56.9623
2023-09-06,56.7757
2023-09-07,55.4298
2023-09-08,54.8666
2023-09-09,54.8666
2023-09-10,54.8666
2023-09-11,53.2496
2023-09-12,50.637
2023-09-13,51.3663
2023-09-14,51.7914
2023-09-15,49.5227
2023-09-16,49.5227
2023-09-17,49.5227
2023-09-18,52.6826
2023-09-19,52.1101
2023-09-20,54.8357
2023-09-21,55.6044
2023-09-22,55.9919
2023-09-23,55.9919
2023-09-24,55.9919
2023-09-25,54.9663
2023-09-26,48.2171
2023-09-27,46.5143
2023-09-28,47.8424
2023-09-29,47.1562
2023-09-30,47.1562
2023-10-01,47.1562
2023-10-02,45.8226
2023-10-03,43.9567
2023-10-04,45.3261
2023-10-05,44.5079
2023-10-06,42.077
2023-10-07,42.077
2023-10-08,42.077
2023-10-09,43.5901
2023-10-10,44.7029
2023-10-11,40.8666
2023-10-12,37.4396
2023-10-13,40.1901
2023-10-14,40.1901
2023-10-15,40.1901
2023-10-16,41.1034
2023-10-17,43.9651
2023-10-18,42.9198
2023-10-19,40.9688
2023-10-20,40.3023
2023-10-21,40.3023
2023-10-22,40.3023
2023-10-23,38.8911
2023-10-24,39.3686
2023-10-25,38.3962
2023-10-26,36.7959
2023-10-27,36.0575
2023-10-28,36.0575
2023-10-29,36.0575
2023-10-30,35.6293
2023-10-31,41.8923
2023-11-01,41.8923
2023-11-02,44.0068
2023-11-03,46.3441
2023-11-04,46.3441
2023-11-05,46.3441
2023-11-06,47.382
2023-11-07,47.2542
2023-11-08,46.3745
2023-11-09,45.1718
2023-11-10,43.3649
2023-11-11,43.3649
2023-11-12,43.3649
2023-11-13,45.0772
2023-11-14,48.7767
2023-11-15,46.7996
2023-11-16,46.6218
2023-11-17,48.0788
2023-11-18,48.0788
2023-11-19,48.0788
2023-11-20,49.8078
2023-11-21,51.2397
2023-11-22,52.8454
2023-11-23,52.8454
2023-11-24,53.1909
2023-11-25,53.1909
2023-11-26,53.1909
2023-11-27,50.0949
2023-11-28,48.604
2023-11-29,47.894
2023-11-30,50.3194
2023-12-01,53.5668
2023-12-02,53.5668
2023-12-03,53.5668
2023-12-04,54.6722
2023-12-05,50.8049
2023-12-06,49.8132
2023-12-07,49.5159
2023-12-08,48.9935
2023-12-09,48.9935
2023-12-10,48.9935
2023-12-11,51.3147
2023-12-12,52.2889
2023-12-13,54.834
2023-12-14,56.1908
2023-12-15,50.4601
2023-12-16,50.4601
2023-12-17,50.4601
2023-12-18,51.6281
2023-12-19,53.478
2023-12-20,51.0285
2023-12-21,52.7744
2023-12-22,54.3398
2023-12-23,54.3398
2023-12-24,54.3398
2023-12-25,54.3398
2023-12-26,54.9945
2023-12-27,55.208
2023-12-28,54.2901
2023-12-29,53.1956
2023-12-30,53.1956
2023-12-31,53.1956
2024-01-01,53.1956
2024-01-02,54.3283
2024-01-03,54.1435
2024-01-04,53.4537
2024-01-05,56.4782
2024-01-06,56.4782
2024-01-07,56.4782
2024-01-08,56.4129
2024-01-09,57.0304
2024-01-10,57.5488
2024-01-11,58.6583
2024-01-12,58.7878
2024-01-13,58.7878
2024-01-14,58.7878
2024-01-15,58.7878
2024-01-16,64.5561
2024-01-17,58.9145
2024-01-18,61.1768
2024-01-19,59.9013
2024-01-20,59.9013
2024-01-21,59.9013
2024-01-22,60.9745
2024-01-23,60.3196
2024-01-24,59.5585
2024-01-25,60.9972
2024-01-26,62.05
2024-01-27,62.05
2024-01-28,62.05
2024-01-29,61.7684
2024-01-30,62.3648
2024-01-31,59.4175
2024-02-01,63.6177
2024-02-02,61.2102
2024-02-03,61.2102
2024-02-04,61.2102
2024-02-05,59.7167
2024-02-06,60.5183
2024-02-07,61.7319
2024-02-08,63.1503
2024-02-09,61.3767
2024-02-10,61.3767
2024-02-11,61.3767
2024-02-12,62.7101
2024-02-13,61.0079
2024-02-14,61.6116
2024-02-15,62.5331
2024-02-16,61.7134
2024-02-17,61.7134
2024-02-18,61.7134
2024-02-19,61.7134
2024-02-20,62.7243
2024-02-21,63.8408
2024-02-22,62.4637
2024-02-23,64.7791
2024-02-24,64.7791
2024-02-25,64.7791
2024-02-26,65.0655
2024-02-27,64.8706
2024-02-28,62.4709
2024-02-29,61.261
2024-03-01,60.5033
2024-03-02,60.5033
2024-03-03,60.5033
2024-03-04,62.1034
2024-03-05,61.8677
2024-03-06,65.8858
2024-03-07,67.4057
2024-03-08,63.8875
2024-03-09,63.8875
2024-03-10,63.8875
2024-03-11,61.4357
2024-03-12,63.9213
2024-03-13,61.0578
2024-03-14,57.7984
2024-03-15,56.6827
2024-03-16,56.6827
2024-03-17,56.6827
2024-03-18,59.4704
2024-03-19,62.0575
2024-03-20,60.2104
2024-03-21,61.477
2024-03-22,59.0392
2024-03-23,59.0392
2024-03-24,59.0392
2024-03-25,57.9262
2024-03-26,59.2159
2024-03-27,61.2048
2024-03-28,69.2486
2024-03-29,69.2486
2024-03-30,69.2486
2024-03-31,69.2486
2024-04-01,70.0796
2024-04-02,66.5588
2024-04-03,66.839
2024-04-04,63.5343
2024-04-05,66.8672
2024-04-06,66.8672
2024-04-07,66.8672
2024-04-08,64.1679
