,CAT US Equity
2020-09-19,60.3971
2020-09-20,60.3971
2020-09-21,54.1267
2020-09-22,55.3625
2020-09-23,53.1098
2020-09-24,53.6451
2020-09-25,54.1933
2020-09-26,54.1933
2020-09-27,54.1933
2020-09-28,55.4461
2020-09-29,55.2078
2020-09-30,56.4554
2020-10-01,54.263
2020-10-02,56.5725
2020-10-03,56.5725
2020-10-04,56.5725
2020-10-05,58.9303
2020-10-06,57.1579
2020-10-07,59.2536
2020-10-08,60.422
2020-10-09,61.7893
2020-10-10,61.7893
2020-10-11,61.7893
2020-10-12,63.8678
2020-10-13,63.3915
2020-10-14,64.2306
2020-10-15,65.0264
2020-10-16,66.9972
2020-10-17,66.9972
2020-10-18,66.9972
2020-10-19,65.7371
2020-10-20,66.5167
2020-10-21,64.8541
2020-10-22,66.1
2020-10-23,66.0569
2020-10-24,66.0569
2020-10-25,66.0569
2020-10-26,60.5488
2020-10-27,55.8229
2020-10-28,50.6089
2020-10-29,52.9718
2020-10-30,54.4987
2020-10-31,54.4987
2020-11-01,54.4987
2020-11-02,58.1705
2020-11-03,60.5129
2020-11-04,52.0181
2020-11-05,56.0447
2020-11-06,54.9522
2020-11-07,54.9522
2020-11-08,54.9522
2020-11-09,59.2979
2020-11-10,59.919
2020-11-11,58.1571
2020-11-12,57.9523
2020-11-13,59.1169
2020-11-14,59.1169
2020-11-15,59.1169
2020-11-16,59.778
2020-11-17,58.9255
2020-11-18,59.3147
2020-11-19,59.3914
2020-11-20,58.9101
2020-11-21,58.9101
2020-11-22,58.9101
2020-11-23,60.1806
2020-11-24,61.2121
2020-11-25,59.5047
2020-11-26,59.5047
2020-11-27,59.7351
2020-11-28,59.7351
2020-11-29,59.7351
2020-11-30,58.5936
2020-12-01,58.3382
2020-12-02,58.6826
2020-12-03,59.1181
2020-12-04,63.1286
2020-12-05,63.1286
2020-12-06,63.1286
2020-12-07,60.3029
2020-12-08,60.3711
2020-12-09,61.026
2020-12-10,60.0084
2020-12-11,60.2557
2020-12-12,60.2557
2020-12-13,60.2557
2020-12-14,59.1888
2020-12-15,61.2983
2020-12-16,59.3711
2020-12-17,59.088
2020-12-18,60.1542
2020-12-19,60.1542
2020-12-20,60.1542
2020-12-21,59.438
2020-12-22,56.3332
2020-12-23,57.5132
2020-12-24,58.2365
2020-12-25,58.2365
2020-12-26,58.2365
2020-12-27,58.2365
2020-12-28,57.1852
2020-12-29,55.6823
2020-12-30,57.9364
2020-12-31,59.1905
2021-01-01,59.1905
2021-01-02,59.1905
2021-01-03,59.1905
2021-01-04,59.273
2021-01-05,60.226
2021-01-06,65.8899
2021-01-07,66.0709
2021-01-08,66.086
2021-01-09,66.086
2021-01-10,66.086
2021-01-11,65.683
2021-01-12,67.5652
2021-01-13,65.889
2021-01-14,66.6717
2021-01-15,63.8799
2021-01-16,63.8799
2021-01-17,63.8799
2021-01-18,63.8799
2021-01-19,64.1439
2021-01-20,62.4169
2021-01-21,62.2656
2021-01-22,62.0066
2021-01-23,62.0066
2021-01-24,62.0066
2021-01-25,57.4565
2021-01-26,57.3335
2021-01-27,51.5548
2021-01-28,54.2447
2021-01-29,53.0136
2021-01-30,53.0136
2021-01-31,53.0136
2021-02-01,54.3567
2021-02-02,59.3333
2021-02-03,58.4436
2021-02-04,58.5661
2021-02-05,59.4012
2021-02-06,59.4012
2021-02-07,59.4012
2021-02-08,62.0121
2021-02-09,61.8549
2021-02-10,62.112
2021-02-11,62.4866
2021-02-12,62.1236
2021-02-13,62.1236
2021-02-14,62.1236
2021-02-15,62.1236
2021-02-16,64.7103
2021-02-17,64.6271
2021-02-18,62.167
2021-02-19,67.5334
2021-02-20,67.5334
2021-02-21,67.5334
2021-02-22,71.0045
2021-02-23,71.8153
2021-02-24,72.6693
2021-02-25,72.0285
2021-02-26,66.4855
2021-02-27,66.4855
2021-02-28,66.4855
2021-03-01,68.1421
2021-03-02,64.7785
2021-03-03,64.0234
2021-03-04,62.2579
2021-03-05,65.6424
2021-03-06,65.6424
2021-03-07,65.6424
2021-03-08,66.2442
2021-03-09,62.4364
2021-03-10,64.3269
2021-03-11,63.3209
2021-03-12,67.1036
2021-03-13,67.1036
2021-03-14,67.1036
2021-03-15,67.7515
2021-03-16,64.5182
2021-03-17,67.2285
2021-03-18,65.1116
2021-03-19,61.454
2021-03-20,61.454
2021-03-21,61.454
2021-03-22,61.755
2021-03-23,56.8656
2021-03-24,58.1793
2021-03-25,59.4733
2021-03-26,61.6095
2021-03-27,61.6095
2021-03-28,61.6095
2021-03-29,61.8944
2021-03-30,63.0223
2021-03-31,62.2163
2021-04-01,62.5723
2021-04-02,62.5723
2021-04-03,62.5723
2021-04-04,62.5723
2021-04-05,62.9747
2021-04-06,60.8334
2021-04-07,60.6735
2021-04-08,60.706
2021-04-09,60.8352
2021-04-10,60.8352
2021-04-11,60.8352
2021-04-12,60.9239
2021-04-13,59.6973
2021-04-14,61.3432
2021-04-15,61.2951
2021-04-16,61.7297
2021-04-17,61.7297
2021-04-18,61.7297
2021-04-19,60.9126
2021-04-20,57.0774
2021-04-21,59.7384
2021-04-22,57.0348
2021-04-23,58.2716
2021-04-24,58.2716
2021-04-25,58.2716
2021-04-26,58.5187
2021-04-27,58.344
2021-04-28,59.4594
2021-04-29,55.6599
2021-04-30,56.045
2021-05-01,56.045
2021-05-02,56.045
2021-05-03,56.0819
2021-05-04,59.1846
2021-05-05,61.5798
2021-05-06,60.9097
2021-05-07,62.9292
2021-05-08,62.9292
2021-05-09,62.9292
2021-05-10,63.7302
2021-05-11,60.9466
2021-05-12,59.3426
2021-05-13,60.824
2021-05-14,61.9504
2021-05-15,61.9504
2021-05-16,61.9504
2021-05-17,63.2461
2021-05-18,58.9319
2021-05-19,56.9673
2021-05-20,55.5814
2021-05-21,56.8802
2021-05-22,56.8802
2021-05-23,56.8802
2021-05-24,57.9045
2021-05-25,56.4633
2021-05-26,56.7829
2021-05-27,58.8491
2021-05-28,58.6865
2021-05-29,58.6865
2021-05-30,58.6865
2021-05-31,58.6865
2021-06-01,59.6552
2021-06-02,60.0588
2021-06-03,60.282
2021-06-04,60.3904
2021-06-05,60.3904
2021-06-06,60.3904
2021-06-07,56.6064
2021-06-08,56.8689
2021-06-09,52.3554
2021-06-10,46.2131
2021-06-11,43.2529
2021-06-12,43.2529
2021-06-13,43.2529
2021-06-14,42.311
2021-06-15,42.655
2021-06-16,41.3512
2021-06-17,37.3882
2021-06-18,37.1067
2021-06-19,37.1067
2021-06-20,37.1067
2021-06-21,40.5224
2021-06-22,40.4806
2021-06-23,41.0003
2021-06-24,45.1657
2021-06-25,43.4339
2021-06-26,43.4339
2021-06-27,43.4339
2021-06-28,43.4111
2021-06-29,42.7344
2021-06-30,44.6641
2021-07-01,44.105
2021-07-02,44.9191
2021-07-03,44.9191
2021-07-04,44.9191
2021-07-05,44.9191
2021-07-06,42.343
2021-07-07,43.2717
2021-07-08,41.7381
2021-07-09,45.8259
2021-07-10,45.8259
2021-07-11,45.8259
2021-07-12,46.6715
2021-07-13,44.5684
2021-07-14,42.4941
2021-07-15,42.3619
2021-07-16,40.4065
2021-07-17,40.4065
2021-07-18,40.4065
2021-07-19,38.403
2021-07-20,42.2477
2021-07-21,44.2896
2021-07-22,43.3901
2021-07-23,43.669
2021-07-24,43.669
2021-07-25,43.669
2021-07-26,44.8094
2021-07-27,44.1135
2021-07-28,45.311
2021-07-29,46.1786
2021-07-30,42.5555
2021-07-31,42.5555
2021-08-01,42.5555
2021-08-02,41.6308
2021-08-03,44.2627
2021-08-04,41.9319
2021-08-05,43.9791
2021-08-06,44.8529
2021-08-07,44.8529
2021-08-08,44.8529
2021-08-09,45.264
2021-08-10,49.0346
2021-08-11,53.853
2021-08-12,52.8853
2021-08-13,51.7539
2021-08-14,51.7539
2021-08-15,51.7539
2021-08-16,51.1707
2021-08-17,48.371
2021-08-18,46.1505
2021-08-19,43.1263
2021-08-20,43.4766
2021-08-21,43.4766
2021-08-22,43.4766
2021-08-23,46.4035
2021-08-24,48.6625
2021-08-25,50.0328
2021-08-26,47.8879
2021-08-27,48.9113
2021-08-28,48.9113
2021-08-29,48.9113
2021-08-30,48.0638
2021-08-31,47.7044
2021-09-01,45.9221
2021-09-02,48.5333
2021-09-03,47.6547
2021-09-04,47.6547
2021-09-05,47.6547
2021-09-06,47.6547
2021-09-07,46.3376
2021-09-08,45.4511
2021-09-09,44.6342
2021-09-10,44.3836
2021-09-11,44.3836
2021-09-12,44.3836
2021-09-13,45.3057
2021-09-14,42.9122
2021-09-15,45.5276
2021-09-16,44.2148
2021-09-17,41.9529
2021-09-18,41.9529
2021-09-19,41.9529
2021-09-20,37.3662
2021-09-21,36.9081
2021-09-22,38.1174
2021-09-23,42.1225
2021-09-24,42.2692
2021-09-25,42.2692
2021-09-26,42.2692
2021-09-27,44.5796
2021-09-28,44.9736
2021-09-29,43.4176
2021-09-30,40.2466
2021-10-01,41.9994
2021-10-02,41.9994
2021-10-03,41.9994
2021-10-04,41.3612
2021-10-05,41.0226
2021-10-06,40.6728
2021-10-07,43.6924
2021-10-08,43.3462
2021-10-09,43.3462
2021-10-10,43.3462
2021-10-11,42.0212
2021-10-12,40.3516
2021-10-13,39.8117
2021-10-14,44.0697
2021-10-15,47.4181
2021-10-16,47.4181
2021-10-17,47.4181
2021-10-18,46.8979
2021-10-19,48.9398
2021-10-20,50.9503
2021-10-21,49.5926
2021-10-22,49.339
2021-10-23,49.339
2021-10-24,49.339
2021-10-25,50.4155
2021-10-26,48.6536
2021-10-27,46.3644
2021-10-28,51.6963
2021-10-29,51.6429
2021-10-30,51.6429
2021-10-31,51.6429
2021-11-01,52.5115
2021-11-02,53.6064
2021-11-03,51.1055
2021-11-04,51.132
2021-11-05,52.6476
2021-11-06,52.6476
2021-11-07,52.6476
2021-11-08,57.6178
2021-11-09,54.4798
2021-11-10,52.3923
2021-11-11,53.4845
2021-11-12,53.9196
2021-11-13,53.9196
2021-11-14,53.9196
2021-11-15,52.8417
2021-11-16,51.2915
2021-11-17,49.6716
2021-11-18,48.6593
2021-11-19,48.0233
2021-11-20,48.0233
2021-11-21,48.0233
2021-11-22,49.3783
2021-11-23,51.3724
2021-11-24,52.5138
2021-11-25,52.5138
2021-11-26,47.0392
2021-11-27,47.0392
2021-11-28,47.0392
2021-11-29,45.3899
2021-11-30,43.9326
2021-12-01,42.8904
2021-12-02,46.5986
2021-12-03,47.2711
2021-12-04,47.2711
2021-12-05,47.2711
2021-12-06,49.536
2021-12-07,51.5229
2021-12-08,51.3275
2021-12-09,51.2873
2021-12-10,50.827
2021-12-11,50.827
2021-12-12,50.827
2021-12-13,49.3166
2021-12-14,49.5901
2021-12-15,50.2382
2021-12-16,52.7385
2021-12-17,49.338
2021-12-18,49.338
2021-12-19,49.338
2021-12-20,45.5936
2021-12-21,47.5783
2021-12-22,50.1148
2021-12-23,52.6162
2021-12-24,52.6162
2021-12-25,52.6162
2021-12-26,52.6162
2021-12-27,52.7252
2021-12-28,52.8747
2021-12-29,53.3265
2021-12-30,52.4114
2021-12-31,52.8533
2022-01-01,52.8533
2022-01-02,52.8533
2022-01-03,53.031
2022-01-04,59.7244
2022-01-05,60.5999
2022-01-06,61.7534
2022-01-07,62.8582
2022-01-08,62.8582
2022-01-09,62.8582
2022-01-10,60.7539
2022-01-11,59.3907
2022-01-12,60.7127
2022-01-13,63.0491
2022-01-14,63.9835
2022-01-15,63.9835
2022-01-16,63.9835
2022-01-17,63.9835
2022-01-18,64.4296
2022-01-19,58.6634
2022-01-20,55.0525
2022-01-21,53.3375
2022-01-22,53.3375
2022-01-23,53.3375
2022-01-24,53.4791
2022-01-25,53.4651
2022-01-26,53.4507
2022-01-27,51.9104
2022-01-28,44.9512
2022-01-29,44.9512
2022-01-30,44.9512
2022-01-31,45.2272
2022-02-01,47.7926
2022-02-02,47.5434
2022-02-03,44.9698
2022-02-04,43.7423
2022-02-05,43.7423
2022-02-06,43.7423
2022-02-07,44.7514
2022-02-08,45.9464
2022-02-09,47.4171
2022-02-10,47.0827
2022-02-11,45.9256
2022-02-12,45.9256
2022-02-13,45.9256
2022-02-14,45.0801
2022-02-15,47.6782
2022-02-16,47.845
2022-02-17,42.431
2022-02-18,40.9291
2022-02-19,40.9291
2022-02-20,40.9291
2022-02-21,40.9291
2022-02-22,40.5354
2022-02-23,38.2032
2022-02-24,37.2366
2022-02-25,39.1432
2022-02-26,39.1432
2022-02-27,39.1432
2022-02-28,39.5599
2022-03-01,37.1556
2022-03-02,44.3583
2022-03-03,45.8293
2022-03-04,46.3598
2022-03-05,46.3598
2022-03-06,46.3598
2022-03-07,47.0485
2022-03-08,54.7372
2022-03-09,54.6015
2022-03-10,55.6407
2022-03-11,57.1743
2022-03-12,57.1743
2022-03-13,57.1743
2022-03-14,57.4795
2022-03-15,57.9972
2022-03-16,57.7263
2022-03-17,60.5456
2022-03-18,59.9641
2022-03-19,59.9641
2022-03-20,59.9641
2022-03-21,61.3261
2022-03-22,60.5649
2022-03-23,60.1478
2022-03-24,60.1688
2022-03-25,60.7839
2022-03-26,60.7839
2022-03-27,60.7839
2022-03-28,59.5351
2022-03-29,58.864
2022-03-30,60.0376
2022-03-31,59.8126
2022-04-01,57.2107
2022-04-02,57.2107
2022-04-03,57.2107
2022-04-04,57.8574
2022-04-05,53.9712
2022-04-06,54.0977
2022-04-07,53.8479
2022-04-08,54.6378
2022-04-09,54.6378
2022-04-10,54.6378
2022-04-11,53.8115
2022-04-12,54.2858
2022-04-13,55.4296
2022-04-14,61.4865
2022-04-15,61.4865
2022-04-16,61.4865
2022-04-17,61.4865
2022-04-18,62.6478
2022-04-19,63.8452
2022-04-20,65.3433
2022-04-21,63.0212
2022-04-22,51.5257
2022-04-23,51.5257
2022-04-24,51.5257
2022-04-25,51.7658
2022-04-26,47.8427
2022-04-27,50.0808
2022-04-28,49.1743
2022-04-29,48.0495
2022-04-30,48.0495
2022-05-01,48.0495
2022-05-02,49.0209
2022-05-03,50.0006
2022-05-04,55.1595
2022-05-05,51.1091
2022-05-06,50.3737
2022-05-07,50.3737
2022-05-08,50.3737
2022-05-09,45.9102
2022-05-10,44.3071
2022-05-11,45.6284
2022-05-12,44.5546
2022-05-13,45.348
2022-05-14,45.348
2022-05-15,45.348
2022-05-16,47.0717
2022-05-17,50.4095
2022-05-18,47.6936
2022-05-19,47.0923
2022-05-20,42.8569
2022-05-21,42.8569
2022-05-22,42.8569
2022-05-23,46.3886
2022-05-24,47.1888
2022-05-25,49.106
2022-05-26,50.9579
2022-05-27,52.9549
2022-05-28,52.9549
2022-05-29,52.9549
2022-05-30,52.9549
2022-05-31,52.2705
2022-06-01,53.1065
2022-06-02,54.277
2022-06-03,55.6438
2022-06-04,55.6438
2022-06-05,55.6438
2022-06-06,55.9864
2022-06-07,57.597
2022-06-08,58.8102
2022-06-09,55.107
2022-06-10,50.5468
2022-06-11,50.5468
2022-06-12,50.5468
2022-06-13,46.6432
2022-06-14,46.5581
2022-06-15,46.241
2022-06-16,41.4913
2022-06-17,40.6627
2022-06-18,40.6627
2022-06-19,40.6627
2022-06-20,40.6627
2022-06-21,42.716
2022-06-22,39.4802
2022-06-23,36.4191
2022-06-24,40.0021
2022-06-25,40.0021
2022-06-26,40.0021
2022-06-27,41.0601
2022-06-28,41.0067
2022-06-29,39.5993
2022-06-30,37.9916
2022-07-01,37.8334
2022-07-02,37.8334
2022-07-03,37.8334
2022-07-04,37.8334
2022-07-05,36.3251
2022-07-06,35.8517
2022-07-07,40.2765
2022-07-08,39.8555
2022-07-09,39.8555
2022-07-10,39.8555
2022-07-11,38.4189
2022-07-12,38.2337
2022-07-13,38.0119
2022-07-14,36.6193
2022-07-15,38.6544
2022-07-16,38.6544
2022-07-17,38.6544
2022-07-18,38.7195
2022-07-19,42.8537
2022-07-20,43.1184
2022-07-21,43.6916
2022-07-22,42.6583
2022-07-23,42.6583
2022-07-24,42.6583
2022-07-25,44.4864
2022-07-26,44.2212
2022-07-27,46.5075
2022-07-28,47.9299
2022-07-29,53.1138
2022-07-30,53.1138
2022-07-31,53.1138
2022-08-01,51.3903
2022-08-02,46.198
2022-08-03,45.9273
2022-08-04,46.3188
2022-08-05,47.2172
2022-08-06,47.2172
2022-08-07,47.2172
2022-08-08,47.4356
2022-08-09,47.5532
2022-08-10,50.0192
2022-08-11,51.6634
2022-08-12,53.047
2022-08-13,53.047
2022-08-14,53.047
2022-08-15,52.5593
2022-08-16,53.3421
2022-08-17,52.4356
2022-08-18,53.1708
2022-08-19,52.1433
2022-08-20,52.1433
2022-08-21,52.1433
2022-08-22,49.9519
2022-08-23,52.8605
2022-08-24,51.1399
2022-08-25,53.5599
2022-08-26,49.7976
2022-08-27,49.7976
2022-08-28,49.7976
2022-08-29,49.7249
2022-08-30,47.2581
2022-08-31,46.1665
2022-09-01,45.0702
2022-09-02,44.2984
2022-09-03,44.2984
2022-09-04,44.2984
2022-09-05,44.2984
2022-09-06,44.2157
2022-09-07,44.3421
2022-09-08,45.7977
2022-09-09,49.5745
2022-09-10,49.5745
2022-09-11,49.5745
2022-09-12,51.1894
2022-09-13,46.8723
2022-09-14,47.0664
2022-09-15,45.9628
2022-09-16,44.4553
2022-09-17,44.4553
2022-09-18,44.4553
2022-09-19,46.0553
2022-09-20,44.0087
2022-09-21,41.23
2022-09-22,40.6151
2022-09-23,37.9745
2022-09-24,37.9745
2022-09-25,37.9745
2022-09-26,37.3299
2022-09-27,37.2572
2022-09-28,40.7828
2022-09-29,39.9705
2022-09-30,39.1805
2022-10-01,39.1805
2022-10-02,39.1805
2022-10-03,43.7024
2022-10-04,48.3679
2022-10-05,47.7586
2022-10-06,47.9917
2022-10-07,47.3512
2022-10-08,47.3512
2022-10-09,47.3512
2022-10-10,47.9895
2022-10-11,48.611
2022-10-12,48.4723
2022-10-13,50.5956
2022-10-14,47.8233
2022-10-15,47.8233
2022-10-16,47.8233
2022-10-17,49.3375
2022-10-18,50.8909
2022-10-19,51.3732
2022-10-20,49.127
2022-10-21,54.9003
2022-10-22,54.9003
2022-10-23,54.9003
2022-10-24,55.4198
2022-10-25,57.0956
2022-10-26,58.072
2022-10-27,64.1205
2022-10-28,66.4922
2022-10-29,66.4922
2022-10-30,66.4922
2022-10-31,64.7219
2022-11-01,65.397
2022-11-02,62.9769
2022-11-03,64.5925
2022-11-04,67.2806
2022-11-05,67.2806
2022-11-06,67.2806
2022-11-07,67.5064
2022-11-08,67.8685
2022-11-09,65.1938
2022-11-10,67.348
2022-11-11,68.5262
2022-11-12,68.5262
2022-11-13,68.5262
2022-11-14,68.5291
2022-11-15,67.3006
2022-11-16,65.9119
2022-11-17,64.6526
2022-11-18,64.9985
2022-11-19,64.9985
2022-11-20,64.9985
2022-11-21,65.2613
2022-11-22,67.0235
2022-11-23,66.7894
2022-11-24,66.7894
2022-11-25,65.9345
2022-11-26,65.9345
2022-11-27,65.9345
2022-11-28,63.588
2022-11-29,64.6669
2022-11-30,65.1555
2022-12-01,64.6394
2022-12-02,64.8156
2022-12-03,64.8156
2022-12-04,64.8156
2022-12-05,62.2208
2022-12-06,59.2699
2022-12-07,59.5895
2022-12-08,60.4913
2022-12-09,57.9865
2022-12-10,57.9865
2022-12-11,57.9865
2022-12-12,60.6648
2022-12-13,61.7277
2022-12-14,61.0187
2022-12-15,58.3947
2022-12-16,59.3694
2022-12-17,59.3694
2022-12-18,59.3694
2022-12-19,59.0706
2022-12-20,60.436
2022-12-21,63.3599
2022-12-22,60.4228
2022-12-23,61.4508
2022-12-24,61.4508
2022-12-25,61.4508
2022-12-26,61.4508
2022-12-27,62.8516
2022-12-28,60.2474
2022-12-29,60.6156
2022-12-30,60.1657
2022-12-31,60.1657
2023-01-01,60.1657
2023-01-02,60.1657
2023-01-03,59.6789
2023-01-04,60.8734
2023-01-05,60.0716
2023-01-06,63.9713
2023-01-07,63.9713
2023-01-08,63.9713
2023-01-09,62.3273
2023-01-10,63.9898
2023-01-11,64.0825
2023-01-12,65.8759
2023-01-13,67.1993
2023-01-14,67.1993
2023-01-15,67.1993
2023-01-16,67.1993
2023-01-17,65.4941
2023-01-18,62.9119
2023-01-19,58.7999
2023-01-20,60.5972
2023-01-21,60.5972
2023-01-22,60.5972
2023-01-23,61.8955
2023-01-24,63.9154
2023-01-25,64.2468
2023-01-26,65.6921
2023-01-27,66.6103
2023-01-28,66.6103
2023-01-29,66.6103
2023-01-30,64.3715
2023-01-31,58.2369
2023-02-01,56.5717
2023-02-02,53.8824
2023-02-03,55.2392
2023-02-04,55.2392
2023-02-05,55.2392
2023-02-06,56.9171
2023-02-07,55.8752
2023-02-08,55.4042
2023-02-09,53.8643
2023-02-10,54.5654
2023-02-11,54.5654
2023-02-12,54.5654
2023-02-13,54.8107
2023-02-14,52.4956
2023-02-15,54.7593
2023-02-16,53.4361
2023-02-17,54.1045
2023-02-18,54.1045
2023-02-19,54.1045
2023-02-20,54.1045
2023-02-21,49.9685
2023-02-22,48.4426
2023-02-23,48.4773
2023-02-24,47.4982
2023-02-25,47.4982
2023-02-26,47.4982
2023-02-27,49.7456
2023-02-28,49.4982
2023-03-01,54.4663
2023-03-02,56.1825
2023-03-03,57.6548
2023-03-04,57.6548
2023-03-05,57.6548
2023-03-06,56.8157
2023-03-07,52.184
2023-03-08,53.4751
2023-03-09,49.3305
2023-03-10,43.1159
2023-03-11,43.1159
2023-03-12,43.1159
2023-03-13,42.2051
2023-03-14,42.7306
2023-03-15,39.5085
2023-03-16,40.3113
2023-03-17,38.9469
2023-03-18,38.9469
