,PAYX US Equity
2020-10-04,57.0662
2020-10-05,60.1515
2020-10-06,55.9893
2020-10-07,57.626
2020-10-08,59.8239
2020-10-09,60.2777
2020-10-10,60.2777
2020-10-11,60.2777
2020-10-12,61.1175
2020-10-13,61.0956
2020-10-14,62.9371
2020-10-15,60.5902
2020-10-16,61.2252
2020-10-17,61.2252
2020-10-18,61.2252
2020-10-19,57.3984
2020-10-20,57.9274
2020-10-21,58.4459
2020-10-22,60.4762
2020-10-23,61.9367
2020-10-24,61.9367
2020-10-25,61.9367
2020-10-26,56.629
2020-10-27,55.5665
2020-10-28,52.2824
2020-10-29,55.7761
2020-10-30,56.384
2020-10-31,56.384
2020-11-01,56.384
2020-11-02,57.8812
2020-11-03,62.0404
2020-11-04,60.0523
2020-11-05,61.4049
2020-11-06,63.0601
2020-11-07,63.0601
2020-11-08,63.0601
2020-11-09,65.8057
2020-11-10,66.5071
2020-11-11,66.769
2020-11-12,64.4431
2020-11-13,66.006
2020-11-14,66.006
2020-11-15,66.006
2020-11-16,67.273
2020-11-17,66.0007
2020-11-18,64.7933
2020-11-19,64.9921
2020-11-20,62.0913
2020-11-21,62.0913
2020-11-22,62.0913
2020-11-23,63.6418
2020-11-24,65.5696
2020-11-25,64.3463
2020-11-26,64.3463
2020-11-27,64.6261
2020-11-28,64.6261
2020-11-29,64.6261
2020-11-30,64.1677
2020-12-01,64.6743
2020-12-02,63.0445
2020-12-03,63.6431
2020-12-04,65.0698
2020-12-05,65.0698
2020-12-06,65.0698
2020-12-07,63.057
2020-12-08,62.5781
2020-12-09,62.3333
2020-12-10,58.3003
2020-12-11,59.0009
2020-12-12,59.0009
2020-12-13,59.0009
2020-12-14,57.9723
2020-12-15,61.1205
2020-12-16,62.3666
2020-12-17,63.8702
2020-12-18,65.4091
2020-12-19,65.4091
2020-12-20,65.4091
2020-12-21,64.6687
2020-12-22,64.7188
2020-12-23,59.8284
2020-12-24,60.2602
2020-12-25,60.2602
2020-12-26,60.2602
2020-12-27,60.2602
2020-12-28,59.3868
2020-12-29,56.97
2020-12-30,54.9748
2020-12-31,56.6097
2021-01-01,56.6097
2021-01-02,56.6097
2021-01-03,56.6097
2021-01-04,51.3768
2021-01-05,50.7913
2021-01-06,52.6469
2021-01-07,53.26
2021-01-08,54.0537
2021-01-09,54.0537
2021-01-10,54.0537
2021-01-11,52.147
2021-01-12,51.6298
2021-01-13,49.5249
2021-01-14,46.9797
2021-01-15,47.5412
2021-01-16,47.5412
2021-01-17,47.5412
2021-01-18,47.5412
2021-01-19,47.4892
2021-01-20,49.3619
2021-01-21,46.2782
2021-01-22,45.1571
2021-01-23,45.1571
2021-01-24,45.1571
2021-01-25,45.3384
2021-01-26,46.0963
2021-01-27,46.0071
2021-01-28,49.6544
2021-01-29,47.5293
2021-01-30,47.5293
2021-01-31,47.5293
2021-02-01,51.2456
2021-02-02,53.3681
2021-02-03,52.2584
2021-02-04,54.98
2021-02-05,55.0613
2021-02-06,55.0613
2021-02-07,55.0613
2021-02-08,55.1953
2021-02-09,53.5046
2021-02-10,52.6101
2021-02-11,52.2813
2021-02-12,50.4665
2021-02-13,50.4665
2021-02-14,50.4665
2021-02-15,50.4665
2021-02-16,49.2736
2021-02-17,50.0472
2021-02-18,54.053
2021-02-19,51.9396
2021-02-20,51.9396
2021-02-21,51.9396
2021-02-22,52.2024
2021-02-23,53.1303
2021-02-24,57.4544
2021-02-25,53.4438
2021-02-26,52.7793
2021-02-27,52.7793
2021-02-28,52.7793
2021-03-01,55.6012
2021-03-02,54.3805
2021-03-03,51.2152
2021-03-04,49.1301
2021-03-05,53.803
2021-03-06,53.803
2021-03-07,53.803
2021-03-08,55.4307
2021-03-09,57.373
2021-03-10,57.5854
2021-03-11,58.2456
2021-03-12,58.3767
2021-03-13,58.3767
2021-03-14,58.3767
2021-03-15,61.8221
2021-03-16,62.1975
2021-03-17,62.0669
2021-03-18,60.5537
2021-03-19,57.5058
2021-03-20,57.5058
2021-03-21,57.5058
2021-03-22,58.6058
2021-03-23,57.7078
2021-03-24,58.9339
2021-03-25,60.8889
2021-03-26,64.1697
2021-03-27,64.1697
2021-03-28,64.1697
2021-03-29,62.9937
2021-03-30,60.754
2021-03-31,58.2837
2021-04-01,59.3299
2021-04-02,59.3299
2021-04-03,59.3299
2021-04-04,59.3299
2021-04-05,61.4901
2021-04-06,52.5714
2021-04-07,51.6151
2021-04-08,53.3839
2021-04-09,53.8381
2021-04-10,53.8381
2021-04-11,53.8381
2021-04-12,52.987
2021-04-13,53.6264
2021-04-14,54.3288
2021-04-15,53.5434
2021-04-16,55.3494
2021-04-17,55.3494
2021-04-18,55.3494
2021-04-19,53.4178
2021-04-20,55.0555
2021-04-21,56.105
2021-04-22,56.1945
2021-04-23,57.609
2021-04-24,57.609
2021-04-25,57.609
2021-04-26,56.8494
2021-04-27,57.2636
2021-04-28,54.7083
2021-04-29,57.05
2021-04-30,53.5017
2021-05-01,53.5017
2021-05-02,53.5017
2021-05-03,55.8969
2021-05-04,58.3296
2021-05-05,57.5657
2021-05-06,59.2363
2021-05-07,58.102
2021-05-08,58.102
2021-05-09,58.102
2021-05-10,56.9926
2021-05-11,55.5395
2021-05-12,50.7395
2021-05-13,54.0817
2021-05-14,56.2949
2021-05-15,56.2949
2021-05-16,56.2949
2021-05-17,55.8367
2021-05-18,54.5129
2021-05-19,54.1411
2021-05-20,56.6603
2021-05-21,56.8445
2021-05-22,56.8445
2021-05-23,56.8445
2021-05-24,58.4473
2021-05-25,56.9129
2021-05-26,55.9629
2021-05-27,56.3996
2021-05-28,56.7969
2021-05-29,56.7969
2021-05-30,56.7969
2021-05-31,56.7969
2021-06-01,56.4896
2021-06-02,57.8878
2021-06-03,57.8446
2021-06-04,58.9539
2021-06-05,58.9539
2021-06-06,58.9539
2021-06-07,57.1535
2021-06-08,59.1908
2021-06-09,60.0355
2021-06-10,61.8334
2021-06-11,62.1392
2021-06-12,62.1392
2021-06-13,62.1392
2021-06-14,60.9131
2021-06-15,60.5496
2021-06-16,59.2808
2021-06-17,59.9815
2021-06-18,54.8235
2021-06-19,54.8235
2021-06-20,54.8235
2021-06-21,57.6093
2021-06-22,57.5421
2021-06-23,57.1288
2021-06-24,58.549
2021-06-25,60.7067
2021-06-26,60.7067
2021-06-27,60.7067
2021-06-28,62.6714
2021-06-29,63.5843
2021-06-30,62.9773
2021-07-01,64.6777
2021-07-02,65.0467
2021-07-03,65.0467
2021-07-04,65.0467
2021-07-05,65.0467
2021-07-06,64.6169
2021-07-07,66.3969
2021-07-08,66.9653
2021-07-09,69.1755
2021-07-10,69.1755
2021-07-11,69.1755
2021-07-12,68.5262
2021-07-13,68.4107
2021-07-14,69.3462
2021-07-15,69.7957
2021-07-16,67.3325
2021-07-17,67.3325
2021-07-18,67.3325
2021-07-19,60.7344
2021-07-20,62.3757
2021-07-21,63.7635
2021-07-22,62.6076
2021-07-23,64.5433
2021-07-24,64.5433
2021-07-25,64.5433
2021-07-26,65.1558
2021-07-27,65.9207
2021-07-28,64.6965
2021-07-29,65.9467
2021-07-30,67.1433
2021-07-31,67.1433
2021-08-01,67.1433
2021-08-02,65.5181
2021-08-03,67.6939
2021-08-04,66.1981
2021-08-05,67.6234
2021-08-06,67.7721
2021-08-07,67.7721
2021-08-08,67.7721
2021-08-09,67.1055
2021-08-10,68.0799
2021-08-11,69.2935
2021-08-12,68.5363
2021-08-13,69.4481
2021-08-14,69.4481
2021-08-15,69.4481
2021-08-16,70.8009
2021-08-17,67.3241
2021-08-18,61.0412
2021-08-19,61.9093
2021-08-20,62.163
2021-08-21,62.163
2021-08-22,62.163
2021-08-23,62.2443
2021-08-24,59.142
2021-08-25,58.9874
2021-08-26,56.8351
2021-08-27,58.6557
2021-08-28,58.6557
2021-08-29,58.6557
2021-08-30,58.93
2021-08-31,58.7955
2021-09-01,56.5266
2021-09-02,56.7298
2021-09-03,56.4025
2021-09-04,56.4025
2021-09-05,56.4025
2021-09-06,56.4025
2021-09-07,50.59
2021-09-08,52.3493
2021-09-09,50.5569
2021-09-10,48.2911
2021-09-11,48.2911
2021-09-12,48.2911
2021-09-13,46.4948
2021-09-14,46.9987
2021-09-15,47.1214
2021-09-16,46.3666
2021-09-17,45.0706
2021-09-18,45.0706
2021-09-19,45.0706
2021-09-20,44.204
2021-09-21,44.535
2021-09-22,46.8973
2021-09-23,49.3103
2021-09-24,48.5098
2021-09-25,48.5098
2021-09-26,48.5098
2021-09-27,45.6958
2021-09-28,41.4974
2021-09-29,44.3988
2021-09-30,54.0756
2021-10-01,58.4649
2021-10-02,58.4649
2021-10-03,58.4649
2021-10-04,58.1667
2021-10-05,60.852
2021-10-06,62.5072
2021-10-07,63.3032
2021-10-08,63.3434
2021-10-09,63.3434
2021-10-10,63.3434
2021-10-11,60.3097
2021-10-12,60.2872
2021-10-13,60.4851
2021-10-14,62.408
2021-10-15,62.9857
2021-10-16,62.9857
2021-10-17,62.9857
2021-10-18,64.3462
2021-10-19,66.5954
2021-10-20,66.6977
2021-10-21,67.3314
2021-10-22,69.0593
2021-10-23,69.0593
2021-10-24,69.0593
2021-10-25,67.4919
2021-10-26,67.9384
2021-10-27,65.1604
2021-10-28,66.3533
2021-10-29,67.1248
2021-10-30,67.1248
2021-10-31,67.1248
2021-11-01,62.809
2021-11-02,65.3215
2021-11-03,65.348
2021-11-04,65.7402
2021-11-05,66.9285
2021-11-06,66.9285
2021-11-07,66.9285
2021-11-08,63.256
2021-11-09,62.7122
2021-11-10,62.922
2021-11-11,63.3639
2021-11-12,65.142
2021-11-13,65.142
2021-11-14,65.142
2021-11-15,64.8165
2021-11-16,65.6595
2021-11-17,66.814
2021-11-18,65.8408
2021-11-19,64.3578
2021-11-20,64.3578
2021-11-21,64.3578
2021-11-22,62.6454
2021-11-23,64.3965
2021-11-24,63.2982
2021-11-25,63.2982
2021-11-26,56.5678
2021-11-27,56.5678
2021-11-28,56.5678
2021-11-29,58.7747
2021-11-30,49.5557
2021-12-01,47.1893
2021-12-02,52.0148
2021-12-03,50.5887
2021-12-04,50.5887
2021-12-05,50.5887
2021-12-06,53.8676
2021-12-07,55.5854
2021-12-08,55.4252
2021-12-09,54.1347
2021-12-10,56.9165
2021-12-11,56.9165
2021-12-12,56.9165
2021-12-13,57.1256
2021-12-14,53.5922
2021-12-15,57.5241
2021-12-16,56.4308
2021-12-17,55.1233
2021-12-18,55.1233
2021-12-19,55.1233
2021-12-20,54.9673
2021-12-21,58.5166
2021-12-22,65.8963
2021-12-23,66.6266
2021-12-24,66.6266
2021-12-25,66.6266
2021-12-26,66.6266
2021-12-27,67.8287
2021-12-28,68.0076
2021-12-29,69.2939
2021-12-30,67.5852
2021-12-31,67.6296
2022-01-01,67.6296
2022-01-02,67.6296
2022-01-03,64.0195
2022-01-04,63.5609
2022-01-05,59.2387
2022-01-06,57.8246
2022-01-07,54.842
2022-01-08,54.842
2022-01-09,54.842
2022-01-10,51.6633
2022-01-11,54.3175
2022-01-12,53.6359
2022-01-13,51.3892
2022-01-14,49.2798
2022-01-15,49.2798
2022-01-16,49.2798
2022-01-17,49.2798
2022-01-18,46.8741
2022-01-19,44.8506
2022-01-20,44.5342
2022-01-21,41.9949
2022-01-22,41.9949
2022-01-23,41.9949
2022-01-24,44.0161
2022-01-25,42.589
2022-01-26,37.6186
2022-01-27,35.9733
2022-01-28,41.8693
2022-01-29,41.8693
2022-01-30,41.8693
2022-01-31,44.781
2022-02-01,45.1785
2022-02-02,47.49
2022-02-03,46.2358
2022-02-04,47.4419
2022-02-05,47.4419
2022-02-06,47.4419
2022-02-07,47.5115
2022-02-08,48.7405
2022-02-09,52.1615
2022-02-10,48.141
2022-02-11,46.6915
2022-02-12,46.6915
2022-02-13,46.6915
2022-02-14,46.267
2022-02-15,48.1165
2022-02-16,48.0221
2022-02-17,44.3511
2022-02-18,43.869
2022-02-19,43.869
2022-02-20,43.869
2022-02-21,43.869
2022-02-22,43.6285
2022-02-23,41.7532
2022-02-24,44.4717
2022-02-25,47.7685
2022-02-26,47.7685
2022-02-27,47.7685
2022-02-28,48.2371
2022-03-01,46.6798
2022-03-02,49.8207
2022-03-03,49.8638
2022-03-04,53.1582
2022-03-05,53.1582
2022-03-06,53.1582
2022-03-07,51.8532
2022-03-08,47.7298
2022-03-09,51.6012
2022-03-10,51.489
2022-03-11,49.8587
2022-03-12,49.8587
2022-03-13,49.8587
2022-03-14,49.1543
2022-03-15,51.1238
2022-03-16,53.7455
2022-03-17,54.7301
2022-03-18,56.9535
2022-03-19,56.9535
2022-03-20,56.9535
2022-03-21,55.3077
2022-03-22,56.0144
2022-03-23,53.7124
2022-03-24,55.8522
2022-03-25,56.7033
2022-03-26,56.7033
2022-03-27,56.7033
2022-03-28,57.7118
2022-03-29,59.926
2022-03-30,63.1939
2022-03-31,62.6845
2022-04-01,64.3816
2022-04-02,64.3816
2022-04-03,64.3816
2022-04-04,64.6863
2022-04-05,64.6083
2022-04-06,66.0066
2022-04-07,64.1655
2022-04-08,63.4412
2022-04-09,63.4412
2022-04-10,63.4412
2022-04-11,60.3043
2022-04-12,59.9912
2022-04-13,61.0783
2022-04-14,59.5336
2022-04-15,59.5336
2022-04-16,59.5336
2022-04-17,59.5336
2022-04-18,58.338
2022-04-19,59.8552
2022-04-20,61.6868
2022-04-21,59.9779
2022-04-22,52.0422
2022-04-23,52.0422
2022-04-24,52.0422
2022-04-25,52.875
2022-04-26,50.133
2022-04-27,51.2591
2022-04-28,52.8551
2022-04-29,47.518
2022-04-30,47.518
2022-05-01,47.518
2022-05-02,48.3927
2022-05-03,49.2487
2022-05-04,52.7778
2022-05-05,46.11
2022-05-06,45.7835
2022-05-07,45.7835
2022-05-08,45.7835
2022-05-09,42.938
2022-05-10,42.8389
2022-05-11,42.0305
2022-05-12,41.8192
2022-05-13,43.5998
2022-05-14,43.5998
2022-05-15,43.5998
2022-05-16,43.9727
2022-05-17,45.5432
2022-05-18,42.2597
2022-05-19,41.0868
2022-05-20,42.621
2022-05-21,42.621
2022-05-22,42.621
2022-05-23,43.5197
2022-05-24,43.2252
2022-05-25,43.3859
2022-05-26,46.7232
2022-05-27,49.4869
2022-05-28,49.4869
2022-05-29,49.4869
2022-05-30,49.4869
2022-05-31,49.2575
2022-06-01,47.8171
2022-06-02,51.2809
2022-06-03,51.1476
2022-06-04,51.1476
2022-06-05,51.1476
2022-06-06,51.2599
2022-06-07,52.0393
2022-06-08,50.8594
2022-06-09,47.927
2022-06-10,46.1206
2022-06-11,46.1206
2022-06-12,46.1206
2022-06-13,43.1967
2022-06-14,43.4785
2022-06-15,44.009
2022-06-16,40.6083
2022-06-17,39.9829
2022-06-18,39.9829
2022-06-19,39.9829
2022-06-20,39.9829
2022-06-21,43.6199
2022-06-22,43.0847
2022-06-23,44.8926
2022-06-24,49.9092
2022-06-25,49.9092
2022-06-26,49.9092
2022-06-27,50.1202
2022-06-28,47.6123
2022-06-29,43.535
2022-06-30,42.7963
2022-07-01,45.2385
2022-07-02,45.2385
2022-07-03,45.2385
2022-07-04,45.2385
2022-07-05,44.6134
2022-07-06,45.9818
2022-07-07,45.6072
2022-07-08,45.891
2022-07-09,45.891
2022-07-10,45.891
2022-07-11,45.3835
2022-07-12,44.1896
2022-07-13,42.9027
2022-07-14,42.7322
2022-07-15,44.8413
2022-07-16,44.8413
2022-07-17,44.8413
2022-07-18,44.4678
2022-07-19,49.3429
2022-07-20,50.4531
2022-07-21,52.1337
2022-07-22,52.5051
2022-07-23,52.5051
2022-07-24,52.5051
2022-07-25,51.5294
2022-07-26,51.219
2022-07-27,55.239
2022-07-28,57.706
2022-07-29,57.7144
2022-07-30,57.7144
2022-07-31,57.7144
2022-08-01,55.76
2022-08-02,55.5083
2022-08-03,57.8433
2022-08-04,57.366
2022-08-05,58.2394
2022-08-06,58.2394
2022-08-07,58.2394
2022-08-08,59.4239
2022-08-09,59.4239
2022-08-10,61.7841
2022-08-11,60.753
2022-08-12,63.6389
2022-08-13,63.6389
2022-08-14,63.6389
2022-08-15,65.5208
2022-08-16,65.6366
2022-08-17,65.8666
2022-08-18,66.2733
2022-08-19,65.275
2022-08-20,65.275
2022-08-21,65.275
2022-08-22,61.6206
2022-08-23,60.3325
2022-08-24,60.4054
2022-08-25,58.9765
2022-08-26,52.3679
2022-08-27,52.3679
2022-08-28,52.3679
2022-08-29,50.4875
2022-08-30,47.4819
2022-08-31,46.5951
2022-09-01,47.6297
2022-09-02,44.3574
2022-09-03,44.3574
2022-09-04,44.3574
2022-09-05,44.3574
2022-09-06,45.1831
2022-09-07,47.7692
2022-09-08,49.2088
2022-09-09,50.8933
2022-09-10,50.8933
2022-09-11,50.8933
2022-09-12,51.4142
2022-09-13,46.1023
2022-09-14,45.2457
2022-09-15,43.2863
2022-09-16,44.6119
2022-09-17,44.6119
2022-09-18,44.6119
2022-09-19,46.1261
2022-09-20,44.776
2022-09-21,42.8693
2022-09-22,42.6049
2022-09-23,40.3811
2022-09-24,40.3811
2022-09-25,40.3811
2022-09-26,39.5726
2022-09-27,38.9794
2022-09-28,43.8859
2022-09-29,40.5695
2022-09-30,39.6528
2022-10-01,39.6528
2022-10-02,39.6528
2022-10-03,42.6628
2022-10-04,43.2484
2022-10-05,42.5695
2022-10-06,40.2027
2022-10-07,38.5953
2022-10-08,38.5953
2022-10-09,38.5953
2022-10-10,38.944
2022-10-11,37.7657
2022-10-12,37.5065
2022-10-13,40.3346
2022-10-14,39.4558
2022-10-15,39.4558
2022-10-16,39.4558
2022-10-17,42.7533
2022-10-18,44.377
2022-10-19,42.6866
2022-10-20,42.3493
2022-10-21,43.6483
2022-10-22,43.6483
2022-10-23,43.6483
2022-10-24,45.9282
2022-10-25,48.4543
2022-10-26,47.383
2022-10-27,47.7884
2022-10-28,51.9584
2022-10-29,51.9584
2022-10-30,51.9584
2022-10-31,50.4283
2022-11-01,50.1701
2022-11-02,46.6517
2022-11-03,45.3038
2022-11-04,46.0983
2022-11-05,46.0983
2022-11-06,46.0983
2022-11-07,47.8611
2022-11-08,50.4256
2022-11-09,48.6059
2022-11-10,54.3826
2022-11-11,54.0042
2022-11-12,54.0042
2022-11-13,54.0042
2022-11-14,54.1647
2022-11-15,54.6017
2022-11-16,53.3091
2022-11-17,53.0121
2022-11-18,53.6162
2022-11-19,53.6162
2022-11-20,53.6162
2022-11-21,54.333
2022-11-22,55.5471
2022-11-23,55.9217
2022-11-24,55.9217
2022-11-25,55.9722
2022-11-26,55.9722
2022-11-27,55.9722
2022-11-28,52.5591
2022-11-29,52.1747
2022-11-30,56.1931
2022-12-01,57.9545
2022-12-02,58.0292
2022-12-03,58.0292
2022-12-04,58.0292
2022-12-05,54.5344
2022-12-06,51.5855
2022-12-07,51.3722
2022-12-08,51.0505
2022-12-09,50.294
2022-12-10,50.294
2022-12-11,50.294
2022-12-12,54.0441
2022-12-13,54.4041
2022-12-14,53.5975
2022-12-15,47.3518
2022-12-16,46.2351
2022-12-17,46.2351
2022-12-18,46.2351
2022-12-19,45.7962
2022-12-20,44.5435
2022-12-21,45.1715
2022-12-22,42.6352
2022-12-23,47.1727
2022-12-24,47.1727
2022-12-25,47.1727
2022-12-26,47.1727
2022-12-27,46.3022
2022-12-28,45.6096
2022-12-29,47.9456
2022-12-30,47.0194
2022-12-31,47.0194
2023-01-01,47.0194
2023-01-02,47.0194
2023-01-03,47.3119
2023-01-04,48.7859
2023-01-05,45.9271
2023-01-06,49.4229
2023-01-07,49.4229
2023-01-08,49.4229
2023-01-09,49.3802
2023-01-10,49.27
2023-01-11,51.9021
2023-01-12,52.0866
2023-01-13,52.5955
2023-01-14,52.5955
2023-01-15,52.5955
2023-01-16,52.5955
2023-01-17,50.3236
2023-01-18,48.9465
2023-01-19,47.0332
2023-01-20,49.889
2023-01-21,49.889
2023-01-22,49.889
2023-01-23,52.1694
2023-01-24,50.5857
2023-01-25,47.3308
2023-01-26,46.791
2023-01-27,44.6918
2023-01-28,44.6918
2023-01-29,44.6918
2023-01-30,46.6764
2023-01-31,48.0359
2023-02-01,50.1162
2023-02-02,53.1474
2023-02-03,50.9105
2023-02-04,50.9105
2023-02-05,50.9105
2023-02-06,48.8874
2023-02-07,50.1782
2023-02-08,47.9379
2023-02-09,46.7528
2023-02-10,47.2897
2023-02-11,47.2897
2023-02-12,47.2897
2023-02-13,48.7568
2023-02-14,47.1061
2023-02-15,48.5857
2023-02-16,47.9723
2023-02-17,48.0794
2023-02-18,48.0794
2023-02-19,48.0794
2023-02-20,48.0794
2023-02-21,44.6667
2023-02-22,43.8298
2023-02-23,44.6473
2023-02-24,44.293
2023-02-25,44.293
2023-02-26,44.293
2023-02-27,44.3065
2023-02-28,43.6632
2023-03-01,44.0902
2023-03-02,46.0635
2023-03-03,46.9354
2023-03-04,46.9354
2023-03-05,46.9354
2023-03-06,47.4928
2023-03-07,46.1877
2023-03-08,47.0561
2023-03-09,45.0028
2023-03-10,41.339
2023-03-11,41.339
2023-03-12,41.339
2023-03-13,42.0962
2023-03-14,41.9953
2023-03-15,40.6074
2023-03-16,43.2217
2023-03-17,41.9187
2023-03-18,41.9187
2023-03-19,41.9187
2023-03-20,45.1733
