,ORLY US Equity
2021-02-12,44.5497
2021-02-13,44.5497
2021-02-14,44.5497
2021-02-15,44.5497
2021-02-16,47.4187
2021-02-17,48.7383
2021-02-18,51.7018
2021-02-19,52.1904
2021-02-20,52.1904
2021-02-21,52.1904
2021-02-22,51.1315
2021-02-23,50.3684
2021-02-24,50.9018
2021-02-25,48.0929
2021-02-26,48.517
2021-02-27,48.517
2021-02-28,48.517
2021-03-01,49.669
2021-03-02,49.7078
2021-03-03,50.6584
2021-03-04,49.3553
2021-03-05,53.8689
2021-03-06,53.8689
2021-03-07,53.8689
2021-03-08,55.7152
2021-03-09,53.221
2021-03-10,55.5381
2021-03-11,55.652
2021-03-12,57.7159
2021-03-13,57.7159
2021-03-14,57.7159
2021-03-15,58.122
2021-03-16,57.9875
2021-03-17,57.6547
2021-03-18,57.3648
2021-03-19,58.9449
2021-03-20,58.9449
2021-03-21,58.9449
2021-03-22,59.6607
2021-03-23,57.5579
2021-03-24,58.5305
2021-03-25,60.6521
2021-03-26,63.0055
2021-03-27,63.0055
2021-03-28,63.0055
2021-03-29,63.3056
2021-03-30,63.5662
2021-03-31,62.7777
2021-04-01,62.922
2021-04-02,62.922
2021-04-03,62.922
2021-04-04,62.922
2021-04-05,63.2554
2021-04-06,64.5711
2021-04-07,63.8274
2021-04-08,61.8178
2021-04-09,64.0659
2021-04-10,64.0659
2021-04-11,64.0659
2021-04-12,64.7884
2021-04-13,62.877
2021-04-14,63.4901
2021-04-15,64.6202
2021-04-16,66.7333
2021-04-17,66.7333
2021-04-18,66.7333
2021-04-19,67.4984
2021-04-20,68.0825
2021-04-21,66.5918
2021-04-22,64.7975
2021-04-23,65.5873
2021-04-24,65.5873
2021-04-25,65.5873
2021-04-26,62.513
2021-04-27,64.257
2021-04-28,62.5333
2021-04-29,67.0376
2021-04-30,68.2741
2021-05-01,68.2741
2021-05-02,68.2741
2021-05-03,68.7163
2021-05-04,69.7482
2021-05-05,69.7922
2021-05-06,70.0347
2021-05-07,70.2751
2021-05-08,70.2751
2021-05-09,70.2751
2021-05-10,70.3087
2021-05-11,68.891
2021-05-12,63.1297
2021-05-13,64.7508
2021-05-14,64.2322
2021-05-15,64.2322
2021-05-16,64.2322
2021-05-17,64.1493
2021-05-18,61.6834
2021-05-19,59.0979
2021-05-20,60.3416
2021-05-21,59.2735
2021-05-22,59.2735
2021-05-23,59.2735
2021-05-24,56.0363
2021-05-25,55.1509
2021-05-26,53.6418
2021-05-27,52.7575
2021-05-28,54.9397
2021-05-29,54.9397
2021-05-30,54.9397
2021-05-31,54.9397
2021-06-01,55.8268
2021-06-02,54.0684
2021-06-03,51.848
2021-06-04,51.1483
2021-06-05,51.1483
2021-06-06,51.1483
2021-06-07,50.6725
2021-06-08,52.1227
2021-06-09,51.654
2021-06-10,51.5475
2021-06-11,54.3942
2021-06-12,54.3942
2021-06-13,54.3942
2021-06-14,53.3141
2021-06-15,54.3755
2021-06-16,54.0923
2021-06-17,55.3404
2021-06-18,55.1124
2021-06-19,55.1124
2021-06-20,55.1124
2021-06-21,58.9633
2021-06-22,60.6038
2021-06-23,59.6489
2021-06-24,59.5249
2021-06-25,62.19
2021-06-26,62.19
2021-06-27,62.19
2021-06-28,63.6386
2021-06-29,64.7167
2021-06-30,65.1071
2021-07-01,67.8297
2021-07-02,69.5708
2021-07-03,69.5708
2021-07-04,69.5708
2021-07-05,69.5708
2021-07-06,68.5668
2021-07-07,69.8686
2021-07-08,67.762
2021-07-09,70.3809
2021-07-10,70.3809
2021-07-11,70.3809
2021-07-12,70.2992
2021-07-13,69.1073
2021-07-14,70.5318
2021-07-15,71.1333
2021-07-16,72.0692
2021-07-17,72.0692
2021-07-18,72.0692
2021-07-19,68.0009
2021-07-20,71.1779
2021-07-21,69.5266
2021-07-22,70.6231
2021-07-23,73.1741
2021-07-24,73.1741
2021-07-25,73.1741
2021-07-26,72.4292
2021-07-27,70.7368
2021-07-28,67.1243
2021-07-29,60.9169
2021-07-30,62.9267
2021-07-31,62.9267
2021-08-01,62.9267
2021-08-02,61.743
2021-08-03,64.6307
2021-08-04,61.7999
2021-08-05,61.5157
2021-08-06,60.7928
2021-08-07,60.7928
2021-08-08,60.7928
2021-08-09,58.755
2021-08-10,59.3508
2021-08-11,59.5072
2021-08-12,57.6662
2021-08-13,56.4338
2021-08-14,56.4338
2021-08-15,56.4338
2021-08-16,59.4825
2021-08-17,57.7337
2021-08-18,57.3409
2021-08-19,58.3771
2021-08-20,59.6946
2021-08-21,59.6946
2021-08-22,59.6946
2021-08-23,58.0038
2021-08-24,56.6107
2021-08-25,59.0494
2021-08-26,56.1588
2021-08-27,52.8591
2021-08-28,52.8591
2021-08-29,52.8591
2021-08-30,54.4277
2021-08-31,53.4305
2021-09-01,52.8304
2021-09-02,47.8753
2021-09-03,49.9902
2021-09-04,49.9902
2021-09-05,49.9902
2021-09-06,49.9902
2021-09-07,48.5786
2021-09-08,52.2009
2021-09-09,52.4461
2021-09-10,52.5124
2021-09-11,52.5124
2021-09-12,52.5124
2021-09-13,50.6913
2021-09-14,51.8939
2021-09-15,55.1756
2021-09-16,56.9728
2021-09-17,54.1324
2021-09-18,54.1324
2021-09-19,54.1324
2021-09-20,54.0105
2021-09-21,56.5301
2021-09-22,60.1201
2021-09-23,61.6454
2021-09-24,61.3296
2021-09-25,61.3296
2021-09-26,61.3296
2021-09-27,60.5738
2021-09-28,56.4636
2021-09-29,59.8938
2021-09-30,54.7423
2021-10-01,52.6659
2021-10-02,52.6659
2021-10-03,52.6659
2021-10-04,50.8108
2021-10-05,53.3863
2021-10-06,54.7788
2021-10-07,54.4272
2021-10-08,53.9208
2021-10-09,53.9208
2021-10-10,53.9208
2021-10-11,52.3077
2021-10-12,53.3692
2021-10-13,54.341
2021-10-14,57.7473
2021-10-15,58.7091
2021-10-16,58.7091
2021-10-17,58.7091
2021-10-18,60.9348
2021-10-19,60.9021
2021-10-20,62.3366
2021-10-21,66.2482
2021-10-22,66.3097
2021-10-23,66.3097
2021-10-24,66.3097
2021-10-25,65.4502
2021-10-26,64.2944
2021-10-27,61.513
2021-10-28,53.1136
2021-10-29,52.4115
2021-10-30,52.4115
2021-10-31,52.4115
2021-11-01,51.6735
2021-11-02,52.043
2021-11-03,52.1728
2021-11-04,55.4376
2021-11-05,56.4892
2021-11-06,56.4892
2021-11-07,56.4892
2021-11-08,55.5486
2021-11-09,57.6211
2021-11-10,58.7069
2021-11-11,57.7319
2021-11-12,58.6906
2021-11-13,58.6906
2021-11-14,58.6906
2021-11-15,58.884
2021-11-16,59.4481
2021-11-17,55.5647
2021-11-18,56.8803
2021-11-19,53.6532
2021-11-20,53.6532
2021-11-21,53.6532
2021-11-22,54.7396
2021-11-23,57.6031
2021-11-24,56.0232
2021-11-25,56.0232
2021-11-26,52.6673
2021-11-27,52.6673
2021-11-28,52.6673
2021-11-29,54.8525
2021-11-30,53.0501
2021-12-01,52.626
2021-12-02,57.7027
2021-12-03,58.115
2021-12-04,58.115
2021-12-05,58.115
2021-12-06,58.628
2021-12-07,61.115
2021-12-08,61.5216
2021-12-09,60.5979
2021-12-10,62.8006
2021-12-11,62.8006
2021-12-12,62.8006
2021-12-13,59.2923
2021-12-14,57.9046
2021-12-15,62.0499
2021-12-16,62.1004
2021-12-17,58.561
2021-12-18,58.561
2021-12-19,58.561
2021-12-20,57.5256
2021-12-21,57.9958
2021-12-22,59.4627
2021-12-23,58.8217
2021-12-24,58.8217
2021-12-25,58.8217
2021-12-26,58.8217
2021-12-27,61.5703
2021-12-28,62.4524
2021-12-29,64.5914
2021-12-30,62.5093
2021-12-31,63.3646
2022-01-01,63.3646
2022-01-02,63.3646
2022-01-03,60.0923
2022-01-04,60.6883
2022-01-05,56.6342
2022-01-06,59.6991
2022-01-07,54.8586
2022-01-08,54.8586
2022-01-09,54.8586
2022-01-10,53.0821
2022-01-11,54.4691
2022-01-12,54.8923
2022-01-13,55.7725
2022-01-14,53.4604
2022-01-15,53.4604
2022-01-16,53.4604
2022-01-17,53.4604
2022-01-18,50.2532
2022-01-19,48.8566
2022-01-20,46.3307
2022-01-21,43.8607
2022-01-22,43.8607
2022-01-23,43.8607
2022-01-24,48.9299
2022-01-25,46.6561
2022-01-26,43.7849
2022-01-27,44.6572
2022-01-28,46.6267
2022-01-29,46.6267
2022-01-30,46.6267
2022-01-31,48.3934
2022-02-01,49.4945
2022-02-02,52.5768
2022-02-03,50.1279
2022-02-04,47.4381
2022-02-05,47.4381
2022-02-06,47.4381
2022-02-07,45.2227
2022-02-08,45.8764
2022-02-09,46.5343
2022-02-10,50.2269
2022-02-11,52.0733
2022-02-12,52.0733
2022-02-13,52.0733
2022-02-14,50.642
2022-02-15,53.1656
2022-02-16,53.8208
2022-02-17,53.0901
2022-02-18,53.4673
2022-02-19,53.4673
2022-02-20,53.4673
2022-02-21,53.4673
2022-02-22,48.5222
2022-02-23,44.9658
2022-02-24,46.0474
2022-02-25,49.3859
2022-02-26,49.3859
2022-02-27,49.3859
2022-02-28,48.4199
2022-03-01,49.7726
2022-03-02,53.1508
2022-03-03,54.5117
2022-03-04,52.5932
2022-03-05,52.5932
2022-03-06,52.5932
2022-03-07,50.125
2022-03-08,49.2051
2022-03-09,52.5497
2022-03-10,52.6949
2022-03-11,52.606
2022-03-12,52.606
2022-03-13,52.606
2022-03-14,52.5494
2022-03-15,56.0922
2022-03-16,56.8875
2022-03-17,56.9614
2022-03-18,54.5759
2022-03-19,54.5759
2022-03-20,54.5759
2022-03-21,53.6515
2022-03-22,53.9253
2022-03-23,54.1543
2022-03-24,56.3088
2022-03-25,56.8546
2022-03-26,56.8546
2022-03-27,56.8546
2022-03-28,53.1537
2022-03-29,55.9704
2022-03-30,54.6944
2022-03-31,52.3114
2022-04-01,48.9674
2022-04-02,48.9674
2022-04-03,48.9674
2022-04-04,52.4508
2022-04-05,53.0719
2022-04-06,54.8566
2022-04-07,58.7696
2022-04-08,60.1117
2022-04-09,60.1117
2022-04-10,60.1117
2022-04-11,57.591
2022-04-12,56.3445
2022-04-13,57.324
2022-04-14,55.3206
2022-04-15,55.3206
2022-04-16,55.3206
2022-04-17,55.3206
2022-04-18,56.5113
2022-04-19,57.8141
2022-04-20,59.7657
2022-04-21,56.6283
2022-04-22,52.9015
2022-04-23,52.9015
2022-04-24,52.9015
2022-04-25,53.774
2022-04-26,53.9037
2022-04-27,53.7233
2022-04-28,40.5549
2022-04-29,38.7296
2022-04-30,38.7296
2022-05-01,38.7296
2022-05-02,39.4209
2022-05-03,38.6335
2022-05-04,42.6997
2022-05-05,39.9668
2022-05-06,40.7425
2022-05-07,40.7425
2022-05-08,40.7425
2022-05-09,41.014
2022-05-10,41.3039
2022-05-11,40.7938
2022-05-12,43.3003
2022-05-13,45.4429
2022-05-14,45.4429
2022-05-15,45.4429
2022-05-16,45.9535
2022-05-17,47.4608
2022-05-18,41.3769
2022-05-19,41.6419
2022-05-20,38.5006
2022-05-21,38.5006
2022-05-22,38.5006
2022-05-23,39.5656
2022-05-24,44.0232
2022-05-25,45.1194
2022-05-26,48.3325
2022-05-27,49.4068
2022-05-28,49.4068
2022-05-29,49.4068
2022-05-30,49.4068
2022-05-31,48.1215
2022-06-01,46.5735
2022-06-02,47.8866
2022-06-03,47.5674
2022-06-04,47.5674
2022-06-05,47.5674
2022-06-06,48.4441
2022-06-07,48.0467
2022-06-08,46.7063
2022-06-09,45.9511
2022-06-10,44.4272
2022-06-11,44.4272
2022-06-12,44.4272
2022-06-13,42.7739
2022-06-14,43.1758
2022-06-15,43.5689
2022-06-16,41.7641
2022-06-17,42.0689
2022-06-18,42.0689
2022-06-19,42.0689
2022-06-20,42.0689
2022-06-21,43.9445
2022-06-22,45.8997
2022-06-23,49.007
2022-06-24,50.6523
2022-06-25,50.6523
2022-06-26,50.6523
2022-06-27,50.9625
2022-06-28,49.3125
2022-06-29,50.3495
2022-06-30,49.4984
2022-07-01,50.199
2022-07-02,50.199
2022-07-03,50.199
2022-07-04,50.199
2022-07-05,52.0207
2022-07-06,53.594
2022-07-07,54.1813
2022-07-08,53.5043
2022-07-09,53.5043
2022-07-10,53.5043
2022-07-11,53.0314
2022-07-12,52.6563
2022-07-13,54.9318
2022-07-14,55.9765
2022-07-15,57.4292
2022-07-16,57.4292
2022-07-17,57.4292
2022-07-18,55.3319
2022-07-19,57.8556
2022-07-20,57.9505
2022-07-21,57.0987
2022-07-22,57.4678
2022-07-23,57.4678
2022-07-24,57.4678
2022-07-25,56.8194
2022-07-26,54.7225
2022-07-27,57.0608
2022-07-28,59.7557
2022-07-29,59.0116
2022-07-30,59.0116
2022-07-31,59.0116
2022-08-01,59.8286
2022-08-02,59.7101
2022-08-03,58.9891
2022-08-04,59.2437
2022-08-05,59.5935
2022-08-06,59.5935
2022-08-07,59.5935
2022-08-08,60.1454
2022-08-09,60.9495
2022-08-10,61.4257
2022-08-11,61.3101
2022-08-12,63.378
2022-08-13,63.378
2022-08-14,63.378
2022-08-15,64.4072
2022-08-16,65.1438
2022-08-17,65.3313
2022-08-18,63.2141
2022-08-19,63.163
2022-08-20,63.163
2022-08-21,63.163
2022-08-22,59.5932
2022-08-23,58.3898
2022-08-24,55.9697
2022-08-25,56.499
2022-08-26,52.6194
2022-08-27,52.6194
2022-08-28,52.6194
2022-08-29,53.9293
2022-08-30,52.301
2022-08-31,52.0165
2022-09-01,54.1335
2022-09-02,53.1553
2022-09-03,53.1553
2022-09-04,53.1553
2022-09-05,53.1553
2022-09-06,54.251
2022-09-07,57.8179
2022-09-08,58.6536
2022-09-09,56.5653
2022-09-10,56.5653
2022-09-11,56.5653
2022-09-12,57.8686
2022-09-13,50.1483
2022-09-14,48.8215
2022-09-15,48.7021
2022-09-16,49.7557
2022-09-17,49.7557
2022-09-18,49.7557
2022-09-19,50.1596
2022-09-20,51.4796
2022-09-21,50.1403
2022-09-22,49.6983
2022-09-23,48.4363
2022-09-24,48.4363
2022-09-25,48.4363
2022-09-26,49.7948
2022-09-27,49.6641
2022-09-28,55.2644
2022-09-29,53.7778
2022-09-30,51.7159
2022-10-01,51.7159
2022-10-02,51.7159
2022-10-03,54.8741
2022-10-04,57.1261
2022-10-05,57.5786
2022-10-06,57.6408
2022-10-07,52.2802
2022-10-08,52.2802
2022-10-09,52.2802
2022-10-10,55.0386
2022-10-11,56.239
2022-10-12,55.4312
2022-10-13,57.4057
2022-10-14,55.913
2022-10-15,55.913
2022-10-16,55.913
2022-10-17,56.7486
2022-10-18,57.8556
2022-10-19,56.7266
2022-10-20,55.0067
2022-10-21,57.5797
2022-10-22,57.5797
2022-10-23,57.5797
2022-10-24,61.774
2022-10-25,62.9049
2022-10-26,63.1732
2022-10-27,68.1046
2022-10-28,70.7223
2022-10-29,70.7223
2022-10-30,70.7223
2022-10-31,70.8157
2022-11-01,69.9743
2022-11-02,65.1989
2022-11-03,65.7443
2022-11-04,64.8484
2022-11-05,64.8484
2022-11-06,64.8484
2022-11-07,66.7173
2022-11-08,67.1311
2022-11-09,65.8994
2022-11-10,67.823
2022-11-11,61.1672
2022-11-12,61.1672
2022-11-13,61.1672
2022-11-14,62.4256
2022-11-15,62.4526
2022-11-16,63.6502
2022-11-17,62.716
2022-11-18,63.8534
2022-11-19,63.8534
2022-11-20,63.8534
2022-11-21,64.9373
2022-11-22,65.6896
2022-11-23,65.3585
2022-11-24,65.3585
2022-11-25,66.0543
2022-11-26,66.0543
2022-11-27,66.0543
2022-11-28,65.1579
2022-11-29,64.4074
2022-11-30,66.4964
2022-12-01,64.5487
2022-12-02,64.7274
2022-12-03,64.7274
2022-12-04,64.7274
2022-12-05,60.7841
2022-12-06,57.5975
2022-12-07,57.396
2022-12-08,58.6966
2022-12-09,56.6728
2022-12-10,56.6728
2022-12-11,56.6728
2022-12-12,57.8239
2022-12-13,54.2736
2022-12-14,53.3477
2022-12-15,51.7817
2022-12-16,52.6812
2022-12-17,52.6812
2022-12-18,52.6812
2022-12-19,53.5945
2022-12-20,54.9831
2022-12-21,56.837
2022-12-22,54.548
2022-12-23,56.3534
2022-12-24,56.3534
2022-12-25,56.3534
2022-12-26,56.3534
2022-12-27,58.164
2022-12-28,58.2997
2022-12-29,58.06
2022-12-30,58.1286
2022-12-31,58.1286
2023-01-01,58.1286
2023-01-02,58.1286
2023-01-03,57.2614
2023-01-04,53.7573
2023-01-05,55.286
2023-01-06,56.8929
2023-01-07,56.8929
2023-01-08,56.8929
2023-01-09,53.5521
2023-01-10,53.1245
2023-01-11,52.7956
2023-01-12,49.4347
2023-01-13,50.4634
2023-01-14,50.4634
2023-01-15,50.4634
2023-01-16,50.4634
2023-01-17,49.1797
2023-01-18,48.1492
2023-01-19,45.7346
2023-01-20,45.6615
2023-01-21,45.6615
2023-01-22,45.6615
2023-01-23,45.9219
2023-01-24,47.1271
2023-01-25,47.4834
2023-01-26,47.5258
2023-01-27,41.1904
2023-01-28,41.1904
2023-01-29,41.1904
2023-01-30,45.868
2023-01-31,46.5164
2023-02-01,50.0609
2023-02-02,49.5658
2023-02-03,47.261
2023-02-04,47.261
2023-02-05,47.261
2023-02-06,50.4776
2023-02-07,48.7045
2023-02-08,45.9962
2023-02-09,51.9889
2023-02-10,53.4877
2023-02-11,53.4877
2023-02-12,53.4877
2023-02-13,57.477
2023-02-14,59.2009
2023-02-15,59.2351
2023-02-16,59.3529
2023-02-17,61.0201
2023-02-18,61.0201
2023-02-19,61.0201
2023-02-20,61.0201
2023-02-21,58.1345
2023-02-22,54.488
2023-02-23,54.2184
2023-02-24,52.3644
2023-02-25,52.3644
2023-02-26,52.3644
2023-02-27,54.7858
2023-02-28,51.7345
2023-03-01,50.6525
2023-03-02,53.5044
2023-03-03,52.9612
2023-03-04,52.9612
2023-03-05,52.9612
2023-03-06,53.2035
2023-03-07,51.1318
2023-03-08,51.4674
2023-03-09,49.8788
2023-03-10,49.4217
2023-03-11,49.4217
2023-03-12,49.4217
2023-03-13,49.0925
2023-03-14,49.7076
2023-03-15,49.1
2023-03-16,49.3716
2023-03-17,45.095
2023-03-18,45.095
2023-03-19,45.095
