,VNO US Equity
2023-03-22,28.9322
2023-03-23,26.9781
2023-03-24,29.8981
2023-03-25,29.8981
2023-03-26,29.8981
2023-03-27,31.8974
2023-03-28,32.6203
2023-03-29,35.2851
2023-03-30,36.2843
2023-03-31,37.8385
2023-04-01,37.8385
2023-04-02,37.8385
2023-04-03,38.4426
2023-04-04,37.6319
2023-04-05,38.2159
2023-04-06,38.3079
2023-04-07,38.3079
2023-04-08,38.3079
2023-04-09,38.3079
2023-04-10,38.2196
2023-04-11,39.7979
2023-04-12,37.2615
2023-04-13,37.2038
2023-04-14,36.359
2023-04-15,36.359
2023-04-16,36.359
2023-04-17,40.3226
2023-04-18,40.0395
2023-04-19,44.2258
2023-04-20,41.578
2023-04-21,41.2663
2023-04-22,41.2663
2023-04-23,41.2663
2023-04-24,41.6734
2023-04-25,40.3241
2023-04-26,40.4192
2023-04-27,40.0236
2023-04-28,41.0188
2023-04-29,41.0188
2023-04-30,41.0188
2023-05-01,39.889
2023-05-02,37.4629
2023-05-03,36.0128
2023-05-04,36.6993
2023-05-05,39.9302
2023-05-06,39.9302
2023-05-07,39.9302
2023-05-08,38.5724
2023-05-09,38.4116
2023-05-10,37.7921
2023-05-11,36.7591
2023-05-12,35.3834
2023-05-13,35.3834
2023-05-14,35.3834
2023-05-15,36.3357
2023-05-16,34.5392
2023-05-17,38.088
2023-05-18,38.7747
2023-05-19,38.6723
2023-05-20,38.6723
2023-05-21,38.6723
2023-05-22,41.5975
2023-05-23,43.2769
2023-05-24,40.8816
2023-05-25,40.0698
2023-05-26,41.1215
2023-05-27,41.1215
2023-05-28,41.1215
2023-05-29,41.1215
2023-05-30,43.2342
2023-05-31,42.5409
2023-06-01,41.8089
2023-06-02,46.0544
2023-06-03,46.0544
2023-06-04,46.0544
2023-06-05,44.9636
2023-06-06,49.3317
2023-06-07,52.3774
2023-06-08,51.8977
2023-06-09,51.4985
2023-06-10,51.4985
2023-06-11,51.4985
2023-06-12,52.0915
2023-06-13,52.264
2023-06-14,50.7057
2023-06-15,53.1159
2023-06-16,52.7761
2023-06-17,52.7761
2023-06-18,52.7761
2023-06-19,52.7761
2023-06-20,51.7489
2023-06-21,51.4529
2023-06-22,49.9266
2023-06-23,46.9082
2023-06-24,46.9082
2023-06-25,46.9082
2023-06-26,55.3319
2023-06-27,58.6556
2023-06-28,55.2448
2023-06-29,57.0564
2023-06-30,59.9162
2023-07-01,59.9162
2023-07-02,59.9162
2023-07-03,61.3906
2023-07-04,61.3906
2023-07-05,59.1402
2023-07-06,57.432
2023-07-07,59.7188
2023-07-08,59.7188
2023-07-09,59.7188
2023-07-10,59.3715
2023-07-11,61.4859
2023-07-12,59.6813
2023-07-13,60.5861
2023-07-14,59.2549
2023-07-15,59.2549
2023-07-16,59.2549
2023-07-17,58.414
2023-07-18,61.2578
2023-07-19,63.9927
2023-07-20,61.8666
2023-07-21,62.5636
2023-07-22,62.5636
2023-07-23,62.5636
2023-07-24,64.0033
2023-07-25,63.7726
2023-07-26,66.2862
2023-07-27,64.4812
2023-07-28,66.2602
2023-07-29,66.2602
2023-07-30,66.2602
2023-07-31,67.0324
2023-08-01,67.1268
2023-08-02,67.5352
2023-08-03,66.3809
2023-08-04,67.0397
2023-08-05,67.0397
2023-08-06,67.0397
2023-08-07,69.2905
2023-08-08,68.569
2023-08-09,64.2675
2023-08-10,63.7445
2023-08-11,64.156
2023-08-12,64.156
2023-08-13,64.156
2023-08-14,62.2554
2023-08-15,58.7907
2023-08-16,58.1656
2023-08-17,56.222
2023-08-18,56.6646
2023-08-19,56.6646
2023-08-20,56.6646
2023-08-21,56.4828
2023-08-22,56.436
2023-08-23,60.0027
2023-08-24,59.9051
2023-08-25,59.6543
2023-08-26,59.6543
2023-08-27,59.6543
2023-08-28,63.5114
2023-08-29,66.0182
2023-08-30,65.103
2023-08-31,65.2414
2023-09-01,66.5591
2023-09-02,66.5591
2023-09-03,66.5591
2023-09-04,66.5591
2023-09-05,64.9668
2023-09-06,66.5402
2023-09-07,67.5966
2023-09-08,67.6495
2023-09-09,67.6495
2023-09-10,67.6495
2023-09-11,67.1399
2023-09-12,67.3097
2023-09-13,63.6781
2023-09-14,65.824
2023-09-15,65.4905
2023-09-16,65.4905
2023-09-17,65.4905
2023-09-18,63.9812
2023-09-19,64.8199
2023-09-20,64.8826
2023-09-21,53.7014
2023-09-22,51.5855
2023-09-23,51.5855
2023-09-24,51.5855
2023-09-25,50.9071
2023-09-26,48.4269
2023-09-27,49.3444
2023-09-28,51.9948
2023-09-29,52.5531
2023-09-30,52.5531
2023-10-01,52.5531
2023-10-02,49.7972
2023-10-03,45.8999
2023-10-04,47.8168
2023-10-05,47.5323
2023-10-06,46.0448
2023-10-07,46.0448
2023-10-08,46.0448
2023-10-09,48.5436
2023-10-10,49.124
2023-10-11,51.3564
2023-10-12,48.6964
2023-10-13,47.0626
2023-10-14,47.0626
2023-10-15,47.0626
2023-10-16,50.0404
2023-10-17,51.8493
2023-10-18,49.1767
2023-10-19,44.2647
2023-10-20,44.9298
2023-10-21,44.9298
2023-10-22,44.9298
2023-10-23,43.5847
2023-10-24,45.1696
2023-10-25,42.0829
2023-10-26,43.9157
2023-10-27,43.4225
2023-10-28,43.4225
2023-10-29,43.4225
2023-10-30,45.6152
2023-10-31,42.9313
2023-11-01,43.75
2023-11-02,52.1161
2023-11-03,54.9275
2023-11-04,54.9275
2023-11-05,54.9275
2023-11-06,54.3615
2023-11-07,50.8107
2023-11-08,50.2923
2023-11-09,47.2972
2023-11-10,47.5068
2023-11-11,47.5068
2023-11-12,47.5068
2023-11-13,45.993
2023-11-14,54.3274
2023-11-15,54.9766
2023-11-16,52.2075
2023-11-17,52.864
2023-11-18,52.864
2023-11-19,52.864
2023-11-20,52.5322
2023-11-21,50.3004
2023-11-22,50.9056
2023-11-23,50.9056
2023-11-24,50.6559
2023-11-25,50.6559
2023-11-26,50.6559
2023-11-27,50.4568
2023-11-28,54.501
2023-11-29,55.7467
2023-11-30,55.0739
2023-12-01,62.0156
2023-12-02,62.0156
2023-12-03,62.0156
2023-12-04,63.8119
2023-12-05,60.7224
2023-12-06,61.5736
2023-12-07,62.9462
2023-12-08,63.0002
2023-12-09,63.0002
2023-12-10,63.0002
2023-12-11,60.7721
2023-12-12,58.233
2023-12-13,63.3973
2023-12-14,67.0418
2023-12-15,65.8966
2023-12-16,65.8966
2023-12-17,65.8966
2023-12-18,64.1277
2023-12-19,63.6033
2023-12-20,62.7375
2023-12-21,62.033
2023-12-22,60.9845
2023-12-23,60.9845
2023-12-24,60.9845
2023-12-25,60.9845
2023-12-26,62.6945
2023-12-27,59.7614
2023-12-28,60.3102
2023-12-29,57.2412
2023-12-30,57.2412
2023-12-31,57.2412
2024-01-01,57.2412
2024-01-02,58.1116
2024-01-03,54.4906
2024-01-04,55.5598
2024-01-05,55.8232
2024-01-06,55.8232
2024-01-07,55.8232
2024-01-08,56.5203
2024-01-09,55.1952
2024-01-10,56.1939
2024-01-11,53.6413
2024-01-12,53.8202
2024-01-13,53.8202
2024-01-14,53.8202
2024-01-15,53.8202
2024-01-16,52.6892
2024-01-17,50.0572
2024-01-18,49.7605
2024-01-19,53.5135
2024-01-20,53.5135
2024-01-21,53.5135
2024-01-22,55.1796
2024-01-23,54.5937
2024-01-24,54.0539
2024-01-25,56.1399
2024-01-26,56.7945
2024-01-27,56.7945
2024-01-28,56.7945
2024-01-29,57.2782
2024-01-30,56.0103
2024-01-31,51.8161
2024-02-01,50.6544
2024-02-02,49.3819
2024-02-03,49.3819
2024-02-04,49.3819
2024-02-05,47.8402
2024-02-06,47.0799
2024-02-07,47.3035
2024-02-08,50.0848
2024-02-09,50.1914
2024-02-10,50.1914
2024-02-11,50.1914
2024-02-12,50.977
2024-02-13,45.7518
2024-02-14,45.9213
2024-02-15,48.5011
2024-02-16,49.5191
2024-02-17,49.5191
2024-02-18,49.5191
2024-02-19,49.5191
2024-02-20,48.6294
2024-02-21,48.2862
2024-02-22,48.0703
2024-02-23,47.9041
2024-02-24,47.9041
2024-02-25,47.9041
2024-02-26,47.5638
2024-02-27,47.3897
2024-02-28,46.5668
2024-02-29,50.651
2024-03-01,51.337
2024-03-02,51.337
2024-03-03,51.337
2024-03-04,50.578
2024-03-05,50.5458
2024-03-06,50.7728
2024-03-07,49.6281
2024-03-08,50.2087
2024-03-09,50.2087
2024-03-10,50.2087
2024-03-11,48.5733
2024-03-12,49.1445
2024-03-13,49.6865
2024-03-14,45.6902
2024-03-15,48.0511
2024-03-16,48.0511
2024-03-17,48.0511
2024-03-18,49.9554
2024-03-19,50.7032
2024-03-20,53.9696
2024-03-21,58.171
2024-03-22,54.0022
2024-03-23,54.0022
2024-03-24,54.0022
2024-03-25,53.3808
2024-03-26,50.5315
2024-03-27,53.5254
2024-03-28,56.8449
2024-03-29,56.8449
2024-03-30,56.8449
2024-03-31,56.8449
2024-04-01,54.384
2024-04-02,52.1095
2024-04-03,53.7468
2024-04-04,52.2508
2024-04-05,52.3316
2024-04-06,52.3316
2024-04-07,52.3316
2024-04-08,56.0239
