,NWBI US Equity
2020-11-19,59.0655
2020-11-20,60.028
2020-11-21,60.028
2020-11-22,60.028
2020-11-23,60.3963
2020-11-24,63.2275
2020-11-25,61.8339
2020-11-26,61.8339
2020-11-27,59.8715
2020-11-28,59.8715
2020-11-29,59.8715
2020-11-30,57.3345
2020-12-01,58.0464
2020-12-02,59.1052
2020-12-03,59.2824
2020-12-04,61.3057
2020-12-05,61.3057
2020-12-06,61.3057
2020-12-07,60.7702
2020-12-08,61.2372
2020-12-09,61.2372
2020-12-10,60.0889
2020-12-11,59.8952
2020-12-12,59.8952
2020-12-13,59.8952
2020-12-14,58.4341
2020-12-15,59.7872
2020-12-16,59.0907
2020-12-17,58.888
2020-12-18,57.9622
2020-12-19,57.9622
2020-12-20,57.9622
2020-12-21,57.9622
2020-12-22,58.3515
2020-12-23,60.2552
2020-12-24,60.1414
2020-12-25,60.1414
2020-12-26,60.1414
2020-12-27,60.1414
2020-12-28,61.9968
2020-12-29,58.7169
2020-12-30,59.4816
2020-12-31,60.4663
2021-01-01,60.4663
2021-01-02,60.4663
2021-01-03,60.4663
2021-01-04,59.545
2021-01-05,59.7038
2021-01-06,66.5605
2021-01-07,68.1164
2021-01-08,66.8523
2021-01-09,66.8523
2021-01-10,66.8523
2021-01-11,67.6429
2021-01-12,68.422
2021-01-13,64.9548
2021-01-14,65.7625
2021-01-15,64.3421
2021-01-16,64.3421
2021-01-17,64.3421
2021-01-18,64.3421
2021-01-19,64.5953
2021-01-20,63.7757
2021-01-21,62.9494
2021-01-22,63.7136
2021-01-23,63.7136
2021-01-24,63.7136
2021-01-25,60.8794
2021-01-26,58.4152
2021-01-27,53.9013
2021-01-28,54.8045
2021-01-29,51.753
2021-01-30,51.753
2021-01-31,51.753
2021-02-01,54.1073
2021-02-02,55.3335
2021-02-03,55.734
2021-02-04,57.9937
2021-02-05,56.2523
2021-02-06,56.2523
2021-02-07,56.2523
2021-02-08,57.9799
2021-02-09,60.5242
2021-02-10,58.9636
2021-02-11,57.3324
2021-02-12,58.1557
2021-02-13,58.1557
2021-02-14,58.1557
2021-02-15,58.1557
2021-02-16,59.6212
2021-02-17,59.1923
2021-02-18,59.6428
2021-02-19,60.6903
2021-02-20,60.6903
2021-02-21,60.6903
2021-02-22,62.6256
2021-02-23,63.7206
2021-02-24,64.5925
2021-02-25,61.9846
2021-02-26,60.4916
2021-02-27,60.4916
2021-02-28,60.4916
2021-03-01,61.9502
2021-03-02,60.9035
2021-03-03,62.224
2021-03-04,62.5871
2021-03-05,65.8474
2021-03-06,65.8474
2021-03-07,65.8474
2021-03-08,68.5088
2021-03-09,64.035
2021-03-10,65.5849
2021-03-11,64.6974
2021-03-12,65.6003
2021-03-13,65.6003
2021-03-14,65.6003
2021-03-15,63.5816
2021-03-16,62.4225
2021-03-17,62.4225
2021-03-18,62.249
2021-03-19,60.8493
2021-03-20,60.8493
2021-03-21,60.8493
2021-03-22,57.8764
2021-03-23,55.3937
2021-03-24,55.1853
2021-03-25,56.8642
2021-03-26,58.7047
2021-03-27,58.7047
2021-03-28,58.7047
2021-03-29,55.3082
2021-03-30,56.6855
2021-03-31,54.4395
2021-04-01,55.1086
2021-04-02,55.1086
2021-04-03,55.1086
2021-04-04,55.1086
2021-04-05,55.2785
2021-04-06,54.5314
2021-04-07,53.8857
2021-04-08,53.7759
2021-04-09,55.1008
2021-04-10,55.1008
2021-04-11,55.1008
2021-04-12,55.1008
2021-04-13,50.7633
2021-04-14,52.4031
2021-04-15,51.4893
2021-04-16,51.7962
2021-04-17,51.7962
2021-04-18,51.7962
2021-04-19,52.419
2021-04-20,48.2287
2021-04-21,50.03
2021-04-22,47.9003
2021-04-23,50.3967
2021-04-24,50.3967
2021-04-25,50.3967
2021-04-26,50.8031
2021-04-27,50.9071
2021-04-28,50.5752
2021-04-29,51.4484
2021-04-30,49.2004
2021-05-01,49.2004
2021-05-02,49.2004
2021-05-03,51.1862
2021-05-04,51.4046
2021-05-05,51.5184
2021-05-06,52.3266
2021-05-07,51.816
2021-05-08,51.816
2021-05-09,51.816
2021-05-10,49.5644
2021-05-11,48.4749
2021-05-12,45.7034
2021-05-13,52.3909
2021-05-14,53.2274
2021-05-15,53.2274
2021-05-16,53.2274
2021-05-17,55.3571
2021-05-18,52.4177
2021-05-19,53.1384
2021-05-20,52.3186
2021-05-21,53.6912
2021-05-22,53.6912
2021-05-23,53.6912
2021-05-24,51.2269
2021-05-25,46.7842
2021-05-26,48.9646
2021-05-27,51.238
2021-05-28,51.8432
2021-05-29,51.8432
2021-05-30,51.8432
2021-05-31,51.8432
2021-06-01,53.7247
2021-06-02,50.8066
2021-06-03,51.8095
2021-06-04,52.7071
2021-06-05,52.7071
2021-06-06,52.7071
2021-06-07,52.8082
2021-06-08,54.1262
2021-06-09,51.2771
2021-06-10,50.3989
2021-06-11,51.0494
2021-06-12,51.0494
2021-06-13,51.0494
2021-06-14,52.0256
2021-06-15,52.9953
2021-06-16,54.0626
2021-06-17,49.103
2021-06-18,44.1353
2021-06-19,44.1353
2021-06-20,44.1353
2021-06-21,47.5777
2021-06-22,47.5777
2021-06-23,46.2436
2021-06-24,48.4851
2021-06-25,46.4802
2021-06-26,46.4802
2021-06-27,46.4802
2021-06-28,45.1913
2021-06-29,46.3994
2021-06-30,46.5102
2021-07-01,47.958
2021-07-02,47.046
2021-07-03,47.046
2021-07-04,47.046
2021-07-05,47.046
2021-07-06,45.5526
2021-07-07,45.4531
2021-07-08,43.7716
2021-07-09,46.1941
2021-07-10,46.1941
2021-07-11,46.1941
2021-07-12,48.5996
2021-07-13,45.7768
2021-07-14,46.4661
2021-07-15,48.0598
2021-07-16,46.6239
2021-07-17,46.6239
2021-07-18,46.6239
2021-07-19,44.0931
2021-07-20,46.408
2021-07-21,46.8632
2021-07-22,45.5621
2021-07-23,46.3912
2021-07-24,46.3912
2021-07-25,46.3912
2021-07-26,46.9878
2021-07-27,42.0499
2021-07-28,44.8703
2021-07-29,46.003
2021-07-30,45.7115
2021-07-31,45.7115
2021-08-01,45.7115
2021-08-02,44.0745
2021-08-03,45.3838
2021-08-04,43.6282
2021-08-05,44.8541
2021-08-06,47.3419
2021-08-07,47.3419
2021-08-08,47.3419
2021-08-09,46.5149
2021-08-10,47.9264
2021-08-11,49.6447
2021-08-12,49.3081
2021-08-13,49.0786
2021-08-14,49.0786
2021-08-15,49.0786
2021-08-16,49.2009
2021-08-17,47.8919
2021-08-18,46.3833
2021-08-19,45.0288
2021-08-20,46.7708
2021-08-21,46.7708
2021-08-22,46.7708
2021-08-23,47.6941
2021-08-24,46.6186
2021-08-25,46.2589
2021-08-26,45.06
2021-08-27,47.9884
2021-08-28,47.9884
2021-08-29,47.9884
2021-08-30,45.2553
2021-08-31,46.489
2021-09-01,45.6611
2021-09-02,44.9513
2021-09-03,43.2139
2021-09-04,43.2139
2021-09-05,43.2139
2021-09-06,43.2139
2021-09-07,42.6456
2021-09-08,41.5159
2021-09-09,42.3064
2021-09-10,42.1884
2021-09-11,42.1884
2021-09-12,42.1884
2021-09-13,44.5864
2021-09-14,43.5889
2021-09-15,43.4631
2021-09-16,42.0817
2021-09-17,45.6553
2021-09-18,45.6553
2021-09-19,45.6553
2021-09-20,41.9997
2021-09-21,41.2034
2021-09-22,43.4228
2021-09-23,46.9726
2021-09-24,48.7736
2021-09-25,48.7736
2021-09-26,48.7736
2021-09-27,53.2004
2021-09-28,52.5296
2021-09-29,54.4317
2021-09-30,52.7905
2021-10-01,55.1235
2021-10-02,55.1235
2021-10-03,55.1235
2021-10-04,56.0228
2021-10-05,56.0228
2021-10-06,56.2573
2021-10-07,58.2165
2021-10-08,59.8576
2021-10-09,59.8576
2021-10-10,59.8576
2021-10-11,59.6959
2021-10-12,60.1415
2021-10-13,58.6328
2021-10-14,60.2379
2021-10-15,59.0527
2021-10-16,59.0527
2021-10-17,59.0527
2021-10-18,57.3842
2021-10-19,57.217
2021-10-20,59.8781
2021-10-21,59.1857
2021-10-22,60.4856
2021-10-23,60.4856
2021-10-24,60.4856
2021-10-25,62.9285
2021-10-26,62.0269
2021-10-27,57.9074
2021-10-28,55.8297
2021-10-29,54.431
2021-10-30,54.431
2021-10-31,54.431
2021-11-01,59.3477
2021-11-02,56.9271
2021-11-03,59.6908
2021-11-04,56.336
2021-11-05,59.6037
2021-11-06,59.6037
2021-11-07,59.6037
2021-11-08,59.7012
2021-11-09,58.9651
2021-11-10,59.886
2021-11-11,61.4761
2021-11-12,58.6216
2021-11-13,58.6216
2021-11-14,58.6216
2021-11-15,59.7411
2021-11-16,57.5448
2021-11-17,54.6357
2021-11-18,54.0968
2021-11-19,53.015
2021-11-20,53.015
2021-11-21,53.015
2021-11-22,55.4351
2021-11-23,56.4301
2021-11-24,55.7152
2021-11-25,55.7152
2021-11-26,47.4983
2021-11-27,47.4983
2021-11-28,47.4983
2021-11-29,46.1126
2021-11-30,45.6883
2021-12-01,44.8348
2021-12-02,51.7162
2021-12-03,53.1507
2021-12-04,53.1507
2021-12-05,53.1507
2021-12-06,55.3092
2021-12-07,52.0397
2021-12-08,51.8212
2021-12-09,49.6636
2021-12-10,50.4111
2021-12-11,50.4111
2021-12-12,50.4111
2021-12-13,50.3007
2021-12-14,51.0766
2021-12-15,48.397
2021-12-16,51.3663
2021-12-17,51.0288
2021-12-18,51.0288
2021-12-19,51.0288
2021-12-20,48.5013
2021-12-21,50.5926
2021-12-22,51.973
2021-12-23,53.4228
2021-12-24,53.4228
2021-12-25,53.4228
2021-12-26,53.4228
2021-12-27,54.7354
2021-12-28,54.8366
2021-12-29,55.0448
2021-12-30,54.9139
2021-12-31,55.0245
2022-01-01,55.0245
2022-01-02,55.0245
2022-01-03,56.029
2022-01-04,57.6594
2022-01-05,56.9315
2022-01-06,60.3492
2022-01-07,60.7399
2022-01-08,60.7399
2022-01-09,60.7399
2022-01-10,60.7399
2022-01-11,61.0479
2022-01-12,61.6701
2022-01-13,61.9842
2022-01-14,63.7266
2022-01-15,63.7266
2022-01-16,63.7266
2022-01-17,63.7266
2022-01-18,62.5062
2022-01-19,57.7654
2022-01-20,53.8329
2022-01-21,52.4645
2022-01-22,52.4645
2022-01-23,52.4645
2022-01-24,54.0358
2022-01-25,56.1137
2022-01-26,52.4354
2022-01-27,48.7615
2022-01-28,48.7615
2022-01-29,48.7615
2022-01-30,48.7615
2022-01-31,49.8887
2022-02-01,49.6377
2022-02-02,48.4855
2022-02-03,49.0294
2022-02-04,50.252
2022-02-05,50.252
2022-02-06,50.252
2022-02-07,50.6601
2022-02-08,54.1612
2022-02-09,50.2031
2022-02-10,50.8438
2022-02-11,53.2104
2022-02-12,53.2104
2022-02-13,53.2104
2022-02-14,51.5877
2022-02-15,53.4244
2022-02-16,54.0258
2022-02-17,50.1409
2022-02-18,53.593
2022-02-19,53.593
2022-02-20,53.593
2022-02-21,53.593
2022-02-22,52.1755
2022-02-23,50.0587
2022-02-24,47.1487
2022-02-25,50.706
2022-02-26,50.706
2022-02-27,50.706
2022-02-28,51.2714
2022-03-01,46.0278
2022-03-02,49.6874
2022-03-03,51.739
2022-03-04,48.9513
2022-03-05,48.9513
2022-03-06,48.9513
2022-03-07,47.481
2022-03-08,47.3829
2022-03-09,48.4845
2022-03-10,49.0364
2022-03-11,50.7819
2022-03-12,50.7819
2022-03-13,50.7819
2022-03-14,53.0682
2022-03-15,51.4935
2022-03-16,53.6287
2022-03-17,50.2508
2022-03-18,48.3211
2022-03-19,48.3211
2022-03-20,48.3211
2022-03-21,48.3211
2022-03-22,48.874
2022-03-23,43.829
2022-03-24,46.257
2022-03-25,48.8558
2022-03-26,48.8558
2022-03-27,48.8558
2022-03-28,49.161
2022-03-29,51.3626
2022-03-30,47.6736
2022-03-31,46.2274
2022-04-01,46.2274
2022-04-02,46.2274
2022-04-03,46.2274
2022-04-04,45.6714
2022-04-05,44.2936
2022-04-06,43.3909
2022-04-07,42.6712
2022-04-08,41.9513
2022-04-09,41.9513
2022-04-10,41.9513
2022-04-11,42.0777
2022-04-12,41.5168
2022-04-13,44.0869
2022-04-14,43.203
2022-04-15,43.203
2022-04-16,43.203
2022-04-17,43.203
2022-04-18,42.8085
2022-04-19,46.5929
2022-04-20,47.7844
2022-04-21,47.9046
2022-04-22,45.6226
2022-04-23,45.6226
2022-04-24,45.6226
2022-04-25,43.4799
2022-04-26,41.557
2022-04-27,40.6277
2022-04-28,41.8386
2022-04-29,40.326
2022-04-30,40.326
2022-05-01,40.326
2022-05-02,39.2257
2022-05-03,39.7922
2022-05-04,43.9137
2022-05-05,43.4014
2022-05-06,40.4712
2022-05-07,40.4712
2022-05-08,40.4712
2022-05-09,40.7471
2022-05-10,39.1516
2022-05-11,40.0092
2022-05-12,40.7294
2022-05-13,40.1314
2022-05-14,40.1314
2022-05-15,40.1314
2022-05-16,40.03
2022-05-17,45.0539
2022-05-18,44.6121
2022-05-19,43.4012
2022-05-20,42.6393
2022-05-21,42.6393
2022-05-22,42.6393
2022-05-23,45.6028
2022-05-24,46.421
2022-05-25,46.8346
2022-05-26,49.0065
2022-05-27,49.5396
2022-05-28,49.5396
2022-05-29,49.5396
2022-05-30,49.5396
2022-05-31,49.811
2022-06-01,48.332
2022-06-02,49.1834
2022-06-03,46.9173
2022-06-04,46.9173
2022-06-05,46.9173
2022-06-06,47.3601
2022-06-07,47.9588
2022-06-08,45.8031
2022-06-09,43.1686
2022-06-10,43.3292
2022-06-11,43.3292
2022-06-12,43.3292
2022-06-13,42.7051
2022-06-14,42.8753
2022-06-15,43.9097
2022-06-16,40.2642
2022-06-17,41.9824
2022-06-18,41.9824
2022-06-19,41.9824
2022-06-20,41.9824
2022-06-21,47.596
2022-06-22,48.0295
2022-06-23,46.6975
2022-06-24,51.9374
2022-06-25,51.9374
2022-06-26,51.9374
2022-06-27,50.9823
2022-06-28,51.1151
2022-06-29,49.8571
2022-06-30,50.8308
2022-07-01,53.6254
2022-07-02,53.6254
2022-07-03,53.6254
2022-07-04,53.6254
2022-07-05,53.7549
2022-07-06,52.5409
2022-07-07,51.4883
2022-07-08,51.3363
2022-07-09,51.3363
2022-07-10,51.3363
2022-07-11,50.1121
2022-07-12,49.8049
2022-07-13,47.2579
2022-07-14,44.7511
2022-07-15,48.9528
2022-07-16,48.9528
2022-07-17,48.9528
2022-07-18,49.2486
2022-07-19,53.3067
2022-07-20,54.7271
2022-07-21,55.1124
2022-07-22,54.1588
2022-07-23,54.1588
2022-07-24,54.1588
2022-07-25,58.8261
2022-07-26,60.6789
2022-07-27,62.913
2022-07-28,65.7498
2022-07-29,67.649
2022-07-30,67.649
2022-07-31,67.649
2022-08-01,68.126
2022-08-02,64.6735
2022-08-03,64.7628
2022-08-04,65.2172
2022-08-05,65.8548
2022-08-06,65.8548
2022-08-07,65.8548
2022-08-08,66.2209
2022-08-09,68.2459
2022-08-10,68.5007
2022-08-11,70.074
2022-08-12,71.6907
2022-08-13,71.6907
2022-08-14,71.6907
2022-08-15,73.2564
2022-08-16,73.6673
2022-08-17,73.8061
2022-08-18,73.8773
2022-08-19,69.9433
2022-08-20,69.9433
2022-08-21,69.9433
2022-08-22,64.1156
2022-08-23,62.8033
2022-08-24,59.9474
2022-08-25,61.1653
2022-08-26,57.4035
2022-08-27,57.4035
2022-08-28,57.4035
2022-08-29,55.9788
2022-08-30,57.1879
2022-08-31,54.5126
2022-09-01,55.1973
2022-09-02,52.6035
2022-09-03,52.6035
2022-09-04,52.6035
2022-09-05,52.6035
2022-09-06,49.5603
2022-09-07,50.1814
2022-09-08,52.5969
2022-09-09,54.0936
2022-09-10,54.0936
2022-09-11,54.0936
2022-09-12,55.1087
2022-09-13,49.3401
2022-09-14,51.2894
2022-09-15,53.4685
2022-09-16,55.3291
2022-09-17,55.3291
2022-09-18,55.3291
2022-09-19,57.4788
2022-09-20,58.7845
2022-09-21,57.6081
2022-09-22,54.1222
2022-09-23,51.6953
2022-09-24,51.6953
2022-09-25,51.6953
2022-09-26,50.1445
2022-09-27,47.9142
2022-09-28,51.1267
2022-09-29,48.6438
2022-09-30,46.3169
2022-10-01,46.3169
2022-10-02,46.3169
2022-10-03,48.1348
2022-10-04,51.624
2022-10-05,50.2259
2022-10-06,49.2404
2022-10-07,46.5926
2022-10-08,46.5926
2022-10-09,46.5926
2022-10-10,47.4282
2022-10-11,49.1761
2022-10-12,49.4827
2022-10-13,53.0025
2022-10-14,52.3734
2022-10-15,52.3734
2022-10-16,52.3734
2022-10-17,54.9547
2022-10-18,55.0447
2022-10-19,53.3891
2022-10-20,48.3722
2022-10-21,49.26
2022-10-22,49.26
2022-10-23,49.26
2022-10-24,52.1004
2022-10-25,55.1318
2022-10-26,52.6689
2022-10-27,54.7596
2022-10-28,58.3387
2022-10-29,58.3387
2022-10-30,58.3387
2022-10-31,59.1914
2022-11-01,59.3349
2022-11-02,57.3272
2022-11-03,56.9078
2022-11-04,59.4402
2022-11-05,59.4402
2022-11-06,59.4402
2022-11-07,58.365
2022-11-08,57.3983
2022-11-09,56.5373
2022-11-10,59.5941
2022-11-11,56.9385
2022-11-12,56.9385
2022-11-13,56.9385
2022-11-14,57.4097
2022-11-15,58.2756
2022-11-16,56.8623
2022-11-17,55.6802
2022-11-18,55.7667
2022-11-19,55.7667
2022-11-20,55.7667
2022-11-21,57.9723
2022-11-22,58.7899
2022-11-23,58.5542
2022-11-24,58.5542
2022-11-25,59.3961
2022-11-26,59.3961
2022-11-27,59.3961
2022-11-28,56.319
2022-11-29,57.1146
2022-11-30,59.0847
2022-12-01,56.966
2022-12-02,57.1427
2022-12-03,57.1427
2022-12-04,57.1427
2022-12-05,48.6696
2022-12-06,48.2186
2022-12-07,48.5147
2022-12-08,50.1847
2022-12-09,48.8352
2022-12-10,48.8352
2022-12-11,48.8352
2022-12-12,49.438
2022-12-13,48.1661
2022-12-14,45.6431
2022-12-15,44.6573
2022-12-16,43.1666
2022-12-17,43.1666
2022-12-18,43.1666
2022-12-19,45.3853
2022-12-20,45.7141
2022-12-21,48.1883
2022-12-22,45.9287
2022-12-23,47.1047
2022-12-24,47.1047
2022-12-25,47.1047
2022-12-26,47.1047
2022-12-27,46.9128
2022-12-28,45.9446
2022-12-29,47.0746
2022-12-30,46.7712
2022-12-31,46.7712
2023-01-01,46.7712
2023-01-02,46.7712
2023-01-03,46.359
2023-01-04,46.9633
2023-01-05,45.1733
2023-01-06,49.5066
2023-01-07,49.5066
2023-01-08,49.5066
2023-01-09,47.3111
2023-01-10,48.1047
2023-01-11,49.2347
2023-01-12,50.7867
2023-01-13,51.3363
2023-01-14,51.3363
2023-01-15,51.3363
2023-01-16,51.3363
2023-01-17,49.7276
2023-01-18,45.2247
2023-01-19,44.931
2023-01-20,45.7808
2023-01-21,45.7808
2023-01-22,45.7808
2023-01-23,43.3116
2023-01-24,45.6176
2023-01-25,42.4229
2023-01-26,42.5454
2023-01-27,48.0321
2023-01-28,48.0321
2023-01-29,48.0321
2023-01-30,46.6869
2023-01-31,50.5737
2023-02-01,52.4868
2023-02-02,55.8459
2023-02-03,56.4329
2023-02-04,56.4329
2023-02-05,56.4329
2023-02-06,54.5055
2023-02-07,54.6834
2023-02-08,52.8656
2023-02-09,49.7462
2023-02-10,51.6503
2023-02-11,51.6503
2023-02-12,51.6503
2023-02-13,52.2122
2023-02-14,51.1865
2023-02-15,51.8712
2023-02-16,50.4084
2023-02-17,50.6142
2023-02-18,50.6142
2023-02-19,50.6142
2023-02-20,50.6142
2023-02-21,47.1712
2023-02-22,48.8646
2023-02-23,49.285
2023-02-24,48.3596
2023-02-25,48.3596
2023-02-26,48.3596
2023-02-27,47.8433
2023-02-28,48.3001
2023-03-01,47.4404
2023-03-02,46.7943
2023-03-03,48.1341
2023-03-04,48.1341
2023-03-05,48.1341
2023-03-06,44.3528
2023-03-07,42.9941
2023-03-08,42.9941
2023-03-09,38.1677
2023-03-10,38.3004
2023-03-11,38.3004
2023-03-12,38.3004
2023-03-13,39.5089
2023-03-14,41.1003
2023-03-15,39.5745
2023-03-16,44.3514
2023-03-17,38.8353
2023-03-18,38.8353
2023-03-19,38.8353
