,MBWM US Equity
2021-03-02,57.8451
2021-03-03,60.5111
2021-03-04,59.1422
2021-03-05,62.5218
2021-03-06,62.5218
2021-03-07,62.5218
2021-03-08,65.7234
2021-03-09,63.9067
2021-03-10,65.9992
2021-03-11,65.0534
2021-03-12,66.4422
2021-03-13,66.4422
2021-03-14,66.4422
2021-03-15,62.2054
2021-03-16,59.721
2021-03-17,59.8867
2021-03-18,59.8867
2021-03-19,61.6709
2021-03-20,61.6709
2021-03-21,61.6709
2021-03-22,56.8299
2021-03-23,54.4111
2021-03-24,54.914
2021-03-25,57.2261
2021-03-26,59.267
2021-03-27,59.267
2021-03-28,59.267
2021-03-29,56.6674
2021-03-30,58.3883
2021-03-31,56.7058
2021-04-01,57.148
2021-04-02,57.148
2021-04-03,57.148
2021-04-04,57.148
2021-04-05,56.5505
2021-04-06,55.9454
2021-04-07,53.9868
2021-04-08,55.5424
2021-04-09,55.0693
2021-04-10,55.0693
2021-04-11,55.0693
2021-04-12,55.8746
2021-04-13,53.3831
2021-04-14,54.9763
2021-04-15,54.7344
2021-04-16,55.3442
2021-04-17,55.3442
2021-04-18,55.3442
2021-04-19,55.5213
2021-04-20,51.3112
2021-04-21,52.7025
2021-04-22,51.3203
2021-04-23,54.1996
2021-04-24,54.1996
2021-04-25,54.1996
2021-04-26,53.6125
2021-04-27,53.4014
2021-04-28,51.9205
2021-04-29,51.9205
2021-04-30,54.1556
2021-05-01,54.1556
2021-05-02,54.1556
2021-05-03,54.8169
2021-05-04,55.3249
2021-05-05,55.2045
2021-05-06,56.8242
2021-05-07,56.1936
2021-05-08,56.1936
2021-05-09,56.1936
2021-05-10,54.043
2021-05-11,52.9939
2021-05-12,50.3127
2021-05-13,53.7507
2021-05-14,55.3488
2021-05-15,55.3488
2021-05-16,55.3488
2021-05-17,53.2885
2021-05-18,52.1518
2021-05-19,52.037
2021-05-20,51.2203
2021-05-21,53.0357
2021-05-22,53.0357
2021-05-23,53.0357
2021-05-24,52.1918
2021-05-25,47.7386
2021-05-26,49.3539
2021-05-27,50.8168
2021-05-28,52.485
2021-05-29,52.485
2021-05-30,52.485
2021-05-31,52.485
2021-06-01,54.0294
2021-06-02,53.0387
2021-06-03,54.0242
2021-06-04,53.1992
2021-06-05,53.1992
2021-06-06,53.1992
2021-06-07,53.9271
2021-06-08,54.6566
2021-06-09,52.3828
2021-06-10,50.3784
2021-06-11,51.7808
2021-06-12,51.7808
2021-06-13,51.7808
2021-06-14,49.6055
2021-06-15,50.3644
2021-06-16,51.6336
2021-06-17,47.9845
2021-06-18,43.2734
2021-06-19,43.2734
2021-06-20,43.2734
2021-06-21,47.4425
2021-06-22,46.1952
2021-06-23,45.9977
2021-06-24,47.2043
2021-06-25,46.7166
2021-06-26,46.7166
2021-06-27,46.7166
2021-06-28,44.8343
2021-06-29,45.0425
2021-06-30,45.8462
2021-07-01,47.2325
2021-07-02,46.0499
2021-07-03,46.0499
2021-07-04,46.0499
2021-07-05,46.0499
2021-07-06,43.951
2021-07-07,42.8885
2021-07-08,41.1936
2021-07-09,45.5576
2021-07-10,45.5576
2021-07-11,45.5576
2021-07-12,46.0135
2021-07-13,44.4387
2021-07-14,45.6781
2021-07-15,47.9559
2021-07-16,47.138
2021-07-17,47.138
2021-07-18,47.138
2021-07-19,43.8664
2021-07-20,47.0161
2021-07-21,50.0296
2021-07-22,49.376
2021-07-23,50.4549
2021-07-24,50.4549
2021-07-25,50.4549
2021-07-26,52.3738
2021-07-27,52.2948
2021-07-28,52.8107
2021-07-29,53.3327
2021-07-30,51.7669
2021-07-31,51.7669
2021-08-01,51.7669
2021-08-02,52.3922
2021-08-03,54.2703
2021-08-04,52.1007
2021-08-05,54.2211
2021-08-06,56.5653
2021-08-07,56.5653
2021-08-08,56.5653
2021-08-09,54.8058
2021-08-10,56.9529
2021-08-11,57.7894
2021-08-12,57.2827
2021-08-13,56.0805
2021-08-14,56.0805
2021-08-15,56.0805
2021-08-16,54.3557
2021-08-17,51.0235
2021-08-18,49.7691
2021-08-19,49.3641
2021-08-20,51.6047
2021-08-21,51.6047
2021-08-22,51.6047
2021-08-23,51.8452
2021-08-24,50.9289
2021-08-25,51.0142
2021-08-26,49.849
2021-08-27,54.0653
2021-08-28,54.0653
2021-08-29,54.0653
2021-08-30,50.9503
2021-08-31,49.255
2021-09-01,49.6775
2021-09-02,51.1226
2021-09-03,49.1886
2021-09-04,49.1886
2021-09-05,49.1886
2021-09-06,49.1886
2021-09-07,48.7225
2021-09-08,46.3281
2021-09-09,45.4516
2021-09-10,45.1304
2021-09-11,45.1304
2021-09-12,45.1304
2021-09-13,47.2049
2021-09-14,44.4172
2021-09-15,46.1341
2021-09-16,44.2113
2021-09-17,48.4732
2021-09-18,48.4732
2021-09-19,48.4732
2021-09-20,44.1998
2021-09-21,44.244
2021-09-22,46.6075
2021-09-23,50.055
2021-09-24,52.1962
2021-09-25,52.1962
2021-09-26,52.1962
2021-09-27,56.7707
2021-09-28,55.0478
2021-09-29,56.2302
2021-09-30,54.0824
2021-10-01,56.4713
2021-10-02,56.4713
2021-10-03,56.4713
2021-10-04,57.0263
2021-10-05,58.6914
2021-10-06,58.0149
2021-10-07,59.4648
2021-10-08,59.5251
2021-10-09,59.5251
2021-10-10,59.5251
2021-10-11,58.0523
2021-10-12,58.4072
2021-10-13,58.6048
2021-10-14,60.5747
2021-10-15,58.3157
2021-10-16,58.3157
2021-10-17,58.3157
2021-10-18,57.621
2021-10-19,60.6891
2021-10-20,63.6148
2021-10-21,63.328
2021-10-22,63.2788
2021-10-23,63.2788
2021-10-24,63.2788
2021-10-25,61.3561
2021-10-26,60.7199
2021-10-27,55.8363
2021-10-28,57.5362
2021-10-29,56.9581
2021-10-30,56.9581
2021-10-31,56.9581
2021-11-01,60.6113
2021-11-02,59.4856
2021-11-03,62.0519
2021-11-04,61.0518
2021-11-05,63.5646
2021-11-06,63.5646
2021-11-07,63.5646
2021-11-08,63.2399
2021-11-09,62.0686
2021-11-10,62.6976
2021-11-11,63.5501
2021-11-12,61.3735
2021-11-13,61.3735
2021-11-14,61.3735
2021-11-15,61.4342
2021-11-16,60.9386
2021-11-17,61.0362
2021-11-18,60.8789
2021-11-19,57.6032
2021-11-20,57.6032
2021-11-21,57.6032
2021-11-22,59.4376
2021-11-23,60.2251
2021-11-24,59.1914
2021-11-25,59.1914
2021-11-26,49.2635
2021-11-27,49.2635
2021-11-28,49.2635
2021-11-29,49.3796
2021-11-30,47.1124
2021-12-01,46.1072
2021-12-02,50.2616
2021-12-03,47.6214
2021-12-04,47.6214
2021-12-05,47.6214
2021-12-06,49.6815
2021-12-07,48.3579
2021-12-08,47.1977
2021-12-09,47.3561
2021-12-10,48.5142
2021-12-11,48.5142
2021-12-12,48.5142
2021-12-13,47.8755
2021-12-14,49.7282
2021-12-15,52.2474
2021-12-16,53.4894
2021-12-17,53.7092
2021-12-18,53.7092
2021-12-19,53.7092
2021-12-20,49.7376
2021-12-21,52.9683
2021-12-22,53.806
2021-12-23,54.0529
2021-12-24,54.0529
2021-12-25,54.0529
2021-12-26,54.0529
2021-12-27,54.9078
2021-12-28,54.98
2021-12-29,54.8891
2021-12-30,53.3377
2021-12-31,53.6169
2022-01-01,53.6169
2022-01-02,53.6169
2022-01-03,54.4625
2022-01-04,57.4079
2022-01-05,58.4196
2022-01-06,62.171
2022-01-07,62.3885
2022-01-08,62.3885
2022-01-09,62.3885
2022-01-10,61.4488
2022-01-11,61.615
2022-01-12,61.0166
2022-01-13,62.3574
2022-01-14,62.5623
2022-01-15,62.5623
2022-01-16,62.5623
2022-01-17,62.5623
2022-01-18,65.5978
2022-01-19,66.5528
2022-01-20,61.8874
2022-01-21,62.246
2022-01-22,62.246
2022-01-23,62.246
2022-01-24,63.4426
2022-01-25,65.3756
2022-01-26,61.4789
2022-01-27,61.1176
2022-01-28,61.4524
2022-01-29,61.4524
2022-01-30,61.4524
2022-01-31,61.1257
2022-02-01,58.7558
2022-02-02,59.2388
2022-02-03,59.0737
2022-02-04,58.8474
2022-02-05,58.8474
2022-02-06,58.8474
2022-02-07,60.0736
2022-02-08,62.2506
2022-02-09,56.5827
2022-02-10,55.9685
2022-02-11,55.7079
2022-02-12,55.7079
2022-02-13,55.7079
2022-02-14,55.1763
2022-02-15,56.879
2022-02-16,56.1618
2022-02-17,54.2561
2022-02-18,54.4844
2022-02-19,54.4844
2022-02-20,54.4844
2022-02-21,54.4844
2022-02-22,52.9007
2022-02-23,50.6428
2022-02-24,47.3375
2022-02-25,52.3095
2022-02-26,52.3095
2022-02-27,52.3095
2022-02-28,50.2977
2022-03-01,44.9346
2022-03-02,52.804
2022-03-03,53.8622
2022-03-04,50.688
2022-03-05,50.688
2022-03-06,50.688
2022-03-07,48.498
2022-03-08,47.3
2022-03-09,48.0034
2022-03-10,49.6638
2022-03-11,50.0476
2022-03-12,50.0476
2022-03-13,50.0476
2022-03-14,56.3478
2022-03-15,54.8614
2022-03-16,55.1513
2022-03-17,52.2584
2022-03-18,51.1483
2022-03-19,51.1483
2022-03-20,51.1483
2022-03-21,51.184
2022-03-22,51.3682
2022-03-23,47.9621
2022-03-24,49.1877
2022-03-25,52.4125
2022-03-26,52.4125
2022-03-27,52.4125
2022-03-28,49.2175
2022-03-29,50.7697
2022-03-30,46.6773
2022-03-31,45.8931
2022-04-01,45.5763
2022-04-02,45.5763
2022-04-03,45.5763
2022-04-04,43.9443
2022-04-05,42.935
2022-04-06,42.3856
2022-04-07,41.5306
2022-04-08,40.6519
2022-04-09,40.6519
2022-04-10,40.6519
2022-04-11,40.5907
2022-04-12,40.5275
2022-04-13,43.3552
2022-04-14,43.4897
2022-04-15,43.4897
2022-04-16,43.4897
2022-04-17,43.4897
2022-04-18,44.8004
2022-04-19,46.9087
2022-04-20,47.083
2022-04-21,43.3655
2022-04-22,41.9081
2022-04-23,41.9081
2022-04-24,41.9081
2022-04-25,40.2799
2022-04-26,37.3106
2022-04-27,35.9536
2022-04-28,37.4427
2022-04-29,35.6978
2022-04-30,35.6978
2022-05-01,35.6978
2022-05-02,35.4267
2022-05-03,36.5727
2022-05-04,38.8664
2022-05-05,35.8424
2022-05-06,35.7339
2022-05-07,35.7339
2022-05-08,35.7339
2022-05-09,36.48
2022-05-10,35.5409
2022-05-11,37.5566
2022-05-12,38.5505
2022-05-13,37.5911
2022-05-14,37.5911
2022-05-15,37.5911
2022-05-16,38.4599
2022-05-17,41.531
2022-05-18,39.3986
2022-05-19,37.1521
2022-05-20,39.1411
2022-05-21,39.1411
2022-05-22,39.1411
2022-05-23,40.6112
2022-05-24,41.8762
2022-05-25,41.9709
2022-05-26,44.985
2022-05-27,46.3596
2022-05-28,46.3596
2022-05-29,46.3596
2022-05-30,46.3596
2022-05-31,49.1976
2022-06-01,47.8681
2022-06-02,47.9976
2022-06-03,48.1751
2022-06-04,48.1751
2022-06-05,48.1751
2022-06-06,50.1559
2022-06-07,49.2473
2022-06-08,47.5088
2022-06-09,45.4446
2022-06-10,43.7852
2022-06-11,43.7852
2022-06-12,43.7852
2022-06-13,42.3709
2022-06-14,43.2197
2022-06-15,45.5149
2022-06-16,43.2083
2022-06-17,44.2794
2022-06-18,44.2794
2022-06-19,44.2794
2022-06-20,44.2794
2022-06-21,48.9432
2022-06-22,48.3337
2022-06-23,45.8156
2022-06-24,48.2141
2022-06-25,48.2141
2022-06-26,48.2141
2022-06-27,48.5142
2022-06-28,48.6022
2022-06-29,46.7819
2022-06-30,48.0178
2022-07-01,51.0656
2022-07-02,51.0656
2022-07-03,51.0656
2022-07-04,51.0656
2022-07-05,49.2313
2022-07-06,49.1464
2022-07-07,49.2822
2022-07-08,48.1733
2022-07-09,48.1733
2022-07-10,48.1733
2022-07-11,47.1204
2022-07-12,48.5267
2022-07-13,45.586
2022-07-14,43.6157
2022-07-15,48.2439
2022-07-16,48.2439
2022-07-17,48.2439
2022-07-18,49.212
2022-07-19,54.8864
2022-07-20,55.4978
2022-07-21,55.8257
2022-07-22,54.9416
2022-07-23,54.9416
2022-07-24,54.9416
2022-07-25,56.6247
2022-07-26,58.8172
2022-07-27,59.8994
2022-07-28,61.1535
2022-07-29,61.5139
2022-07-30,61.5139
2022-07-31,61.5139
2022-08-01,62.4318
2022-08-02,59.8479
2022-08-03,60.3673
2022-08-04,57.3
2022-08-05,56.5079
2022-08-06,56.5079
2022-08-07,56.5079
2022-08-08,55.6132
2022-08-09,56.1321
2022-08-10,58.9576
2022-08-11,60.2462
2022-08-12,61.8633
2022-08-13,61.8633
2022-08-14,61.8633
2022-08-15,62.0671
2022-08-16,63.3175
2022-08-17,62.1153
2022-08-18,62.9809
2022-08-19,60.4107
2022-08-20,60.4107
2022-08-21,60.4107
2022-08-22,57.6523
2022-08-23,55.6923
2022-08-24,53.7521
2022-08-25,55.6378
2022-08-26,51.7469
2022-08-27,51.7469
2022-08-28,51.7469
2022-08-29,49.0221
2022-08-30,47.6221
2022-08-31,45.7537
2022-09-01,46.6834
2022-09-02,46.7778
2022-09-03,46.7778
2022-09-04,46.7778
2022-09-05,46.7778
2022-09-06,43.772
2022-09-07,45.2756
2022-09-08,45.0345
2022-09-09,45.1352
2022-09-10,45.1352
2022-09-11,45.1352
2022-09-12,46.1562
2022-09-13,42.7797
2022-09-14,42.2725
2022-09-15,44.1177
2022-09-16,44.6407
2022-09-17,44.6407
2022-09-18,44.6407
2022-09-19,45.8978
2022-09-20,45.2337
2022-09-21,42.9615
2022-09-22,41.4183
2022-09-23,38.8716
2022-09-24,38.8716
2022-09-25,38.8716
2022-09-26,38.615
2022-09-27,36.8875
2022-09-28,37.8463
2022-09-29,35.2819
2022-09-30,36.0692
2022-10-01,36.0692
2022-10-02,36.0692
2022-10-03,42.0692
2022-10-04,48.0974
2022-10-05,46.9523
2022-10-06,44.7481
2022-10-07,41.9718
2022-10-08,41.9718
2022-10-09,41.9718
2022-10-10,43.3524
2022-10-11,43.7677
2022-10-12,43.0067
2022-10-13,49.4949
2022-10-14,49.7709
2022-10-15,49.7709
2022-10-16,49.7709
2022-10-17,51.9446
2022-10-18,49.7188
2022-10-19,54.6056
2022-10-20,49.6838
2022-10-21,51.4409
2022-10-22,51.4409
2022-10-23,51.4409
2022-10-24,53.2279
2022-10-25,53.3571
2022-10-26,52.8663
2022-10-27,54.272
2022-10-28,57.5175
2022-10-29,57.5175
2022-10-30,57.5175
2022-10-31,58.5133
2022-11-01,57.894
2022-11-02,55.2714
2022-11-03,55.3679
2022-11-04,58.344
2022-11-05,58.344
2022-11-06,58.344
2022-11-07,58.6706
2022-11-08,59.1526
2022-11-09,56.7151
2022-11-10,60.1155
2022-11-11,56.4911
2022-11-12,56.4911
2022-11-13,56.4911
2022-11-14,55.4158
2022-11-15,56.1558
2022-11-16,55.9956
2022-11-17,55.5854
2022-11-18,56.3137
2022-11-19,56.3137
2022-11-20,56.3137
2022-11-21,57.1075
2022-11-22,55.8392
2022-11-23,54.2909
2022-11-24,54.2909
2022-11-25,55.3232
2022-11-26,55.3232
2022-11-27,55.3232
2022-11-28,52.4497
2022-11-29,53.2985
2022-11-30,54.2534
2022-12-01,55.0288
2022-12-02,53.9477
2022-12-03,53.9477
2022-12-04,53.9477
2022-12-05,49.4273
2022-12-06,49.2692
2022-12-07,47.7669
2022-12-08,46.9485
2022-12-09,47.0379
2022-12-10,47.0379
2022-12-11,47.0379
2022-12-12,47.6764
2022-12-13,46.8419
2022-12-14,48.5649
2022-12-15,44.6036
2022-12-16,47.7101
2022-12-17,47.7101
2022-12-18,47.7101
2022-12-19,48.4897
2022-12-20,47.9555
2022-12-21,50.8426
2022-12-22,49.735
2022-12-23,51.9027
2022-12-24,51.9027
2022-12-25,51.9027
2022-12-26,51.9027
2022-12-27,51.2867
2022-12-28,49.6748
2022-12-29,51.1764
2022-12-30,50.5964
2022-12-31,50.5964
2023-01-01,50.5964
2023-01-02,50.5964
2023-01-03,51.3424
2023-01-04,50.6903
2023-01-05,50.0792
2023-01-06,53.8018
2023-01-07,53.8018
2023-01-08,53.8018
2023-01-09,51.5757
2023-01-10,52.7797
2023-01-11,53.2096
2023-01-12,55.712
2023-01-13,57.0966
2023-01-14,57.0966
2023-01-15,57.0966
2023-01-16,57.0966
2023-01-17,62.3499
2023-01-18,48.6403
2023-01-19,47.5145
2023-01-20,49.1831
2023-01-21,49.1831
2023-01-22,49.1831
2023-01-23,51.7613
2023-01-24,50.8377
2023-01-25,49.3859
2023-01-26,49.0155
2023-01-27,49.4788
2023-01-28,49.4788
2023-01-29,49.4788
2023-01-30,49.9134
2023-01-31,52.5523
2023-02-01,53.6307
2023-02-02,55.3054
2023-02-03,56.2665
2023-02-04,56.2665
2023-02-05,56.2665
2023-02-06,54.2549
2023-02-07,54.6241
2023-02-08,54.1311
2023-02-09,51.7936
2023-02-10,53.1993
2023-02-11,53.1993
2023-02-12,53.1993
2023-02-13,53.7361
2023-02-14,52.0481
2023-02-15,53.8408
2023-02-16,52.7582
2023-02-17,54.7493
2023-02-18,54.7493
2023-02-19,54.7493
2023-02-20,54.7493
2023-02-21,53.602
2023-02-22,53.0483
2023-02-23,53.2787
2023-02-24,51.6613
2023-02-25,51.6613
2023-02-26,51.6613
2023-02-27,51.3561
2023-02-28,51.7353
2023-03-01,52.7513
2023-03-02,52.1306
2023-03-03,52.5306
2023-03-04,52.5306
2023-03-05,52.5306
2023-03-06,50.7276
2023-03-07,53.912
2023-03-08,54.1674
2023-03-09,47.103
2023-03-10,44.6839
2023-03-11,44.6839
2023-03-12,44.6839
2023-03-13,36.8779
2023-03-14,38.6019
2023-03-15,42.2029
2023-03-16,46.7141
2023-03-17,40.4065
