,SBCF US Equity
2021-08-06,47.1531
2021-08-07,47.1531
2021-08-08,47.1531
2021-08-09,46.4845
2021-08-10,48.2648
2021-08-11,49.904
2021-08-12,49.154
2021-08-13,48.0203
2021-08-14,48.0203
2021-08-15,48.0203
2021-08-16,47.0081
2021-08-17,45.9255
2021-08-18,44.7008
2021-08-19,43.4754
2021-08-20,46.2021
2021-08-21,46.2021
2021-08-22,46.2021
2021-08-23,47.175
2021-08-24,47.0614
2021-08-25,46.9736
2021-08-26,44.6208
2021-08-27,49.269
2021-08-28,49.269
2021-08-29,49.269
2021-08-30,46.8827
2021-08-31,47.9263
2021-09-01,47.3321
2021-09-02,47.3032
2021-09-03,46.8301
2021-09-04,46.8301
2021-09-05,46.8301
2021-09-06,46.8301
2021-09-07,45.6781
2021-09-08,44.5446
2021-09-09,44.5153
2021-09-10,42.825
2021-09-11,42.825
2021-09-12,42.825
2021-09-13,43.7769
2021-09-14,41.7823
2021-09-15,44.0378
2021-09-16,44.5277
2021-09-17,49.0362
2021-09-18,49.0362
2021-09-19,49.0362
2021-09-20,46.0773
2021-09-21,45.3764
2021-09-22,47.609
2021-09-23,51.461
2021-09-24,52.8999
2021-09-25,52.8999
2021-09-26,52.8999
2021-09-27,56.1389
2021-09-28,54.4643
2021-09-29,55.5403
2021-09-30,55.4725
2021-10-01,58.6089
2021-10-02,58.6089
2021-10-03,58.6089
2021-10-04,60.3887
2021-10-05,59.0748
2021-10-06,60.2359
2021-10-07,60.8346
2021-10-08,61.5296
2021-10-09,61.5296
2021-10-10,61.5296
2021-10-11,60.571
2021-10-12,61.4896
2021-10-13,60.0425
2021-10-14,61.2659
2021-10-15,59.6138
2021-10-16,59.6138
2021-10-17,59.6138
2021-10-18,57.2196
2021-10-19,55.606
2021-10-20,57.9743
2021-10-21,58.9081
2021-10-22,60.1131
2021-10-23,60.1131
2021-10-24,60.1131
2021-10-25,60.8616
2021-10-26,61.6069
2021-10-27,56.1523
2021-10-28,59.1848
2021-10-29,56.8025
2021-10-30,56.8025
2021-10-31,56.8025
2021-11-01,60.033
2021-11-02,57.4408
2021-11-03,58.8262
2021-11-04,57.0379
2021-11-05,59.0188
2021-11-06,59.0188
2021-11-07,59.0188
2021-11-08,59.2994
2021-11-09,57.9982
2021-11-10,59.7302
2021-11-11,58.8928
2021-11-12,56.0155
2021-11-13,56.0155
2021-11-14,56.0155
2021-11-15,56.7358
2021-11-16,56.9701
2021-11-17,55.2171
2021-11-18,55.2729
2021-11-19,54.1554
2021-11-20,54.1554
2021-11-21,54.1554
2021-11-22,53.8387
2021-11-23,53.6943
2021-11-24,52.5999
2021-11-25,52.5999
2021-11-26,46.5188
2021-11-27,46.5188
2021-11-28,46.5188
2021-11-29,45.8699
2021-11-30,44.4134
2021-12-01,44.0087
2021-12-02,50.0619
2021-12-03,48.1762
2021-12-04,48.1762
2021-12-05,48.1762
2021-12-06,50.0604
2021-12-07,49.2108
2021-12-08,48.2428
2021-12-09,46.4698
2021-12-10,47.1727
2021-12-11,47.1727
2021-12-12,47.1727
2021-12-13,44.3605
2021-12-14,46.1959
2021-12-15,44.8083
2021-12-16,46.7663
2021-12-17,44.9189
2021-12-18,44.9189
2021-12-19,44.9189
2021-12-20,45.6366
2021-12-21,47.8782
2021-12-22,48.3387
2021-12-23,49.1029
2021-12-24,49.1029
2021-12-25,49.1029
2021-12-26,49.1029
2021-12-27,50.1314
2021-12-28,51.4412
2021-12-29,51.5728
2021-12-30,50.3037
2021-12-31,51.8693
2022-01-01,51.8693
2022-01-02,51.8693
2022-01-03,53.5794
2022-01-04,55.5284
2022-01-05,53.7949
2022-01-06,58.6437
2022-01-07,59.7428
2022-01-08,59.7428
2022-01-09,59.7428
2022-01-10,60.1858
2022-01-11,58.4631
2022-01-12,57.725
2022-01-13,59.292
2022-01-14,61.6303
2022-01-15,61.6303
2022-01-16,61.6303
2022-01-17,61.6303
2022-01-18,59.7165
2022-01-19,54.9708
2022-01-20,53.9058
2022-01-21,54.143
2022-01-22,54.143
2022-01-23,54.143
2022-01-24,55.7902
2022-01-25,55.8196
2022-01-26,55.0641
2022-01-27,51.9716
2022-01-28,52.0371
2022-01-29,52.0371
2022-01-30,52.0371
2022-01-31,51.3482
2022-02-01,51.5925
2022-02-02,50.4326
2022-02-03,48.6795
2022-02-04,48.9853
2022-02-05,48.9853
2022-02-06,48.9853
2022-02-07,50.4362
2022-02-08,55.808
2022-02-09,54.2958
2022-02-10,53.6404
2022-02-11,52.5972
2022-02-12,52.5972
2022-02-13,52.5972
2022-02-14,52.7029
2022-02-15,55.0207
2022-02-16,55.79
2022-02-17,51.2916
2022-02-18,52.8108
2022-02-19,52.8108
2022-02-20,52.8108
2022-02-21,52.8108
2022-02-22,52.5028
2022-02-23,49.8701
2022-02-24,46.6872
2022-02-25,51.2046
2022-02-26,51.2046
2022-02-27,51.2046
2022-02-28,50.688
2022-03-01,44.3601
2022-03-02,48.9583
2022-03-03,48.7542
2022-03-04,42.9133
2022-03-05,42.9133
2022-03-06,42.9133
2022-03-07,40.2499
2022-03-08,39.9456
2022-03-09,43.3626
2022-03-10,46.7577
2022-03-11,47.4814
2022-03-12,47.4814
2022-03-13,47.4814
2022-03-14,49.9795
2022-03-15,48.6524
2022-03-16,52.2289
2022-03-17,50.4253
2022-03-18,50.1655
2022-03-19,50.1655
2022-03-20,50.1655
2022-03-21,49.4281
2022-03-22,50.1056
2022-03-23,46.6894
2022-03-24,48.2382
2022-03-25,50.7995
2022-03-26,50.7995
2022-03-27,50.7995
2022-03-28,49.4427
2022-03-29,50.9542
2022-03-30,50.231
2022-03-31,48.2123
2022-04-01,46.5049
2022-04-02,46.5049
2022-04-03,46.5049
2022-04-04,46.9904
2022-04-05,46.6043
2022-04-06,46.4202
2022-04-07,44.2747
2022-04-08,43.9456
2022-04-09,43.9456
2022-04-10,43.9456
2022-04-11,44.9549
2022-04-12,43.3654
2022-04-13,44.5621
2022-04-14,43.1982
2022-04-15,43.1982
2022-04-16,43.1982
2022-04-17,43.1982
2022-04-18,43.5078
2022-04-19,48.033
2022-04-20,50.5674
2022-04-21,49.6071
2022-04-22,47.1642
2022-04-23,47.1642
2022-04-24,47.1642
2022-04-25,46.8351
2022-04-26,44.506
2022-04-27,44.5716
2022-04-28,45.2077
2022-04-29,43.2357
2022-04-30,43.2357
2022-05-01,43.2357
2022-05-02,46.6645
2022-05-03,47.2351
2022-05-04,50.2628
2022-05-05,48.8852
2022-05-06,47.931
2022-05-07,47.931
2022-05-08,47.931
2022-05-09,47.067
2022-05-10,45.1582
2022-05-11,44.5264
2022-05-12,44.3034
2022-05-13,45.5381
2022-05-14,45.5381
2022-05-15,45.5381
2022-05-16,43.6779
2022-05-17,47.5958
2022-05-18,45.5439
2022-05-19,43.9381
2022-05-20,44.7577
2022-05-21,44.7577
2022-05-22,44.7577
2022-05-23,48.7614
2022-05-24,48.064
2022-05-25,48.1917
2022-05-26,49.3203
2022-05-27,51.416
2022-05-28,51.416
2022-05-29,51.416
2022-05-30,51.416
2022-05-31,50.7038
2022-06-01,49.8914
2022-06-02,51.3431
2022-06-03,50.7015
2022-06-04,50.7015
2022-06-05,50.7015
2022-06-06,51.3633
2022-06-07,51.0443
2022-06-08,49.1835
2022-06-09,45.7037
2022-06-10,43.2484
2022-06-11,43.2484
2022-06-12,43.2484
2022-06-13,41.9288
2022-06-14,44.5139
2022-06-15,45.4245
2022-06-16,43.6746
2022-06-17,47.1714
2022-06-18,47.1714
2022-06-19,47.1714
2022-06-20,47.1714
2022-06-21,49.4252
2022-06-22,50.0733
2022-06-23,48.0051
2022-06-24,48.4457
2022-06-25,48.4457
2022-06-26,48.4457
2022-06-27,50.9272
2022-06-28,50.9597
2022-06-29,48.56
2022-06-30,48.6295
2022-07-01,50.5978
2022-07-02,50.5978
2022-07-03,50.5978
2022-07-04,50.5978
2022-07-05,50.4574
2022-07-06,48.5422
2022-07-07,48.9432
2022-07-08,49.8978
2022-07-09,49.8978
2022-07-10,49.8978
2022-07-11,48.773
2022-07-12,49.1934
2022-07-13,45.7674
2022-07-14,43.4135
2022-07-15,47.8246
2022-07-16,47.8246
2022-07-17,47.8246
2022-07-18,47.7914
2022-07-19,51.3897
2022-07-20,52.9529
2022-07-21,52.6609
2022-07-22,51.5941
2022-07-23,51.5941
2022-07-24,51.5941
2022-07-25,53.6698
2022-07-26,53.1376
2022-07-27,56.3671
2022-07-28,56.8845
2022-07-29,57.9169
2022-07-30,57.9169
2022-07-31,57.9169
2022-08-01,60.1797
2022-08-02,58.3085
2022-08-03,59.2977
2022-08-04,58.8727
2022-08-05,60.0573
2022-08-06,60.0573
2022-08-07,60.0573
2022-08-08,51.502
2022-08-09,51.0968
2022-08-10,50.8554
2022-08-11,52.2232
2022-08-12,53.8753
2022-08-13,53.8753
2022-08-14,53.8753
2022-08-15,54.9804
2022-08-16,55.7636
2022-08-17,53.0521
2022-08-18,53.9973
2022-08-19,52.6365
2022-08-20,52.6365
2022-08-21,52.6365
2022-08-22,48.8511
2022-08-23,48.0493
2022-08-24,46.9856
2022-08-25,48.604
2022-08-26,46.6938
2022-08-27,46.6938
2022-08-28,46.6938
2022-08-29,44.564
2022-08-30,45.1817
2022-08-31,43.6716
2022-09-01,43.9542
2022-09-02,43.5986
2022-09-03,43.5986
2022-09-04,43.5986
2022-09-05,43.5986
2022-09-06,41.0091
2022-09-07,41.7848
2022-09-08,41.5337
2022-09-09,42.9523
2022-09-10,42.9523
2022-09-11,42.9523
2022-09-12,45.2293
2022-09-13,42.3583
2022-09-14,42.1664
2022-09-15,44.5081
2022-09-16,44.7224
2022-09-17,44.7224
2022-09-18,44.7224
2022-09-19,48.2779
2022-09-20,48.7537
2022-09-21,46.6807
2022-09-22,45.0528
2022-09-23,43.6493
2022-09-24,43.6493
2022-09-25,43.6493
2022-09-26,42.5132
2022-09-27,40.3711
2022-09-28,41.5979
2022-09-29,40.8256
2022-09-30,40.0877
2022-10-01,40.0877
2022-10-02,40.0877
2022-10-03,42.5623
2022-10-04,47.7825
2022-10-05,47.5661
2022-10-06,46.021
2022-10-07,43.6988
2022-10-08,43.6988
2022-10-09,43.6988
2022-10-10,43.7851
2022-10-11,43.1016
2022-10-12,41.9829
2022-10-13,46.8677
2022-10-14,46.9087
2022-10-15,46.9087
2022-10-16,46.9087
2022-10-17,50.5712
2022-10-18,50.7225
2022-10-19,48.9408
2022-10-20,43.9424
2022-10-21,44.3507
2022-10-22,44.3507
2022-10-23,44.3507
2022-10-24,43.7572
2022-10-25,43.3902
2022-10-26,42.5839
2022-10-27,44.0624
2022-10-28,46.5229
2022-10-29,46.5229
2022-10-30,46.5229
2022-10-31,46.1544
2022-11-01,45.4103
2022-11-02,44.1226
2022-11-03,44.3558
2022-11-04,47.57
2022-11-05,47.57
2022-11-06,47.57
2022-11-07,48.6505
2022-11-08,49.0415
2022-11-09,47.6241
2022-11-10,54.2609
2022-11-11,54.0891
2022-11-12,54.0891
2022-11-13,54.0891
2022-11-14,52.1247
2022-11-15,53.8582
2022-11-16,51.3096
2022-11-17,50.1033
2022-11-18,53.6364
2022-11-19,53.6364
2022-11-20,53.6364
2022-11-21,54.9697
2022-11-22,57.3094
2022-11-23,56.8294
2022-11-24,56.8294
2022-11-25,57.7935
2022-11-26,57.7935
2022-11-27,57.7935
2022-11-28,55.9224
2022-11-29,56.8851
2022-11-30,58.5892
2022-12-01,58.6555
2022-12-02,60.4251
2022-12-03,60.4251
2022-12-04,60.4251
2022-12-05,51.6936
2022-12-06,50.5564
2022-12-07,50.2979
2022-12-08,53.1643
2022-12-09,51.2759
2022-12-10,51.2759
2022-12-11,51.2759
2022-12-12,50.7169
2022-12-13,48.4577
2022-12-14,44.5315
2022-12-15,41.3314
2022-12-16,43.1911
2022-12-17,43.1911
2022-12-18,43.1911
2022-12-19,45.0675
2022-12-20,47.7117
2022-12-21,48.4404
2022-12-22,46.9576
2022-12-23,48.7907
2022-12-24,48.7907
2022-12-25,48.7907
2022-12-26,48.7907
2022-12-27,49.3134
2022-12-28,47.283
2022-12-29,48.7502
2022-12-30,47.5808
2022-12-31,47.5808
2023-01-01,47.5808
2023-01-02,47.5808
2023-01-03,49.4792
2023-01-04,48.7894
2023-01-05,46.8309
2023-01-06,50.2504
2023-01-07,50.2504
2023-01-08,50.2504
2023-01-09,50.2156
2023-01-10,51.4673
2023-01-11,52.3284
2023-01-12,53.5226
2023-01-13,53.1683
2023-01-14,53.1683
2023-01-15,53.1683
2023-01-16,53.1683
2023-01-17,53.3811
2023-01-18,48.2404
2023-01-19,47.3388
2023-01-20,50.015
2023-01-21,50.015
2023-01-22,50.015
2023-01-23,50.6279
2023-01-24,48.8775
2023-01-25,48.1244
2023-01-26,48.5539
2023-01-27,52.7481
2023-01-28,52.7481
2023-01-29,52.7481
2023-01-30,51.7527
2023-01-31,50.687
2023-02-01,51.8232
2023-02-02,54.9412
2023-02-03,55.0749
2023-02-04,55.0749
2023-02-05,55.0749
2023-02-06,53.4747
2023-02-07,55.3005
2023-02-08,54.425
2023-02-09,50.6712
2023-02-10,50.1812
2023-02-11,50.1812
2023-02-12,50.1812
2023-02-13,51.2319
2023-02-14,49.8718
2023-02-15,52.411
2023-02-16,48.7658
2023-02-17,49.2924
2023-02-18,49.2924
2023-02-19,49.2924
2023-02-20,49.2924
2023-02-21,46.2045
2023-02-22,44.7225
2023-02-23,45.2073
2023-02-24,44.3029
2023-02-25,44.3029
2023-02-26,44.3029
2023-02-27,43.7661
2023-02-28,44.4622
2023-03-01,43.9695
2023-03-02,41.9762
2023-03-03,41.9762
2023-03-04,41.9762
2023-03-05,41.9762
2023-03-06,40.9821
2023-03-07,37.5846
2023-03-08,38.2772
2023-03-09,33.5703
2023-03-10,32.7897
2023-03-11,32.7897
2023-03-12,32.7897
2023-03-13,23.5369
2023-03-14,35.8154
2023-03-15,36.7426
2023-03-16,40.8114
2023-03-17,38.8983
2023-03-18,38.8983
