,PLCE US Equity
2020-05-31,55.8978
2020-06-01,56.0991
2020-06-02,58.3189
2020-06-03,61.7266
2020-06-04,60.9534
2020-06-05,63.1864
2020-06-06,63.1864
2020-06-07,63.1864
2020-06-08,63.9768
2020-06-09,58.0832
2020-06-10,57.4314
2020-06-11,55.6916
2020-06-12,57.0878
2020-06-13,57.0878
2020-06-14,57.0878
2020-06-15,55.9268
2020-06-16,56.2916
2020-06-17,53.3508
2020-06-18,51.7576
2020-06-19,49.3661
2020-06-20,49.3661
2020-06-21,49.3661
2020-06-22,49.2892
2020-06-23,49.9075
2020-06-24,47.5934
2020-06-25,48.1636
2020-06-26,47.2739
2020-06-27,47.2739
2020-06-28,47.2739
2020-06-29,49.0032
2020-06-30,48.3954
2020-07-01,48.3214
2020-07-02,47.4946
2020-07-03,47.4946
2020-07-04,47.4946
2020-07-05,47.4946
2020-07-06,48.2544
2020-07-07,47.7065
2020-07-08,46.5259
2020-07-09,42.737
2020-07-10,44.2065
2020-07-11,44.2065
2020-07-12,44.2065
2020-07-13,43.5186
2020-07-14,43.7045
2020-07-15,46.0466
2020-07-16,45.8532
2020-07-17,44.3542
2020-07-18,44.3542
2020-07-19,44.3542
2020-07-20,42.3158
2020-07-21,44.3119
2020-07-22,43.519
2020-07-23,43.4622
2020-07-24,41.8067
2020-07-25,41.8067
2020-07-26,41.8067
2020-07-27,40.2913
2020-07-28,39.9435
2020-07-29,39.8069
2020-07-30,37.5473
2020-07-31,37.8194
2020-08-01,37.8194
2020-08-02,37.8194
2020-08-03,37.5787
2020-08-04,40.4116
2020-08-05,42.017
2020-08-06,40.6286
2020-08-07,42.8988
2020-08-08,42.8988
2020-08-09,42.8988
2020-08-10,43.1729
2020-08-11,44.0072
2020-08-12,44.1062
2020-08-13,43.1035
2020-08-14,43.5954
2020-08-15,43.5954
2020-08-16,43.5954
2020-08-17,43.5011
2020-08-18,39.4511
2020-08-19,39.2246
2020-08-20,37.1395
2020-08-21,37.2059
2020-08-22,37.2059
2020-08-23,37.2059
2020-08-24,39.7413
2020-08-25,35.5086
2020-08-26,35.4997
2020-08-27,38.4899
2020-08-28,39.1898
2020-08-29,39.1898
2020-08-30,39.1898
2020-08-31,37.9345
2020-09-01,37.8305
2020-09-02,40.1902
2020-09-03,41.5422
2020-09-04,43.4638
2020-09-05,43.4638
2020-09-06,43.4638
2020-09-07,43.4638
2020-09-08,43.2989
2020-09-09,42.9139
2020-09-10,45.394
2020-09-11,45.3295
2020-09-12,45.3295
2020-09-13,45.3295
2020-09-14,48.321
2020-09-15,50.4972
2020-09-16,55.2498
2020-09-17,52.1662
2020-09-18,52.9854
2020-09-19,52.9854
2020-09-20,52.9854
2020-09-21,51.2507
2020-09-22,51.5073
2020-09-23,48.5839
2020-09-24,48.6112
2020-09-25,49.2799
2020-09-26,49.2799
2020-09-27,49.2799
2020-09-28,51.1831
2020-09-29,49.2309
2020-09-30,50.5901
2020-10-01,52.3882
2020-10-02,52.9264
2020-10-03,52.9264
2020-10-04,52.9264
2020-10-05,54.1173
2020-10-06,51.2017
2020-10-07,53.5176
2020-10-08,53.0467
2020-10-09,50.0974
2020-10-10,50.0974
2020-10-11,50.0974
2020-10-12,48.1958
2020-10-13,48.2244
2020-10-14,48.8677
2020-10-15,48.5556
2020-10-16,45.3938
2020-10-17,45.3938
2020-10-18,45.3938
2020-10-19,45.0537
2020-10-20,45.1681
2020-10-21,46.7734
2020-10-22,49.828
2020-10-23,50.6314
2020-10-24,50.6314
2020-10-25,50.6314
2020-10-26,48.7473
2020-10-27,47.4286
2020-10-28,45.9999
2020-10-29,46.6745
2020-10-30,46.4112
2020-10-31,46.4112
2020-11-01,46.4112
2020-11-02,46.9784
2020-11-03,49.5245
2020-11-04,47.0198
2020-11-05,49.0477
2020-11-06,48.9539
2020-11-07,48.9539
2020-11-08,48.9539
2020-11-09,57.883
2020-11-10,54.2066
2020-11-11,51.6709
2020-11-12,52.8126
2020-11-13,55.7898
2020-11-14,55.7898
2020-11-15,55.7898
2020-11-16,58.4164
2020-11-17,60.6055
2020-11-18,61.4852
2020-11-19,63.8782
2020-11-20,63.6274
2020-11-21,63.6274
2020-11-22,63.6274
2020-11-23,66.7955
2020-11-24,67.7237
2020-11-25,65.8358
2020-11-26,65.8358
2020-11-27,67.2865
2020-11-28,67.2865
2020-11-29,67.2865
2020-11-30,63.0205
2020-12-01,61.0332
2020-12-02,63.5871
2020-12-03,64.869
2020-12-04,65.7243
2020-12-05,65.7243
2020-12-06,65.7243
2020-12-07,64.452
2020-12-08,63.2295
2020-12-09,62.5717
2020-12-10,63.1793
2020-12-11,59.7751
2020-12-12,59.7751
2020-12-13,59.7751
2020-12-14,59.0577
2020-12-15,62.0082
2020-12-16,60.5093
2020-12-17,61.0151
2020-12-18,60.3319
2020-12-19,60.3319
2020-12-20,60.3319
2020-12-21,62.8239
2020-12-22,62.886
2020-12-23,65.5627
2020-12-24,63.4149
2020-12-25,63.4149
2020-12-26,63.4149
2020-12-27,63.4149
2020-12-28,63.9025
2020-12-29,61.9252
2020-12-30,62.853
2020-12-31,62.9437
2021-01-01,62.9437
2021-01-02,62.9437
2021-01-03,62.9437
2021-01-04,61.1521
2021-01-05,62.7773
2021-01-06,67.7792
2021-01-07,64.4952
2021-01-08,63.0275
2021-01-09,63.0275
2021-01-10,63.0275
2021-01-11,61.6589
2021-01-12,62.4345
2021-01-13,62.971
2021-01-14,66.6683
2021-01-15,64.5128
2021-01-16,64.5128
2021-01-17,64.5128
2021-01-18,64.5128
2021-01-19,67.6782
2021-01-20,69.0519
2021-01-21,69.3551
2021-01-22,69.3679
2021-01-23,69.3679
2021-01-24,69.3679
2021-01-25,73.4674
2021-01-26,70.9665
2021-01-27,72.5342
2021-01-28,70.3238
2021-01-29,71.638
2021-01-30,71.638
2021-01-31,71.638
2021-02-01,67.3748
2021-02-02,66.9347
2021-02-03,67.6156
2021-02-04,69.0407
2021-02-05,69.7909
2021-02-06,69.7909
2021-02-07,69.7909
2021-02-08,71.4241
2021-02-09,71.2917
2021-02-10,70.4269
2021-02-11,69.5945
2021-02-12,64.4409
2021-02-13,64.4409
2021-02-14,64.4409
2021-02-15,64.4409
2021-02-16,62.1153
2021-02-17,61.0287
2021-02-18,61.5746
2021-02-19,59.2576
2021-02-20,59.2576
2021-02-21,59.2576
2021-02-22,59.9617
2021-02-23,61.2386
2021-02-24,64.417
2021-02-25,58.4536
2021-02-26,57.9032
2021-02-27,57.9032
2021-02-28,57.9032
2021-03-01,61.2109
2021-03-02,58.427
2021-03-03,59.9643
2021-03-04,60.7025
2021-03-05,61.4446
2021-03-06,61.4446
2021-03-07,61.4446
2021-03-08,64.3622
2021-03-09,65.7522
2021-03-10,61.4666
2021-03-11,62.3877
2021-03-12,64.5554
2021-03-13,64.5554
2021-03-14,64.5554
2021-03-15,64.1022
2021-03-16,63.2049
2021-03-17,60.4563
2021-03-18,60.2356
2021-03-19,59.9883
2021-03-20,59.9883
2021-03-21,59.9883
2021-03-22,57.3891
2021-03-23,54.3172
2021-03-24,51.4589
2021-03-25,53.9135
2021-03-26,53.5687
2021-03-27,53.5687
2021-03-28,53.5687
2021-03-29,48.4863
2021-03-30,49.8793
2021-03-31,50.8072
2021-04-01,50.1479
2021-04-02,50.1479
2021-04-03,50.1479
2021-04-04,50.1479
2021-04-05,50.7921
2021-04-06,51.0407
2021-04-07,51.7218
2021-04-08,52.6967
2021-04-09,54.3808
2021-04-10,54.3808
2021-04-11,54.3808
2021-04-12,55.9173
2021-04-13,56.4414
2021-04-14,58.1619
2021-04-15,57.1302
2021-04-16,56.0701
2021-04-17,56.0701
2021-04-18,56.0701
2021-04-19,54.056
2021-04-20,51.5963
2021-04-21,53.1084
2021-04-22,53.8455
2021-04-23,54.7105
2021-04-24,54.7105
2021-04-25,54.7105
2021-04-26,53.5289
2021-04-27,55.8615
2021-04-28,58.0631
2021-04-29,58.1886
2021-04-30,55.9578
2021-05-01,55.9578
2021-05-02,55.9578
2021-05-03,57.7005
2021-05-04,56.112
2021-05-05,55.461
2021-05-06,56.1852
2021-05-07,57.5288
2021-05-08,57.5288
2021-05-09,57.5288
2021-05-10,54.2913
2021-05-11,54.016
2021-05-12,48.0538
2021-05-13,49.3606
2021-05-14,53.5445
2021-05-15,53.5445
2021-05-16,53.5445
2021-05-17,61.9267
2021-05-18,62.9481
2021-05-19,59.9391
2021-05-20,62.4048
2021-05-21,61.4687
2021-05-22,61.4687
2021-05-23,61.4687
2021-05-24,63.3173
2021-05-25,61.5089
2021-05-26,63.5811
2021-05-27,63.8964
2021-05-28,59.6981
2021-05-29,59.6981
2021-05-30,59.6981
2021-05-31,59.6981
2021-06-01,61.0841
2021-06-02,61.1832
2021-06-03,59.8012
2021-06-04,58.5628
2021-06-05,58.5628
2021-06-06,58.5628
2021-06-07,59.8092
2021-06-08,60.7934
2021-06-09,62.0874
2021-06-10,56.5132
2021-06-11,59.4615
2021-06-12,59.4615
2021-06-13,59.4615
2021-06-14,58.4309
2021-06-15,56.3016
2021-06-16,57.8267
2021-06-17,54.6212
2021-06-18,51.2561
2021-06-19,51.2561
2021-06-20,51.2561
2021-06-21,53.217
2021-06-22,53.9307
2021-06-23,54.4123
2021-06-24,56.5536
2021-06-25,58.652
2021-06-26,58.652
2021-06-27,58.652
2021-06-28,54.6641
2021-06-29,54.6221
2021-06-30,54.1062
2021-07-01,54.1311
2021-07-02,54.0856
2021-07-03,54.0856
2021-07-04,54.0856
2021-07-05,54.0856
2021-07-06,55.4112
2021-07-07,52.1444
2021-07-08,50.5735
2021-07-09,54.4258
2021-07-10,54.4258
2021-07-11,54.4258
2021-07-12,56.1862
2021-07-13,54.3945
2021-07-14,50.9697
2021-07-15,48.3226
2021-07-16,47.2656
2021-07-17,47.2656
2021-07-18,47.2656
2021-07-19,44.3743
2021-07-20,46.3333
2021-07-21,49.617
2021-07-22,48.3329
2021-07-23,49.2101
2021-07-24,49.2101
2021-07-25,49.2101
2021-07-26,49.7273
2021-07-27,48.5242
2021-07-28,46.8182
2021-07-29,48.0684
2021-07-30,48.0307
2021-07-31,48.0307
2021-08-01,48.0307
2021-08-02,49.7162
2021-08-03,50.0808
2021-08-04,46.9499
2021-08-05,50.0777
2021-08-06,52.1187
2021-08-07,52.1187
2021-08-08,52.1187
2021-08-09,52.3173
2021-08-10,56.3709
2021-08-11,58.5236
2021-08-12,60.0733
2021-08-13,58.5099
2021-08-14,58.5099
2021-08-15,58.5099
2021-08-16,59.3747
2021-08-17,56.5966
2021-08-18,52.293
2021-08-19,53.1994
2021-08-20,55.3602
2021-08-21,55.3602
2021-08-22,55.3602
2021-08-23,54.5505
2021-08-24,56.9362
2021-08-25,53.2248
2021-08-26,48.8877
2021-08-27,49.4928
2021-08-28,49.4928
2021-08-29,49.4928
2021-08-30,47.6976
2021-08-31,47.5326
2021-09-01,48.379
2021-09-02,48.3972
2021-09-03,46.3685
2021-09-04,46.3685
2021-09-05,46.3685
2021-09-06,46.3685
2021-09-07,46.2849
2021-09-08,44.5078
2021-09-09,45.3464
2021-09-10,43.9448
2021-09-11,43.9448
2021-09-12,43.9448
2021-09-13,42.7718
2021-09-14,43.3913
2021-09-15,45.2036
2021-09-16,46.826
2021-09-17,46.5518
2021-09-18,46.5518
2021-09-19,46.5518
2021-09-20,47.0295
2021-09-21,45.9267
2021-09-22,47.2719
2021-09-23,49.3861
2021-09-24,46.9533
2021-09-25,46.9533
2021-09-26,46.9533
2021-09-27,48.5504
2021-09-28,47.8774
2021-09-29,48.1979
2021-09-30,42.3249
2021-10-01,46.5694
2021-10-02,46.5694
2021-10-03,46.5694
2021-10-04,47.312
2021-10-05,47.0222
2021-10-06,46.6834
2021-10-07,50.4449
2021-10-08,51.3827
2021-10-09,51.3827
2021-10-10,51.3827
2021-10-11,47.9099
2021-10-12,47.4558
2021-10-13,48.0333
2021-10-14,47.8031
2021-10-15,46.8863
2021-10-16,46.8863
2021-10-17,46.8863
2021-10-18,47.841
2021-10-19,47.1847
2021-10-20,47.028
2021-10-21,47.8763
2021-10-22,48.649
2021-10-23,48.649
2021-10-24,48.649
2021-10-25,50.5487
2021-10-26,48.7653
2021-10-27,48.3926
2021-10-28,49.0769
2021-10-29,48.2439
2021-10-30,48.2439
2021-10-31,48.2439
2021-11-01,50.471
2021-11-02,54.4862
2021-11-03,59.0579
2021-11-04,60.0399
2021-11-05,59.5903
2021-11-06,59.5903
2021-11-07,59.5903
2021-11-08,56.6048
2021-11-09,58.6625
2021-11-10,55.9195
2021-11-11,56.489
2021-11-12,59.7408
2021-11-13,59.7408
2021-11-14,59.7408
2021-11-15,61.1768
2021-11-16,62.994
2021-11-17,59.672
2021-11-18,63.0679
2021-11-19,57.048
2021-11-20,57.048
2021-11-21,57.048
2021-11-22,57.4124
2021-11-23,56.3884
2021-11-24,52.4342
2021-11-25,52.4342
2021-11-26,51.0655
2021-11-27,51.0655
2021-11-28,51.0655
2021-11-29,48.3061
2021-11-30,46.8214
2021-12-01,45.9609
2021-12-02,46.7442
2021-12-03,47.5687
2021-12-04,47.5687
2021-12-05,47.5687
2021-12-06,49.2937
2021-12-07,50.3725
2021-12-08,50.3912
2021-12-09,48.5172
2021-12-10,48.292
2021-12-11,48.292
2021-12-12,48.292
2021-12-13,44.0877
2021-12-14,44.1158
2021-12-15,44.8201
2021-12-16,42.1826
2021-12-17,41.3787
2021-12-18,41.3787
2021-12-19,41.3787
2021-12-20,39.1262
2021-12-21,42.6437
2021-12-22,42.0534
2021-12-23,42.8786
2021-12-24,42.8786
2021-12-25,42.8786
2021-12-26,42.8786
2021-12-27,44.2025
2021-12-28,44.7412
2021-12-29,46.137
2021-12-30,46.1589
2021-12-31,44.9322
2022-01-01,44.9322
2022-01-02,44.9322
2022-01-03,45.2195
2022-01-04,46.8924
2022-01-05,43.1791
2022-01-06,42.833
2022-01-07,40.9928
2022-01-08,40.9928
2022-01-09,40.9928
2022-01-10,40.4941
2022-01-11,42.4744
2022-01-12,41.8628
2022-01-13,43.0471
2022-01-14,42.6772
2022-01-15,42.6772
2022-01-16,42.6772
2022-01-17,42.6772
2022-01-18,40.1074
2022-01-19,39.4779
2022-01-20,37.1339
2022-01-21,36.5669
2022-01-22,36.5669
2022-01-23,36.5669
2022-01-24,41.9379
2022-01-25,44.7921
2022-01-26,43.5773
2022-01-27,43.1333
2022-01-28,43.3704
2022-01-29,43.3704
2022-01-30,43.3704
2022-01-31,43.6303
2022-02-01,45.6127
2022-02-02,43.7278
2022-02-03,41.759
2022-02-04,41.1125
2022-02-05,41.1125
2022-02-06,41.1125
2022-02-07,43.7302
2022-02-08,45.7505
2022-02-09,45.3888
2022-02-10,44.9448
2022-02-11,42.8516
2022-02-12,42.8516
2022-02-13,42.8516
2022-02-14,42.071
2022-02-15,45.7883
2022-02-16,45.0493
2022-02-17,42.856
2022-02-18,41.8848
2022-02-19,41.8848
2022-02-20,41.8848
2022-02-21,41.8848
2022-02-22,39.8847
2022-02-23,37.6778
2022-02-24,40.4714
2022-02-25,42.9322
2022-02-26,42.9322
2022-02-27,42.9322
2022-02-28,42.4781
2022-03-01,40.0412
2022-03-02,44.1326
2022-03-03,42.2172
2022-03-04,39.6987
2022-03-05,39.6987
2022-03-06,39.6987
2022-03-07,37.9045
2022-03-08,42.0574
2022-03-09,40.817
2022-03-10,40.119
2022-03-11,38.6988
2022-03-12,38.6988
2022-03-13,38.6988
2022-03-14,38.7068
2022-03-15,39.0391
2022-03-16,41.5859
2022-03-17,41.1909
2022-03-18,40.7614
2022-03-19,40.7614
2022-03-20,40.7614
2022-03-21,39.2675
2022-03-22,39.3732
2022-03-23,37.8296
2022-03-24,39.9602
2022-03-25,39.6004
2022-03-26,39.6004
2022-03-27,39.6004
2022-03-28,40.3203
2022-03-29,43.1341
2022-03-30,40.3004
2022-03-31,40.1392
2022-04-01,40.6395
2022-04-02,40.6395
2022-04-03,40.6395
2022-04-04,42.396
2022-04-05,42.0312
2022-04-06,41.6671
2022-04-07,41.6602
2022-04-08,41.082
2022-04-09,41.082
2022-04-10,41.082
2022-04-11,43.114
2022-04-12,42.7625
2022-04-13,45.0407
2022-04-14,43.4529
2022-04-15,43.4529
2022-04-16,43.4529
2022-04-17,43.4529
2022-04-18,43.7033
2022-04-19,46.2725
2022-04-20,44.9394
2022-04-21,44.5267
2022-04-22,41.5255
2022-04-23,41.5255
2022-04-24,41.5255
2022-04-25,41.7036
2022-04-26,39.4239
2022-04-27,40.3111
2022-04-28,41.2766
2022-04-29,40.5448
2022-04-30,40.5448
2022-05-01,40.5448
2022-05-02,45.2712
2022-05-03,43.8511
2022-05-04,46.1201
2022-05-05,43.9034
2022-05-06,43.6312
2022-05-07,43.6312
2022-05-08,43.6312
2022-05-09,43.5196
2022-05-10,42.8393
2022-05-11,41.3353
2022-05-12,42.7329
2022-05-13,43.1192
2022-05-14,43.1192
2022-05-15,43.1192
2022-05-16,43.0848
2022-05-17,44.5699
2022-05-18,40.3551
2022-05-19,45.1747
2022-05-20,43.4936
2022-05-21,43.4936
2022-05-22,43.4936
2022-05-23,42.173
2022-05-24,39.6253
2022-05-25,45.2137
2022-05-26,46.0952
2022-05-27,46.8251
2022-05-28,46.8251
2022-05-29,46.8251
2022-05-30,46.8251
2022-05-31,46.4671
2022-06-01,45.2709
2022-06-02,45.5961
2022-06-03,44.7377
2022-06-04,44.7377
2022-06-05,44.7377
2022-06-06,45.7532
2022-06-07,45.8675
2022-06-08,46.0173
2022-06-09,44.987
2022-06-10,43.9419
2022-06-11,43.9419
2022-06-12,43.9419
2022-06-13,43.3441
2022-06-14,44.2827
2022-06-15,44.9986
2022-06-16,42.691
2022-06-17,44.4893
2022-06-18,44.4893
2022-06-19,44.4893
2022-06-20,44.4893
2022-06-21,45.2996
2022-06-22,43.071
2022-06-23,43.0834
2022-06-24,44.9128
2022-06-25,44.9128
2022-06-26,44.9128
2022-06-27,44.0754
2022-06-28,41.965
2022-06-29,39.8899
2022-06-30,40.3674
2022-07-01,39.8489
2022-07-02,39.8489
2022-07-03,39.8489
2022-07-04,39.8489
2022-07-05,42.8083
2022-07-06,41.774
2022-07-07,44.6924
2022-07-08,45.1291
2022-07-09,45.1291
2022-07-10,45.1291
2022-07-11,44.0999
2022-07-12,43.965
2022-07-13,43.5622
2022-07-14,43.1639
2022-07-15,43.8954
2022-07-16,43.8954
2022-07-17,43.8954
2022-07-18,45.6684
2022-07-19,49.0403
2022-07-20,49.8422
2022-07-21,48.9195
2022-07-22,49.0665
2022-07-23,49.0665
2022-07-24,49.0665
2022-07-25,48.4114
2022-07-26,43.4115
2022-07-27,45.1676
2022-07-28,46.8731
2022-07-29,48.1674
2022-07-30,48.1674
2022-07-31,48.1674
2022-08-01,51.3998
2022-08-02,51.3998
2022-08-03,54.0247
2022-08-04,53.6551
2022-08-05,52.3247
2022-08-06,52.3247
2022-08-07,52.3247
2022-08-08,55.7094
2022-08-09,51.6168
2022-08-10,52.8346
2022-08-11,54.1413
2022-08-12,54.6011
2022-08-13,54.6011
2022-08-14,54.6011
2022-08-15,55.369
2022-08-16,60.4747
2022-08-17,52.959
2022-08-18,54.163
2022-08-19,51.0321
2022-08-20,51.0321
2022-08-21,51.0321
2022-08-22,48.0101
2022-08-23,48.3476
2022-08-24,47.4025
2022-08-25,49.3849
2022-08-26,48.1702
2022-08-27,48.1702
2022-08-28,48.1702
2022-08-29,46.3659
2022-08-30,47.242
2022-08-31,46.1326
2022-09-01,45.7124
2022-09-02,46.2192
2022-09-03,46.2192
2022-09-04,46.2192
2022-09-05,46.2192
2022-09-06,45.4768
2022-09-07,47.6454
2022-09-08,46.2061
2022-09-09,45.2046
2022-09-10,45.2046
2022-09-11,45.2046
2022-09-12,44.8342
2022-09-13,39.6239
2022-09-14,38.3914
2022-09-15,40.3633
2022-09-16,41.8115
2022-09-17,41.8115
2022-09-18,41.8115
2022-09-19,42.7868
2022-09-20,42.4767
2022-09-21,42.1018
2022-09-22,40.8553
2022-09-23,39.7901
2022-09-24,39.7901
2022-09-25,39.7901
2022-09-26,39.2466
2022-09-27,38.8136
2022-09-28,39.1378
2022-09-29,37.5125
2022-09-30,36.8919
2022-10-01,36.8919
2022-10-02,36.8919
2022-10-03,39.5346
2022-10-04,45.2754
2022-10-05,44.6427
2022-10-06,46.4058
2022-10-07,47.6982
2022-10-08,47.6982
2022-10-09,47.6982
2022-10-10,47.3167
2022-10-11,46.6532
2022-10-12,47.6066
2022-10-13,47.872
2022-10-14,48.3704
2022-10-15,48.3704
2022-10-16,48.3704
2022-10-17,50.4833
2022-10-18,50.4692
2022-10-19,48.868
2022-10-20,48.5858
2022-10-21,51.5253
2022-10-22,51.5253
2022-10-23,51.5253
2022-10-24,50.8585
2022-10-25,52.8772
2022-10-26,51.5091
2022-10-27,51.1139
2022-10-28,48.4795
2022-10-29,48.4795
2022-10-30,48.4795
2022-10-31,50.7935
2022-11-01,52.1115
2022-11-02,47.6663
2022-11-03,47.9451
2022-11-04,47.368
2022-11-05,47.368
2022-11-06,47.368
2022-11-07,44.8671
2022-11-08,44.339
2022-11-09,40.1856
2022-11-10,46.9642
2022-11-11,48.0782
2022-11-12,48.0782
2022-11-13,48.0782
2022-11-14,46.6659
2022-11-15,50.0762
2022-11-16,46.5194
2022-11-17,49.8753
2022-11-18,51.0118
2022-11-19,51.0118
2022-11-20,51.0118
2022-11-21,49.8658
2022-11-22,52.7844
2022-11-23,50.5428
2022-11-24,50.5428
2022-11-25,49.6136
2022-11-26,49.6136
2022-11-27,49.6136
2022-11-28,48.8452
2022-11-29,46.7224
2022-11-30,45.9397
2022-12-01,43.85
2022-12-02,46.6279
2022-12-03,46.6279
2022-12-04,46.6279
2022-12-05,46.7275
2022-12-06,46.5477
2022-12-07,46.6671
2022-12-08,46.5596
2022-12-09,45.218
2022-12-10,45.218
2022-12-11,45.218
2022-12-12,47.0772
2022-12-13,46.1926
2022-12-14,46.2941
2022-12-15,44.7594
2022-12-16,47.2311
2022-12-17,47.2311
2022-12-18,47.2311
2022-12-19,49.0829
2022-12-20,46.2227
2022-12-21,49.5352
2022-12-22,47.9393
2022-12-23,50.3565
2022-12-24,50.3565
2022-12-25,50.3565
2022-12-26,50.3565
2022-12-27,49.9333
2022-12-28,47.5766
2022-12-29,48.2618
2022-12-30,48.7779
2022-12-31,48.7779
2023-01-01,48.7779
2023-01-02,48.7779
2023-01-03,47.7662
2023-01-04,49.1101
2023-01-05,48.5848
2023-01-06,49.1618
2023-01-07,49.1618
2023-01-08,49.1618
2023-01-09,47.6006
2023-01-10,48.9222
2023-01-11,52.3188
2023-01-12,52.9711
2023-01-13,52.411
2023-01-14,52.411
2023-01-15,52.411
2023-01-16,52.411
2023-01-17,52.7324
2023-01-18,51.773
2023-01-19,52.8353
2023-01-20,57.5165
2023-01-21,57.5165
2023-01-22,57.5165
2023-01-23,58.8915
2023-01-24,55.8353
2023-01-25,53.4833
2023-01-26,53.6799
2023-01-27,57.3131
2023-01-28,57.3131
2023-01-29,57.3131
2023-01-30,55.7635
2023-01-31,58.9443
2023-02-01,59.776
2023-02-02,60.5491
2023-02-03,60.2165
2023-02-04,60.2165
2023-02-05,60.2165
2023-02-06,57.1173
2023-02-07,58.0298
2023-02-08,54.2338
2023-02-09,53.1461
2023-02-10,53.5317
2023-02-11,53.5317
2023-02-12,53.5317
2023-02-13,56.4255
2023-02-14,57.6384
2023-02-15,58.8572
2023-02-16,56.5904
2023-02-17,56.9595
2023-02-18,56.9595
2023-02-19,56.9595
2023-02-20,56.9595
2023-02-21,49.6471
2023-02-22,49.1192
2023-02-23,49.6467
2023-02-24,50.7429
2023-02-25,50.7429
2023-02-26,50.7429
2023-02-27,51.0219
2023-02-28,51.1854
2023-03-01,52.0681
2023-03-02,53.1767
2023-03-03,53.8984
2023-03-04,53.8984
2023-03-05,53.8984
2023-03-06,49.6007
2023-03-07,51.2349
2023-03-08,51.6094
2023-03-09,50.4949
2023-03-10,49.7978
2023-03-11,49.7978
2023-03-12,49.7978
2023-03-13,49.4969
2023-03-14,50.9975
2023-03-15,49.7645
2023-03-16,46.0065
2023-03-17,45.2529
