,IBP US Equity
2020-12-29,53.1646
2020-12-30,53.1261
2020-12-31,51.6866
2021-01-01,51.6866
2021-01-02,51.6866
2021-01-03,51.6866
2021-01-04,52.3118
2021-01-05,53.8802
2021-01-06,55.8968
2021-01-07,58.9653
2021-01-08,53.9802
2021-01-09,53.9802
2021-01-10,53.9802
2021-01-11,55.3921
2021-01-12,56.2269
2021-01-13,55.8795
2021-01-14,57.1071
2021-01-15,56.6765
2021-01-16,56.6765
2021-01-17,56.6765
2021-01-18,56.6765
2021-01-19,59.0244
2021-01-20,62.0334
2021-01-21,61.1559
2021-01-22,59.153
2021-01-23,59.153
2021-01-24,59.153
2021-01-25,57.2305
2021-01-26,50.5615
2021-01-27,47.9844
2021-01-28,50.107
2021-01-29,50.2025
2021-01-30,50.2025
2021-01-31,50.2025
2021-02-01,54.3839
2021-02-02,56.9436
2021-02-03,55.4329
2021-02-04,55.673
2021-02-05,57.6722
2021-02-06,57.6722
2021-02-07,57.6722
2021-02-08,59.4622
2021-02-09,59.9927
2021-02-10,61.5776
2021-02-11,62.7845
2021-02-12,62.3058
2021-02-13,62.3058
2021-02-14,62.3058
2021-02-15,62.3058
2021-02-16,58.4796
2021-02-17,57.7188
2021-02-18,55.7948
2021-02-19,59.4539
2021-02-20,59.4539
2021-02-21,59.4539
2021-02-22,57.1529
2021-02-23,56.8777
2021-02-24,50.2345
2021-02-25,47.4949
2021-02-26,48.7106
2021-02-27,48.7106
2021-02-28,48.7106
2021-03-01,51.8
2021-03-02,50.7025
2021-03-03,48.5116
2021-03-04,46.8833
2021-03-05,49.5575
2021-03-06,49.5575
2021-03-07,49.5575
2021-03-08,49.6063
2021-03-09,48.9691
2021-03-10,50.3889
2021-03-11,51.9742
2021-03-12,52.5564
2021-03-13,52.5564
2021-03-14,52.5564
2021-03-15,54.121
2021-03-16,51.4203
2021-03-17,52.9176
2021-03-18,48.6052
2021-03-19,49.9298
2021-03-20,49.9298
2021-03-21,49.9298
2021-03-22,49.9906
2021-03-23,46.3852
2021-03-24,46.8633
2021-03-25,48.4409
2021-03-26,51.0497
2021-03-27,51.0497
2021-03-28,51.0497
2021-03-29,48.5003
2021-03-30,49.5666
2021-03-31,49.7994
2021-04-01,52.7286
2021-04-02,52.7286
2021-04-03,52.7286
2021-04-04,52.7286
2021-04-05,53.0871
2021-04-06,53.6093
2021-04-07,52.1357
2021-04-08,52.7931
2021-04-09,55.2051
2021-04-10,55.2051
2021-04-11,55.2051
2021-04-12,55.9739
2021-04-13,56.2243
2021-04-14,56.7909
2021-04-15,58.1374
2021-04-16,60.51
2021-04-17,60.51
2021-04-18,60.51
2021-04-19,60.6976
2021-04-20,57.8403
2021-04-21,58.7825
2021-04-22,57.7378
2021-04-23,59.0855
2021-04-24,59.0855
2021-04-25,59.0855
2021-04-26,59.7493
2021-04-27,60.0508
2021-04-28,59.353
2021-04-29,61.4039
2021-04-30,60.3035
2021-05-01,60.3035
2021-05-02,60.3035
2021-05-03,61.8631
2021-05-04,62.8398
2021-05-05,62.1607
2021-05-06,61.414
2021-05-07,53.5047
2021-05-08,53.5047
2021-05-09,53.5047
2021-05-10,54.0956
2021-05-11,49.9457
2021-05-12,46.2519
2021-05-13,49.3645
2021-05-14,50.7052
2021-05-15,50.7052
2021-05-16,50.7052
2021-05-17,49.2967
2021-05-18,46.8701
2021-05-19,45.9577
2021-05-20,46.9815
2021-05-21,46.1655
2021-05-22,46.1655
2021-05-23,46.1655
2021-05-24,46.3164
2021-05-25,47.0771
2021-05-26,48.9542
2021-05-27,48.2607
2021-05-28,48.5903
2021-05-29,48.5903
2021-05-30,48.5903
2021-05-31,48.5903
2021-06-01,49.8383
2021-06-02,48.0071
2021-06-03,47.7359
2021-06-04,49.486
2021-06-05,49.486
2021-06-06,49.486
2021-06-07,49.2054
2021-06-08,50.5016
2021-06-09,49.1336
2021-06-10,46.3161
2021-06-11,48.1442
2021-06-12,48.1442
2021-06-13,48.1442
2021-06-14,45.6144
2021-06-15,46.146
2021-06-16,45.1305
2021-06-17,44.4959
2021-06-18,44.2941
2021-06-19,44.2941
2021-06-20,44.2941
2021-06-21,47.5708
2021-06-22,47.3684
2021-06-23,47.4003
2021-06-24,48.6649
2021-06-25,48.3661
2021-06-26,48.3661
2021-06-27,48.3661
2021-06-28,50.5796
2021-06-29,51.9813
2021-06-30,53.2099
2021-07-01,54.755
2021-07-02,51.4186
2021-07-03,51.4186
2021-07-04,51.4186
2021-07-05,51.4186
2021-07-06,49.2075
2021-07-07,49.8772
2021-07-08,47.0177
2021-07-09,48.2723
2021-07-10,48.2723
2021-07-11,48.2723
2021-07-12,48.7583
2021-07-13,45.632
2021-07-14,46.2557
2021-07-15,46.5726
2021-07-16,44.9422
2021-07-17,44.9422
2021-07-18,44.9422
2021-07-19,44.2861
2021-07-20,47.7247
2021-07-21,50.8169
2021-07-22,48.9993
2021-07-23,50.6233
2021-07-24,50.6233
2021-07-25,50.6233
2021-07-26,49.0917
2021-07-27,50.1839
2021-07-28,49.8392
2021-07-29,53.3107
2021-07-30,51.9551
2021-07-31,51.9551
2021-08-01,51.9551
2021-08-02,51.0302
2021-08-03,52.6955
2021-08-04,51.009
2021-08-05,53.9246
2021-08-06,54.208
2021-08-07,54.208
2021-08-08,54.208
2021-08-09,54.4458
2021-08-10,55.3086
2021-08-11,57.2671
2021-08-12,54.8809
2021-08-13,53.7142
2021-08-14,53.7142
2021-08-15,53.7142
2021-08-16,53.515
2021-08-17,49.8961
2021-08-18,49.3073
2021-08-19,48.9706
2021-08-20,52.1722
2021-08-21,52.1722
2021-08-22,52.1722
2021-08-23,52.6506
2021-08-24,55.7111
2021-08-25,55.4382
2021-08-26,52.564
2021-08-27,54.8244
2021-08-28,54.8244
2021-08-29,54.8244
2021-08-30,55.3743
2021-08-31,53.1464
2021-09-01,54.3124
2021-09-02,53.8657
2021-09-03,52.2809
2021-09-04,52.2809
2021-09-05,52.2809
2021-09-06,52.2809
2021-09-07,50.0282
2021-09-08,48.6816
2021-09-09,50.5919
2021-09-10,50.7832
2021-09-11,50.7832
2021-09-12,50.7832
2021-09-13,49.7065
2021-09-14,47.6465
2021-09-15,48.901
2021-09-16,49.6921
2021-09-17,50.0217
2021-09-18,50.0217
2021-09-19,50.0217
2021-09-20,45.6627
2021-09-21,45.2901
2021-09-22,45.0618
2021-09-23,44.1579
2021-09-24,42.6549
2021-09-25,42.6549
2021-09-26,42.6549
2021-09-27,44.928
2021-09-28,42.2512
2021-09-29,43.6365
2021-09-30,39.8484
2021-10-01,39.6127
2021-10-02,39.6127
2021-10-03,39.6127
2021-10-04,39.8691
2021-10-05,38.4799
2021-10-06,39.9124
2021-10-07,41.5348
2021-10-08,40.0885
2021-10-09,40.0885
2021-10-10,40.0885
2021-10-11,42.1824
2021-10-12,42.998
2021-10-13,43.9485
2021-10-14,47.0098
2021-10-15,46.1586
2021-10-16,46.1586
2021-10-17,46.1586
2021-10-18,47.3545
2021-10-19,47.3259
2021-10-20,50.1513
2021-10-21,51.2746
2021-10-22,52.8125
2021-10-23,52.8125
2021-10-24,52.8125
2021-10-25,56.8356
2021-10-26,56.2744
2021-10-27,58.2081
2021-10-28,57.9556
2021-10-29,60.3954
2021-10-30,60.3954
2021-10-31,60.3954
2021-11-01,64.0603
2021-11-02,59.6938
2021-11-03,62.3677
2021-11-04,60.132
2021-11-05,61.8381
2021-11-06,61.8381
2021-11-07,61.8381
2021-11-08,60.9079
2021-11-09,61.0374
2021-11-10,60.309
2021-11-11,60.4402
2021-11-12,62.055
2021-11-13,62.055
2021-11-14,62.055
2021-11-15,60.3374
2021-11-16,62.9442
2021-11-17,63.9998
2021-11-18,64.3153
2021-11-19,63.6303
2021-11-20,63.6303
2021-11-21,63.6303
2021-11-22,64.6418
2021-11-23,64.9956
2021-11-24,62.9527
2021-11-25,62.9527
2021-11-26,57.6511
2021-11-27,57.6511
2021-11-28,57.6511
2021-11-29,55.9489
2021-11-30,53.4444
2021-12-01,49.0151
2021-12-02,55.4427
2021-12-03,54.6517
2021-12-04,54.6517
2021-12-05,54.6517
2021-12-06,58.0117
2021-12-07,58.4812
2021-12-08,59.0536
2021-12-09,58.3648
2021-12-10,60.3388
2021-12-11,60.3388
2021-12-12,60.3388
2021-12-13,57.8455
2021-12-14,57.105
2021-12-15,58.9755
2021-12-16,56.6727
2021-12-17,52.2693
2021-12-18,52.2693
2021-12-19,52.2693
2021-12-20,50.4137
2021-12-21,54.195
2021-12-22,55.7608
2021-12-23,57.098
2021-12-24,57.098
2021-12-25,57.098
2021-12-26,57.098
2021-12-27,57.4815
2021-12-28,57.1731
2021-12-29,57.9073
2021-12-30,56.4688
2021-12-31,57.1174
2022-01-01,57.1174
2022-01-02,57.1174
2022-01-03,52.6333
2022-01-04,53.1368
2022-01-05,48.5874
2022-01-06,46.8598
2022-01-07,42.7793
2022-01-08,42.7793
2022-01-09,42.7793
2022-01-10,43.0174
2022-01-11,44.6129
2022-01-12,44.1449
2022-01-13,44.3999
2022-01-14,41.882
2022-01-15,41.882
2022-01-16,41.882
2022-01-17,41.882
2022-01-18,38.9287
2022-01-19,38.5811
2022-01-20,36.7083
2022-01-21,35.7287
2022-01-22,35.7287
2022-01-23,35.7287
2022-01-24,39.5898
2022-01-25,37.6666
2022-01-26,34.9143
2022-01-27,33.9468
2022-01-28,38.5585
2022-01-29,38.5585
2022-01-30,38.5585
2022-01-31,41.7562
2022-02-01,42.2018
2022-02-02,41.8593
2022-02-03,40.2952
2022-02-04,38.3401
2022-02-05,38.3401
2022-02-06,38.3401
2022-02-07,39.1123
2022-02-08,41.1248
2022-02-09,44.0703
2022-02-10,41.3898
2022-02-11,40.7991
2022-02-12,40.7991
2022-02-13,40.7991
2022-02-14,41.9522
2022-02-15,43.5956
2022-02-16,44.093
2022-02-17,41.7439
2022-02-18,42.3226
2022-02-19,42.3226
2022-02-20,42.3226
2022-02-21,42.3226
2022-02-22,40.2814
2022-02-23,36.6312
2022-02-24,36.2858
2022-02-25,35.268
2022-02-26,35.268
2022-02-27,35.268
2022-02-28,38.4119
2022-03-01,41.1879
2022-03-02,42.4875
2022-03-03,41.7591
2022-03-04,40.4548
2022-03-05,40.4548
2022-03-06,40.4548
2022-03-07,38.7489
2022-03-08,40.3251
2022-03-09,42.1227
2022-03-10,42.572
2022-03-11,42.3259
2022-03-12,42.3259
2022-03-13,42.3259
2022-03-14,41.206
2022-03-15,45.2892
2022-03-16,45.457
2022-03-17,47.0151
2022-03-18,48.1419
2022-03-19,48.1419
2022-03-20,48.1419
2022-03-21,43.6652
2022-03-22,43.5036
2022-03-23,40.4246
2022-03-24,38.2449
2022-03-25,37.3041
2022-03-26,37.3041
2022-03-27,37.3041
2022-03-28,38.9562
2022-03-29,41.8654
2022-03-30,39.5459
2022-03-31,37.8746
2022-04-01,38.9563
2022-04-02,38.9563
2022-04-03,38.9563
2022-04-04,38.5358
2022-04-05,36.6285
2022-04-06,35.4649
2022-04-07,34.7737
2022-04-08,35.2351
2022-04-09,35.2351
2022-04-10,35.2351
2022-04-11,36.5577
2022-04-12,36.6994
2022-04-13,37.7511
2022-04-14,37.6958
2022-04-15,37.6958
2022-04-16,37.6958
2022-04-17,37.6958
2022-04-18,36.5908
2022-04-19,39.6179
2022-04-20,42.2862
2022-04-21,41.7471
2022-04-22,40.094
2022-04-23,40.094
2022-04-24,40.094
2022-04-25,43.3125
2022-04-26,40.5507
2022-04-27,40.5217
2022-04-28,42.7362
2022-04-29,41.2271
2022-04-30,41.2271
2022-05-01,41.2271
2022-05-02,42.6736
2022-05-03,42.8513
2022-05-04,44.9197
2022-05-05,46.4758
2022-05-06,47.2585
2022-05-07,47.2585
2022-05-08,47.2585
2022-05-09,47.9646
2022-05-10,45.5638
2022-05-11,43.3272
2022-05-12,47.7717
2022-05-13,48.9329
2022-05-14,48.9329
2022-05-15,48.9329
2022-05-16,48.6155
2022-05-17,51.0563
2022-05-18,47.5547
2022-05-19,47.6305
2022-05-20,48.0424
2022-05-21,48.0424
2022-05-22,48.0424
2022-05-23,49.0283
2022-05-24,47.4393
2022-05-25,50.5906
2022-05-26,52.6582
2022-05-27,54.3926
2022-05-28,54.3926
2022-05-29,54.3926
2022-05-30,54.3926
2022-05-31,53.8202
2022-06-01,52.6575
2022-06-02,54.7435
2022-06-03,54.2936
2022-06-04,54.2936
2022-06-05,54.2936
2022-06-06,55.3825
2022-06-07,55.9083
2022-06-08,55.0581
2022-06-09,55.7541
2022-06-10,50.0178
2022-06-11,50.0178
2022-06-12,50.0178
2022-06-13,44.6068
2022-06-14,45.1042
2022-06-15,45.1937
2022-06-16,40.4009
2022-06-17,42.1258
2022-06-18,42.1258
2022-06-19,42.1258
2022-06-20,42.1258
2022-06-21,40.9069
2022-06-22,37.8346
2022-06-23,44.7471
2022-06-24,46.3754
2022-06-25,46.3754
2022-06-26,46.3754
2022-06-27,47.2626
2022-06-28,45.9096
2022-06-29,45.4512
2022-06-30,46.8931
2022-07-01,49.7802
2022-07-02,49.7802
2022-07-03,49.7802
2022-07-04,49.7802
2022-07-05,50.5481
2022-07-06,50.7445
2022-07-07,51.2387
2022-07-08,51.4972
2022-07-09,51.4972
2022-07-10,51.4972
2022-07-11,51.588
2022-07-12,52.7842
2022-07-13,52.1259
2022-07-14,51.314
2022-07-15,51.5565
2022-07-16,51.5565
2022-07-17,51.5565
2022-07-18,49.7077
2022-07-19,52.0046
2022-07-20,52.367
2022-07-21,54.1003
2022-07-22,54.9339
2022-07-23,54.9339
2022-07-24,54.9339
2022-07-25,54.175
2022-07-26,52.8684
2022-07-27,54.9702
2022-07-28,57.8679
2022-07-29,59.1417
2022-07-30,59.1417
2022-07-31,59.1417
2022-08-01,59.3996
2022-08-02,55.3064
2022-08-03,55.6284
2022-08-04,60.0489
2022-08-05,55.2891
2022-08-06,55.2891
2022-08-07,55.2891
2022-08-08,56.8368
2022-08-09,54.1886
2022-08-10,55.6459
2022-08-11,57.0651
2022-08-12,58.3939
2022-08-13,58.3939
2022-08-14,58.3939
2022-08-15,57.5976
2022-08-16,58.4672
2022-08-17,57.3539
2022-08-18,57.6835
2022-08-19,54.1128
2022-08-20,54.1128
2022-08-21,54.1128
2022-08-22,52.4611
2022-08-23,52.6777
2022-08-24,52.8628
2022-08-25,53.9729
2022-08-26,48.0702
2022-08-27,48.0702
2022-08-28,48.0702
2022-08-29,48.4276
2022-08-30,47.7696
2022-08-31,46.492
2022-09-01,45.2894
2022-09-02,45.7502
2022-09-03,45.7502
2022-09-04,45.7502
2022-09-05,45.7502
2022-09-06,44.6279
2022-09-07,47.5343
2022-09-08,47.5266
2022-09-09,47.4388
2022-09-10,47.4388
2022-09-11,47.4388
2022-09-12,48.5816
2022-09-13,44.8465
2022-09-14,43.5164
2022-09-15,42.3078
2022-09-16,43.8077
2022-09-17,43.8077
2022-09-18,43.8077
2022-09-19,44.5861
2022-09-20,42.9426
2022-09-21,42.8382
2022-09-22,39.8388
2022-09-23,39.4907
2022-09-24,39.4907
2022-09-25,39.4907
2022-09-26,37.6933
2022-09-27,40.2252
2022-09-28,44.8786
2022-09-29,43.2724
2022-09-30,42.8826
2022-10-01,42.8826
2022-10-02,42.8826
2022-10-03,46.4657
2022-10-04,50.6045
2022-10-05,49.563
2022-10-06,50.2585
2022-10-07,47.7948
2022-10-08,47.7948
2022-10-09,47.7948
2022-10-10,47.5597
2022-10-11,48.0964
2022-10-12,46.0233
2022-10-13,45.6888
2022-10-14,42.5753
2022-10-15,42.5753
2022-10-16,42.5753
2022-10-17,45.1501
2022-10-18,47.8169
2022-10-19,43.8679
2022-10-20,42.8072
2022-10-21,45.8722
2022-10-22,45.8722
2022-10-23,45.8722
2022-10-24,45.0997
2022-10-25,49.2988
2022-10-26,48.0571
2022-10-27,48.1715
2022-10-28,50.1632
2022-10-29,50.1632
2022-10-30,50.1632
2022-10-31,49.3868
2022-11-01,47.0405
2022-11-02,44.5535
2022-11-03,43.3676
2022-11-04,45.8784
2022-11-05,45.8784
2022-11-06,45.8784
2022-11-07,45.1043
2022-11-08,44.4555
2022-11-09,44.2721
2022-11-10,49.4929
2022-11-11,49.6198
2022-11-12,49.6198
2022-11-13,49.6198
2022-11-14,45.9845
2022-11-15,48.0777
2022-11-16,46.1664
2022-11-17,45.9071
2022-11-18,45.2932
2022-11-19,45.2932
2022-11-20,45.2932
2022-11-21,44.7758
2022-11-22,46.2142
2022-11-23,47.7767
2022-11-24,47.7767
2022-11-25,48.2893
2022-11-26,48.2893
2022-11-27,48.2893
2022-11-28,47.4932
2022-11-29,49.2412
2022-11-30,51.0706
2022-12-01,53.3224
2022-12-02,52.938
2022-12-03,52.938
2022-12-04,52.938
2022-12-05,51.7291
2022-12-06,50.1006
2022-12-07,52.1181
2022-12-08,52.8952
2022-12-09,52.8593
2022-12-10,52.8593
2022-12-11,52.8593
2022-12-12,53.8781
2022-12-13,56.422
2022-12-14,55.4997
2022-12-15,56.7482
2022-12-16,56.1088
2022-12-17,56.1088
2022-12-18,56.1088
2022-12-19,53.6655
2022-12-20,51.7357
2022-12-21,52.6463
2022-12-22,51.6108
2022-12-23,51.8955
2022-12-24,51.8955
2022-12-25,51.8955
2022-12-26,51.8955
2022-12-27,51.5425
2022-12-28,48.5892
2022-12-29,51.4661
2022-12-30,50.0047
2022-12-31,50.0047
2023-01-01,50.0047
2023-01-02,50.0047
2023-01-03,51.9466
2023-01-04,54.3982
2023-01-05,53.8572
2023-01-06,56.0128
2023-01-07,56.0128
2023-01-08,56.0128
2023-01-09,56.6051
2023-01-10,55.8482
2023-01-11,60.6153
2023-01-12,60.927
2023-01-13,63.6457
2023-01-14,63.6457
2023-01-15,63.6457
2023-01-16,63.6457
2023-01-17,61.2432
2023-01-18,62.5993
2023-01-19,57.5238
2023-01-20,60.308
2023-01-21,60.308
2023-01-22,60.308
2023-01-23,60.5728
2023-01-24,61.5521
2023-01-25,61.369
2023-01-26,63.7259
2023-01-27,63.673
2023-01-28,63.673
2023-01-29,63.673
2023-01-30,59.2863
2023-01-31,63.0999
2023-02-01,64.3009
2023-02-02,66.8664
2023-02-03,64.9505
2023-02-04,64.9505
2023-02-05,64.9505
2023-02-06,63.2186
2023-02-07,63.038
2023-02-08,60.1929
2023-02-09,59.0412
2023-02-10,57.7366
2023-02-11,57.7366
2023-02-12,57.7366
2023-02-13,60.4256
2023-02-14,61.1902
2023-02-15,61.5535
2023-02-16,59.8525
2023-02-17,57.8656
2023-02-18,57.8656
2023-02-19,57.8656
2023-02-20,57.8656
2023-02-21,53.138
2023-02-22,58.0062
2023-02-23,59.9659
2023-02-24,58.7515
2023-02-25,58.7515
2023-02-26,58.7515
2023-02-27,60.3675
2023-02-28,59.2578
2023-03-01,60.6375
2023-03-02,60.3465
2023-03-03,62.18
2023-03-04,62.18
2023-03-05,62.18
2023-03-06,59.5956
2023-03-07,57.178
2023-03-08,56.8395
2023-03-09,56.8521
2023-03-10,52.7408
2023-03-11,52.7408
2023-03-12,52.7408
2023-03-13,52.8432
2023-03-14,52.5416
2023-03-15,50.524
2023-03-16,51.329
2023-03-17,49.3048
2023-03-18,49.3048
