,KLAC US Equity
2023-03-20,51.1719
2023-03-21,49.9336
2023-03-22,49.1271
2023-03-23,50.9085
2023-03-24,47.5064
2023-03-25,47.5064
2023-03-26,47.5064
2023-03-27,47.2567
2023-03-28,46.5315
2023-03-29,50.2422
2023-03-30,52.8469
2023-03-31,53.5725
2023-04-01,53.5725
2023-04-02,53.5725
2023-04-03,53.5237
2023-04-04,51.8554
2023-04-05,48.9651
2023-04-06,47.2795
2023-04-07,47.2795
2023-04-08,47.2795
2023-04-09,47.2795
2023-04-10,49.358
2023-04-11,48.19
2023-04-12,46.3384
2023-04-13,47.4803
2023-04-14,47.6565
2023-04-15,47.6565
2023-04-16,47.6565
2023-04-17,46.9223
2023-04-18,46.6938
2023-04-19,44.2297
2023-04-20,48.3264
2023-04-21,47.3942
2023-04-22,47.3942
2023-04-23,47.3942
2023-04-24,47.4923
2023-04-25,43.9636
2023-04-26,43.8733
2023-04-27,51.1335
2023-04-28,51.5847
2023-04-29,51.5847
2023-04-30,51.5847
2023-05-01,51.0432
2023-05-02,49.5193
2023-05-03,49.4478
2023-05-04,48.178
2023-05-05,51.4248
2023-05-06,51.4248
2023-05-07,51.4248
2023-05-08,50.8573
2023-05-09,48.8332
2023-05-10,51.5616
2023-05-11,51.6018
2023-05-12,52.0482
2023-05-13,52.0482
2023-05-14,52.0482
2023-05-15,56.1881
2023-05-16,57.2382
2023-05-17,58.9704
2023-05-18,61.3418
2023-05-19,59.8393
2023-05-20,59.8393
2023-05-21,59.8393
2023-05-22,58.9815
2023-05-23,57.1486
2023-05-24,55.4619
2023-05-25,60.7137
2023-05-26,65.2222
2023-05-27,65.2222
2023-05-28,65.2222
2023-05-29,65.2222
2023-05-30,64.5227
2023-05-31,60.2462
2023-06-01,61.8324
2023-06-02,62.7242
2023-06-03,62.7242
2023-06-04,62.7242
2023-06-05,62.7215
2023-06-06,63.2122
2023-06-07,63.6749
2023-06-08,65.3262
2023-06-09,62.921
2023-06-10,62.921
2023-06-11,62.921
2023-06-12,64.5303
2023-06-13,65.242
2023-06-14,65.3468
2023-06-15,62.942
2023-06-16,60.7093
2023-06-17,60.7093
2023-06-18,60.7093
2023-06-19,60.7093
2023-06-20,60.582
2023-06-21,58.2795
2023-06-22,60.405
2023-06-23,57.5176
2023-06-24,57.5176
2023-06-25,57.5176
2023-06-26,57.8375
2023-06-27,61.2998
2023-06-28,60.5996
2023-06-29,61.1143
2023-06-30,62.5231
2023-07-01,62.5231
2023-07-02,62.5231
2023-07-03,62.463
2023-07-04,62.463
2023-07-05,57.6182
2023-07-06,55.9278
2023-07-07,54.4465
2023-07-08,54.4465
2023-07-09,54.4465
2023-07-10,56.8934
2023-07-11,54.7883
2023-07-12,56.1408
2023-07-13,58.061
2023-07-14,57.7845
2023-07-15,57.7845
2023-07-16,57.7845
2023-07-17,60.7136
2023-07-18,58.9969
2023-07-19,55.5348
2023-07-20,50.8401
2023-07-21,52.5532
2023-07-22,52.5532
2023-07-23,52.5532
2023-07-24,53.0375
2023-07-25,54.0657
2023-07-26,52.1635
2023-07-27,56.8246
2023-07-28,61.3787
2023-07-29,61.3787
2023-07-30,61.3787
2023-07-31,61.8062
2023-08-01,61.8552
2023-08-02,58.3984
2023-08-03,58.8448
2023-08-04,57.4898
2023-08-05,57.4898
2023-08-06,57.4898
2023-08-07,59.1456
2023-08-08,57.3381
2023-08-09,56.3829
2023-08-10,56.7095
2023-08-11,52.8379
2023-08-12,52.8379
2023-08-13,52.8379
2023-08-14,55.256
2023-08-15,53.67
2023-08-16,51.6828
2023-08-17,51.4657
2023-08-18,52.4519
2023-08-19,52.4519
2023-08-20,52.4519
2023-08-21,54.8665
2023-08-22,53.9791
2023-08-23,55.4004
2023-08-24,51.5192
2023-08-25,52.5422
2023-08-26,52.5422
2023-08-27,52.5422
2023-08-28,53.4497
2023-08-29,55.5535
2023-08-30,55.63
2023-08-31,56.2914
2023-09-01,57.2426
2023-09-02,57.2426
2023-09-03,57.2426
2023-09-04,57.2426
2023-09-05,58.2518
2023-09-06,58.4207
2023-09-07,54.3901
2023-09-08,54.4997
2023-09-09,54.4997
2023-09-10,54.4997
2023-09-11,53.634
2023-09-12,51.6465
2023-09-13,51.1307
2023-09-14,50.2574
2023-09-15,44.7678
2023-09-16,44.7678
2023-09-17,44.7678
2023-09-18,45.3188
2023-09-19,45.5152
2023-09-20,44.4558
2023-09-21,43.3848
2023-09-22,44.6694
2023-09-23,44.6694
2023-09-24,44.6694
2023-09-25,45.5998
2023-09-26,43.4348
2023-09-27,43.5432
2023-09-28,46.8449
2023-09-29,46.9907
2023-09-30,46.9907
2023-10-01,46.9907
2023-10-02,47.5058
2023-10-03,45.4666
2023-10-04,47.8911
2023-10-05,47.8989
2023-10-06,49.7095
2023-10-07,49.7095
2023-10-08,49.7095
2023-10-09,49.3835
2023-10-10,51.2865
2023-10-11,53.3754
2023-10-12,57.481
2023-10-13,53.696
2023-10-14,53.696
2023-10-15,53.696
2023-10-16,54.6466
2023-10-17,53.3942
2023-10-18,51.6431
2023-10-19,48.2625
2023-10-20,47.6753
2023-10-21,47.6753
2023-10-22,47.6753
2023-10-23,47.7056
2023-10-24,49.639
2023-10-25,46.1075
2023-10-26,46.9681
2023-10-27,46.8975
2023-10-28,46.8975
2023-10-29,46.8975
2023-10-30,47.3231
2023-10-31,49.9422
2023-11-01,51.6153
2023-11-02,54.5618
2023-11-03,56.7483
2023-11-04,56.7483
2023-11-05,56.7483
2023-11-06,56.5402
2023-11-07,57.4451
2023-11-08,59.1073
2023-11-09,57.7235
2023-11-10,62.9627
2023-11-11,62.9627
2023-11-12,62.9627
2023-11-13,61.271
2023-11-14,64.3571
2023-11-15,64.3457
2023-11-16,64.3428
2023-11-17,64.0851
2023-11-18,64.0851
2023-11-19,64.0851
2023-11-20,66.2581
2023-11-21,64.1134
2023-11-22,64.6961
2023-11-23,64.6961
2023-11-24,64.9448
2023-11-25,64.9448
2023-11-26,64.9448
2023-11-27,65.171
2023-11-28,62.0682
2023-11-29,61.1261
2023-11-30,61.2351
2023-12-01,62.1108
2023-12-02,62.1108
2023-12-03,62.1108
2023-12-04,59.1417
2023-12-05,58.4172
2023-12-06,55.8328
2023-12-07,58.6063
2023-12-08,56.6243
2023-12-09,56.6243
2023-12-10,56.6243
2023-12-11,61.5289
2023-12-12,61.8602
2023-12-13,63.5625
2023-12-14,65.4972
2023-12-15,65.9299
2023-12-16,65.9299
2023-12-17,65.9299
2023-12-18,63.381
2023-12-19,63.6201
2023-12-20,59.3212
2023-12-21,62.3674
2023-12-22,62.7377
2023-12-23,62.7377
2023-12-24,62.7377
2023-12-25,62.7377
2023-12-26,64.1827
2023-12-27,64.1992
2023-12-28,62.6494
2023-12-29,61.189
2023-12-30,61.189
2023-12-31,61.189
2024-01-01,61.189
2024-01-02,55.5527
2024-01-03,53.6458
2024-01-04,52.1847
2024-01-05,51.6804
2024-01-06,51.6804
2024-01-07,51.6804
2024-01-08,55.4541
2024-01-09,53.9991
2024-01-10,53.9383
2024-01-11,55.2011
2024-01-12,54.808
2024-01-13,54.808
2024-01-14,54.808
2024-01-15,54.808
2024-01-16,56.1179
2024-01-17,54.972
2024-01-18,60.32
2024-01-19,64.0161
2024-01-20,64.0161
2024-01-21,64.0161
2024-01-22,65.4789
2024-01-23,64.4679
2024-01-24,67.1305
2024-01-25,67.5567
2024-01-26,57.4856
2024-01-27,57.4856
2024-01-28,57.4856
2024-01-29,57.5953
2024-01-30,56.5889
2024-01-31,56.307
2024-02-01,57.1597
2024-02-02,58.0338
2024-02-03,58.0338
2024-02-04,58.0338
2024-02-05,59.7523
2024-02-06,56.7344
2024-02-07,57.9409
2024-02-08,59.4806
2024-02-09,63.9393
2024-02-10,63.9393
2024-02-11,63.9393
2024-02-12,63.5351
2024-02-13,61.9198
2024-02-14,63.668
2024-02-15,63.6656
2024-02-16,64.8802
2024-02-17,64.8802
2024-02-18,64.8802
2024-02-19,64.8802
2024-02-20,62.5694
2024-02-21,62.591
2024-02-22,66.7961
2024-02-23,63.3389
2024-02-24,63.3389
2024-02-25,63.3389
2024-02-26,65.208
2024-02-27,63.808
2024-02-28,62.7845
2024-02-29,63.9976
2024-03-01,68.0795
2024-03-02,68.0795
2024-03-03,68.0795
2024-03-04,68.1049
2024-03-05,65.42
2024-03-06,66.5168
2024-03-07,67.3871
2024-03-08,62.2278
2024-03-09,62.2278
2024-03-10,62.2278
2024-03-11,59.5171
2024-03-12,61.1646
2024-03-13,59.3064
2024-03-14,59.7786
2024-03-15,58.1529
2024-03-16,58.1529
2024-03-17,58.1529
2024-03-18,59.0815
2024-03-19,57.2194
2024-03-20,59.2705
2024-03-21,61.4752
2024-03-22,60.9646
2024-03-23,60.9646
2024-03-24,60.9646
2024-03-25,58.834
2024-03-26,56.6935
2024-03-27,57.8779
2024-03-28,58.1163
2024-03-29,58.1163
2024-03-30,58.1163
2024-03-31,58.1163
2024-04-01,59.8199
2024-04-02,56.544
2024-04-03,57.0606
2024-04-04,52.6071
2024-04-05,54.1156
2024-04-06,54.1156
2024-04-07,54.1156
2024-04-08,55.2802
