,NBHC US Equity
2021-07-07,41.0266
2021-07-08,39.8882
2021-07-09,44.4151
2021-07-10,44.4151
2021-07-11,44.4151
2021-07-12,45.6642
2021-07-13,42.5076
2021-07-14,42.0888
2021-07-15,42.9965
2021-07-16,41.6722
2021-07-17,41.6722
2021-07-18,41.6722
2021-07-19,38.7259
2021-07-20,42.263
2021-07-21,44.3649
2021-07-22,42.1624
2021-07-23,43.3796
2021-07-24,43.3796
2021-07-25,43.3796
2021-07-26,44.6516
2021-07-27,43.5594
2021-07-28,44.4845
2021-07-29,45.6116
2021-07-30,44.0961
2021-07-31,44.0961
2021-08-01,44.0961
2021-08-02,43.3782
2021-08-03,44.7734
2021-08-04,42.3383
2021-08-05,44.5368
2021-08-06,48.2565
2021-08-07,48.2565
2021-08-08,48.2565
2021-08-09,48.1088
2021-08-10,49.3281
2021-08-11,51.1708
2021-08-12,49.4981
2021-08-13,50.1344
2021-08-14,50.1344
2021-08-15,50.1344
2021-08-16,49.8098
2021-08-17,48.6687
2021-08-18,47.7315
2021-08-19,47.309
2021-08-20,50.1861
2021-08-21,50.1861
2021-08-22,50.1861
2021-08-23,50.963
2021-08-24,50.963
2021-08-25,51.1756
2021-08-26,49.9732
2021-08-27,53.7008
2021-08-28,53.7008
2021-08-29,53.7008
2021-08-30,50.9938
2021-08-31,52.4213
2021-09-01,51.6798
2021-09-02,51.4164
2021-09-03,51.4164
2021-09-04,51.4164
2021-09-05,51.4164
2021-09-06,51.4164
2021-09-07,49.9759
2021-09-08,48.2014
2021-09-09,47.6797
2021-09-10,46.4899
2021-09-11,46.4899
2021-09-12,46.4899
2021-09-13,47.4647
2021-09-14,43.2159
2021-09-15,44.3328
2021-09-16,43.2497
2021-09-17,47.7099
2021-09-18,47.7099
2021-09-19,47.7099
2021-09-20,48.4855
2021-09-21,49.3406
2021-09-22,51.7148
2021-09-23,55.3883
2021-09-24,56.6943
2021-09-25,56.6943
2021-09-26,56.6943
2021-09-27,59.8937
2021-09-28,58.608
2021-09-29,60.7184
2021-09-30,61.9234
2021-10-01,64.2432
2021-10-02,64.2432
2021-10-03,64.2432
2021-10-04,62.9072
2021-10-05,63.909
2021-10-06,64.674
2021-10-07,65.9503
2021-10-08,66.0699
2021-10-09,66.0699
2021-10-10,66.0699
2021-10-11,64.5679
2021-10-12,63.8639
2021-10-13,61.239
2021-10-14,61.9764
2021-10-15,61.0066
2021-10-16,61.0066
2021-10-17,61.0066
2021-10-18,60.1717
2021-10-19,60.1244
2021-10-20,62.6451
2021-10-21,65.3984
2021-10-22,66.657
2021-10-23,66.657
2021-10-24,66.657
2021-10-25,67.4172
2021-10-26,65.8639
2021-10-27,64.9155
2021-10-28,64.5109
2021-10-29,64.7947
2021-10-30,64.7947
2021-10-31,64.7947
2021-11-01,67.6568
2021-11-02,63.2799
2021-11-03,66.1621
2021-11-04,66.8117
2021-11-05,66.6157
2021-11-06,66.6157
2021-11-07,66.6157
2021-11-08,67.0655
2021-11-09,67.5677
2021-11-10,68.7983
2021-11-11,68.6904
2021-11-12,66.0656
2021-11-13,66.0656
2021-11-14,66.0656
2021-11-15,66.1748
2021-11-16,65.4668
2021-11-17,65.4962
2021-11-18,66.4412
2021-11-19,64.6663
2021-11-20,64.6663
2021-11-21,64.6663
2021-11-22,64.9785
2021-11-23,65.7915
2021-11-24,68.0176
2021-11-25,68.0176
2021-11-26,55.5927
2021-11-27,55.5927
2021-11-28,55.5927
2021-11-29,53.8358
2021-11-30,51.6373
2021-12-01,52.916
2021-12-02,56.4253
2021-12-03,54.4452
2021-12-04,54.4452
2021-12-05,54.4452
2021-12-06,57.5
2021-12-07,53.6294
2021-12-08,53.9408
2021-12-09,52.7319
2021-12-10,53.961
2021-12-11,53.961
2021-12-12,53.961
2021-12-13,51.0689
2021-12-14,51.4391
2021-12-15,51.5426
2021-12-16,53.7506
2021-12-17,53.851
2021-12-18,53.851
2021-12-19,53.851
2021-12-20,48.3172
2021-12-21,51.9557
2021-12-22,51.9557
2021-12-23,52.9317
2021-12-24,52.9317
2021-12-25,52.9317
2021-12-26,52.9317
2021-12-27,54.1834
2021-12-28,54.3124
2021-12-29,54.8382
2021-12-30,54.2728
2021-12-31,54.1079
2022-01-01,54.1079
2022-01-02,54.1079
2022-01-03,55.2334
2022-01-04,59.5907
2022-01-05,60.2962
2022-01-06,63.6347
2022-01-07,64.446
2022-01-08,64.446
2022-01-09,64.446
2022-01-10,65.3943
2022-01-11,61.7194
2022-01-12,61.0272
2022-01-13,62.3645
2022-01-14,62.6888
2022-01-15,62.6888
2022-01-16,62.6888
2022-01-17,62.6888
2022-01-18,59.0891
2022-01-19,52.8486
2022-01-20,49.56
2022-01-21,51.965
2022-01-22,51.965
2022-01-23,51.965
2022-01-24,59.0926
2022-01-25,59.3678
2022-01-26,56.9251
2022-01-27,53.6247
2022-01-28,52.5641
2022-01-29,52.5641
2022-01-30,52.5641
2022-01-31,52.5342
2022-02-01,53.3026
2022-02-02,51.7549
2022-02-03,51.9282
2022-02-04,53.0901
2022-02-05,53.0901
2022-02-06,53.0901
2022-02-07,53.5833
2022-02-08,57.7713
2022-02-09,56.1813
2022-02-10,57.0401
2022-02-11,57.4324
2022-02-12,57.4324
2022-02-13,57.4324
2022-02-14,52.4752
2022-02-15,55.0695
2022-02-16,53.7551
2022-02-17,50.7422
2022-02-18,51.6035
2022-02-19,51.6035
2022-02-20,51.6035
2022-02-21,51.6035
2022-02-22,50.9202
2022-02-23,48.6596
2022-02-24,44.595
2022-02-25,48.7902
2022-02-26,48.7902
2022-02-27,48.7902
2022-02-28,48.7379
2022-03-01,41.8275
2022-03-02,46.898
2022-03-03,46.2531
2022-03-04,43.5868
2022-03-05,43.5868
2022-03-06,43.5868
2022-03-07,41.0979
2022-03-08,41.4149
2022-03-09,43.6628
2022-03-10,44.1014
2022-03-11,44.8073
2022-03-12,44.8073
2022-03-13,44.8073
2022-03-14,46.8395
2022-03-15,46.1278
2022-03-16,48.0419
2022-03-17,47.1182
2022-03-18,46.9315
2022-03-19,46.9315
2022-03-20,46.9315
2022-03-21,46.74
2022-03-22,46.1312
2022-03-23,42.4271
2022-03-24,43.499
2022-03-25,45.6764
2022-03-26,45.6764
2022-03-27,45.6764
2022-03-28,44.5688
2022-03-29,46.3357
2022-03-30,43.7699
2022-03-31,42.5935
2022-04-01,44.1744
2022-04-02,44.1744
2022-04-03,44.1744
2022-04-04,43.7888
2022-04-05,42.678
2022-04-06,40.9458
2022-04-07,40.1142
2022-04-08,39.2061
2022-04-09,39.2061
2022-04-10,39.2061
2022-04-11,39.6009
2022-04-12,39.5566
2022-04-13,40.9568
2022-04-14,40.0669
2022-04-15,40.0669
2022-04-16,40.0669
2022-04-17,40.0669
2022-04-18,40.6635
2022-04-19,43.6667
2022-04-20,44.9443
2022-04-21,42.807
2022-04-22,41.3133
2022-04-23,41.3133
2022-04-24,41.3133
2022-04-25,39.446
2022-04-26,36.581
2022-04-27,36.1353
2022-04-28,38.6656
2022-04-29,37.5125
2022-04-30,37.5125
2022-05-01,37.5125
2022-05-02,39.3153
2022-05-03,40.6773
2022-05-04,44.1462
2022-05-05,42.8149
2022-05-06,43.0411
2022-05-07,43.0411
2022-05-08,43.0411
2022-05-09,43.8936
2022-05-10,42.4525
2022-05-11,42.9623
2022-05-12,43.136
2022-05-13,45.1408
2022-05-14,45.1408
2022-05-15,45.1408
2022-05-16,44.719
2022-05-17,50.0612
2022-05-18,49.5834
2022-05-19,47.0848
2022-05-20,46.7167
2022-05-21,46.7167
2022-05-22,46.7167
2022-05-23,48.4176
2022-05-24,48.5138
2022-05-25,50.4274
2022-05-26,52.1543
2022-05-27,54.6909
2022-05-28,54.6909
2022-05-29,54.6909
2022-05-30,54.6909
2022-05-31,53.1496
2022-06-01,51.5488
2022-06-02,54.1439
2022-06-03,52.9248
2022-06-04,52.9248
2022-06-05,52.9248
2022-06-06,53.6542
2022-06-07,53.8613
2022-06-08,52.3071
2022-06-09,48.6597
2022-06-10,44.8252
2022-06-11,44.8252
2022-06-12,44.8252
2022-06-13,43.4764
2022-06-14,44.7906
2022-06-15,47.4483
2022-06-16,43.657
2022-06-17,45.2089
2022-06-18,45.2089
2022-06-19,45.2089
2022-06-20,45.2089
2022-06-21,47.8473
2022-06-22,47.0129
2022-06-23,45.6061
2022-06-24,47.6839
2022-06-25,47.6839
2022-06-26,47.6839
2022-06-27,48.5509
2022-06-28,49.2411
2022-06-29,46.9467
2022-06-30,46.6965
2022-07-01,48.5247
2022-07-02,48.5247
2022-07-03,48.5247
2022-07-04,48.5247
2022-07-05,47.9962
2022-07-06,46.9385
2022-07-07,46.2359
2022-07-08,46.8532
2022-07-09,46.8532
2022-07-10,46.8532
2022-07-11,46.5155
2022-07-12,46.0166
2022-07-13,44.987
2022-07-14,44.7984
2022-07-15,49.8036
2022-07-16,49.8036
2022-07-17,49.8036
2022-07-18,49.9397
2022-07-19,53.5548
2022-07-20,58.0189
2022-07-21,56.8036
2022-07-22,54.7785
2022-07-23,54.7785
2022-07-24,54.7785
2022-07-25,55.5418
2022-07-26,55.3628
2022-07-27,56.2953
2022-07-28,55.1044
2022-07-29,56.9306
2022-07-30,56.9306
2022-07-31,56.9306
2022-08-01,57.8741
2022-08-02,56.1393
2022-08-03,57.0276
2022-08-04,56.049
2022-08-05,56.5122
2022-08-06,56.5122
2022-08-07,56.5122
2022-08-08,56.2261
2022-08-09,57.4362
2022-08-10,58.0673
2022-08-11,60.7184
2022-08-12,62.3149
2022-08-13,62.3149
2022-08-14,62.3149
2022-08-15,62.8357
2022-08-16,64.0005
2022-08-17,62.3549
2022-08-18,62.4405
2022-08-19,59.7682
2022-08-20,59.7682
2022-08-21,59.7682
2022-08-22,54.0199
2022-08-23,52.7182
2022-08-24,51.3993
2022-08-25,53.2086
2022-08-26,50.1622
2022-08-27,50.1622
2022-08-28,50.1622
2022-08-29,48.112
2022-08-30,49.1684
2022-08-31,47.8817
2022-09-01,46.5202
2022-09-02,44.9981
2022-09-03,44.9981
2022-09-04,44.9981
2022-09-05,44.9981
2022-09-06,40.714
2022-09-07,43.1419
2022-09-08,45.0566
2022-09-09,46.6244
2022-09-10,46.6244
2022-09-11,46.6244
2022-09-12,47.4895
2022-09-13,43.8445
2022-09-14,43.5827
2022-09-15,44.6462
2022-09-16,45.5934
2022-09-17,45.5934
2022-09-18,45.5934
2022-09-19,47.8461
2022-09-20,47.2162
2022-09-21,47.1486
2022-09-22,44.5741
2022-09-23,43.5954
2022-09-24,43.5954
2022-09-25,43.5954
2022-09-26,42.6271
2022-09-27,41.1922
2022-09-28,41.1009
2022-09-29,40.6655
2022-09-30,39.8544
2022-10-01,39.8544
2022-10-02,39.8544
2022-10-03,42.5881
2022-10-04,48.4096
2022-10-05,47.5438
2022-10-06,46.4775
2022-10-07,43.121
2022-10-08,43.121
2022-10-09,43.121
2022-10-10,43.121
2022-10-11,42.8662
2022-10-12,41.9996
2022-10-13,50.014
2022-10-14,50.2886
2022-10-15,50.2886
2022-10-16,50.2886
2022-10-17,54.2237
2022-10-18,55.4302
2022-10-19,54.6847
2022-10-20,50.1494
2022-10-21,52.9736
2022-10-22,52.9736
2022-10-23,52.9736
2022-10-24,55.0853
2022-10-25,53.2226
2022-10-26,52.9532
2022-10-27,53.2287
2022-10-28,57.5186
2022-10-29,57.5186
2022-10-30,57.5186
2022-10-31,62.0336
2022-11-01,62.342
2022-11-02,62.5889
2022-11-03,63.5334
2022-11-04,67.6388
2022-11-05,67.6388
2022-11-06,67.6388
2022-11-07,69.5672
2022-11-08,67.7609
2022-11-09,69.1588
2022-11-10,71.7554
2022-11-11,69.8497
2022-11-12,69.8497
2022-11-13,69.8497
2022-11-14,68.5104
2022-11-15,68.2543
2022-11-16,67.9913
2022-11-17,66.962
2022-11-18,67.5271
2022-11-19,67.5271
2022-11-20,67.5271
2022-11-21,66.3915
2022-11-22,66.9272
2022-11-23,65.5984
2022-11-24,65.5984
2022-11-25,66.6769
2022-11-26,66.6769
2022-11-27,66.6769
2022-11-28,56.8852
2022-11-29,57.9724
2022-11-30,58.5476
2022-12-01,58.3164
2022-12-02,60.593
2022-12-03,60.593
2022-12-04,60.593
2022-12-05,47.3939
2022-12-06,47.372
2022-12-07,46.703
2022-12-08,51.0858
2022-12-09,49.2637
2022-12-10,49.2637
2022-12-11,49.2637
2022-12-12,49.7274
2022-12-13,47.4827
2022-12-14,46.7621
2022-12-15,43.8811
2022-12-16,43.3407
2022-12-17,43.3407
2022-12-18,43.3407
2022-12-19,43.0159
2022-12-20,43.9661
2022-12-21,47.1932
2022-12-22,47.0575
2022-12-23,47.6799
2022-12-24,47.6799
2022-12-25,47.6799
2022-12-26,47.6799
2022-12-27,48.5915
2022-12-28,47.4431
2022-12-29,48.5668
2022-12-30,47.7125
2022-12-31,47.7125
2023-01-01,47.7125
2023-01-02,47.7125
2023-01-03,49.2604
2023-01-04,50.8705
2023-01-05,48.7457
2023-01-06,50.8686
2023-01-07,50.8686
2023-01-08,50.8686
2023-01-09,50.8686
2023-01-10,50.5368
2023-01-11,51.4112
2023-01-12,53.7379
2023-01-13,53.1396
2023-01-14,53.1396
2023-01-15,53.1396
2023-01-16,53.1396
2023-01-17,51.5371
2023-01-18,48.3263
2023-01-19,46.402
2023-01-20,48.1343
2023-01-21,48.1343
2023-01-22,48.1343
2023-01-23,49.5675
2023-01-24,48.0329
2023-01-25,45.5745
2023-01-26,46.2562
2023-01-27,47.7859
2023-01-28,47.7859
2023-01-29,47.7859
2023-01-30,46.5728
2023-01-31,48.5128
2023-02-01,50.5666
2023-02-02,53.0608
2023-02-03,53.4228
2023-02-04,53.4228
2023-02-05,53.4228
2023-02-06,49.5272
2023-02-07,50.2881
2023-02-08,48.7144
2023-02-09,46.3106
2023-02-10,46.8647
2023-02-11,46.8647
2023-02-12,46.8647
2023-02-13,47.2501
2023-02-14,45.9507
2023-02-15,46.5404
2023-02-16,45.5394
2023-02-17,48.8606
2023-02-18,48.8606
2023-02-19,48.8606
2023-02-20,48.8606
2023-02-21,46.9676
2023-02-22,46.7774
2023-02-23,47.0008
2023-02-24,45.3687
2023-02-25,45.3687
2023-02-26,45.3687
2023-02-27,45.1729
2023-02-28,44.9435
2023-03-01,44.7379
2023-03-02,43.6172
2023-03-03,44.8213
2023-03-04,44.8213
2023-03-05,44.8213
2023-03-06,44.1507
2023-03-07,40.4253
2023-03-08,41.3245
2023-03-09,35.9119
2023-03-10,35.8245
2023-03-11,35.8245
2023-03-12,35.8245
2023-03-13,32.1402
2023-03-14,33.1946
2023-03-15,32.2351
2023-03-16,41.1713
2023-03-17,35.7059
2023-03-18,35.7059
