,QNST US Equity
2023-03-22,47.813
2023-03-23,46.72
2023-03-24,48.5452
2023-03-25,48.5452
2023-03-26,48.5452
2023-03-27,50.644
2023-03-28,49.0347
2023-03-29,50.8244
2023-03-30,48.822
2023-03-31,52.1643
2023-04-01,52.1643
2023-04-02,52.1643
2023-04-03,50.8474
2023-04-04,49.4986
2023-04-05,47.3338
2023-04-06,47.0676
2023-04-07,47.0676
2023-04-08,47.0676
2023-04-09,47.0676
2023-04-10,47.4346
2023-04-11,45.7925
2023-04-12,43.6559
2023-04-13,44.3115
2023-04-14,38.862
2023-04-15,38.862
2023-04-16,38.862
2023-04-17,38.318
2023-04-18,36.664
2023-04-19,34.0371
2023-04-20,33.7867
2023-04-21,33.4592
2023-04-22,33.4592
2023-04-23,33.4592
2023-04-24,32.588
2023-04-25,31.7333
2023-04-26,30.6588
2023-04-27,30.6588
2023-04-28,31.1417
2023-04-29,31.1417
2023-04-30,31.1417
2023-05-01,31.7157
2023-05-02,28.5346
2023-05-03,26.7698
2023-05-04,23.8625
2023-05-05,22.6759
2023-05-06,22.6759
2023-05-07,22.6759
2023-05-08,21.1505
2023-05-09,20.2442
2023-05-10,20.4741
2023-05-11,21.872
2023-05-12,22.4206
2023-05-13,22.4206
2023-05-14,22.4206
2023-05-15,24.687
2023-05-16,24.0847
2023-05-17,27.2963
2023-05-18,34.3429
2023-05-19,36.1456
2023-05-20,36.1456
2023-05-21,36.1456
2023-05-22,38.4948
2023-05-23,38.0125
2023-05-24,37.9747
2023-05-25,37.4348
2023-05-26,39.5312
2023-05-27,39.5312
2023-05-28,39.5312
2023-05-29,39.5312
2023-05-30,38.9987
2023-05-31,38.6671
2023-06-01,39.9221
2023-06-02,42.2389
2023-06-03,42.2389
2023-06-04,42.2389
2023-06-05,40.1057
2023-06-06,41.6305
2023-06-07,42.5756
2023-06-08,40.2389
2023-06-09,41.0118
2023-06-10,41.0118
2023-06-11,41.0118
2023-06-12,39.8997
2023-06-13,39.8103
2023-06-14,37.7551
2023-06-15,37.0397
2023-06-16,37.3287
2023-06-17,37.3287
2023-06-18,37.3287
2023-06-19,37.3287
2023-06-20,38.5688
2023-06-21,38.11
2023-06-22,38.9367
2023-06-23,38.2165
2023-06-24,38.2165
2023-06-25,38.2165
2023-06-26,37.8305
2023-06-27,37.7812
2023-06-28,39.0962
2023-06-29,41.2632
2023-06-30,41.6609
2023-07-01,41.6609
2023-07-02,41.6609
2023-07-03,41.6026
2023-07-04,41.6026
2023-07-05,40.3191
2023-07-06,39.7425
2023-07-07,41.5581
2023-07-08,41.5581
2023-07-09,41.5581
2023-07-10,43.3245
2023-07-11,44.9635
2023-07-12,48.7219
2023-07-13,45.324
2023-07-14,44.5818
2023-07-15,44.5818
2023-07-16,44.5818
2023-07-17,46.0294
2023-07-18,49.4785
2023-07-19,47.0793
2023-07-20,45.536
2023-07-21,45.4128
2023-07-22,45.4128
2023-07-23,45.4128
2023-07-24,46.0918
2023-07-25,45.7646
2023-07-26,47.3871
2023-07-27,44.3176
2023-07-28,44.1288
2023-07-29,44.1288
2023-07-30,44.1288
2023-07-31,45.1755
2023-08-01,42.6332
2023-08-02,42.3252
2023-08-03,45.5021
2023-08-04,46.7471
2023-08-05,46.7471
2023-08-06,46.7471
2023-08-07,48.1262
2023-08-08,48.0546
2023-08-09,44.1829
2023-08-10,54.0581
2023-08-11,51.9869
2023-08-12,51.9869
2023-08-13,51.9869
2023-08-14,51.7944
2023-08-15,52.342
2023-08-16,55.1525
2023-08-17,56.7468
2023-08-18,54.2693
2023-08-19,54.2693
2023-08-20,54.2693
2023-08-21,51.7999
2023-08-22,51.7359
2023-08-23,51.9205
2023-08-24,51.178
2023-08-25,48.9401
2023-08-26,48.9401
2023-08-27,48.9401
2023-08-28,50.3279
2023-08-29,51.8118
2023-08-30,53.5591
2023-08-31,52.0936
2023-09-01,52.2224
2023-09-02,52.2224
2023-09-03,52.2224
2023-09-04,52.2224
2023-09-05,50.0641
2023-09-06,49.5855
2023-09-07,48.9628
2023-09-08,48.473
2023-09-09,48.473
2023-09-10,48.473
2023-09-11,48.7005
2023-09-12,46.17
2023-09-13,46.9619
2023-09-14,48.0684
2023-09-15,45.8087
2023-09-16,45.8087
2023-09-17,45.8087
2023-09-18,45.4632
2023-09-19,45.2514
2023-09-20,45.6877
2023-09-21,45.0197
2023-09-22,45.659
2023-09-23,45.659
2023-09-24,45.659
2023-09-25,46.3048
2023-09-26,46.399
2023-09-27,44.8532
2023-09-28,46.5968
2023-09-29,46.4281
2023-09-30,46.4281
2023-10-01,46.4281
2023-10-02,45.4075
2023-10-03,45.6136
2023-10-04,48.1453
2023-10-05,44.6214
2023-10-06,47.1586
2023-10-07,47.1586
2023-10-08,47.1586
2023-10-09,50.3278
2023-10-10,49.8419
2023-10-11,50.2485
2023-10-12,48.5302
2023-10-13,50.6438
2023-10-14,50.6438
2023-10-15,50.6438
2023-10-16,58.978
2023-10-17,62.4377
2023-10-18,58.6444
2023-10-19,59.2988
2023-10-20,56.684
2023-10-21,56.684
2023-10-22,56.684
2023-10-23,55.3802
2023-10-24,56.4172
2023-10-25,54.0613
2023-10-26,54.1978
2023-10-27,53.297
2023-10-28,53.297
2023-10-29,53.297
2023-10-30,54.5058
2023-10-31,61.3277
2023-11-01,63.1157
2023-11-02,59.2306
2023-11-03,57.9242
2023-11-04,57.9242
2023-11-05,57.9242
2023-11-06,57.2329
2023-11-07,57.3499
2023-11-08,55.6182
2023-11-09,56.1782
2023-11-10,57.8882
2023-11-11,57.8882
2023-11-12,57.8882
2023-11-13,54.7319
2023-11-14,58.6928
2023-11-15,59.7117
2023-11-16,57.0309
2023-11-17,54.9878
2023-11-18,54.9878
2023-11-19,54.9878
2023-11-20,55.864
2023-11-21,54.8334
2023-11-22,56.2643
2023-11-23,56.2643
2023-11-24,57.875
2023-11-25,57.875
2023-11-26,57.875
2023-11-27,57.329
2023-11-28,55.4727
2023-11-29,57.4332
2023-11-30,62.641
2023-12-01,63.1944
2023-12-02,63.1944
2023-12-03,63.1944
2023-12-04,62.3976
2023-12-05,63.4002
2023-12-06,62.0952
2023-12-07,61.6848
2023-12-08,64.0911
2023-12-09,64.0911
2023-12-10,64.0911
2023-12-11,64.2805
2023-12-12,63.1603
2023-12-13,63.3129
2023-12-14,63.5731
2023-12-15,63.2021
2023-12-16,63.2021
2023-12-17,63.2021
2023-12-18,62.4481
2023-12-19,63.8962
2023-12-20,60.2886
2023-12-21,61.331
2023-12-22,62.0748
2023-12-23,62.0748
2023-12-24,62.0748
2023-12-25,62.0748
2023-12-26,61.6971
2023-12-27,63.8584
2023-12-28,61.8628
2023-12-29,58.6144
2023-12-30,58.6144
2023-12-31,58.6144
2024-01-01,58.6144
2024-01-02,58.5261
2024-01-03,55.4167
2024-01-04,55.5524
2024-01-05,53.7744
2024-01-06,53.7744
2024-01-07,53.7744
2024-01-08,49.3402
2024-01-09,49.7164
2024-01-10,50.1758
2024-01-11,49.3213
2024-01-12,49.5636
2024-01-13,49.5636
2024-01-14,49.5636
2024-01-15,49.5636
2024-01-16,52.6112
2024-01-17,52.9131
2024-01-18,52.7393
2024-01-19,49.9398
2024-01-20,49.9398
2024-01-21,49.9398
2024-01-22,48.9622
2024-01-23,48.7155
2024-01-24,57.8645
2024-01-25,56.2856
2024-01-26,58.2695
2024-01-27,58.2695
2024-01-28,58.2695
2024-01-29,57.9296
2024-01-30,57.2386
2024-01-31,55.1956
2024-02-01,56.5979
2024-02-02,54.8229
2024-02-03,54.8229
2024-02-04,54.8229
2024-02-05,52.7059
2024-02-06,55.5728
2024-02-07,56.0972
2024-02-08,65.4767
2024-02-09,68.1281
2024-02-10,68.1281
2024-02-11,68.1281
2024-02-12,66.4728
2024-02-13,65.3773
2024-02-14,65.7113
2024-02-15,66.9484
2024-02-16,67.5934
2024-02-17,67.5934
2024-02-18,67.5934
2024-02-19,67.5934
2024-02-20,67.3385
2024-02-21,66.9035
2024-02-22,65.9341
2024-02-23,62.0451
2024-02-24,62.0451
2024-02-25,62.0451
2024-02-26,63.451
2024-02-27,59.9647
2024-02-28,58.4544
2024-02-29,58.8829
2024-03-01,59.6894
2024-03-02,59.6894
2024-03-03,59.6894
2024-03-04,59.3682
2024-03-05,58.6337
2024-03-06,59.3845
2024-03-07,62.0689
2024-03-08,60.7964
2024-03-09,60.7964
2024-03-10,60.7964
2024-03-11,62.238
2024-03-12,61.2033
2024-03-13,62.4413
2024-03-14,62.2626
2024-03-15,67.0868
2024-03-16,67.0868
2024-03-17,67.0868
2024-03-18,65.9417
2024-03-19,70.0504
2024-03-20,68.0329
2024-03-21,66.1443
2024-03-22,66.0618
2024-03-23,66.0618
2024-03-24,66.0618
2024-03-25,66.5367
2024-03-26,65.9294
2024-03-27,67.8381
2024-03-28,69.0998
2024-03-29,69.0998
2024-03-30,69.0998
2024-03-31,69.0998
2024-04-01,66.9949
2024-04-02,63.4147
2024-04-03,63.4617
2024-04-04,62.9599
2024-04-05,63.7506
2024-04-06,63.7506
2024-04-07,63.7506
2024-04-08,65.8702
