,TDS US Equity
2020-04-14,47.6161
2020-04-15,44.497
2020-04-16,47.8745
2020-04-17,48.3953
2020-04-18,48.3953
2020-04-19,48.3953
2020-04-20,48.6983
2020-04-21,46.8944
2020-04-22,46.9212
2020-04-23,49.2494
2020-04-24,49.4319
2020-04-25,49.4319
2020-04-26,49.4319
2020-04-27,49.9901
2020-04-28,51.0025
2020-04-29,53.022
2020-04-30,50.6678
2020-05-01,46.8454
2020-05-02,46.8454
2020-05-03,46.8454
2020-05-04,45.0302
2020-05-05,46.8863
2020-05-06,44.8585
2020-05-07,47.2713
2020-05-08,49.6274
2020-05-09,49.6274
2020-05-10,49.6274
2020-05-11,48.6363
2020-05-12,46.8651
2020-05-13,45.6498
2020-05-14,45.6036
2020-05-15,46.4716
2020-05-16,46.4716
2020-05-17,46.4716
2020-05-18,50.0117
2020-05-19,49.1521
2020-05-20,50.2195
2020-05-21,50.7155
2020-05-22,51.9917
2020-05-23,51.9917
2020-05-24,51.9917
2020-05-25,51.9917
2020-05-26,53.6145
2020-05-27,54.872
2020-05-28,53.2896
2020-05-29,53.9008
2020-05-30,53.9008
2020-05-31,53.9008
2020-06-01,54.9179
2020-06-02,54.995
2020-06-03,55.571
2020-06-04,54.9427
2020-06-05,55.3549
2020-06-06,55.3549
2020-06-07,55.3549
2020-06-08,59.4949
2020-06-09,56.9005
2020-06-10,54.7514
2020-06-11,49.3418
2020-06-12,51.3265
2020-06-13,51.3265
2020-06-14,51.3265
2020-06-15,51.929
2020-06-16,52.8994
2020-06-17,51.0831
2020-06-18,51.2206
2020-06-19,51.1017
2020-06-20,51.1017
2020-06-21,51.1017
2020-06-22,51.1311
2020-06-23,51.2521
2020-06-24,49.6928
2020-06-25,50.3308
2020-06-26,47.5249
2020-06-27,47.5249
2020-06-28,47.5249
2020-06-29,50.8035
2020-06-30,50.8646
2020-07-01,51.2714
2020-07-02,51.1366
2020-07-03,51.1366
2020-07-04,51.1366
2020-07-05,51.1366
2020-07-06,51.4665
2020-07-07,50.2728
2020-07-08,50.9649
2020-07-09,49.5038
2020-07-10,50.9237
2020-07-11,50.9237
2020-07-12,50.9237
2020-07-13,50.3018
2020-07-14,51.5617
2020-07-15,51.2927
2020-07-16,51.8496
2020-07-17,52.301
2020-07-18,52.301
2020-07-19,52.301
2020-07-20,50.8624
2020-07-21,52.2596
2020-07-22,49.356
2020-07-23,49.9947
2020-07-24,48.4922
2020-07-25,48.4922
2020-07-26,48.4922
2020-07-27,49.6457
2020-07-28,49.6874
2020-07-29,50.1985
2020-07-30,48.0926
2020-07-31,48.7158
2020-08-01,48.7158
2020-08-02,48.7158
2020-08-03,49.9154
2020-08-04,49.6927
2020-08-05,49.0141
2020-08-06,48.3763
2020-08-07,61.7333
2020-08-08,61.7333
2020-08-09,61.7333
2020-08-10,62.3987
2020-08-11,62.0268
2020-08-12,62.6316
2020-08-13,63.8787
2020-08-14,65.3468
2020-08-15,65.3468
2020-08-16,65.3468
2020-08-17,62.9925
2020-08-18,63.3341
2020-08-19,63.7381
2020-08-20,61.5337
2020-08-21,58.8995
2020-08-22,58.8995
2020-08-23,58.8995
2020-08-24,59.9947
2020-08-25,59.0845
2020-08-26,59.6839
2020-08-27,60.5476
2020-08-28,59.884
2020-08-29,59.884
2020-08-30,59.884
2020-08-31,57.6228
2020-09-01,56.4948
2020-09-02,58.1528
2020-09-03,55.6656
2020-09-04,54.1621
2020-09-05,54.1621
2020-09-06,54.1621
2020-09-07,54.1621
2020-09-08,51.5084
2020-09-09,52.7267
2020-09-10,50.6638
2020-09-11,49.9752
2020-09-12,49.9752
2020-09-13,49.9752
2020-09-14,46.8466
2020-09-15,45.6695
2020-09-16,46.4124
2020-09-17,45.3304
2020-09-18,45.169
2020-09-19,45.169
2020-09-20,45.169
2020-09-21,41.9622
2020-09-22,41.7406
2020-09-23,39.3744
2020-09-24,38.6869
2020-09-25,39.4524
2020-09-26,39.4524
2020-09-27,39.4524
2020-09-28,41.6074
2020-09-29,40.7816
2020-09-30,39.4916
2020-10-01,39.2713
2020-10-02,38.6761
2020-10-03,38.6761
2020-10-04,38.6761
2020-10-05,39.9702
2020-10-06,39.2305
2020-10-07,40.7235
2020-10-08,43.2063
2020-10-09,43.8848
2020-10-10,43.8848
2020-10-11,43.8848
2020-10-12,44.115
2020-10-13,42.9306
2020-10-14,40.1836
2020-10-15,40.5525
2020-10-16,39.7494
2020-10-17,39.7494
2020-10-18,39.7494
2020-10-19,38.0273
2020-10-20,38.6816
2020-10-21,36.5649
2020-10-22,37.1023
2020-10-23,37.581
2020-10-24,37.581
2020-10-25,37.581
2020-10-26,37.8606
2020-10-27,38.4311
2020-10-28,34.9838
2020-10-29,35.3452
2020-10-30,37.5016
2020-10-31,37.5016
2020-11-01,37.5016
2020-11-02,37.5016
2020-11-03,39.1663
2020-11-04,38.9795
2020-11-05,42.0528
2020-11-06,39.9243
2020-11-07,39.9243
2020-11-08,39.9243
2020-11-09,47.2112
2020-11-10,48.3291
2020-11-11,49.0545
2020-11-12,47.7736
2020-11-13,51.385
2020-11-14,51.385
2020-11-15,51.385
2020-11-16,52.8664
2020-11-17,53.1718
2020-11-18,49.8314
2020-11-19,49.7775
2020-11-20,49.0636
2020-11-21,49.0636
2020-11-22,49.0636
2020-11-23,51.5518
2020-11-24,54.4182
2020-11-25,53.5981
2020-11-26,53.5981
2020-11-27,54.9526
2020-11-28,54.9526
2020-11-29,54.9526
2020-11-30,50.131
2020-12-01,50.4967
2020-12-02,50.9222
2020-12-03,49.869
2020-12-04,50.7563
2020-12-05,50.7563
2020-12-06,50.7563
2020-12-07,50.4675
2020-12-08,49.081
2020-12-09,50.6586
2020-12-10,50.0057
2020-12-11,48.1947
2020-12-12,48.1947
2020-12-13,48.1947
2020-12-14,50.4693
2020-12-15,51.8063
2020-12-16,49.6369
2020-12-17,49.0468
2020-12-18,46.6375
2020-12-19,46.6375
2020-12-20,46.6375
2020-12-21,45.6435
2020-12-22,44.34
2020-12-23,45.9372
2020-12-24,47.3694
2020-12-25,47.3694
2020-12-26,47.3694
2020-12-27,47.3694
2020-12-28,48.2714
2020-12-29,47.0789
2020-12-30,46.5437
2020-12-31,49.575
2021-01-01,49.575
2021-01-02,49.575
2021-01-03,49.575
2021-01-04,50.6449
2021-01-05,51.398
2021-01-06,56.1298
2021-01-07,55.6514
2021-01-08,54.3505
2021-01-09,54.3505
2021-01-10,54.3505
2021-01-11,53.1332
2021-01-12,52.3914
2021-01-13,51.3795
2021-01-14,56.8408
2021-01-15,58.4175
2021-01-16,58.4175
2021-01-17,58.4175
2021-01-18,58.4175
2021-01-19,60.3048
2021-01-20,61.329
2021-01-21,57.8214
2021-01-22,58.701
2021-01-23,58.701
2021-01-24,58.701
2021-01-25,55.8876
2021-01-26,58.1597
2021-01-27,52.449
2021-01-28,50.4326
2021-01-29,47.8116
2021-01-30,47.8116
2021-01-31,47.8116
2021-02-01,49.4115
2021-02-02,51.3651
2021-02-03,52.1696
2021-02-04,55.1441
2021-02-05,56.4983
2021-02-06,56.4983
2021-02-07,56.4983
2021-02-08,57.9854
2021-02-09,56.4015
2021-02-10,55.9332
2021-02-11,55.2803
2021-02-12,55.0988
2021-02-13,55.0988
2021-02-14,55.0988
2021-02-15,55.0988
2021-02-16,56.1413
2021-02-17,55.6954
2021-02-18,54.418
2021-02-19,49.863
2021-02-20,49.863
2021-02-21,49.863
2021-02-22,42.6661
2021-02-23,43.3428
2021-02-24,43.2988
2021-02-25,43.2533
2021-02-26,42.1538
2021-02-27,42.1538
2021-02-28,42.1538
2021-03-01,43.2116
2021-03-02,44.8082
2021-03-03,46.1927
2021-03-04,46.9114
2021-03-05,53.7313
2021-03-06,53.7313
2021-03-07,53.7313
2021-03-08,59.8215
2021-03-09,61.2665
2021-03-10,65.502
2021-03-11,59.8593
2021-03-12,61.9843
2021-03-13,61.9843
2021-03-14,61.9843
2021-03-15,63.9311
2021-03-16,63.1137
2021-03-17,63.81
2021-03-18,60.6988
2021-03-19,60.9489
2021-03-20,60.9489
2021-03-21,60.9489
2021-03-22,58.9596
2021-03-23,55.6161
2021-03-24,54.9101
2021-03-25,57.1604
2021-03-26,58.4671
2021-03-27,58.4671
2021-03-28,58.4671
2021-03-29,59.2905
2021-03-30,59.3239
2021-03-31,60.0688
2021-04-01,61.0417
2021-04-02,61.0417
2021-04-03,61.0417
2021-04-04,61.0417
2021-04-05,63.0641
2021-04-06,59.8016
2021-04-07,61.3528
2021-04-08,61.0988
2021-04-09,58.8792
2021-04-10,58.8792
2021-04-11,58.8792
2021-04-12,60.4337
2021-04-13,59.5228
2021-04-14,59.2151
2021-04-15,59.9996
2021-04-16,60.1796
2021-04-17,60.1796
2021-04-18,60.1796
2021-04-19,60.5471
2021-04-20,58.4275
2021-04-21,59.8435
2021-04-22,59.4472
2021-04-23,59.6053
2021-04-24,59.6053
2021-04-25,59.6053
2021-04-26,57.4614
2021-04-27,57.1168
2021-04-28,57.1168
2021-04-29,57.7049
2021-04-30,54.7188
2021-05-01,54.7188
2021-05-02,54.7188
2021-05-03,56.9759
2021-05-04,58.3776
2021-05-05,59.6936
2021-05-06,63.0466
2021-05-07,61.6282
2021-05-08,61.6282
2021-05-09,61.6282
2021-05-10,64.4018
2021-05-11,63.4165
2021-05-12,60.829
2021-05-13,62.2018
2021-05-14,63.764
2021-05-15,63.764
2021-05-16,63.764
2021-05-17,61.7247
2021-05-18,59.6917
2021-05-19,60.9463
2021-05-20,61.5097
2021-05-21,61.4485
2021-05-22,61.4485
2021-05-23,61.4485
2021-05-24,61.763
2021-05-25,57.8571
2021-05-26,59.3929
2021-05-27,60.4409
2021-05-28,61.041
2021-05-29,61.041
2021-05-30,61.041
2021-05-31,61.041
2021-06-01,62.4928
2021-06-02,59.9926
2021-06-03,60.6841
2021-06-04,62.0031
2021-06-05,62.0031
2021-06-06,62.0031
2021-06-07,61.55
2021-06-08,62.5214
2021-06-09,61.5825
2021-06-10,61.3104
2021-06-11,61.8338
2021-06-12,61.8338
2021-06-13,61.8338
2021-06-14,51.6724
2021-06-15,52.158
2021-06-16,49.6795
2021-06-17,47.398
2021-06-18,44.2243
2021-06-19,44.2243
2021-06-20,44.2243
2021-06-21,46.769
2021-06-22,46.5895
2021-06-23,44.8103
2021-06-24,48.6164
2021-06-25,47.9325
2021-06-26,47.9325
2021-06-27,47.9325
2021-06-28,44.966
2021-06-29,43.3733
2021-06-30,44.3664
2021-07-01,44.8404
2021-07-02,46.6685
2021-07-03,46.6685
2021-07-04,46.6685
2021-07-05,46.6685
2021-07-06,45.4227
2021-07-07,44.9352
2021-07-08,42.9001
2021-07-09,45.8167
2021-07-10,45.8167
2021-07-11,45.8167
2021-07-12,45.1104
2021-07-13,44.7536
2021-07-14,42.288
2021-07-15,41.7042
2021-07-16,42.6979
2021-07-17,42.6979
2021-07-18,42.6979
2021-07-19,46.0552
2021-07-20,47.228
2021-07-21,45.9137
2021-07-22,45.6789
2021-07-23,47.8317
2021-07-24,47.8317
2021-07-25,47.8317
2021-07-26,49.7848
2021-07-27,48.9648
2021-07-28,47.0602
2021-07-29,47.6697
2021-07-30,45.3613
2021-07-31,45.3613
2021-08-01,45.3613
2021-08-02,36.7766
2021-08-03,37.3923
2021-08-04,34.6037
2021-08-05,35.564
2021-08-06,34.9089
2021-08-07,34.9089
2021-08-08,34.9089
2021-08-09,38.8486
2021-08-10,39.647
2021-08-11,40.7146
2021-08-12,40.8768
2021-08-13,41.3749
2021-08-14,41.3749
2021-08-15,41.3749
2021-08-16,38.5738
2021-08-17,40.1389
2021-08-18,38.8586
2021-08-19,37.9638
2021-08-20,39.9105
2021-08-21,39.9105
2021-08-22,39.9105
2021-08-23,41.6919
2021-08-24,41.257
2021-08-25,40.541
2021-08-26,39.4397
2021-08-27,41.9452
2021-08-28,41.9452
2021-08-29,41.9452
2021-08-30,42.9112
2021-08-31,43.8773
2021-09-01,44.1075
2021-09-02,45.0976
2021-09-03,45.6832
2021-09-04,45.6832
2021-09-05,45.6832
2021-09-06,45.6832
2021-09-07,43.6141
2021-09-08,43.472
2021-09-09,42.1921
2021-09-10,41.3067
2021-09-11,41.3067
2021-09-12,41.3067
2021-09-13,42.6179
2021-09-14,40.4712
2021-09-15,42.2566
2021-09-16,42.1115
2021-09-17,44.2258
2021-09-18,44.2258
2021-09-19,44.2258
2021-09-20,41.807
2021-09-21,41.2356
2021-09-22,40.3328
2021-09-23,42.3266
2021-09-24,41.6807
2021-09-25,41.6807
2021-09-26,41.6807
2021-09-27,44.7659
2021-09-28,43.6748
2021-09-29,46.3789
2021-09-30,44.4348
2021-10-01,45.7074
2021-10-02,45.7074
2021-10-03,45.7074
2021-10-04,46.7792
2021-10-05,45.7353
2021-10-06,44.8632
2021-10-07,46.19
2021-10-08,44.3146
2021-10-09,44.3146
2021-10-10,44.3146
2021-10-11,44.0967
2021-10-12,43.7628
2021-10-13,43.5354
2021-10-14,44.5047
2021-10-15,44.9559
2021-10-16,44.9559
2021-10-17,44.9559
2021-10-18,42.4003
2021-10-19,45.6696
2021-10-20,47.3556
2021-10-21,46.3633
2021-10-22,45.6217
2021-10-23,45.6217
2021-10-24,45.6217
2021-10-25,47.9886
2021-10-26,45.0965
2021-10-27,41.6695
2021-10-28,41.5116
2021-10-29,42.4886
2021-10-30,42.4886
2021-10-31,42.4886
2021-11-01,49.5909
2021-11-02,47.9162
2021-11-03,50.9308
2021-11-04,49.5351
2021-11-05,48.2804
2021-11-06,48.2804
2021-11-07,48.2804
2021-11-08,50.5198
2021-11-09,49.8152
2021-11-10,51.1657
2021-11-11,53.367
2021-11-12,50.6422
2021-11-13,50.6422
2021-11-14,50.6422
2021-11-15,48.8089
2021-11-16,47.6381
2021-11-17,49.4307
2021-11-18,48.7403
2021-11-19,44.3116
2021-11-20,44.3116
2021-11-21,44.3116
2021-11-22,46.1414
2021-11-23,48.4206
2021-11-24,47.5139
2021-11-25,47.5139
2021-11-26,45.0499
2021-11-27,45.0499
2021-11-28,45.0499
2021-11-29,42.8471
2021-11-30,39.7441
2021-12-01,38.0575
2021-12-02,41.1924
2021-12-03,43.232
2021-12-04,43.232
2021-12-05,43.232
2021-12-06,51.0154
2021-12-07,50.234
2021-12-08,50.2803
2021-12-09,49.4701
2021-12-10,51.7414
2021-12-11,51.7414
2021-12-12,51.7414
2021-12-13,50.3275
2021-12-14,53.2908
2021-12-15,52.2411
2021-12-16,54.2817
2021-12-17,49.2211
2021-12-18,49.2211
2021-12-19,49.2211
2021-12-20,50.2963
2021-12-21,55.7845
2021-12-22,56.1528
2021-12-23,54.9687
2021-12-24,54.9687
2021-12-25,54.9687
2021-12-26,54.9687
2021-12-27,53.9796
2021-12-28,53.8365
2021-12-29,52.6802
2021-12-30,53.6247
2021-12-31,52.5399
2022-01-01,52.5399
2022-01-02,52.5399
2022-01-03,54.4465
2022-01-04,55.3738
2022-01-05,54.8488
2022-01-06,52.0414
2022-01-07,54.8248
2022-01-08,54.8248
2022-01-09,54.8248
2022-01-10,52.6515
2022-01-11,52.9584
2022-01-12,51.7199
2022-01-13,53.1261
2022-01-14,53.711
2022-01-15,53.711
2022-01-16,53.711
2022-01-17,53.711
2022-01-18,51.1706
2022-01-19,49.336
2022-01-20,48.7648
2022-01-21,47.6706
2022-01-22,47.6706
2022-01-23,47.6706
2022-01-24,49.7986
2022-01-25,51.0249
2022-01-26,48.1072
2022-01-27,48.4124
2022-01-28,50.7111
2022-01-29,50.7111
2022-01-30,50.7111
2022-01-31,49.8126
2022-02-01,50.6666
2022-02-02,51.8629
2022-02-03,54.3895
2022-02-04,52.8728
2022-02-05,52.8728
2022-02-06,52.8728
2022-02-07,52.2271
2022-02-08,54.5251
2022-02-09,54.0211
2022-02-10,51.766
2022-02-11,52.9068
2022-02-12,52.9068
2022-02-13,52.9068
2022-02-14,52.2949
2022-02-15,54.6152
2022-02-16,54.5568
2022-02-17,52.2449
2022-02-18,42.9294
2022-02-19,42.9294
2022-02-20,42.9294
2022-02-21,42.9294
2022-02-22,38.292
2022-02-23,35.8859
2022-02-24,37.1944
2022-02-25,40.6526
2022-02-26,40.6526
2022-02-27,40.6526
2022-02-28,40.5522
2022-03-01,40.0742
2022-03-02,41.9939
2022-03-03,42.5946
2022-03-04,43.8479
2022-03-05,43.8479
2022-03-06,43.8479
2022-03-07,47.5441
2022-03-08,47.4199
2022-03-09,46.9966
2022-03-10,47.5776
2022-03-11,48.1653
2022-03-12,48.1653
2022-03-13,48.1653
2022-03-14,49.6396
2022-03-15,49.0147
2022-03-16,49.5704
2022-03-17,49.368
2022-03-18,47.7054
2022-03-19,47.7054
2022-03-20,47.7054
2022-03-21,47.2564
2022-03-22,46.5018
2022-03-23,46.3487
2022-03-24,47.0105
2022-03-25,49.8608
2022-03-26,49.8608
2022-03-27,49.8608
2022-03-28,48.4309
2022-03-29,49.7497
2022-03-30,49.6925
2022-03-31,49.7522
2022-04-01,54.2983
2022-04-02,54.2983
2022-04-03,54.2983
2022-04-04,53.6168
2022-04-05,52.623
2022-04-06,53.2947
2022-04-07,54.7866
2022-04-08,58.1658
2022-04-09,58.1658
2022-04-10,58.1658
2022-04-11,55.5001
2022-04-12,57.04
2022-04-13,58.8004
2022-04-14,57.9375
2022-04-15,57.9375
2022-04-16,57.9375
2022-04-17,57.9375
2022-04-18,56.1666
2022-04-19,47.8696
2022-04-20,49.7379
2022-04-21,50.5527
2022-04-22,49.464
2022-04-23,49.464
2022-04-24,49.464
2022-04-25,48.3358
2022-04-26,45.9226
2022-04-27,46.9295
2022-04-28,49.0032
2022-04-29,45.6072
2022-04-30,45.6072
2022-05-01,45.6072
2022-05-02,46.3761
2022-05-03,47.3656
2022-05-04,51.4347
2022-05-05,49.5294
2022-05-06,48.1693
2022-05-07,48.1693
2022-05-08,48.1693
2022-05-09,46.7925
2022-05-10,43.3455
2022-05-11,42.6373
2022-05-12,43.0899
2022-05-13,42.6117
2022-05-14,42.6117
2022-05-15,42.6117
2022-05-16,42.7312
2022-05-17,45.0977
2022-05-18,42.3803
2022-05-19,43.7249
2022-05-20,43.2707
2022-05-21,43.2707
2022-05-22,43.2707
2022-05-23,45.2135
2022-05-24,46.5337
2022-05-25,49.0726
2022-05-26,46.7748
2022-05-27,46.5786
2022-05-28,46.5786
2022-05-29,46.5786
2022-05-30,46.5786
2022-05-31,45.3968
2022-06-01,43.4485
2022-06-02,43.168
2022-06-03,41.4606
2022-06-04,41.4606
2022-06-05,41.4606
2022-06-06,41.6542
2022-06-07,40.3656
2022-06-08,38.101
2022-06-09,37.8896
2022-06-10,37.2481
2022-06-11,37.2481
2022-06-12,37.2481
2022-06-13,34.962
2022-06-14,35.111
2022-06-15,38.1152
2022-06-16,36.1715
2022-06-17,37.8118
2022-06-18,37.8118
2022-06-19,37.8118
2022-06-20,37.8118
2022-06-21,39.896
2022-06-22,41.7147
2022-06-23,44.5435
2022-06-24,43.5011
2022-06-25,43.5011
2022-06-26,43.5011
2022-06-27,45.2678
2022-06-28,42.2877
2022-06-29,42.1935
2022-06-30,41.9999
2022-07-01,43.8005
2022-07-02,43.8005
2022-07-03,43.8005
2022-07-04,43.8005
2022-07-05,43.083
2022-07-06,40.9989
2022-07-07,40.0447
2022-07-08,39.1953
2022-07-09,39.1953
2022-07-10,39.1953
2022-07-11,39.2694
2022-07-12,41.0512
2022-07-13,41.0512
2022-07-14,40.626
2022-07-15,42.0995
2022-07-16,42.0995
2022-07-17,42.0995
2022-07-18,41.3179
2022-07-19,43.933
2022-07-20,44.5346
2022-07-21,39.6884
2022-07-22,38.9901
2022-07-23,38.9901
2022-07-24,38.9901
2022-07-25,40.9849
2022-07-26,44.5214
2022-07-27,46.7447
2022-07-28,46.5692
2022-07-29,46.7072
2022-07-30,46.7072
2022-07-31,46.7072
2022-08-01,48.9575
2022-08-02,47.1477
2022-08-03,46.6555
2022-08-04,43.872
2022-08-05,49.5078
2022-08-06,49.5078
2022-08-07,49.5078
2022-08-08,54.6605
2022-08-09,54.8654
2022-08-10,52.8275
2022-08-11,52.8824
2022-08-12,54.2047
2022-08-13,54.2047
2022-08-14,54.2047
2022-08-15,54.6437
2022-08-16,55.8476
2022-08-17,54.2233
2022-08-18,53.2881
2022-08-19,54.3357
2022-08-20,54.3357
2022-08-21,54.3357
2022-08-22,53.2378
2022-08-23,51.7505
2022-08-24,53.7552
2022-08-25,54.757
2022-08-26,53.2138
2022-08-27,53.2138
2022-08-28,53.2138
2022-08-29,52.1089
2022-08-30,49.6431
2022-08-31,48.1153
2022-09-01,48.5927
2022-09-02,47.4318
2022-09-03,47.4318
2022-09-04,47.4318
2022-09-05,47.4318
2022-09-06,47.9322
2022-09-07,49.3571
2022-09-08,47.8665
2022-09-09,48.161
2022-09-10,48.161
2022-09-11,48.161
2022-09-12,49.3448
2022-09-13,44.7224
2022-09-14,43.6228
2022-09-15,45.5465
2022-09-16,45.7762
2022-09-17,45.7762
2022-09-18,45.7762
2022-09-19,45.4457
2022-09-20,42.5833
2022-09-21,41.5602
2022-09-22,43.3009
2022-09-23,40.3413
2022-09-24,40.3413
2022-09-25,40.3413
2022-09-26,39.6682
2022-09-27,39.1612
2022-09-28,42.2171
2022-09-29,39.6961
2022-09-30,37.1898
2022-10-01,37.1898
2022-10-02,37.1898
2022-10-03,42.5808
2022-10-04,43.0207
2022-10-05,41.3283
2022-10-06,40.4261
2022-10-07,37.488
2022-10-08,37.488
2022-10-09,37.488
2022-10-10,40.807
2022-10-11,43.8888
2022-10-12,43.0457
2022-10-13,46.1237
2022-10-14,45.7346
2022-10-15,45.7346
2022-10-16,45.7346
2022-10-17,47.628
2022-10-18,48.0162
2022-10-19,48.8658
2022-10-20,50.6004
2022-10-21,51.9736
2022-10-22,51.9736
2022-10-23,51.9736
2022-10-24,53.3161
2022-10-25,52.8989
2022-10-26,54.2566
2022-10-27,56.9961
2022-10-28,59.9523
2022-10-29,59.9523
2022-10-30,59.9523
2022-10-31,59.4241
2022-11-01,58.5849
2022-11-02,58.2754
2022-11-03,56.1278
2022-11-04,35.4321
2022-11-05,35.4321
2022-11-06,35.4321
2022-11-07,34.4519
2022-11-08,32.3948
2022-11-09,32.5123
2022-11-10,36.6658
2022-11-11,35.0459
2022-11-12,35.0459
2022-11-13,35.0459
2022-11-14,32.4438
2022-11-15,31.685
2022-11-16,33.6234
2022-11-17,33.483
2022-11-18,33.0546
2022-11-19,33.0546
2022-11-20,33.0546
2022-11-21,32.1746
2022-11-22,32.2949
2022-11-23,33.694
2022-11-24,33.694
2022-11-25,33.5692
2022-11-26,33.5692
2022-11-27,33.5692
2022-11-28,32.2708
2022-11-29,34.9361
2022-11-30,36.3226
2022-12-01,35.8417
2022-12-02,35.967
2022-12-03,35.967
2022-12-04,35.967
2022-12-05,35.3598
2022-12-06,35.6243
2022-12-07,35.6243
2022-12-08,34.4548
2022-12-09,34.7408
2022-12-10,34.7408
2022-12-11,34.7408
2022-12-12,37.559
2022-12-13,38.5878
2022-12-14,38.7294
2022-12-15,38.0931
2022-12-16,37.9549
2022-12-17,37.9549
2022-12-18,37.9549
2022-12-19,36.6701
2022-12-20,38.2155
2022-12-21,38.4486
2022-12-22,38.2991
2022-12-23,41.5133
2022-12-24,41.5133
2022-12-25,41.5133
2022-12-26,41.5133
2022-12-27,42.6441
2022-12-28,41.5364
2022-12-29,42.0039
2022-12-30,41.4891
2022-12-31,41.4891
2023-01-01,41.4891
2023-01-02,41.4891
2023-01-03,45.483
2023-01-04,49.7794
2023-01-05,50.9225
2023-01-06,50.9867
2023-01-07,50.9867
2023-01-08,50.9867
2023-01-09,48.9999
2023-01-10,49.2046
2023-01-11,50.0347
2023-01-12,49.2029
2023-01-13,48.303
2023-01-14,48.303
2023-01-15,48.303
2023-01-16,48.303
2023-01-17,50.118
2023-01-18,48.159
2023-01-19,49.5435
2023-01-20,53.6541
2023-01-21,53.6541
2023-01-22,53.6541
2023-01-23,54.6564
2023-01-24,54.1266
2023-01-25,57.1927
2023-01-26,58.4008
2023-01-27,60.9011
2023-01-28,60.9011
2023-01-29,60.9011
2023-01-30,58.6802
2023-01-31,59.7115
2023-02-01,62.1303
2023-02-02,62.7699
2023-02-03,58.8918
2023-02-04,58.8918
2023-02-05,58.8918
2023-02-06,58.2085
2023-02-07,47.6575
2023-02-08,45.696
2023-02-09,43.41
2023-02-10,47.081
2023-02-11,47.081
2023-02-12,47.081
2023-02-13,48.3464
2023-02-14,47.9852
2023-02-15,47.9852
2023-02-16,45.197
2023-02-17,57.3874
2023-02-18,57.3874
2023-02-19,57.3874
2023-02-20,57.3874
2023-02-21,54.6473
2023-02-22,54.1222
2023-02-23,52.1432
2023-02-24,50.7269
2023-02-25,50.7269
2023-02-26,50.7269
2023-02-27,50.0464
2023-02-28,52.4231
2023-03-01,49.791
2023-03-02,49.0876
2023-03-03,49.0876
2023-03-04,49.0876
2023-03-05,49.0876
2023-03-06,47.9107
2023-03-07,47.4131
2023-03-08,48.5192
2023-03-09,45.5461
2023-03-10,45.5984
2023-03-11,45.5984
2023-03-12,45.5984
2023-03-13,43.3194
2023-03-14,43.0841
2023-03-15,43.4882
2023-03-16,42.8144
2023-03-17,41.2709
2023-03-18,41.2709
2023-03-19,41.2709
2023-03-20,43.0313
