,EQT US Equity
2020-11-06,47.4402
2020-11-07,47.4402
2020-11-08,47.4402
2020-11-09,44.8467
2020-11-10,47.629
2020-11-11,50.0667
2020-11-12,49.3699
2020-11-13,52.2415
2020-11-14,52.2415
2020-11-15,52.2415
2020-11-16,49.8521
2020-11-17,48.9732
2020-11-18,48.8517
2020-11-19,51.3093
2020-11-20,50.1681
2020-11-21,50.1681
2020-11-22,50.1681
2020-11-23,52.9354
2020-11-24,55.032
2020-11-25,52.5663
2020-11-26,52.5663
2020-11-27,51.9329
2020-11-28,51.9329
2020-11-29,51.9329
2020-11-30,50.3836
2020-12-01,48.757
2020-12-02,48.7997
2020-12-03,44.9228
2020-12-04,48.1206
2020-12-05,48.1206
2020-12-06,48.1206
2020-12-07,46.7721
2020-12-08,44.9967
2020-12-09,47.3591
2020-12-10,50.1664
2020-12-11,47.5435
2020-12-12,47.5435
2020-12-13,47.5435
2020-12-14,47.2913
2020-12-15,48.8549
2020-12-16,46.443
2020-12-17,46.0864
2020-12-18,46.1292
2020-12-19,46.1292
2020-12-20,46.1292
2020-12-21,45.8656
2020-12-22,45.2164
2020-12-23,49.1981
2020-12-24,48.0857
2020-12-25,48.0857
2020-12-26,48.0857
2020-12-27,48.0857
2020-12-28,43.3752
2020-12-29,42.8738
2020-12-30,45.1474
2020-12-31,44.2025
2021-01-01,44.2025
2021-01-02,44.2025
2021-01-03,44.2025
2021-01-04,47.1681
2021-01-05,49.6593
2021-01-06,53.0066
2021-01-07,52.9275
2021-01-08,51.2646
2021-01-09,51.2646
2021-01-10,51.2646
2021-01-11,53.7689
2021-01-12,57.8062
2021-01-13,59.85
2021-01-14,61.7659
2021-01-15,63.2971
2021-01-16,63.2971
2021-01-17,63.2971
2021-01-18,63.2971
2021-01-19,57.4647
2021-01-20,54.4628
2021-01-21,53.8128
2021-01-22,54.9829
2021-01-23,54.9829
2021-01-24,54.9829
2021-01-25,55.2177
2021-01-26,53.4168
2021-01-27,55.2003
2021-01-28,54.7592
2021-01-29,54.2732
2021-01-30,54.2732
2021-01-31,54.2732
2021-02-01,56.4275
2021-02-02,54.7502
2021-02-03,56.8319
2021-02-04,55.7929
2021-02-05,54.8705
2021-02-06,54.8705
2021-02-07,54.8705
2021-02-08,55.9074
2021-02-09,53.4806
2021-02-10,54.518
2021-02-11,54.7139
2021-02-12,57.3428
2021-02-13,57.3428
2021-02-14,57.3428
2021-02-15,57.3428
2021-02-16,57.9513
2021-02-17,61.6573
2021-02-18,58.137
2021-02-19,58.3632
2021-02-20,58.3632
2021-02-21,58.3632
2021-02-22,55.6796
2021-02-23,55.5265
2021-02-24,58.3688
2021-02-25,56.5765
2021-02-26,55.2041
2021-02-27,55.2041
2021-02-28,55.2041
2021-03-01,57.1457
2021-03-02,57.1457
2021-03-03,57.0643
2021-03-04,56.6053
2021-03-05,55.2267
2021-03-06,55.2267
2021-03-07,55.2267
2021-03-08,52.7691
2021-03-09,53.9845
2021-03-10,57.3876
2021-03-11,59.371
2021-03-12,56.566
2021-03-13,56.566
2021-03-14,56.566
2021-03-15,56.287
2021-03-16,56.1233
2021-03-17,56.8055
2021-03-18,51.8421
2021-03-19,54.6924
2021-03-20,54.6924
2021-03-21,54.6924
2021-03-22,54.6924
2021-03-23,52.6605
2021-03-24,51.1761
2021-03-25,54.6476
2021-03-26,57.947
2021-03-27,57.947
2021-03-28,57.947
2021-03-29,56.283
2021-03-30,52.5902
2021-03-31,53.649
2021-04-01,54.7831
2021-04-02,54.7831
2021-04-03,54.7831
2021-04-04,54.7831
2021-04-05,51.8149
2021-04-06,52.8895
2021-04-07,51.5639
2021-04-08,50.4241
2021-04-09,48.6886
2021-04-10,48.6886
2021-04-11,48.6886
2021-04-12,47.4456
2021-04-13,47.6935
2021-04-14,50.2929
2021-04-15,50.4627
2021-04-16,50.0384
2021-04-17,50.0384
2021-04-18,50.0384
2021-04-19,49.9298
2021-04-20,49.4122
2021-04-21,49.4122
2021-04-22,50.7774
2021-04-23,50.7369
2021-04-24,50.7369
2021-04-25,50.7369
2021-04-26,53.0591
2021-04-27,54.2489
2021-04-28,57.3913
2021-04-29,56.4553
2021-04-30,55.4311
2021-05-01,55.4311
2021-05-02,55.4311
2021-05-03,57.676
2021-05-04,58.2119
2021-05-05,59.1157
2021-05-06,51.554
2021-05-07,58.6092
2021-05-08,58.6092
2021-05-09,58.6092
2021-05-10,59.3082
2021-05-11,59.2286
2021-05-12,58.983
2021-05-13,56.0563
2021-05-14,59.6066
2021-05-15,59.6066
2021-05-16,59.6066
2021-05-17,63.8162
2021-05-18,62.2352
2021-05-19,60.8656
2021-05-20,59.5476
2021-05-21,60.4834
2021-05-22,60.4834
2021-05-23,60.4834
2021-05-24,56.8781
2021-05-25,54.2172
2021-05-26,55.8868
2021-05-27,54.3082
2021-05-28,54.6466
2021-05-29,54.6466
2021-05-30,54.6466
2021-05-31,54.6466
2021-06-01,57.0848
2021-06-02,56.9425
2021-06-03,55.7913
2021-06-04,55.9065
2021-06-05,55.9065
2021-06-06,55.9065
2021-06-07,57.0365
2021-06-08,58.8811
2021-06-09,58.4875
2021-06-10,58.8574
2021-06-11,60.2387
2021-06-12,60.2387
2021-06-13,60.2387
2021-06-14,57.7029
2021-06-15,55.5566
2021-06-16,53.4262
2021-06-17,50.6419
2021-06-18,46.9567
2021-06-19,46.9567
2021-06-20,46.9567
2021-06-21,50.4287
2021-06-22,50.238
2021-06-23,51.2553
2021-06-24,53.4987
2021-06-25,55.334
2021-06-26,55.334
2021-06-27,55.334
2021-06-28,53.0643
2021-06-29,52.3574
2021-06-30,55.565
2021-07-01,55.146
2021-07-02,53.3093
2021-07-03,53.3093
2021-07-04,53.3093
2021-07-05,53.3093
2021-07-06,50.2702
2021-07-07,49.8592
2021-07-08,52.3105
2021-07-09,53.4139
2021-07-10,53.4139
2021-07-11,53.4139
2021-07-12,52.3638
2021-07-13,52.3294
2021-07-14,49.382
2021-07-15,47.6469
2021-07-16,44.6654
2021-07-17,44.6654
2021-07-18,44.6654
2021-07-19,44.2401
2021-07-20,46.6572
2021-07-21,49.8511
2021-07-22,49.7567
2021-07-23,49.0525
2021-07-24,49.0525
2021-07-25,49.0525
2021-07-26,51.1651
2021-07-27,49.373
2021-07-28,50.7677
2021-07-29,44.6693
2021-07-30,43.8753
2021-07-31,43.8753
2021-08-01,43.8753
2021-08-02,41.654
2021-08-03,42.9253
2021-08-04,43.9831
2021-08-05,43.7396
2021-08-06,45.2718
2021-08-07,45.2718
2021-08-08,45.2718
2021-08-09,47.264
2021-08-10,48.027
2021-08-11,47.41
2021-08-12,46.0929
2021-08-13,43.7536
2021-08-14,43.7536
2021-08-15,43.7536
2021-08-16,42.1492
2021-08-17,41.2588
2021-08-18,39.6567
2021-08-19,39.2177
2021-08-20,39.0598
2021-08-21,39.0598
2021-08-22,39.0598
2021-08-23,40.5856
2021-08-24,40.7102
2021-08-25,44.2174
2021-08-26,43.8779
2021-08-27,48.592
2021-08-28,48.592
2021-08-29,48.592
2021-08-30,46.9535
2021-08-31,47.7399
2021-09-01,49.2263
2021-09-02,52.7976
2021-09-03,54.9234
2021-09-04,54.9234
2021-09-05,54.9234
2021-09-06,54.9234
2021-09-07,54.1664
2021-09-08,54.6285
2021-09-09,52.4406
2021-09-10,50.7921
2021-09-11,50.7921
2021-09-12,50.7921
2021-09-13,52.6591
2021-09-14,51.1106
2021-09-15,54.4195
2021-09-16,50.3254
2021-09-17,48.6796
2021-09-18,48.6796
2021-09-19,48.6796
2021-09-20,48.463
2021-09-21,47.3122
2021-09-22,49.0705
2021-09-23,50.8961
2021-09-24,52.5306
2021-09-25,52.5306
2021-09-26,52.5306
2021-09-27,58.923
2021-09-28,58.0286
2021-09-29,53.6842
2021-09-30,52.8292
2021-10-01,53.2692
2021-10-02,53.2692
2021-10-03,53.2692
2021-10-04,55.573
2021-10-05,55.9389
2021-10-06,53.8738
2021-10-07,54.7246
2021-10-08,53.3455
2021-10-09,53.3455
2021-10-10,53.3455
2021-10-11,50.2867
2021-10-12,50.0745
2021-10-13,50.1367
2021-10-14,51.9327
2021-10-15,49.9434
2021-10-16,49.9434
2021-10-17,49.9434
2021-10-18,50.7307
2021-10-19,51.3324
2021-10-20,54.7058
2021-10-21,52.5202
2021-10-22,54.488
2021-10-23,54.488
2021-10-24,54.488
2021-10-25,57.4648
2021-10-26,57.5166
2021-10-27,55.9657
2021-10-28,51.3136
2021-10-29,49.0992
2021-10-30,49.0992
2021-10-31,49.0992
2021-11-01,51.1631
2021-11-02,50.4478
2021-11-03,50.5967
2021-11-04,50.4087
2021-11-05,51.0669
2021-11-06,51.0669
2021-11-07,51.0669
2021-11-08,51.4479
2021-11-09,50.1685
2021-11-10,47.9605
2021-11-11,52.8818
2021-11-12,53.3499
2021-11-13,53.3499
2021-11-14,53.3499
2021-11-15,54.8015
2021-11-16,55.2052
2021-11-17,53.0686
2021-11-18,52.0773
2021-11-19,51.1235
2021-11-20,51.1235
2021-11-21,51.1235
2021-11-22,51.354
2021-11-23,52.154
2021-11-24,52.7237
2021-11-25,52.7237
2021-11-26,51.5654
2021-11-27,51.5654
2021-11-28,51.5654
2021-11-29,50.5283
2021-11-30,46.1395
2021-12-01,42.9161
2021-12-02,43.6394
2021-12-03,47.3446
2021-12-04,47.3446
2021-12-05,47.3446
2021-12-06,47.9004
2021-12-07,50.6615
2021-12-08,52.0091
2021-12-09,51.115
2021-12-10,51.6115
2021-12-11,51.6115
2021-12-12,51.6115
2021-12-13,49.0684
2021-12-14,52.8068
2021-12-15,51.7811
2021-12-16,53.1309
2021-12-17,52.6347
2021-12-18,52.6347
2021-12-19,52.6347
2021-12-20,52.5984
2021-12-21,52.3741
2021-12-22,55.6044
2021-12-23,55.4081
2021-12-24,55.4081
2021-12-25,55.4081
2021-12-26,55.4081
2021-12-27,57.5481
2021-12-28,57.7002
2021-12-29,57.4022
2021-12-30,54.255
2021-12-31,53.3395
2022-01-01,53.3395
2022-01-02,53.3395
2022-01-03,53.3749
2022-01-04,55.4376
2022-01-05,52.5051
2022-01-06,52.8278
2022-01-07,56.3395
2022-01-08,56.3395
2022-01-09,56.3395
2022-01-10,56.951
2022-01-11,58.6234
2022-01-12,61.889
2022-01-13,57.1412
2022-01-14,57.9536
2022-01-15,57.9536
2022-01-16,57.9536
2022-01-17,57.9536
2022-01-18,53.7384
2022-01-19,52.0936
2022-01-20,48.5603
2022-01-21,46.8557
2022-01-22,46.8557
2022-01-23,46.8557
2022-01-24,47.164
2022-01-25,45.4952
2022-01-26,44.4307
2022-01-27,46.3776
2022-01-28,49.3039
2022-01-29,49.3039
2022-01-30,49.3039
2022-01-31,49.6673
2022-02-01,51.4354
2022-02-02,52.5841
2022-02-03,49.8723
2022-02-04,50.5646
2022-02-05,50.5646
2022-02-06,50.5646
2022-02-07,49.2576
2022-02-08,49.2924
2022-02-09,50.417
2022-02-10,51.014
2022-02-11,55.551
2022-02-12,55.551
2022-02-13,55.551
2022-02-14,54.9428
2022-02-15,55.9712
2022-02-16,56.9567
2022-02-17,56.1042
2022-02-18,52.6491
2022-02-19,52.6491
2022-02-20,52.6491
2022-02-21,52.6491
2022-02-22,50.137
2022-02-23,50.8304
2022-02-24,52.239
2022-02-25,54.0012
2022-02-26,54.0012
2022-02-27,54.0012
2022-02-28,55.2264
2022-03-01,59.0292
2022-03-02,60.2833
2022-03-03,60.1591
2022-03-04,64.0199
2022-03-05,64.0199
2022-03-06,64.0199
2022-03-07,64.3981
2022-03-08,60.6476
2022-03-09,61.9573
2022-03-10,63.9842
2022-03-11,64.0308
2022-03-12,64.0308
2022-03-13,64.0308
2022-03-14,57.902
2022-03-15,58.4745
2022-03-16,59.5858
2022-03-17,61.9845
2022-03-18,62.1504
2022-03-19,62.1504
2022-03-20,62.1504
2022-03-21,65.0798
2022-03-22,64.2098
2022-03-23,65.3004
2022-03-24,69.2546
2022-03-25,74.537
2022-03-26,74.537
2022-03-27,74.537
2022-03-28,75.2358
2022-03-29,72.0421
2022-03-30,72.2611
2022-03-31,72.5942
2022-04-01,74.7144
2022-04-02,74.7144
2022-04-03,74.7144
2022-04-04,75.12
2022-04-05,74.6321
2022-04-06,75.985
2022-04-07,72.3942
2022-04-08,74.8643
2022-04-09,74.8643
2022-04-10,74.8643
2022-04-11,75.8405
2022-04-12,76.8465
2022-04-13,78.5549
2022-04-14,79.0568
2022-04-15,79.0568
2022-04-16,79.0568
2022-04-17,79.0568
2022-04-18,81.6414
2022-04-19,76.8603
2022-04-20,77.467
2022-04-21,70.1626
2022-04-22,64.6091
2022-04-23,64.6091
2022-04-24,64.6091
2022-04-25,64.5172
2022-04-26,62.763
2022-04-27,63.6115
2022-04-28,64.9491
2022-04-29,62.9769
2022-04-30,62.9769
2022-05-01,62.9769
2022-05-02,62.2782
2022-05-03,65.7027
2022-05-04,66.767
2022-05-05,64.3754
2022-05-06,62.4217
2022-05-07,62.4217
2022-05-08,62.4217
2022-05-09,53.7013
2022-05-10,53.9609
2022-05-11,55.7364
2022-05-12,55.5532
2022-05-13,56.2815
2022-05-14,56.2815
2022-05-15,56.2815
2022-05-16,58.5199
2022-05-17,62.0149
2022-05-18,58.214
2022-05-19,58.3181
2022-05-20,58.7568
2022-05-21,58.7568
2022-05-22,58.7568
2022-05-23,63.1676
2022-05-24,63.8723
2022-05-25,65.707
2022-05-26,66.2704
2022-05-27,67.3107
2022-05-28,67.3107
2022-05-29,67.3107
2022-05-30,67.3107
2022-05-31,65.8622
2022-06-01,67.9524
2022-06-02,66.0809
2022-06-03,64.3463
2022-06-04,64.3463
2022-06-05,64.3463
2022-06-06,65.4446
2022-06-07,66.2385
2022-06-08,64.6021
2022-06-09,62.8184
2022-06-10,62.5999
2022-06-11,62.5999
2022-06-12,62.5999
2022-06-13,57.1922
2022-06-14,50.563
2022-06-15,51.1297
2022-06-16,47.4901
2022-06-17,44.2329
2022-06-18,44.2329
2022-06-19,44.2329
2022-06-20,44.2329
2022-06-21,45.4881
2022-06-22,43.4641
2022-06-23,41.319
2022-06-24,44.1835
2022-06-25,44.1835
2022-06-26,44.1835
2022-06-27,46.3508
2022-06-28,48.4609
2022-06-29,47.5842
2022-06-30,44.0147
2022-07-01,43.8728
2022-07-02,43.8728
2022-07-03,43.8728
2022-07-04,43.8728
2022-07-05,41.6814
2022-07-06,41.091
2022-07-07,45.1647
2022-07-08,44.7878
2022-07-09,44.7878
2022-07-10,44.7878
2022-07-11,45.2879
2022-07-12,45.0884
2022-07-13,48.2385
2022-07-14,47.567
2022-07-15,48.2569
2022-07-16,48.2569
2022-07-17,48.2569
2022-07-18,49.9467
2022-07-19,51.6333
2022-07-20,54.2144
2022-07-21,55.6686
2022-07-22,55.3581
2022-07-23,55.3581
2022-07-24,55.3581
2022-07-25,58.4946
2022-07-26,59.1319
2022-07-27,58.9257
2022-07-28,54.8322
2022-07-29,56.3257
2022-07-30,56.3257
2022-07-31,56.3257
2022-08-01,53.8505
2022-08-02,53.2454
2022-08-03,54.368
2022-08-04,52.1749
2022-08-05,53.4734
2022-08-06,53.4734
2022-08-07,53.4734
2022-08-08,52.3418
2022-08-09,54.3288
2022-08-10,55.0694
2022-08-11,57.773
2022-08-12,58.2159
2022-08-13,58.2159
2022-08-14,58.2159
2022-08-15,56.7321
2022-08-16,58.9651
2022-08-17,58.8356
2022-08-18,60.1158
2022-08-19,59.2056
2022-08-20,59.2056
2022-08-21,59.2056
2022-08-22,60.8195
2022-08-23,58.6556
2022-08-24,60.7438
2022-08-25,60.3857
2022-08-26,60.6031
2022-08-27,60.6031
2022-08-28,60.6031
2022-08-29,60.9993
2022-08-30,55.6519
2022-08-31,56.8119
2022-09-01,54.4513
2022-09-02,55.6912
2022-09-03,55.6912
2022-09-04,55.6912
2022-09-05,55.6912
2022-09-06,52.8527
2022-09-07,53.6064
2022-09-08,55.0412
2022-09-09,56.6183
2022-09-10,56.6183
2022-09-11,56.6183
2022-09-12,58.9427
2022-09-13,55.1932
2022-09-14,58.283
2022-09-15,54.6457
2022-09-16,51.934
2022-09-17,51.934
2022-09-18,51.934
2022-09-19,53.441
2022-09-20,52.4052
2022-09-21,50.8752
2022-09-22,49.8962
2022-09-23,45.8493
2022-09-24,45.8493
2022-09-25,45.8493
2022-09-26,43.7992
2022-09-27,43.7024
2022-09-28,45.7949
2022-09-29,44.3586
2022-09-30,46.0276
2022-10-01,46.0276
2022-10-02,46.0276
2022-10-03,47.3663
2022-10-04,51.3139
2022-10-05,51.8226
2022-10-06,50.061
2022-10-07,49.1112
2022-10-08,49.1112
2022-10-09,49.1112
2022-10-10,48.6155
2022-10-11,49.6409
2022-10-12,49.6409
2022-10-13,50.7466
2022-10-14,46.5673
2022-10-15,46.5673
2022-10-16,46.5673
2022-10-17,47.506
2022-10-18,47.506
2022-10-19,48.0801
2022-10-20,46.1607
2022-10-21,42.7278
2022-10-22,42.7278
2022-10-23,42.7278
2022-10-24,43.4128
2022-10-25,45.322
2022-10-26,44.5989
2022-10-27,44.738
2022-10-28,44.2021
2022-10-29,44.2021
2022-10-30,44.2021
2022-10-31,48.961
2022-11-01,47.515
2022-11-02,47.1449
2022-11-03,45.6732
2022-11-04,48.2544
2022-11-05,48.2544
2022-11-06,48.2544
2022-11-07,52.4431
2022-11-08,52.3154
2022-11-09,48.1412
2022-11-10,50.8377
2022-11-11,50.4687
2022-11-12,50.4687
2022-11-13,50.4687
2022-11-14,50.1326
2022-11-15,51.9723
2022-11-16,48.9232
2022-11-17,49.1949
2022-11-18,48.3176
2022-11-19,48.3176
2022-11-20,48.3176
2022-11-21,48.7474
2022-11-22,52.1117
2022-11-23,51.7959
2022-11-24,51.7959
2022-11-25,51.0252
2022-11-26,51.0252
2022-11-27,51.0252
2022-11-28,48.8815
2022-11-29,50.5055
2022-11-30,50.1441
2022-12-01,48.8566
2022-12-02,46.6433
2022-12-03,46.6433
2022-12-04,46.6433
2022-12-05,43.0171
2022-12-06,42.8245
2022-12-07,42.6024
2022-12-08,41.3216
2022-12-09,41.2969
2022-12-10,41.2969
2022-12-11,41.2969
2022-12-12,43.4643
2022-12-13,43.8104
2022-12-14,45.029
2022-12-15,45.7592
2022-12-16,44.3236
2022-12-17,44.3236
2022-12-18,44.3236
2022-12-19,42.7404
2022-12-20,42.7965
2022-12-21,43.747
2022-12-22,41.4122
2022-12-23,43.7054
2022-12-24,43.7054
2022-12-25,43.7054
2022-12-26,43.7054
2022-12-27,43.9492
2022-12-28,40.0307
2022-12-29,40.7427
2022-12-30,40.6887
2022-12-31,40.6887
2023-01-01,40.6887
2023-01-02,40.6887
2023-01-03,38.0646
2023-01-04,40.7961
2023-01-05,39.3371
2023-01-06,41.7404
2023-01-07,41.7404
2023-01-08,41.7404
2023-01-09,44.1563
2023-01-10,43.2769
2023-01-11,42.3898
2023-01-12,45.2213
2023-01-13,45.0013
2023-01-14,45.0013
2023-01-15,45.0013
2023-01-16,45.0013
2023-01-17,45.6937
2023-01-18,43.4029
2023-01-19,43.9316
2023-01-20,43.9703
2023-01-21,43.9703
2023-01-22,43.9703
2023-01-23,46.4356
2023-01-24,44.8072
2023-01-25,43.2974
2023-01-26,43.1152
2023-01-27,42.851
2023-01-28,42.851
2023-01-29,42.851
2023-01-30,41.6399
2023-01-31,42.7557
2023-02-01,41.1287
2023-02-02,41.593
2023-02-03,40.6765
2023-02-04,40.6765
2023-02-05,40.6765
2023-02-06,38.7282
2023-02-07,40.2997
2023-02-08,39.0061
2023-02-09,40.6071
2023-02-10,43.2214
2023-02-11,43.2214
2023-02-12,43.2214
2023-02-13,41.9005
2023-02-14,42.3951
2023-02-15,41.6285
2023-02-16,44.3659
2023-02-17,43.6105
2023-02-18,43.6105
2023-02-19,43.6105
2023-02-20,43.6105
2023-02-21,42.21
2023-02-22,45.6432
2023-02-23,46.7275
2023-02-24,51.1544
2023-02-25,51.1544
2023-02-26,51.1544
2023-02-27,48.9023
2023-02-28,48.2613
2023-03-01,48.5007
2023-03-02,48.6237
2023-03-03,50.6359
2023-03-04,50.6359
2023-03-05,50.6359
2023-03-06,47.8919
2023-03-07,47.8919
2023-03-08,46.3743
2023-03-09,44.8483
2023-03-10,43.1812
2023-03-11,43.1812
2023-03-12,43.1812
2023-03-13,42.9503
2023-03-14,43.9284
2023-03-15,40.6572
2023-03-16,43.6669
2023-03-17,42.3743
2023-03-18,42.3743
2023-03-19,42.3743
2023-03-20,44.175
