,AJRD US Equity
2020-08-08,55.1577
2020-08-09,55.1577
2020-08-10,54.3956
2020-08-11,55.5123
2020-08-12,55.3177
2020-08-13,54.3905
2020-08-14,54.7411
2020-08-15,54.7411
2020-08-16,54.7411
2020-08-17,53.9243
2020-08-18,52.7239
2020-08-19,53.6289
2020-08-20,51.9819
2020-08-21,51.2893
2020-08-22,51.2893
2020-08-23,51.2893
2020-08-24,52.3138
2020-08-25,52.0999
2020-08-26,50.21
2020-08-27,50.7294
2020-08-28,50.6201
2020-08-29,50.6201
2020-08-30,50.6201
2020-08-31,50.1067
2020-09-01,49.7435
2020-09-02,50.5999
2020-09-03,51.5465
2020-09-04,50.7129
2020-09-05,50.7129
2020-09-06,50.7129
2020-09-07,50.7129
2020-09-08,48.8155
2020-09-09,48.4593
2020-09-10,46.4047
2020-09-11,47.5293
2020-09-12,47.5293
2020-09-13,47.5293
2020-09-14,48.6947
2020-09-15,47.7679
2020-09-16,47.3508
2020-09-17,46.9269
2020-09-18,47.4989
2020-09-19,47.4989
2020-09-20,47.4989
2020-09-21,47.4989
2020-09-22,55.0653
2020-09-23,49.1213
2020-09-24,49.5963
2020-09-25,51.2215
2020-09-26,51.2215
2020-09-27,51.2215
2020-09-28,50.0599
2020-09-29,48.267
2020-09-30,47.1186
2020-10-01,47.6597
2020-10-02,47.5638
2020-10-03,47.5638
2020-10-04,47.5638
2020-10-05,48.4491
2020-10-06,49.2283
2020-10-07,48.6512
2020-10-08,50.4011
2020-10-09,49.6355
2020-10-10,49.6355
2020-10-11,49.6355
2020-10-12,51.3026
2020-10-13,48.9663
2020-10-14,47.7747
2020-10-15,46.9604
2020-10-16,46.5893
2020-10-17,46.5893
2020-10-18,46.5893
2020-10-19,43.7061
2020-10-20,41.8565
2020-10-21,40.7361
2020-10-22,42.2376
2020-10-23,42.1176
2020-10-24,42.1176
2020-10-25,42.1176
2020-10-26,38.8944
2020-10-27,35.762
2020-10-28,33.7606
2020-10-29,32.5224
2020-10-30,31.763
2020-10-31,31.763
2020-11-01,31.763
2020-11-02,35.1998
2020-11-03,37.0508
2020-11-04,38.5792
2020-11-05,38.1994
2020-11-06,37.5355
2020-11-07,37.5355
2020-11-08,37.5355
2020-11-09,41.3388
2020-11-10,42.4954
2020-11-11,42.2009
2020-11-12,41.9465
2020-11-13,44.4655
2020-11-14,44.4655
2020-11-15,44.4655
2020-11-16,47.5552
2020-11-17,49.2252
2020-11-18,47.9613
2020-11-19,49.5524
2020-11-20,48.7676
2020-11-21,48.7676
2020-11-22,48.7676
2020-11-23,50.4744
2020-11-24,52.6417
2020-11-25,51.66
2020-11-26,51.66
2020-11-27,50.0968
2020-11-28,50.0968
2020-11-29,50.0968
2020-11-30,48.336
2020-12-01,50.9551
2020-12-02,51.3083
2020-12-03,50.6982
2020-12-04,54.9225
2020-12-05,54.9225
2020-12-06,54.9225
2020-12-07,57.9072
2020-12-08,59.2379
2020-12-09,59.6489
2020-12-10,60.7478
2020-12-11,63.1309
2020-12-12,63.1309
2020-12-13,63.1309
2020-12-14,61.4487
2020-12-15,62.0032
2020-12-16,60.0827
2020-12-17,56.9969
2020-12-18,57.4353
2020-12-19,57.4353
2020-12-20,57.4353
2020-12-21,73.3245
2020-12-22,73.3533
2020-12-23,73.3533
2020-12-24,73.4045
2020-12-25,73.4045
2020-12-26,73.4045
2020-12-27,73.4045
2020-12-28,73.0851
2020-12-29,73.336
2020-12-30,72.395
2020-12-31,72.6178
2021-01-01,72.6178
2021-01-02,72.6178
2021-01-03,72.6178
2021-01-04,71.7352
2021-01-05,71.6387
2021-01-06,72.13
2021-01-07,72.4033
2021-01-08,71.2334
2021-01-09,71.2334
2021-01-10,71.2334
2021-01-11,70.9196
2021-01-12,71.1967
2021-01-13,71.2117
2021-01-14,70.4932
2021-01-15,69.5383
2021-01-16,69.5383
2021-01-17,69.5383
2021-01-18,69.5383
2021-01-19,70.1572
2021-01-20,70.1572
2021-01-21,69.8698
2021-01-22,68.828
2021-01-23,68.828
2021-01-24,68.828
2021-01-25,68.7008
2021-01-26,68.5698
2021-01-27,66.344
2021-01-28,67.2077
2021-01-29,65.8957
2021-01-30,65.8957
2021-01-31,65.8957
2021-02-01,67.0491
2021-02-02,68.1214
2021-02-03,67.1716
2021-02-04,67.3733
2021-02-05,66.4814
2021-02-06,66.4814
2021-02-07,66.4814
2021-02-08,65.1661
2021-02-09,65.1661
2021-02-10,64.8718
2021-02-11,64.0735
2021-02-12,64.3852
2021-02-13,64.3852
2021-02-14,64.3852
2021-02-15,64.3852
2021-02-16,63.4023
2021-02-17,62.5189
2021-02-18,62.4131
2021-02-19,63.7463
2021-02-20,63.7463
2021-02-21,63.7463
2021-02-22,63.5243
2021-02-23,61.5294
2021-02-24,59.9075
2021-02-25,59.2079
2021-02-26,57.602
2021-02-27,57.602
2021-02-28,57.602
2021-03-01,59.6763
2021-03-02,57.3541
2021-03-03,59.0763
2021-03-04,56.0718
2021-03-05,55.1376
2021-03-06,55.1376
2021-03-07,55.1376
2021-03-08,52.7453
2021-03-09,56.9482
2021-03-10,57.9741
2021-03-11,58.7562
2021-03-12,59.3818
2021-03-13,59.3818
2021-03-14,59.3818
2021-03-15,60.7668
2021-03-16,58.8076
2021-03-17,58.9686
2021-03-18,57.9724
2021-03-19,55.4636
2021-03-20,55.4636
2021-03-21,55.4636
2021-03-22,58.8546
2021-03-23,57.8975
2021-03-24,56.4452
2021-03-25,56.9182
2021-03-26,57.4826
2021-03-27,57.4826
2021-03-28,57.4826
2021-03-29,57.5269
2021-03-30,57.7545
2021-03-31,55.7162
2021-04-01,56.8151
2021-04-02,56.8151
2021-04-03,56.8151
2021-04-04,56.8151
2021-04-05,57.8959
2021-04-06,58.6865
2021-04-07,58.1549
2021-04-08,59.1128
2021-04-09,59.2575
2021-04-10,59.2575
2021-04-11,59.2575
2021-04-12,59.7487
2021-04-13,60.0477
2021-04-14,59.5898
2021-04-15,61.8945
2021-04-16,62.9864
2021-04-17,62.9864
2021-04-18,62.9864
2021-04-19,63.2705
2021-04-20,60.9326
2021-04-21,62.4662
2021-04-22,62.6132
2021-04-23,62.2769
2021-04-24,62.2769
2021-04-25,62.2769
2021-04-26,61.1724
2021-04-27,54.4827
2021-04-28,54.2008
2021-04-29,50.8655
2021-04-30,48.6532
2021-05-01,48.6532
2021-05-02,48.6532
2021-05-03,49.1758
2021-05-04,51.0446
2021-05-05,49.7398
2021-05-06,51.534
2021-05-07,50.4039
2021-05-08,50.4039
2021-05-09,50.4039
2021-05-10,52.3741
2021-05-11,52.0979
2021-05-12,50.9171
2021-05-13,52.1705
2021-05-14,52.5661
2021-05-15,52.5661
2021-05-16,52.5661
2021-05-17,51.537
2021-05-18,51.4626
2021-05-19,53.9405
2021-05-20,54.8674
2021-05-21,56.36
2021-05-22,56.36
2021-05-23,56.36
2021-05-24,55.4527
2021-05-25,55.7873
2021-05-26,58.3754
2021-05-27,58.8735
2021-05-28,59.5001
2021-05-29,59.5001
2021-05-30,59.5001
2021-05-31,59.5001
2021-06-01,59.8169
2021-06-02,60.4566
2021-06-03,60.3572
2021-06-04,60.8237
2021-06-05,60.8237
2021-06-06,60.8237
2021-06-07,61.6898
2021-06-08,59.7963
2021-06-09,59.4815
2021-06-10,62.2244
2021-06-11,65.4318
2021-06-12,65.4318
2021-06-13,65.4318
2021-06-14,66.4871
2021-06-15,62.7334
2021-06-16,61.3402
2021-06-17,58.0986
2021-06-18,56.0267
2021-06-19,56.0267
2021-06-20,56.0267
2021-06-21,52.099
2021-06-22,53.1826
2021-06-23,53.1826
2021-06-24,53.4082
2021-06-25,51.2782
2021-06-26,51.2782
2021-06-27,51.2782
2021-06-28,50.6101
2021-06-29,51.5889
2021-06-30,52.877
2021-07-01,53.2789
2021-07-02,52.9055
2021-07-03,52.9055
2021-07-04,52.9055
2021-07-05,52.9055
2021-07-06,52.1493
2021-07-07,52.4132
2021-07-08,47.1263
2021-07-09,45.6723
2021-07-10,45.6723
2021-07-11,45.6723
2021-07-12,44.2597
2021-07-13,43.1103
2021-07-14,44.2095
2021-07-15,49.3621
2021-07-16,50.952
2021-07-17,50.952
2021-07-18,50.952
2021-07-19,51.8573
2021-07-20,49.1284
2021-07-21,48.226
2021-07-22,50.0385
2021-07-23,50.8855
2021-07-24,50.8855
2021-07-25,50.8855
2021-07-26,45.6784
2021-07-27,41.9233
2021-07-28,44.824
2021-07-29,43.3739
2021-07-30,45.5283
2021-07-31,45.5283
2021-08-01,45.5283
2021-08-02,45.6927
2021-08-03,45.2687
2021-08-04,41.2431
2021-08-05,42.116
2021-08-06,40.6781
2021-08-07,40.6781
2021-08-08,40.6781
2021-08-09,40.6781
2021-08-10,40.042
2021-08-11,40.7133
2021-08-12,30.975
2021-08-13,25.4963
2021-08-14,25.4963
2021-08-15,25.4963
2021-08-16,24.5437
2021-08-17,23.6053
2021-08-18,25.3282
2021-08-19,24.5112
2021-08-20,28.1093
2021-08-21,28.1093
2021-08-22,28.1093
2021-08-23,29.9514
2021-08-24,31.5392
2021-08-25,26.7079
2021-08-26,26.9223
2021-08-27,27.7245
2021-08-28,27.7245
2021-08-29,27.7245
2021-08-30,28.1694
2021-08-31,28.3215
2021-09-01,37.8538
2021-09-02,40.3732
2021-09-03,41.0062
2021-09-04,41.0062
2021-09-05,41.0062
2021-09-06,41.0062
2021-09-07,39.7368
2021-09-08,40.5694
2021-09-09,39.7179
2021-09-10,37.073
2021-09-11,37.073
2021-09-12,37.073
2021-09-13,35.0438
2021-09-14,33.6635
2021-09-15,33.2442
2021-09-16,33.1457
2021-09-17,34.6161
2021-09-18,34.6161
2021-09-19,34.6161
2021-09-20,36.774
2021-09-21,38.181
2021-09-22,35.6795
2021-09-23,36.1958
2021-09-24,43.576
2021-09-25,43.576
2021-09-26,43.576
2021-09-27,45.5912
2021-09-28,44.7019
2021-09-29,47.7162
2021-09-30,48.2512
2021-10-01,44.0156
2021-10-02,44.0156
2021-10-03,44.0156
2021-10-04,44.5693
2021-10-05,39.9272
2021-10-06,44.782
2021-10-07,46.0208
2021-10-08,49.3382
2021-10-09,49.3382
2021-10-10,49.3382
2021-10-11,48.9834
2021-10-12,49.9351
2021-10-13,50.0608
2021-10-14,50.3189
2021-10-15,51.0602
2021-10-16,51.0602
2021-10-17,51.0602
2021-10-18,51.0602
2021-10-19,51.6507
2021-10-20,51.9276
2021-10-21,52.6752
2021-10-22,53.0529
2021-10-23,53.0529
2021-10-24,53.0529
2021-10-25,50.351
2021-10-26,42.7313
2021-10-27,48.1295
2021-10-28,49.924
2021-10-29,51.3809
2021-10-30,51.3809
2021-10-31,51.3809
2021-11-01,53.4809
2021-11-02,53.3485
2021-11-03,54.8146
2021-11-04,56.0553
2021-11-05,58.3498
2021-11-06,58.3498
2021-11-07,58.3498
2021-11-08,54.7027
2021-11-09,49.4419
2021-11-10,51.2333
2021-11-11,48.3184
2021-11-12,48.9648
2021-11-13,48.9648
2021-11-14,48.9648
2021-11-15,48.8162
2021-11-16,49.7238
2021-11-17,50.6681
2021-11-18,46.4214
2021-11-19,46.1734
2021-11-20,46.1734
2021-11-21,46.1734
2021-11-22,48.1388
2021-11-23,48.7438
2021-11-24,50.84
2021-11-25,50.84
2021-11-26,47.896
2021-11-27,47.896
2021-11-28,47.896
2021-11-29,45.726
2021-11-30,43.6789
2021-12-01,45.4996
2021-12-02,48.6969
2021-12-03,48.2329
2021-12-04,48.2329
2021-12-05,48.2329
2021-12-06,50.3778
2021-12-07,49.3389
2021-12-08,47.045
2021-12-09,46.0755
2021-12-10,46.28
2021-12-11,46.28
2021-12-12,46.28
2021-12-13,47.0282
2021-12-14,50.8811
2021-12-15,50.0737
2021-12-16,56.6478
2021-12-17,58.5956
2021-12-18,58.5956
2021-12-19,58.5956
2021-12-20,59.9299
2021-12-21,60.3703
2021-12-22,56.4775
2021-12-23,56.6564
2021-12-24,56.6564
2021-12-25,56.6564
2021-12-26,56.6564
2021-12-27,57.3513
2021-12-28,59.0352
2021-12-29,59.5568
2021-12-30,57.3735
2021-12-31,58.6404
2022-01-01,58.6404
2022-01-02,58.6404
2022-01-03,57.5451
2022-01-04,57.0785
2022-01-05,53.7582
2022-01-06,53.4406
2022-01-07,49.402
2022-01-08,49.402
2022-01-09,49.402
2022-01-10,54.6385
2022-01-11,51.3995
2022-01-12,47.8058
2022-01-13,47.0888
2022-01-14,44.9944
2022-01-15,44.9944
2022-01-16,44.9944
2022-01-17,44.9944
2022-01-18,44.8511
2022-01-19,48.1323
2022-01-20,47.9785
2022-01-21,45.2558
2022-01-22,45.2558
2022-01-23,45.2558
2022-01-24,51.705
2022-01-25,34.6643
2022-01-26,36.6809
2022-01-27,38.1741
2022-01-28,39.2295
2022-01-29,39.2295
2022-01-30,39.2295
2022-01-31,39.6103
2022-02-01,39.9993
2022-02-02,38.9103
2022-02-03,38.789
2022-02-04,37.0959
2022-02-05,37.0959
2022-02-06,37.0959
2022-02-07,36.9778
2022-02-08,39.9974
2022-02-09,40.4115
2022-02-10,40.0872
2022-02-11,43.0095
2022-02-12,43.0095
2022-02-13,43.0095
2022-02-14,38.9141
2022-02-15,40.5454
2022-02-16,41.0261
2022-02-17,40.667
2022-02-18,39.3181
2022-02-19,39.3181
2022-02-20,39.3181
2022-02-21,39.3181
2022-02-22,40.1172
2022-02-23,39.239
2022-02-24,40.4411
2022-02-25,40.4008
2022-02-26,40.4008
2022-02-27,40.4008
2022-02-28,45.3877
2022-03-01,47.3695
2022-03-02,47.8273
2022-03-03,47.2136
2022-03-04,46.7127
2022-03-05,46.7127
2022-03-06,46.7127
2022-03-07,50.4901
2022-03-08,45.6935
2022-03-09,44.1369
2022-03-10,44.0955
2022-03-11,46.5608
2022-03-12,46.5608
2022-03-13,46.5608
2022-03-14,45.1515
2022-03-15,44.4028
2022-03-16,44.7817
2022-03-17,47.5795
2022-03-18,48.3206
2022-03-19,48.3206
2022-03-20,48.3206
2022-03-21,49.1666
2022-03-22,50.5619
2022-03-23,48.1269
2022-03-24,49.9831
2022-03-25,49.6058
2022-03-26,49.6058
2022-03-27,49.6058
2022-03-28,47.5748
2022-03-29,46.4005
2022-03-30,47.9203
2022-03-31,48.8579
2022-04-01,51.071
2022-04-02,51.071
2022-04-03,51.071
2022-04-04,50.6707
2022-04-05,51.2244
2022-04-06,50.6088
2022-04-07,57.9511
2022-04-08,55.0992
2022-04-09,55.0992
2022-04-10,55.0992
2022-04-11,54.8843
2022-04-12,55.1782
2022-04-13,57.2397
2022-04-14,57.4574
2022-04-15,57.4574
2022-04-16,57.4574
2022-04-17,57.4574
2022-04-18,55.443
2022-04-19,54.8662
2022-04-20,54.0519
2022-04-21,52.1087
2022-04-22,51.6008
2022-04-23,51.6008
2022-04-24,51.6008
2022-04-25,51.3705
2022-04-26,48.969
2022-04-27,49.6564
2022-04-28,49.3983
2022-04-29,48.3015
2022-04-30,48.3015
2022-05-01,48.3015
2022-05-02,48.4573
2022-05-03,48.0083
2022-05-04,49.9278
2022-05-05,50.6504
2022-05-06,51.2202
2022-05-07,51.2202
2022-05-08,51.2202
2022-05-09,48.0327
2022-05-10,46.8268
2022-05-11,44.819
2022-05-12,45.1364
2022-05-13,47.7285
2022-05-14,47.7285
2022-05-15,47.7285
2022-05-16,47.481
2022-05-17,50.0917
2022-05-18,48.4931
2022-05-19,47.0637
2022-05-20,46.9393
2022-05-21,46.9393
2022-05-22,46.9393
2022-05-23,49.3966
2022-05-24,50.6941
2022-05-25,51.192
2022-05-26,53.2436
2022-05-27,53.5641
2022-05-28,53.5641
2022-05-29,53.5641
2022-05-30,53.5641
2022-05-31,51.4481
2022-06-01,51.7878
2022-06-02,52.0308
2022-06-03,54.3113
2022-06-04,54.3113
2022-06-05,54.3113
2022-06-06,54.0731
2022-06-07,56.7848
2022-06-08,55.9611
2022-06-09,53.86
2022-06-10,47.8866
2022-06-11,47.8866
2022-06-12,47.8866
2022-06-13,45.5698
2022-06-14,42.7644
2022-06-15,43.0634
2022-06-16,39.5863
2022-06-17,44.3426
2022-06-18,44.3426
2022-06-19,44.3426
2022-06-20,44.3426
2022-06-21,43.2049
2022-06-22,45.2657
2022-06-23,46.3226
2022-06-24,50.2943
2022-06-25,50.2943
2022-06-26,50.2943
2022-06-27,50.5604
2022-06-28,50.5908
2022-06-29,49.83
2022-06-30,51.7081
2022-07-01,53.4217
2022-07-02,53.4217
2022-07-03,53.4217
2022-07-04,53.4217
2022-07-05,49.6786
2022-07-06,50.6868
2022-07-07,51.7177
2022-07-08,52.2943
2022-07-09,52.2943
2022-07-10,52.2943
2022-07-11,50.3939
2022-07-12,48.2965
2022-07-13,47.0567
2022-07-14,46.784
2022-07-15,49.92
2022-07-16,49.92
2022-07-17,49.92
2022-07-18,54.2516
2022-07-19,58.0088
2022-07-20,58.0088
2022-07-21,56.5119
2022-07-22,57.5423
2022-07-23,57.5423
2022-07-24,57.5423
2022-07-25,57.3665
2022-07-26,56.0559
2022-07-27,57.7559
2022-07-28,59.5297
2022-07-29,59.0097
2022-07-30,59.0097
2022-07-31,59.0097
2022-08-01,48.9852
2022-08-02,49.4615
2022-08-03,50.5295
2022-08-04,50.183
2022-08-05,50.5339
2022-08-06,50.5339
2022-08-07,50.5339
2022-08-08,50.0477
2022-08-09,49.6769
2022-08-10,50.9916
2022-08-11,51.4601
2022-08-12,54.7979
2022-08-13,54.7979
2022-08-14,54.7979
2022-08-15,54.8266
2022-08-16,59.5301
2022-08-17,59.3135
2022-08-18,59.2021
2022-08-19,58.935
2022-08-20,58.935
2022-08-21,58.935
2022-08-22,53.7708
2022-08-23,57.7107
2022-08-24,59.357
2022-08-25,60.5939
2022-08-26,56.0338
2022-08-27,56.0338
2022-08-28,56.0338
2022-08-29,56.6739
2022-08-30,55.1718
2022-08-31,53.0071
2022-09-01,52.2796
2022-09-02,52.3078
2022-09-03,52.3078
2022-09-04,52.3078
2022-09-05,52.3078
2022-09-06,49.2361
2022-09-07,52.4105
2022-09-08,56.3209
2022-09-09,58.5917
2022-09-10,58.5917
2022-09-11,58.5917
2022-09-12,57.1771
2022-09-13,52.6862
2022-09-14,54.2718
2022-09-15,54.4838
2022-09-16,54.5322
2022-09-17,54.5322
2022-09-18,54.5322
2022-09-19,52.4529
2022-09-20,52.0536
2022-09-21,50.3818
2022-09-22,49.0289
2022-09-23,46.1509
2022-09-24,46.1509
2022-09-25,46.1509
2022-09-26,44.2223
2022-09-27,42.9759
2022-09-28,44.5321
2022-09-29,42.9396
2022-09-30,43.7778
2022-10-01,43.7778
2022-10-02,43.7778
2022-10-03,45.9381
2022-10-04,49.4476
2022-10-05,50.016
2022-10-06,47.168
2022-10-07,47.0409
2022-10-08,47.0409
2022-10-09,47.0409
2022-10-10,47.8836
2022-10-11,48.4686
2022-10-12,47.1811
2022-10-13,49.4282
2022-10-14,45.213
2022-10-15,45.213
2022-10-16,45.213
2022-10-17,48.7775
2022-10-18,51.5506
2022-10-19,53.7796
2022-10-20,53.9915
2022-10-21,57.005
2022-10-22,57.005
2022-10-23,57.005
2022-10-24,57.9685
2022-10-25,62.1776
2022-10-26,60.0743
2022-10-27,61.4777
2022-10-28,63.3705
2022-10-29,63.3705
2022-10-30,63.3705
2022-10-31,62.9262
2022-11-01,62.3236
2022-11-02,63.1273
2022-11-03,63.6917
2022-11-04,64.596
2022-11-05,64.596
2022-11-06,64.596
2022-11-07,66.4296
2022-11-08,64.7602
2022-11-09,63.245
2022-11-10,65.6011
2022-11-11,60.0886
2022-11-12,60.0886
2022-11-13,60.0886
2022-11-14,60.1826
2022-11-15,61.1672
2022-11-16,62.9531
2022-11-17,63.6069
2022-11-18,63.9976
2022-11-19,63.9976
2022-11-20,63.9976
2022-11-21,63.8043
2022-11-22,63.1793
2022-11-23,62.2496
2022-11-24,62.2496
2022-11-25,62.8752
2022-11-26,62.8752
2022-11-27,62.8752
2022-11-28,62.2555
2022-11-29,59.3632
2022-11-30,63.5401
2022-12-01,66.2208
2022-12-02,67.8813
2022-12-03,67.8813
2022-12-04,67.8813
2022-12-05,65.5418
2022-12-06,64.7824
2022-12-07,65.6571
2022-12-08,65.4921
2022-12-09,64.9184
2022-12-10,64.9184
2022-12-11,64.9184
2022-12-12,66.4562
2022-12-13,66.4562
2022-12-14,66.5656
2022-12-15,65.2805
2022-12-16,66.112
2022-12-17,66.112
2022-12-18,66.112
2022-12-19,67.4437
2022-12-20,67.4809
2022-12-21,67.7291
2022-12-22,67.7291
2022-12-23,67.8302
2022-12-24,67.8302
2022-12-25,67.8302
2022-12-26,67.8302
2022-12-27,67.9341
2022-12-28,68.1046
2022-12-29,68.2573
2022-12-30,67.9208
2022-12-31,67.9208
2023-01-01,67.9208
2023-01-02,67.9208
2023-01-03,67.6252
2023-01-04,67.6979
2023-01-05,68.1664
2023-01-06,67.1588
2023-01-07,67.1588
2023-01-08,67.1588
2023-01-09,66.0949
2023-01-10,66.1781
2023-01-11,66.2637
2023-01-12,66.7567
2023-01-13,66.8452
2023-01-14,66.8452
2023-01-15,66.8452
2023-01-16,66.8452
2023-01-17,67.1167
2023-01-18,67.3014
2023-01-19,66.9126
2023-01-20,67.1417
2023-01-21,67.1417
2023-01-22,67.1417
2023-01-23,67.2757
2023-01-24,67.5494
2023-01-25,67.6543
2023-01-26,67.9757
2023-01-27,63.6162
2023-01-28,63.6162
2023-01-29,63.6162
2023-01-30,63.6162
2023-01-31,64.2701
2023-02-01,63.9728
2023-02-02,63.744
2023-02-03,63.744
2023-02-04,63.744
2023-02-05,63.744
2023-02-06,62.1578
2023-02-07,63.1537
2023-02-08,63.0719
2023-02-09,62.0742
2023-02-10,62.5844
2023-02-11,62.5844
2023-02-12,62.5844
2023-02-13,62.4975
2023-02-14,64.2452
2023-02-15,64.1542
2023-02-16,62.775
2023-02-17,62.5894
2023-02-18,62.5894
2023-02-19,62.5894
2023-02-20,62.5894
2023-02-21,62.7035
2023-02-22,62.4082
2023-02-23,63.2438
2023-02-24,63.5432
2023-02-25,63.5432
2023-02-26,63.5432
2023-02-27,63.7873
2023-02-28,64.6445
2023-03-01,63.4242
2023-03-02,63.4891
2023-03-03,61.9004
2023-03-04,61.9004
2023-03-05,61.9004
2023-03-06,61.2212
2023-03-07,61.3674
2023-03-08,61.5174
2023-03-09,60.6643
2023-03-10,59.3268
2023-03-11,59.3268
2023-03-12,59.3268
2023-03-13,58.5978
2023-03-14,59.3725
2023-03-15,60.9674
2023-03-16,56.4992
2023-03-17,54.9236
2023-03-18,54.9236
2023-03-19,54.9236
