,AZTA US Equity
2023-03-20,34.3662
2023-03-21,37.887
2023-03-22,37.5219
2023-03-23,38.2514
2023-03-24,39.3951
2023-03-25,39.3951
2023-03-26,39.3951
2023-03-27,40.152
2023-03-28,38.9031
2023-03-29,40.9424
2023-03-30,42.0341
2023-03-31,45.6095
2023-04-01,45.6095
2023-04-02,45.6095
2023-04-03,45.3465
2023-04-04,45.7778
2023-04-05,43.0206
2023-04-06,43.9767
2023-04-07,43.9767
2023-04-08,43.9767
2023-04-09,43.9767
2023-04-10,45.3445
2023-04-11,46.6061
2023-04-12,46.396
2023-04-13,49.1348
2023-04-14,49.617
2023-04-15,49.617
2023-04-16,49.617
2023-04-17,48.4598
2023-04-18,45.7401
2023-04-19,45.4723
2023-04-20,42.9979
2023-04-21,43.642
2023-04-22,43.642
2023-04-23,43.642
2023-04-24,43.5289
2023-04-25,39.1881
2023-04-26,39.9623
2023-04-27,42.0548
2023-04-28,46.3554
2023-04-29,46.3554
2023-04-30,46.3554
2023-05-01,46.6587
2023-05-02,44.7513
2023-05-03,47.7823
2023-05-04,48.4922
2023-05-05,51.0052
2023-05-06,51.0052
2023-05-07,51.0052
2023-05-08,50.6752
2023-05-09,49.6573
2023-05-10,36.5117
2023-05-11,44.7458
2023-05-12,43.8918
2023-05-13,43.8918
2023-05-14,43.8918
2023-05-15,44.2696
2023-05-16,43.1206
2023-05-17,44.3764
2023-05-18,47.9735
2023-05-19,47.788
2023-05-20,47.788
2023-05-21,47.788
2023-05-22,49.6476
2023-05-23,49.075
2023-05-24,46.5607
2023-05-25,46.2897
2023-05-26,48.1942
2023-05-27,48.1942
2023-05-28,48.1942
2023-05-29,48.1942
2023-05-30,49.5191
2023-05-31,49.1276
2023-06-01,49.5893
2023-06-02,50.7133
2023-06-03,50.7133
2023-06-04,50.7133
2023-06-05,48.8254
2023-06-06,51.5272
2023-06-07,53.4679
2023-06-08,52.5184
2023-06-09,51.9974
2023-06-10,51.9974
2023-06-11,51.9974
2023-06-12,54.0563
2023-06-13,53.1915
2023-06-14,51.938
2023-06-15,53.6336
2023-06-16,53.0984
2023-06-17,53.0984
2023-06-18,53.0984
2023-06-19,53.0984
2023-06-20,53.5776
2023-06-21,51.8393
2023-06-22,50.3514
2023-06-23,48.726
2023-06-24,48.726
2023-06-25,48.726
2023-06-26,49.5954
2023-06-27,50.8607
2023-06-28,53.001
2023-06-29,53.5373
2023-06-30,54.114
2023-07-01,54.114
2023-07-02,54.114
2023-07-03,52.8193
2023-07-04,52.8193
2023-07-05,52.265
2023-07-06,50.6557
2023-07-07,52.0289
2023-07-08,52.0289
2023-07-09,52.0289
2023-07-10,56.0723
2023-07-11,56.8676
2023-07-12,58.3622
2023-07-13,49.0059
2023-07-14,50.054
2023-07-15,50.054
2023-07-16,50.054
2023-07-17,49.8829
2023-07-18,49.3767
2023-07-19,50.7669
2023-07-20,48.3039
2023-07-21,51.224
2023-07-22,51.224
2023-07-23,51.224
2023-07-24,53.0793
2023-07-25,52.3142
2023-07-26,53.7748
2023-07-27,51.6244
2023-07-28,52.9227
2023-07-29,52.9227
2023-07-30,52.9227
2023-07-31,52.9562
2023-08-01,51.3319
2023-08-02,51.3857
2023-08-03,51.7353
2023-08-04,53.9014
2023-08-05,53.9014
2023-08-06,53.9014
2023-08-07,53.673
2023-08-08,54.702
2023-08-09,67.4923
2023-08-10,63.573
2023-08-11,64.0448
2023-08-12,64.0448
2023-08-13,64.0448
2023-08-14,63.8926
2023-08-15,64.8644
2023-08-16,61.3532
2023-08-17,60.7282
2023-08-18,61.3393
2023-08-19,61.3393
2023-08-20,61.3393
2023-08-21,61.7498
2023-08-22,61.2551
2023-08-23,61.7496
2023-08-24,59.845
2023-08-25,59.5218
2023-08-26,59.5218
2023-08-27,59.5218
2023-08-28,57.7666
2023-08-29,59.9169
2023-08-30,61.5706
2023-08-31,61.2569
2023-09-01,61.3384
2023-09-02,61.3384
2023-09-03,61.3384
2023-09-04,61.3384
2023-09-05,56.3881
2023-09-06,55.226
2023-09-07,53.6872
2023-09-08,52.8147
2023-09-09,52.8147
2023-09-10,52.8147
2023-09-11,52.5889
2023-09-12,50.0267
2023-09-13,50.3149
2023-09-14,50.2213
2023-09-15,50.8459
2023-09-16,50.8459
2023-09-17,50.8459
2023-09-18,50.2724
2023-09-19,47.4652
2023-09-20,48.0167
2023-09-21,46.2493
2023-09-22,45.4837
2023-09-23,45.4837
2023-09-24,45.4837
2023-09-25,46.1425
2023-09-26,44.9438
2023-09-27,44.9438
2023-09-28,48.6675
2023-09-29,49.9672
2023-09-30,49.9672
2023-10-01,49.9672
2023-10-02,49.0961
2023-10-03,47.2889
2023-10-04,48.5653
2023-10-05,48.654
2023-10-06,48.882
2023-10-07,48.882
2023-10-08,48.882
2023-10-09,50.4303
2023-10-10,52.8835
2023-10-11,52.99
2023-10-12,50.7588
2023-10-13,49.6318
2023-10-14,49.6318
2023-10-15,49.6318
2023-10-16,49.148
2023-10-17,54.146
2023-10-18,50.9296
2023-10-19,49.5896
2023-10-20,48.629
2023-10-21,48.629
2023-10-22,48.629
2023-10-23,47.4251
2023-10-24,50.6407
2023-10-25,44.8655
2023-10-26,45.5191
2023-10-27,42.9387
2023-10-28,42.9387
2023-10-29,42.9387
2023-10-30,39.2583
2023-10-31,42.3679
2023-11-01,42.1804
2023-11-02,46.5626
2023-11-03,50.6811
2023-11-04,50.6811
2023-11-05,50.6811
2023-11-06,48.8772
2023-11-07,49.664
2023-11-08,48.9369
2023-11-09,46.1099
2023-11-10,47.0224
2023-11-11,47.0224
2023-11-12,47.0224
2023-11-13,47.5475
2023-11-14,57.8059
2023-11-15,57.2477
2023-11-16,57.8269
2023-11-17,58.6049
2023-11-18,58.6049
2023-11-19,58.6049
2023-11-20,59.7126
2023-11-21,60.9832
2023-11-22,61.4112
2023-11-23,61.4112
2023-11-24,61.8065
2023-11-25,61.8065
2023-11-26,61.8065
2023-11-27,60.7476
2023-11-28,60.0588
2023-11-29,59.1341
2023-11-30,59.1127
2023-12-01,61.4097
2023-12-02,61.4097
2023-12-03,61.4097
2023-12-04,61.9109
2023-12-05,58.8994
2023-12-06,59.9296
2023-12-07,60.7867
2023-12-08,59.3619
2023-12-09,59.3619
2023-12-10,59.3619
2023-12-11,61.6708
2023-12-12,60.3545
2023-12-13,62.9345
2023-12-14,65.2253
2023-12-15,64.59
2023-12-16,64.59
2023-12-17,64.59
2023-12-18,64.1972
2023-12-19,66.6526
2023-12-20,63.7438
2023-12-21,65.9195
2023-12-22,66.0823
2023-12-23,66.0823
2023-12-24,66.0823
2023-12-25,66.0823
2023-12-26,67.5381
2023-12-27,68.1396
2023-12-28,68.043
2023-12-29,65.3588
2023-12-30,65.3588
2023-12-31,65.3588
2024-01-01,65.3588
2024-01-02,64.6987
2024-01-03,58.362
2024-01-04,59.5041
2024-01-05,61.5769
2024-01-06,61.5769
2024-01-07,61.5769
2024-01-08,61.9692
2024-01-09,62.1159
2024-01-10,62.0034
2024-01-11,60.419
2024-01-12,62.1075
2024-01-13,62.1075
2024-01-14,62.1075
2024-01-15,62.1075
2024-01-16,62.8849
2024-01-17,60.2807
2024-01-18,62.4402
2024-01-19,64.1784
2024-01-20,64.1784
2024-01-21,64.1784
2024-01-22,63.8312
2024-01-23,62.1836
2024-01-24,59.0523
2024-01-25,59.3825
2024-01-26,59.5969
2024-01-27,59.5969
2024-01-28,59.5969
2024-01-29,62.5346
2024-01-30,62.348
2024-01-31,57.407
2024-02-01,58.8151
2024-02-02,58.7502
2024-02-03,58.7502
2024-02-04,58.7502
2024-02-05,57.7194
2024-02-06,59.4273
2024-02-07,55.8515
2024-02-08,53.8251
2024-02-09,55.6226
2024-02-10,55.6226
2024-02-11,55.6226
2024-02-12,56.8966
2024-02-13,52.8001
2024-02-14,55.6007
2024-02-15,53.8274
2024-02-16,52.9086
2024-02-17,52.9086
2024-02-18,52.9086
2024-02-19,52.9086
2024-02-20,52.8154
2024-02-21,51.3364
2024-02-22,51.4432
2024-02-23,51.4238
2024-02-24,51.4238
2024-02-25,51.4238
2024-02-26,53.2006
2024-02-27,54.5653
2024-02-28,54.7426
2024-02-29,54.6103
2024-03-01,58.3417
2024-03-02,58.3417
2024-03-03,58.3417
2024-03-04,55.719
2024-03-05,53.684
2024-03-06,53.2073
2024-03-07,57.0338
2024-03-08,53.4833
2024-03-09,53.4833
2024-03-10,53.4833
2024-03-11,52.9957
2024-03-12,52.1111
2024-03-13,50.9766
2024-03-14,42.8979
2024-03-15,43.3764
2024-03-16,43.3764
2024-03-17,43.3764
2024-03-18,41.4641
2024-03-19,42.4896
2024-03-20,42.4748
2024-03-21,43.5729
2024-03-22,43.7375
2024-03-23,43.7375
2024-03-24,43.7375
2024-03-25,41.4101
2024-03-26,42.6185
2024-03-27,44.7686
2024-03-28,46.4646
2024-03-29,46.4646
2024-03-30,46.4646
2024-03-31,46.4646
2024-04-01,44.4067
2024-04-02,44.0486
2024-04-03,44.4488
2024-04-04,43.0409
2024-04-05,41.9128
2024-04-06,41.9128
2024-04-07,41.9128
2024-04-08,40.6974
