,PRK US Equity
2023-03-20,42.7584
2023-03-21,48.6999
2023-03-22,42.2379
2023-03-23,41.2242
2023-03-24,46.1087
2023-03-25,46.1087
2023-03-26,46.1087
2023-03-27,45.8205
2023-03-28,44.81
2023-03-29,44.2826
2023-03-30,41.5667
2023-03-31,43.5047
2023-04-01,43.5047
2023-04-02,43.5047
2023-04-03,42.2521
2023-04-04,41.0233
2023-04-05,40.4857
2023-04-06,40.6385
2023-04-07,40.6385
2023-04-08,40.6385
2023-04-09,40.6385
2023-04-10,41.3036
2023-04-11,40.3037
2023-04-12,38.8478
2023-04-13,39.4548
2023-04-14,37.1977
2023-04-15,37.1977
2023-04-16,37.1977
2023-04-17,39.2337
2023-04-18,36.5615
2023-04-19,39.6473
2023-04-20,39.7931
2023-04-21,39.3854
2023-04-22,39.3854
2023-04-23,39.3854
2023-04-24,41.0443
2023-04-25,37.6906
2023-04-26,37.0692
2023-04-27,39.5194
2023-04-28,40.6928
2023-04-29,40.6928
2023-04-30,40.6928
2023-05-01,41.386
2023-05-02,35.8947
2023-05-03,38.4932
2023-05-04,36.7828
2023-05-05,41.813
2023-05-06,41.813
2023-05-07,41.813
2023-05-08,39.7962
2023-05-09,39.5926
2023-05-10,39.9012
2023-05-11,39.1427
2023-05-12,39.4771
2023-05-13,39.4771
2023-05-14,39.4771
2023-05-15,39.3193
2023-05-16,38.7914
2023-05-17,44.296
2023-05-18,43.827
2023-05-19,40.9013
2023-05-20,40.9013
2023-05-21,40.9013
2023-05-22,43.5143
2023-05-23,44.874
2023-05-24,43.5524
2023-05-25,42.5933
2023-05-26,42.9564
2023-05-27,42.9564
2023-05-28,42.9564
2023-05-29,42.9564
2023-05-30,42.6918
2023-05-31,40.7924
2023-06-01,43.3216
2023-06-02,49.2415
2023-06-03,49.2415
2023-06-04,49.2415
2023-06-05,45.6911
2023-06-06,50.1612
2023-06-07,52.8056
2023-06-08,49.7538
2023-06-09,50.2747
2023-06-10,50.2747
2023-06-11,50.2747
2023-06-12,48.4257
2023-06-13,50.5333
2023-06-14,49.3813
2023-06-15,50.0805
2023-06-16,48.7305
2023-06-17,48.7305
2023-06-18,48.7305
2023-06-19,48.7305
2023-06-20,48.8656
2023-06-21,48.0077
2023-06-22,44.8916
2023-06-23,45.46
2023-06-24,45.46
2023-06-25,45.46
2023-06-26,45.4462
2023-06-27,46.2678
2023-06-28,46.0312
2023-06-29,46.7703
2023-06-30,45.6914
2023-07-01,45.6914
2023-07-02,45.6914
2023-07-03,46.6552
2023-07-04,46.6552
2023-07-05,46.1833
2023-07-06,43.8427
2023-07-07,45.1235
2023-07-08,45.1235
2023-07-09,45.1235
2023-07-10,46.3608
2023-07-11,46.9184
2023-07-12,47.9896
2023-07-13,48.1715
2023-07-14,47.3952
2023-07-15,47.3952
2023-07-16,47.3952
2023-07-17,49.7337
2023-07-18,53.0446
2023-07-19,55.3354
2023-07-20,53.787
2023-07-21,53.7378
2023-07-22,53.7378
2023-07-23,53.7378
2023-07-24,55.3117
2023-07-25,50.0123
2023-07-26,53.325
2023-07-27,52.218
2023-07-28,52.4404
2023-07-29,52.4404
2023-07-30,52.4404
2023-07-31,53.6954
2023-08-01,54.0585
2023-08-02,53.4671
2023-08-03,52.6626
2023-08-04,52.0821
2023-08-05,52.0821
2023-08-06,52.0821
2023-08-07,53.7989
2023-08-08,52.4615
2023-08-09,51.2054
2023-08-10,50.599
2023-08-11,48.9982
2023-08-12,48.9982
2023-08-13,48.9982
2023-08-14,48.2482
2023-08-15,46.0601
2023-08-16,46.8583
2023-08-17,47.9823
2023-08-18,48.7734
2023-08-19,48.7734
2023-08-20,48.7734
2023-08-21,46.6236
2023-08-22,44.5352
2023-08-23,45.0399
2023-08-24,45.9276
2023-08-25,45.1135
2023-08-26,45.1135
2023-08-27,45.1135
2023-08-28,46.0898
2023-08-29,46.058
2023-08-30,45.2616
2023-08-31,45.4462
2023-09-01,47.8258
2023-09-02,47.8258
2023-09-03,47.8258
2023-09-04,47.8258
2023-09-05,44.3484
2023-09-06,41.6307
2023-09-07,41.2329
2023-09-08,43.1851
2023-09-09,43.1851
2023-09-10,43.1851
2023-09-11,45.0476
2023-09-12,45.5477
2023-09-13,44.0792
2023-09-14,48.3485
2023-09-15,46.6257
2023-09-16,46.6257
2023-09-17,46.6257
2023-09-18,43.3129
2023-09-19,42.8012
2023-09-20,42.5222
2023-09-21,40.9965
2023-09-22,40.7319
2023-09-23,40.7319
2023-09-24,40.7319
2023-09-25,42.5536
2023-09-26,40.7513
2023-09-27,40.3973
2023-09-28,41.5611
2023-09-29,41.2159
2023-09-30,41.2159
2023-10-01,41.2159
2023-10-02,39.5277
2023-10-03,39.6185
2023-10-04,42.2508
2023-10-05,44.999
2023-10-06,44.3165
2023-10-07,44.3165
2023-10-08,44.3165
2023-10-09,44.4166
2023-10-10,44.5345
2023-10-11,45.652
2023-10-12,44.7077
2023-10-13,42.3696
2023-10-14,42.3696
2023-10-15,42.3696
2023-10-16,45.6123
2023-10-17,49.0836
2023-10-18,46.1565
2023-10-19,45.5095
2023-10-20,42.9829
2023-10-21,42.9829
2023-10-22,42.9829
2023-10-23,42.8853
2023-10-24,47.2772
2023-10-25,51.4314
2023-10-26,54.2269
2023-10-27,51.1684
2023-10-28,51.1684
2023-10-29,51.1684
2023-10-30,52.1318
2023-10-31,52.5454
2023-11-01,51.8623
2023-11-02,57.5146
2023-11-03,59.9057
2023-11-04,59.9057
2023-11-05,59.9057
2023-11-06,57.707
2023-11-07,56.0105
2023-11-08,55.0206
2023-11-09,53.6089
2023-11-10,54.6825
2023-11-11,54.6825
2023-11-12,54.6825
2023-11-13,55.2382
2023-11-14,62.522
2023-11-15,62.8138
2023-11-16,61.8583
2023-11-17,63.0813
2023-11-18,63.0813
2023-11-19,63.0813
2023-11-20,63.654
2023-11-21,59.4607
2023-11-22,59.7481
2023-11-23,59.7481
2023-11-24,59.313
2023-11-25,59.313
2023-11-26,59.313
2023-11-27,58.4451
2023-11-28,58.2916
2023-11-29,59.1968
2023-11-30,58.0792
2023-12-01,62.6164
2023-12-02,62.6164
2023-12-03,62.6164
2023-12-04,65.0596
2023-12-05,64.8176
2023-12-06,64.9226
2023-12-07,67.2677
2023-12-08,68.6104
2023-12-09,68.6104
2023-12-10,68.6104
2023-12-11,69.1189
2023-12-12,67.5231
2023-12-13,71.6531
2023-12-14,73.876
2023-12-15,70.6537
2023-12-16,70.6537
2023-12-17,70.6537
2023-12-18,68.6109
2023-12-19,69.3122
2023-12-20,66.6812
2023-12-21,67.8649
2023-12-22,67.9963
2023-12-23,67.9963
2023-12-24,67.9963
2023-12-25,67.9963
2023-12-26,69.3116
2023-12-27,69.5842
2023-12-28,68.9373
2023-12-29,66.205
2023-12-30,66.205
2023-12-31,66.205
2024-01-01,66.205
2024-01-02,65.501
2024-01-03,61.2932
2024-01-04,60.6829
2024-01-05,60.9354
2024-01-06,60.9354
2024-01-07,60.9354
2024-01-08,61.2172
2024-01-09,60.738
2024-01-10,60.3026
2024-01-11,59.3555
2024-01-12,59.0044
2024-01-13,59.0044
2024-01-14,59.0044
2024-01-15,59.0044
2024-01-16,56.9925
2024-01-17,56.1866
2024-01-18,58.144
2024-01-19,60.6963
2024-01-20,60.6963
2024-01-21,60.6963
2024-01-22,62.9161
2024-01-23,60.9573
2024-01-24,61.0538
2024-01-25,62.5089
2024-01-26,63.8235
2024-01-27,63.8235
2024-01-28,63.8235
2024-01-29,64.9961
2024-01-30,65.9948
2024-01-31,57.2414
2024-02-01,56.4179
2024-02-02,54.6968
2024-02-03,54.6968
2024-02-04,54.6968
2024-02-05,53.4544
2024-02-06,53.2477
2024-02-07,53.6187
2024-02-08,54.2857
2024-02-09,57.6979
2024-02-10,57.6979
2024-02-11,57.6979
2024-02-12,59.2311
2024-02-13,49.843
2024-02-14,52.6848
2024-02-15,56.5796
2024-02-16,55.0212
2024-02-17,55.0212
2024-02-18,55.0212
2024-02-19,55.0212
2024-02-20,54.0404
2024-02-21,52.9278
2024-02-22,52.341
2024-02-23,53.0411
2024-02-24,53.0411
2024-02-25,53.0411
2024-02-26,52.2371
2024-02-27,52.8732
2024-02-28,52.3115
2024-02-29,53.2897
2024-03-01,53.592
2024-03-02,53.592
2024-03-03,53.592
2024-03-04,54.1661
2024-03-05,57.0913
2024-03-06,57.1554
2024-03-07,57.66
2024-03-08,58.758
2024-03-09,58.758
2024-03-10,58.758
2024-03-11,56.7703
2024-03-12,54.044
2024-03-13,52.482
2024-03-14,51.1145
2024-03-15,52.0486
2024-03-16,52.0486
2024-03-17,52.0486
2024-03-18,49.9038
2024-03-19,49.8697
2024-03-20,54.2866
2024-03-21,56.1392
2024-03-22,53.4165
2024-03-23,53.4165
2024-03-24,53.4165
2024-03-25,53.907
2024-03-26,52.8957
2024-03-27,57.1768
2024-03-28,58.1884
2024-03-29,58.1884
2024-03-30,58.1884
2024-03-31,58.1884
2024-04-01,52.914
2024-04-02,50.725
2024-04-03,49.887
2024-04-04,51.6574
2024-04-05,51.5945
2024-04-06,51.5945
2024-04-07,51.5945
2024-04-08,54.1347
