,AMTB US Equity
2020-05-28,46.8575
2020-05-29,48.0831
2020-05-30,48.0831
2020-05-31,48.0831
2020-06-01,47.2734
2020-06-02,47.7287
2020-06-03,49.501
2020-06-04,54.0704
2020-06-05,56.4979
2020-06-06,56.4979
2020-06-07,56.4979
2020-06-08,57.3012
2020-06-09,58.6825
2020-06-10,54.4826
2020-06-11,48.5106
2020-06-12,50.9851
2020-06-13,50.9851
2020-06-14,50.9851
2020-06-15,52.9213
2020-06-16,54.4982
2020-06-17,52.9377
2020-06-18,53.943
2020-06-19,54.6351
2020-06-20,54.6351
2020-06-21,54.6351
2020-06-22,54.9491
2020-06-23,55.7053
2020-06-24,49.9172
2020-06-25,51.698
2020-06-26,49.3217
2020-06-27,49.3217
2020-06-28,49.3217
2020-06-29,51.5748
2020-06-30,51.6725
2020-07-01,49.8015
2020-07-02,49.6723
2020-07-03,49.6723
2020-07-04,49.6723
2020-07-05,49.6723
2020-07-06,50.365
2020-07-07,46.3074
2020-07-08,46.2592
2020-07-09,44.7419
2020-07-10,47.1881
2020-07-11,47.1881
2020-07-12,47.1881
2020-07-13,46.963
2020-07-14,46.8346
2020-07-15,50.1609
2020-07-16,49.7245
2020-07-17,48.1798
2020-07-18,48.1798
2020-07-19,48.1798
2020-07-20,49.3227
2020-07-21,50.4531
2020-07-22,48.4679
2020-07-23,48.6446
2020-07-24,47.1942
2020-07-25,47.1942
2020-07-26,47.1942
2020-07-27,44.9797
2020-07-28,45.1081
2020-07-29,47.7569
2020-07-30,48.0348
2020-07-31,48.4446
2020-08-01,48.4446
2020-08-02,48.4446
2020-08-03,49.2724
2020-08-04,49.5303
2020-08-05,49.7286
2020-08-06,48.6089
2020-08-07,50.8642
2020-08-08,50.8642
2020-08-09,50.8642
2020-08-10,51.0961
2020-08-11,51.7359
2020-08-12,50.1292
2020-08-13,49.6682
2020-08-14,50.89
2020-08-15,50.89
2020-08-16,50.89
2020-08-17,50.4799
2020-08-18,49.3211
2020-08-19,49.553
2020-08-20,49.2422
2020-08-21,47.2498
2020-08-22,47.2498
2020-08-23,47.2498
2020-08-24,48.8554
2020-08-25,49.7878
2020-08-26,47.195
2020-08-27,47.2797
2020-08-28,48.0987
2020-08-29,48.0987
2020-08-30,48.0987
2020-08-31,47.4961
2020-09-01,46.2184
2020-09-02,47.6746
2020-09-03,47.5913
2020-09-04,46.7877
2020-09-05,46.7877
2020-09-06,46.7877
2020-09-07,46.7877
2020-09-08,43.6572
2020-09-09,43.2732
2020-09-10,42.1981
2020-09-11,39.9606
2020-09-12,39.9606
2020-09-13,39.9606
2020-09-14,42.5933
2020-09-15,43.0994
2020-09-16,42.3273
2020-09-17,42.3807
2020-09-18,41.9787
2020-09-19,41.9787
2020-09-20,41.9787
2020-09-21,38.4684
2020-09-22,37.8695
2020-09-23,36.1244
2020-09-24,36.3623
2020-09-25,37.1495
2020-09-26,37.1495
2020-09-27,37.1495
2020-09-28,37.8227
2020-09-29,36.7851
2020-09-30,34.7762
2020-10-01,37.8559
2020-10-02,38.576
2020-10-03,38.576
2020-10-04,38.576
2020-10-05,40.8792
2020-10-06,40.7981
2020-10-07,41.6371
2020-10-08,42.421
2020-10-09,43.09
2020-10-10,43.09
2020-10-11,43.09
2020-10-12,44.6623
2020-10-13,42.6018
2020-10-14,41.2159
2020-10-15,42.4651
2020-10-16,44.2424
2020-10-17,44.2424
2020-10-18,44.2424
2020-10-19,42.69
2020-10-20,43.2518
2020-10-21,44.071
2020-10-22,45.3271
2020-10-23,47.8704
2020-10-24,47.8704
2020-10-25,47.8704
2020-10-26,45.2765
2020-10-27,43.1943
2020-10-28,39.5212
2020-10-29,44.7304
2020-10-30,43.6501
2020-10-31,43.6501
2020-11-01,43.6501
2020-11-02,45.184
2020-11-03,48.5477
2020-11-04,45.2757
2020-11-05,48.0648
2020-11-06,45.9401
2020-11-07,45.9401
2020-11-08,45.9401
2020-11-09,55.2001
2020-11-10,56.9875
2020-11-11,55.0167
2020-11-12,52.447
2020-11-13,54.8699
2020-11-14,54.8699
2020-11-15,54.8699
2020-11-16,56.8828
2020-11-17,56.588
2020-11-18,55.0287
2020-11-19,55.0979
2020-11-20,55.3466
2020-11-21,55.3466
2020-11-22,55.3466
2020-11-23,57.3708
2020-11-24,63.4572
2020-11-25,63.6915
2020-11-26,63.6915
2020-11-27,62.4489
2020-11-28,62.4489
2020-11-29,62.4489
2020-11-30,59.7256
2020-12-01,61.681
2020-12-02,62.3119
2020-12-03,62.082
2020-12-04,63.1782
2020-12-05,63.1782
2020-12-06,63.1782
2020-12-07,62.2709
2020-12-08,62.3592
2020-12-09,62.309
2020-12-10,62.4966
2020-12-11,62.4966
2020-12-12,62.4966
2020-12-13,62.4966
2020-12-14,60.4044
2020-12-15,64.0153
2020-12-16,59.9605
2020-12-17,60.3772
2020-12-18,58.208
2020-12-19,58.208
2020-12-20,58.208
2020-12-21,54.2641
2020-12-22,53.6234
2020-12-23,55.5767
2020-12-24,55.8262
2020-12-25,55.8262
2020-12-26,55.8262
2020-12-27,55.8262
2020-12-28,56.969
2020-12-29,54.8143
2020-12-30,53.1334
2020-12-31,55.155
2021-01-01,55.155
2021-01-02,55.155
2021-01-03,55.155
2021-01-04,54.5242
2021-01-05,55.4651
2021-01-06,62.0034
2021-01-07,56.8882
2021-01-08,56.0838
2021-01-09,56.0838
2021-01-10,56.0838
2021-01-11,55.717
2021-01-12,56.2433
2021-01-13,53.0246
2021-01-14,55.6502
2021-01-15,52.4632
2021-01-16,52.4632
2021-01-17,52.4632
2021-01-18,52.4632
2021-01-19,52.6995
2021-01-20,51.563
2021-01-21,48.5995
2021-01-22,52.6506
2021-01-23,52.6506
2021-01-24,52.6506
2021-01-25,51.5465
2021-01-26,51.6142
2021-01-27,49.6405
2021-01-28,49.9644
2021-01-29,48.9157
2021-01-30,48.9157
2021-01-31,48.9157
2021-02-01,50.0745
2021-02-02,53.1592
2021-02-03,53.3648
2021-02-04,53.6454
2021-02-05,53.6454
2021-02-06,53.6454
2021-02-07,53.6454
2021-02-08,56.3506
2021-02-09,56.8579
2021-02-10,55.8726
2021-02-11,55.1534
2021-02-12,56.8069
2021-02-13,56.8069
2021-02-14,56.8069
2021-02-15,56.8069
2021-02-16,57.0561
2021-02-17,57.0927
2021-02-18,54.4529
2021-02-19,55.7236
2021-02-20,55.7236
2021-02-21,55.7236
2021-02-22,57.861
2021-02-23,57.9335
2021-02-24,59.0265
2021-02-25,57.2318
2021-02-26,54.6767
2021-02-27,54.6767
2021-02-28,54.6767
2021-03-01,54.4831
2021-03-02,54.3836
2021-03-03,58.2514
2021-03-04,58.2887
2021-03-05,59.5969
2021-03-06,59.5969
2021-03-07,59.5969
2021-03-08,62.2232
2021-03-09,62.2908
2021-03-10,64.4314
2021-03-11,64.0265
2021-03-12,64.3575
2021-03-13,64.3575
2021-03-14,64.3575
2021-03-15,62.8616
2021-03-16,60.6451
2021-03-17,60.7956
2021-03-18,61.1415
2021-03-19,63.1239
2021-03-20,63.1239
2021-03-21,63.1239
2021-03-22,57.3039
2021-03-23,55.1881
2021-03-24,54.9322
2021-03-25,54.827
2021-03-26,57.281
2021-03-27,57.281
2021-03-28,57.281
2021-03-29,55.6106
2021-03-30,57.9046
2021-03-31,57.9448
2021-04-01,59.4259
2021-04-02,59.4259
2021-04-03,59.4259
2021-04-04,59.4259
2021-04-05,60.4388
2021-04-06,59.2616
2021-04-07,56.8009
2021-04-08,58.7382
2021-04-09,57.994
2021-04-10,57.994
2021-04-11,57.994
2021-04-12,58.2466
2021-04-13,56.9478
2021-04-14,58.2182
2021-04-15,58.3497
2021-04-16,56.2141
2021-04-17,56.2141
2021-04-18,56.2141
2021-04-19,54.2764
2021-04-20,50.0574
2021-04-21,51.9402
2021-04-22,50.4893
2021-04-23,53.011
2021-04-24,53.011
2021-04-25,53.011
2021-04-26,51.9581
2021-04-27,51.3775
2021-04-28,51.4794
2021-04-29,52.6606
2021-04-30,56.3855
2021-05-01,56.3855
2021-05-02,56.3855
2021-05-03,60.1681
2021-05-04,60.7104
2021-05-05,62.9821
2021-05-06,64.1082
2021-05-07,64.3537
2021-05-08,64.3537
2021-05-09,64.3537
2021-05-10,62.7681
2021-05-11,60.7849
2021-05-12,62.2501
2021-05-13,65.2215
2021-05-14,69.2724
2021-05-15,69.2724
2021-05-16,69.2724
2021-05-17,70.2733
2021-05-18,66.7797
2021-05-19,66.2026
2021-05-20,67.1711
2021-05-21,68.2822
2021-05-22,68.2822
2021-05-23,68.2822
2021-05-24,65.858
2021-05-25,63.3062
2021-05-26,65.3145
2021-05-27,66.9002
2021-05-28,67.894
2021-05-29,67.894
2021-05-30,67.894
2021-05-31,67.894
2021-06-01,67.3132
2021-06-02,64.8457
2021-06-03,64.3914
2021-06-04,65.1182
2021-06-05,65.1182
2021-06-06,65.1182
2021-06-07,64.88
2021-06-08,63.6159
2021-06-09,59.7723
2021-06-10,55.6697
2021-06-11,57.7579
2021-06-12,57.7579
2021-06-13,57.7579
2021-06-14,54.6127
2021-06-15,55.4997
2021-06-16,55.4023
2021-06-17,52.5861
2021-06-18,48.4811
2021-06-19,48.4811
2021-06-20,48.4811
2021-06-21,50.6218
2021-06-22,50.4517
2021-06-23,51.2564
2021-06-24,53.7512
2021-06-25,54.2673
2021-06-26,54.2673
2021-06-27,54.2673
2021-06-28,52.451
2021-06-29,51.8981
2021-06-30,51.3845
2021-07-01,52.49
2021-07-02,51.049
2021-07-03,51.049
2021-07-04,51.049
2021-07-05,51.049
2021-07-06,50.7129
2021-07-07,50.2727
2021-07-08,47.8841
2021-07-09,51.1045
2021-07-10,51.1045
2021-07-11,51.1045
2021-07-12,50.0539
2021-07-13,49.2915
2021-07-14,49.2915
2021-07-15,51.7493
2021-07-16,52.3702
2021-07-17,52.3702
2021-07-18,52.3702
2021-07-19,48.4966
2021-07-20,52.6322
2021-07-21,54.172
2021-07-22,53.8701
2021-07-23,53.8701
2021-07-24,53.8701
2021-07-25,53.8701
2021-07-26,55.3782
2021-07-27,54.298
2021-07-28,55.0687
2021-07-29,54.9559
2021-07-30,54.1527
2021-07-31,54.1527
2021-08-01,54.1527
2021-08-02,53.9778
2021-08-03,54.8822
2021-08-04,54.2693
2021-08-05,56.7664
2021-08-06,59.7664
2021-08-07,59.7664
2021-08-08,59.7664
2021-08-09,60.9966
2021-08-10,61.9916
2021-08-11,63.3613
2021-08-12,63.9542
2021-08-13,62.0164
2021-08-14,62.0164
2021-08-15,62.0164
2021-08-16,61.3298
2021-08-17,62.8201
2021-08-18,62.0427
2021-08-19,58.6957
2021-08-20,61.0051
2021-08-21,61.0051
2021-08-22,61.0051
2021-08-23,59.6127
2021-08-24,60.0617
2021-08-25,59.5141
2021-08-26,58.958
2021-08-27,61.9467
2021-08-28,61.9467
2021-08-29,61.9467
2021-08-30,68.7844
2021-08-31,68.8762
2021-09-01,68.1845
2021-09-02,66.5933
2021-09-03,66.837
2021-09-04,66.837
2021-09-05,66.837
2021-09-06,66.837
2021-09-07,65.9835
2021-09-08,62.8033
2021-09-09,61.2758
2021-09-10,61.3181
2021-09-11,61.3181
2021-09-12,61.3181
2021-09-13,64.998
2021-09-14,59.9835
2021-09-15,58.3908
2021-09-16,53.9962
2021-09-17,53.2704
2021-09-18,53.2704
2021-09-19,53.2704
2021-09-20,50.3216
2021-09-21,51.128
2021-09-22,52.5345
2021-09-23,55.244
2021-09-24,54.6619
2021-09-25,54.6619
2021-09-26,54.6619
2021-09-27,56.5147
2021-09-28,52.6337
2021-09-29,53.9848
2021-09-30,53.6275
2021-10-01,56.7577
2021-10-02,56.7577
2021-10-03,56.7577
2021-10-04,55.9656
2021-10-05,57.2415
2021-10-06,56.9113
2021-10-07,57.669
2021-10-08,57.3214
2021-10-09,57.3214
2021-10-10,57.3214
2021-10-11,54.815
2021-10-12,55.1836
2021-10-13,55.9274
2021-10-14,57.1237
2021-10-15,58.8139
2021-10-16,58.8139
2021-10-17,58.8139
2021-10-18,60.5091
2021-10-19,60.9661
2021-10-20,61.2613
2021-10-21,59.7914
2021-10-22,60.24
2021-10-23,60.24
2021-10-24,60.24
2021-10-25,61.826
2021-10-26,59.4412
2021-10-27,58.705
2021-10-28,59.553
2021-10-29,58.6531
2021-10-30,58.6531
2021-10-31,58.6531
2021-11-01,62.2401
2021-11-02,58.3305
2021-11-03,60.7105
2021-11-04,59.9378
2021-11-05,66.7581
2021-11-06,66.7581
2021-11-07,66.7581
2021-11-08,69.4351
2021-11-09,66.9753
2021-11-10,64.9999
2021-11-11,67.2895
2021-11-12,66.7682
2021-11-13,66.7682
2021-11-14,66.7682
2021-11-15,67.2925
2021-11-16,68.0458
2021-11-17,66.4622
2021-11-18,70.6478
2021-11-19,68.8582
2021-11-20,68.8582
2021-11-21,68.8582
2021-11-22,70.2417
2021-11-23,65.2781
2021-11-24,63.5923
2021-11-25,63.5923
2021-11-26,57.2018
2021-11-27,57.2018
2021-11-28,57.2018
2021-11-29,55.7733
2021-11-30,52.6906
2021-12-01,53.8222
2021-12-02,57.4292
2021-12-03,56.6594
2021-12-04,56.6594
2021-12-05,56.6594
2021-12-06,60.2295
2021-12-07,59.8563
2021-12-08,61.2634
2021-12-09,59.9422
2021-12-10,62.3788
2021-12-11,62.3788
2021-12-12,62.3788
2021-12-13,56.8536
2021-12-14,59.7212
2021-12-15,59.8235
2021-12-16,65.2555
2021-12-17,68.6791
2021-12-18,68.6791
2021-12-19,68.6791
2021-12-20,66.528
2021-12-21,63.7908
2021-12-22,64.5453
2021-12-23,62.9788
2021-12-24,62.9788
2021-12-25,62.9788
2021-12-26,62.9788
2021-12-27,64.1973
2021-12-28,64.3762
2021-12-29,64.1184
2021-12-30,60.9781
2021-12-31,62.4013
2022-01-01,62.4013
2022-01-02,62.4013
2022-01-03,62.4231
2022-01-04,61.9768
2022-01-05,60.3765
2022-01-06,62.0954
2022-01-07,62.2115
2022-01-08,62.2115
2022-01-09,62.2115
2022-01-10,60.3001
2022-01-11,60.6503
2022-01-12,60.6759
2022-01-13,61.2246
2022-01-14,60.5586
2022-01-15,60.5586
2022-01-16,60.5586
2022-01-17,60.5586
2022-01-18,57.3327
2022-01-19,55.1302
2022-01-20,56.2396
2022-01-21,57.2157
2022-01-22,57.2157
2022-01-23,57.2157
2022-01-24,60.1158
2022-01-25,60.3564
2022-01-26,58.491
2022-01-27,55.5563
2022-01-28,55.8877
2022-01-29,55.8877
2022-01-30,55.8877
2022-01-31,56.4074
2022-02-01,61.5603
2022-02-02,56.3972
2022-02-03,56.4781
2022-02-04,57.7751
2022-02-05,57.7751
2022-02-06,57.7751
2022-02-07,58.098
2022-02-08,58.8309
2022-02-09,53.9171
2022-02-10,54.4108
2022-02-11,55.2853
2022-02-12,55.2853
2022-02-13,55.2853
2022-02-14,51.5673
2022-02-15,53.6669
2022-02-16,53.5654
2022-02-17,50.4093
2022-02-18,50.5036
2022-02-19,50.5036
2022-02-20,50.5036
2022-02-21,50.5036
2022-02-22,49.1817
2022-02-23,47.0679
2022-02-24,47.2404
2022-02-25,51.9976
2022-02-26,51.9976
2022-02-27,51.9976
2022-02-28,48.8077
2022-03-01,45.3693
2022-03-02,48.135
2022-03-03,48.0232
2022-03-04,46.139
2022-03-05,46.139
2022-03-06,46.139
2022-03-07,44.4413
2022-03-08,44.9974
2022-03-09,46.8742
2022-03-10,46.0337
2022-03-11,46.2332
2022-03-12,46.2332
2022-03-13,46.2332
2022-03-14,46.0571
2022-03-15,47.8384
2022-03-16,49.3684
2022-03-17,48.7891
2022-03-18,46.2916
2022-03-19,46.2916
2022-03-20,46.2916
2022-03-21,46.6448
2022-03-22,48.7371
2022-03-23,46.6552
2022-03-24,47.7742
2022-03-25,50.0114
2022-03-26,50.0114
2022-03-27,50.0114
2022-03-28,48.608
2022-03-29,49.4945
2022-03-30,47.133
2022-03-31,48.0463
2022-04-01,47.3627
2022-04-02,47.3627
2022-04-03,47.3627
2022-04-04,44.5227
2022-04-05,44.5227
2022-04-06,41.5627
2022-04-07,39.39
2022-04-08,38.7943
2022-04-09,38.7943
2022-04-10,38.7943
2022-04-11,39.2078
2022-04-12,38.7207
2022-04-13,41.6774
2022-04-14,40.5374
2022-04-15,40.5374
2022-04-16,40.5374
2022-04-17,40.5374
2022-04-18,40.1119
2022-04-19,42.8827
2022-04-20,45.8607
2022-04-21,44.7939
2022-04-22,40.2117
2022-04-23,40.2117
2022-04-24,40.2117
2022-04-25,39.9753
2022-04-26,39.1289
2022-04-27,38.9954
2022-04-28,39.0385
2022-04-29,36.5085
2022-04-30,36.5085
2022-05-01,36.5085
2022-05-02,36.4057
2022-05-03,38.5096
2022-05-04,44.0874
2022-05-05,42.375
2022-05-06,42.2312
2022-05-07,42.2312
2022-05-08,42.2312
2022-05-09,41.791
2022-05-10,41.8328
2022-05-11,42.1766
2022-05-12,42.8772
2022-05-13,44.1033
2022-05-14,44.1033
2022-05-15,44.1033
2022-05-16,45.2751
2022-05-17,46.7715
2022-05-18,44.1996
2022-05-19,44.095
2022-05-20,47.3572
2022-05-21,47.3572
2022-05-22,47.3572
2022-05-23,44.9644
2022-05-24,46.5895
2022-05-25,48.4858
2022-05-26,49.3175
2022-05-27,49.6777
2022-05-28,49.6777
2022-05-29,49.6777
2022-05-30,49.6777
2022-05-31,50.8815
2022-06-01,48.6349
2022-06-02,52.3648
2022-06-03,49.7562
2022-06-04,49.7562
2022-06-05,49.7562
2022-06-06,51.5452
2022-06-07,50.575
2022-06-08,48.8992
2022-06-09,46.1658
2022-06-10,43.9903
2022-06-11,43.9903
2022-06-12,43.9903
2022-06-13,42.5541
2022-06-14,43.9014
2022-06-15,44.4906
2022-06-16,43.3796
2022-06-17,43.95
2022-06-18,43.95
2022-06-19,43.95
2022-06-20,43.95
2022-06-21,46.4813
2022-06-22,46.86
2022-06-23,46.3324
2022-06-24,47.0374
2022-06-25,47.0374
2022-06-26,47.0374
2022-06-27,46.4847
2022-06-28,46.4041
2022-06-29,46.0326
2022-06-30,47.4353
2022-07-01,47.5326
2022-07-02,47.5326
2022-07-03,47.5326
2022-07-04,47.5326
2022-07-05,48.2265
2022-07-06,47.302
2022-07-07,48.477
2022-07-08,48.38
2022-07-09,48.38
2022-07-10,48.38
2022-07-11,47.5915
2022-07-12,50.6588
2022-07-13,50.3488
2022-07-14,46.7483
2022-07-15,51.6927
2022-07-16,51.6927
2022-07-17,51.6927
2022-07-18,51.9668
2022-07-19,54.121
2022-07-20,55.9108
2022-07-21,43.5952
2022-07-22,42.9953
2022-07-23,42.9953
2022-07-24,42.9953
2022-07-25,44.187
2022-07-26,42.0645
2022-07-27,44.724
2022-07-28,45.5714
2022-07-29,45.9571
2022-07-30,45.9571
2022-07-31,45.9571
2022-08-01,46.9085
2022-08-02,43.2233
2022-08-03,43.4908
2022-08-04,43.3499
2022-08-05,47.2393
2022-08-06,47.2393
2022-08-07,47.2393
2022-08-08,50.0606
2022-08-09,51.8491
2022-08-10,51.1237
2022-08-11,52.3123
2022-08-12,53.6659
2022-08-13,53.6659
2022-08-14,53.6659
2022-08-15,54.5919
2022-08-16,55.5144
2022-08-17,53.9718
2022-08-18,54.1269
2022-08-19,51.2246
2022-08-20,51.2246
2022-08-21,51.2246
2022-08-22,45.6881
2022-08-23,44.737
2022-08-24,44.6658
2022-08-25,45.6508
2022-08-26,43.7116
2022-08-27,43.7116
2022-08-28,43.7116
2022-08-29,42.6508
2022-08-30,43.0795
2022-08-31,42.6761
2022-09-01,42.3776
2022-09-02,40.8978
2022-09-03,40.8978
2022-09-04,40.8978
2022-09-05,40.8978
2022-09-06,39.8892
2022-09-07,42.2568
2022-09-08,42.8775
2022-09-09,46.2166
2022-09-10,46.2166
2022-09-11,46.2166
2022-09-12,47.5884
2022-09-13,46.4473
2022-09-14,44.4076
2022-09-15,45.1059
2022-09-16,44.65
2022-09-17,44.65
2022-09-18,44.65
2022-09-19,46.5794
2022-09-20,46.4032
2022-09-21,45.4694
2022-09-22,43.9027
2022-09-23,41.057
2022-09-24,41.057
2022-09-25,41.057
2022-09-26,41.5053
2022-09-27,40.5483
2022-09-28,43.6296
2022-09-29,42.0316
2022-09-30,40.271
2022-10-01,40.271
2022-10-02,40.271
2022-10-03,39.7732
2022-10-04,46.6954
2022-10-05,45.3474
2022-10-06,44.9408
2022-10-07,42.9486
2022-10-08,42.9486
2022-10-09,42.9486
2022-10-10,43.5696
2022-10-11,43.5696
2022-10-12,44.3263
2022-10-13,49.2539
2022-10-14,49.1162
2022-10-15,49.1162
2022-10-16,49.1162
2022-10-17,51.1863
2022-10-18,50.8942
2022-10-19,51.0387
2022-10-20,49.0001
2022-10-21,58.221
2022-10-22,58.221
2022-10-23,58.221
2022-10-24,61.4781
2022-10-25,63.3302
2022-10-26,64.4426
2022-10-27,65.2261
2022-10-28,61.0978
2022-10-29,61.0978
2022-10-30,61.0978
2022-10-31,61.5527
2022-11-01,62.6668
2022-11-02,59.3036
2022-11-03,56.1422
2022-11-04,59.3032
2022-11-05,59.3032
2022-11-06,59.3032
2022-11-07,58.8643
2022-11-08,56.6941
2022-11-09,53.5489
2022-11-10,57.9662
2022-11-11,57.2473
2022-11-12,57.2473
2022-11-13,57.2473
2022-11-14,57.4299
2022-11-15,58.2297
2022-11-16,58.3853
2022-11-17,55.7235
2022-11-18,56.1901
2022-11-19,56.1901
2022-11-20,56.1901
2022-11-21,56.4949
2022-11-22,56.9767
2022-11-23,55.5672
2022-11-24,55.5672
2022-11-25,52.82
2022-11-26,52.82
2022-11-27,52.82
2022-11-28,53.6848
2022-11-29,52.7712
2022-11-30,54.4144
2022-12-01,55.5674
2022-12-02,55.5674
2022-12-03,55.5674
2022-12-04,55.5674
2022-12-05,48.9814
2022-12-06,48.2137
2022-12-07,47.8645
2022-12-08,47.9944
2022-12-09,46.477
2022-12-10,46.477
2022-12-11,46.477
2022-12-12,47.5602
2022-12-13,44.9711
2022-12-14,41.9633
2022-12-15,39.3387
2022-12-16,38.3582
2022-12-17,38.3582
2022-12-18,38.3582
2022-12-19,47.8182
2022-12-20,45.5676
2022-12-21,49.1736
2022-12-22,45.7894
2022-12-23,46.7882
2022-12-24,46.7882
2022-12-25,46.7882
2022-12-26,46.7882
2022-12-27,46.3013
2022-12-28,45.2957
2022-12-29,46.992
2022-12-30,46.6734
2022-12-31,46.6734
2023-01-01,46.6734
2023-01-02,46.6734
2023-01-03,45.8693
2023-01-04,47.5519
2023-01-05,46.783
2023-01-06,48.3604
2023-01-07,48.3604
2023-01-08,48.3604
2023-01-09,48.0796
2023-01-10,48.4665
2023-01-11,48.8999
2023-01-12,50.2762
2023-01-13,51.5114
2023-01-14,51.5114
2023-01-15,51.5114
2023-01-16,51.5114
2023-01-17,50.4579
2023-01-18,49.2163
2023-01-19,48.4211
2023-01-20,49.1436
2023-01-21,49.1436
2023-01-22,49.1436
2023-01-23,50.9418
2023-01-24,48.784
2023-01-25,48.095
2023-01-26,46.2277
2023-01-27,46.4565
2023-01-28,46.4565
2023-01-29,46.4565
2023-01-30,48.2776
2023-01-31,51.2373
2023-02-01,52.5402
2023-02-02,56.6241
2023-02-03,58.4561
2023-02-04,58.4561
2023-02-05,58.4561
2023-02-06,57.894
2023-02-07,58.1369
2023-02-08,55.6233
2023-02-09,53.807
2023-02-10,54.6522
2023-02-11,54.6522
2023-02-12,54.6522
2023-02-13,56.4506
2023-02-14,54.4944
2023-02-15,55.5194
2023-02-16,53.9367
2023-02-17,54.7993
2023-02-18,54.7993
2023-02-19,54.7993
2023-02-20,54.7993
2023-02-21,52.5772
2023-02-22,53.0693
2023-02-23,54.3755
2023-02-24,52.4865
2023-02-25,52.4865
2023-02-26,52.4865
2023-02-27,51.7427
2023-02-28,51.0412
2023-03-01,51.2237
2023-03-02,47.9003
2023-03-03,48.807
2023-03-04,48.807
2023-03-05,48.807
2023-03-06,47.2403
2023-03-07,44.3377
2023-03-08,43.8131
2023-03-09,39.0019
2023-03-10,38.3697
2023-03-11,38.3697
2023-03-12,38.3697
2023-03-13,31.8489
2023-03-14,35.0951
2023-03-15,33.7592
2023-03-16,37.4315
2023-03-17,34.2263
2023-03-18,34.2263
2023-03-19,34.2263
2023-03-20,33.1342
2023-03-21,38.9298
