,UCBI US Equity
2023-03-19,34.1936
2023-03-20,38.0329
2023-03-21,41.0267
2023-03-22,38.8274
2023-03-23,37.9606
2023-03-24,41.6504
2023-03-25,41.6504
2023-03-26,41.6504
2023-03-27,42.9625
2023-03-28,42.2989
2023-03-29,42.2756
2023-03-30,40.9008
2023-03-31,42.1864
2023-04-01,42.1864
2023-04-02,42.1864
2023-04-03,41.6339
2023-04-04,41.1251
2023-04-05,40.7571
2023-04-06,41.834
2023-04-07,41.834
2023-04-08,41.834
2023-04-09,41.834
2023-04-10,42.2683
2023-04-11,41.9711
2023-04-12,41.2619
2023-04-13,41.0686
2023-04-14,39.1963
2023-04-15,39.1963
2023-04-16,39.1963
2023-04-17,43.0499
2023-04-18,41.4311
2023-04-19,42.5671
2023-04-20,42.3687
2023-04-21,39.537
2023-04-22,39.537
2023-04-23,39.537
2023-04-24,38.7387
2023-04-25,35.5965
2023-04-26,34.9034
2023-04-27,35.407
2023-04-28,36.674
2023-04-29,36.674
2023-04-30,36.674
2023-05-01,35.8971
2023-05-02,31.8216
2023-05-03,31.0417
2023-05-04,29.6331
2023-05-05,33.1876
2023-05-06,33.1876
2023-05-07,33.1876
2023-05-08,31.7062
2023-05-09,31.5147
2023-05-10,32.5264
2023-05-11,31.2528
2023-05-12,31.1739
2023-05-13,31.1739
2023-05-14,31.1739
2023-05-15,33.1812
2023-05-16,32.1685
2023-05-17,38.8824
2023-05-18,39.8051
2023-05-19,38.367
2023-05-20,38.367
2023-05-21,38.367
2023-05-22,41.6388
2023-05-23,41.9927
2023-05-24,41.1157
2023-05-25,40.7788
2023-05-26,42.2105
2023-05-27,42.2105
2023-05-28,42.2105
2023-05-29,42.2105
2023-05-30,42.3244
2023-05-31,40.2981
2023-06-01,43.0428
2023-06-02,48.487
2023-06-03,48.487
2023-06-04,48.487
2023-06-05,46.394
2023-06-06,51.1456
2023-06-07,54.209
2023-06-08,53.8477
2023-06-09,53.0851
2023-06-10,53.0851
2023-06-11,53.0851
2023-06-12,52.1379
2023-06-13,53.7089
2023-06-14,51.5411
2023-06-15,53.5366
2023-06-16,52.7255
2023-06-17,52.7255
2023-06-18,52.7255
2023-06-19,52.7255
2023-06-20,52.1907
2023-06-21,49.9404
2023-06-22,47.864
2023-06-23,46.0776
2023-06-24,46.0776
2023-06-25,46.0776
2023-06-26,46.7839
2023-06-27,47.6226
2023-06-28,47.6883
2023-06-29,49.6772
2023-06-30,48.9201
2023-07-01,48.9201
2023-07-02,48.9201
2023-07-03,51.1655
2023-07-04,51.1655
2023-07-05,49.5559
2023-07-06,48.2372
2023-07-07,49.8479
2023-07-08,49.8479
2023-07-09,49.8479
2023-07-10,50.1752
2023-07-11,51.5172
2023-07-12,53.2947
2023-07-13,55.5811
2023-07-14,54.5631
2023-07-15,54.5631
2023-07-16,54.5631
2023-07-17,56.618
2023-07-18,59.4374
2023-07-19,58.1591
2023-07-20,57.1494
2023-07-21,57.0356
2023-07-22,57.0356
2023-07-23,57.0356
2023-07-24,59.2996
2023-07-25,58.7069
2023-07-26,60.1092
2023-07-27,58.341
2023-07-28,59.3256
2023-07-29,59.3256
2023-07-30,59.3256
2023-07-31,59.5516
2023-08-01,59.3809
2023-08-02,59.0309
2023-08-03,60.6218
2023-08-04,61.0936
2023-08-05,61.0936
2023-08-06,61.0936
2023-08-07,62.5724
2023-08-08,61.3892
2023-08-09,59.7983
2023-08-10,58.87
2023-08-11,59.2301
2023-08-12,59.2301
2023-08-13,59.2301
2023-08-14,57.1593
2023-08-15,52.9382
2023-08-16,51.836
2023-08-17,51.7122
2023-08-18,51.3738
2023-08-19,51.3738
2023-08-20,51.3738
2023-08-21,50.0608
2023-08-22,46.7512
2023-08-23,48.1608
2023-08-24,49.2144
2023-08-25,48.2407
2023-08-26,48.2407
2023-08-27,48.2407
2023-08-28,49.2364
2023-08-29,50.0149
2023-08-30,49.3623
2023-08-31,48.7482
2023-09-01,51.3849
2023-09-02,51.3849
2023-09-03,51.3849
2023-09-04,51.3849
2023-09-05,47.1723
2023-09-06,44.2532
2023-09-07,43.3169
2023-09-08,44.0702
2023-09-09,44.0702
2023-09-10,44.0702
2023-09-11,43.5094
2023-09-12,44.6271
2023-09-13,43.5044
2023-09-14,47.0974
2023-09-15,47.1438
2023-09-16,47.1438
2023-09-17,47.1438
2023-09-18,45.4938
2023-09-19,47.1676
2023-09-20,45.6752
2023-09-21,43.0158
2023-09-22,42.0839
2023-09-23,42.0839
2023-09-24,42.0839
2023-09-25,44.6634
2023-09-26,42.9143
2023-09-27,42.5396
2023-09-28,44.3003
2023-09-29,46.2005
2023-09-30,46.2005
2023-10-01,46.2005
2023-10-02,43.9344
2023-10-03,42.8287
2023-10-04,43.8866
2023-10-05,47.1616
2023-10-06,48.9301
2023-10-07,48.9301
2023-10-08,48.9301
2023-10-09,49.3349
2023-10-10,50.1077
2023-10-11,49.8302
2023-10-12,47.0875
2023-10-13,44.9879
2023-10-14,44.9879
2023-10-15,44.9879
2023-10-16,48.325
2023-10-17,50.8371
2023-10-18,43.0185
2023-10-19,41.5736
2023-10-20,38.8442
2023-10-21,38.8442
2023-10-22,38.8442
2023-10-23,38.5565
2023-10-24,37.4376
2023-10-25,37.0384
2023-10-26,39.6076
2023-10-27,37.6644
2023-10-28,37.6644
2023-10-29,37.6644
2023-10-30,38.3752
2023-10-31,38.1353
2023-11-01,38.0124
2023-11-02,44.3664
2023-11-03,46.7566
2023-11-04,46.7566
2023-11-05,46.7566
2023-11-06,45.2987
2023-11-07,44.3451
2023-11-08,43.9012
2023-11-09,42.7768
2023-11-10,43.4129
2023-11-11,43.4129
2023-11-12,43.4129
2023-11-13,44.1921
2023-11-14,51.0431
2023-11-15,52.2061
2023-11-16,50.8776
2023-11-17,51.4416
2023-11-18,51.4416
2023-11-19,51.4416
2023-11-20,51.3602
2023-11-21,48.6924
2023-11-22,49.6217
2023-11-23,49.6217
2023-11-24,49.9074
2023-11-25,49.9074
2023-11-26,49.9074
2023-11-27,49.0443
2023-11-28,48.9609
2023-11-29,50.5277
2023-11-30,50.3501
2023-12-01,56.5874
2023-12-02,56.5874
2023-12-03,56.5874
2023-12-04,57.2554
2023-12-05,55.9889
2023-12-06,57.1863
2023-12-07,59.4678
2023-12-08,60.6191
2023-12-09,60.6191
2023-12-10,60.6191
2023-12-11,61.0766
2023-12-12,60.3513
2023-12-13,65.837
2023-12-14,68.6085
2023-12-15,67.3468
2023-12-16,67.3468
2023-12-17,67.3468
2023-12-18,66.0403
2023-12-19,66.9336
2023-12-20,62.9681
2023-12-21,63.3013
2023-12-22,64.0542
2023-12-23,64.0542
2023-12-24,64.0542
2023-12-25,64.0542
2023-12-26,64.8282
2023-12-27,64.9676
2023-12-28,64.8082
2023-12-29,61.332
2023-12-30,61.332
2023-12-31,61.332
2024-01-01,61.332
2024-01-02,60.8783
2024-01-03,55.4981
2024-01-04,57.2796
2024-01-05,58.2115
2024-01-06,58.2115
2024-01-07,58.2115
2024-01-08,60.2001
2024-01-09,59.1204
2024-01-10,59.6413
2024-01-11,57.6008
2024-01-12,57.224
2024-01-13,57.224
2024-01-14,57.224
2024-01-15,57.224
2024-01-16,54.3724
2024-01-17,52.707
2024-01-18,53.7105
2024-01-19,56.467
2024-01-20,56.467
2024-01-21,56.467
2024-01-22,59.1825
2024-01-23,56.5256
2024-01-24,55.1792
2024-01-25,54.0198
2024-01-26,54.2408
2024-01-27,54.2408
2024-01-28,54.2408
2024-01-29,55.8508
2024-01-30,54.9866
2024-01-31,48.854
2024-02-01,48.7408
2024-02-02,48.8226
2024-02-03,48.8226
2024-02-04,48.8226
2024-02-05,46.8133
2024-02-06,46.6605
2024-02-07,46.3086
2024-02-08,47.358
2024-02-09,48.8421
2024-02-10,48.8421
2024-02-11,48.8421
2024-02-12,51.5807
2024-02-13,44.8647
2024-02-14,46.851
2024-02-15,50.7866
2024-02-16,48.8956
2024-02-17,48.8956
2024-02-18,48.8956
2024-02-19,48.8956
2024-02-20,47.6601
2024-02-21,46.8896
2024-02-22,45.5395
2024-02-23,45.126
2024-02-24,45.126
2024-02-25,45.126
2024-02-26,43.789
2024-02-27,44.1402
2024-02-28,43.4728
2024-02-29,45.4919
2024-03-01,44.1858
2024-03-02,44.1858
2024-03-03,44.1858
2024-03-04,42.0356
2024-03-05,47.2988
2024-03-06,47.339
2024-03-07,47.2272
2024-03-08,47.1503
2024-03-09,47.1503
2024-03-10,47.1503
2024-03-11,46.679
2024-03-12,44.7139
2024-03-13,45.2747
2024-03-14,43.1431
2024-03-15,44.0195
2024-03-16,44.0195
2024-03-17,44.0195
2024-03-18,43.0284
2024-03-19,42.7222
2024-03-20,45.6715
2024-03-21,46.2537
2024-03-22,43.5574
2024-03-23,43.5574
2024-03-24,43.5574
2024-03-25,44.5064
2024-03-26,43.5496
2024-03-27,49.2832
2024-03-28,50.7673
2024-03-29,50.7673
2024-03-30,50.7673
2024-03-31,50.7673
2024-04-01,46.6147
2024-04-02,45.6766
2024-04-03,46.0361
2024-04-04,46.6299
2024-04-05,46.9088
2024-04-06,46.9088
2024-04-07,46.9088
2024-04-08,48.306
