,TSC US Equity
2020-04-19,37.3545
2020-04-20,37.0463
2020-04-21,44.9421
2020-04-22,43.5301
2020-04-23,43.5883
2020-04-24,44.4472
2020-04-25,44.4472
2020-04-26,44.4472
2020-04-27,47.2818
2020-04-28,47.6724
2020-04-29,51.1742
2020-04-30,49.0736
2020-05-01,48.5393
2020-05-02,48.5393
2020-05-03,48.5393
2020-05-04,48.0495
2020-05-05,46.9408
2020-05-06,45.8713
2020-05-07,46.7086
2020-05-08,48.0739
2020-05-09,48.0739
2020-05-10,48.0739
2020-05-11,47.5534
2020-05-12,46.2447
2020-05-13,44.452
2020-05-14,44.6153
2020-05-15,44.5882
2020-05-16,44.5882
2020-05-17,44.5882
2020-05-18,48.5667
2020-05-19,47.5053
2020-05-20,49.0011
2020-05-21,49.0949
2020-05-22,48.8163
2020-05-23,48.8163
2020-05-24,48.8163
2020-05-25,48.8163
2020-05-26,51.4749
2020-05-27,55.3323
2020-05-28,55.5759
2020-05-29,52.2674
2020-05-30,52.2674
2020-05-31,52.2674
2020-06-01,52.0769
2020-06-02,51.7194
2020-06-03,55.218
2020-06-04,56.5635
2020-06-05,59.9609
2020-06-06,59.9609
2020-06-07,59.9609
2020-06-08,61.0574
2020-06-09,59.9841
2020-06-10,55.2921
2020-06-11,50.0293
2020-06-12,51.6257
2020-06-13,51.6257
2020-06-14,51.6257
2020-06-15,51.9123
2020-06-16,53.4929
2020-06-17,52.0142
2020-06-18,51.8978
2020-06-19,50.1983
2020-06-20,50.1983
2020-06-21,50.1983
2020-06-22,51.4768
2020-06-23,50.1879
2020-06-24,48.3383
2020-06-25,49.8958
2020-06-26,48.7204
2020-06-27,48.7204
2020-06-28,48.7204
2020-06-29,51.2419
2020-06-30,52.2196
2020-07-01,49.7571
2020-07-02,48.4962
2020-07-03,48.4962
2020-07-04,48.4962
2020-07-05,48.4962
2020-07-06,48.7077
2020-07-07,46.3452
2020-07-08,46.5049
2020-07-09,44.4509
2020-07-10,46.909
2020-07-11,46.909
2020-07-12,46.909
2020-07-13,47.6966
2020-07-14,47.3334
2020-07-15,50.264
2020-07-16,50.2946
2020-07-17,49.2599
2020-07-18,49.2599
2020-07-19,49.2599
2020-07-20,48.112
2020-07-21,50.4987
2020-07-22,50.4015
2020-07-23,47.2341
2020-07-24,46.6338
2020-07-25,46.6338
2020-07-26,46.6338
2020-07-27,45.1785
2020-07-28,43.8216
2020-07-29,46.7103
2020-07-30,45.5866
2020-07-31,46.2206
2020-08-01,46.2206
2020-08-02,46.2206
2020-08-03,46.0049
2020-08-04,46.0421
2020-08-05,46.3861
2020-08-06,46.0152
2020-08-07,48.7144
2020-08-08,48.7144
2020-08-09,48.7144
2020-08-10,51.3391
2020-08-11,52.8439
2020-08-12,52.9124
2020-08-13,52.2453
2020-08-14,52.8601
2020-08-15,52.8601
2020-08-16,52.8601
2020-08-17,52.2462
2020-08-18,50.9405
2020-08-19,51.2946
2020-08-20,48.5551
2020-08-21,47.3247
2020-08-22,47.3247
2020-08-23,47.3247
2020-08-24,49.8317
2020-08-25,49.6314
2020-08-26,47.2353
2020-08-27,46.8898
2020-08-28,47.3764
2020-08-29,47.3764
2020-08-30,47.3764
2020-08-31,48.4863
2020-09-01,48.3597
2020-09-02,48.7748
2020-09-03,48.5059
2020-09-04,51.5025
2020-09-05,51.5025
2020-09-06,51.5025
2020-09-07,51.5025
2020-09-08,50.4055
2020-09-09,51.1611
2020-09-10,50.5336
2020-09-11,51.2473
2020-09-12,51.2473
2020-09-13,51.2473
2020-09-14,53.7773
2020-09-15,53.5161
2020-09-16,53.6558
2020-09-17,53.2146
2020-09-18,52.9892
2020-09-19,52.9892
2020-09-20,52.9892
2020-09-21,46.1196
2020-09-22,44.3695
2020-09-23,42.4131
2020-09-24,43.5096
2020-09-25,44.7608
2020-09-26,44.7608
2020-09-27,44.7608
2020-09-28,47.1813
2020-09-29,45.5866
2020-09-30,45.7202
2020-10-01,46.6422
2020-10-02,49.314
2020-10-03,49.314
2020-10-04,49.314
2020-10-05,51.4823
2020-10-06,50.0233
2020-10-07,52.8814
2020-10-08,53.6132
2020-10-09,51.5927
2020-10-10,51.5927
2020-10-11,51.5927
2020-10-12,51.1327
2020-10-13,48.7351
2020-10-14,46.1691
2020-10-15,47.4188
2020-10-16,47.3714
2020-10-17,47.3714
2020-10-18,47.3714
2020-10-19,47.3714
2020-10-20,47.2199
2020-10-21,47.1159
2020-10-22,47.7701
2020-10-23,48.8706
2020-10-24,48.8706
2020-10-25,48.8706
2020-10-26,46.9617
2020-10-27,44.2171
2020-10-28,41.741
2020-10-29,43.5642
2020-10-30,43.0833
2020-10-31,43.0833
2020-11-01,43.0833
2020-11-02,45.6293
2020-11-03,49.7679
2020-11-04,45.7689
2020-11-05,50.3542
2020-11-06,45.2922
2020-11-07,45.2922
2020-11-08,45.2922
2020-11-09,54.6437
2020-11-10,56.1405
2020-11-11,53.723
2020-11-12,52.1606
2020-11-13,53.7656
2020-11-14,53.7656
2020-11-15,53.7656
2020-11-16,57.8901
2020-11-17,56.2153
2020-11-18,55.4862
2020-11-19,55.7173
2020-11-20,53.8982
2020-11-21,53.8982
2020-11-22,53.8982
2020-11-23,55.3712
2020-11-24,58.5273
2020-11-25,56.3215
2020-11-26,56.3215
2020-11-27,55.7474
2020-11-28,55.7474
2020-11-29,55.7474
2020-11-30,51.6976
2020-12-01,52.2837
2020-12-02,55.5344
2020-12-03,54.9477
2020-12-04,57.1043
2020-12-05,57.1043
2020-12-06,57.1043
2020-12-07,56.2167
2020-12-08,56.5344
2020-12-09,56.4497
2020-12-10,57.0162
2020-12-11,55.4791
2020-12-12,55.4791
2020-12-13,55.4791
2020-12-14,56.0049
2020-12-15,57.3932
2020-12-16,57.2065
2020-12-17,56.074
2020-12-18,58.9137
2020-12-19,58.9137
2020-12-20,58.9137
2020-12-21,56.8938
2020-12-22,54.6404
2020-12-23,56.0801
2020-12-24,55.8965
2020-12-25,55.8965
2020-12-26,55.8965
2020-12-27,55.8965
2020-12-28,56.9175
2020-12-29,54.9439
2020-12-30,57.0704
2020-12-31,57.7112
2021-01-01,57.7112
2021-01-02,57.7112
2021-01-03,57.7112
2021-01-04,57.0263
2021-01-05,59.4446
2021-01-06,64.6762
2021-01-07,63.5969
2021-01-08,63.2002
2021-01-09,63.2002
2021-01-10,63.2002
2021-01-11,64.2387
2021-01-12,65.5785
2021-01-13,62.79
2021-01-14,64.0271
2021-01-15,62.6736
2021-01-16,62.6736
2021-01-17,62.6736
2021-01-18,62.6736
2021-01-19,62.3203
2021-01-20,61.8565
2021-01-21,59.7605
2021-01-22,60.5034
2021-01-23,60.5034
2021-01-24,60.5034
2021-01-25,59.4709
2021-01-26,58.1868
2021-01-27,54.0349
2021-01-28,55.0005
2021-01-29,54.7152
2021-01-30,54.7152
2021-01-31,54.7152
2021-02-01,57.2758
2021-02-02,60.3563
2021-02-03,60.7836
2021-02-04,63.0045
2021-02-05,63.7032
2021-02-06,63.7032
2021-02-07,63.7032
2021-02-08,65.0396
2021-02-09,66.5134
2021-02-10,67.7051
2021-02-11,69.1259
2021-02-12,69.6779
2021-02-13,69.6779
2021-02-14,69.6779
2021-02-15,69.6779
2021-02-16,71.134
2021-02-17,70.204
2021-02-18,66.601
2021-02-19,69.4635
2021-02-20,69.4635
2021-02-21,69.4635
2021-02-22,69.9585
2021-02-23,70.1728
2021-02-24,72.3288
2021-02-25,64.7822
2021-02-26,60.7921
2021-02-27,60.7921
2021-02-28,60.7921
2021-03-01,62.2872
2021-03-02,62.2434
2021-03-03,64.5658
2021-03-04,65.0111
2021-03-05,66.1361
2021-03-06,66.1361
2021-03-07,66.1361
2021-03-08,68.2052
2021-03-09,62.1789
2021-03-10,63.8776
2021-03-11,64.2981
2021-03-12,64.816
2021-03-13,64.816
2021-03-14,64.816
2021-03-15,60.9887
2021-03-16,60.9887
2021-03-17,60.6554
2021-03-18,61.3652
2021-03-19,62.5742
2021-03-20,62.5742
2021-03-21,62.5742
2021-03-22,57.1477
2021-03-23,55.0164
2021-03-24,54.8679
2021-03-25,56.0345
2021-03-26,57.7014
2021-03-27,57.7014
2021-03-28,57.7014
2021-03-29,55.8625
2021-03-30,54.6362
2021-03-31,52.6197
2021-04-01,53.475
2021-04-02,53.475
2021-04-03,53.475
2021-04-04,53.475
2021-04-05,53.7077
2021-04-06,52.5044
2021-04-07,53.6142
2021-04-08,54.0996
2021-04-09,54.9016
2021-04-10,54.9016
2021-04-11,54.9016
2021-04-12,55.5651
2021-04-13,52.5351
2021-04-14,54.3932
2021-04-15,54.5348
2021-04-16,55.0046
2021-04-17,55.0046
2021-04-18,55.0046
2021-04-19,55.0785
2021-04-20,50.6089
2021-04-21,52.1163
2021-04-22,48.5771
2021-04-23,52.8804
2021-04-24,52.8804
2021-04-25,52.8804
2021-04-26,53.1232
2021-04-27,52.3263
2021-04-28,53.6568
2021-04-29,54.1575
2021-04-30,53.8138
2021-05-01,53.8138
2021-05-02,53.8138
2021-05-03,55.4236
2021-05-04,56.107
2021-05-05,52.4716
2021-05-06,52.1348
2021-05-07,50.7039
2021-05-08,50.7039
2021-05-09,50.7039
2021-05-10,49.1841
2021-05-11,48.3336
2021-05-12,45.2858
2021-05-13,48.9922
2021-05-14,49.475
2021-05-15,49.475
2021-05-16,49.475
2021-05-17,49.0745
2021-05-18,46.5785
2021-05-19,45.6405
2021-05-20,44.5635
2021-05-21,48.7481
2021-05-22,48.7481
2021-05-23,48.7481
2021-05-24,48.8305
2021-05-25,45.4309
2021-05-26,47.4089
2021-05-27,49.6196
2021-05-28,50.7108
2021-05-29,50.7108
2021-05-30,50.7108
2021-05-31,50.7108
2021-06-01,50.7502
2021-06-02,49.6818
2021-06-03,49.8498
2021-06-04,51.0751
2021-06-05,51.0751
2021-06-06,51.0751
2021-06-07,51.4559
2021-06-08,53.5741
2021-06-09,51.5221
2021-06-10,50.7182
2021-06-11,51.3292
2021-06-12,51.3292
2021-06-13,51.3292
2021-06-14,48.9097
2021-06-15,49.5925
2021-06-16,51.514
2021-06-17,46.14
2021-06-18,41.2345
2021-06-19,41.2345
2021-06-20,41.2345
2021-06-21,44.791
2021-06-22,43.7554
2021-06-23,44.1861
2021-06-24,46.1481
2021-06-25,44.7678
2021-06-26,44.7678
2021-06-27,44.7678
2021-06-28,43.1255
2021-06-29,42.2897
2021-06-30,41.9198
2021-07-01,43.68
2021-07-02,42.8666
2021-07-03,42.8666
2021-07-04,42.8666
2021-07-05,42.8666
2021-07-06,40.7829
2021-07-07,40.4495
2021-07-08,40.6503
2021-07-09,44.3845
2021-07-10,44.3845
2021-07-11,44.3845
2021-07-12,47.3233
2021-07-13,45.083
2021-07-14,44.8632
2021-07-15,47.0436
2021-07-16,45.231
2021-07-17,45.231
2021-07-18,45.231
2021-07-19,42.6459
2021-07-20,44.5762
2021-07-21,45.8477
2021-07-22,44.2542
2021-07-23,45.8902
2021-07-24,45.8902
2021-07-25,45.8902
2021-07-26,46.8924
2021-07-27,44.4134
2021-07-28,45.7852
2021-07-29,46.4903
2021-07-30,45.3836
2021-07-31,45.3836
2021-08-01,45.3836
2021-08-02,45.0774
2021-08-03,44.8037
2021-08-04,44.3659
2021-08-05,46.2909
2021-08-06,48.8271
2021-08-07,48.8271
2021-08-08,48.8271
2021-08-09,47.6209
2021-08-10,47.6209
2021-08-11,49.937
2021-08-12,48.6207
2021-08-13,48.6207
2021-08-14,48.6207
2021-08-15,48.6207
2021-08-16,48.7702
2021-08-17,46.4849
2021-08-18,45.7606
2021-08-19,43.3582
2021-08-20,46.0232
2021-08-21,46.0232
2021-08-22,46.0232
2021-08-23,47.0034
2021-08-24,46.8182
2021-08-25,45.7919
2021-08-26,44.0658
2021-08-27,48.6017
2021-08-28,48.6017
2021-08-29,48.6017
2021-08-30,46.1697
2021-08-31,46.7314
2021-09-01,47.5041
2021-09-02,46.6638
2021-09-03,46.2874
2021-09-04,46.2874
2021-09-05,46.2874
2021-09-06,46.2874
2021-09-07,45.2951
2021-09-08,43.5918
2021-09-09,43.4093
2021-09-10,41.4776
2021-09-11,41.4776
2021-09-12,41.4776
2021-09-13,43.0624
2021-09-14,41.5838
2021-09-15,43.6462
2021-09-16,42.8183
2021-09-17,44.1575
2021-09-18,44.1575
2021-09-19,44.1575
2021-09-20,42.2498
2021-09-21,41.9753
2021-09-22,43.8011
2021-09-23,47.4578
2021-09-24,47.854
2021-09-25,47.854
2021-09-26,47.854
2021-09-27,56.2018
2021-09-28,52.4909
2021-09-29,55.4114
2021-09-30,53.4684
2021-10-01,55.679
2021-10-02,55.679
2021-10-03,55.679
2021-10-04,55.0883
2021-10-05,55.616
2021-10-06,54.8468
2021-10-07,55.3578
2021-10-08,55.5745
2021-10-09,55.5745
2021-10-10,55.5745
2021-10-11,55.0766
2021-10-12,55.0766
2021-10-13,53.9278
2021-10-14,56.2859
2021-10-15,56.167
2021-10-16,56.167
2021-10-17,56.167
2021-10-18,56.1056
2021-10-19,55.3553
2021-10-20,59.8042
2021-10-21,78.6863
2021-10-22,78.3172
2021-10-23,78.3172
2021-10-24,78.3172
2021-10-25,77.0554
2021-10-26,77.4179
2021-10-27,74.2896
2021-10-28,74.4965
2021-10-29,73.0009
2021-10-30,73.0009
2021-10-31,73.0009
2021-11-01,73.4489
2021-11-02,73.7093
2021-11-03,74.1292
2021-11-04,72.2394
2021-11-05,71.5442
2021-11-06,71.5442
2021-11-07,71.5442
2021-11-08,71.8841
2021-11-09,71.4169
2021-11-10,70.4695
2021-11-11,71.0867
2021-11-12,70.0587
2021-11-13,70.0587
2021-11-14,70.0587
2021-11-15,69.7293
2021-11-16,69.9486
2021-11-17,68.1334
2021-11-18,67.1199
2021-11-19,67.2877
2021-11-20,67.2877
2021-11-21,67.2877
2021-11-22,67.6295
2021-11-23,69.0778
2021-11-24,70.1409
2021-11-25,70.1409
2021-11-26,64.3611
2021-11-27,64.3611
2021-11-28,64.3611
2021-11-29,65.8595
2021-11-30,63.7274
2021-12-01,59.2159
2021-12-02,61.7407
2021-12-03,58.6272
2021-12-04,58.6272
2021-12-05,58.6272
2021-12-06,60.273
2021-12-07,60.9281
2021-12-08,61.0187
2021-12-09,59.5882
2021-12-10,59.063
2021-12-11,59.063
2021-12-12,59.063
2021-12-13,57.3516
2021-12-14,57.2087
2021-12-15,58.458
2021-12-16,59.6758
2021-12-17,57.6285
2021-12-18,57.6285
2021-12-19,57.6285
2021-12-20,54.7382
2021-12-21,56.9359
2021-12-22,57.3995
2021-12-23,58.8791
2021-12-24,58.8791
2021-12-25,58.8791
2021-12-26,58.8791
2021-12-27,60.4685
2021-12-28,61.6433
2021-12-29,61.7738
2021-12-30,59.4198
2021-12-31,58.8017
2022-01-01,58.8017
2022-01-02,58.8017
2022-01-03,61.1039
2022-01-04,64.5787
2022-01-05,61.6292
2022-01-06,62.6337
2022-01-07,64.2755
2022-01-08,64.2755
2022-01-09,64.2755
2022-01-10,62.4507
2022-01-11,63.4931
2022-01-12,63.8196
2022-01-13,62.7637
2022-01-14,62.9854
2022-01-15,62.9854
2022-01-16,62.9854
2022-01-17,62.9854
2022-01-18,58.3629
2022-01-19,54.9337
2022-01-20,54.3092
2022-01-21,50.6897
2022-01-22,50.6897
2022-01-23,50.6897
2022-01-24,50.7696
2022-01-25,49.8509
2022-01-26,51.4216
2022-01-27,54.084
2022-01-28,56.8539
2022-01-29,56.8539
2022-01-30,56.8539
2022-01-31,57.7778
2022-02-01,60.5304
2022-02-02,60.9946
2022-02-03,58.8927
2022-02-04,61.4828
2022-02-05,61.4828
2022-02-06,61.4828
2022-02-07,62.2825
2022-02-08,64.4329
2022-02-09,64.5978
2022-02-10,63.0363
2022-02-11,60.1725
2022-02-12,60.1725
2022-02-13,60.1725
2022-02-14,58.2246
2022-02-15,60.4927
2022-02-16,60.6156
2022-02-17,57.6036
2022-02-18,57.4672
2022-02-19,57.4672
2022-02-20,57.4672
2022-02-21,57.4672
2022-02-22,57.5365
2022-02-23,55.3888
2022-02-24,55.7233
2022-02-25,60.4907
2022-02-26,60.4907
2022-02-27,60.4907
2022-02-28,57.386
2022-03-01,50.2459
2022-03-02,52.9416
2022-03-03,51.4118
2022-03-04,48.0079
2022-03-05,48.0079
2022-03-06,48.0079
2022-03-07,44.1262
2022-03-08,42.8938
2022-03-09,45.3164
2022-03-10,45.6963
2022-03-11,45.3997
2022-03-12,45.3997
2022-03-13,45.3997
2022-03-14,47.9512
2022-03-15,48.5306
2022-03-16,52.1302
2022-03-17,52.9881
2022-03-18,53.1742
2022-03-19,53.1742
2022-03-20,53.1742
2022-03-21,53.523
2022-03-22,54.7899
2022-03-23,53.3604
2022-03-24,54.5547
2022-03-25,56.1253
2022-03-26,56.1253
2022-03-27,56.1253
2022-03-28,57.8723
2022-03-29,58.9226
2022-03-30,57.8452
2022-03-31,55.8932
2022-04-01,55.2504
2022-04-02,55.2504
2022-04-03,55.2504
2022-04-04,54.5206
2022-04-05,55.1
2022-04-06,53.3223
2022-04-07,52.7897
2022-04-08,54.7328
2022-04-09,54.7328
2022-04-10,54.7328
2022-04-11,54.093
2022-04-12,54.4965
2022-04-13,57.4509
2022-04-14,57.6877
2022-04-15,57.6877
2022-04-16,57.6877
2022-04-17,57.6877
2022-04-18,56.2985
2022-04-19,58.2404
2022-04-20,58.7484
2022-04-21,54.4122
2022-04-22,48.2122
2022-04-23,48.2122
2022-04-24,48.2122
2022-04-25,48.7034
2022-04-26,45.1266
2022-04-27,45.8321
2022-04-28,48.891
2022-04-29,43.7481
2022-04-30,43.7481
2022-05-01,43.7481
2022-05-02,44.8164
2022-05-03,46.5194
2022-05-04,48.9799
2022-05-05,45.7591
2022-05-06,44.3791
2022-05-07,44.3791
2022-05-08,44.3791
2022-05-09,41.8494
2022-05-10,41.6119
2022-05-11,41.2354
2022-05-12,40.4777
2022-05-13,43.6529
2022-05-14,43.6529
2022-05-15,43.6529
2022-05-16,42.7713
2022-05-17,46.0439
2022-05-18,42.088
2022-05-19,41.828
2022-05-20,42.1606
2022-05-21,42.1606
2022-05-22,42.1606
2022-05-23,44.635
2022-05-24,44.0332
2022-05-25,43.8005
2022-05-26,46.6102
2022-05-27,49.365
2022-05-28,49.365
2022-05-29,49.365
2022-05-30,49.365
2022-05-31,49.1062
2022-06-01,49.1062
2022-06-02,49.1062
2022-06-03,49.1062
2022-06-04,49.1062
2022-06-05,49.1062
2022-06-06,49.1062
2022-06-07,49.1062
2022-06-08,49.1062
2022-06-09,49.1062
2022-06-10,49.1062
2022-06-11,49.1062
2022-06-12,49.1062
2022-06-13,49.1062
2022-06-14,49.1062
2022-06-15,49.1062
2022-06-16,49.1062
2022-06-17,49.1062
2022-06-18,49.1062
2022-06-19,49.1062
2022-06-20,49.1062
2022-06-21,49.1062
2022-06-22,49.1062
2022-06-23,49.1062
2022-06-24,49.1062
2022-06-25,49.1062
2022-06-26,49.1062
2022-06-27,49.1062
2022-06-28,49.1062
2022-06-29,49.1062
2022-06-30,49.1062
2022-07-01,49.1062
2022-07-02,49.1062
2022-07-03,49.1062
2022-07-04,49.1062
2022-07-05,49.1062
2022-07-06,49.1062
2022-07-07,49.1062
2022-07-08,49.1062
2022-07-09,49.1062
2022-07-10,49.1062
2022-07-11,49.1062
2022-07-12,49.1062
2022-07-13,49.1062
2022-07-14,49.1062
2022-07-15,49.1062
2022-07-16,49.1062
2022-07-17,49.1062
2022-07-18,49.1062
2022-07-19,49.1062
2022-07-20,49.1062
2022-07-21,49.1062
2022-07-22,49.1062
2022-07-23,49.1062
2022-07-24,49.1062
2022-07-25,49.1062
2022-07-26,49.1062
2022-07-27,49.1062
2022-07-28,49.1062
2022-07-29,49.1062
2022-07-30,49.1062
2022-07-31,49.1062
2022-08-01,49.1062
2022-08-02,49.1062
2022-08-03,49.1062
2022-08-04,49.1062
2022-08-05,49.1062
2022-08-06,49.1062
2022-08-07,49.1062
2022-08-08,49.1062
2022-08-09,49.1062
2022-08-10,49.1062
2022-08-11,49.1062
2022-08-12,49.1062
2022-08-13,49.1062
2022-08-14,49.1062
2022-08-15,49.1062
2022-08-16,49.1062
2022-08-17,49.1062
2022-08-18,49.1062
2022-08-19,49.1062
2022-08-20,49.1062
2022-08-21,49.1062
2022-08-22,49.1062
2022-08-23,49.1062
2022-08-24,49.1062
2022-08-25,49.1062
2022-08-26,49.1062
2022-08-27,49.1062
2022-08-28,49.1062
2022-08-29,49.1062
2022-08-30,49.1062
2022-08-31,49.1062
2022-09-01,49.1062
2022-09-02,49.1062
2022-09-03,49.1062
2022-09-04,49.1062
2022-09-05,49.1062
2022-09-06,49.1062
2022-09-07,49.1062
2022-09-08,49.1062
2022-09-09,49.1062
2022-09-10,49.1062
2022-09-11,49.1062
2022-09-12,49.1062
2022-09-13,49.1062
2022-09-14,49.1062
2022-09-15,49.1062
2022-09-16,49.1062
2022-09-17,49.1062
2022-09-18,49.1062
2022-09-19,49.1062
2022-09-20,49.1062
2022-09-21,49.1062
2022-09-22,49.1062
2022-09-23,49.1062
2022-09-24,49.1062
2022-09-25,49.1062
2022-09-26,49.1062
2022-09-27,49.1062
2022-09-28,49.1062
2022-09-29,49.1062
2022-09-30,49.1062
2022-10-01,49.1062
2022-10-02,49.1062
2022-10-03,49.1062
2022-10-04,49.1062
2022-10-05,49.1062
2022-10-06,49.1062
2022-10-07,49.1062
2022-10-08,49.1062
2022-10-09,49.1062
2022-10-10,49.1062
2022-10-11,49.1062
2022-10-12,49.1062
2022-10-13,49.1062
2022-10-14,49.1062
2022-10-15,49.1062
2022-10-16,49.1062
2022-10-17,49.1062
2022-10-18,49.1062
2022-10-19,49.1062
2022-10-20,49.1062
2022-10-21,49.1062
2022-10-22,49.1062
2022-10-23,49.1062
2022-10-24,49.1062
2022-10-25,49.1062
2022-10-26,49.1062
2022-10-27,49.1062
2022-10-28,49.1062
2022-10-29,49.1062
2022-10-30,49.1062
2022-10-31,49.1062
2022-11-01,49.1062
2022-11-02,49.1062
2022-11-03,49.1062
2022-11-04,49.1062
2022-11-05,49.1062
2022-11-06,49.1062
2022-11-07,49.1062
2022-11-08,49.1062
2022-11-09,49.1062
2022-11-10,49.1062
2022-11-11,49.1062
2022-11-12,49.1062
2022-11-13,49.1062
2022-11-14,49.1062
2022-11-15,49.1062
2022-11-16,49.1062
2022-11-17,49.1062
2022-11-18,49.1062
2022-11-19,49.1062
2022-11-20,49.1062
2022-11-21,49.1062
2022-11-22,49.1062
2022-11-23,49.1062
2022-11-24,49.1062
2022-11-25,49.1062
2022-11-26,49.1062
2022-11-27,49.1062
2022-11-28,49.1062
2022-11-29,49.1062
2022-11-30,49.1062
2022-12-01,49.1062
2022-12-02,49.1062
2022-12-03,49.1062
2022-12-04,49.1062
2022-12-05,49.1062
2022-12-06,49.1062
2022-12-07,49.1062
2022-12-08,49.1062
2022-12-09,49.1062
2022-12-10,49.1062
2022-12-11,49.1062
2022-12-12,49.1062
2022-12-13,49.1062
2022-12-14,49.1062
2022-12-15,49.1062
2022-12-16,49.1062
2022-12-17,49.1062
2022-12-18,49.1062
2022-12-19,49.1062
2022-12-20,49.1062
2022-12-21,49.1062
2022-12-22,49.1062
2022-12-23,49.1062
2022-12-24,49.1062
2022-12-25,49.1062
2022-12-26,49.1062
2022-12-27,49.1062
2022-12-28,49.1062
2022-12-29,49.1062
2022-12-30,49.1062
2022-12-31,49.1062
2023-01-01,49.1062
2023-01-02,49.1062
2023-01-03,49.1062
2023-01-04,49.1062
2023-01-05,49.1062
2023-01-06,49.1062
2023-01-07,49.1062
2023-01-08,49.1062
2023-01-09,49.1062
2023-01-10,49.1062
2023-01-11,49.1062
2023-01-12,49.1062
2023-01-13,49.1062
2023-01-14,49.1062
2023-01-15,49.1062
2023-01-16,49.1062
2023-01-17,49.1062
2023-01-18,49.1062
2023-01-19,49.1062
2023-01-20,49.1062
2023-01-21,49.1062
2023-01-22,49.1062
2023-01-23,49.1062
2023-01-24,49.1062
2023-01-25,49.1062
2023-01-26,49.1062
2023-01-27,49.1062
2023-01-28,49.1062
2023-01-29,49.1062
2023-01-30,49.1062
2023-01-31,49.1062
2023-02-01,49.1062
2023-02-02,49.1062
2023-02-03,49.1062
2023-02-04,49.1062
2023-02-05,49.1062
2023-02-06,49.1062
2023-02-07,49.1062
2023-02-08,49.1062
2023-02-09,49.1062
2023-02-10,49.1062
2023-02-11,49.1062
2023-02-12,49.1062
2023-02-13,49.1062
2023-02-14,49.1062
2023-02-15,49.1062
2023-02-16,49.1062
2023-02-17,49.1062
2023-02-18,49.1062
2023-02-19,49.1062
2023-02-20,49.1062
2023-02-21,49.1062
2023-02-22,49.1062
2023-02-23,49.1062
2023-02-24,49.1062
2023-02-25,49.1062
2023-02-26,49.1062
2023-02-27,49.1062
2023-02-28,49.1062
2023-03-01,49.1062
2023-03-02,49.1062
2023-03-03,49.1062
2023-03-04,49.1062
2023-03-05,49.1062
2023-03-06,49.1062
2023-03-07,49.1062
2023-03-08,49.1062
2023-03-09,49.1062
2023-03-10,49.1062
2023-03-11,49.1062
2023-03-12,49.1062
2023-03-13,49.1062
2023-03-14,49.1062
2023-03-15,49.1062
