,DISCA US Equity
2020-04-14,45.4931
2020-04-15,43.6121
2020-04-16,43.9151
2020-04-17,45.6035
2020-04-18,45.6035
2020-04-19,45.6035
2020-04-20,44.6895
2020-04-21,42.8327
2020-04-22,42.0276
2020-04-23,42.0826
2020-04-24,43.8173
2020-04-25,43.8173
2020-04-26,43.8173
2020-04-27,48.2112
2020-04-28,49.8004
2020-04-29,52.7136
2020-04-30,47.6675
2020-05-01,46.1826
2020-05-02,46.1826
2020-05-03,46.1826
2020-05-04,46.6298
2020-05-05,45.3893
2020-05-06,44.6073
2020-05-07,43.9723
2020-05-08,45.3676
2020-05-09,45.3676
2020-05-10,45.3676
2020-05-11,43.8217
2020-05-12,42.7413
2020-05-13,41.4795
2020-05-14,45.1154
2020-05-15,44.9719
2020-05-16,44.9719
2020-05-17,44.9719
2020-05-18,46.9902
2020-05-19,46.4893
2020-05-20,46.7954
2020-05-21,45.6694
2020-05-22,44.8324
2020-05-23,44.8324
2020-05-24,44.8324
2020-05-25,44.8324
2020-05-26,49.0206
2020-05-27,50.6888
2020-05-28,49.1325
2020-05-29,48.6256
2020-05-30,48.6256
2020-05-31,48.6256
2020-06-01,49.1181
2020-06-02,48.8325
2020-06-03,49.9838
2020-06-04,52.0632
2020-06-05,55.9662
2020-06-06,55.9662
2020-06-07,55.9662
2020-06-08,58.7807
2020-06-09,52.9767
2020-06-10,51.3366
2020-06-11,49.484
2020-06-12,48.8902
2020-06-13,48.8902
2020-06-14,48.8902
2020-06-15,50.4396
2020-06-16,49.325
2020-06-17,49.1073
2020-06-18,49.9608
2020-06-19,49.0735
2020-06-20,49.0735
2020-06-21,49.0735
2020-06-22,48.3295
2020-06-23,49.1527
2020-06-24,48.0514
2020-06-25,46.939
2020-06-26,44.592
2020-06-27,44.592
2020-06-28,44.592
2020-06-29,47.2392
2020-06-30,46.9284
2020-07-01,46.8425
2020-07-02,46.1562
2020-07-03,46.1562
2020-07-04,46.1562
2020-07-05,46.1562
2020-07-06,47.4593
2020-07-07,45.2322
2020-07-08,44.8875
2020-07-09,42.574
2020-07-10,45.5237
2020-07-11,45.5237
2020-07-12,45.5237
2020-07-13,46.367
2020-07-14,46.7493
2020-07-15,49.9567
2020-07-16,50.6103
2020-07-17,48.9566
2020-07-18,48.9566
2020-07-19,48.9566
2020-07-20,47.2273
2020-07-21,47.843
2020-07-22,48.2299
2020-07-23,48.9529
2020-07-24,48.3705
2020-07-25,48.3705
2020-07-26,48.3705
2020-07-27,47.5656
2020-07-28,47.2844
2020-07-29,48.0206
2020-07-30,48.5276
2020-07-31,48.3649
2020-08-01,48.3649
2020-08-02,48.3649
2020-08-03,49.2103
2020-08-04,51.5033
2020-08-05,48.4947
2020-08-06,50.2186
2020-08-07,48.0962
2020-08-08,48.0962
2020-08-09,48.0962
2020-08-10,50.7465
2020-08-11,52.9224
2020-08-12,50.7362
2020-08-13,51.2101
2020-08-14,53.2269
2020-08-15,53.2269
2020-08-16,53.2269
2020-08-17,51.4335
2020-08-18,51.3323
2020-08-19,51.8391
2020-08-20,51.5346
2020-08-21,51.024
2020-08-22,51.024
2020-08-23,51.024
2020-08-24,53.7978
2020-08-25,53.9623
2020-08-26,53.6069
2020-08-27,53.9208
2020-08-28,53.9745
2020-08-29,53.9745
2020-08-30,53.9745
2020-08-31,50.6761
2020-09-01,48.2473
2020-09-02,49.7536
2020-09-03,49.1091
2020-09-04,53.4066
2020-09-05,53.4066
2020-09-06,53.4066
2020-09-07,53.4066
2020-09-08,52.1984
2020-09-09,54.1373
2020-09-10,55.4394
2020-09-11,52.9663
2020-09-12,52.9663
2020-09-13,52.9663
2020-09-14,56.0418
2020-09-15,56.1994
2020-09-16,57.6143
2020-09-17,57.3164
2020-09-18,55.9482
2020-09-19,55.9482
2020-09-20,55.9482
2020-09-21,50.283
2020-09-22,49.9604
2020-09-23,45.8676
2020-09-24,46.6154
2020-09-25,46.6535
2020-09-26,46.6535
2020-09-27,46.6535
2020-09-28,48.9895
2020-09-29,48.284
2020-09-30,48.3609
2020-10-01,47.4123
2020-10-02,47.3754
2020-10-03,47.3754
2020-10-04,47.3754
2020-10-05,49.0602
2020-10-06,47.5618
2020-10-07,50.2615
2020-10-08,52.4536
2020-10-09,50.3557
2020-10-10,50.3557
2020-10-11,50.3557
2020-10-12,50.7402
2020-10-13,47.7914
2020-10-14,45.5169
2020-10-15,45.6841
2020-10-16,45.6478
2020-10-17,45.6478
2020-10-18,45.6478
2020-10-19,42.9698
2020-10-20,43.1966
2020-10-21,45.3115
2020-10-22,47.2774
2020-10-23,46.9894
2020-10-24,46.9894
2020-10-25,46.9894
2020-10-26,44.8056
2020-10-27,43.2983
2020-10-28,40.512
2020-10-29,42.6508
2020-10-30,44.8774
2020-10-31,44.8774
2020-11-01,44.8774
2020-11-02,48.483
2020-11-03,48.483
2020-11-04,46.3096
2020-11-05,49.8567
2020-11-06,48.033
2020-11-07,48.033
2020-11-08,48.033
2020-11-09,52.3265
2020-11-10,54.9169
2020-11-11,53.1252
2020-11-12,50.8375
2020-11-13,54.9744
2020-11-14,54.9744
2020-11-15,54.9744
2020-11-16,57.629
2020-11-17,58.2455
2020-11-18,58.785
2020-11-19,60.182
2020-11-20,61.3814
2020-11-21,61.3814
2020-11-22,61.3814
2020-11-23,63.8295
2020-11-24,65.402
2020-11-25,65.6228
2020-11-26,65.6228
2020-11-27,66.0267
2020-11-28,66.0267
2020-11-29,66.0267
2020-11-30,63.58
2020-12-01,65.362
2020-12-02,66.8849
2020-12-03,66.3207
2020-12-04,66.8547
2020-12-05,66.8547
2020-12-06,66.8547
2020-12-07,67.564
2020-12-08,64.4006
2020-12-09,65.3692
2020-12-10,66.0452
2020-12-11,66.373
2020-12-12,66.373
2020-12-13,66.373
2020-12-14,65.0732
2020-12-15,65.2492
2020-12-16,65.4295
2020-12-17,65.1797
2020-12-18,60.6752
2020-12-19,60.6752
2020-12-20,60.6752
2020-12-21,58.7538
2020-12-22,58.0462
2020-12-23,61.217
2020-12-24,62.092
2020-12-25,62.092
2020-12-26,62.092
2020-12-27,62.092
2020-12-28,64.4476
2020-12-29,65.0601
2020-12-30,65.3687
2020-12-31,66.0917
2021-01-01,66.0917
2021-01-02,66.0917
2021-01-03,66.0917
2021-01-04,67.4475
2021-01-05,69.525
2021-01-06,74.6572
2021-01-07,74.8975
2021-01-08,75.2695
2021-01-09,75.2695
2021-01-10,75.2695
2021-01-11,76.067
2021-01-12,76.3354
2021-01-13,78.3857
2021-01-14,79.139
2021-01-15,76.7188
2021-01-16,76.7188
2021-01-17,76.7188
2021-01-18,76.7188
2021-01-19,73.8118
2021-01-20,74.2909
2021-01-21,75.0006
2021-01-22,75.9707
2021-01-23,75.9707
2021-01-24,75.9707
2021-01-25,78.1266
2021-01-26,80.218
2021-01-27,83.2518
2021-01-28,72.8017
2021-01-29,73.2885
2021-01-30,73.2885
2021-01-31,73.2885
2021-02-01,74.1269
2021-02-02,67.7192
2021-02-03,68.7202
2021-02-04,69.1271
2021-02-05,71.1465
2021-02-06,71.1465
2021-02-07,71.1465
2021-02-08,71.8546
2021-02-09,72.1592
2021-02-10,73.9883
2021-02-11,74.5178
2021-02-12,76.8072
2021-02-13,76.8072
2021-02-14,76.8072
2021-02-15,76.8072
2021-02-16,75.4055
2021-02-17,77.3181
2021-02-18,77.6314
2021-02-19,78.5762
2021-02-20,78.5762
2021-02-21,78.5762
2021-02-22,81.8756
2021-02-23,75.6115
2021-02-24,72.923
2021-02-25,71.618
2021-02-26,73.1898
2021-02-27,73.1898
2021-02-28,73.1898
2021-03-01,77.1348
2021-03-02,77.8295
2021-03-03,79.1928
2021-03-04,79.8595
2021-03-05,80.7738
2021-03-06,80.7738
2021-03-07,80.7738
2021-03-08,82.2864
2021-03-09,73.7979
2021-03-10,75.5286
2021-03-11,76.1943
2021-03-12,78.3794
2021-03-13,78.3794
2021-03-14,78.3794
2021-03-15,79.5856
2021-03-16,80.5217
2021-03-17,77.5314
2021-03-18,78.4269
2021-03-19,79.0338
2021-03-20,79.0338
2021-03-21,79.0338
2021-03-22,74.7177
2021-03-23,70.2207
2021-03-24,58.3138
2021-03-25,54.2222
2021-03-26,42.5415
2021-03-27,42.5415
2021-03-28,42.5415
2021-03-29,42.1445
2021-03-30,43.93
2021-03-31,43.9462
2021-04-01,43.848
2021-04-02,43.848
2021-04-03,43.848
2021-04-04,43.848
2021-04-05,42.7471
2021-04-06,44.2556
2021-04-07,44.2643
2021-04-08,43.2073
2021-04-09,43.3185
2021-04-10,43.3185
2021-04-11,43.3185
2021-04-12,42.1648
2021-04-13,42.1648
2021-04-14,40.7315
2021-04-15,40.3343
2021-04-16,39.9886
2021-04-17,39.9886
2021-04-18,39.9886
2021-04-19,39.2847
2021-04-20,38.6319
2021-04-21,41.9679
2021-04-22,41.7573
2021-04-23,41.9693
2021-04-24,41.9693
2021-04-25,41.9693
2021-04-26,42.4823
2021-04-27,42.6688
2021-04-28,41.3516
2021-04-29,41.913
2021-04-30,41.653
2021-05-01,41.653
2021-05-02,41.653
2021-05-03,40.2802
2021-05-04,40.8044
2021-05-05,40.992
2021-05-06,40.6023
2021-05-07,42.4118
2021-05-08,42.4118
2021-05-09,42.4118
2021-05-10,42.1079
2021-05-11,41.6194
2021-05-12,40.5689
2021-05-13,40.0284
2021-05-14,40.6763
2021-05-15,40.6763
2021-05-16,40.6763
2021-05-17,38.8171
2021-05-18,38.2742
2021-05-19,38.0702
2021-05-20,36.7921
2021-05-21,36.4108
2021-05-22,36.4108
2021-05-23,36.4108
2021-05-24,36.2166
2021-05-25,35.5761
2021-05-26,37.7082
2021-05-27,38.969
2021-05-28,38.4969
2021-05-29,38.4969
2021-05-30,38.4969
2021-05-31,38.4969
2021-06-01,38.3679
2021-06-02,38.6579
2021-06-03,38.0164
2021-06-04,37.9162
2021-06-05,37.9162
2021-06-06,37.9162
2021-06-07,37.52
2021-06-08,36.0132
2021-06-09,37.1448
2021-06-10,36.6039
2021-06-11,38.0482
2021-06-12,38.0482
2021-06-13,38.0482
2021-06-14,38.1155
2021-06-15,37.0737
2021-06-16,37.9855
2021-06-17,36.512
2021-06-18,36.0573
2021-06-19,36.0573
2021-06-20,36.0573
2021-06-21,37.5447
2021-06-22,37.2508
2021-06-23,37.3016
2021-06-24,39.3574
2021-06-25,40.6983
2021-06-26,40.6983
2021-06-27,40.6983
2021-06-28,40.2044
2021-06-29,39.8081
2021-06-30,40.7021
2021-07-01,42.0635
2021-07-02,41.9485
2021-07-03,41.9485
2021-07-04,41.9485
2021-07-05,41.9485
2021-07-06,40.4247
2021-07-07,38.9959
2021-07-08,37.6203
2021-07-09,39.1018
2021-07-10,39.1018
2021-07-11,39.1018
2021-07-12,40.0924
2021-07-13,39.0595
2021-07-14,38.3898
2021-07-15,37.8675
2021-07-16,37.3418
2021-07-17,37.3418
2021-07-18,37.3418
2021-07-19,36.6649
2021-07-20,37.6714
2021-07-21,39.7792
2021-07-22,39.1361
2021-07-23,39.115
2021-07-24,39.115
2021-07-25,39.115
2021-07-26,41.9328
2021-07-27,40.788
2021-07-28,42.5689
2021-07-29,44.9837
2021-07-30,42.2613
2021-07-31,42.2613
2021-08-01,42.2613
2021-08-02,42.5074
2021-08-03,39.8291
2021-08-04,41.303
2021-08-05,43.904
2021-08-06,43.5328
2021-08-07,43.5328
2021-08-08,43.5328
2021-08-09,44.1133
2021-08-10,44.7627
2021-08-11,44.7943
2021-08-12,43.3823
2021-08-13,42.1819
2021-08-14,42.1819
2021-08-15,42.1819
2021-08-16,41.9816
2021-08-17,42.9277
2021-08-18,42.5028
2021-08-19,40.6556
2021-08-20,41.8703
2021-08-21,41.8703
2021-08-22,41.8703
2021-08-23,43.2184
2021-08-24,44.1598
2021-08-25,44.3068
2021-08-26,41.8838
2021-08-27,43.3541
2021-08-28,43.3541
2021-08-29,43.3541
2021-08-30,42.1382
2021-08-31,45.7613
2021-09-01,44.5658
2021-09-02,46.3688
2021-09-03,44.5184
2021-09-04,44.5184
2021-09-05,44.5184
2021-09-06,44.5184
2021-09-07,43.5203
2021-09-08,40.8665
2021-09-09,40.3727
2021-09-10,38.7416
2021-09-11,38.7416
2021-09-12,38.7416
2021-09-13,42.1778
2021-09-14,40.1306
2021-09-15,42.1283
2021-09-16,42.7748
2021-09-17,42.4748
2021-09-18,42.4748
2021-09-19,42.4748
2021-09-20,40.1701
2021-09-21,38.0583
2021-09-22,39.1738
2021-09-23,39.5234
2021-09-24,38.9318
2021-09-25,38.9318
2021-09-26,38.9318
2021-09-27,42.2006
2021-09-28,40.75
2021-09-29,40.2727
2021-09-30,40.1645
2021-10-01,41.6242
2021-10-02,41.6242
2021-10-03,41.6242
2021-10-04,41.2483
2021-10-05,43.443
2021-10-06,42.6195
2021-10-07,44.9389
2021-10-08,43.1651
2021-10-09,43.1651
2021-10-10,43.1651
2021-10-11,41.0479
2021-10-12,39.4093
2021-10-13,43.0749
2021-10-14,42.3829
2021-10-15,41.1575
2021-10-16,41.1575
2021-10-17,41.1575
2021-10-18,40.7045
2021-10-19,41.6594
2021-10-20,43.4216
2021-10-21,42.4047
2021-10-22,42.8245
2021-10-23,42.8245
2021-10-24,42.8245
2021-10-25,43.6319
2021-10-26,41.5551
2021-10-27,38.5203
2021-10-28,41.5357
2021-10-29,39.1045
2021-10-30,39.1045
2021-10-31,39.1045
2021-11-01,42.9928
2021-11-02,43.4879
2021-11-03,47.3118
2021-11-04,46.8744
2021-11-05,50.4622
2021-11-06,50.4622
2021-11-07,50.4622
2021-11-08,49.6764
2021-11-09,50.8959
2021-11-10,53.1496
2021-11-11,55.7254
2021-11-12,54.5835
2021-11-13,54.5835
2021-11-14,54.5835
2021-11-15,54.912
2021-11-16,53.8496
2021-11-17,53.3343
2021-11-18,50.6823
2021-11-19,45.6381
2021-11-20,45.6381
2021-11-21,45.6381
2021-11-22,47.1773
2021-11-23,46.8419
2021-11-24,45.533
2021-11-25,45.533
2021-11-26,44.1959
2021-11-27,44.1959
2021-11-28,44.1959
2021-11-29,43.8115
2021-11-30,40.1433
2021-12-01,37.6483
2021-12-02,41.3449
2021-12-03,43.916
2021-12-04,43.916
2021-12-05,43.916
2021-12-06,45.2905
2021-12-07,44.7919
2021-12-08,44.2599
2021-12-09,43.0083
2021-12-10,42.2125
2021-12-11,42.2125
2021-12-12,42.2125
2021-12-13,40.7597
2021-12-14,40.1248
2021-12-15,40.3651
2021-12-16,43.6401
2021-12-17,43.2598
2021-12-18,43.2598
2021-12-19,43.2598
2021-12-20,42.1205
2021-12-21,44.5975
2021-12-22,44.9781
2021-12-23,47.903
2021-12-24,47.903
2021-12-25,47.903
2021-12-26,47.903
2021-12-27,47.7037
2021-12-28,47.6013
2021-12-29,46.0338
2021-12-30,48.2563
2021-12-31,45.2328
2022-01-01,45.2328
2022-01-02,45.2328
2022-01-03,51.4258
2022-01-04,55.5506
2022-01-05,54.5384
2022-01-06,52.1466
2022-01-07,62.3117
2022-01-08,62.3117
2022-01-09,62.3117
2022-01-10,57.9951
2022-01-11,58.1786
2022-01-12,58.4083
2022-01-13,59.5574
2022-01-14,63.0867
2022-01-15,63.0867
2022-01-16,63.0867
2022-01-17,63.0867
2022-01-18,58.6549
2022-01-19,55.8607
2022-01-20,53.1665
2022-01-21,50.1804
2022-01-22,50.1804
2022-01-23,50.1804
2022-01-24,51.6708
2022-01-25,51.6245
2022-01-26,46.34
2022-01-27,48.2126
2022-01-28,52.1411
2022-01-29,52.1411
2022-01-30,52.1411
2022-01-31,53.5902
2022-02-01,52.0041
2022-02-02,53.015
2022-02-03,55.3356
2022-02-04,55.2673
2022-02-05,55.2673
2022-02-06,55.2673
2022-02-07,53.9804
2022-02-08,53.6802
2022-02-09,56.7964
2022-02-10,57.2527
2022-02-11,55.9805
2022-02-12,55.9805
2022-02-13,55.9805
2022-02-14,55.6118
2022-02-15,57.706
2022-02-16,54.9268
2022-02-17,55.88
2022-02-18,55.8551
2022-02-19,55.8551
2022-02-20,55.8551
2022-02-21,55.8551
2022-02-22,52.0579
2022-02-23,51.8962
2022-02-24,50.7774
2022-02-25,51.9168
2022-02-26,51.9168
2022-02-27,51.9168
2022-02-28,51.4577
2022-03-01,51.5975
2022-03-02,54.1692
2022-03-03,52.7329
2022-03-04,48.4819
2022-03-05,48.4819
2022-03-06,48.4819
2022-03-07,45.6332
2022-03-08,45.0608
2022-03-09,45.3143
2022-03-10,44.6958
2022-03-11,42.4434
2022-03-12,42.4434
2022-03-13,42.4434
2022-03-14,42.2213
2022-03-15,45.2909
2022-03-16,46.8787
2022-03-17,47.0581
2022-03-18,48.473
2022-03-19,48.473
2022-03-20,48.473
2022-03-21,48.2064
2022-03-22,50.0657
2022-03-23,49.4284
2022-03-24,50.7261
2022-03-25,51.3206
2022-03-26,51.3206
2022-03-27,51.3206
2022-03-28,46.8235
2022-03-29,48.5876
2022-03-30,47.2563
2022-03-31,45.4301
2022-04-01,45.7083
2022-04-02,45.7083
2022-04-03,45.7083
2022-04-04,47.8539
2022-04-05,44.6261
2022-04-06,43.5257
2022-04-07,41.7167
2022-04-08,45.4681
2022-04-09,45.4681
2022-04-10,45.4681
2022-04-11,45.4681
2022-04-12,45.4681
2022-04-13,45.4681
2022-04-14,45.4681
2022-04-15,45.4681
2022-04-16,45.4681
2022-04-17,45.4681
2022-04-18,45.4681
2022-04-19,45.4681
2022-04-20,45.4681
2022-04-21,45.4681
2022-04-22,45.4681
2022-04-23,45.4681
2022-04-24,45.4681
2022-04-25,45.4681
2022-04-26,45.4681
2022-04-27,45.4681
2022-04-28,45.4681
2022-04-29,45.4681
2022-04-30,45.4681
2022-05-01,45.4681
2022-05-02,45.4681
2022-05-03,45.4681
2022-05-04,45.4681
2022-05-05,45.4681
2022-05-06,45.4681
2022-05-07,45.4681
2022-05-08,45.4681
2022-05-09,45.4681
2022-05-10,45.4681
2022-05-11,45.4681
2022-05-12,45.4681
2022-05-13,45.4681
2022-05-14,45.4681
2022-05-15,45.4681
2022-05-16,45.4681
2022-05-17,45.4681
2022-05-18,45.4681
2022-05-19,45.4681
2022-05-20,45.4681
2022-05-21,45.4681
2022-05-22,45.4681
2022-05-23,45.4681
2022-05-24,45.4681
2022-05-25,45.4681
2022-05-26,45.4681
2022-05-27,45.4681
2022-05-28,45.4681
2022-05-29,45.4681
2022-05-30,45.4681
2022-05-31,45.4681
2022-06-01,45.4681
2022-06-02,45.4681
2022-06-03,45.4681
2022-06-04,45.4681
2022-06-05,45.4681
2022-06-06,45.4681
2022-06-07,45.4681
2022-06-08,45.4681
2022-06-09,45.4681
2022-06-10,45.4681
2022-06-11,45.4681
2022-06-12,45.4681
2022-06-13,45.4681
2022-06-14,45.4681
2022-06-15,45.4681
2022-06-16,45.4681
2022-06-17,45.4681
2022-06-18,45.4681
2022-06-19,45.4681
2022-06-20,45.4681
2022-06-21,45.4681
2022-06-22,45.4681
2022-06-23,45.4681
2022-06-24,45.4681
2022-06-25,45.4681
2022-06-26,45.4681
2022-06-27,45.4681
2022-06-28,45.4681
2022-06-29,45.4681
2022-06-30,45.4681
2022-07-01,45.4681
2022-07-02,45.4681
2022-07-03,45.4681
2022-07-04,45.4681
2022-07-05,45.4681
2022-07-06,45.4681
2022-07-07,45.4681
2022-07-08,45.4681
2022-07-09,45.4681
2022-07-10,45.4681
2022-07-11,45.4681
2022-07-12,45.4681
2022-07-13,45.4681
2022-07-14,45.4681
2022-07-15,45.4681
2022-07-16,45.4681
2022-07-17,45.4681
2022-07-18,45.4681
2022-07-19,45.4681
2022-07-20,45.4681
2022-07-21,45.4681
2022-07-22,45.4681
2022-07-23,45.4681
2022-07-24,45.4681
2022-07-25,45.4681
2022-07-26,45.4681
2022-07-27,45.4681
2022-07-28,45.4681
2022-07-29,45.4681
2022-07-30,45.4681
2022-07-31,45.4681
2022-08-01,45.4681
2022-08-02,45.4681
2022-08-03,45.4681
2022-08-04,45.4681
2022-08-05,45.4681
2022-08-06,45.4681
2022-08-07,45.4681
2022-08-08,45.4681
2022-08-09,45.4681
2022-08-10,45.4681
2022-08-11,45.4681
2022-08-12,45.4681
2022-08-13,45.4681
2022-08-14,45.4681
2022-08-15,45.4681
2022-08-16,45.4681
2022-08-17,45.4681
2022-08-18,45.4681
2022-08-19,45.4681
2022-08-20,45.4681
2022-08-21,45.4681
2022-08-22,45.4681
2022-08-23,45.4681
2022-08-24,45.4681
2022-08-25,45.4681
2022-08-26,45.4681
2022-08-27,45.4681
2022-08-28,45.4681
2022-08-29,45.4681
2022-08-30,45.4681
2022-08-31,45.4681
2022-09-01,45.4681
2022-09-02,45.4681
2022-09-03,45.4681
2022-09-04,45.4681
2022-09-05,45.4681
2022-09-06,45.4681
2022-09-07,45.4681
2022-09-08,45.4681
2022-09-09,45.4681
2022-09-10,45.4681
2022-09-11,45.4681
2022-09-12,45.4681
2022-09-13,45.4681
2022-09-14,45.4681
2022-09-15,45.4681
2022-09-16,45.4681
2022-09-17,45.4681
2022-09-18,45.4681
2022-09-19,45.4681
2022-09-20,45.4681
2022-09-21,45.4681
2022-09-22,45.4681
2022-09-23,45.4681
2022-09-24,45.4681
2022-09-25,45.4681
2022-09-26,45.4681
2022-09-27,45.4681
2022-09-28,45.4681
2022-09-29,45.4681
2022-09-30,45.4681
2022-10-01,45.4681
2022-10-02,45.4681
2022-10-03,45.4681
2022-10-04,45.4681
2022-10-05,45.4681
2022-10-06,45.4681
2022-10-07,45.4681
2022-10-08,45.4681
2022-10-09,45.4681
2022-10-10,45.4681
2022-10-11,45.4681
2022-10-12,45.4681
2022-10-13,45.4681
2022-10-14,45.4681
2022-10-15,45.4681
2022-10-16,45.4681
2022-10-17,45.4681
2022-10-18,45.4681
2022-10-19,45.4681
2022-10-20,45.4681
2022-10-21,45.4681
2022-10-22,45.4681
2022-10-23,45.4681
2022-10-24,45.4681
2022-10-25,45.4681
2022-10-26,45.4681
2022-10-27,45.4681
2022-10-28,45.4681
2022-10-29,45.4681
2022-10-30,45.4681
2022-10-31,45.4681
2022-11-01,45.4681
2022-11-02,45.4681
2022-11-03,45.4681
2022-11-04,45.4681
2022-11-05,45.4681
2022-11-06,45.4681
2022-11-07,45.4681
2022-11-08,45.4681
2022-11-09,45.4681
2022-11-10,45.4681
2022-11-11,45.4681
2022-11-12,45.4681
2022-11-13,45.4681
2022-11-14,45.4681
2022-11-15,45.4681
2022-11-16,45.4681
2022-11-17,45.4681
2022-11-18,45.4681
2022-11-19,45.4681
2022-11-20,45.4681
2022-11-21,45.4681
2022-11-22,45.4681
2022-11-23,45.4681
2022-11-24,45.4681
2022-11-25,45.4681
2022-11-26,45.4681
2022-11-27,45.4681
2022-11-28,45.4681
2022-11-29,45.4681
2022-11-30,45.4681
2022-12-01,45.4681
2022-12-02,45.4681
2022-12-03,45.4681
2022-12-04,45.4681
2022-12-05,45.4681
2022-12-06,45.4681
2022-12-07,45.4681
2022-12-08,45.4681
2022-12-09,45.4681
2022-12-10,45.4681
2022-12-11,45.4681
2022-12-12,45.4681
2022-12-13,45.4681
2022-12-14,45.4681
2022-12-15,45.4681
2022-12-16,45.4681
2022-12-17,45.4681
2022-12-18,45.4681
2022-12-19,45.4681
2022-12-20,45.4681
2022-12-21,45.4681
2022-12-22,45.4681
2022-12-23,45.4681
2022-12-24,45.4681
2022-12-25,45.4681
2022-12-26,45.4681
2022-12-27,45.4681
2022-12-28,45.4681
2022-12-29,45.4681
2022-12-30,45.4681
2022-12-31,45.4681
2023-01-01,45.4681
2023-01-02,45.4681
2023-01-03,45.4681
2023-01-04,45.4681
2023-01-05,45.4681
2023-01-06,45.4681
2023-01-07,45.4681
2023-01-08,45.4681
2023-01-09,45.4681
2023-01-10,45.4681
2023-01-11,45.4681
2023-01-12,45.4681
2023-01-13,45.4681
2023-01-14,45.4681
2023-01-15,45.4681
2023-01-16,45.4681
2023-01-17,45.4681
2023-01-18,45.4681
2023-01-19,45.4681
2023-01-20,45.4681
2023-01-21,45.4681
2023-01-22,45.4681
2023-01-23,45.4681
2023-01-24,45.4681
2023-01-25,45.4681
2023-01-26,45.4681
2023-01-27,45.4681
2023-01-28,45.4681
2023-01-29,45.4681
2023-01-30,45.4681
2023-01-31,45.4681
2023-02-01,45.4681
2023-02-02,45.4681
2023-02-03,45.4681
2023-02-04,45.4681
2023-02-05,45.4681
2023-02-06,45.4681
2023-02-07,45.4681
2023-02-08,45.4681
2023-02-09,45.4681
2023-02-10,45.4681
2023-02-11,45.4681
2023-02-12,45.4681
2023-02-13,45.4681
2023-02-14,45.4681
2023-02-15,45.4681
2023-02-16,45.4681
2023-02-17,45.4681
2023-02-18,45.4681
2023-02-19,45.4681
2023-02-20,45.4681
2023-02-21,45.4681
2023-02-22,45.4681
2023-02-23,45.4681
2023-02-24,45.4681
2023-02-25,45.4681
2023-02-26,45.4681
2023-02-27,45.4681
2023-02-28,45.4681
2023-03-01,45.4681
2023-03-02,45.4681
2023-03-03,45.4681
2023-03-04,45.4681
2023-03-05,45.4681
2023-03-06,45.4681
2023-03-07,45.4681
2023-03-08,45.4681
2023-03-09,45.4681
2023-03-10,45.4681
2023-03-11,45.4681
2023-03-12,45.4681
2023-03-13,45.4681
2023-03-14,45.4681
2023-03-15,45.4681
2023-03-16,45.4681
2023-03-17,45.4681
