,SRCE US Equity
2020-09-12,45.6316
2020-09-13,45.6316
2020-09-14,47.6562
2020-09-15,46.3006
2020-09-16,46.549
2020-09-17,46.1564
2020-09-18,44.7651
2020-09-19,44.7651
2020-09-20,44.7651
2020-09-21,40.49
2020-09-22,39.1087
2020-09-23,37.7755
2020-09-24,39.984
2020-09-25,40.5598
2020-09-26,40.5598
2020-09-27,40.5598
2020-09-28,43.9011
2020-09-29,43.8117
2020-09-30,43.7886
2020-10-01,44.9868
2020-10-02,46.7196
2020-10-03,46.7196
2020-10-04,46.7196
2020-10-05,49.1087
2020-10-06,49.4398
2020-10-07,51.2972
2020-10-08,51.5948
2020-10-09,50.3507
2020-10-10,50.3507
2020-10-11,50.3507
2020-10-12,51.4767
2020-10-13,48.1711
2020-10-14,46.4567
2020-10-15,48.8055
2020-10-16,50.3898
2020-10-17,50.3898
2020-10-18,50.3898
2020-10-19,49.5002
2020-10-20,51.1723
2020-10-21,51.8051
2020-10-22,54.7835
2020-10-23,56.1721
2020-10-24,56.1721
2020-10-25,56.1721
2020-10-26,56.3701
2020-10-27,51.8006
2020-10-28,48.8439
2020-10-29,49.9288
2020-10-30,50.7128
2020-10-31,50.7128
2020-11-01,50.7128
2020-11-02,52.0103
2020-11-03,54.5379
2020-11-04,47.8358
2020-11-05,50.1013
2020-11-06,47.426
2020-11-07,47.426
2020-11-08,47.426
2020-11-09,57.485
2020-11-10,59.4422
2020-11-11,56.5441
2020-11-12,54.9935
2020-11-13,56.656
2020-11-14,56.656
2020-11-15,56.656
2020-11-16,59.0213
2020-11-17,57.6302
2020-11-18,56.6062
2020-11-19,57.0355
2020-11-20,57.3843
2020-11-21,57.3843
2020-11-22,57.3843
2020-11-23,58.6182
2020-11-24,61.8231
2020-11-25,60.1521
2020-11-26,60.1521
2020-11-27,58.7475
2020-11-28,58.7475
2020-11-29,58.7475
2020-11-30,54.6319
2020-12-01,56.4337
2020-12-02,56.5357
2020-12-03,57.0731
2020-12-04,59.2901
2020-12-05,59.2901
2020-12-06,59.2901
2020-12-07,58.7432
2020-12-08,58.7774
2020-12-09,59.6088
2020-12-10,59.0951
2020-12-11,59.0161
2020-12-12,59.0161
2020-12-13,59.0161
2020-12-14,59.1291
2020-12-15,60.2801
2020-12-16,59.0118
2020-12-17,58.756
2020-12-18,56.7214
2020-12-19,56.7214
2020-12-20,56.7214
2020-12-21,54.2388
2020-12-22,53.5535
2020-12-23,56.8505
2020-12-24,56.9338
2020-12-25,56.9338
2020-12-26,56.9338
2020-12-27,56.9338
2020-12-28,57.6935
2020-12-29,56.4068
2020-12-30,56.7175
2020-12-31,57.5227
2021-01-01,57.5227
2021-01-02,57.5227
2021-01-03,57.5227
2021-01-04,55.7349
2021-01-05,56.5727
2021-01-06,63.3664
2021-01-07,63.3063
2021-01-08,59.9262
2021-01-09,59.9262
2021-01-10,59.9262
2021-01-11,60.8476
2021-01-12,61.6664
2021-01-13,60.4478
2021-01-14,61.7448
2021-01-15,60.1836
2021-01-16,60.1836
2021-01-17,60.1836
2021-01-18,60.1836
2021-01-19,60.0929
2021-01-20,58.9895
2021-01-21,55.5597
2021-01-22,58.4637
2021-01-23,58.4637
2021-01-24,58.4637
2021-01-25,58.9332
2021-01-26,55.5713
2021-01-27,50.1272
2021-01-28,50.6298
2021-01-29,49.4579
2021-01-30,49.4579
2021-01-31,49.4579
2021-02-01,50.6484
2021-02-02,52.744
2021-02-03,53.3075
2021-02-04,56.3446
2021-02-05,55.8648
2021-02-06,55.8648
2021-02-07,55.8648
2021-02-08,58.3326
2021-02-09,59.1144
2021-02-10,59.2528
2021-02-11,57.6942
2021-02-12,58.2413
2021-02-13,58.2413
2021-02-14,58.2413
2021-02-15,58.2413
2021-02-16,58.1217
2021-02-17,57.5712
2021-02-18,56.9205
2021-02-19,58.6472
2021-02-20,58.6472
2021-02-21,58.6472
2021-02-22,60.3567
2021-02-23,61.7005
2021-02-24,63.7841
2021-02-25,60.3857
2021-02-26,58.1865
2021-02-27,58.1865
2021-02-28,58.1865
2021-03-01,59.947
2021-03-02,58.7588
2021-03-03,61.302
2021-03-04,60.8055
2021-03-05,64.4201
2021-03-06,64.4201
2021-03-07,64.4201
2021-03-08,66.834
2021-03-09,64.6867
2021-03-10,65.9634
2021-03-11,65.7766
2021-03-12,67.0943
2021-03-13,67.0943
2021-03-14,67.0943
2021-03-15,60.5104
2021-03-16,57.8619
2021-03-17,57.2969
2021-03-18,59.0729
2021-03-19,60.0639
2021-03-20,60.0639
2021-03-21,60.0639
2021-03-22,57.2737
2021-03-23,55.1726
2021-03-24,55.6931
2021-03-25,58.4565
2021-03-26,60.3232
2021-03-27,60.3232
2021-03-28,60.3232
2021-03-29,57.4736
2021-03-30,58.6113
2021-03-31,56.1922
2021-04-01,56.2303
2021-04-02,56.2303
2021-04-03,56.2303
2021-04-04,56.2303
2021-04-05,55.9031
2021-04-06,55.9439
2021-04-07,53.7815
2021-04-08,54.1958
2021-04-09,54.9217
2021-04-10,54.9217
2021-04-11,54.9217
2021-04-12,55.5184
2021-04-13,52.6353
2021-04-14,54.3607
2021-04-15,53.4595
2021-04-16,54.2442
2021-04-17,54.2442
2021-04-18,54.2442
2021-04-19,53.9123
2021-04-20,50.2543
2021-04-21,52.176
2021-04-22,49.5683
2021-04-23,53.9625
2021-04-24,53.9625
2021-04-25,53.9625
2021-04-26,54.5598
2021-04-27,54.0161
2021-04-28,54.2854
2021-04-29,54.9227
2021-04-30,54.446
2021-05-01,54.446
2021-05-02,54.446
2021-05-03,55.8992
2021-05-04,55.6033
2021-05-05,55.2402
2021-05-06,57.169
2021-05-07,58.3074
2021-05-08,58.3074
2021-05-09,58.3074
2021-05-10,55.1801
2021-05-11,54.4916
2021-05-12,52.2345
2021-05-13,56.7149
2021-05-14,57.184
2021-05-15,57.184
2021-05-16,57.184
2021-05-17,57.3434
2021-05-18,56.5346
2021-05-19,55.5068
2021-05-20,54.8812
2021-05-21,56.2829
2021-05-22,56.2829
2021-05-23,56.2829
2021-05-24,55.2815
2021-05-25,51.2077
2021-05-26,53.7345
2021-05-27,55.947
2021-05-28,56.8716
2021-05-29,56.8716
2021-05-30,56.8716
2021-05-31,56.8716
2021-06-01,58.5337
2021-06-02,57.2653
2021-06-03,58.248
2021-06-04,57.6925
2021-06-05,57.6925
2021-06-06,57.6925
2021-06-07,58.7926
2021-06-08,59.3863
2021-06-09,56.8122
2021-06-10,53.9173
2021-06-11,54.0504
2021-06-12,54.0504
2021-06-13,54.0504
2021-06-14,53.0986
2021-06-15,54.9584
2021-06-16,55.2016
2021-06-17,50.2149
2021-06-18,44.3824
2021-06-19,44.3824
2021-06-20,44.3824
2021-06-21,48.4307
2021-06-22,47.0802
2021-06-23,46.767
2021-06-24,48.4321
2021-06-25,45.1286
2021-06-26,45.1286
2021-06-27,45.1286
2021-06-28,46.8936
2021-06-29,46.0219
2021-06-30,47.175
2021-07-01,47.479
2021-07-02,45.0414
2021-07-03,45.0414
2021-07-04,45.0414
2021-07-05,45.0414
2021-07-06,42.1743
2021-07-07,41.3447
2021-07-08,39.3727
2021-07-09,43.3881
2021-07-10,43.3881
2021-07-11,43.3881
2021-07-12,42.9826
2021-07-13,40.9412
2021-07-14,42.1591
2021-07-15,43.5358
2021-07-16,41.8403
2021-07-17,41.8403
2021-07-18,41.8403
2021-07-19,38.9594
2021-07-20,41.2397
2021-07-21,42.9424
2021-07-22,41.8925
2021-07-23,41.4404
2021-07-24,41.4404
2021-07-25,41.4404
2021-07-26,45.4025
2021-07-27,46.3736
2021-07-28,47.4964
2021-07-29,49.0615
2021-07-30,50.2438
2021-07-31,50.2438
2021-08-01,50.2438
2021-08-02,48.6426
2021-08-03,49.8061
2021-08-04,48.9395
2021-08-05,51.3844
2021-08-06,54.1346
2021-08-07,54.1346
2021-08-08,54.1346
2021-08-09,52.739
2021-08-10,54.7354
2021-08-11,55.966
2021-08-12,54.327
2021-08-13,53.8021
2021-08-14,53.8021
2021-08-15,53.8021
2021-08-16,53.2142
2021-08-17,51.5494
2021-08-18,50.0641
2021-08-19,49.0279
2021-08-20,51.9309
2021-08-21,51.9309
2021-08-22,51.9309
2021-08-23,52.3393
2021-08-24,52.0818
2021-08-25,51.7598
2021-08-26,51.0475
2021-08-27,54.8504
2021-08-28,54.8504
2021-08-29,54.8504
2021-08-30,52.1359
2021-08-31,52.8444
2021-09-01,53.3209
2021-09-02,53.1358
2021-09-03,52.6316
2021-09-04,52.6316
2021-09-05,52.6316
2021-09-06,52.6316
2021-09-07,51.8365
2021-09-08,49.9327
2021-09-09,49.7159
2021-09-10,48.1408
2021-09-11,48.1408
2021-09-12,48.1408
2021-09-13,48.9285
2021-09-14,47.0199
2021-09-15,48.9151
2021-09-16,46.847
2021-09-17,47.6218
2021-09-18,47.6218
2021-09-19,47.6218
2021-09-20,44.5271
2021-09-21,43.3986
2021-09-22,46.1532
2021-09-23,50.5132
2021-09-24,52.1175
2021-09-25,52.1175
2021-09-26,52.1175
2021-09-27,56.4234
2021-09-28,54.193
2021-09-29,56.275
2021-09-30,53.1025
2021-10-01,55.732
2021-10-02,55.732
2021-10-03,55.732
2021-10-04,55.1792
2021-10-05,55.8703
2021-10-06,54.4331
2021-10-07,56.4376
2021-10-08,56.4376
2021-10-09,56.4376
2021-10-10,56.4376
2021-10-11,54.4905
2021-10-12,54.3366
2021-10-13,53.0955
2021-10-14,54.5454
2021-10-15,53.907
2021-10-16,53.907
2021-10-17,53.907
2021-10-18,52.3538
2021-10-19,53.0956
2021-10-20,55.4155
2021-10-21,54.7486
2021-10-22,57.6488
2021-10-23,57.6488
2021-10-24,57.6488
2021-10-25,57.9025
2021-10-26,55.4949
2021-10-27,51.2729
2021-10-28,53.1707
2021-10-29,53.0777
2021-10-30,53.0777
2021-10-31,53.0777
2021-11-01,57.0645
2021-11-02,54.7074
2021-11-03,57.5605
2021-11-04,55.242
2021-11-05,58.4538
2021-11-06,58.4538
2021-11-07,58.4538
2021-11-08,58.3923
2021-11-09,58.6175
2021-11-10,58.71
2021-11-11,59.0647
2021-11-12,57.0042
2021-11-13,57.0042
2021-11-14,57.0042
2021-11-15,57.3073
2021-11-16,56.2812
2021-11-17,55.4256
2021-11-18,56.1157
2021-11-19,53.2179
2021-11-20,53.2179
2021-11-21,53.2179
2021-11-22,54.8084
2021-11-23,57.2007
2021-11-24,54.7418
2021-11-25,54.7418
2021-11-26,45.8349
2021-11-27,45.8349
2021-11-28,45.8349
2021-11-29,45.7866
2021-11-30,44.6426
2021-12-01,45.0955
2021-12-02,50.0812
2021-12-03,48.2873
2021-12-04,48.2873
2021-12-05,48.2873
2021-12-06,51.0349
2021-12-07,48.4236
2021-12-08,49.3516
2021-12-09,47.5329
2021-12-10,48.3052
2021-12-11,48.3052
2021-12-12,48.3052
2021-12-13,47.8032
2021-12-14,49.8001
2021-12-15,50.7224
2021-12-16,52.0758
2021-12-17,49.3524
2021-12-18,49.3524
2021-12-19,49.3524
2021-12-20,47.179
2021-12-21,49.9622
2021-12-22,50.4763
2021-12-23,51.023
2021-12-24,51.023
2021-12-25,51.023
2021-12-26,51.023
2021-12-27,52.3445
2021-12-28,52.0313
2021-12-29,52.6179
2021-12-30,51.6379
2021-12-31,54.0778
2022-01-01,54.0778
2022-01-02,54.0778
2022-01-03,55.0825
2022-01-04,56.8599
2022-01-05,57.7371
2022-01-06,60.8695
2022-01-07,60.1625
2022-01-08,60.1625
2022-01-09,60.1625
2022-01-10,59.9224
2022-01-11,58.6093
2022-01-12,57.6126
2022-01-13,59.2681
2022-01-14,60.321
2022-01-15,60.321
2022-01-16,60.321
2022-01-17,60.321
2022-01-18,57.5243
2022-01-19,55.8826
2022-01-20,52.6173
2022-01-21,47.8952
2022-01-22,47.8952
2022-01-23,47.8952
2022-01-24,54.3086
2022-01-25,53.6099
2022-01-26,52.0123
2022-01-27,49.1583
2022-01-28,49.1838
2022-01-29,49.1838
2022-01-30,49.1838
2022-01-31,51.0402
2022-02-01,51.1161
2022-02-02,49.7074
2022-02-03,50.0299
2022-02-04,50.5765
2022-02-05,50.5765
2022-02-06,50.5765
2022-02-07,51.2151
2022-02-08,54.1719
2022-02-09,49.9666
2022-02-10,49.0414
2022-02-11,49.5385
2022-02-12,49.5385
2022-02-13,49.5385
2022-02-14,48.5319
2022-02-15,51.2201
2022-02-16,51.651
2022-02-17,49.5293
2022-02-18,50.3175
2022-02-19,50.3175
2022-02-20,50.3175
2022-02-21,50.3175
2022-02-22,49.4895
2022-02-23,49.2581
2022-02-24,45.2889
2022-02-25,48.8472
2022-02-26,48.8472
2022-02-27,48.8472
2022-02-28,47.6289
2022-03-01,42.6745
2022-03-02,47.8276
2022-03-03,49.3401
2022-03-04,47.4057
2022-03-05,47.4057
2022-03-06,47.4057
2022-03-07,46.209
2022-03-08,46.8635
2022-03-09,48.2193
2022-03-10,48.9449
2022-03-11,49.9046
2022-03-12,49.9046
2022-03-13,49.9046
2022-03-14,51.3367
2022-03-15,51.2285
2022-03-16,53.0213
2022-03-17,51.6739
2022-03-18,49.4789
2022-03-19,49.4789
2022-03-20,49.4789
2022-03-21,48.531
2022-03-22,50.2031
2022-03-23,46.896
2022-03-24,46.8461
2022-03-25,49.3804
2022-03-26,49.3804
2022-03-27,49.3804
2022-03-28,47.8
2022-03-29,49.4729
2022-03-30,44.7103
2022-03-31,43.8853
2022-04-01,44.2877
2022-04-02,44.2877
2022-04-03,44.2877
2022-04-04,42.5733
2022-04-05,41.673
2022-04-06,40.6535
2022-04-07,39.65
2022-04-08,38.5403
2022-04-09,38.5403
2022-04-10,38.5403
2022-04-11,39.1058
2022-04-12,38.7156
2022-04-13,40.2573
2022-04-14,40.4295
2022-04-15,40.4295
2022-04-16,40.4295
2022-04-17,40.4295
2022-04-18,41.5454
2022-04-19,45.1335
2022-04-20,47.8618
2022-04-21,48.6629
2022-04-22,46.3698
2022-04-23,46.3698
2022-04-24,46.3698
2022-04-25,47.5269
2022-04-26,44.5196
2022-04-27,42.1448
2022-04-28,43.2209
2022-04-29,40.3228
2022-04-30,40.3228
2022-05-01,40.3228
2022-05-02,40.0803
2022-05-03,41.8244
2022-05-04,45.0994
2022-05-05,44.025
2022-05-06,43.2498
2022-05-07,43.2498
2022-05-08,43.2498
2022-05-09,45.4244
2022-05-10,45.0418
2022-05-11,45.0156
2022-05-12,45.6682
2022-05-13,43.2269
2022-05-14,43.2269
2022-05-15,43.2269
2022-05-16,42.6627
2022-05-17,45.8214
2022-05-18,44.8528
2022-05-19,43.6335
2022-05-20,45.0446
2022-05-21,45.0446
2022-05-22,45.0446
2022-05-23,48.1157
2022-05-24,48.8245
2022-05-25,49.137
2022-05-26,50.2988
2022-05-27,51.9556
2022-05-28,51.9556
2022-05-29,51.9556
2022-05-30,51.9556
2022-05-31,54.8396
2022-06-01,54.5685
2022-06-02,55.7287
2022-06-03,55.5855
2022-06-04,55.5855
2022-06-05,55.5855
2022-06-06,57.7752
2022-06-07,58.3203
2022-06-08,53.3999
2022-06-09,50.6452
2022-06-10,48.769
2022-06-11,48.769
2022-06-12,48.769
2022-06-13,47.8521
2022-06-14,48.5939
2022-06-15,47.7987
2022-06-16,46.4089
2022-06-17,46.6878
2022-06-18,46.6878
2022-06-19,46.6878
2022-06-20,46.6878
2022-06-21,49.5401
2022-06-22,49.3127
2022-06-23,46.8945
2022-06-24,52.8435
2022-06-25,52.8435
2022-06-26,52.8435
2022-06-27,50.7583
2022-06-28,50.7583
2022-06-29,48.9682
2022-06-30,49.0963
2022-07-01,51.157
2022-07-02,51.157
2022-07-03,51.157
2022-07-04,51.157
2022-07-05,49.8404
2022-07-06,48.8881
2022-07-07,48.5999
2022-07-08,47.695
2022-07-09,47.695
2022-07-10,47.695
2022-07-11,48.6834
2022-07-12,46.8831
2022-07-13,43.7489
2022-07-14,42.3555
2022-07-15,45.3679
2022-07-16,45.3679
2022-07-17,45.3679
2022-07-18,46.3582
2022-07-19,49.2149
2022-07-20,49.3146
2022-07-21,48.9171
2022-07-22,52.697
2022-07-23,52.697
2022-07-24,52.697
2022-07-25,55.7319
2022-07-26,58.9093
2022-07-27,58.6914
2022-07-28,58.062
2022-07-29,58.1712
2022-07-30,58.1712
2022-07-31,58.1712
2022-08-01,59.0592
2022-08-02,55.876
2022-08-03,56.2289
2022-08-04,55.6154
2022-08-05,56.0494
2022-08-06,56.0494
2022-08-07,56.0494
2022-08-08,56.396
2022-08-09,57.6217
2022-08-10,59.3493
2022-08-11,60.6591
2022-08-12,62.3598
2022-08-13,62.3598
2022-08-14,62.3598
2022-08-15,63.4842
2022-08-16,65.442
2022-08-17,65.4917
2022-08-18,65.7466
2022-08-19,66.2367
2022-08-20,66.2367
2022-08-21,66.2367
2022-08-22,62.8577
2022-08-23,57.6948
2022-08-24,55.7513
2022-08-25,57.3908
2022-08-26,55.1187
2022-08-27,55.1187
2022-08-28,55.1187
2022-08-29,51.841
2022-08-30,51.5885
2022-08-31,49.4532
2022-09-01,49.7757
2022-09-02,48.9146
2022-09-03,48.9146
2022-09-04,48.9146
2022-09-05,48.9146
2022-09-06,47.9842
2022-09-07,51.0931
2022-09-08,51.4505
2022-09-09,53.0476
2022-09-10,53.0476
2022-09-11,53.0476
2022-09-12,54.3927
2022-09-13,49.2301
2022-09-14,50.1174
2022-09-15,51.5198
2022-09-16,53.2203
2022-09-17,53.2203
2022-09-18,53.2203
2022-09-19,56.1483
2022-09-20,55.873
2022-09-21,54.4528
2022-09-22,51.4821
2022-09-23,50.757
2022-09-24,50.757
2022-09-25,50.757
2022-09-26,50.6463
2022-09-27,47.8398
2022-09-28,49.7953
2022-09-29,47.009
2022-09-30,45.576
2022-10-01,45.576
2022-10-02,45.576
2022-10-03,49.2836
2022-10-04,53.5519
2022-10-05,52.2188
2022-10-06,52.2818
2022-10-07,49.9967
2022-10-08,49.9967
2022-10-09,49.9967
2022-10-10,51.311
2022-10-11,51.3771
2022-10-12,51.4453
2022-10-13,59.3736
2022-10-14,55.9317
2022-10-15,55.9317
2022-10-16,55.9317
2022-10-17,59.4091
2022-10-18,58.86
2022-10-19,59.3699
2022-10-20,54.8489
2022-10-21,66.6008
2022-10-22,66.6008
2022-10-23,66.6008
2022-10-24,68.9314
2022-10-25,70.2727
2022-10-26,70.721
2022-10-27,68.2085
2022-10-28,68.9732
2022-10-29,68.9732
2022-10-30,68.9732
2022-10-31,68.3135
2022-11-01,69.0647
2022-11-02,64.3314
2022-11-03,61.7117
2022-11-04,64.0534
2022-11-05,64.0534
2022-11-06,64.0534
2022-11-07,64.2644
2022-11-08,62.4758
2022-11-09,61.378
2022-11-10,65.1621
2022-11-11,59.8623
2022-11-12,59.8623
2022-11-13,59.8623
2022-11-14,59.7449
2022-11-15,60.7487
2022-11-16,59.963
2022-11-17,59.6637
2022-11-18,59.8537
2022-11-19,59.8537
2022-11-20,59.8537
2022-11-21,59.9602
2022-11-22,59.7962
2022-11-23,58.3379
2022-11-24,58.3379
2022-11-25,59.0206
2022-11-26,59.0206
2022-11-27,59.0206
2022-11-28,56.8987
2022-11-29,56.6252
2022-11-30,58.503
2022-12-01,56.6625
2022-12-02,56.4121
2022-12-03,56.4121
2022-12-04,56.4121
2022-12-05,51.8803
2022-12-06,52.0425
2022-12-07,50.7531
2022-12-08,50.1234
2022-12-09,50.4793
2022-12-10,50.4793
2022-12-11,50.4793
2022-12-12,51.0728
2022-12-13,52.5063
2022-12-14,50.9349
2022-12-15,47.916
2022-12-16,47.4893
2022-12-17,47.4893
2022-12-18,47.4893
2022-12-19,48.5488
2022-12-20,48.4689
2022-12-21,50.4101
2022-12-22,50.5497
2022-12-23,51.1193
2022-12-24,51.1193
2022-12-25,51.1193
2022-12-26,51.1193
2022-12-27,50.31
2022-12-28,48.3736
2022-12-29,48.9587
2022-12-30,47.6933
2022-12-31,47.6933
2023-01-01,47.6933
2023-01-02,47.6933
2023-01-03,46.7628
2023-01-04,46.7964
2023-01-05,44.7816
2023-01-06,50.3283
2023-01-07,50.3283
2023-01-08,50.3283
2023-01-09,45.1243
2023-01-10,46.7558
2023-01-11,46.9338
2023-01-12,49.9357
2023-01-13,50.1601
2023-01-14,50.1601
2023-01-15,50.1601
2023-01-16,50.1601
2023-01-17,48.8302
2023-01-18,44.4703
2023-01-19,42.5296
2023-01-20,34.8675
2023-01-21,34.8675
2023-01-22,34.8675
2023-01-23,39.5264
2023-01-24,39.8727
2023-01-25,38.4532
2023-01-26,39.1176
2023-01-27,40.1205
2023-01-28,40.1205
2023-01-29,40.1205
2023-01-30,40.5706
2023-01-31,42.8751
2023-02-01,43.6647
2023-02-02,45.5441
2023-02-03,48.143
2023-02-04,48.143
2023-02-05,48.143
2023-02-06,46.9944
2023-02-07,47.9451
2023-02-08,46.6127
2023-02-09,45.4215
2023-02-10,45.477
2023-02-11,45.477
2023-02-12,45.477
2023-02-13,46.6267
2023-02-14,44.7917
2023-02-15,46.1026
2023-02-16,45.712
2023-02-17,47.1872
2023-02-18,47.1872
2023-02-19,47.1872
2023-02-20,47.1872
2023-02-21,45.0043
2023-02-22,44.7851
2023-02-23,45.6073
2023-02-24,45.6073
2023-02-25,45.6073
2023-02-26,45.6073
2023-02-27,46.8617
2023-02-28,46.8617
2023-03-01,46.1218
2023-03-02,45.6912
2023-03-03,46.8546
2023-03-04,46.8546
2023-03-05,46.8546
2023-03-06,46.133
2023-03-07,45.4392
2023-03-08,44.3005
2023-03-09,39.2172
2023-03-10,40.1519
2023-03-11,40.1519
2023-03-12,40.1519
2023-03-13,37.8403
2023-03-14,40.3209
2023-03-15,39.3984
2023-03-16,45.046
2023-03-17,38.0817
2023-03-18,38.0817
2023-03-19,38.0817
