,FLIC US Equity
2020-05-29,47.6517
2020-05-30,47.6517
2020-05-31,47.6517
2020-06-01,48.6028
2020-06-02,48.4889
2020-06-03,51.041
2020-06-04,51.2444
2020-06-05,53.8779
2020-06-06,53.8779
2020-06-07,53.8779
2020-06-08,55.0658
2020-06-09,54.0833
2020-06-10,50.5096
2020-06-11,45.8494
2020-06-12,47.7733
2020-06-13,47.7733
2020-06-14,47.7733
2020-06-15,47.4825
2020-06-16,49.4228
2020-06-17,46.68
2020-06-18,47.5857
2020-06-19,47.8811
2020-06-20,47.8811
2020-06-21,47.8811
2020-06-22,49.1558
2020-06-23,48.4572
2020-06-24,47.5164
2020-06-25,50.4281
2020-06-26,51.1829
2020-06-27,51.1829
2020-06-28,51.1829
2020-06-29,50.6004
2020-06-30,51.0854
2020-07-01,48.238
2020-07-02,48.4299
2020-07-03,48.4299
2020-07-04,48.4299
2020-07-05,48.4299
2020-07-06,48.9195
2020-07-07,47.0407
2020-07-08,45.3083
2020-07-09,43.4531
2020-07-10,45.4269
2020-07-11,45.4269
2020-07-12,45.4269
2020-07-13,46.8953
2020-07-14,46.4089
2020-07-15,48.8442
2020-07-16,48.9793
2020-07-17,47.6449
2020-07-18,47.6449
2020-07-19,47.6449
2020-07-20,46.9033
2020-07-21,49.2143
2020-07-22,48.0819
2020-07-23,48.5144
2020-07-24,47.1597
2020-07-25,47.1597
2020-07-26,47.1597
2020-07-27,46.2249
2020-07-28,46.1911
2020-07-29,48.1534
2020-07-30,48.0447
2020-07-31,48.7236
2020-08-01,48.7236
2020-08-02,48.7236
2020-08-03,48.9266
2020-08-04,48.9266
2020-08-05,49.652
2020-08-06,49.481
2020-08-07,52.6059
2020-08-08,52.6059
2020-08-09,52.6059
2020-08-10,54.5325
2020-08-11,55.2619
2020-08-12,55.4565
2020-08-13,53.6231
2020-08-14,54.2409
2020-08-15,54.2409
2020-08-16,54.2409
2020-08-17,54.3666
2020-08-18,51.6733
2020-08-19,52.0309
2020-08-20,51.1981
2020-08-21,51.4346
2020-08-22,51.4346
2020-08-23,51.4346
2020-08-24,54.1036
2020-08-25,53.3712
2020-08-26,50.2073
2020-08-27,51.2977
2020-08-28,49.7302
2020-08-29,49.7302
2020-08-30,49.7302
2020-08-31,49.1237
2020-09-01,49.4046
2020-09-02,50.0273
2020-09-03,50.7587
2020-09-04,50.918
2020-09-05,50.918
2020-09-06,50.918
2020-09-07,50.918
2020-09-08,47.7246
2020-09-09,45.7935
2020-09-10,45.7935
2020-09-11,46.3298
2020-09-12,46.3298
2020-09-13,46.3298
2020-09-14,46.6935
2020-09-15,46.101
2020-09-16,47.7231
2020-09-17,47.7231
2020-09-18,49.4756
2020-09-19,49.4756
2020-09-20,49.4756
2020-09-21,48.1632
2020-09-22,44.9142
2020-09-23,43.2992
2020-09-24,43.5025
2020-09-25,45.2628
2020-09-26,45.2628
2020-09-27,45.2628
2020-09-28,47.0355
2020-09-29,47.8126
2020-09-30,47.4525
2020-10-01,47.5886
2020-10-02,49.6788
2020-10-03,49.6788
2020-10-04,49.6788
2020-10-05,53.8546
2020-10-06,55.5926
2020-10-07,59.1834
2020-10-08,58.5537
2020-10-09,56.5595
2020-10-10,56.5595
2020-10-11,56.5595
2020-10-12,58.0379
2020-10-13,53.9711
2020-10-14,51.8752
2020-10-15,54.3048
2020-10-16,54.516
2020-10-17,54.516
2020-10-18,54.516
2020-10-19,54.9467
2020-10-20,55.2209
2020-10-21,55.1514
2020-10-22,55.6704
2020-10-23,56.707
2020-10-24,56.707
2020-10-25,56.707
2020-10-26,54.7925
2020-10-27,50.9593
2020-10-28,48.5738
2020-10-29,49.4752
2020-10-30,49.5406
2020-10-31,49.5406
2020-11-01,49.5406
2020-11-02,49.0809
2020-11-03,50.5721
2020-11-04,46.4172
2020-11-05,49.5816
2020-11-06,46.6151
2020-11-07,46.6151
2020-11-08,46.6151
2020-11-09,54.4042
2020-11-10,57.8609
2020-11-11,57.8004
2020-11-12,55.9269
2020-11-13,56.4451
2020-11-14,56.4451
2020-11-15,56.4451
2020-11-16,58.3341
2020-11-17,61.0612
2020-11-18,60.4853
2020-11-19,60.0944
2020-11-20,56.9833
2020-11-21,56.9833
2020-11-22,56.9833
2020-11-23,57.0771
2020-11-24,61.4678
2020-11-25,59.4136
2020-11-26,59.4136
2020-11-27,57.8972
2020-11-28,57.8972
2020-11-29,57.8972
2020-11-30,52.974
2020-12-01,54.8255
2020-12-02,56.3014
2020-12-03,56.1896
2020-12-04,58.9689
2020-12-05,58.9689
2020-12-06,58.9689
2020-12-07,57.5386
2020-12-08,58.1269
2020-12-09,57.3634
2020-12-10,57.6731
2020-12-11,55.47
2020-12-12,55.47
2020-12-13,55.47
2020-12-14,56.4013
2020-12-15,58.1662
2020-12-16,59.2599
2020-12-17,58.9411
2020-12-18,55.7163
2020-12-19,55.7163
2020-12-20,55.7163
2020-12-21,53.6154
2020-12-22,52.0915
2020-12-23,54.7524
2020-12-24,55.3228
2020-12-25,55.3228
2020-12-26,55.3228
2020-12-27,55.3228
2020-12-28,56.3197
2020-12-29,54.2333
2020-12-30,54.2333
2020-12-31,54.3883
2021-01-01,54.3883
2021-01-02,54.3883
2021-01-03,54.3883
2021-01-04,53.0864
2021-01-05,53.7409
2021-01-06,58.6633
2021-01-07,58.5331
2021-01-08,56.376
2021-01-09,56.376
2021-01-10,56.376
2021-01-11,55.988
2021-01-12,57.5498
2021-01-13,56.5454
2021-01-14,57.9621
2021-01-15,56.5321
2021-01-16,56.5321
2021-01-17,56.5321
2021-01-18,56.5321
2021-01-19,55.52
2021-01-20,55.7386
2021-01-21,50.9467
2021-01-22,53.3038
2021-01-23,53.3038
2021-01-24,53.3038
2021-01-25,52.4961
2021-01-26,49.7942
2021-01-27,46.8039
2021-01-28,48.6357
2021-01-29,46.4474
2021-01-30,46.4474
2021-01-31,46.4474
2021-02-01,48.3247
2021-02-02,50.7258
2021-02-03,50.1651
2021-02-04,53.0131
2021-02-05,52.1979
2021-02-06,52.1979
2021-02-07,52.1979
2021-02-08,55.5324
2021-02-09,56.7616
2021-02-10,55.8404
2021-02-11,53.9679
2021-02-12,54.6279
2021-02-13,54.6279
2021-02-14,54.6279
2021-02-15,54.6279
2021-02-16,56.2262
2021-02-17,56.5724
2021-02-18,54.4103
2021-02-19,54.9343
2021-02-20,54.9343
2021-02-21,54.9343
2021-02-22,58.1214
2021-02-23,57.2059
2021-02-24,58.3688
2021-02-25,55.6941
2021-02-26,54.0688
2021-02-27,54.0688
2021-02-28,54.0688
2021-03-01,57.1997
2021-03-02,56.0086
2021-03-03,58.0536
2021-03-04,58.1005
2021-03-05,60.084
2021-03-06,60.084
2021-03-07,60.084
2021-03-08,64.2748
2021-03-09,61.1512
2021-03-10,62.8626
2021-03-11,62.5388
2021-03-12,64.0707
2021-03-13,64.0707
2021-03-14,64.0707
2021-03-15,61.564
2021-03-16,58.8127
2021-03-17,59.4861
2021-03-18,60.077
2021-03-19,61.2869
2021-03-20,61.2869
2021-03-21,61.2869
2021-03-22,57.0902
2021-03-23,53.6791
2021-03-24,55.1339
2021-03-25,56.5884
2021-03-26,59.1615
2021-03-27,59.1615
2021-03-28,59.1615
2021-03-29,58.8704
2021-03-30,59.8114
2021-03-31,60.9759
2021-04-01,61.0162
2021-04-02,61.0162
2021-04-03,61.0162
2021-04-04,61.0162
2021-04-05,63.2906
2021-04-06,62.2541
2021-04-07,60.5862
2021-04-08,61.1658
2021-04-09,62.5493
2021-04-10,62.5493
2021-04-11,62.5493
2021-04-12,62.3466
2021-04-13,59.1093
2021-04-14,59.9436
2021-04-15,60.7288
2021-04-16,59.9187
2021-04-17,59.9187
2021-04-18,59.9187
2021-04-19,57.728
2021-04-20,56.3082
2021-04-21,57.536
2021-04-22,55.7846
2021-04-23,57.9428
2021-04-24,57.9428
2021-04-25,57.9428
2021-04-26,56.8981
2021-04-27,56.5684
2021-04-28,56.2313
2021-04-29,56.7643
2021-04-30,56.409
2021-05-01,56.409
2021-05-02,56.409
2021-05-03,58.9603
2021-05-04,59.7722
2021-05-05,60.8245
2021-05-06,62.515
2021-05-07,61.9618
2021-05-08,61.9618
2021-05-09,61.9618
2021-05-10,63.1194
2021-05-11,62.4639
2021-05-12,61.3922
2021-05-13,65.7005
2021-05-14,65.8718
2021-05-15,65.8718
2021-05-16,65.8718
2021-05-17,66.6893
2021-05-18,64.7472
2021-05-19,60.5443
2021-05-20,59.1211
2021-05-21,59.4326
2021-05-22,59.4326
2021-05-23,59.4326
2021-05-24,58.2839
2021-05-25,53.7025
2021-05-26,54.8498
2021-05-27,56.9468
2021-05-28,56.9468
2021-05-29,56.9468
2021-05-30,56.9468
2021-05-31,56.9468
2021-06-01,56.4302
2021-06-02,53.8317
2021-06-03,54.964
2021-06-04,54.0972
2021-06-05,54.0972
2021-06-06,54.0972
2021-06-07,54.9545
2021-06-08,56.2233
2021-06-09,56.1454
2021-06-10,54.2782
2021-06-11,53.9688
2021-06-12,53.9688
2021-06-13,53.9688
2021-06-14,53.0305
2021-06-15,54.5297
2021-06-16,56.4264
2021-06-17,50.7616
2021-06-18,43.1698
2021-06-19,43.1698
2021-06-20,43.1698
2021-06-21,47.5174
2021-06-22,45.2528
2021-06-23,43.5549
2021-06-24,45.9017
2021-06-25,46.4472
2021-06-26,46.4472
2021-06-27,46.4472
2021-06-28,47.1215
2021-06-29,48.4638
2021-06-30,48.1763
2021-07-01,48.7426
2021-07-02,47.9003
2021-07-03,47.9003
2021-07-04,47.9003
2021-07-05,47.9003
2021-07-06,46.6495
2021-07-07,45.4115
2021-07-08,43.7528
2021-07-09,48.0822
2021-07-10,48.0822
2021-07-11,48.0822
2021-07-12,48.5305
2021-07-13,47.3818
2021-07-14,48.9604
2021-07-15,50.0583
2021-07-16,50.5758
2021-07-17,50.5758
2021-07-18,50.5758
2021-07-19,47.163
2021-07-20,51.142
2021-07-21,52.2636
2021-07-22,49.7751
2021-07-23,51.8503
2021-07-24,51.8503
2021-07-25,51.8503
2021-07-26,52.6028
2021-07-27,52.1488
2021-07-28,53.0471
2021-07-29,54.6328
2021-07-30,51.6266
2021-07-31,51.6266
2021-08-01,51.6266
2021-08-02,48.6134
2021-08-03,49.9696
2021-08-04,49.4784
2021-08-05,52.0969
2021-08-06,55.6371
2021-08-07,55.6371
2021-08-08,55.6371
2021-08-09,54.1494
2021-08-10,55.3313
2021-08-11,55.7603
2021-08-12,54.7406
2021-08-13,53.0674
2021-08-14,53.0674
2021-08-15,53.0674
2021-08-16,52.3392
2021-08-17,50.8943
2021-08-18,49.3566
2021-08-19,48.6595
2021-08-20,49.0654
2021-08-21,49.0654
2021-08-22,49.0654
2021-08-23,49.8179
2021-08-24,49.068
2021-08-25,49.5677
2021-08-26,47.5014
2021-08-27,50.6244
2021-08-28,50.6244
2021-08-29,50.6244
2021-08-30,48.1336
2021-08-31,48.4174
2021-09-01,46.7628
2021-09-02,45.2279
2021-09-03,44.5348
2021-09-04,44.5348
2021-09-05,44.5348
2021-09-06,44.5348
2021-09-07,44.5348
2021-09-08,40.9904
2021-09-09,40.6443
2021-09-10,39.4383
2021-09-11,39.4383
2021-09-12,39.4383
2021-09-13,41.1584
2021-09-14,38.3946
2021-09-15,41.8566
2021-09-16,40.9497
2021-09-17,43.0248
2021-09-18,43.0248
2021-09-19,43.0248
2021-09-20,41.6279
2021-09-21,40.3298
2021-09-22,41.7991
2021-09-23,45.5012
2021-09-24,48.4014
2021-09-25,48.4014
2021-09-26,48.4014
2021-09-27,52.3667
2021-09-28,50.4269
2021-09-29,49.9168
2021-09-30,48.5206
2021-10-01,50.7241
2021-10-02,50.7241
2021-10-03,50.7241
2021-10-04,50.396
2021-10-05,50.9215
2021-10-06,50.8519
2021-10-07,51.5443
2021-10-08,52.3089
2021-10-09,52.3089
2021-10-10,52.3089
2021-10-11,50.2222
2021-10-12,48.9243
2021-10-13,48.5636
2021-10-14,50.3068
2021-10-15,50.3068
2021-10-16,50.3068
2021-10-17,50.3068
2021-10-18,48.9934
2021-10-19,48.0021
2021-10-20,48.8261
2021-10-21,47.2761
2021-10-22,47.7905
2021-10-23,47.7905
2021-10-24,47.7905
2021-10-25,48.2259
2021-10-26,47.9775
2021-10-27,44.3543
2021-10-28,45.1002
2021-10-29,46.4009
2021-10-30,46.4009
2021-10-31,46.4009
2021-11-01,49.9085
2021-11-02,52.2521
2021-11-03,53.9431
2021-11-04,53.0595
2021-11-05,58.6014
2021-11-06,58.6014
2021-11-07,58.6014
2021-11-08,58.511
2021-11-09,59.2911
2021-11-10,59.8122
2021-11-11,60.5949
2021-11-12,57.8741
2021-11-13,57.8741
2021-11-14,57.8741
2021-11-15,58.3577
2021-11-16,57.1934
2021-11-17,57.0952
2021-11-18,55.7099
2021-11-19,55.8681
2021-11-20,55.8681
2021-11-21,55.8681
2021-11-22,59.4639
2021-11-23,61.1685
2021-11-24,58.23
2021-11-25,58.23
2021-11-26,49.2073
2021-11-27,49.2073
2021-11-28,49.2073
2021-11-29,48.1259
2021-11-30,49.279
2021-12-01,50.2701
2021-12-02,55.7107
2021-12-03,54.9238
2021-12-04,54.9238
2021-12-05,54.9238
2021-12-06,55.4446
2021-12-07,53.4484
2021-12-08,53.0531
2021-12-09,54.1748
2021-12-10,52.7092
2021-12-11,52.7092
2021-12-12,52.7092
2021-12-13,55.7373
2021-12-14,52.7965
2021-12-15,54.4754
2021-12-16,53.7632
2021-12-17,50.0062
2021-12-18,50.0062
2021-12-19,50.0062
2021-12-20,48.2618
2021-12-21,48.4849
2021-12-22,48.9404
2021-12-23,49.9327
2021-12-24,49.9327
2021-12-25,49.9327
2021-12-26,49.9327
2021-12-27,53.4592
2021-12-28,54.3419
2021-12-29,53.6137
2021-12-30,53.0418
2021-12-31,52.2186
2022-01-01,52.2186
2022-01-02,52.2186
2022-01-03,54.0624
2022-01-04,53.9753
2022-01-05,55.2417
2022-01-06,59.1412
2022-01-07,59.1412
2022-01-08,59.1412
2022-01-09,59.1412
2022-01-10,56.9969
2022-01-11,55.1096
2022-01-12,56.459
2022-01-13,57.3661
2022-01-14,57.9242
2022-01-15,57.9242
2022-01-16,57.9242
2022-01-17,57.9242
2022-01-18,56.9601
2022-01-19,52.4451
2022-01-20,48.1785
2022-01-21,48.3396
2022-01-22,48.3396
2022-01-23,48.3396
2022-01-24,53.0895
2022-01-25,55.5078
2022-01-26,51.9667
2022-01-27,51.2317
2022-01-28,48.3323
2022-01-29,48.3323
2022-01-30,48.3323
2022-01-31,52.9052
2022-02-01,52.834
2022-02-02,51.9666
2022-02-03,54.2953
2022-02-04,53.771
2022-02-05,53.771
2022-02-06,53.771
2022-02-07,54.3573
2022-02-08,57.1671
2022-02-09,51.8142
2022-02-10,52.8159
2022-02-11,53.8093
2022-02-12,53.8093
2022-02-13,53.8093
2022-02-14,54.2453
2022-02-15,55.9059
2022-02-16,56.1498
2022-02-17,54.588
2022-02-18,56.8832
2022-02-19,56.8832
2022-02-20,56.8832
2022-02-21,56.8832
2022-02-22,54.5698
2022-02-23,51.5344
2022-02-24,47.0246
2022-02-25,51.9916
2022-02-26,51.9916
2022-02-27,51.9916
2022-02-28,49.8172
2022-03-01,44.7607
2022-03-02,48.4463
2022-03-03,49.747
2022-03-04,47.7229
2022-03-05,47.7229
2022-03-06,47.7229
2022-03-07,47.7229
2022-03-08,46.5282
2022-03-09,47.5904
2022-03-10,45.8121
2022-03-11,45.3992
2022-03-12,45.3992
2022-03-13,45.3992
2022-03-14,47.9473
2022-03-15,45.9735
2022-03-16,45.6582
2022-03-17,44.3982
2022-03-18,44.0315
2022-03-19,44.0315
2022-03-20,44.0315
2022-03-21,45.1034
2022-03-22,44.6063
2022-03-23,41.8494
2022-03-24,43.5162
2022-03-25,44.2736
2022-03-26,44.2736
2022-03-27,44.2736
2022-03-28,43.4517
2022-03-29,44.3774
2022-03-30,42.2318
2022-03-31,40.3681
2022-04-01,42.3423
2022-04-02,42.3423
2022-04-03,42.3423
2022-04-04,40.6907
2022-04-05,40.8399
2022-04-06,40.9168
2022-04-07,38.8289
2022-04-08,38.2733
2022-04-09,38.2733
2022-04-10,38.2733
2022-04-11,39.3345
2022-04-12,39.5825
2022-04-13,40.5874
2022-04-14,39.5662
2022-04-15,39.5662
2022-04-16,39.5662
2022-04-17,39.5662
2022-04-18,39.2259
2022-04-19,41.1461
2022-04-20,42.429
2022-04-21,41.4324
2022-04-22,40.8126
2022-04-23,40.8126
2022-04-24,40.8126
2022-04-25,38.6022
2022-04-26,37.578
2022-04-27,35.7258
2022-04-28,38.9312
2022-04-29,30.9117
2022-04-30,30.9117
2022-05-01,30.9117
2022-05-02,36.2386
2022-05-03,39.3913
2022-05-04,40.8043
2022-05-05,40.204
2022-05-06,40.1101
2022-05-07,40.1101
2022-05-08,40.1101
2022-05-09,43.9052
2022-05-10,41.9883
2022-05-11,43.8733
2022-05-12,43.5202
2022-05-13,42.6577
2022-05-14,42.6577
2022-05-15,42.6577
2022-05-16,43.6766
2022-05-17,46.6821
2022-05-18,43.8411
2022-05-19,41.6556
2022-05-20,43.4067
2022-05-21,43.4067
2022-05-22,43.4067
2022-05-23,44.3033
2022-05-24,45.5776
2022-05-25,45.3629
2022-05-26,46.4076
2022-05-27,47.1911
2022-05-28,47.1911
2022-05-29,47.1911
2022-05-30,47.1911
2022-05-31,49.422
2022-06-01,49.1154
2022-06-02,51.2434
2022-06-03,48.4099
2022-06-04,48.4099
2022-06-05,48.4099
2022-06-06,49.905
2022-06-07,47.9869
2022-06-08,47.4562
2022-06-09,46.0513
2022-06-10,46.257
2022-06-11,46.257
2022-06-12,46.257
2022-06-13,43.8359
2022-06-14,43.3332
2022-06-15,44.6467
2022-06-16,42.876
2022-06-17,43.0268
2022-06-18,43.0268
2022-06-19,43.0268
2022-06-20,43.0268
2022-06-21,43.6425
2022-06-22,42.5717
2022-06-23,41.8054
2022-06-24,44.8843
2022-06-25,44.8843
2022-06-26,44.8843
2022-06-27,43.4218
2022-06-28,44.9677
2022-06-29,43.1388
2022-06-30,42.3081
2022-07-01,44.4425
2022-07-02,44.4425
2022-07-03,44.4425
2022-07-04,44.4425
2022-07-05,45.9741
2022-07-06,45.2006
2022-07-07,44.6183
2022-07-08,43.2104
2022-07-09,43.2104
2022-07-10,43.2104
2022-07-11,44.7674
2022-07-12,45.0953
2022-07-13,42.3966
2022-07-14,40.9139
2022-07-15,44.0352
2022-07-16,44.0352
2022-07-17,44.0352
2022-07-18,43.9055
2022-07-19,46.2789
2022-07-20,46.3599
2022-07-21,46.5266
2022-07-22,48.1925
2022-07-23,48.1925
2022-07-24,48.1925
2022-07-25,49.8099
2022-07-26,52.2027
2022-07-27,53.3892
2022-07-28,50.6266
2022-07-29,51.0122
2022-07-30,51.0122
2022-07-31,51.0122
2022-08-01,55.7333
2022-08-02,58.196
2022-08-03,57.0181
2022-08-04,55.0423
2022-08-05,55.5074
2022-08-06,55.5074
2022-08-07,55.5074
2022-08-08,56.7636
2022-08-09,58.7908
2022-08-10,58.8531
2022-08-11,60.5811
2022-08-12,61.9393
2022-08-13,61.9393
2022-08-14,61.9393
2022-08-15,60.7161
2022-08-16,61.7967
2022-08-17,60.5522
2022-08-18,60.9898
2022-08-19,61.3698
2022-08-20,61.3698
2022-08-21,61.3698
2022-08-22,56.4408
2022-08-23,54.3564
2022-08-24,53.2543
2022-08-25,54.4306
2022-08-26,51.5774
2022-08-27,51.5774
2022-08-28,51.5774
2022-08-29,49.676
2022-08-30,48.5949
2022-08-31,47.376
2022-09-01,47.1466
2022-09-02,46.679
2022-09-03,46.679
2022-09-04,46.679
2022-09-05,46.679
2022-09-06,44.546
2022-09-07,46.8777
2022-09-08,46.4118
2022-09-09,48.0152
2022-09-10,48.0152
2022-09-11,48.0152
2022-09-12,50.5653
2022-09-13,46.0476
2022-09-14,46.8104
2022-09-15,46.0618
2022-09-16,45.2386
2022-09-17,45.2386
2022-09-18,45.2386
2022-09-19,49.0096
2022-09-20,49.7419
2022-09-21,48.7757
2022-09-22,47.2717
2022-09-23,45.8104
2022-09-24,45.8104
2022-09-25,45.8104
2022-09-26,43.9607
2022-09-27,43.4525
2022-09-28,41.334
2022-09-29,40.9894
2022-09-30,40.0231
2022-10-01,40.0231
2022-10-02,40.0231
2022-10-03,45.4407
2022-10-04,48.5608
2022-10-05,46.6226
2022-10-06,45.397
2022-10-07,42.16
2022-10-08,42.16
2022-10-09,42.16
2022-10-10,42.949
2022-10-11,43.2195
2022-10-12,42.5245
2022-10-13,49.4231
2022-10-14,48.0409
2022-10-15,48.0409
2022-10-16,48.0409
2022-10-17,50.0196
2022-10-18,50.5441
2022-10-19,51.9597
2022-10-20,48.1339
2022-10-21,51.6708
2022-10-22,51.6708
2022-10-23,51.6708
2022-10-24,52.4242
2022-10-25,51.4437
2022-10-26,51.6595
2022-10-27,49.9744
2022-10-28,48.2
2022-10-29,48.2
2022-10-30,48.2
2022-10-31,46.9078
2022-11-01,44.2489
2022-11-02,44.1162
2022-11-03,44.5462
2022-11-04,48.4063
2022-11-05,48.4063
2022-11-06,48.4063
2022-11-07,48.9537
2022-11-08,48.5729
2022-11-09,46.1936
2022-11-10,51.1449
2022-11-11,50.0287
2022-11-12,50.0287
2022-11-13,50.0287
2022-11-14,50.4759
2022-11-15,50.5522
2022-11-16,49.6812
2022-11-17,48.8112
2022-11-18,49.3946
2022-11-19,49.3946
2022-11-20,49.3946
2022-11-21,51.2027
2022-11-22,55.7388
2022-11-23,57.1572
2022-11-24,57.1572
2022-11-25,60.6939
2022-11-26,60.6939
2022-11-27,60.6939
2022-11-28,57.4246
2022-11-29,58.5195
2022-11-30,59.9404
2022-12-01,58.3047
2022-12-02,59.7403
2022-12-03,59.7403
2022-12-04,59.7403
2022-12-05,52.9787
2022-12-06,55.059
2022-12-07,54.0406
2022-12-08,52.743
2022-12-09,51.3955
2022-12-10,51.3955
2022-12-11,51.3955
2022-12-12,51.3955
2022-12-13,52.5561
2022-12-14,51.2165
2022-12-15,48.7866
2022-12-16,50.0133
2022-12-17,50.0133
2022-12-18,50.0133
2022-12-19,48.255
2022-12-20,47.2244
2022-12-21,50.1606
2022-12-22,50.3036
2022-12-23,51.1732
2022-12-24,51.1732
2022-12-25,51.1732
2022-12-26,51.1732
2022-12-27,50.9426
2022-12-28,49.7826
2022-12-29,51.8978
2022-12-30,49.4091
2022-12-31,49.4091
2023-01-01,49.4091
2023-01-02,49.4091
2023-01-03,53.0484
2023-01-04,50.7088
2023-01-05,48.6332
2023-01-06,51.4677
2023-01-07,51.4677
2023-01-08,51.4677
2023-01-09,50.6722
2023-01-10,52.535
2023-01-11,52.3834
2023-01-12,54.2934
2023-01-13,54.2131
2023-01-14,54.2131
2023-01-15,54.2131
2023-01-16,54.2131
2023-01-17,53.9653
2023-01-18,51.2968
2023-01-19,51.4473
2023-01-20,53.1692
2023-01-21,53.1692
2023-01-22,53.1692
2023-01-23,53.0001
2023-01-24,52.3118
2023-01-25,52.1366
2023-01-26,49.2379
2023-01-27,48.0988
2023-01-28,48.0988
2023-01-29,48.0988
2023-01-30,42.3122
2023-01-31,46.1647
2023-02-01,43.8593
2023-02-02,45.5472
2023-02-03,46.7306
2023-02-04,46.7306
2023-02-05,46.7306
2023-02-06,44.6557
2023-02-07,46.3258
2023-02-08,46.3258
2023-02-09,44.6769
2023-02-10,45.5951
2023-02-11,45.5951
2023-02-12,45.5951
2023-02-13,46.677
2023-02-14,44.4943
2023-02-15,46.9765
2023-02-16,46.9042
2023-02-17,46.387
2023-02-18,46.387
2023-02-19,46.387
2023-02-20,46.387
2023-02-21,44.9229
2023-02-22,43.5714
2023-02-23,45.0125
2023-02-24,44.6439
2023-02-25,44.6439
2023-02-26,44.6439
2023-02-27,44.3434
2023-02-28,43.2884
2023-03-01,42.8366
2023-03-02,42.9393
2023-03-03,43.5685
2023-03-04,43.5685
2023-03-05,43.5685
2023-03-06,42.3604
2023-03-07,40.8753
2023-03-08,41.3234
2023-03-09,36.911
2023-03-10,32.7061
2023-03-11,32.7061
2023-03-12,32.7061
2023-03-13,27.236
2023-03-14,30.3245
2023-03-15,31.9863
2023-03-16,35.3634
2023-03-17,33.2298
2023-03-18,33.2298
