,MSEX US Equity
2021-07-03,50.7421
2021-07-04,50.7421
2021-07-05,50.7421
2021-07-06,49.9063
2021-07-07,51.5934
2021-07-08,50.4414
2021-07-09,52.8766
2021-07-10,52.8766
2021-07-11,52.8766
2021-07-12,54.7416
2021-07-13,68.6873
2021-07-14,58.7728
2021-07-15,59.0803
2021-07-16,62.7684
2021-07-17,62.7684
2021-07-18,62.7684
2021-07-19,61.5288
2021-07-20,63.0306
2021-07-21,62.4261
2021-07-22,61.9465
2021-07-23,63.0835
2021-07-24,63.0835
2021-07-25,63.0835
2021-07-26,63.1844
2021-07-27,65.0707
2021-07-28,65.7026
2021-07-29,67.3436
2021-07-30,67.7427
2021-07-31,67.7427
2021-08-01,67.7427
2021-08-02,69.4457
2021-08-03,71.2075
2021-08-04,71.6546
2021-08-05,73.7133
2021-08-06,70.9292
2021-08-07,70.9292
2021-08-08,70.9292
2021-08-09,66.9643
2021-08-10,67.0568
2021-08-11,66.2094
2021-08-12,66.9311
2021-08-13,69.0106
2021-08-14,69.0106
2021-08-15,69.0106
2021-08-16,68.6938
2021-08-17,65.4389
2021-08-18,63.0923
2021-08-19,64.0548
2021-08-20,65.3664
2021-08-21,65.3664
2021-08-22,65.3664
2021-08-23,65.5364
2021-08-24,65.5539
2021-08-25,65.4165
2021-08-26,64.3696
2021-08-27,63.9812
2021-08-28,63.9812
2021-08-29,63.9812
2021-08-30,66.3935
2021-08-31,65.9779
2021-09-01,68.7168
2021-09-02,69.453
2021-09-03,67.928
2021-09-04,67.928
2021-09-05,67.928
2021-09-06,67.928
2021-09-07,67.595
2021-09-08,70.0269
2021-09-09,67.9213
2021-09-10,63.5711
2021-09-11,63.5711
2021-09-12,63.5711
2021-09-13,60.3021
2021-09-14,59.2814
2021-09-15,58.2014
2021-09-16,56.6233
2021-09-17,54.6242
2021-09-18,54.6242
2021-09-19,54.6242
2021-09-20,54.9484
2021-09-21,55.7838
2021-09-22,55.2767
2021-09-23,53.4342
2021-09-24,52.6983
2021-09-25,52.6983
2021-09-26,52.6983
2021-09-27,52.3936
2021-09-28,51.0503
2021-09-29,51.1827
2021-09-30,49.7893
2021-10-01,48.6029
2021-10-02,48.6029
2021-10-03,48.6029
2021-10-04,52.17
2021-10-05,52.6596
2021-10-06,54.9737
2021-10-07,53.8191
2021-10-08,51.9332
2021-10-09,51.9332
2021-10-10,51.9332
2021-10-11,50.7538
2021-10-12,52.1624
2021-10-13,52.3424
2021-10-14,54.2566
2021-10-15,53.1272
2021-10-16,53.1272
2021-10-17,53.1272
2021-10-18,54.1006
2021-10-19,52.9628
2021-10-20,53.4921
2021-10-21,55.2244
2021-10-22,57.1948
2021-10-23,57.1948
2021-10-24,57.1948
2021-10-25,58.2644
2021-10-26,57.9491
2021-10-27,54.4076
2021-10-28,57.2961
2021-10-29,58.8544
2021-10-30,58.8544
2021-10-31,58.8544
2021-11-01,45.432
2021-11-02,44.9839
2021-11-03,46.0842
2021-11-04,46.3034
2021-11-05,48.7744
2021-11-06,48.7744
2021-11-07,48.7744
2021-11-08,48.0038
2021-11-09,48.3097
2021-11-10,51.8536
2021-11-11,51.4371
2021-11-12,51.9465
2021-11-13,51.9465
2021-11-14,51.9465
2021-11-15,52.1296
2021-11-16,53.3595
2021-11-17,54.8759
2021-11-18,54.7921
2021-11-19,58.9533
2021-11-20,58.9533
2021-11-21,58.9533
2021-11-22,59.5532
2021-11-23,57.2009
2021-11-24,52.5003
2021-11-25,52.5003
2021-11-26,49.4266
2021-11-27,49.4266
2021-11-28,49.4266
2021-11-29,50.8468
2021-11-30,47.441
2021-12-01,45.3268
2021-12-02,48.6904
2021-12-03,47.4386
2021-12-04,47.4386
2021-12-05,47.4386
2021-12-06,47.779
2021-12-07,48.0851
2021-12-08,48.0189
2021-12-09,44.3098
2021-12-10,44.9383
2021-12-11,44.9383
2021-12-12,44.9383
2021-12-13,46.224
2021-12-14,44.4392
2021-12-15,46.7449
2021-12-16,50.0772
2021-12-17,55.2028
2021-12-18,55.2028
2021-12-19,55.2028
2021-12-20,55.8522
2021-12-21,57.7427
2021-12-22,60.4129
2021-12-23,59.1152
2021-12-24,59.1152
2021-12-25,59.1152
2021-12-26,59.1152
2021-12-27,60.3487
2021-12-28,60.3586
2021-12-29,63.0295
2021-12-30,65.0998
2021-12-31,66.2248
2022-01-01,66.2248
2022-01-02,66.2248
2022-01-03,64.404
2022-01-04,64.1234
2022-01-05,63.1743
2022-01-06,60.2821
2022-01-07,54.4277
2022-01-08,54.4277
2022-01-09,54.4277
2022-01-10,51.3014
2022-01-11,49.8712
2022-01-12,48.0958
2022-01-13,45.9186
2022-01-14,43.356
2022-01-15,43.356
2022-01-16,43.356
2022-01-17,43.356
2022-01-18,40.4797
2022-01-19,39.6048
2022-01-20,40.9005
2022-01-21,40.0211
2022-01-22,40.0211
2022-01-23,40.0211
2022-01-24,41.2878
2022-01-25,46.8973
2022-01-26,43.9172
2022-01-27,43.1421
2022-01-28,43.772
2022-01-29,43.772
2022-01-30,43.772
2022-01-31,45.2365
2022-02-01,43.749
2022-02-02,42.1876
2022-02-03,41.0573
2022-02-04,41.6961
2022-02-05,41.6961
2022-02-06,41.6961
2022-02-07,41.773
2022-02-08,43.4305
2022-02-09,42.2913
2022-02-10,40.7543
2022-02-11,42.0077
2022-02-12,42.0077
2022-02-13,42.0077
2022-02-14,42.2632
2022-02-15,42.0514
2022-02-16,42.0943
2022-02-17,42.7949
2022-02-18,42.8396
2022-02-19,42.8396
2022-02-20,42.8396
2022-02-21,42.8396
2022-02-22,44.3253
2022-02-23,42.0633
2022-02-24,45.052
2022-02-25,45.6491
2022-02-26,45.6491
2022-02-27,45.6491
2022-02-28,47.988
2022-03-01,47.597
2022-03-02,48.984
2022-03-03,52.8207
2022-03-04,56.1517
2022-03-05,56.1517
2022-03-06,56.1517
2022-03-07,56.2289
2022-03-08,52.5012
2022-03-09,50.6192
2022-03-10,48.6447
2022-03-11,47.0056
2022-03-12,47.0056
2022-03-13,47.0056
2022-03-14,45.9865
2022-03-15,49.0063
2022-03-16,47.4869
2022-03-17,50.88
2022-03-18,52.1702
2022-03-19,52.1702
2022-03-20,52.1702
2022-03-21,52.3536
2022-03-22,50.5014
2022-03-23,48.3379
2022-03-24,50.7612
2022-03-25,50.927
2022-03-26,50.927
2022-03-27,50.927
2022-03-28,51.1822
2022-03-29,54.6442
2022-03-30,54.3232
2022-03-31,53.9408
2022-04-01,58.1624
2022-04-02,58.1624
2022-04-03,58.1624
2022-04-04,51.1831
2022-04-05,51.3131
2022-04-06,52.9126
2022-04-07,51.2303
2022-04-08,49.0313
2022-04-09,49.0313
2022-04-10,49.0313
2022-04-11,48.4575
2022-04-12,48.1659
2022-04-13,46.155
2022-04-14,42.756
2022-04-15,42.756
2022-04-16,42.756
2022-04-17,42.756
2022-04-18,40.7806
2022-04-19,41.5414
2022-04-20,43.8076
2022-04-21,42.0817
2022-04-22,42.0721
2022-04-23,42.0721
2022-04-24,42.0721
2022-04-25,40.4705
2022-04-26,39.0772
2022-04-27,37.5898
2022-04-28,38.7809
2022-04-29,37.7949
2022-04-30,37.7949
2022-05-01,37.7949
2022-05-02,34.9615
2022-05-03,36.935
2022-05-04,39.8362
2022-05-05,37.832
2022-05-06,40.0785
2022-05-07,40.0785
2022-05-08,40.0785
2022-05-09,39.9642
2022-05-10,39.919
2022-05-11,40.5323
2022-05-12,42.9103
2022-05-13,44.3865
2022-05-14,44.3865
2022-05-15,44.3865
2022-05-16,42.7387
2022-05-17,42.1718
2022-05-18,41.5809
2022-05-19,42.4581
2022-05-20,42.8076
2022-05-21,42.8076
2022-05-22,42.8076
2022-05-23,42.2435
2022-05-24,42.4895
2022-05-25,40.7935
2022-05-26,37.5017
2022-05-27,41.8283
2022-05-28,41.8283
2022-05-29,41.8283
2022-05-30,41.8283
2022-05-31,39.786
2022-06-01,39.3114
2022-06-02,43.2689
2022-06-03,42.6151
2022-06-04,42.6151
2022-06-05,42.6151
2022-06-06,43.2766
2022-06-07,43.9169
2022-06-08,41.2715
2022-06-09,39.5551
2022-06-10,40.4341
2022-06-11,40.4341
2022-06-12,40.4341
2022-06-13,36.2637
2022-06-14,34.9252
2022-06-15,37.0327
2022-06-16,36.1624
2022-06-17,39.1085
2022-06-18,39.1085
2022-06-19,39.1085
2022-06-20,39.1085
2022-06-21,40.0531
2022-06-22,41.2629
2022-06-23,44.6998
2022-06-24,46.7034
2022-06-25,46.7034
2022-06-26,46.7034
2022-06-27,47.2752
2022-06-28,46.6339
2022-06-29,47.3596
2022-06-30,48.9623
2022-07-01,52.3928
2022-07-02,52.3928
2022-07-03,52.3928
2022-07-04,52.3928
2022-07-05,51.1614
2022-07-06,52.6837
2022-07-07,51.3564
2022-07-08,50.3197
2022-07-09,50.3197
2022-07-10,50.3197
2022-07-11,50.1054
2022-07-12,48.2184
2022-07-13,48.5371
2022-07-14,48.8087
2022-07-15,50.654
2022-07-16,50.654
2022-07-17,50.654
2022-07-18,48.5021
2022-07-19,50.9109
2022-07-20,51.015
2022-07-21,50.9731
2022-07-22,52.061
2022-07-23,52.061
2022-07-24,52.061
2022-07-25,53.5924
2022-07-26,55.7661
2022-07-27,54.5905
2022-07-28,58.2558
2022-07-29,57.9396
2022-07-30,57.9396
2022-07-31,57.9396
2022-08-01,48.8935
2022-08-02,51.463
2022-08-03,53.3285
2022-08-04,54.6747
2022-08-05,53.39
2022-08-06,53.39
2022-08-07,53.39
2022-08-08,52.8123
2022-08-09,52.8123
2022-08-10,53.7874
2022-08-11,52.8069
2022-08-12,55.1534
2022-08-13,55.1534
2022-08-14,55.1534
2022-08-15,57.113
2022-08-16,56.5
2022-08-17,55.8213
2022-08-18,55.2097
2022-08-19,54.9515
2022-08-20,54.9515
2022-08-21,54.9515
2022-08-22,52.7448
2022-08-23,49.8697
2022-08-24,50.0767
2022-08-25,51.8457
2022-08-26,49.8758
2022-08-27,49.8758
2022-08-28,49.8758
2022-08-29,49.4423
2022-08-30,46.8219
2022-08-31,47.2118
2022-09-01,48.0901
2022-09-02,47.8911
2022-09-03,47.8911
2022-09-04,47.8911
2022-09-05,47.8911
2022-09-06,45.7244
2022-09-07,47.668
2022-09-08,46.9608
2022-09-09,46.9464
2022-09-10,46.9464
2022-09-11,46.9464
2022-09-12,48.7207
2022-09-13,46.7473
2022-09-14,52.3202
2022-09-15,49.3399
2022-09-16,48.3624
2022-09-17,48.3624
2022-09-18,48.3624
2022-09-19,46.6263
2022-09-20,44.7332
2022-09-21,43.2026
2022-09-22,42.5587
2022-09-23,42.1297
2022-09-24,42.1297
2022-09-25,42.1297
2022-09-26,39.2858
2022-09-27,37.2519
2022-09-28,39.0891
2022-09-29,36.7192
2022-09-30,35.3108
2022-10-01,35.3108
2022-10-02,35.3108
2022-10-03,42.1071
2022-10-04,42.8313
2022-10-05,40.1115
2022-10-06,37.384
2022-10-07,36.1771
2022-10-08,36.1771
2022-10-09,36.1771
2022-10-10,37.5819
2022-10-11,41.2633
2022-10-12,40.3215
2022-10-13,44.6798
2022-10-14,44.8835
2022-10-15,44.8835
2022-10-16,44.8835
2022-10-17,48.155
2022-10-18,48.4655
2022-10-19,47.0311
2022-10-20,43.293
2022-10-21,44.7894
2022-10-22,44.7894
2022-10-23,44.7894
2022-10-24,48.8277
2022-10-25,51.6059
2022-10-26,51.024
2022-10-27,52.8404
2022-10-28,55.2351
2022-10-29,55.2351
2022-10-30,55.2351
2022-10-31,54.6818
2022-11-01,53.0445
2022-11-02,50.5184
2022-11-03,50.1576
2022-11-04,52.6992
2022-11-05,52.6992
2022-11-06,52.6992
2022-11-07,51.8334
2022-11-08,52.6384
2022-11-09,51.4332
2022-11-10,54.6551
2022-11-11,53.4676
2022-11-12,53.4676
2022-11-13,53.4676
2022-11-14,53.954
2022-11-15,56.4502
2022-11-16,57.2327
2022-11-17,56.0998
2022-11-18,58.2193
2022-11-19,58.2193
2022-11-20,58.2193
2022-11-21,57.5469
2022-11-22,58.2222
2022-11-23,58.8889
2022-11-24,58.8889
2022-11-25,59.0875
2022-11-26,59.0875
2022-11-27,59.0875
2022-11-28,55.7438
2022-11-29,53.8522
2022-11-30,56.543
2022-12-01,54.3862
2022-12-02,53.4515
2022-12-03,53.4515
2022-12-04,53.4515
2022-12-05,52.717
2022-12-06,51.6907
2022-12-07,52.3307
2022-12-08,53.1043
2022-12-09,54.0769
2022-12-10,54.0769
2022-12-11,54.0769
2022-12-12,53.2823
2022-12-13,53.7143
2022-12-14,52.9473
2022-12-15,49.0763
2022-12-16,48.8673
2022-12-17,48.8673
2022-12-18,48.8673
2022-12-19,48.7331
2022-12-20,47.4923
2022-12-21,49.0389
2022-12-22,45.3014
2022-12-23,46.7069
2022-12-24,46.7069
2022-12-25,46.7069
2022-12-26,46.7069
2022-12-27,44.7255
2022-12-28,42.5213
2022-12-29,43.3766
2022-12-30,38.6487
2022-12-31,38.6487
2023-01-01,38.6487
2023-01-02,38.6487
2023-01-03,40.765
2023-01-04,42.9314
2023-01-05,39.0327
2023-01-06,42.3169
2023-01-07,42.3169
2023-01-08,42.3169
2023-01-09,42.2875
2023-01-10,43.9556
2023-01-11,44.7549
2023-01-12,44.2113
2023-01-13,44.8762
2023-01-14,44.8762
2023-01-15,44.8762
2023-01-16,44.8762
2023-01-17,44.3072
2023-01-18,43.6996
2023-01-19,42.6049
2023-01-20,43.8478
2023-01-21,43.8478
2023-01-22,43.8478
2023-01-23,46.1856
2023-01-24,47.1589
2023-01-25,50.7751
2023-01-26,51.3937
2023-01-27,51.2134
2023-01-28,51.2134
2023-01-29,51.2134
2023-01-30,47.3284
2023-01-31,48.5238
2023-02-01,51.8015
2023-02-02,54.8133
2023-02-03,55.5125
2023-02-04,55.5125
2023-02-05,55.5125
2023-02-06,56.1242
2023-02-07,54.3629
2023-02-08,50.659
2023-02-09,48.6773
2023-02-10,49.3182
2023-02-11,49.3182
2023-02-12,49.3182
2023-02-13,50.5274
2023-02-14,50.1727
2023-02-15,50.5848
2023-02-16,48.9894
2023-02-17,51.2666
2023-02-18,51.2666
2023-02-19,51.2666
2023-02-20,51.2666
2023-02-21,50.1564
2023-02-22,49.812
2023-02-23,48.6779
2023-02-24,47.2133
2023-02-25,47.2133
2023-02-26,47.2133
2023-02-27,42.2676
2023-02-28,39.4755
2023-03-01,39.7087
2023-03-02,39.8845
2023-03-03,38.9973
2023-03-04,38.9973
2023-03-05,38.9973
2023-03-06,37.6911
2023-03-07,37.9833
2023-03-08,39.4353
2023-03-09,38.159
2023-03-10,36.5351
2023-03-11,36.5351
2023-03-12,36.5351
2023-03-13,37.2703
2023-03-14,40.538
2023-03-15,41.2952
2023-03-16,43.1104
2023-03-17,42.3522
2023-03-18,42.3522
2023-03-19,42.3522
