,QTWO US Equity
2023-03-18,39.4304
2023-03-19,39.4304
2023-03-20,38.9094
2023-03-21,40.4998
2023-03-22,39.0767
2023-03-23,40.1911
2023-03-24,40.005
2023-03-25,40.005
2023-03-26,40.005
2023-03-27,40.2531
2023-03-28,40.7406
2023-03-29,40.6993
2023-03-30,42.3684
2023-03-31,43.9798
2023-04-01,43.9798
2023-04-02,43.9798
2023-04-03,43.2626
2023-04-04,42.6955
2023-04-05,41.5831
2023-04-06,42.202
2023-04-07,42.202
2023-04-08,42.202
2023-04-09,42.202
2023-04-10,42.0114
2023-04-11,43.0095
2023-04-12,41.8826
2023-04-13,43.5696
2023-04-14,43.2578
2023-04-15,43.2578
2023-04-16,43.2578
2023-04-17,43.6747
2023-04-18,44.5412
2023-04-19,44.5889
2023-04-20,44.0407
2023-04-21,45.4771
2023-04-22,45.4771
2023-04-23,45.4771
2023-04-24,44.5591
2023-04-25,42.6397
2023-04-26,44.7709
2023-04-27,47.0019
2023-04-28,46.6838
2023-04-29,46.6838
2023-04-30,46.6838
2023-05-01,45.7654
2023-05-02,42.3759
2023-05-03,43.0216
2023-05-04,40.9336
2023-05-05,42.7624
2023-05-06,42.7624
2023-05-07,42.7624
2023-05-08,43.3841
2023-05-09,44.4249
2023-05-10,49.9888
2023-05-11,49.7028
2023-05-12,48.7268
2023-05-13,48.7268
2023-05-14,48.7268
2023-05-15,51.0327
2023-05-16,51.2108
2023-05-17,54.1023
2023-05-18,55.4278
2023-05-19,55.0232
2023-05-20,55.0232
2023-05-21,55.0232
2023-05-22,55.9586
2023-05-23,55.0376
2023-05-24,54.7977
2023-05-25,53.1983
2023-05-26,54.8347
2023-05-27,54.8347
2023-05-28,54.8347
2023-05-29,54.8347
2023-05-30,54.3704
2023-05-31,57.5833
2023-06-01,55.5997
2023-06-02,55.4898
2023-06-03,55.4898
2023-06-04,55.4898
2023-06-05,53.6264
2023-06-06,56.1997
2023-06-07,55.3433
2023-06-08,54.4844
2023-06-09,53.6509
2023-06-10,53.6509
2023-06-11,53.6509
2023-06-12,54.8652
2023-06-13,54.4888
2023-06-14,53.0408
2023-06-15,54.8289
2023-06-16,57.7852
2023-06-17,57.7852
2023-06-18,57.7852
2023-06-19,57.7852
2023-06-20,56.7939
2023-06-21,55.8626
2023-06-22,55.9349
2023-06-23,56.8852
2023-06-24,56.8852
2023-06-25,56.8852
2023-06-26,55.9884
2023-06-27,58.4107
2023-06-28,58.4107
2023-06-29,58.7749
2023-06-30,59.8892
2023-07-01,59.8892
2023-07-02,59.8892
2023-07-03,59.4197
2023-07-04,59.4197
2023-07-05,58.5071
2023-07-06,56.8804
2023-07-07,58.7522
2023-07-08,58.7522
2023-07-09,58.7522
2023-07-10,60.0901
2023-07-11,61.7373
2023-07-12,64.6658
2023-07-13,66.2257
2023-07-14,63.1899
2023-07-15,63.1899
2023-07-16,63.1899
2023-07-17,64.0938
2023-07-18,62.5781
2023-07-19,63.9339
2023-07-20,60.0072
2023-07-21,59.0857
2023-07-22,59.0857
2023-07-23,59.0857
2023-07-24,63.1995
2023-07-25,63.755
2023-07-26,64.2928
2023-07-27,63.0386
2023-07-28,63.6671
2023-07-29,63.6671
2023-07-30,63.6671
2023-07-31,64.742
2023-08-01,65.4337
2023-08-02,59.8595
2023-08-03,57.7394
2023-08-04,55.2778
2023-08-05,55.2778
2023-08-06,55.2778
2023-08-07,58.4768
2023-08-08,55.388
2023-08-09,56.1936
2023-08-10,55.8064
2023-08-11,56.3095
2023-08-12,56.3095
2023-08-13,56.3095
2023-08-14,57.1975
2023-08-15,55.9262
2023-08-16,55.7979
2023-08-17,54.9503
2023-08-18,53.7801
2023-08-19,53.7801
2023-08-20,53.7801
2023-08-21,52.8423
2023-08-22,53.0468
2023-08-23,55.0345
2023-08-24,51.6882
2023-08-25,52.3639
2023-08-26,52.3639
2023-08-27,52.3639
2023-08-28,52.3938
2023-08-29,54.5513
2023-08-30,58.7141
2023-08-31,57.0946
2023-09-01,59.0345
2023-09-02,59.0345
2023-09-03,59.0345
2023-09-04,59.0345
2023-09-05,55.948
2023-09-06,54.6626
2023-09-07,53.7995
2023-09-08,52.9663
2023-09-09,52.9663
2023-09-10,52.9663
2023-09-11,53.987
2023-09-12,54.0156
2023-09-13,50.5301
2023-09-14,51.2299
2023-09-15,50.5228
2023-09-16,50.5228
2023-09-17,50.5228
2023-09-18,50.3919
2023-09-19,49.693
2023-09-20,48.6949
2023-09-21,46.2295
2023-09-22,47.9981
2023-09-23,47.9981
2023-09-24,47.9981
2023-09-25,46.9752
2023-09-26,47.6603
2023-09-27,47.3936
2023-09-28,48.6206
2023-09-29,49.7953
2023-09-30,49.7953
2023-10-01,49.7953
2023-10-02,49.2854
2023-10-03,44.8092
2023-10-04,46.9247
2023-10-05,47.3349
2023-10-06,49.8153
2023-10-07,49.8153
2023-10-08,49.8153
2023-10-09,50.9401
2023-10-10,51.5718
2023-10-11,53.7614
2023-10-12,53.8625
2023-10-13,49.1872
2023-10-14,49.1872
2023-10-15,49.1872
2023-10-16,50.6298
2023-10-17,53.2739
2023-10-18,49.5876
2023-10-19,50.9135
2023-10-20,47.0122
2023-10-21,47.0122
2023-10-22,47.0122
2023-10-23,45.3617
2023-10-24,48.1526
2023-10-25,43.9295
2023-10-26,44.6282
2023-10-27,42.096
2023-10-28,42.096
2023-10-29,42.096
2023-10-30,41.524
2023-10-31,44.5085
2023-11-01,43.9027
2023-11-02,53.1164
2023-11-03,55.7624
2023-11-04,55.7624
2023-11-05,55.7624
2023-11-06,54.2489
2023-11-07,56.1635
2023-11-08,56.831
2023-11-09,53.1215
2023-11-10,53.5927
2023-11-11,53.5927
2023-11-12,53.5927
2023-11-13,53.3984
2023-11-14,58.5318
2023-11-15,58.2159
2023-11-16,56.0263
2023-11-17,57.1943
2023-11-18,57.1943
2023-11-19,57.1943
2023-11-20,58.9089
2023-11-21,54.5023
2023-11-22,54.7866
2023-11-23,54.7866
2023-11-24,55.5164
2023-11-25,55.5164
2023-11-26,55.5164
2023-11-27,56.0941
2023-11-28,56.5876
2023-11-29,58.2852
2023-11-30,55.598
2023-12-01,59.7692
2023-12-02,59.7692
2023-12-03,59.7692
2023-12-04,60.5738
2023-12-05,59.0326
2023-12-06,58.3086
2023-12-07,59.3403
2023-12-08,60.1961
2023-12-09,60.1961
2023-12-10,60.1961
2023-12-11,59.1233
2023-12-12,58.7519
2023-12-13,63.4786
2023-12-14,65.188
2023-12-15,66.9346
2023-12-16,66.9346
2023-12-17,66.9346
2023-12-18,68.0701
2023-12-19,69.8913
2023-12-20,65.1615
2023-12-21,66.2883
2023-12-22,66.5304
2023-12-23,66.5304
2023-12-24,66.5304
2023-12-25,66.5304
2023-12-26,67.3639
2023-12-27,67.5916
2023-12-28,67.6383
2023-12-29,65.2387
2023-12-30,65.2387
2023-12-31,65.2387
2024-01-01,65.2387
2024-01-02,61.7187
2024-01-03,56.0591
2024-01-04,56.2983
2024-01-05,56.2983
2024-01-06,56.2983
2024-01-07,56.2983
2024-01-08,59.6115
2024-01-09,59.6302
2024-01-10,60.3718
2024-01-11,60.3424
2024-01-12,60.2817
2024-01-13,60.2817
2024-01-14,60.2817
2024-01-15,60.2817
2024-01-16,60.323
2024-01-17,59.4592
2024-01-18,60.3511
2024-01-19,62.3967
2024-01-20,62.3967
2024-01-21,62.3967
2024-01-22,64.7934
2024-01-23,63.6518
2024-01-24,60.8468
2024-01-25,60.2084
2024-01-26,58.68
2024-01-27,58.68
2024-01-28,58.68
2024-01-29,61.91
2024-01-30,60.7376
2024-01-31,56.2686
2024-02-01,54.9306
2024-02-02,55.1147
2024-02-03,55.1147
2024-02-04,55.1147
2024-02-05,51.9082
2024-02-06,54.2162
2024-02-07,53.0604
2024-02-08,55.6318
2024-02-09,56.8017
2024-02-10,56.8017
2024-02-11,56.8017
2024-02-12,57.99
2024-02-13,52.4947
2024-02-14,56.8854
2024-02-15,56.6828
2024-02-16,53.6206
2024-02-17,53.6206
2024-02-18,53.6206
2024-02-19,53.6206
2024-02-20,52.7412
2024-02-21,52.0019
2024-02-22,59.7887
2024-02-23,62.2235
2024-02-24,62.2235
2024-02-25,62.2235
2024-02-26,60.0015
2024-02-27,60.3135
2024-02-28,57.6619
2024-02-29,58.5548
2024-03-01,58.6216
2024-03-02,58.6216
2024-03-03,58.6216
2024-03-04,60.0871
2024-03-05,56.9794
2024-03-06,58.3571
2024-03-07,59.6284
2024-03-08,61.9977
2024-03-09,61.9977
2024-03-10,61.9977
2024-03-11,61.8495
2024-03-12,63.533
2024-03-13,64.118
2024-03-14,59.8937
2024-03-15,59.2758
2024-03-16,59.2758
2024-03-17,59.2758
2024-03-18,60.8661
2024-03-19,62.1778
2024-03-20,63.2571
2024-03-21,65.238
2024-03-22,62.673
2024-03-23,62.673
2024-03-24,62.673
2024-03-25,59.6747
2024-03-26,61.1694
2024-03-27,63.1996
2024-03-28,63.2841
2024-03-29,63.2841
2024-03-30,63.2841
2024-03-31,63.2841
2024-04-01,58.6838
2024-04-02,58.7778
2024-04-03,60.7326
2024-04-04,59.0449
2024-04-05,60.9994
2024-04-06,60.9994
2024-04-07,60.9994
2024-04-08,62.3954
