,GNRC US Equity
2023-03-19,47.4534
2023-03-20,46.7458
2023-03-21,48.4373
2023-03-22,46.3447
2023-03-23,44.6752
2023-03-24,47.014
2023-03-25,47.014
2023-03-26,47.014
2023-03-27,46.2706
2023-03-28,46.3113
2023-03-29,47.9434
2023-03-30,47.6172
2023-03-31,45.5363
2023-04-01,45.5363
2023-04-02,45.5363
2023-04-03,45.8577
2023-04-04,42.4997
2023-04-05,41.4591
2023-04-06,41.6116
2023-04-07,41.6116
2023-04-08,41.6116
2023-04-09,41.6116
2023-04-10,43.209
2023-04-11,42.8352
2023-04-12,42.1622
2023-04-13,44.4535
2023-04-14,43.5165
2023-04-15,43.5165
2023-04-16,43.5165
2023-04-17,45.1805
2023-04-18,45.0013
2023-04-19,44.7148
2023-04-20,44.7366
2023-04-21,44.368
2023-04-22,44.368
2023-04-23,44.368
2023-04-24,45.8218
2023-04-25,44.2035
2023-04-26,39.2116
2023-04-27,43.9526
2023-04-28,45.7022
2023-04-29,45.7022
2023-04-30,45.7022
2023-05-01,45.9023
2023-05-02,46.094
2023-05-03,53.383
2023-05-04,50.0359
2023-05-05,52.7973
2023-05-06,52.7973
2023-05-07,52.7973
2023-05-08,50.7088
2023-05-09,51.4056
2023-05-10,51.9835
2023-05-11,51.4628
2023-05-12,51.1795
2023-05-13,51.1795
2023-05-14,51.1795
2023-05-15,54.0676
2023-05-16,51.4354
2023-05-17,53.5793
2023-05-18,54.3956
2023-05-19,51.9194
2023-05-20,51.9194
2023-05-21,51.9194
2023-05-22,54.2829
2023-05-23,53.8378
2023-05-24,52.9517
2023-05-25,53.129
2023-05-26,52.4895
2023-05-27,52.4895
2023-05-28,52.4895
2023-05-29,52.4895
2023-05-30,51.1022
2023-05-31,48.4699
2023-06-01,51.2534
2023-06-02,51.9592
2023-06-03,51.9592
2023-06-04,51.9592
2023-06-05,50.6653
2023-06-06,53.3354
2023-06-07,53.8444
2023-06-08,52.887
2023-06-09,52.887
2023-06-10,52.887
2023-06-11,52.887
2023-06-12,53.4272
2023-06-13,57.0085
2023-06-14,54.0112
2023-06-15,55.3913
2023-06-16,53.6389
2023-06-17,53.6389
2023-06-18,53.6389
2023-06-19,53.6389
2023-06-20,58.5505
2023-06-21,59.7864
2023-06-22,55.4552
2023-06-23,57.4784
2023-06-24,57.4784
2023-06-25,57.4784
2023-06-26,58.3691
2023-06-27,63.1155
2023-06-28,65.0953
2023-06-29,64.661
2023-06-30,65.2797
2023-07-01,65.2797
2023-07-02,65.2797
2023-07-03,65.8058
2023-07-04,65.8058
2023-07-05,58.2737
2023-07-06,55.4409
2023-07-07,56.6213
2023-07-08,56.6213
2023-07-09,56.6213
2023-07-10,58.636
2023-07-11,61.012
2023-07-12,61.5174
2023-07-13,60.3072
2023-07-14,58.1157
2023-07-15,58.1157
2023-07-16,58.1157
2023-07-17,58.1157
2023-07-18,58.5894
2023-07-19,59.776
2023-07-20,59.9194
2023-07-21,58.6949
2023-07-22,58.6949
2023-07-23,58.6949
2023-07-24,59.2603
2023-07-25,59.7124
2023-07-26,61.5793
2023-07-27,59.5053
2023-07-28,59.9804
2023-07-29,59.9804
2023-07-30,59.9804
2023-07-31,61.6192
2023-08-01,61.4001
2023-08-02,42.9336
2023-08-03,41.1613
2023-08-04,42.6644
2023-08-05,42.6644
2023-08-06,42.6644
2023-08-07,41.5121
2023-08-08,40.7386
2023-08-09,40.1959
2023-08-10,41.1698
2023-08-11,40.7742
2023-08-12,40.7742
2023-08-13,40.7742
2023-08-14,43.1774
2023-08-15,43.3755
2023-08-16,41.8995
2023-08-17,42.7719
2023-08-18,44.2827
2023-08-19,44.2827
2023-08-20,44.2827
2023-08-21,45.7387
2023-08-22,44.5928
2023-08-23,44.9007
2023-08-24,45.2912
2023-08-25,45.3746
2023-08-26,45.3746
2023-08-27,45.3746
2023-08-28,47.7062
2023-08-29,48.7679
2023-08-30,47.7844
2023-08-31,47.5758
2023-09-01,47.6507
2023-09-02,47.6507
2023-09-03,47.6507
2023-09-04,47.6507
2023-09-05,47.0456
2023-09-06,47.4428
2023-09-07,47.251
2023-09-08,45.6023
2023-09-09,45.6023
2023-09-10,45.6023
2023-09-11,45.9935
2023-09-12,45.0783
2023-09-13,43.6713
2023-09-14,43.8727
2023-09-15,43.7283
2023-09-16,43.7283
2023-09-17,43.7283
2023-09-18,42.7559
2023-09-19,42.7089
2023-09-20,42.9525
2023-09-21,41.872
2023-09-22,40.8394
2023-09-23,40.8394
2023-09-24,40.8394
2023-09-25,41.4162
2023-09-26,38.9238
2023-09-27,43.6694
2023-09-28,43.7412
2023-09-29,43.7283
2023-09-30,43.7283
2023-10-01,43.7283
2023-10-02,41.9127
2023-10-03,40.1345
2023-10-04,39.2927
2023-10-05,38.9523
2023-10-06,40.236
2023-10-07,40.236
2023-10-08,40.236
2023-10-09,41.0842
2023-10-10,44.5944
2023-10-11,44.9109
2023-10-12,40.7761
2023-10-13,40.9532
2023-10-14,40.9532
2023-10-15,40.9532
2023-10-16,40.1033
2023-10-17,39.9219
2023-10-18,37.2358
2023-10-19,36.3638
2023-10-20,33.4295
2023-10-21,33.4295
2023-10-22,33.4295
2023-10-23,33.3895
2023-10-24,32.6132
2023-10-25,31.7986
2023-10-26,30.8792
2023-10-27,30.384
2023-10-28,30.384
2023-10-29,30.384
2023-10-30,30.4288
2023-10-31,32.4863
2023-11-01,43.8146
2023-11-02,46.3106
2023-11-03,50.2464
2023-11-04,50.2464
2023-11-05,50.2464
2023-11-06,48.6217
2023-11-07,49.5313
2023-11-08,49.5244
2023-11-09,48.8652
2023-11-10,49.3915
2023-11-11,49.3915
2023-11-12,49.3915
2023-11-13,49.3841
2023-11-14,53.7464
2023-11-15,54.52
2023-11-16,56.2807
2023-11-17,56.6918
2023-11-18,56.6918
2023-11-19,56.6918
2023-11-20,56.5457
2023-11-21,55.4414
2023-11-22,55.117
2023-11-23,55.117
2023-11-24,55.474
2023-11-25,55.474
2023-11-26,55.474
2023-11-27,55.4088
2023-11-28,56.281
2023-11-29,57.5653
2023-11-30,58.6394
2023-12-01,62.1644
2023-12-02,62.1644
2023-12-03,62.1644
2023-12-04,62.5245
2023-12-05,62.4167
2023-12-06,62.6167
2023-12-07,59.8485
2023-12-08,60.5642
2023-12-09,60.5642
2023-12-10,60.5642
2023-12-11,60.673
2023-12-12,60.9921
2023-12-13,63.2041
2023-12-14,65.718
2023-12-15,64.7083
2023-12-16,64.7083
2023-12-17,64.7083
2023-12-18,64.9573
2023-12-19,67.135
2023-12-20,61.476
2023-12-21,63.0229
2023-12-22,62.3022
2023-12-23,62.3022
2023-12-24,62.3022
2023-12-25,62.3022
2023-12-26,63.0181
2023-12-27,63.2852
2023-12-28,63.719
2023-12-29,61.7268
2023-12-30,61.7268
2023-12-31,61.7268
2024-01-01,61.7268
2024-01-02,59.594
2024-01-03,51.9916
2024-01-04,49.1191
2024-01-05,50.2021
2024-01-06,50.2021
2024-01-07,50.2021
2024-01-08,52.9034
2024-01-09,54.7764
2024-01-10,55.4271
2024-01-11,53.4996
2024-01-12,54.4911
2024-01-13,54.4911
2024-01-14,54.4911
2024-01-15,54.4911
2024-01-16,48.4294
2024-01-17,47.176
2024-01-18,48.3222
2024-01-19,49.0814
2024-01-20,49.0814
2024-01-21,49.0814
2024-01-22,49.6085
2024-01-23,49.5091
2024-01-24,46.1826
2024-01-25,47.4697
2024-01-26,47.5139
2024-01-27,47.5139
2024-01-28,47.5139
2024-01-29,48.7618
2024-01-30,48.5485
2024-01-31,46.7143
2024-02-01,48.2612
2024-02-02,49.0085
2024-02-03,49.0085
2024-02-04,49.0085
2024-02-05,47.1391
2024-02-06,50.2095
2024-02-07,56.7457
2024-02-08,57.6576
2024-02-09,57.4426
2024-02-10,57.4426
2024-02-11,57.4426
2024-02-12,59.8406
2024-02-13,53.9407
2024-02-14,53.654
2024-02-15,51.4241
2024-02-16,48.8375
2024-02-17,48.8375
2024-02-18,48.8375
2024-02-19,48.8375
2024-02-20,46.769
2024-02-21,46.2293
2024-02-22,44.9268
2024-02-23,45.8053
2024-02-24,45.8053
2024-02-25,45.8053
2024-02-26,44.1656
2024-02-27,44.9496
2024-02-28,44.7402
2024-02-29,46.0406
2024-03-01,47.5122
2024-03-02,47.5122
2024-03-03,47.5122
2024-03-04,46.7539
2024-03-05,44.3658
2024-03-06,45.1163
2024-03-07,47.6506
2024-03-08,50.5031
2024-03-09,50.5031
2024-03-10,50.5031
2024-03-11,50.0454
2024-03-12,49.0013
2024-03-13,48.4327
2024-03-14,46.877
2024-03-15,46.1751
2024-03-16,46.1751
2024-03-17,46.1751
2024-03-18,46.2042
2024-03-19,47.552
2024-03-20,52.0791
2024-03-21,53.4106
2024-03-22,49.8339
2024-03-23,49.8339
2024-03-24,49.8339
2024-03-25,51.586
2024-03-26,52.2676
2024-03-27,56.6422
2024-03-28,57.7226
2024-03-29,57.7226
2024-03-30,57.7226
2024-03-31,57.7226
2024-04-01,58.5972
2024-04-02,59.107
2024-04-03,59.1843
2024-04-04,61.303
2024-04-05,63.269
2024-04-06,63.269
2024-04-07,63.269
2024-04-08,63.9479
