,SAVE US Equity
2021-08-12,38.6568
2021-08-13,37.229
2021-08-14,37.229
2021-08-15,37.229
2021-08-16,36.3653
2021-08-17,36.4979
2021-08-18,35.4849
2021-08-19,33.8528
2021-08-20,34.0292
2021-08-21,34.0292
2021-08-22,34.0292
2021-08-23,37.281
2021-08-24,40.7217
2021-08-25,40.3367
2021-08-26,39.7108
2021-08-27,40.9527
2021-08-28,40.9527
2021-08-29,40.9527
2021-08-30,39.1733
2021-08-31,40.7515
2021-09-01,40.6832
2021-09-02,41.4941
2021-09-03,41.1065
2021-09-04,41.1065
2021-09-05,41.1065
2021-09-06,41.1065
2021-09-07,43.2979
2021-09-08,41.7656
2021-09-09,43.1974
2021-09-10,40.9177
2021-09-11,40.9177
2021-09-12,40.9177
2021-09-13,42.9817
2021-09-14,42.3297
2021-09-15,43.3553
2021-09-16,43.39
2021-09-17,44.2385
2021-09-18,44.2385
2021-09-19,44.2385
2021-09-20,44.4181
2021-09-21,43.2091
2021-09-22,45.4754
2021-09-23,49.0065
2021-09-24,50.3498
2021-09-25,50.3498
2021-09-26,50.3498
2021-09-27,51.5139
2021-09-28,50.2941
2021-09-29,49.8322
2021-09-30,47.7582
2021-10-01,51.082
2021-10-02,51.082
2021-10-03,51.082
2021-10-04,51.1457
2021-10-05,51.2769
2021-10-06,48.9317
2021-10-07,47.5303
2021-10-08,47.9961
2021-10-09,47.9961
2021-10-10,47.9961
2021-10-11,46.8703
2021-10-12,47.5442
2021-10-13,43.808
2021-10-14,43.2076
2021-10-15,41.7858
2021-10-16,41.7858
2021-10-17,41.7858
2021-10-18,40.3824
2021-10-19,39.9574
2021-10-20,39.4139
2021-10-21,39.5035
2021-10-22,38.9082
2021-10-23,38.9082
2021-10-24,38.9082
2021-10-25,38.7572
2021-10-26,38.2351
2021-10-27,36.4144
2021-10-28,38.3076
2021-10-29,36.2508
2021-10-30,36.2508
2021-10-31,36.2508
2021-11-01,40.9807
2021-11-02,40.8565
2021-11-03,45.6683
2021-11-04,44.1873
2021-11-05,49.8682
2021-11-06,49.8682
2021-11-07,49.8682
2021-11-08,49.8337
2021-11-09,49.0262
2021-11-10,46.9066
2021-11-11,46.1739
2021-11-12,44.9521
2021-11-13,44.9521
2021-11-14,44.9521
2021-11-15,46.1083
2021-11-16,43.4396
2021-11-17,43.156
2021-11-18,42.4237
2021-11-19,41.2894
2021-11-20,41.2894
2021-11-21,41.2894
2021-11-22,42.1779
2021-11-23,41.1472
2021-11-24,41.791
2021-11-25,41.791
2021-11-26,36.5344
2021-11-27,36.5344
2021-11-28,36.5344
2021-11-29,39.5398
2021-11-30,38.5132
2021-12-01,36.2254
2021-12-02,43.631
2021-12-03,42.5055
2021-12-04,42.5055
2021-12-05,42.5055
2021-12-06,47.0226
2021-12-07,46.9062
2021-12-08,49.6464
2021-12-09,49.0304
2021-12-10,47.7437
2021-12-11,47.7437
2021-12-12,47.7437
2021-12-13,46.5403
2021-12-14,45.8234
2021-12-15,45.4014
2021-12-16,42.8912
2021-12-17,44.2989
2021-12-18,44.2989
2021-12-19,44.2989
2021-12-20,43.3962
2021-12-21,47.5348
2021-12-22,48.11
2021-12-23,48.3854
2021-12-24,48.3854
2021-12-25,48.3854
2021-12-26,48.3854
2021-12-27,47.2819
2021-12-28,47.4278
2021-12-29,45.6311
2021-12-30,46.0921
2021-12-31,45.265
2022-01-01,45.265
2022-01-02,45.265
2022-01-03,47.7109
2022-01-04,51.1853
2022-01-05,49.7059
2022-01-06,49.1461
2022-01-07,51.7461
2022-01-08,51.7461
2022-01-09,51.7461
2022-01-10,48.5861
2022-01-11,48.9405
2022-01-12,48.3543
2022-01-13,52.3489
2022-01-14,50.623
2022-01-15,50.623
2022-01-16,50.623
2022-01-17,50.623
2022-01-18,49.5876
2022-01-19,48.5266
2022-01-20,49.8863
2022-01-21,45.1757
2022-01-22,45.1757
2022-01-23,45.1757
2022-01-24,44.9636
2022-01-25,45.6423
2022-01-26,44.6302
2022-01-27,42.6139
2022-01-28,41.298
2022-01-29,41.298
2022-01-30,41.298
2022-01-31,45.8352
2022-02-01,49.0787
2022-02-02,48.3773
2022-02-03,46.8047
2022-02-04,46.9475
2022-02-05,46.9475
2022-02-06,46.9475
2022-02-07,57.8553
2022-02-08,58.6106
2022-02-09,62.4204
2022-02-10,61.5496
2022-02-11,58.6833
2022-02-12,58.6833
2022-02-13,58.6833
2022-02-14,57.3951
2022-02-15,59.9881
2022-02-16,58.3857
2022-02-17,55.2713
2022-02-18,52.9938
2022-02-19,52.9938
2022-02-20,52.9938
2022-02-21,52.9938
2022-02-22,51.6351
2022-02-23,50.301
2022-02-24,53.0611
2022-02-25,53.0611
2022-02-26,53.0611
2022-02-27,53.0611
2022-02-28,53.5381
2022-03-01,50.8914
2022-03-02,51.6542
2022-03-03,49.9655
2022-03-04,46.1292
2022-03-05,46.1292
2022-03-06,46.1292
2022-03-07,38.5211
2022-03-08,40.2963
2022-03-09,45.1136
2022-03-10,44.3386
2022-03-11,42.6702
2022-03-12,42.6702
2022-03-13,42.6702
2022-03-14,42.1113
2022-03-15,45.8069
2022-03-16,48.5947
2022-03-17,47.6139
2022-03-18,47.3052
2022-03-19,47.3052
2022-03-20,47.3052
2022-03-21,46.1297
2022-03-22,47.8239
2022-03-23,46.9749
2022-03-24,47.529
2022-03-25,47.8477
2022-03-26,47.8477
2022-03-27,47.8477
2022-03-28,48.1733
2022-03-29,49.3313
2022-03-30,48.4309
2022-03-31,48.0629
2022-04-01,48.4679
2022-04-02,48.4679
2022-04-03,48.4679
2022-04-04,48.3899
2022-04-05,59.4837
2022-04-06,57.8147
2022-04-07,58.2502
2022-04-08,57.5554
2022-04-09,57.5554
2022-04-10,57.5554
2022-04-11,55.5009
2022-04-12,55.2394
2022-04-13,55.3047
2022-04-14,54.5359
2022-04-15,54.5359
2022-04-16,54.5359
2022-04-17,54.5359
2022-04-18,54.3405
2022-04-19,55.5867
2022-04-20,54.9139
2022-04-21,55.085
2022-04-22,56.595
2022-04-23,56.595
2022-04-24,56.595
2022-04-25,55.7199
2022-04-26,53.4013
2022-04-27,53.6115
2022-04-28,51.6531
2022-04-29,49.3028
2022-04-30,49.3028
2022-05-01,49.3028
2022-05-02,43.7523
2022-05-03,44.4548
2022-05-04,44.7818
2022-05-05,42.2994
2022-05-06,40.2318
2022-05-07,40.2318
2022-05-08,40.2318
2022-05-09,34.8039
2022-05-10,36.7034
2022-05-11,35.9805
2022-05-12,34.8477
2022-05-13,36.7836
2022-05-14,36.7836
2022-05-15,36.7836
2022-05-16,43.137
2022-05-17,46.4666
2022-05-18,44.0884
2022-05-19,43.4659
2022-05-20,43.2743
2022-05-21,43.2743
2022-05-22,43.2743
2022-05-23,44.2152
2022-05-24,42.2369
2022-05-25,43.5814
2022-05-26,46.0544
2022-05-27,47.5907
2022-05-28,47.5907
2022-05-29,47.5907
2022-05-30,47.5907
2022-05-31,48.6543
2022-06-01,47.2223
2022-06-02,49.1516
2022-06-03,48.317
2022-06-04,48.317
2022-06-05,48.317
2022-06-06,51.6671
2022-06-07,52.6884
2022-06-08,51.4676
2022-06-09,51.7623
2022-06-10,51.7373
2022-06-11,51.7373
2022-06-12,51.7373
2022-06-13,49.1817
2022-06-14,50.9413
2022-06-15,50.1781
2022-06-16,48.2018
2022-06-17,49.31
2022-06-18,49.31
2022-06-19,49.31
2022-06-20,49.31
2022-06-21,53.2815
2022-06-22,54.5458
2022-06-23,55.152
2022-06-24,56.6265
2022-06-25,56.6265
2022-06-26,56.6265
2022-06-27,51.6609
2022-06-28,52.2166
2022-06-29,51.2177
2022-06-30,54.3675
2022-07-01,55.8323
2022-07-02,55.8323
2022-07-03,55.8323
2022-07-04,55.8323
2022-07-05,54.7818
2022-07-06,55.2492
2022-07-07,54.0153
2022-07-08,56.1903
2022-07-09,56.1903
2022-07-10,56.1903
2022-07-11,54.8874
2022-07-12,54.25
2022-07-13,53.6857
2022-07-14,53.1681
2022-07-15,54.9649
2022-07-16,54.9649
2022-07-17,54.9649
2022-07-18,53.5389
2022-07-19,54.332
2022-07-20,54.6474
2022-07-21,53.9945
2022-07-22,53.276
2022-07-23,53.276
2022-07-24,53.276
2022-07-25,53.2455
2022-07-26,51.3281
2022-07-27,53.8393
2022-07-28,57.2149
2022-07-29,54.516
2022-07-30,54.516
2022-07-31,54.516
2022-08-01,53.7789
2022-08-02,52.8911
2022-08-03,53.6821
2022-08-04,53.7356
2022-08-05,53.6074
2022-08-06,53.6074
2022-08-07,53.6074
2022-08-08,54.0331
2022-08-09,53.8626
2022-08-10,53.8275
2022-08-11,54.1062
2022-08-12,53.6964
2022-08-13,53.6964
2022-08-14,53.6964
2022-08-15,54.7912
2022-08-16,53.8994
2022-08-17,53.1216
2022-08-18,52.2251
2022-08-19,52.1855
2022-08-20,52.1855
2022-08-21,52.1855
2022-08-22,51.2209
2022-08-23,51.2985
2022-08-24,51.4185
2022-08-25,51.2444
2022-08-26,48.4052
2022-08-27,48.4052
2022-08-28,48.4052
2022-08-29,46.3436
2022-08-30,45.8772
2022-08-31,45.7977
2022-09-01,44.3281
2022-09-02,43.4701
2022-09-03,43.4701
2022-09-04,43.4701
2022-09-05,43.4701
2022-09-06,43.8787
2022-09-07,46.1923
2022-09-08,44.9829
2022-09-09,46.0906
2022-09-10,46.0906
2022-09-11,46.0906
2022-09-12,48.2934
2022-09-13,48.2481
2022-09-14,48.2013
2022-09-15,49.8126
2022-09-16,46.6683
2022-09-17,46.6683
2022-09-18,46.6683
2022-09-19,47.3355
2022-09-20,47.0079
2022-09-21,45.3384
2022-09-22,45.8359
2022-09-23,41.6925
2022-09-24,41.6925
2022-09-25,41.6925
2022-09-26,38.969
2022-09-27,36.8638
2022-09-28,37.1565
2022-09-29,36.4572
2022-09-30,32.6439
2022-10-01,32.6439
2022-10-02,32.6439
2022-10-03,36.4272
2022-10-04,40.0679
2022-10-05,38.0428
2022-10-06,36.5628
2022-10-07,34.8393
2022-10-08,34.8393
2022-10-09,34.8393
2022-10-10,34.2172
2022-10-11,34.1598
2022-10-12,36.6855
2022-10-13,41.4815
2022-10-14,40.7421
2022-10-15,40.7421
2022-10-16,40.7421
2022-10-17,41.2834
2022-10-18,41.1069
2022-10-19,42.6793
2022-10-20,42.7303
2022-10-21,45.2029
2022-10-22,45.2029
2022-10-23,45.2029
2022-10-24,47.9092
2022-10-25,48.6003
2022-10-26,52.4706
2022-10-27,51.2155
2022-10-28,51.0351
2022-10-29,51.0351
2022-10-30,51.0351
2022-10-31,52.7982
2022-11-01,52.5119
2022-11-02,50.2121
2022-11-03,47.9087
2022-11-04,50.3984
2022-11-05,50.3984
2022-11-06,50.3984
2022-11-07,52.0785
2022-11-08,50.4468
2022-11-09,49.1201
2022-11-10,50.8151
2022-11-11,52.5783
2022-11-12,52.5783
2022-11-13,52.5783
2022-11-14,50.5658
2022-11-15,50.9192
2022-11-16,50.1771
2022-11-17,49.2947
2022-11-18,51.0749
2022-11-19,51.0749
2022-11-20,51.0749
2022-11-21,51.4001
2022-11-22,50.7029
2022-11-23,51.1921
2022-11-24,51.1921
2022-11-25,51.2921
2022-11-26,51.2921
2022-11-27,51.2921
2022-11-28,47.939
2022-11-29,47.6461
2022-11-30,51.2895
2022-12-01,49.8736
2022-12-02,49.1714
2022-12-03,49.1714
2022-12-04,49.1714
2022-12-05,47.7796
2022-12-06,46.6574
2022-12-07,44.9481
2022-12-08,43.8404
2022-12-09,44.1961
2022-12-10,44.1961
2022-12-11,44.1961
2022-12-12,44.0518
2022-12-13,44.3026
2022-12-14,43.3477
2022-12-15,42.9445
2022-12-16,43.1496
2022-12-17,43.1496
2022-12-18,43.1496
2022-12-19,39.4788
2022-12-20,39.9019
2022-12-21,43.2536
2022-12-22,43.0508
2022-12-23,42.3323
2022-12-24,42.3323
2022-12-25,42.3323
2022-12-26,42.3323
2022-12-27,41.0172
2022-12-28,40.467
2022-12-29,43.1904
2022-12-30,42.3466
2022-12-31,42.3466
2023-01-01,42.3466
2023-01-02,42.3466
2023-01-03,41.7143
2023-01-04,44.7037
2023-01-05,42.5534
2023-01-06,42.1341
2023-01-07,42.1341
2023-01-08,42.1341
2023-01-09,42.027
2023-01-10,43.9433
2023-01-11,46.41
2023-01-12,50.7056
2023-01-13,51.3082
2023-01-14,51.3082
2023-01-15,51.3082
2023-01-16,51.3082
2023-01-17,51.9163
2023-01-18,52.1635
2023-01-19,47.4334
2023-01-20,47.6299
2023-01-21,47.6299
2023-01-22,47.6299
2023-01-23,46.7265
2023-01-24,46.2402
2023-01-25,47.3041
2023-01-26,49.1099
2023-01-27,46.57
2023-01-28,46.57
2023-01-29,46.57
2023-01-30,46.2606
2023-01-31,47.204
2023-02-01,48.0744
2023-02-02,47.9382
2023-02-03,46.5726
2023-02-04,46.5726
2023-02-05,46.5726
2023-02-06,45.6313
2023-02-07,47.9627
2023-02-08,45.3476
2023-02-09,45.6619
2023-02-10,43.7112
2023-02-11,43.7112
2023-02-12,43.7112
2023-02-13,45.3222
2023-02-14,44.0823
2023-02-15,42.6837
2023-02-16,42.1802
2023-02-17,44.1397
2023-02-18,44.1397
2023-02-19,44.1397
2023-02-20,44.1397
2023-02-21,43.9378
2023-02-22,43.7995
2023-02-23,43.0983
2023-02-24,43.8424
2023-02-25,43.8424
2023-02-26,43.8424
2023-02-27,40.4245
2023-02-28,39.1612
2023-03-01,37.2352
2023-03-02,36.2553
2023-03-03,37.2601
2023-03-04,37.2601
2023-03-05,37.2601
2023-03-06,29.6657
2023-03-07,36.2573
2023-03-08,41.891
2023-03-09,39.0185
2023-03-10,37.5162
2023-03-11,37.5162
2023-03-12,37.5162
2023-03-13,37.2197
2023-03-14,38.5826
2023-03-15,38.0874
2023-03-16,39.3323
2023-03-17,38.81
2023-03-18,38.81
