,NTAP US Equity
2023-03-18,42.6243
2023-03-19,42.6243
2023-03-20,46.2439
2023-03-21,48.9534
2023-03-22,43.99
2023-03-23,43.955
2023-03-24,43.1227
2023-03-25,43.1227
2023-03-26,43.1227
2023-03-27,44.5104
2023-03-28,42.9215
2023-03-29,45.8094
2023-03-30,46.9464
2023-03-31,49.6371
2023-04-01,49.6371
2023-04-02,49.6371
2023-04-03,50.3293
2023-04-04,48.309
2023-04-05,48.5674
2023-04-06,48.985
2023-04-07,48.985
2023-04-08,48.985
2023-04-09,48.985
2023-04-10,53.224
2023-04-11,56.0786
2023-04-12,55.6254
2023-04-13,56.373
2023-04-14,55.2919
2023-04-15,55.2919
2023-04-16,55.2919
2023-04-17,57.7173
2023-04-18,58.211
2023-04-19,53.9948
2023-04-20,48.4044
2023-04-21,48.1272
2023-04-22,48.1272
2023-04-23,48.1272
2023-04-24,48.3109
2023-04-25,44.9108
2023-04-26,46.8458
2023-04-27,48.9788
2023-04-28,47.9555
2023-04-29,47.9555
2023-04-30,47.9555
2023-05-01,49.5417
2023-05-02,46.8462
2023-05-03,47.273
2023-05-04,47.4186
2023-05-05,50.1451
2023-05-06,50.1451
2023-05-07,50.1451
2023-05-08,50.4427
2023-05-09,49.9289
2023-05-10,48.9388
2023-05-11,48.4829
2023-05-12,48.6852
2023-05-13,48.6852
2023-05-14,48.6852
2023-05-15,52.1613
2023-05-16,50.619
2023-05-17,53.389
2023-05-18,55.5329
2023-05-19,53.8988
2023-05-20,53.8988
2023-05-21,53.8988
2023-05-22,56.3181
2023-05-23,54.7966
2023-05-24,54.3208
2023-05-25,58.7178
2023-05-26,60.4421
2023-05-27,60.4421
2023-05-28,60.4421
2023-05-29,60.4421
2023-05-30,58.7422
2023-05-31,52.9399
2023-06-01,61.0575
2023-06-02,59.2118
2023-06-03,59.2118
2023-06-04,59.2118
2023-06-05,57.918
2023-06-06,57.5095
2023-06-07,58.7544
2023-06-08,57.5282
2023-06-09,56.3496
2023-06-10,56.3496
2023-06-11,56.3496
2023-06-12,58.7602
2023-06-13,61.1485
2023-06-14,61.199
2023-06-15,61.7903
2023-06-16,62.5726
2023-06-17,62.5726
2023-06-18,62.5726
2023-06-19,62.5726
2023-06-20,59.3964
2023-06-21,59.0341
2023-06-22,60.0427
2023-06-23,59.7048
2023-06-24,59.7048
2023-06-25,59.7048
2023-06-26,60.4813
2023-06-27,62.1979
2023-06-28,62.54
2023-06-29,63.7876
2023-06-30,64.1235
2023-07-01,64.1235
2023-07-02,64.1235
2023-07-03,64.1922
2023-07-04,64.1922
2023-07-05,63.7878
2023-07-06,63.6312
2023-07-07,64.4143
2023-07-08,64.4143
2023-07-09,64.4143
2023-07-10,66.6298
2023-07-11,67.9099
2023-07-12,64.1698
2023-07-13,66.0622
2023-07-14,63.8869
2023-07-15,63.8869
2023-07-16,63.8869
2023-07-17,64.1002
2023-07-18,65.3697
2023-07-19,65.9101
2023-07-20,66.9498
2023-07-21,65.4288
2023-07-22,65.4288
2023-07-23,65.4288
2023-07-24,62.642
2023-07-25,63.5658
2023-07-26,61.8538
2023-07-27,61.413
2023-07-28,58.8853
2023-07-29,58.8853
2023-07-30,58.8853
2023-07-31,60.2033
2023-08-01,61.6245
2023-08-02,60.5579
2023-08-03,61.9856
2023-08-04,58.0904
2023-08-05,58.0904
2023-08-06,58.0904
2023-08-07,58.9736
2023-08-08,57.9822
2023-08-09,55.6125
2023-08-10,55.4451
2023-08-11,55.2485
2023-08-12,55.2485
2023-08-13,55.2485
2023-08-14,54.474
2023-08-15,54.0692
2023-08-16,51.8764
2023-08-17,50.9533
2023-08-18,51.6097
2023-08-19,51.6097
2023-08-20,51.6097
2023-08-21,54.213
2023-08-22,54.3235
2023-08-23,54.3691
2023-08-24,51.7007
2023-08-25,49.6584
2023-08-26,49.6584
2023-08-27,49.6584
2023-08-28,52.7344
2023-08-29,53.6653
2023-08-30,53.6883
2023-08-31,54.3219
2023-09-01,56.38
2023-09-02,56.38
2023-09-03,56.38
2023-09-04,56.38
2023-09-05,60.2688
2023-09-06,61.0853
2023-09-07,58.0434
2023-09-08,58.5072
2023-09-09,58.5072
2023-09-10,58.5072
2023-09-11,56.9223
2023-09-12,56.3303
2023-09-13,55.3381
2023-09-14,56.6472
2023-09-15,54.2914
2023-09-16,54.2914
2023-09-17,54.2914
2023-09-18,50.254
2023-09-19,49.9318
2023-09-20,50.0338
2023-09-21,49.5639
2023-09-22,49.8885
2023-09-23,49.8885
2023-09-24,49.8885
2023-09-25,48.5159
2023-09-26,46.7925
2023-09-27,47.0871
2023-09-28,50.7542
2023-09-29,49.7392
2023-09-30,49.7392
2023-10-01,49.7392
2023-10-02,49.5177
2023-10-03,46.9752
2023-10-04,48.347
2023-10-05,50.3122
2023-10-06,50.1692
2023-10-07,50.1692
2023-10-08,50.1692
2023-10-09,51.7588
2023-10-10,51.6675
2023-10-11,54.5704
2023-10-12,51.1786
2023-10-13,48.4789
2023-10-14,48.4789
2023-10-15,48.4789
2023-10-16,51.1969
2023-10-17,53.6741
2023-10-18,50.5286
2023-10-19,48.6561
2023-10-20,46.8124
2023-10-21,46.8124
2023-10-22,46.8124
2023-10-23,44.4431
2023-10-24,46.0224
2023-10-25,43.005
2023-10-26,40.8651
2023-10-27,41.9466
2023-10-28,41.9466
2023-10-29,41.9466
2023-10-30,40.6709
2023-10-31,45.0606
2023-11-01,46.5189
2023-11-02,49.8526
2023-11-03,52.4522
2023-11-04,52.4522
2023-11-05,52.4522
2023-11-06,52.2605
2023-11-07,51.723
2023-11-08,52.1167
2023-11-09,52.2352
2023-11-10,55.2596
2023-11-11,55.2596
2023-11-12,55.2596
2023-11-13,54.1841
2023-11-14,58.2983
2023-11-15,58.7286
2023-11-16,53.2273
2023-11-17,54.7308
2023-11-18,54.7308
2023-11-19,54.7308
2023-11-20,55.5806
2023-11-21,54.3001
2023-11-22,55.4655
2023-11-23,55.4655
2023-11-24,56.1879
2023-11-25,56.1879
2023-11-26,56.1879
2023-11-27,55.5224
2023-11-28,55.566
2023-11-29,71.8576
2023-11-30,73.4854
2023-12-01,73.2248
2023-12-02,73.2248
2023-12-03,73.2248
2023-12-04,70.931
2023-12-05,71.1909
2023-12-06,68.4253
2023-12-07,67.6877
2023-12-08,68.033
2023-12-09,68.033
2023-12-10,68.033
2023-12-11,68.4383
2023-12-12,64.7804
2023-12-13,66.3871
2023-12-14,65.6244
2023-12-15,64.9461
2023-12-16,64.9461
2023-12-17,64.9461
2023-12-18,65.9261
2023-12-19,67.0618
2023-12-20,63.0856
2023-12-21,63.8933
2023-12-22,63.5453
2023-12-23,63.5453
2023-12-24,63.5453
2023-12-25,63.5453
2023-12-26,63.4976
2023-12-27,61.6311
2023-12-28,60.7081
2023-12-29,60.5877
2023-12-30,60.5877
2023-12-31,60.5877
2024-01-01,60.5877
2024-01-02,56.101
2024-01-03,56.2728
2024-01-04,56.7134
2024-01-05,54.465
2024-01-06,54.465
2024-01-07,54.465
2024-01-08,56.1192
2024-01-09,56.2817
2024-01-10,57.3527
2024-01-11,57.8773
2024-01-12,57.1748
2024-01-13,57.1748
2024-01-14,57.1748
2024-01-15,57.1748
2024-01-16,55.4104
2024-01-17,54.1207
2024-01-18,56.1716
2024-01-19,58.6762
2024-01-20,58.6762
2024-01-21,58.6762
2024-01-22,60.0918
2024-01-23,58.9063
2024-01-24,59.8504
2024-01-25,60.8167
2024-01-26,57.7327
2024-01-27,57.7327
2024-01-28,57.7327
2024-01-29,58.5255
2024-01-30,59.369
2024-01-31,54.9696
2024-02-01,55.4574
2024-02-02,56.2227
2024-02-03,56.2227
2024-02-04,56.2227
2024-02-05,54.6293
2024-02-06,55.4457
2024-02-07,54.5072
2024-02-08,57.8762
2024-02-09,59.5802
2024-02-10,59.5802
2024-02-11,59.5802
2024-02-12,61.0017
2024-02-13,52.8794
2024-02-14,53.846
2024-02-15,52.7904
2024-02-16,49.5886
2024-02-17,49.5886
2024-02-18,49.5886
2024-02-19,49.5886
2024-02-20,49.095
2024-02-21,47.4153
2024-02-22,50.338
2024-02-23,52.9307
2024-02-24,52.9307
2024-02-25,52.9307
2024-02-26,52.9863
2024-02-27,52.431
2024-02-28,54.0777
2024-02-29,56.0716
2024-03-01,73.6503
2024-03-02,73.6503
2024-03-03,73.6503
2024-03-04,70.1013
2024-03-05,68.9725
2024-03-06,70.5713
2024-03-07,69.6087
2024-03-08,67.8845
2024-03-09,67.8845
2024-03-10,67.8845
2024-03-11,67.0344
2024-03-12,66.6117
2024-03-13,67.2
2024-03-14,65.2885
2024-03-15,65.4992
2024-03-16,65.4992
2024-03-17,65.4992
2024-03-18,64.4869
2024-03-19,65.9803
2024-03-20,67.0528
2024-03-21,67.6412
2024-03-22,66.9735
2024-03-23,66.9735
2024-03-24,66.9735
2024-03-25,67.1609
2024-03-26,66.7484
2024-03-27,67.2683
2024-03-28,66.7287
2024-03-29,66.7287
2024-03-30,66.7287
2024-03-31,66.7287
2024-04-01,66.8058
2024-04-02,66.0814
2024-04-03,68.0525
2024-04-04,65.404
2024-04-05,65.6966
2024-04-06,65.6966
2024-04-07,65.6966
2024-04-08,66.1526
