,PARAA US Equity
2023-03-20,48.2228
2023-03-21,52.0809
2023-03-22,50.2895
2023-03-23,50.5204
2023-03-24,48.7631
2023-03-25,48.7631
2023-03-26,48.7631
2023-03-27,50.6
2023-03-28,52.4761
2023-03-29,52.8411
2023-03-30,53.1844
2023-03-31,55.1275
2023-04-01,55.1275
2023-04-02,55.1275
2023-04-03,53.0797
2023-04-04,53.0468
2023-04-05,49.4651
2023-04-06,52.1282
2023-04-07,52.1282
2023-04-08,52.1282
2023-04-09,52.1282
2023-04-10,53.9953
2023-04-11,55.4961
2023-04-12,52.9741
2023-04-13,52.8797
2023-04-14,50.7887
2023-04-15,50.7887
2023-04-16,50.7887
2023-04-17,52.6393
2023-04-18,51.8203
2023-04-19,53.7665
2023-04-20,52.3823
2023-04-21,53.3361
2023-04-22,53.3361
2023-04-23,53.3361
2023-04-24,53.453
2023-04-25,51.4849
2023-04-26,50.2206
2023-04-27,54.759
2023-04-28,55.2523
2023-04-29,55.2523
2023-04-30,55.2523
2023-05-01,56.2395
2023-05-02,54.2449
2023-05-03,53.5004
2023-05-04,36.8848
2023-05-05,38.3046
2023-05-06,38.3046
2023-05-07,38.3046
2023-05-08,38.562
2023-05-09,37.2579
2023-05-10,36.0988
2023-05-11,34.9569
2023-05-12,34.3454
2023-05-13,34.3454
2023-05-14,34.3454
2023-05-15,36.7282
2023-05-16,35.3493
2023-05-17,37.2975
2023-05-18,38.022
2023-05-19,36.9903
2023-05-20,36.9903
2023-05-21,36.9903
2023-05-22,36.4243
2023-05-23,36.3872
2023-05-24,35.9509
2023-05-25,34.8605
2023-05-26,38.519
2023-05-27,38.519
2023-05-28,38.519
2023-05-29,38.519
2023-05-30,41.3387
2023-05-31,39.7432
2023-06-01,40.4534
2023-06-02,40.3038
2023-06-03,40.3038
2023-06-04,40.3038
2023-06-05,39.6539
2023-06-06,41.7902
2023-06-07,43.9964
2023-06-08,44.4565
2023-06-09,43.3752
2023-06-10,43.3752
2023-06-11,43.3752
2023-06-12,44.765
2023-06-13,45.1134
2023-06-14,45.2762
2023-06-15,45.2762
2023-06-16,44.458
2023-06-17,44.458
2023-06-18,44.458
2023-06-19,44.458
2023-06-20,42.5385
2023-06-21,43.0832
2023-06-22,42.3087
2023-06-23,41.7267
2023-06-24,41.7267
2023-06-25,41.7267
2023-06-26,42.8498
2023-06-27,44.2675
2023-06-28,43.8418
2023-06-29,44.7834
2023-06-30,45.0614
2023-07-01,45.0614
2023-07-02,45.0614
2023-07-03,47.1831
2023-07-04,47.1831
2023-07-05,46.3263
2023-07-06,47.74
2023-07-07,46.2692
2023-07-08,46.2692
2023-07-09,46.2692
2023-07-10,45.5434
2023-07-11,48.1859
2023-07-12,47.1109
2023-07-13,48.9185
2023-07-14,45.33
2023-07-15,45.33
2023-07-16,45.33
2023-07-17,43.5646
2023-07-18,44.2991
2023-07-19,46.7674
2023-07-20,46.1195
2023-07-21,45.199
2023-07-22,45.199
2023-07-23,45.199
2023-07-24,45.2408
2023-07-25,43.989
2023-07-26,45.4634
2023-07-27,44.4314
2023-07-28,46.8418
2023-07-29,46.8418
2023-07-30,46.8418
2023-07-31,50.1941
2023-08-01,50.8431
2023-08-02,48.6076
2023-08-03,46.8797
2023-08-04,50.6986
2023-08-05,50.6986
2023-08-06,50.6986
2023-08-07,52.5863
2023-08-08,53.7276
2023-08-09,49.3692
2023-08-10,49.7298
2023-08-11,48.3409
2023-08-12,48.3409
2023-08-13,48.3409
2023-08-14,46.9835
2023-08-15,48.8503
2023-08-16,47.474
2023-08-17,45.178
2023-08-18,46.207
2023-08-19,46.207
2023-08-20,46.207
2023-08-21,45.3934
2023-08-22,44.8152
2023-08-23,47.2286
2023-08-24,46.1666
2023-08-25,44.8115
2023-08-26,44.8115
2023-08-27,44.8115
2023-08-28,46.2755
2023-08-29,47.105
2023-08-30,48.0997
2023-08-31,48.1837
2023-09-01,42.7127
2023-09-02,42.7127
2023-09-03,42.7127
2023-09-04,42.7127
2023-09-05,42.4844
2023-09-06,41.3096
2023-09-07,40.6952
2023-09-08,45.1788
2023-09-09,45.1788
2023-09-10,45.1788
2023-09-11,45.3902
2023-09-12,44.4329
2023-09-13,43.6222
2023-09-14,46.4435
2023-09-15,46.2192
2023-09-16,46.2192
2023-09-17,46.2192
2023-09-18,45.2766
2023-09-19,44.8227
2023-09-20,42.966
2023-09-21,43.3061
2023-09-22,40.6212
2023-09-23,40.6212
2023-09-24,40.6212
2023-09-25,40.311
2023-09-26,39.4114
2023-09-27,41.3386
2023-09-28,41.192
2023-09-29,41.5137
2023-09-30,41.5137
2023-10-01,41.5137
2023-10-02,40.4085
2023-10-03,37.5553
2023-10-04,37.1483
2023-10-05,36.5675
2023-10-06,37.6938
2023-10-07,37.6938
2023-10-08,37.6938
2023-10-09,38.1126
2023-10-10,42.1361
2023-10-11,41.3417
2023-10-12,39.6408
2023-10-13,40.6737
2023-10-14,40.6737
2023-10-15,40.6737
2023-10-16,42.9733
2023-10-17,44.121
2023-10-18,43.1792
2023-10-19,40.9593
2023-10-20,39.7838
2023-10-21,39.7838
2023-10-22,39.7838
2023-10-23,38.5257
2023-10-24,39.3079
2023-10-25,37.8885
2023-10-26,37.5098
2023-10-27,36.1997
2023-10-28,36.1997
2023-10-29,36.1997
2023-10-30,39.2715
2023-10-31,39.1124
2023-11-01,37.8059
2023-11-02,46.6352
2023-11-03,56.202
2023-11-04,56.202
2023-11-05,56.202
2023-11-06,51.2662
2023-11-07,51.6622
2023-11-08,48.3035
2023-11-09,49.0194
2023-11-10,49.0578
2023-11-11,49.0578
2023-11-12,49.0578
2023-11-13,48.6784
2023-11-14,50.9166
2023-11-15,53.5977
2023-11-16,52.1054
2023-11-17,54.7141
2023-11-18,54.7141
2023-11-19,54.7141
2023-11-20,57.1606
2023-11-21,56.3213
2023-11-22,56.5851
2023-11-23,56.5851
2023-11-24,57.0546
2023-11-25,57.0546
2023-11-26,57.0546
2023-11-27,55.6753
2023-11-28,54.0616
2023-11-29,56.4274
2023-11-30,55.1127
2023-12-01,60.4226
2023-12-02,60.4226
2023-12-03,60.4226
2023-12-04,61.0505
2023-12-05,58.2685
2023-12-06,58.0547
2023-12-07,57.1864
2023-12-08,63.0221
2023-12-09,63.0221
2023-12-10,63.0221
2023-12-11,62.2477
2023-12-12,62.2257
2023-12-13,63.9251
2023-12-14,66.5836
2023-12-15,64.5698
2023-12-16,64.5698
2023-12-17,64.5698
2023-12-18,62.15
2023-12-19,62.2545
2023-12-20,57.1337
2023-12-21,57.9463
2023-12-22,58.7413
2023-12-23,58.7413
2023-12-24,58.7413
2023-12-25,58.7413
2023-12-26,56.9514
2023-12-27,55.6266
2023-12-28,56.4889
2023-12-29,54.7973
2023-12-30,54.7973
2023-12-31,54.7973
2024-01-01,54.7973
2024-01-02,52.9656
2024-01-03,52.2134
2024-01-04,53.2438
2024-01-05,54.2641
2024-01-06,54.2641
2024-01-07,54.2641
2024-01-08,54.8752
2024-01-09,51.8866
2024-01-10,51.8088
2024-01-11,48.9596
2024-01-12,48.6643
2024-01-13,48.6643
2024-01-14,48.6643
2024-01-15,48.6643
2024-01-16,49.4139
2024-01-17,48.5645
2024-01-18,48.9155
2024-01-19,51.1664
2024-01-20,51.1664
2024-01-21,51.1664
2024-01-22,53.6774
2024-01-23,53.0362
2024-01-24,50.4591
2024-01-25,53.8979
2024-01-26,53.1921
2024-01-27,53.1921
2024-01-28,53.1921
2024-01-29,53.3037
2024-01-30,52.2299
2024-01-31,64.4859
2024-02-01,64.6897
2024-02-02,63.1897
2024-02-03,63.1897
2024-02-04,63.1897
2024-02-05,58.2597
2024-02-06,58.1488
2024-02-07,53.0969
2024-02-08,53.7279
2024-02-09,54.363
2024-02-10,54.363
2024-02-11,54.363
2024-02-12,59.5573
2024-02-13,56.7694
2024-02-14,56.9952
2024-02-15,56.9952
2024-02-16,56.0552
2024-02-17,56.0552
2024-02-18,56.0552
2024-02-19,56.0552
2024-02-20,54.3051
2024-02-21,53.1605
2024-02-22,51.7016
2024-02-23,51.6017
2024-02-24,51.6017
2024-02-25,51.6017
2024-02-26,53.0407
2024-02-27,55.1404
2024-02-28,54.3503
2024-02-29,53.3792
2024-03-01,52.0954
2024-03-02,52.0954
2024-03-03,52.0954
2024-03-04,49.9217
2024-03-05,48.0771
2024-03-06,49.3224
2024-03-07,51.3025
2024-03-08,51.7978
2024-03-09,51.7978
2024-03-10,51.7978
2024-03-11,54.7499
2024-03-12,54.9647
2024-03-13,57.4985
2024-03-14,55.8504
2024-03-15,57.0067
2024-03-16,57.0067
2024-03-17,57.0067
2024-03-18,54.0409
2024-03-19,55.3489
2024-03-20,60.5606
2024-03-21,53.9156
2024-03-22,50.4288
2024-03-23,50.4288
2024-03-24,50.4288
2024-03-25,52.4184
2024-03-26,51.7876
2024-03-27,54.0742
2024-03-28,52.9813
2024-03-29,52.9813
2024-03-30,52.9813
2024-03-31,52.9813
2024-04-01,51.2158
2024-04-02,50.8423
2024-04-03,53.4876
2024-04-04,55.654
2024-04-05,56.626
2024-04-06,56.626
2024-04-07,56.626
2024-04-08,58.0757
