,AL US Equity
2023-03-20,39.6469
2023-03-21,42.3668
2023-03-22,40.3929
2023-03-23,39.2196
2023-03-24,39.2534
2023-03-25,39.2534
2023-03-26,39.2534
2023-03-27,41.6374
2023-03-28,41.8369
2023-03-29,42.9798
2023-03-30,45.8604
2023-03-31,48.1441
2023-04-01,48.1441
2023-04-02,48.1441
2023-04-03,46.8096
2023-04-04,45.7913
2023-04-05,45.2553
2023-04-06,47.1434
2023-04-07,47.1434
2023-04-08,47.1434
2023-04-09,47.1434
2023-04-10,48.3613
2023-04-11,47.5476
2023-04-12,49.7049
2023-04-13,50.0131
2023-04-14,49.2021
2023-04-15,49.2021
2023-04-16,49.2021
2023-04-17,50.1351
2023-04-18,50.7163
2023-04-19,49.9468
2023-04-20,47.6075
2023-04-21,48.6781
2023-04-22,48.6781
2023-04-23,48.6781
2023-04-24,47.4486
2023-04-25,45.4486
2023-04-26,46.182
2023-04-27,50.1668
2023-04-28,51.866
2023-04-29,51.866
2023-04-30,51.866
2023-05-01,51.7627
2023-05-02,47.3688
2023-05-03,44.8041
2023-05-04,40.8995
2023-05-05,45.426
2023-05-06,45.426
2023-05-07,45.426
2023-05-08,44.7073
2023-05-09,46.4901
2023-05-10,46.1391
2023-05-11,46.6837
2023-05-12,46.4835
2023-05-13,46.4835
2023-05-14,46.4835
2023-05-15,47.9353
2023-05-16,45.999
2023-05-17,49.335
2023-05-18,49.8283
2023-05-19,49.0259
2023-05-20,49.0259
2023-05-21,49.0259
2023-05-22,49.447
2023-05-23,50.2643
2023-05-24,47.1716
2023-05-25,49.3431
2023-05-26,49.3757
2023-05-27,49.3757
2023-05-28,49.3757
2023-05-29,49.3757
2023-05-30,48.4717
2023-05-31,46.6115
2023-06-01,50.2597
2023-06-02,53.7119
2023-06-03,53.7119
2023-06-04,53.7119
2023-06-05,53.6783
2023-06-06,55.4414
2023-06-07,59.0374
2023-06-08,57.9001
2023-06-09,57.4705
2023-06-10,57.4705
2023-06-11,57.4705
2023-06-12,59.417
2023-06-13,59.0813
2023-06-14,57.0798
2023-06-15,58.7657
2023-06-16,55.7114
2023-06-17,55.7114
2023-06-18,55.7114
2023-06-19,55.7114
2023-06-20,53.9372
2023-06-21,53.9031
2023-06-22,54.1135
2023-06-23,51.2121
2023-06-24,51.2121
2023-06-25,51.2121
2023-06-26,53.2199
2023-06-27,55.0737
2023-06-28,55.2774
2023-06-29,54.1525
2023-06-30,56.0335
2023-07-01,56.0335
2023-07-02,56.0335
2023-07-03,56.3277
2023-07-04,56.3277
2023-07-05,55.0324
2023-07-06,52.3234
2023-07-07,53.8171
2023-07-08,53.8171
2023-07-09,53.8171
2023-07-10,55.7106
2023-07-11,57.5127
2023-07-12,59.4402
2023-07-13,60.3182
2023-07-14,55.9168
2023-07-15,55.9168
2023-07-16,55.9168
2023-07-17,57.5467
2023-07-18,60.7055
2023-07-19,61.0919
2023-07-20,62.4066
2023-07-21,56.6792
2023-07-22,56.6792
2023-07-23,56.6792
2023-07-24,54.877
2023-07-25,51.3744
2023-07-26,50.7861
2023-07-27,48.4338
2023-07-28,51.2268
2023-07-29,51.2268
2023-07-30,51.2268
2023-07-31,53.0262
2023-08-01,52.696
2023-08-02,51.4017
2023-08-03,49.2481
2023-08-04,50.2961
2023-08-05,50.2961
2023-08-06,50.2961
2023-08-07,52.3055
2023-08-08,52.4176
2023-08-09,49.6413
2023-08-10,49.5528
2023-08-11,50.5264
2023-08-12,50.5264
2023-08-13,50.5264
2023-08-14,50.3379
2023-08-15,48.408
2023-08-16,47.5263
2023-08-17,45.8291
2023-08-18,46.9635
2023-08-19,46.9635
2023-08-20,46.9635
2023-08-21,46.4753
2023-08-22,46.7259
2023-08-23,47.3813
2023-08-24,45.8575
2023-08-25,46.0485
2023-08-26,46.0485
2023-08-27,46.0485
2023-08-28,48.9537
2023-08-29,50.0942
2023-08-30,48.0467
2023-08-31,48.9611
2023-09-01,50.5808
2023-09-02,50.5808
2023-09-03,50.5808
2023-09-04,50.5808
2023-09-05,47.6275
2023-09-06,49.8375
2023-09-07,47.4966
2023-09-08,48.3922
2023-09-09,48.3922
2023-09-10,48.3922
2023-09-11,45.7321
2023-09-12,43.8761
2023-09-13,44.7132
2023-09-14,45.6285
2023-09-15,47.174
2023-09-16,47.174
2023-09-17,47.174
2023-09-18,48.932
2023-09-19,48.3425
2023-09-20,49.0889
2023-09-21,48.4373
2023-09-22,45.9154
2023-09-23,45.9154
2023-09-24,45.9154
2023-09-25,47.7146
2023-09-26,45.7632
2023-09-27,46.6735
2023-09-28,46.6383
2023-09-29,46.349
2023-09-30,46.349
2023-10-01,46.349
2023-10-02,42.1551
2023-10-03,38.4938
2023-10-04,40.4472
2023-10-05,42.0611
2023-10-06,42.0611
2023-10-07,42.0611
2023-10-08,42.0611
2023-10-09,38.5626
2023-10-10,38.7354
2023-10-11,41.7447
2023-10-12,39.4574
2023-10-13,37.5147
2023-10-14,37.5147
2023-10-15,37.5147
2023-10-16,39.7938
2023-10-17,41.6357
2023-10-18,37.1615
2023-10-19,36.2856
2023-10-20,35.6677
2023-10-21,35.6677
2023-10-22,35.6677
2023-10-23,36.0847
2023-10-24,36.0605
2023-10-25,34.7593
2023-10-26,34.7593
2023-10-27,34.4391
2023-10-28,34.4391
2023-10-29,34.4391
2023-10-30,35.9874
2023-10-31,38.4043
2023-11-01,38.9888
2023-11-02,41.5488
2023-11-03,47.4127
2023-11-04,47.4127
2023-11-05,47.4127
2023-11-06,48.6293
2023-11-07,46.1292
2023-11-08,47.3652
2023-11-09,46.4253
2023-11-10,49.6676
2023-11-11,49.6676
2023-11-12,49.6676
2023-11-13,47.7934
2023-11-14,50.729
2023-11-15,52.8415
2023-11-16,50.9851
2023-11-17,54.0232
2023-11-18,54.0232
2023-11-19,54.0232
2023-11-20,53.1709
2023-11-21,52.6212
2023-11-22,52.3762
2023-11-23,52.3762
2023-11-24,52.3042
2023-11-25,52.3042
2023-11-26,52.3042
2023-11-27,51.8983
2023-11-28,51.485
2023-11-29,52.0949
2023-11-30,54.0629
2023-12-01,56.9691
2023-12-02,56.9691
2023-12-03,56.9691
2023-12-04,55.8198
2023-12-05,53.3541
2023-12-06,53.8977
2023-12-07,55.2467
2023-12-08,56.657
2023-12-09,56.657
2023-12-10,56.657
2023-12-11,56.3579
2023-12-12,53.9988
2023-12-13,57.1777
2023-12-14,61.8091
2023-12-15,58.9588
2023-12-16,58.9588
2023-12-17,58.9588
2023-12-18,57.7775
2023-12-19,59.5386
2023-12-20,57.1885
2023-12-21,59.4774
2023-12-22,61.3572
2023-12-23,61.3572
2023-12-24,61.3572
2023-12-25,61.3572
2023-12-26,60.9565
2023-12-27,60.7922
2023-12-28,61.0096
2023-12-29,60.5753
2023-12-30,60.5753
2023-12-31,60.5753
2024-01-01,60.5753
2024-01-02,57.2048
2024-01-03,50.9051
2024-01-04,52.2954
2024-01-05,53.5027
2024-01-06,53.5027
2024-01-07,53.5027
2024-01-08,54.3305
2024-01-09,52.5733
2024-01-10,54.1693
2024-01-11,54.48
2024-01-12,51.7576
2024-01-13,51.7576
2024-01-14,51.7576
2024-01-15,51.7576
2024-01-16,51.298
2024-01-17,51.6397
2024-01-18,51.3045
2024-01-19,53.5898
2024-01-20,53.5898
2024-01-21,53.5898
2024-01-22,55.5828
2024-01-23,56.9011
2024-01-24,55.68
2024-01-25,59.46
2024-01-26,60.13
2024-01-27,60.13
2024-01-28,60.13
2024-01-29,61.3684
2024-01-30,61.451
2024-01-31,55.9644
2024-02-01,58.9306
2024-02-02,59.3393
2024-02-03,59.3393
2024-02-04,59.3393
2024-02-05,56.5825
2024-02-06,57.2196
2024-02-07,57.3666
2024-02-08,54.6087
2024-02-09,55.1429
2024-02-10,55.1429
2024-02-11,55.1429
2024-02-12,56.7831
2024-02-13,52.3725
2024-02-14,55.1804
2024-02-15,57.5445
2024-02-16,50.7529
2024-02-17,50.7529
2024-02-18,50.7529
2024-02-19,50.7529
2024-02-20,49.2072
2024-02-21,47.3224
2024-02-22,47.2108
2024-02-23,47.658
2024-02-24,47.658
2024-02-25,47.658
2024-02-26,47.0396
2024-02-27,47.2083
2024-02-28,47.0842
2024-02-29,48.2457
2024-03-01,47.5908
2024-03-02,47.5908
2024-03-03,47.5908
2024-03-04,53.9594
2024-03-05,56.3281
2024-03-06,58.1117
2024-03-07,59.2755
2024-03-08,59.0541
2024-03-09,59.0541
2024-03-10,59.0541
2024-03-11,60.3314
2024-03-12,63.3366
2024-03-13,65.5277
2024-03-14,65.5276
2024-03-15,67.0485
2024-03-16,67.0485
2024-03-17,67.0485
2024-03-18,64.8874
2024-03-19,63.9399
2024-03-20,64.6082
2024-03-21,65.5118
2024-03-22,68.044
2024-03-23,68.044
2024-03-24,68.044
2024-03-25,69.5663
2024-03-26,71.653
2024-03-27,72.3815
2024-03-28,73.4483
2024-03-29,73.4483
2024-03-30,73.4483
2024-03-31,73.4483
2024-04-01,72.3431
2024-04-02,68.1026
2024-04-03,68.6509
2024-04-04,67.5695
2024-04-05,68.2779
2024-04-06,68.2779
2024-04-07,68.2779
2024-04-08,67.699
