,HUM US Equity
2020-07-25,53.1489
2020-07-26,53.1489
2020-07-27,52.776
2020-07-28,51.3224
2020-07-29,54.2318
2020-07-30,54.8446
2020-07-31,52.7648
2020-08-01,52.7648
2020-08-02,52.7648
2020-08-03,53.3953
2020-08-04,52.2378
2020-08-05,55.9677
2020-08-06,56.9832
2020-08-07,59.6512
2020-08-08,59.6512
2020-08-09,59.6512
2020-08-10,60.103
2020-08-11,58.6143
2020-08-12,59.7239
2020-08-13,59.5085
2020-08-14,60.1773
2020-08-15,60.1773
2020-08-16,60.1773
2020-08-17,59.3682
2020-08-18,58.224
2020-08-19,58.466
2020-08-20,56.8089
2020-08-21,58.2716
2020-08-22,58.2716
2020-08-23,58.2716
2020-08-24,53.3529
2020-08-25,53.2651
2020-08-26,52.4794
2020-08-27,53.7243
2020-08-28,53.9224
2020-08-29,53.9224
2020-08-30,53.9224
2020-08-31,56.2625
2020-09-01,56.1302
2020-09-02,60.055
2020-09-03,57.3871
2020-09-04,54.2777
2020-09-05,54.2777
2020-09-06,54.2777
2020-09-07,54.2777
2020-09-08,51.4881
2020-09-09,52.4103
2020-09-10,47.5394
2020-09-11,46.9287
2020-09-12,46.9287
2020-09-13,46.9287
2020-09-14,50.9109
2020-09-15,49.7649
2020-09-16,49.4738
2020-09-17,48.968
2020-09-18,50.6726
2020-09-19,50.6726
2020-09-20,50.6726
2020-09-21,48.0448
2020-09-22,45.7047
2020-09-23,45.3099
2020-09-24,45.8801
2020-09-25,50.5544
2020-09-26,50.5544
2020-09-27,50.5544
2020-09-28,50.2787
2020-09-29,50.9713
2020-09-30,54.7713
2020-10-01,55.1975
2020-10-02,52.7322
2020-10-03,52.7322
2020-10-04,52.7322
2020-10-05,55.994
2020-10-06,54.8108
2020-10-07,58.3291
2020-10-08,57.5952
2020-10-09,59.1521
2020-10-10,59.1521
2020-10-11,59.1521
2020-10-12,58.0992
2020-10-13,58.6957
2020-10-14,55.2127
2020-10-15,58.428
2020-10-16,59.0092
2020-10-17,59.0092
2020-10-18,59.0092
2020-10-19,57.3776
2020-10-20,58.2349
2020-10-21,58.4479
2020-10-22,59.4723
2020-10-23,60.2841
2020-10-24,60.2841
2020-10-25,60.2841
2020-10-26,56.8508
2020-10-27,55.7804
2020-10-28,49.6685
2020-10-29,45.1939
2020-10-30,45.9661
2020-10-31,45.9661
2020-11-01,45.9661
2020-11-02,48.7137
2020-11-03,52.6877
2020-11-04,59.0111
2020-11-05,55.9729
2020-11-06,53.866
2020-11-07,53.866
2020-11-08,53.866
2020-11-09,51.5377
2020-11-10,53.2182
2020-11-11,52.0821
2020-11-12,53.3612
2020-11-13,53.7139
2020-11-14,53.7139
2020-11-15,53.7139
2020-11-16,52.4674
2020-11-17,50.8816
2020-11-18,49.9436
2020-11-19,47.2634
2020-11-20,47.041
2020-11-21,47.041
2020-11-22,47.041
2020-11-23,47.8555
2020-11-24,47.5851
2020-11-25,45.8434
2020-11-26,45.8434
2020-11-27,47.3626
2020-11-28,47.3626
2020-11-29,47.3626
2020-11-30,45.9034
2020-12-01,47.3646
2020-12-02,47.3731
2020-12-03,46.8729
2020-12-04,49.4469
2020-12-05,49.4469
2020-12-06,49.4469
2020-12-07,47.0643
2020-12-08,48.6334
2020-12-09,48.3284
2020-12-10,45.5647
2020-12-11,44.0137
2020-12-12,44.0137
2020-12-13,44.0137
2020-12-14,43.3171
2020-12-15,44.5995
2020-12-16,44.7351
2020-12-17,45.8766
2020-12-18,44.6196
2020-12-19,44.6196
2020-12-20,44.6196
2020-12-21,43.9311
2020-12-22,43.7785
2020-12-23,49.1198
2020-12-24,49.0445
2020-12-25,49.0445
2020-12-26,49.0445
2020-12-27,49.0445
2020-12-28,50.657
2020-12-29,50.0034
2020-12-30,49.5961
2020-12-31,50.905
2021-01-01,50.905
2021-01-02,50.905
2021-01-03,50.905
2021-01-04,51.5063
2021-01-05,51.821
2021-01-06,58.7216
2021-01-07,61.0312
2021-01-08,57.3546
2021-01-09,57.3546
2021-01-10,57.3546
2021-01-11,56.3165
2021-01-12,52.9206
2021-01-13,51.0646
2021-01-14,48.0841
2021-01-15,48.5939
2021-01-16,48.5939
2021-01-17,48.5939
2021-01-18,48.5939
2021-01-19,48.7377
2021-01-20,49.9066
2021-01-21,50.8445
2021-01-22,48.1497
2021-01-23,48.1497
2021-01-24,48.1497
2021-01-25,47.8212
2021-01-26,45.5988
2021-01-27,41.2395
2021-01-28,44.8493
2021-01-29,43.2995
2021-01-30,43.2995
2021-01-31,43.2995
2021-02-01,42.5682
2021-02-02,41.9045
2021-02-03,42.836
2021-02-04,44.4531
2021-02-05,43.0398
2021-02-06,43.0398
2021-02-07,43.0398
2021-02-08,42.8064
2021-02-09,44.1925
2021-02-10,43.0274
2021-02-11,44.0872
2021-02-12,43.9414
2021-02-13,43.9414
2021-02-14,43.9414
2021-02-15,43.9414
2021-02-16,42.4905
2021-02-17,43.3262
2021-02-18,43.6159
2021-02-19,43.2153
2021-02-20,43.2153
2021-02-21,43.2153
2021-02-22,44.3254
2021-02-23,43.8493
2021-02-24,45.0365
2021-02-25,44.7814
2021-02-26,44.4789
2021-02-27,44.4789
2021-02-28,44.4789
2021-03-01,46.5717
2021-03-02,47.1118
2021-03-03,45.8304
2021-03-04,48.1814
2021-03-05,52.0961
2021-03-06,52.0961
2021-03-07,52.0961
2021-03-08,52.6699
2021-03-09,53.2832
2021-03-10,53.3394
2021-03-11,52.6835
2021-03-12,54.5343
2021-03-13,54.5343
2021-03-14,54.5343
2021-03-15,54.3325
2021-03-16,53.0618
2021-03-17,53.0657
2021-03-18,54.8416
2021-03-19,55.62
2021-03-20,55.62
2021-03-21,55.62
2021-03-22,53.126
2021-03-23,52.9637
2021-03-24,56.9849
2021-03-25,57.6149
2021-03-26,60.0338
2021-03-27,60.0338
2021-03-28,60.0338
2021-03-29,60.5774
2021-03-30,60.953
2021-03-31,57.7283
2021-04-01,54.746
2021-04-02,54.746
2021-04-03,54.746
2021-04-04,54.746
2021-04-05,54.8698
2021-04-06,52.2617
2021-04-07,53.9727
2021-04-08,51.9671
2021-04-09,55.888
2021-04-10,55.888
2021-04-11,55.888
2021-04-12,53.9396
2021-04-13,55.3267
2021-04-14,57.2525
2021-04-15,60.7274
2021-04-16,61.1189
2021-04-17,61.1189
2021-04-18,61.1189
2021-04-19,62.4595
2021-04-20,63.3278
2021-04-21,63.7363
2021-04-22,63.7967
2021-04-23,64.9418
2021-04-24,64.9418
2021-04-25,64.9418
2021-04-26,63.6339
2021-04-27,64.4226
2021-04-28,59.3286
2021-04-29,62.0772
2021-04-30,60.9435
2021-05-01,60.9435
2021-05-02,60.9435
2021-05-03,62.5246
2021-05-04,65.8347
2021-05-05,64.4526
2021-05-06,65.8615
2021-05-07,65.5988
2021-05-08,65.5988
2021-05-09,65.5988
2021-05-10,66.8376
2021-05-11,60.3091
2021-05-12,59.4592
2021-05-13,60.0959
2021-05-14,58.7086
2021-05-15,58.7086
2021-05-16,58.7086
2021-05-17,57.7221
2021-05-18,57.2872
2021-05-19,55.1967
2021-05-20,53.1927
2021-05-21,55.3536
2021-05-22,55.3536
2021-05-23,55.3536
2021-05-24,54.0284
2021-05-25,53.6517
2021-05-26,52.3894
2021-05-27,52.5868
2021-05-28,51.8765
2021-05-29,51.8765
2021-05-30,51.8765
2021-05-31,51.8765
2021-06-01,49.2052
2021-06-02,48.2684
2021-06-03,49.0161
2021-06-04,47.2712
2021-06-05,47.2712
2021-06-06,47.2712
2021-06-07,43.4454
2021-06-08,46.2053
2021-06-09,46.3849
2021-06-10,45.7121
2021-06-11,45.04
2021-06-12,45.04
2021-06-13,45.04
2021-06-14,43.5299
2021-06-15,47.7853
2021-06-16,49.221
2021-06-17,49.561
2021-06-18,47.3836
2021-06-19,47.3836
2021-06-20,47.3836
2021-06-21,52.1961
2021-06-22,52.2636
2021-06-23,53.2978
2021-06-24,54.1522
2021-06-25,54.5237
2021-06-26,54.5237
2021-06-27,54.5237
2021-06-28,55.7244
2021-06-29,54.83
2021-06-30,55.0
2021-07-01,56.915
2021-07-02,58.4571
2021-07-03,58.4571
2021-07-04,58.4571
2021-07-05,58.4571
2021-07-06,59.1225
2021-07-07,60.5206
2021-07-08,58.9235
2021-07-09,59.3517
2021-07-10,59.3517
2021-07-11,59.3517
2021-07-12,60.341
2021-07-13,61.0778
2021-07-14,60.9607
2021-07-15,63.4349
2021-07-16,64.7792
2021-07-17,64.7792
2021-07-18,64.7792
2021-07-19,59.1317
2021-07-20,58.9026
2021-07-21,60.0133
2021-07-22,60.0957
2021-07-23,62.8049
2021-07-24,62.8049
2021-07-25,62.8049
2021-07-26,60.5922
2021-07-27,60.6619
2021-07-28,48.2628
2021-07-29,44.7003
2021-07-30,43.1005
2021-07-31,43.1005
2021-08-01,43.1005
2021-08-02,44.6592
2021-08-03,43.3098
2021-08-04,43.62
2021-08-05,40.3492
2021-08-06,41.7986
2021-08-07,41.7986
2021-08-08,41.7986
2021-08-09,41.0015
2021-08-10,40.4252
2021-08-11,38.6047
2021-08-12,37.7087
2021-08-13,40.0737
2021-08-14,40.0737
2021-08-15,40.0737
2021-08-16,40.7172
2021-08-17,41.2802
2021-08-18,39.5944
2021-08-19,42.1916
2021-08-20,42.1645
2021-08-21,42.1645
2021-08-22,42.1645
2021-08-23,42.5751
2021-08-24,41.8144
2021-08-25,39.8305
2021-08-26,38.5611
2021-08-27,40.105
2021-08-28,40.105
2021-08-29,40.105
2021-08-30,40.0186
2021-08-31,39.9865
2021-09-01,40.0859
2021-09-02,45.5573
2021-09-03,45.3141
2021-09-04,45.3141
2021-09-05,45.3141
2021-09-06,45.3141
2021-09-07,44.5553
2021-09-08,44.4679
2021-09-09,46.3455
2021-09-10,40.431
2021-09-11,40.431
2021-09-12,40.431
2021-09-13,43.8901
2021-09-14,41.4063
2021-09-15,41.0692
2021-09-16,40.4395
2021-09-17,44.5798
2021-09-18,44.5798
2021-09-19,44.5798
2021-09-20,43.252
2021-09-21,42.0685
2021-09-22,41.9272
2021-09-23,42.4768
2021-09-24,41.5377
2021-09-25,41.5377
2021-09-26,41.5377
2021-09-27,42.6176
2021-09-28,40.4014
2021-09-29,40.9582
2021-09-30,38.747
2021-10-01,40.0432
2021-10-02,40.0432
2021-10-03,40.0432
2021-10-04,37.7727
2021-10-05,39.5744
2021-10-06,41.7564
2021-10-07,47.1128
2021-10-08,50.7813
2021-10-09,50.7813
2021-10-10,50.7813
2021-10-11,51.6046
2021-10-12,53.7114
2021-10-13,53.8126
2021-10-14,58.7499
2021-10-15,60.586
2021-10-16,60.586
2021-10-17,60.586
2021-10-18,59.4715
2021-10-19,60.3794
2021-10-20,64.0453
2021-10-21,65.6487
2021-10-22,65.9071
2021-10-23,65.9071
2021-10-24,65.9071
2021-10-25,66.303
2021-10-26,67.2258
2021-10-27,63.1154
2021-10-28,65.4311
2021-10-29,63.3909
2021-10-30,63.3909
2021-10-31,63.3909
2021-11-01,61.7534
2021-11-02,60.6871
2021-11-03,61.3601
2021-11-04,58.7374
2021-11-05,58.6847
2021-11-06,58.6847
2021-11-07,58.6847
2021-11-08,59.0243
2021-11-09,57.1618
2021-11-10,56.3145
2021-11-11,55.4108
2021-11-12,54.9209
2021-11-13,54.9209
2021-11-14,54.9209
2021-11-15,51.7523
2021-11-16,54.0075
2021-11-17,51.6006
2021-11-18,54.3792
2021-11-19,50.0231
2021-11-20,50.0231
2021-11-21,50.0231
2021-11-22,49.1137
2021-11-23,50.9152
2021-11-24,50.5176
2021-11-25,50.5176
2021-11-26,47.6671
2021-11-27,47.6671
2021-11-28,47.6671
2021-11-29,47.5158
2021-11-30,44.601
2021-12-01,43.9044
2021-12-02,45.5134
2021-12-03,45.6232
2021-12-04,45.6232
2021-12-05,45.6232
2021-12-06,49.957
2021-12-07,50.1511
2021-12-08,52.7494
2021-12-09,56.838
2021-12-10,59.4703
2021-12-11,59.4703
2021-12-12,59.4703
2021-12-13,60.3628
2021-12-14,59.2966
2021-12-15,59.2707
2021-12-16,57.3998
2021-12-17,55.662
2021-12-18,55.662
2021-12-19,55.662
2021-12-20,54.7385
2021-12-21,54.337
2021-12-22,56.3714
2021-12-23,57.8529
2021-12-24,57.8529
2021-12-25,57.8529
2021-12-26,57.8529
2021-12-27,59.033
2021-12-28,59.7502
2021-12-29,60.5435
2021-12-30,59.5589
2021-12-31,58.3937
2022-01-01,58.3937
2022-01-02,58.3937
2022-01-03,58.9397
2022-01-04,55.8588
2022-01-05,54.4193
2022-01-06,31.1874
2022-01-07,30.5218
2022-01-08,30.5218
2022-01-09,30.5218
2022-01-10,37.4885
2022-01-11,39.341
2022-01-12,40.3624
2022-01-13,40.0368
2022-01-14,39.6589
2022-01-15,39.6589
2022-01-16,39.6589
2022-01-17,39.6589
2022-01-18,38.9147
2022-01-19,37.0065
2022-01-20,38.61
2022-01-21,37.142
2022-01-22,37.142
2022-01-23,37.142
2022-01-24,38.3452
2022-01-25,37.5608
2022-01-26,38.2209
2022-01-27,40.1245
2022-01-28,41.1103
2022-01-29,41.1103
2022-01-30,41.1103
2022-01-31,43.0683
2022-02-01,42.6459
2022-02-02,45.8288
2022-02-03,52.3189
2022-02-04,53.1644
2022-02-05,53.1644
2022-02-06,53.1644
2022-02-07,53.2821
2022-02-08,53.9171
2022-02-09,54.7668
2022-02-10,53.5069
2022-02-11,51.2197
2022-02-12,51.2197
2022-02-13,51.2197
2022-02-14,50.051
2022-02-15,50.712
2022-02-16,52.4759
2022-02-17,51.3194
2022-02-18,50.4803
2022-02-19,50.4803
2022-02-20,50.4803
2022-02-21,50.4803
2022-02-22,50.1422
2022-02-23,48.2144
2022-02-24,50.3987
2022-02-25,53.4584
2022-02-26,53.4584
2022-02-27,53.4584
2022-02-28,53.8883
2022-03-01,52.8776
2022-03-02,54.3322
2022-03-03,54.1925
2022-03-04,55.6354
2022-03-05,55.6354
2022-03-06,55.6354
2022-03-07,51.1266
2022-03-08,50.4956
2022-03-09,51.7752
2022-03-10,52.3766
2022-03-11,50.7833
2022-03-12,50.7833
2022-03-13,50.7833
2022-03-14,52.464
2022-03-15,54.647
2022-03-16,55.4346
2022-03-17,54.8566
2022-03-18,54.693
2022-03-19,54.693
2022-03-20,54.693
2022-03-21,53.4087
2022-03-22,53.876
2022-03-23,51.2121
2022-03-24,53.2926
2022-03-25,52.6514
2022-03-26,52.6514
2022-03-27,52.6514
2022-03-28,52.4812
2022-03-29,53.7135
2022-03-30,54.1018
2022-03-31,52.5346
2022-04-01,54.5486
2022-04-02,54.5486
2022-04-03,54.5486
2022-04-04,53.1576
2022-04-05,54.9252
2022-04-06,56.7069
2022-04-07,59.1562
2022-04-08,59.2148
2022-04-09,59.2148
2022-04-10,59.2148
2022-04-11,56.6205
2022-04-12,55.7279
2022-04-13,58.5995
2022-04-14,59.1011
2022-04-15,59.1011
2022-04-16,59.1011
2022-04-17,59.1011
2022-04-18,56.4806
2022-04-19,57.8648
2022-04-20,59.7718
2022-04-21,56.0768
2022-04-22,52.0944
2022-04-23,52.0944
2022-04-24,52.0944
2022-04-25,51.1258
2022-04-26,47.6958
2022-04-27,51.6141
2022-04-28,55.7738
2022-04-29,51.5394
2022-04-30,51.5394
2022-05-01,51.5394
2022-05-02,48.6156
2022-05-03,48.6891
2022-05-04,50.9907
2022-05-05,48.7852
2022-05-06,47.9263
2022-05-07,47.9263
2022-05-08,47.9263
2022-05-09,46.3713
2022-05-10,48.6926
2022-05-11,48.4128
2022-05-12,47.6739
2022-05-13,50.4634
2022-05-14,50.4634
2022-05-15,50.4634
2022-05-16,51.0306
2022-05-17,50.918
2022-05-18,45.4534
2022-05-19,48.764
2022-05-20,50.7347
2022-05-21,50.7347
2022-05-22,50.7347
2022-05-23,51.1859
2022-05-24,50.9215
2022-05-25,52.0494
2022-05-26,53.9787
2022-05-27,56.1574
2022-05-28,56.1574
2022-05-29,56.1574
2022-05-30,56.1574
2022-05-31,54.1003
2022-06-01,52.2179
2022-06-02,52.7203
2022-06-03,50.7112
2022-06-04,50.7112
2022-06-05,50.7112
2022-06-06,51.1669
2022-06-07,52.6876
2022-06-08,52.8853
2022-06-09,52.6087
2022-06-10,50.9454
2022-06-11,50.9454
2022-06-12,50.9454
2022-06-13,45.9847
2022-06-14,45.3848
2022-06-15,48.1508
2022-06-16,45.5778
2022-06-17,47.1055
2022-06-18,47.1055
2022-06-19,47.1055
2022-06-20,47.1055
2022-06-21,52.5203
2022-06-22,52.2697
2022-06-23,53.8829
2022-06-24,54.4078
2022-06-25,54.4078
2022-06-26,54.4078
2022-06-27,56.2089
2022-06-28,55.55
2022-06-29,57.1875
2022-06-30,57.1059
2022-07-01,59.6057
2022-07-02,59.6057
2022-07-03,59.6057
2022-07-04,59.6057
2022-07-05,57.6771
2022-07-06,58.7202
2022-07-07,58.3515
2022-07-08,59.9691
2022-07-09,59.9691
2022-07-10,59.9691
2022-07-11,60.7872
2022-07-12,59.4579
2022-07-13,56.2879
2022-07-14,55.9795
2022-07-15,59.548
2022-07-16,59.548
2022-07-17,59.548
2022-07-18,58.536
2022-07-19,60.9541
2022-07-20,57.2548
2022-07-21,57.714
2022-07-22,58.465
2022-07-23,58.465
2022-07-24,58.465
2022-07-25,59.1128
2022-07-26,59.2271
2022-07-27,54.7276
2022-07-28,56.1285
2022-07-29,55.4976
2022-07-30,55.4976
2022-07-31,55.4976
2022-08-01,53.2311
2022-08-02,54.2167
2022-08-03,55.1065
2022-08-04,54.5055
2022-08-05,55.6011
2022-08-06,55.6011
2022-08-07,55.6011
2022-08-08,55.101
2022-08-09,56.5157
2022-08-10,55.9071
2022-08-11,55.2248
2022-08-12,58.687
2022-08-13,58.687
2022-08-14,58.687
2022-08-15,59.1285
2022-08-16,57.8747
2022-08-17,58.0106
2022-08-18,58.0581
2022-08-19,59.1756
2022-08-20,59.1756
2022-08-21,59.1756
2022-08-22,59.4738
2022-08-23,56.3674
2022-08-24,57.1021
2022-08-25,56.9522
2022-08-26,53.5876
2022-08-27,53.5876
2022-08-28,53.5876
2022-08-29,54.0729
2022-08-30,53.0911
2022-08-31,51.6048
2022-09-01,53.4131
2022-09-02,52.408
2022-09-03,52.408
2022-09-04,52.408
2022-09-05,52.408
2022-09-06,50.5505
2022-09-07,51.3346
2022-09-08,53.0233
2022-09-09,50.0145
2022-09-10,50.0145
2022-09-11,50.0145
2022-09-12,52.7126
2022-09-13,46.6292
2022-09-14,43.8599
2022-09-15,55.0824
2022-09-16,55.691
2022-09-17,55.691
2022-09-18,55.691
2022-09-19,56.0006
2022-09-20,56.4482
2022-09-21,52.7116
2022-09-22,53.5623
2022-09-23,51.5134
2022-09-24,51.5134
2022-09-25,51.5134
2022-09-26,50.3009
2022-09-27,51.5927
2022-09-28,53.3355
2022-09-29,52.7415
2022-09-30,50.9845
2022-10-01,50.9845
2022-10-02,50.9845
2022-10-03,54.7882
2022-10-04,55.842
2022-10-05,56.0733
2022-10-06,54.3603
2022-10-07,55.443
2022-10-08,55.443
2022-10-09,55.443
2022-10-10,53.4198
2022-10-11,53.8136
2022-10-12,52.4532
2022-10-13,54.119
2022-10-14,54.0665
2022-10-15,54.0665
2022-10-16,54.0665
2022-10-17,53.6591
2022-10-18,54.5061
2022-10-19,53.9869
2022-10-20,55.5195
2022-10-21,57.015
2022-10-22,57.015
2022-10-23,57.015
2022-10-24,60.0658
2022-10-25,61.9106
2022-10-26,64.1093
2022-10-27,65.2709
2022-10-28,67.3615
2022-10-29,67.3615
2022-10-30,67.3615
2022-10-31,67.9887
2022-11-01,66.5279
2022-11-02,67.5505
2022-11-03,68.2253
2022-11-04,63.8292
2022-11-05,63.8292
2022-11-06,63.8292
2022-11-07,64.4524
2022-11-08,65.06
2022-11-09,63.3576
2022-11-10,64.4462
2022-11-11,54.1824
2022-11-12,54.1824
2022-11-13,54.1824
2022-11-14,54.5521
2022-11-15,49.7236
2022-11-16,50.9578
2022-11-17,51.6527
2022-11-18,54.0914
2022-11-19,54.0914
2022-11-20,54.0914
2022-11-21,52.7438
2022-11-22,54.1508
2022-11-23,55.9608
2022-11-24,55.9608
2022-11-25,56.5873
2022-11-26,56.5873
2022-11-27,56.5873
2022-11-28,54.5692
2022-11-29,54.2237
2022-11-30,58.2119
2022-12-01,57.7369
2022-12-02,57.2347
2022-12-03,57.2347
2022-12-04,57.2347
2022-12-05,57.389
2022-12-06,57.0331
2022-12-07,57.75
2022-12-08,57.116
2022-12-09,52.5452
2022-12-10,52.5452
2022-12-11,52.5452
2022-12-12,51.4963
2022-12-13,49.4337
2022-12-14,48.9797
2022-12-15,45.3475
2022-12-16,44.0772
2022-12-17,44.0772
2022-12-18,44.0772
2022-12-19,44.5063
2022-12-20,43.6806
2022-12-21,45.8106
2022-12-22,47.2069
2022-12-23,47.7007
2022-12-24,47.7007
2022-12-25,47.7007
2022-12-26,47.7007
2022-12-27,47.8392
2022-12-28,48.1538
2022-12-29,47.7296
2022-12-30,47.3998
2022-12-31,47.3998
2023-01-01,47.3998
2023-01-02,47.3998
2023-01-03,43.7749
2023-01-04,41.4301
2023-01-05,40.3353
2023-01-06,42.0808
2023-01-07,42.0808
2023-01-08,42.0808
2023-01-09,39.2356
2023-01-10,39.2053
2023-01-11,43.5083
2023-01-12,43.9721
2023-01-13,43.1399
2023-01-14,43.1399
2023-01-15,43.1399
2023-01-16,43.1399
2023-01-17,42.882
2023-01-18,41.2631
2023-01-19,43.9358
2023-01-20,45.9719
2023-01-21,45.9719
2023-01-22,45.9719
2023-01-23,45.1362
2023-01-24,47.2292
2023-01-25,47.8922
2023-01-26,46.9588
2023-01-27,41.7569
2023-01-28,41.7569
2023-01-29,41.7569
2023-01-30,42.9483
2023-01-31,51.4889
2023-02-01,51.928
2023-02-02,45.5782
2023-02-03,42.5558
2023-02-04,42.5558
2023-02-05,42.5558
2023-02-06,45.2991
2023-02-07,44.1201
2023-02-08,47.6847
2023-02-09,47.1477
2023-02-10,48.8947
2023-02-11,48.8947
2023-02-12,48.8947
2023-02-13,49.7474
2023-02-14,49.6803
2023-02-15,48.7996
2023-02-16,50.7794
2023-02-17,51.9403
2023-02-18,51.9403
2023-02-19,51.9403
2023-02-20,51.9403
2023-02-21,50.0841
2023-02-22,50.1413
2023-02-23,52.0542
2023-02-24,51.1258
2023-02-25,51.1258
2023-02-26,51.1258
2023-02-27,50.8615
2023-02-28,47.6437
2023-03-01,47.9785
2023-03-02,47.8692
2023-03-03,49.2343
2023-03-04,49.2343
2023-03-05,49.2343
2023-03-06,48.895
2023-03-07,47.9857
2023-03-08,46.0192
2023-03-09,45.1713
2023-03-10,43.323
2023-03-11,43.323
2023-03-12,43.323
2023-03-13,44.3194
2023-03-14,44.1741
2023-03-15,44.8707
2023-03-16,48.5446
2023-03-17,48.9365
2023-03-18,48.9365
2023-03-19,48.9365
2023-03-20,48.5572
