,NXST US Equity
2023-03-18,36.7512
2023-03-19,36.7512
2023-03-20,37.8806
2023-03-21,39.6066
2023-03-22,38.7952
2023-03-23,38.4628
2023-03-24,38.2491
2023-03-25,38.2491
2023-03-26,38.2491
2023-03-27,43.8722
2023-03-28,42.7426
2023-03-29,45.6079
2023-03-30,45.3967
2023-03-31,47.0274
2023-04-01,47.0274
2023-04-02,47.0274
2023-04-03,47.1291
2023-04-04,45.8265
2023-04-05,47.2876
2023-04-06,47.4264
2023-04-07,47.4264
2023-04-08,47.4264
2023-04-09,47.4264
2023-04-10,49.4958
2023-04-11,50.3467
2023-04-12,48.7619
2023-04-13,50.2068
2023-04-14,51.0786
2023-04-15,51.0786
2023-04-16,51.0786
2023-04-17,50.6842
2023-04-18,49.2266
2023-04-19,49.6101
2023-04-20,49.1147
2023-04-21,47.1066
2023-04-22,47.1066
2023-04-23,47.1066
2023-04-24,48.1103
2023-04-25,45.6937
2023-04-26,45.0134
2023-04-27,47.6109
2023-04-28,48.1209
2023-04-29,48.1209
2023-04-30,48.1209
2023-05-01,48.213
2023-05-02,44.1297
2023-05-03,42.6952
2023-05-04,37.9583
2023-05-05,43.7132
2023-05-06,43.7132
2023-05-07,43.7132
2023-05-08,44.9191
2023-05-09,43.9125
2023-05-10,41.676
2023-05-11,40.9081
2023-05-12,42.8296
2023-05-13,42.8296
2023-05-14,42.8296
2023-05-15,44.0272
2023-05-16,42.7547
2023-05-17,45.6822
2023-05-18,45.5883
2023-05-19,43.9417
2023-05-20,43.9417
2023-05-21,43.9417
2023-05-22,44.1857
2023-05-23,43.1666
2023-05-24,41.2711
2023-05-25,39.2575
2023-05-26,39.831
2023-05-27,39.831
2023-05-28,39.831
2023-05-29,39.831
2023-05-30,39.9054
2023-05-31,38.9694
2023-06-01,40.1298
2023-06-02,44.4966
2023-06-03,44.4966
2023-06-04,44.4966
2023-06-05,43.944
2023-06-06,47.3204
2023-06-07,50.9613
2023-06-08,52.0632
2023-06-09,50.1519
2023-06-10,50.1519
2023-06-11,50.1519
2023-06-12,51.5292
2023-06-13,51.9716
2023-06-14,50.4039
2023-06-15,50.9776
2023-06-16,49.6549
2023-06-17,49.6549
2023-06-18,49.6549
2023-06-19,49.6549
2023-06-20,47.9016
2023-06-21,48.0133
2023-06-22,46.1175
2023-06-23,45.0066
2023-06-24,45.0066
2023-06-25,45.0066
2023-06-26,49.7201
2023-06-27,52.006
2023-06-28,50.6825
2023-06-29,52.7734
2023-06-30,50.9273
2023-07-01,50.9273
2023-07-02,50.9273
2023-07-03,51.3107
2023-07-04,51.3107
2023-07-05,51.3451
2023-07-06,51.5934
2023-07-07,53.5616
2023-07-08,53.5616
2023-07-09,53.5616
2023-07-10,54.9964
2023-07-11,56.7051
2023-07-12,57.8814
2023-07-13,58.8221
2023-07-14,55.8669
2023-07-15,55.8669
2023-07-16,55.8669
2023-07-17,56.465
2023-07-18,60.732
2023-07-19,59.8721
2023-07-20,60.6762
2023-07-21,58.015
2023-07-22,58.015
2023-07-23,58.015
2023-07-24,58.2276
2023-07-25,58.4515
2023-07-26,58.9197
2023-07-27,57.5596
2023-07-28,58.9515
2023-07-29,58.9515
2023-07-30,58.9515
2023-07-31,61.5884
2023-08-01,57.5675
2023-08-02,55.675
2023-08-03,52.268
2023-08-04,56.1959
2023-08-05,56.1959
2023-08-06,56.1959
2023-08-07,57.5955
2023-08-08,52.2686
2023-08-09,46.1426
2023-08-10,46.2959
2023-08-11,45.9127
2023-08-12,45.9127
2023-08-13,45.9127
2023-08-14,44.4248
2023-08-15,44.2852
2023-08-16,41.4412
2023-08-17,42.2908
2023-08-18,42.2258
2023-08-19,42.2258
2023-08-20,42.2258
2023-08-21,44.7092
2023-08-22,42.3852
2023-08-23,42.3308
2023-08-24,43.5242
2023-08-25,42.8152
2023-08-26,42.8152
2023-08-27,42.8152
2023-08-28,45.0585
2023-08-29,48.2707
2023-08-30,49.194
2023-08-31,47.1663
2023-09-01,36.7137
2023-09-02,36.7137
2023-09-03,36.7137
2023-09-04,36.7137
2023-09-05,36.2186
2023-09-06,36.7191
2023-09-07,33.927
2023-09-08,34.1257
2023-09-09,34.1257
2023-09-10,34.1257
2023-09-11,40.1458
2023-09-12,42.7016
2023-09-13,44.0671
2023-09-14,48.5003
2023-09-15,45.8496
2023-09-16,45.8496
2023-09-17,45.8496
2023-09-18,44.9872
2023-09-19,45.4773
2023-09-20,41.6709
2023-09-21,42.6292
2023-09-22,41.0341
2023-09-23,41.0341
2023-09-24,41.0341
2023-09-25,39.9614
2023-09-26,40.1022
2023-09-27,41.6425
2023-09-28,42.132
2023-09-29,43.7378
2023-09-30,43.7378
2023-10-01,43.7378
2023-10-02,42.5477
2023-10-03,40.3813
2023-10-04,40.2058
2023-10-05,39.5832
2023-10-06,41.0418
2023-10-07,41.0418
2023-10-08,41.0418
2023-10-09,42.5954
2023-10-10,45.1832
2023-10-11,45.1782
2023-10-12,43.5699
2023-10-13,44.2252
2023-10-14,44.2252
2023-10-15,44.2252
2023-10-16,47.0507
2023-10-17,48.2483
2023-10-18,46.1826
2023-10-19,45.9685
2023-10-20,44.7187
2023-10-21,44.7187
2023-10-22,44.7187
2023-10-23,44.0449
2023-10-24,45.1111
2023-10-25,43.5071
2023-10-26,42.826
2023-10-27,42.3289
2023-10-28,42.3289
2023-10-29,42.3289
2023-10-30,44.0543
2023-10-31,45.5328
2023-11-01,45.7821
2023-11-02,52.3786
2023-11-03,55.5008
2023-11-04,55.5008
2023-11-05,55.5008
2023-11-06,53.6175
2023-11-07,52.2069
2023-11-08,49.8527
2023-11-09,48.8279
2023-11-10,50.0601
2023-11-11,50.0601
2023-11-12,50.0601
2023-11-13,48.5457
2023-11-14,51.5765
2023-11-15,51.8609
2023-11-16,50.5657
2023-11-17,52.0411
2023-11-18,52.0411
2023-11-19,52.0411
2023-11-20,52.7701
2023-11-21,51.7965
2023-11-22,51.6676
2023-11-23,51.6676
2023-11-24,51.9398
2023-11-25,51.9398
2023-11-26,51.9398
2023-11-27,49.4826
2023-11-28,47.484
2023-11-29,48.6515
2023-11-30,46.9711
2023-12-01,51.5321
2023-12-02,51.5321
2023-12-03,51.5321
2023-12-04,51.3668
2023-12-05,47.3935
2023-12-06,47.1067
2023-12-07,47.5011
2023-12-08,51.4006
2023-12-09,51.4006
2023-12-10,51.4006
2023-12-11,50.0208
2023-12-12,48.5406
2023-12-13,52.9388
2023-12-14,56.2555
2023-12-15,54.2591
2023-12-16,54.2591
2023-12-17,54.2591
2023-12-18,55.2053
2023-12-19,56.7113
2023-12-20,54.3367
2023-12-21,56.1515
2023-12-22,54.6795
2023-12-23,54.6795
2023-12-24,54.6795
2023-12-25,54.6795
2023-12-26,55.3532
2023-12-27,54.7017
2023-12-28,55.5374
2023-12-29,54.1592
2023-12-30,54.1592
2023-12-31,54.1592
2024-01-01,54.1592
2024-01-02,56.0077
2024-01-03,53.7525
2024-01-04,54.7146
2024-01-05,55.5793
2024-01-06,55.5793
2024-01-07,55.5793
2024-01-08,61.2796
2024-01-09,61.3523
2024-01-10,60.2917
2024-01-11,60.8778
2024-01-12,60.7197
2024-01-13,60.7197
2024-01-14,60.7197
2024-01-15,60.7197
2024-01-16,58.9628
2024-01-17,57.682
2024-01-18,57.5606
2024-01-19,60.1786
2024-01-20,60.1786
2024-01-21,60.1786
2024-01-22,62.0121
2024-01-23,59.923
2024-01-24,58.7903
2024-01-25,61.0829
2024-01-26,62.846
2024-01-27,62.846
2024-01-28,62.846
2024-01-29,62.3441
2024-01-30,62.4413
2024-01-31,60.5461
2024-02-01,60.94
2024-02-02,59.5619
2024-02-03,59.5619
2024-02-04,59.5619
2024-02-05,55.7592
2024-02-06,56.5107
2024-02-07,48.0064
2024-02-08,49.8948
2024-02-09,50.9353
2024-02-10,50.9353
2024-02-11,50.9353
2024-02-12,54.2721
2024-02-13,51.5837
2024-02-14,54.3856
2024-02-15,56.2633
2024-02-16,56.2032
2024-02-17,56.2032
2024-02-18,56.2032
2024-02-19,56.2032
2024-02-20,54.0345
2024-02-21,54.0598
2024-02-22,54.1015
2024-02-23,50.2186
2024-02-24,50.2186
2024-02-25,50.2186
2024-02-26,48.5055
2024-02-27,49.552
2024-02-28,50.904
2024-02-29,51.6603
2024-03-01,50.2015
2024-03-02,50.2015
2024-03-03,50.2015
2024-03-04,46.0818
2024-03-05,46.8018
2024-03-06,48.7557
2024-03-07,49.784
2024-03-08,50.3847
2024-03-09,50.3847
2024-03-10,50.3847
2024-03-11,51.7109
2024-03-12,51.4302
2024-03-13,53.6811
2024-03-14,51.9115
2024-03-15,50.0653
2024-03-16,50.0653
2024-03-17,50.0653
2024-03-18,47.7627
2024-03-19,50.4662
2024-03-20,52.0133
2024-03-21,52.3964
2024-03-22,50.7266
2024-03-23,50.7266
2024-03-24,50.7266
2024-03-25,52.1047
2024-03-26,52.9999
2024-03-27,54.7444
2024-03-28,54.9639
2024-03-29,54.9639
2024-03-30,54.9639
2024-03-31,54.9639
2024-04-01,53.5135
2024-04-02,52.0978
2024-04-03,53.2289
2024-04-04,52.1429
2024-04-05,51.605
2024-04-06,51.605
2024-04-07,51.605
2024-04-08,50.5069
