,NTRS US Equity
2020-04-19,47.5367
2020-04-20,47.0974
2020-04-21,44.0198
2020-04-22,45.332
2020-04-23,44.981
2020-04-24,46.3472
2020-04-25,46.3472
2020-04-26,46.3472
2020-04-27,48.23
2020-04-28,48.3935
2020-04-29,49.8174
2020-04-30,47.7619
2020-05-01,45.2853
2020-05-02,45.2853
2020-05-03,45.2853
2020-05-04,44.952
2020-05-05,43.7186
2020-05-06,43.0717
2020-05-07,44.6558
2020-05-08,46.3489
2020-05-09,46.3489
2020-05-10,46.3489
2020-05-11,45.4921
2020-05-12,44.163
2020-05-13,42.4266
2020-05-14,44.1818
2020-05-15,43.4121
2020-05-16,43.4121
2020-05-17,43.4121
2020-05-18,47.4437
2020-05-19,45.6462
2020-05-20,46.7745
2020-05-21,46.1894
2020-05-22,46.1457
2020-05-23,46.1457
2020-05-24,46.1457
2020-05-25,46.1457
2020-05-26,50.4009
2020-05-27,53.139
2020-05-28,50.838
2020-05-29,50.152
2020-05-30,50.152
2020-05-31,50.152
2020-06-01,51.3898
2020-06-02,51.5323
2020-06-03,54.6317
2020-06-04,56.5394
2020-06-05,58.2776
2020-06-06,58.2776
2020-06-07,58.2776
2020-06-08,58.5675
2020-06-09,59.098
2020-06-10,55.2536
2020-06-11,51.3544
2020-06-12,52.4637
2020-06-13,52.4637
2020-06-14,52.4637
2020-06-15,52.3924
2020-06-16,53.4185
2020-06-17,52.4971
2020-06-18,51.5035
2020-06-19,51.5351
2020-06-20,51.5351
2020-06-21,51.5351
2020-06-22,50.7561
2020-06-23,50.1954
2020-06-24,46.959
2020-06-25,48.0723
2020-06-26,46.2856
2020-06-27,46.2856
2020-06-28,46.2856
2020-06-29,46.3777
2020-06-30,49.1194
2020-07-01,47.1505
2020-07-02,47.8087
2020-07-03,47.8087
2020-07-04,47.8087
2020-07-05,47.8087
2020-07-06,48.7406
2020-07-07,48.0088
2020-07-08,50.1145
2020-07-09,46.923
2020-07-10,50.2118
2020-07-11,50.2118
2020-07-12,50.2118
2020-07-13,51.3724
2020-07-14,51.4394
2020-07-15,50.4518
2020-07-16,49.9023
2020-07-17,47.9278
2020-07-18,47.9278
2020-07-19,47.9278
2020-07-20,47.9565
2020-07-21,49.9419
2020-07-22,46.2641
2020-07-23,48.0138
2020-07-24,46.7853
2020-07-25,46.7853
2020-07-26,46.7853
2020-07-27,47.3428
2020-07-28,47.8206
2020-07-29,49.8937
2020-07-30,48.6622
2020-07-31,49.0728
2020-08-01,49.0728
2020-08-02,49.0728
2020-08-03,49.9892
2020-08-04,49.9892
2020-08-05,51.1127
2020-08-06,50.762
2020-08-07,53.9237
2020-08-08,53.9237
2020-08-09,53.9237
2020-08-10,54.3137
2020-08-11,54.9013
2020-08-12,54.6629
2020-08-13,52.973
2020-08-14,53.7746
2020-08-15,53.7746
2020-08-16,53.7746
2020-08-17,52.7597
2020-08-18,52.3218
2020-08-19,53.1925
2020-08-20,51.2441
2020-08-21,51.5945
2020-08-22,51.5945
2020-08-23,51.5945
2020-08-24,54.4511
2020-08-25,54.1116
2020-08-26,52.4716
2020-08-27,54.2257
2020-08-28,53.7328
2020-08-29,53.7328
2020-08-30,53.7328
2020-08-31,51.1091
2020-09-01,51.3403
2020-09-02,53.5412
2020-09-03,53.1895
2020-09-04,54.1364
2020-09-05,54.1364
2020-09-06,54.1364
2020-09-07,54.1364
2020-09-08,50.3489
2020-09-09,49.6904
2020-09-10,47.5204
2020-09-11,49.106
2020-09-12,49.106
2020-09-13,49.106
2020-09-14,49.9534
2020-09-15,47.7518
2020-09-16,53.2188
2020-09-17,52.8087
2020-09-18,51.3254
2020-09-19,51.3254
2020-09-20,51.3254
2020-09-21,48.5986
2020-09-22,46.6417
2020-09-23,44.6825
2020-09-24,43.8671
2020-09-25,45.5233
2020-09-26,45.5233
2020-09-27,45.5233
2020-09-28,48.2614
2020-09-29,46.9555
2020-09-30,47.6059
2020-10-01,46.541
2020-10-02,48.3092
2020-10-03,48.3092
2020-10-04,48.3092
2020-10-05,51.2759
2020-10-06,50.4833
2020-10-07,52.8961
2020-10-08,55.1146
2020-10-09,56.1457
2020-10-10,56.1457
2020-10-11,56.1457
2020-10-12,57.2863
2020-10-13,54.1075
2020-10-14,54.6111
2020-10-15,57.3773
2020-10-16,57.742
2020-10-17,57.742
2020-10-18,57.742
2020-10-19,55.0744
2020-10-20,55.4527
2020-10-21,55.4638
2020-10-22,55.4495
2020-10-23,53.5262
2020-10-24,53.5262
2020-10-25,53.5262
2020-10-26,50.5945
2020-10-27,48.6596
2020-10-28,45.2652
2020-10-29,45.9245
2020-10-30,45.9012
2020-10-31,45.9012
2020-11-01,45.9012
2020-11-02,46.9885
2020-11-03,51.5003
2020-11-04,47.1579
2020-11-05,50.3496
2020-11-06,50.4417
2020-11-07,50.4417
2020-11-08,50.4417
2020-11-09,59.3524
2020-11-10,60.2028
2020-11-11,57.0959
2020-11-12,55.2632
2020-11-13,58.0094
2020-11-14,58.0094
2020-11-15,58.0094
2020-11-16,59.8562
2020-11-17,60.3572
2020-11-18,59.0666
2020-11-19,59.6108
2020-11-20,57.2941
2020-11-21,57.2941
2020-11-22,57.2941
2020-11-23,59.1051
2020-11-24,62.2001
2020-11-25,61.3345
2020-11-26,61.3345
2020-11-27,60.4524
2020-11-28,60.4524
2020-11-29,60.4524
2020-11-30,56.9919
2020-12-01,57.118
2020-12-02,57.6575
2020-12-03,56.5936
2020-12-04,58.1898
2020-12-05,58.1898
2020-12-06,58.1898
2020-12-07,57.7193
2020-12-08,57.9089
2020-12-09,56.1598
2020-12-10,55.1742
2020-12-11,53.2179
2020-12-12,53.2179
2020-12-13,53.2179
2020-12-14,51.4472
2020-12-15,53.7013
2020-12-16,53.7632
2020-12-17,55.12
2020-12-18,54.8657
2020-12-19,54.8657
2020-12-20,54.8657
2020-12-21,53.7751
2020-12-22,53.1959
2020-12-23,54.753
2020-12-24,54.2161
2020-12-25,54.2161
2020-12-26,54.2161
2020-12-27,54.2161
2020-12-28,55.2267
2020-12-29,54.4307
2020-12-30,54.4426
2020-12-31,55.8982
2021-01-01,55.8982
2021-01-02,55.8982
2021-01-03,55.8982
2021-01-04,54.9455
2021-01-05,53.9205
2021-01-06,60.0442
2021-01-07,60.3328
2021-01-08,59.279
2021-01-09,59.279
2021-01-10,59.279
2021-01-11,60.3181
2021-01-12,61.7908
2021-01-13,60.1768
2021-01-14,61.5617
2021-01-15,56.6881
2021-01-16,56.6881
2021-01-17,56.6881
2021-01-18,56.6881
2021-01-19,57.6695
2021-01-20,54.1385
2021-01-21,53.3726
2021-01-22,53.8155
2021-01-23,53.8155
2021-01-24,53.8155
2021-01-25,53.3739
2021-01-26,52.4282
2021-01-27,48.1097
2021-01-28,49.3032
2021-01-29,46.8785
2021-01-30,46.8785
2021-01-31,46.8785
2021-02-01,48.6674
2021-02-02,50.626
2021-02-03,52.3151
2021-02-04,55.6869
2021-02-05,56.3551
2021-02-06,56.3551
2021-02-07,56.3551
2021-02-08,56.8783
2021-02-09,56.9871
2021-02-10,55.6076
2021-02-11,55.8288
2021-02-12,57.1654
2021-02-13,57.1654
2021-02-14,57.1654
2021-02-15,57.1654
2021-02-16,58.056
2021-02-17,55.8093
2021-02-18,53.6752
2021-02-19,54.0513
2021-02-20,54.0513
2021-02-21,54.0513
2021-02-22,55.6886
2021-02-23,55.5644
2021-02-24,58.795
2021-02-25,54.9793
2021-02-26,51.3659
2021-02-27,51.3659
2021-02-28,51.3659
2021-03-01,55.6326
2021-03-02,53.6055
2021-03-03,54.9742
2021-03-04,53.6896
2021-03-05,56.2269
2021-03-06,56.2269
2021-03-07,56.2269
2021-03-08,57.9413
2021-03-09,56.321
2021-03-10,57.3191
2021-03-11,58.3513
2021-03-12,59.0511
2021-03-13,59.0511
2021-03-14,59.0511
2021-03-15,61.4225
2021-03-16,60.6482
2021-03-17,60.9226
2021-03-18,60.1173
2021-03-19,57.909
2021-03-20,57.909
2021-03-21,57.909
2021-03-22,53.6489
2021-03-23,51.3778
2021-03-24,53.161
2021-03-25,56.9799
2021-03-26,59.7489
2021-03-27,59.7489
2021-03-28,59.7489
2021-03-29,60.408
2021-03-30,60.8081
2021-03-31,58.1682
2021-04-01,58.6735
2021-04-02,58.6735
2021-04-03,58.6735
2021-04-04,58.6735
2021-04-05,59.8693
2021-04-06,58.2385
2021-04-07,59.3446
2021-04-08,58.8837
2021-04-09,61.0454
2021-04-10,61.0454
2021-04-11,61.0454
2021-04-12,62.199
2021-04-13,60.4081
2021-04-14,61.6734
2021-04-15,59.3712
2021-04-16,57.0821
2021-04-17,57.0821
2021-04-18,57.0821
2021-04-19,56.1422
2021-04-20,57.3598
2021-04-21,56.4636
2021-04-22,56.4859
2021-04-23,59.4645
2021-04-24,59.4645
2021-04-25,59.4645
2021-04-26,58.9073
2021-04-27,60.9726
2021-04-28,61.6245
2021-04-29,64.0438
2021-04-30,63.0675
2021-05-01,63.0675
2021-05-02,63.0675
2021-05-03,63.9892
2021-05-04,64.48
2021-05-05,66.3597
2021-05-06,67.5278
2021-05-07,67.9285
2021-05-08,67.9285
2021-05-09,67.9285
2021-05-10,68.6783
2021-05-11,65.5435
2021-05-12,62.163
2021-05-13,64.6559
2021-05-14,65.6158
2021-05-15,65.6158
2021-05-16,65.6158
2021-05-17,66.003
2021-05-18,60.8951
2021-05-19,60.835
2021-05-20,61.6383
2021-05-21,63.2728
2021-05-22,63.2728
2021-05-23,63.2728
2021-05-24,63.9925
2021-05-25,63.3504
2021-05-26,64.0019
2021-05-27,64.4917
2021-05-28,64.0147
2021-05-29,64.0147
2021-05-30,64.0147
2021-05-31,64.0147
2021-06-01,64.3281
2021-06-02,62.4586
2021-06-03,62.8382
2021-06-04,62.0409
2021-06-05,62.0409
2021-06-06,62.0409
2021-06-07,59.3937
2021-06-08,60.6315
2021-06-09,58.2472
2021-06-10,56.8681
2021-06-11,57.4799
2021-06-12,57.4799
2021-06-13,57.4799
2021-06-14,55.5379
2021-06-15,57.7904
2021-06-16,58.8128
2021-06-17,49.0168
2021-06-18,45.1066
2021-06-19,45.1066
2021-06-20,45.1066
2021-06-21,50.0297
2021-06-22,48.7361
2021-06-23,48.982
2021-06-24,51.4739
2021-06-25,53.6787
2021-06-26,53.6787
2021-06-27,53.6787
2021-06-28,51.6016
2021-06-29,51.9814
2021-06-30,52.7829
2021-07-01,53.5959
2021-07-02,54.0749
2021-07-03,54.0749
2021-07-04,54.0749
2021-07-05,54.0749
2021-07-06,50.9432
2021-07-07,50.52
2021-07-08,47.4782
2021-07-09,52.2754
2021-07-10,52.2754
2021-07-11,52.2754
2021-07-12,53.1123
2021-07-13,51.2527
2021-07-14,49.4843
2021-07-15,50.1456
2021-07-16,49.272
2021-07-17,49.272
2021-07-18,49.272
2021-07-19,43.6076
2021-07-20,48.1684
2021-07-21,50.1244
2021-07-22,47.2837
2021-07-23,48.01
2021-07-24,48.01
2021-07-25,48.01
2021-07-26,49.1196
2021-07-27,48.8208
2021-07-28,48.4073
2021-07-29,50.4301
2021-07-30,49.5669
2021-07-31,49.5669
2021-08-01,49.5669
2021-08-02,48.5378
2021-08-03,49.4095
2021-08-04,47.7144
2021-08-05,48.9866
2021-08-06,52.5895
2021-08-07,52.5895
2021-08-08,52.5895
2021-08-09,52.0926
2021-08-10,52.8901
2021-08-11,54.6712
2021-08-12,54.8998
2021-08-13,53.4004
2021-08-14,53.4004
2021-08-15,53.4004
2021-08-16,53.3204
2021-08-17,51.6528
2021-08-18,50.7982
2021-08-19,49.7759
2021-08-20,51.0434
2021-08-21,51.0434
2021-08-22,51.0434
2021-08-23,53.1613
2021-08-24,54.0428
2021-08-25,56.8543
2021-08-26,55.929
2021-08-27,58.4286
2021-08-28,58.4286
2021-08-29,58.4286
2021-08-30,54.2287
2021-08-31,54.7498
2021-09-01,52.5951
2021-09-02,53.7484
2021-09-03,52.9998
2021-09-04,52.9998
2021-09-05,52.9998
2021-09-06,52.9998
2021-09-07,50.4615
2021-09-08,49.4159
2021-09-09,50.2919
2021-09-10,47.7028
2021-09-11,47.7028
2021-09-12,47.7028
2021-09-13,49.2732
2021-09-14,45.0078
2021-09-15,45.8032
2021-09-16,44.4833
2021-09-17,43.0041
2021-09-18,43.0041
2021-09-19,43.0041
2021-09-20,40.594
2021-09-21,39.2653
2021-09-22,42.0362
2021-09-23,45.9553
2021-09-24,45.9008
2021-09-25,45.9008
2021-09-26,45.9008
2021-09-27,49.8564
2021-09-28,48.2142
2021-09-29,47.3136
2021-09-30,44.6708
2021-10-01,46.4428
2021-10-02,46.4428
2021-10-03,46.4428
2021-10-04,45.1984
2021-10-05,48.6708
2021-10-06,49.0189
2021-10-07,50.9901
2021-10-08,53.683
2021-10-09,53.683
2021-10-10,53.683
2021-10-11,54.0279
2021-10-12,53.8018
2021-10-13,54.0889
2021-10-14,58.3891
2021-10-15,59.1653
2021-10-16,59.1653
2021-10-17,59.1653
2021-10-18,59.2994
2021-10-19,59.7003
2021-10-20,63.427
2021-10-21,63.0153
2021-10-22,63.095
2021-10-23,63.095
2021-10-24,63.095
2021-10-25,60.218
2021-10-26,59.9543
2021-10-27,56.8897
2021-10-28,58.5981
2021-10-29,58.9008
2021-10-30,58.9008
2021-10-31,58.9008
2021-11-01,59.6035
2021-11-02,59.7376
2021-11-03,60.6629
2021-11-04,57.3393
2021-11-05,58.4146
2021-11-06,58.4146
2021-11-07,58.4146
2021-11-08,58.0629
2021-11-09,55.8689
2021-11-10,57.6499
2021-11-11,58.893
2021-11-12,59.6732
2021-11-13,59.6732
2021-11-14,59.6732
2021-11-15,59.5433
2021-11-16,58.3766
2021-11-17,55.8112
2021-11-18,53.5434
2021-11-19,52.3837
2021-11-20,52.3837
2021-11-21,52.3837
2021-11-22,55.6304
2021-11-23,57.3222
2021-11-24,56.8582
2021-11-25,56.8582
2021-11-26,49.3505
2021-11-27,49.3505
2021-11-28,49.3505
2021-11-29,50.6493
2021-11-30,45.7489
2021-12-01,44.1241
2021-12-02,49.5215
2021-12-03,47.4135
2021-12-04,47.4135
2021-12-05,47.4135
2021-12-06,49.4839
2021-12-07,51.2069
2021-12-08,50.0689
2021-12-09,50.6234
2021-12-10,49.9704
2021-12-11,49.9704
2021-12-12,49.9704
2021-12-13,48.5409
2021-12-14,49.0358
2021-12-15,49.0478
2021-12-16,50.8538
2021-12-17,48.7448
2021-12-18,48.7448
2021-12-19,48.7448
2021-12-20,45.709
2021-12-21,49.6183
2021-12-22,49.6071
2021-12-23,50.108
2021-12-24,50.108
2021-12-25,50.108
2021-12-26,50.108
2021-12-27,52.7836
2021-12-28,52.1368
2021-12-29,52.0994
2021-12-30,51.3253
2021-12-31,51.5694
2022-01-01,51.5694
2022-01-02,51.5694
2022-01-03,52.9009
2022-01-04,57.9288
2022-01-05,56.7654
2022-01-06,58.3436
2022-01-07,61.7709
2022-01-08,61.7709
2022-01-09,61.7709
2022-01-10,61.1907
2022-01-11,63.2465
2022-01-12,64.1943
2022-01-13,64.592
2022-01-14,64.9195
2022-01-15,64.9195
2022-01-16,64.9195
2022-01-17,64.9195
2022-01-18,62.7934
2022-01-19,54.2668
2022-01-20,48.12
2022-01-21,42.8643
2022-01-22,42.8643
2022-01-23,42.8643
2022-01-24,45.2902
2022-01-25,44.5372
2022-01-26,44.3878
2022-01-27,43.9809
2022-01-28,44.9596
2022-01-29,44.9596
2022-01-30,44.9596
2022-01-31,46.0431
2022-02-01,48.5274
2022-02-02,49.8576
2022-02-03,49.1312
2022-02-04,51.129
2022-02-05,51.129
2022-02-06,51.129
2022-02-07,52.1693
2022-02-08,54.5667
2022-02-09,55.3595
2022-02-10,54.4001
2022-02-11,52.1032
2022-02-12,52.1032
2022-02-13,52.1032
2022-02-14,50.4173
2022-02-15,54.042
2022-02-16,54.9457
2022-02-17,47.3962
2022-02-18,47.463
2022-02-19,47.463
2022-02-20,47.463
2022-02-21,47.463
2022-02-22,46.495
2022-02-23,43.3863
2022-02-24,42.8517
2022-02-25,47.5874
2022-02-26,47.5874
2022-02-27,47.5874
2022-02-28,44.5155
2022-03-01,39.3663
2022-03-02,42.8826
2022-03-03,43.0747
2022-03-04,41.148
2022-03-05,41.148
2022-03-06,41.148
2022-03-07,39.083
2022-03-08,39.8498
2022-03-09,42.6483
2022-03-10,41.5923
2022-03-11,41.2295
2022-03-12,41.2295
2022-03-13,41.2295
2022-03-14,45.4
2022-03-15,46.5263
2022-03-16,50.2498
2022-03-17,50.0006
2022-03-18,49.638
2022-03-19,49.638
2022-03-20,49.638
2022-03-21,49.0894
2022-03-22,51.2472
2022-03-23,49.8911
2022-03-24,50.734
2022-03-25,52.7991
2022-03-26,52.7991
2022-03-27,52.7991
2022-03-28,51.9123
2022-03-29,53.2859
2022-03-30,53.905
2022-03-31,50.2053
2022-04-01,49.4701
2022-04-02,49.4701
2022-04-03,49.4701
2022-04-04,49.3538
2022-04-05,49.4592
2022-04-06,47.6972
2022-04-07,47.9949
2022-04-08,49.1551
2022-04-09,49.1551
2022-04-10,49.1551
2022-04-11,48.9184
2022-04-12,47.7563
2022-04-13,48.0678
2022-04-14,45.4284
2022-04-15,45.4284
2022-04-16,45.4284
2022-04-17,45.4284
2022-04-18,44.9994
2022-04-19,46.3783
2022-04-20,47.9277
2022-04-21,45.3364
2022-04-22,41.8998
2022-04-23,41.8998
2022-04-24,41.8998
2022-04-25,41.5621
2022-04-26,43.9216
2022-04-27,43.7784
2022-04-28,43.4079
2022-04-29,39.9288
2022-04-30,39.9288
2022-05-01,39.9288
2022-05-02,41.515
2022-05-03,42.5903
2022-05-04,46.2733
2022-05-05,44.3834
2022-05-06,43.3118
2022-05-07,43.3118
2022-05-08,43.3118
2022-05-09,42.8182
2022-05-10,41.9931
2022-05-11,40.4918
2022-05-12,41.2857
2022-05-13,43.11
2022-05-14,43.11
2022-05-15,43.11
2022-05-16,42.4451
2022-05-17,45.0958
2022-05-18,42.5796
2022-05-19,41.8935
2022-05-20,43.5795
2022-05-21,43.5795
2022-05-22,43.5795
2022-05-23,46.5379
2022-05-24,46.5099
2022-05-25,48.0264
2022-05-26,50.2809
2022-05-27,53.0451
2022-05-28,53.0451
2022-05-29,53.0451
2022-05-30,53.0451
2022-05-31,52.1536
2022-06-01,49.1479
2022-06-02,52.1352
2022-06-03,50.3181
2022-06-04,50.3181
2022-06-05,50.3181
2022-06-06,50.529
2022-06-07,52.0421
2022-06-08,49.5421
2022-06-09,47.4153
2022-06-10,43.2353
2022-06-11,43.2353
2022-06-12,43.2353
2022-06-13,40.9577
2022-06-14,37.6541
2022-06-15,37.4471
2022-06-16,36.2737
2022-06-17,36.5224
2022-06-18,36.5224
2022-06-19,36.5224
2022-06-20,36.5224
2022-06-21,39.0396
2022-06-22,38.6381
2022-06-23,39.1605
2022-06-24,42.776
2022-06-25,42.776
2022-06-26,42.776
2022-06-27,43.7403
2022-06-28,43.9738
2022-06-29,44.4938
2022-06-30,42.5693
2022-07-01,43.9455
2022-07-02,43.9455
2022-07-03,43.9455
2022-07-04,43.9455
2022-07-05,42.9915
2022-07-06,42.3152
2022-07-07,44.033
2022-07-08,43.4048
2022-07-09,43.4048
2022-07-10,43.4048
2022-07-11,42.0742
2022-07-12,43.4491
2022-07-13,42.8453
2022-07-14,41.8606
2022-07-15,47.3751
2022-07-16,47.3751
2022-07-17,47.3751
2022-07-18,45.991
2022-07-19,49.5424
2022-07-20,45.8374
2022-07-21,46.1776
2022-07-22,46.0778
2022-07-23,46.0778
2022-07-24,46.0778
2022-07-25,46.2307
2022-07-26,44.1663
2022-07-27,46.0116
2022-07-28,47.1184
2022-07-29,49.0545
2022-07-30,49.0545
2022-07-31,49.0545
2022-08-01,48.0195
2022-08-02,47.7262
2022-08-03,49.2413
2022-08-04,49.2635
2022-08-05,49.275
2022-08-06,49.275
2022-08-07,49.275
2022-08-08,48.5814
2022-08-09,48.2703
2022-08-10,51.8609
2022-08-11,52.6879
2022-08-12,54.1095
2022-08-13,54.1095
2022-08-14,54.1095
2022-08-15,53.6827
2022-08-16,53.7513
2022-08-17,52.0365
2022-08-18,52.2928
2022-08-19,49.504
2022-08-20,49.504
2022-08-21,49.504
2022-08-22,46.9387
2022-08-23,46.5853
2022-08-24,46.5992
2022-08-25,47.7907
2022-08-26,43.5347
2022-08-27,43.5347
2022-08-28,43.5347
2022-08-29,43.4346
2022-08-30,43.6579
2022-08-31,43.2226
2022-09-01,42.7696
2022-09-02,41.206
2022-09-03,41.206
2022-09-04,41.206
2022-09-05,41.206
2022-09-06,42.0951
2022-09-07,46.1369
2022-09-08,50.491
2022-09-09,50.7672
2022-09-10,50.7672
2022-09-11,50.7672
2022-09-12,49.9302
2022-09-13,45.4328
2022-09-14,45.1004
2022-09-15,46.2482
2022-09-16,43.475
2022-09-17,43.475
2022-09-18,43.475
2022-09-19,46.7097
2022-09-20,44.602
2022-09-21,42.0055
2022-09-22,40.3035
2022-09-23,39.309
2022-09-24,39.309
2022-09-25,39.309
2022-09-26,37.7321
2022-09-27,36.6219
2022-09-28,39.4182
2022-09-29,38.3215
2022-09-30,37.6581
2022-10-01,37.6581
2022-10-02,37.6581
2022-10-03,41.5778
2022-10-04,45.2839
2022-10-05,44.6701
2022-10-06,42.8569
2022-10-07,40.2404
2022-10-08,40.2404
2022-10-09,40.2404
2022-10-10,39.6672
2022-10-11,38.5227
2022-10-12,38.2125
2022-10-13,43.0797
2022-10-14,40.1108
2022-10-15,40.1108
2022-10-16,40.1108
2022-10-17,43.7301
2022-10-18,44.5662
2022-10-19,37.8109
2022-10-20,36.1296
2022-10-21,39.0285
2022-10-22,39.0285
2022-10-23,39.0285
2022-10-24,39.3871
2022-10-25,41.7206
2022-10-26,41.8795
2022-10-27,42.562
2022-10-28,44.7574
2022-10-29,44.7574
2022-10-30,44.7574
2022-10-31,44.4569
2022-11-01,44.8861
2022-11-02,44.5588
2022-11-03,42.3324
2022-11-04,45.2688
2022-11-05,45.2688
2022-11-06,45.2688
2022-11-07,46.1565
2022-11-08,46.9313
2022-11-09,45.0208
2022-11-10,51.8196
2022-11-11,55.079
2022-11-12,55.079
2022-11-13,55.079
2022-11-14,51.672
2022-11-15,52.8885
2022-11-16,51.9186
2022-11-17,51.8094
2022-11-18,53.135
2022-11-19,53.135
2022-11-20,53.135
2022-11-21,53.5876
2022-11-22,54.4511
2022-11-23,54.5358
2022-11-24,54.5358
2022-11-25,55.045
2022-11-26,55.045
2022-11-27,55.045
2022-11-28,51.4883
2022-11-29,52.0562
2022-11-30,53.4162
2022-12-01,53.9369
2022-12-02,51.6734
2022-12-03,51.6734
2022-12-04,51.6734
2022-12-05,49.253
2022-12-06,48.3495
2022-12-07,47.4594
2022-12-08,47.6369
2022-12-09,48.5244
2022-12-10,48.5244
2022-12-11,48.5244
2022-12-12,50.4838
2022-12-13,51.7689
2022-12-14,48.9542
2022-12-15,47.2308
2022-12-16,47.5713
2022-12-17,47.5713
2022-12-18,47.5713
2022-12-19,47.919
2022-12-20,47.7785
2022-12-21,50.0988
2022-12-22,48.2081
2022-12-23,49.0319
2022-12-24,49.0319
2022-12-25,49.0319
2022-12-26,49.0319
2022-12-27,48.8711
2022-12-28,47.8226
2022-12-29,50.9585
2022-12-30,49.6945
2022-12-31,49.6945
2023-01-01,49.6945
2023-01-02,49.6945
2023-01-03,51.322
2023-01-04,53.6088
2023-01-05,53.3767
2023-01-06,56.9599
2023-01-07,56.9599
2023-01-08,56.9599
2023-01-09,56.3082
2023-01-10,57.0052
2023-01-11,58.5678
2023-01-12,59.6734
2023-01-13,60.5752
2023-01-14,60.5752
2023-01-15,60.5752
2023-01-16,60.5752
2023-01-17,61.7942
2023-01-18,61.0939
2023-01-19,49.5894
2023-01-20,52.7276
2023-01-21,52.7276
2023-01-22,52.7276
2023-01-23,53.9446
2023-01-24,54.1702
2023-01-25,53.6511
2023-01-26,56.3214
2023-01-27,56.5812
2023-01-28,56.5812
2023-01-29,56.5812
2023-01-30,54.245
2023-01-31,55.891
2023-02-01,55.6046
2023-02-02,56.9928
2023-02-03,57.0757
2023-02-04,57.0757
2023-02-05,57.0757
2023-02-06,56.0833
2023-02-07,58.1406
2023-02-08,56.3665
2023-02-09,55.6141
2023-02-10,55.8624
2023-02-11,55.8624
2023-02-12,55.8624
2023-02-13,57.2457
2023-02-14,54.7629
2023-02-15,54.3658
2023-02-16,52.4954
2023-02-17,53.7214
2023-02-18,53.7214
2023-02-19,53.7214
2023-02-20,53.7214
2023-02-21,50.1256
2023-02-22,50.0215
2023-02-23,49.3452
2023-02-24,49.2911
2023-02-25,49.2911
2023-02-26,49.2911
2023-02-27,50.4564
2023-02-28,51.8627
2023-03-01,50.6239
2023-03-02,48.5493
2023-03-03,51.3949
2023-03-04,51.3949
2023-03-05,51.3949
2023-03-06,51.8427
2023-03-07,48.1047
2023-03-08,48.4194
2023-03-09,42.1445
2023-03-10,40.0803
2023-03-11,40.0803
2023-03-12,40.0803
2023-03-13,37.4932
2023-03-14,43.1775
2023-03-15,41.5783
2023-03-16,42.9092
2023-03-17,39.3385
2023-03-18,39.3385
2023-03-19,39.3385
2023-03-20,42.5909
2023-03-21,46.0507
