,SCL US Equity
2021-04-27,53.401
2021-04-28,54.884
2021-04-29,55.4354
2021-04-30,54.5123
2021-05-01,54.5123
2021-05-02,54.5123
2021-05-03,57.681
2021-05-04,58.5155
2021-05-05,59.1925
2021-05-06,61.2938
2021-05-07,60.8444
2021-05-08,60.8444
2021-05-09,60.8444
2021-05-10,58.5694
2021-05-11,59.9091
2021-05-12,54.1073
2021-05-13,58.2619
2021-05-14,58.1331
2021-05-15,58.1331
2021-05-16,58.1331
2021-05-17,57.9644
2021-05-18,56.0882
2021-05-19,55.5753
2021-05-20,54.9945
2021-05-21,54.9203
2021-05-22,54.9203
2021-05-23,54.9203
2021-05-24,54.5144
2021-05-25,53.9218
2021-05-26,54.5879
2021-05-27,55.1093
2021-05-28,55.2237
2021-05-29,55.2237
2021-05-30,55.2237
2021-05-31,55.2237
2021-06-01,57.7727
2021-06-02,54.4539
2021-06-03,54.6925
2021-06-04,53.8039
2021-06-05,53.8039
2021-06-06,53.8039
2021-06-07,51.8961
2021-06-08,52.5549
2021-06-09,50.438
2021-06-10,50.1055
2021-06-11,49.942
2021-06-12,49.942
2021-06-13,49.942
2021-06-14,48.259
2021-06-15,49.3554
2021-06-16,48.1626
2021-06-17,42.2818
2021-06-18,40.1047
2021-06-19,40.1047
2021-06-20,40.1047
2021-06-21,43.0367
2021-06-22,43.591
2021-06-23,41.5022
2021-06-24,41.9303
2021-06-25,41.3156
2021-06-26,41.3156
2021-06-27,41.3156
2021-06-28,39.9856
2021-06-29,39.7948
2021-06-30,38.1721
2021-07-01,42.0813
2021-07-02,41.1586
2021-07-03,41.1586
2021-07-04,41.1586
2021-07-05,41.1586
2021-07-06,38.9647
2021-07-07,40.9403
2021-07-08,39.1187
2021-07-09,40.8025
2021-07-10,40.8025
2021-07-11,40.8025
2021-07-12,41.3819
2021-07-13,39.7611
2021-07-14,39.0374
2021-07-15,39.1846
2021-07-16,39.5871
2021-07-17,39.5871
2021-07-18,39.5871
2021-07-19,37.7973
2021-07-20,40.5445
2021-07-21,39.0749
2021-07-22,38.403
2021-07-23,39.7471
2021-07-24,39.7471
2021-07-25,39.7471
2021-07-26,41.5022
2021-07-27,41.0895
2021-07-28,40.7185
2021-07-29,41.0736
2021-07-30,40.6953
2021-07-31,40.6953
2021-08-01,40.6953
2021-08-02,41.985
2021-08-03,42.8844
2021-08-04,37.4323
2021-08-05,41.2521
2021-08-06,43.0505
2021-08-07,43.0505
2021-08-08,43.0505
2021-08-09,43.0505
2021-08-10,42.4189
2021-08-11,40.8323
2021-08-12,38.4387
2021-08-13,38.7453
2021-08-14,38.7453
2021-08-15,38.7453
2021-08-16,41.4592
2021-08-17,41.0169
2021-08-18,40.023
2021-08-19,37.7231
2021-08-20,38.9933
2021-08-21,38.9933
2021-08-22,38.9933
2021-08-23,42.6581
2021-08-24,44.4101
2021-08-25,44.2255
2021-08-26,42.5021
2021-08-27,45.9053
2021-08-28,45.9053
2021-08-29,45.9053
2021-08-30,44.8689
2021-08-31,47.2378
2021-09-01,47.285
2021-09-02,48.7544
2021-09-03,48.6338
2021-09-04,48.6338
2021-09-05,48.6338
2021-09-06,48.6338
2021-09-07,45.0984
2021-09-08,46.3177
2021-09-09,44.2567
2021-09-10,43.1187
2021-09-11,43.1187
2021-09-12,43.1187
2021-09-13,44.5925
2021-09-14,43.8007
2021-09-15,43.8185
2021-09-16,42.9051
2021-09-17,39.6435
2021-09-18,39.6435
2021-09-19,39.6435
2021-09-20,38.7225
2021-09-21,37.5904
2021-09-22,37.4818
2021-09-23,40.0105
2021-09-24,40.675
2021-09-25,40.675
2021-09-26,40.675
2021-09-27,43.5119
2021-09-28,42.9276
2021-09-29,47.6299
2021-09-30,44.5493
2021-10-01,47.568
2021-10-02,47.568
2021-10-03,47.568
2021-10-04,47.9797
2021-10-05,50.1896
2021-10-06,50.8287
2021-10-07,53.2658
2021-10-08,53.4826
2021-10-09,53.4826
2021-10-10,53.4826
2021-10-11,53.5124
2021-10-12,54.8128
2021-10-13,52.4573
2021-10-14,55.9663
2021-10-15,54.0397
2021-10-16,54.0397
2021-10-17,54.0397
2021-10-18,52.4206
2021-10-19,52.5856
2021-10-20,58.1039
2021-10-21,56.0494
2021-10-22,54.5409
2021-10-23,54.5409
2021-10-24,54.5409
2021-10-25,53.8637
2021-10-26,55.8745
2021-10-27,51.7121
2021-10-28,53.3083
2021-10-29,53.1543
2021-10-30,53.1543
2021-10-31,53.1543
2021-11-01,55.4071
2021-11-02,56.7564
2021-11-03,58.5202
2021-11-04,58.9175
2021-11-05,63.1938
2021-11-06,63.1938
2021-11-07,63.1938
2021-11-08,63.036
2021-11-09,61.3794
2021-11-10,60.5735
2021-11-11,60.1473
2021-11-12,59.3552
2021-11-13,59.3552
2021-11-14,59.3552
2021-11-15,55.6506
2021-11-16,53.8867
2021-11-17,52.3436
2021-11-18,51.6258
2021-11-19,50.5959
2021-11-20,50.5959
2021-11-21,50.5959
2021-11-22,53.708
2021-11-23,53.578
2021-11-24,51.9531
2021-11-25,51.9531
2021-11-26,46.5754
2021-11-27,46.5754
2021-11-28,46.5754
2021-11-29,45.2484
2021-11-30,40.2443
2021-12-01,39.9854
2021-12-02,43.8475
2021-12-03,45.9791
2021-12-04,45.9791
2021-12-05,45.9791
2021-12-06,52.9545
2021-12-07,50.9673
2021-12-08,50.7605
2021-12-09,48.7852
2021-12-10,49.711
2021-12-11,49.711
2021-12-12,49.711
2021-12-13,49.7611
2021-12-14,50.2863
2021-12-15,53.2345
2021-12-16,53.5801
2021-12-17,49.873
2021-12-18,49.873
2021-12-19,49.873
2021-12-20,45.9541
2021-12-21,48.6971
2021-12-22,50.073
2021-12-23,50.2751
2021-12-24,50.2751
2021-12-25,50.2751
2021-12-26,50.2751
2021-12-27,51.9104
2021-12-28,53.2698
2021-12-29,55.0627
2021-12-30,54.3526
2021-12-31,55.3309
2022-01-01,55.3309
2022-01-02,55.3309
2022-01-03,55.0364
2022-01-04,56.3415
2022-01-05,52.6525
2022-01-06,52.293
2022-01-07,53.0907
2022-01-08,53.0907
2022-01-09,53.0907
2022-01-10,51.3815
2022-01-11,51.9069
2022-01-12,51.0167
2022-01-13,52.0924
2022-01-14,51.2586
2022-01-15,51.2586
2022-01-16,51.2586
2022-01-17,51.2586
2022-01-18,48.1647
2022-01-19,46.1539
2022-01-20,42.1321
2022-01-21,41.348
2022-01-22,41.348
2022-01-23,41.348
2022-01-24,44.6748
2022-01-25,42.2809
2022-01-26,39.8699
2022-01-27,38.7092
2022-01-28,37.6045
2022-01-29,37.6045
2022-01-30,37.6045
2022-01-31,39.4375
2022-02-01,39.4526
2022-02-02,38.1266
2022-02-03,36.9098
2022-02-04,34.9023
2022-02-05,34.9023
2022-02-06,34.9023
2022-02-07,38.0443
2022-02-08,41.1994
2022-02-09,39.99
2022-02-10,38.6827
2022-02-11,40.3349
2022-02-12,40.3349
2022-02-13,40.3349
2022-02-14,40.7297
2022-02-15,44.2355
2022-02-16,44.9418
2022-02-17,43.612
2022-02-18,40.8043
2022-02-19,40.8043
2022-02-20,40.8043
2022-02-21,40.8043
2022-02-22,38.6109
2022-02-23,37.6543
2022-02-24,37.2936
2022-02-25,39.8564
2022-02-26,39.8564
2022-02-27,39.8564
2022-02-28,38.3029
2022-03-01,36.8616
2022-03-02,39.9306
2022-03-03,39.8015
2022-03-04,38.8958
2022-03-05,38.8958
2022-03-06,38.8958
2022-03-07,36.3303
2022-03-08,34.2425
2022-03-09,37.487
2022-03-10,36.1614
2022-03-11,34.4695
2022-03-12,34.4695
2022-03-13,34.4695
2022-03-14,38.5256
2022-03-15,37.9207
2022-03-16,41.084
2022-03-17,41.0113
2022-03-18,41.2264
2022-03-19,41.2264
2022-03-20,41.2264
2022-03-21,42.0057
2022-03-22,41.7745
2022-03-23,40.0493
2022-03-24,41.528
2022-03-25,42.6085
2022-03-26,42.6085
2022-03-27,42.6085
2022-03-28,40.5192
2022-03-29,44.8329
2022-03-30,42.7328
2022-03-31,41.641
2022-04-01,45.1974
2022-04-02,45.1974
2022-04-03,45.1974
2022-04-04,45.5841
2022-04-05,43.3681
2022-04-06,42.6563
2022-04-07,43.3905
2022-04-08,42.4001
2022-04-09,42.4001
2022-04-10,42.4001
2022-04-11,42.052
2022-04-12,42.795
2022-04-13,44.7809
2022-04-14,44.1179
2022-04-15,44.1179
2022-04-16,44.1179
2022-04-17,44.1179
2022-04-18,42.6242
2022-04-19,45.8684
2022-04-20,47.9507
2022-04-21,46.3965
2022-04-22,43.1646
2022-04-23,43.1646
2022-04-24,43.1646
2022-04-25,43.8727
2022-04-26,46.1294
2022-04-27,50.028
2022-04-28,51.7707
2022-04-29,48.7802
2022-04-30,48.7802
2022-05-01,48.7802
2022-05-02,50.166
2022-05-03,50.6229
2022-05-04,52.5902
2022-05-05,49.8656
2022-05-06,49.6591
2022-05-07,49.6591
2022-05-08,49.6591
2022-05-09,51.6055
2022-05-10,48.9084
2022-05-11,50.8034
2022-05-12,51.9148
2022-05-13,52.7432
2022-05-14,52.7432
2022-05-15,52.7432
2022-05-16,52.8328
2022-05-17,55.5379
2022-05-18,55.4583
2022-05-19,54.4492
2022-05-20,53.4431
2022-05-21,53.4431
2022-05-22,53.4431
2022-05-23,53.7613
2022-05-24,53.4255
2022-05-25,53.9462
2022-05-26,57.0781
2022-05-27,59.6109
2022-05-28,59.6109
2022-05-29,59.6109
2022-05-30,59.6109
2022-05-31,59.8709
2022-06-01,56.8134
2022-06-02,59.6224
2022-06-03,57.4008
2022-06-04,57.4008
2022-06-05,57.4008
2022-06-06,58.4885
2022-06-07,57.2811
2022-06-08,54.4377
2022-06-09,52.7821
2022-06-10,49.0488
2022-06-11,49.0488
2022-06-12,49.0488
2022-06-13,45.3541
2022-06-14,43.9592
2022-06-15,43.8157
2022-06-16,39.7591
2022-06-17,39.482
2022-06-18,39.482
2022-06-19,39.482
2022-06-20,39.482
2022-06-21,40.9784
2022-06-22,42.106
2022-06-23,42.6522
2022-06-24,47.7518
2022-06-25,47.7518
2022-06-26,47.7518
2022-06-27,47.3058
2022-06-28,46.1528
2022-06-29,45.514
2022-06-30,47.1927
2022-07-01,48.4715
2022-07-02,48.4715
2022-07-03,48.4715
2022-07-04,48.4715
2022-07-05,47.1288
2022-07-06,46.5538
2022-07-07,44.8118
2022-07-08,44.0152
2022-07-09,44.0152
2022-07-10,44.0152
2022-07-11,44.6514
2022-07-12,44.6514
2022-07-13,44.4472
2022-07-14,45.2546
2022-07-15,46.6469
2022-07-16,46.6469
2022-07-17,46.6469
2022-07-18,45.9505
2022-07-19,50.7841
2022-07-20,51.6469
2022-07-21,52.4299
2022-07-22,52.3259
2022-07-23,52.3259
2022-07-24,52.3259
2022-07-25,54.7407
2022-07-26,54.4897
2022-07-27,60.7802
2022-07-28,64.2309
2022-07-29,60.1792
2022-07-30,60.1792
2022-07-31,60.1792
2022-08-01,59.2484
2022-08-02,55.8137
2022-08-03,54.519
2022-08-04,54.6399
2022-08-05,55.1225
2022-08-06,55.1225
2022-08-07,55.1225
2022-08-08,55.0662
2022-08-09,53.3447
2022-08-10,56.1681
2022-08-11,56.6704
2022-08-12,59.6867
2022-08-13,59.6867
2022-08-14,59.6867
2022-08-15,60.954
2022-08-16,62.9318
2022-08-17,60.3277
2022-08-18,60.4353
2022-08-19,57.7804
2022-08-20,57.7804
2022-08-21,57.7804
2022-08-22,54.2597
2022-08-23,54.008
2022-08-24,53.3744
2022-08-25,55.9451
2022-08-26,50.6529
2022-08-27,50.6529
2022-08-28,50.6529
2022-08-29,49.6552
2022-08-30,48.3813
2022-08-31,46.7825
2022-09-01,45.1726
2022-09-02,44.3246
2022-09-03,44.3246
2022-09-04,44.3246
2022-09-05,44.3246
2022-09-06,41.1484
2022-09-07,45.1496
2022-09-08,43.7457
2022-09-09,45.1717
2022-09-10,45.1717
2022-09-11,45.1717
2022-09-12,47.7898
2022-09-13,42.9263
2022-09-14,41.1834
2022-09-15,41.3794
2022-09-16,40.7128
2022-09-17,40.7128
2022-09-18,40.7128
2022-09-19,44.0732
2022-09-20,42.5877
2022-09-21,42.2353
2022-09-22,42.2353
2022-09-23,41.2154
2022-09-24,41.2154
2022-09-25,41.2154
2022-09-26,40.4916
2022-09-27,39.8237
2022-09-28,42.2594
2022-09-29,41.594
2022-09-30,39.8933
2022-10-01,39.8933
2022-10-02,39.8933
2022-10-03,43.6557
2022-10-04,45.611
2022-10-05,44.585
2022-10-06,43.2076
2022-10-07,40.4343
2022-10-08,40.4343
2022-10-09,40.4343
2022-10-10,42.1967
2022-10-11,41.7705
2022-10-12,41.2912
2022-10-13,44.7292
2022-10-14,43.669
2022-10-15,43.669
2022-10-16,43.669
2022-10-17,46.038
2022-10-18,48.0806
2022-10-19,51.9437
2022-10-20,45.5539
2022-10-21,47.7293
2022-10-22,47.7293
2022-10-23,47.7293
2022-10-24,48.213
2022-10-25,50.3371
2022-10-26,50.9906
2022-10-27,51.4612
2022-10-28,54.0904
2022-10-29,54.0904
2022-10-30,54.0904
2022-10-31,54.5973
2022-11-01,54.741
2022-11-02,52.3104
2022-11-03,52.0634
2022-11-04,54.6891
2022-11-05,54.6891
2022-11-06,54.6891
2022-11-07,56.0812
2022-11-08,56.8699
2022-11-09,53.8678
2022-11-10,57.5899
2022-11-11,58.0053
2022-11-12,58.0053
2022-11-13,58.0053
2022-11-14,57.8101
2022-11-15,57.9291
2022-11-16,57.948
2022-11-17,56.4539
2022-11-18,57.0567
2022-11-19,57.0567
2022-11-20,57.0567
2022-11-21,56.5706
2022-11-22,58.3841
2022-11-23,58.4043
2022-11-24,58.4043
2022-11-25,58.879
2022-11-26,58.879
2022-11-27,58.879
2022-11-28,55.95
2022-11-29,56.6252
2022-11-30,59.5942
2022-12-01,60.2946
2022-12-02,61.5757
2022-12-03,61.5757
2022-12-04,61.5757
2022-12-05,58.2333
2022-12-06,57.2838
2022-12-07,58.0131
2022-12-08,58.5856
2022-12-09,58.3873
2022-12-10,58.3873
2022-12-11,58.3873
2022-12-12,58.3559
2022-12-13,58.1777
2022-12-14,55.7908
2022-12-15,49.8168
2022-12-16,48.8906
2022-12-17,48.8906
2022-12-18,48.8906
2022-12-19,51.764
2022-12-20,51.6294
2022-12-21,53.6738
2022-12-22,51.1639
2022-12-23,52.8019
2022-12-24,52.8019
2022-12-25,52.8019
2022-12-26,52.8019
2022-12-27,51.8613
2022-12-28,49.1942
2022-12-29,50.8432
2022-12-30,50.1071
2022-12-31,50.1071
2023-01-01,50.1071
2023-01-02,50.1071
2023-01-03,47.1919
2023-01-04,47.2056
2023-01-05,46.7396
2023-01-06,51.9514
2023-01-07,51.9514
2023-01-08,51.9514
2023-01-09,51.619
2023-01-10,53.3601
2023-01-11,53.3038
2023-01-12,57.0104
2023-01-13,58.5402
2023-01-14,58.5402
2023-01-15,58.5402
2023-01-16,58.5402
2023-01-17,56.0135
2023-01-18,53.5536
2023-01-19,52.7635
2023-01-20,51.5892
2023-01-21,51.5892
2023-01-22,51.5892
2023-01-23,50.5315
2023-01-24,50.318
2023-01-25,50.8947
2023-01-26,51.9283
2023-01-27,50.1417
2023-01-28,50.1417
2023-01-29,50.1417
2023-01-30,49.7901
2023-01-31,53.4254
2023-02-01,56.2056
2023-02-02,58.8368
2023-02-03,57.9516
2023-02-04,57.9516
2023-02-05,57.9516
2023-02-06,56.5702
2023-02-07,55.5024
2023-02-08,52.5676
2023-02-09,49.4246
2023-02-10,50.7162
2023-02-11,50.7162
2023-02-12,50.7162
2023-02-13,53.4002
2023-02-14,51.7033
2023-02-15,51.2917
2023-02-16,44.8156
2023-02-17,48.2802
2023-02-18,48.2802
2023-02-19,48.2802
2023-02-20,48.2802
2023-02-21,45.857
2023-02-22,45.721
2023-02-23,45.6995
2023-02-24,46.0155
2023-02-25,46.0155
2023-02-26,46.0155
2023-02-27,46.1641
2023-02-28,45.3657
2023-03-01,45.1282
2023-03-02,46.6713
2023-03-03,48.6087
2023-03-04,48.6087
2023-03-05,48.6087
2023-03-06,43.9418
2023-03-07,41.8832
2023-03-08,42.1736
2023-03-09,40.3585
2023-03-10,38.4311
2023-03-11,38.4311
2023-03-12,38.4311
2023-03-13,36.6483
2023-03-14,40.2721
2023-03-15,39.1794
2023-03-16,40.0572
2023-03-17,38.505
2023-03-18,38.505
