,NBTB US Equity
2020-07-08,44.0283
2020-07-09,42.4094
2020-07-10,45.219
2020-07-11,45.219
2020-07-12,45.219
2020-07-13,46.6549
2020-07-14,46.2434
2020-07-15,49.2005
2020-07-16,48.7041
2020-07-17,47.7082
2020-07-18,47.7082
2020-07-19,47.7082
2020-07-20,46.6797
2020-07-21,50.4995
2020-07-22,48.7052
2020-07-23,49.8204
2020-07-24,49.0148
2020-07-25,49.0148
2020-07-26,49.0148
2020-07-27,47.815
2020-07-28,48.7038
2020-07-29,51.0688
2020-07-30,49.6739
2020-07-31,48.8845
2020-08-01,48.8845
2020-08-02,48.8845
2020-08-03,48.53
2020-08-04,48.2809
2020-08-05,50.365
2020-08-06,50.1009
2020-08-07,53.1285
2020-08-08,53.1285
2020-08-09,53.1285
2020-08-10,53.8145
2020-08-11,54.7212
2020-08-12,54.5321
2020-08-13,53.2275
2020-08-14,53.7521
2020-08-15,53.7521
2020-08-16,53.7521
2020-08-17,52.533
2020-08-18,51.0099
2020-08-19,51.0361
2020-08-20,49.6878
2020-08-21,49.3029
2020-08-22,49.3029
2020-08-23,49.3029
2020-08-24,51.5496
2020-08-25,51.7952
2020-08-26,50.2723
2020-08-27,51.9312
2020-08-28,51.4199
2020-08-29,51.4199
2020-08-30,51.4199
2020-08-31,50.147
2020-09-01,50.0859
2020-09-02,50.5532
2020-09-03,50.9019
2020-09-04,52.2323
2020-09-05,52.2323
2020-09-06,52.2323
2020-09-07,52.2323
2020-09-08,48.7812
2020-09-09,47.4056
2020-09-10,45.8598
2020-09-11,45.0416
2020-09-12,45.0416
2020-09-13,45.0416
2020-09-14,46.3155
2020-09-15,45.7668
2020-09-16,46.9938
2020-09-17,45.5818
2020-09-18,45.1761
2020-09-19,45.1761
2020-09-20,45.1761
2020-09-21,41.0482
2020-09-22,40.2971
2020-09-23,38.651
2020-09-24,39.7026
2020-09-25,39.6485
2020-09-26,39.6485
2020-09-27,39.6485
2020-09-28,41.7022
2020-09-29,40.5599
2020-09-30,40.7697
2020-10-01,40.5035
2020-10-02,42.8208
2020-10-03,42.8208
2020-10-04,42.8208
2020-10-05,44.9958
2020-10-06,46.5438
2020-10-07,46.0624
2020-10-08,48.9863
2020-10-09,47.9466
2020-10-10,47.9466
2020-10-11,47.9466
2020-10-12,50.1
2020-10-13,46.2781
2020-10-14,44.5213
2020-10-15,47.2697
2020-10-16,47.0057
2020-10-17,47.0057
2020-10-18,47.0057
2020-10-19,45.5262
2020-10-20,47.1328
2020-10-21,47.5141
2020-10-22,50.8166
2020-10-23,51.2397
2020-10-24,51.2397
2020-10-25,51.2397
2020-10-26,50.3069
2020-10-27,48.2356
2020-10-28,43.4617
2020-10-29,45.511
2020-10-30,45.385
2020-10-31,45.385
2020-11-01,45.385
2020-11-02,47.0538
2020-11-03,49.4506
2020-11-04,42.5387
2020-11-05,45.7581
2020-11-06,44.3366
2020-11-07,44.3366
2020-11-08,44.3366
2020-11-09,54.4903
2020-11-10,56.4045
2020-11-11,53.2594
2020-11-12,51.8684
2020-11-13,53.777
2020-11-14,53.777
2020-11-15,53.777
2020-11-16,56.5082
2020-11-17,56.2862
2020-11-18,54.1677
2020-11-19,54.6492
2020-11-20,53.8685
2020-11-21,53.8685
2020-11-22,53.8685
2020-11-23,55.3531
2020-11-24,58.2849
2020-11-25,56.2453
2020-11-26,56.2453
2020-11-27,55.6494
2020-11-28,55.6494
2020-11-29,55.6494
2020-11-30,51.9828
2020-12-01,53.5195
2020-12-02,54.3793
2020-12-03,54.45
2020-12-04,56.6939
2020-12-05,56.6939
2020-12-06,56.6939
2020-12-07,56.4566
2020-12-08,57.1751
2020-12-09,57.3395
2020-12-10,57.3637
2020-12-11,56.6328
2020-12-12,56.6328
2020-12-13,56.6328
2020-12-14,56.565
2020-12-15,58.6147
2020-12-16,57.389
2020-12-17,56.8967
2020-12-18,56.5383
2020-12-19,56.5383
2020-12-20,56.5383
2020-12-21,53.1121
2020-12-22,51.2618
2020-12-23,53.6919
2020-12-24,54.6777
2020-12-25,54.6777
2020-12-26,54.6777
2020-12-27,54.6777
2020-12-28,55.9121
2020-12-29,53.4905
2020-12-30,54.1796
2020-12-31,54.928
2021-01-01,54.928
2021-01-02,54.928
2021-01-03,54.928
2021-01-04,53.8433
2021-01-05,54.5029
2021-01-06,61.8801
2021-01-07,61.6646
2021-01-08,59.3656
2021-01-09,59.3656
2021-01-10,59.3656
2021-01-11,60.5338
2021-01-12,62.039
2021-01-13,59.1063
2021-01-14,60.525
2021-01-15,59.4409
2021-01-16,59.4409
2021-01-17,59.4409
2021-01-18,59.4409
2021-01-19,59.6819
2021-01-20,59.0647
2021-01-21,57.054
2021-01-22,59.2817
2021-01-23,59.2817
2021-01-24,59.2817
2021-01-25,59.4069
2021-01-26,58.5503
2021-01-27,52.9837
2021-01-28,52.6958
2021-01-29,52.2066
2021-01-30,52.2066
2021-01-31,52.2066
2021-02-01,52.8108
2021-02-02,54.8197
2021-02-03,54.0151
2021-02-04,56.648
2021-02-05,56.0704
2021-02-06,56.0704
2021-02-07,56.0704
2021-02-08,58.3753
2021-02-09,59.3472
2021-02-10,58.9241
2021-02-11,58.7664
2021-02-12,58.7949
2021-02-13,58.7949
2021-02-14,58.7949
2021-02-15,58.7949
2021-02-16,59.0875
2021-02-17,59.0442
2021-02-18,57.5582
2021-02-19,59.0023
2021-02-20,59.0023
2021-02-21,59.0023
2021-02-22,61.4506
2021-02-23,62.4566
2021-02-24,64.6064
2021-02-25,63.767
2021-02-26,59.2236
2021-02-27,59.2236
2021-02-28,59.2236
2021-03-01,61.6615
2021-03-02,60.3467
2021-03-03,62.4318
2021-03-04,63.0503
2021-03-05,66.4973
2021-03-06,66.4973
2021-03-07,66.4973
2021-03-08,69.7034
2021-03-09,68.2168
2021-03-10,70.2953
2021-03-11,70.0817
2021-03-12,71.5141
2021-03-13,71.5141
2021-03-14,71.5141
2021-03-15,67.5417
2021-03-16,66.5752
2021-03-17,64.8942
2021-03-18,65.1327
2021-03-19,66.0229
2021-03-20,66.0229
2021-03-21,66.0229
2021-03-22,60.6689
2021-03-23,56.7101
2021-03-24,56.965
2021-03-25,58.7484
2021-03-26,61.4921
2021-03-27,61.4921
2021-03-28,61.4921
2021-03-29,59.1801
2021-03-30,59.833
2021-03-31,58.2161
2021-04-01,56.9957
2021-04-02,56.9957
2021-04-03,56.9957
2021-04-04,56.9957
2021-04-05,57.684
2021-04-06,56.2021
2021-04-07,55.6517
2021-04-08,55.5462
2021-04-09,56.0632
2021-04-10,56.0632
2021-04-11,56.0632
2021-04-12,56.3839
2021-04-13,52.9324
2021-04-14,54.3622
2021-04-15,53.8224
2021-04-16,54.5997
2021-04-17,54.5997
2021-04-18,54.5997
2021-04-19,54.3347
2021-04-20,49.5071
2021-04-21,52.1584
2021-04-22,50.5186
2021-04-23,54.7256
2021-04-24,54.7256
2021-04-25,54.7256
2021-04-26,52.93
2021-04-27,51.8863
2021-04-28,50.7857
2021-04-29,51.6286
2021-04-30,49.7356
2021-05-01,49.7356
2021-05-02,49.7356
2021-05-03,52.5002
2021-05-04,52.832
2021-05-05,52.659
2021-05-06,55.5487
2021-05-07,54.7564
2021-05-08,54.7564
2021-05-09,54.7564
2021-05-10,52.3343
2021-05-11,51.6831
2021-05-12,49.2792
2021-05-13,55.4429
2021-05-14,56.2923
2021-05-15,56.2923
2021-05-16,56.2923
2021-05-17,56.8769
2021-05-18,54.1845
2021-05-19,54.4106
2021-05-20,53.9971
2021-05-21,56.7189
2021-05-22,56.7189
2021-05-23,56.7189
2021-05-24,54.5287
2021-05-25,49.9084
2021-05-26,51.0831
2021-05-27,52.1283
2021-05-28,51.7126
2021-05-29,51.7126
2021-05-30,51.7126
2021-05-31,51.7126
2021-06-01,52.2878
2021-06-02,51.0302
2021-06-03,51.3488
2021-06-04,50.5326
2021-06-05,50.5326
2021-06-06,50.5326
2021-06-07,50.9026
2021-06-08,51.8841
2021-06-09,50.0979
2021-06-10,48.3418
2021-06-11,47.8316
2021-06-12,47.8316
2021-06-13,47.8316
2021-06-14,47.5892
2021-06-15,49.8793
2021-06-16,51.9789
2021-06-17,47.4484
2021-06-18,42.789
2021-06-19,42.789
2021-06-20,42.789
2021-06-21,46.5258
2021-06-22,45.501
2021-06-23,44.5701
2021-06-24,46.9843
2021-06-25,47.3186
2021-06-26,47.3186
2021-06-27,47.3186
2021-06-28,43.3588
2021-06-29,43.5681
2021-06-30,43.4297
2021-07-01,43.8724
2021-07-02,42.441
2021-07-03,42.441
2021-07-04,42.441
2021-07-05,42.441
2021-07-06,40.2923
2021-07-07,40.0533
2021-07-08,37.5689
2021-07-09,41.5875
2021-07-10,41.5875
2021-07-11,41.5875
2021-07-12,41.996
2021-07-13,40.2742
2021-07-14,40.248
2021-07-15,41.8179
2021-07-16,40.023
2021-07-17,40.023
2021-07-18,40.023
2021-07-19,37.5001
2021-07-20,39.7399
2021-07-21,41.1186
2021-07-22,38.3926
2021-07-23,38.9355
2021-07-24,38.9355
2021-07-25,38.9355
2021-07-26,39.9521
2021-07-27,41.3505
2021-07-28,44.6125
2021-07-29,46.1955
2021-07-30,46.0141
2021-07-31,46.0141
2021-08-01,46.0141
2021-08-02,46.8773
2021-08-03,49.5212
2021-08-04,47.8674
2021-08-05,49.2427
2021-08-06,51.6193
2021-08-07,51.6193
2021-08-08,51.6193
2021-08-09,51.2059
2021-08-10,53.3323
2021-08-11,54.933
2021-08-12,53.6517
2021-08-13,52.6
2021-08-14,52.6
2021-08-15,52.6
2021-08-16,52.3803
2021-08-17,51.0922
2021-08-18,49.3351
2021-08-19,48.6638
2021-08-20,50.5328
2021-08-21,50.5328
2021-08-22,50.5328
2021-08-23,51.7445
2021-08-24,50.8352
2021-08-25,50.1515
2021-08-26,48.3573
2021-08-27,52.0884
2021-08-28,52.0884
2021-08-29,52.0884
2021-08-30,49.1085
2021-08-31,49.8742
2021-09-01,49.362
2021-09-02,48.371
2021-09-03,47.2089
2021-09-04,47.2089
2021-09-05,47.2089
2021-09-06,47.2089
2021-09-07,47.3724
2021-09-08,45.5834
2021-09-09,45.5109
2021-09-10,42.7311
2021-09-11,42.7311
2021-09-12,42.7311
2021-09-13,45.1862
2021-09-14,42.7808
2021-09-15,43.7408
2021-09-16,42.5002
2021-09-17,45.9705
2021-09-18,45.9705
2021-09-19,45.9705
2021-09-20,43.3005
2021-09-21,42.1605
2021-09-22,44.5112
2021-09-23,47.8031
2021-09-24,49.5359
2021-09-25,49.5359
2021-09-26,49.5359
2021-09-27,53.3219
2021-09-28,52.155
2021-09-29,53.5036
2021-09-30,52.8645
2021-10-01,54.4218
2021-10-02,54.4218
2021-10-03,54.4218
2021-10-04,53.6032
2021-10-05,54.5462
2021-10-06,54.6484
2021-10-07,56.8236
2021-10-08,57.0204
2021-10-09,57.0204
2021-10-10,57.0204
2021-10-11,54.8226
2021-10-12,54.8932
2021-10-13,52.5588
2021-10-14,54.1362
2021-10-15,53.6215
2021-10-16,53.6215
2021-10-17,53.6215
2021-10-18,52.7567
2021-10-19,52.3636
2021-10-20,54.9855
2021-10-21,54.8019
2021-10-22,56.1643
2021-10-23,56.1643
2021-10-24,56.1643
2021-10-25,56.8004
2021-10-26,56.501
2021-10-27,50.1651
2021-10-28,50.9026
2021-10-29,52.5571
2021-10-30,52.5571
2021-10-31,52.5571
2021-11-01,56.7828
2021-11-02,53.0826
2021-11-03,56.331
2021-11-04,53.0089
2021-11-05,56.8337
2021-11-06,56.8337
2021-11-07,56.8337
2021-11-08,57.1883
2021-11-09,57.4893
2021-11-10,57.4893
2021-11-11,57.995
2021-11-12,55.9301
2021-11-13,55.9301
2021-11-14,55.9301
2021-11-15,55.0432
2021-11-16,54.3217
2021-11-17,52.2386
2021-11-18,51.8274
2021-11-19,51.2432
2021-11-20,51.2432
2021-11-21,51.2432
2021-11-22,53.9655
2021-11-23,55.7993
2021-11-24,54.8247
2021-11-25,54.8247
2021-11-26,47.4918
2021-11-27,47.4918
2021-11-28,47.4918
2021-11-29,48.1783
2021-11-30,48.1782
2021-12-01,49.8669
2021-12-02,53.8136
2021-12-03,51.139
2021-12-04,51.139
2021-12-05,51.139
2021-12-06,54.0737
2021-12-07,51.7102
2021-12-08,51.3114
2021-12-09,49.7947
2021-12-10,50.7274
2021-12-11,50.7274
2021-12-12,50.7274
2021-12-13,50.5034
2021-12-14,51.9306
2021-12-15,49.8343
2021-12-16,52.7408
2021-12-17,50.7866
2021-12-18,50.7866
2021-12-19,50.7866
2021-12-20,49.5806
2021-12-21,52.2804
2021-12-22,53.368
2021-12-23,54.2445
2021-12-24,54.2445
2021-12-25,54.2445
2021-12-26,54.2445
2021-12-27,55.862
2021-12-28,56.6704
2021-12-29,55.8659
2021-12-30,55.6937
2021-12-31,55.8345
2022-01-01,55.8345
2022-01-02,55.8345
2022-01-03,57.8443
2022-01-04,60.6544
2022-01-05,60.7774
2022-01-06,64.271
2022-01-07,64.6213
2022-01-08,64.6213
2022-01-09,64.6213
2022-01-10,64.7587
2022-01-11,64.3964
2022-01-12,62.4346
2022-01-13,63.6699
2022-01-14,65.8516
2022-01-15,65.8516
2022-01-16,65.8516
2022-01-17,65.8516
2022-01-18,62.8595
2022-01-19,57.3743
2022-01-20,53.3976
2022-01-21,52.8996
2022-01-22,52.8996
2022-01-23,52.8996
2022-01-24,55.7566
2022-01-25,56.0734
2022-01-26,52.9733
2022-01-27,48.8693
2022-01-28,49.8736
2022-01-29,49.8736
2022-01-30,49.8736
2022-01-31,50.3606
2022-02-01,49.8241
2022-02-02,49.5692
2022-02-03,49.3082
2022-02-04,51.9265
2022-02-05,51.9265
2022-02-06,51.9265
2022-02-07,51.3
2022-02-08,54.2279
2022-02-09,50.6189
2022-02-10,50.1415
2022-02-11,50.6599
2022-02-12,50.6599
2022-02-13,50.6599
2022-02-14,49.9689
2022-02-15,52.4303
2022-02-16,53.1172
2022-02-17,50.1595
2022-02-18,51.4279
2022-02-19,51.4279
2022-02-20,51.4279
2022-02-21,51.4279
2022-02-22,50.6823
2022-02-23,48.354
2022-02-24,46.0917
2022-02-25,49.2864
2022-02-26,49.2864
2022-02-27,49.2864
2022-02-28,49.9646
2022-03-01,45.8743
2022-03-02,50.2342
2022-03-03,50.4749
2022-03-04,49.8337
2022-03-05,49.8337
2022-03-06,49.8337
2022-03-07,47.8091
2022-03-08,46.9584
2022-03-09,47.8794
2022-03-10,48.9118
2022-03-11,50.123
2022-03-12,50.123
2022-03-13,50.123
2022-03-14,51.7144
2022-03-15,50.6263
2022-03-16,52.7915
2022-03-17,51.0639
2022-03-18,48.419
2022-03-19,48.419
2022-03-20,48.419
2022-03-21,48.6129
2022-03-22,48.7723
2022-03-23,44.3279
2022-03-24,44.537
2022-03-25,46.8898
2022-03-26,46.8898
2022-03-27,46.8898
2022-03-28,45.6937
2022-03-29,47.8005
2022-03-30,44.0287
2022-03-31,43.1094
2022-04-01,45.27
2022-04-02,45.27
2022-04-03,45.27
2022-04-04,43.8716
2022-04-05,42.7904
2022-04-06,42.567
2022-04-07,42.1764
2022-04-08,41.5844
2022-04-09,41.5844
2022-04-10,41.5844
2022-04-11,41.12
2022-04-12,40.5182
2022-04-13,42.9649
2022-04-14,41.5773
2022-04-15,41.5773
2022-04-16,41.5773
2022-04-17,41.5773
2022-04-18,40.8271
2022-04-19,45.7098
2022-04-20,47.0322
2022-04-21,45.7312
2022-04-22,43.4574
2022-04-23,43.4574
2022-04-24,43.4574
2022-04-25,42.7361
2022-04-26,43.7931
2022-04-27,43.219
2022-04-28,45.8795
2022-04-29,43.3097
2022-04-30,43.3097
2022-05-01,43.3097
2022-05-02,44.9277
2022-05-03,45.9038
2022-05-04,50.4086
2022-05-05,47.9816
2022-05-06,46.887
2022-05-07,46.887
2022-05-08,46.887
2022-05-09,47.9516
2022-05-10,47.051
2022-05-11,47.1793
2022-05-12,46.905
2022-05-13,44.8253
2022-05-14,44.8253
2022-05-15,44.8253
2022-05-16,44.003
2022-05-17,48.5313
2022-05-18,47.4799
2022-05-19,44.6973
2022-05-20,48.017
2022-05-21,48.017
2022-05-22,48.017
2022-05-23,50.0583
2022-05-24,50.4838
2022-05-25,51.1106
2022-05-26,52.5097
2022-05-27,54.1317
2022-05-28,54.1317
2022-05-29,54.1317
2022-05-30,54.1317
2022-05-31,52.9912
2022-06-01,53.4594
2022-06-02,55.3016
2022-06-03,53.8321
2022-06-04,53.8321
2022-06-05,53.8321
2022-06-06,54.9165
2022-06-07,55.2659
2022-06-08,52.9094
2022-06-09,50.2496
2022-06-10,47.4528
2022-06-11,47.4528
2022-06-12,47.4528
2022-06-13,45.8232
2022-06-14,47.5103
2022-06-15,48.557
2022-06-16,46.3272
2022-06-17,48.4692
2022-06-18,48.4692
2022-06-19,48.4692
2022-06-20,48.4692
2022-06-21,51.685
2022-06-22,52.5764
2022-06-23,50.9283
2022-06-24,54.0963
2022-06-25,54.0963
2022-06-26,54.0963
2022-06-27,55.8374
2022-06-28,56.4993
2022-06-29,53.6535
2022-06-30,54.0951
2022-07-01,56.1482
2022-07-02,56.1482
2022-07-03,56.1482
2022-07-04,56.1482
2022-07-05,56.6409
2022-07-06,54.9971
2022-07-07,53.3941
2022-07-08,54.8317
2022-07-09,54.8317
2022-07-10,54.8317
2022-07-11,54.9452
2022-07-12,55.7126
2022-07-13,54.046
2022-07-14,52.1998
2022-07-15,55.7567
2022-07-16,55.7567
2022-07-17,55.7567
2022-07-18,54.9662
2022-07-19,58.0765
2022-07-20,58.3876
2022-07-21,58.7047
2022-07-22,59.3105
2022-07-23,59.3105
2022-07-24,59.3105
2022-07-25,61.379
2022-07-26,58.1188
2022-07-27,61.0296
2022-07-28,61.158
2022-07-29,62.0632
2022-07-30,62.0632
2022-07-31,62.0632
2022-08-01,63.265
2022-08-02,59.9068
2022-08-03,61.3437
2022-08-04,59.2469
2022-08-05,59.7217
2022-08-06,59.7217
2022-08-07,59.7217
2022-08-08,59.8254
2022-08-09,60.3536
2022-08-10,61.4375
2022-08-11,62.8279
2022-08-12,64.9334
2022-08-13,64.9334
2022-08-14,64.9334
2022-08-15,65.5753
2022-08-16,66.5406
2022-08-17,64.0441
2022-08-18,64.7442
2022-08-19,62.1822
2022-08-20,62.1822
2022-08-21,62.1822
2022-08-22,57.1881
2022-08-23,54.2758
2022-08-24,52.6214
2022-08-25,54.5577
2022-08-26,51.84
2022-08-27,51.84
2022-08-28,51.84
2022-08-29,49.2217
2022-08-30,49.4693
2022-08-31,48.9305
2022-09-01,48.5519
2022-09-02,47.745
2022-09-03,47.745
2022-09-04,47.745
2022-09-05,47.745
2022-09-06,45.2474
2022-09-07,46.155
2022-09-08,48.4353
2022-09-09,49.9131
2022-09-10,49.9131
2022-09-11,49.9131
2022-09-12,51.2702
2022-09-13,48.1364
2022-09-14,47.1428
2022-09-15,50.2418
2022-09-16,52.308
2022-09-17,52.308
2022-09-18,52.308
2022-09-19,53.3892
2022-09-20,54.4958
2022-09-21,53.235
2022-09-22,51.4561
2022-09-23,50.5158
2022-09-24,50.5158
2022-09-25,50.5158
2022-09-26,49.8427
2022-09-27,47.4036
2022-09-28,47.8748
2022-09-29,46.7061
2022-09-30,45.4313
2022-10-01,45.4313
2022-10-02,45.4313
2022-10-03,49.7363
2022-10-04,53.9867
2022-10-05,53.7129
2022-10-06,53.834
2022-10-07,53.0682
2022-10-08,53.0682
2022-10-09,53.0682
2022-10-10,53.7488
2022-10-11,56.9762
2022-10-12,57.399
2022-10-13,63.562
2022-10-14,61.0171
2022-10-15,61.0171
2022-10-16,61.0171
2022-10-17,63.114
2022-10-18,63.52
2022-10-19,63.7851
2022-10-20,58.0185
2022-10-21,60.3553
2022-10-22,60.3553
2022-10-23,60.3553
2022-10-24,62.2397
2022-10-25,62.7192
2022-10-26,61.1598
2022-10-27,66.2384
2022-10-28,69.5851
2022-10-29,69.5851
2022-10-30,69.5851
2022-10-31,71.1312
2022-11-01,71.7118
2022-11-02,67.4167
2022-11-03,65.7944
2022-11-04,68.7103
2022-11-05,68.7103
2022-11-06,68.7103
2022-11-07,66.0378
2022-11-08,65.2153
2022-11-09,64.8177
2022-11-10,66.9836
2022-11-11,62.1854
2022-11-12,62.1854
2022-11-13,62.1854
2022-11-14,63.1604
2022-11-15,64.4662
2022-11-16,62.3282
2022-11-17,60.5726
2022-11-18,60.6194
2022-11-19,60.6194
2022-11-20,60.6194
2022-11-21,61.3555
2022-11-22,62.3192
2022-11-23,60.5292
2022-11-24,60.5292
2022-11-25,61.9485
2022-11-26,61.9485
2022-11-27,61.9485
2022-11-28,58.0336
2022-11-29,58.5652
2022-11-30,58.0547
2022-12-01,58.5619
2022-12-02,58.2551
2022-12-03,58.2551
2022-12-04,58.2551
2022-12-05,48.718
2022-12-06,48.2374
2022-12-07,47.5524
2022-12-08,46.2501
2022-12-09,45.4661
2022-12-10,45.4661
2022-12-11,45.4661
2022-12-12,46.2405
2022-12-13,46.9186
2022-12-14,44.8975
2022-12-15,45.2511
2022-12-16,44.3386
2022-12-17,44.3386
2022-12-18,44.3386
2022-12-19,46.3598
2022-12-20,45.2964
2022-12-21,50.1929
2022-12-22,49.7796
2022-12-23,50.139
2022-12-24,50.139
2022-12-25,50.139
2022-12-26,50.139
2022-12-27,52.2285
2022-12-28,49.3953
2022-12-29,51.056
2022-12-30,50.1073
2022-12-31,50.1073
2023-01-01,50.1073
2023-01-02,50.1073
2023-01-03,48.2523
2023-01-04,47.0106
2023-01-05,45.8809
2023-01-06,48.4773
2023-01-07,48.4773
2023-01-08,48.4773
2023-01-09,46.8347
2023-01-10,48.6351
2023-01-11,49.2391
2023-01-12,51.5317
2023-01-13,52.5142
2023-01-14,52.5142
2023-01-15,52.5142
2023-01-16,52.5142
2023-01-17,51.6066
2023-01-18,47.1038
2023-01-19,45.9694
2023-01-20,47.6511
2023-01-21,47.6511
2023-01-22,47.6511
2023-01-23,47.3091
2023-01-24,35.8069
2023-01-25,34.8494
2023-01-26,34.884
2023-01-27,37.2982
2023-01-28,37.2982
2023-01-29,37.2982
2023-01-30,38.807
2023-01-31,42.2266
2023-02-01,43.8937
2023-02-02,47.3782
2023-02-03,48.089
2023-02-04,48.089
2023-02-05,48.089
2023-02-06,46.7816
2023-02-07,47.3229
2023-02-08,47.3521
2023-02-09,45.1792
2023-02-10,46.4798
2023-02-11,46.4798
2023-02-12,46.4798
2023-02-13,46.632
2023-02-14,44.9388
2023-02-15,47.7305
2023-02-16,46.9724
2023-02-17,47.8597
2023-02-18,47.8597
2023-02-19,47.8597
2023-02-20,47.8597
2023-02-21,46.9352
2023-02-22,46.0157
2023-02-23,47.4989
2023-02-24,47.1493
2023-02-25,47.1493
2023-02-26,47.1493
2023-02-27,47.3165
2023-02-28,48.0694
2023-03-01,46.9338
2023-03-02,45.6931
2023-03-03,46.0252
2023-03-04,46.0252
2023-03-05,46.0252
2023-03-06,42.6383
2023-03-07,39.9724
2023-03-08,42.164
2023-03-09,38.5951
2023-03-10,39.0834
2023-03-11,39.0834
2023-03-12,39.0834
2023-03-13,35.2873
2023-03-14,35.2456
2023-03-15,35.1812
2023-03-16,42.0186
2023-03-17,37.7257
2023-03-18,37.7257
2023-03-19,37.7257
2023-03-20,36.8081
